,S16,S9,S10,S11,S12,S13,S14,S15,S1,S2,S3,S4,S5,S6,S7,S8
P07099,0.9543029,0.8872005,1.1329578,1.0319342,0.8998904,0.897584,0.9490255,0.946905,1.1906146,0.6262052,1.5726338,1.6572231,0.9965392,1.0349574,0.9909705,1.2274896
P07108,2.045455,2.053902,2.094195,2.066333,1.675016,1.686345,1.858096,1.76931,1.82879,2.031372,2.663475,2.481773,1.749345,1.751963,1.851058,2.064261
P07195,2.468538,2.479003,2.656883,2.441209,2.153875,2.165396,2.280547,2.266916,2.296939,2.117853,2.897678,2.722437,1.996974,2.065698,2.080654,2.212431
P07196,2.9274359,2.8191041,3.021301,2.89653,2.5103993,2.5082905,2.6894736,2.5752527,2.4229963,0.7124189,2.9910032,2.3387293,0.9742648,1.6629397,1.4853953,2.5563219
P07197,2.905896,2.861447,2.961059,2.868077,2.634695,2.639569,2.73604,2.639047,2.444799,1.351761,3.100473,2.331919,1.884963,1.865287,2.043132,2.668957
P07203,0.8252698,0.6573461,0.9184792,0.8844142,0.8883023,0.8534143,0.9361861,0.9376016,1.0361123,0.6872165,1.0370041,0.9476626,1.0603982,0.8854689,0.9364818,0.9403979
P07225,-0.44035728,-0.17852162,-0.33145006,-0.57088958,-0.46743356,-0.42551761,-0.31875365,-0.18759184,0.07160785,-0.47059876,-0.26289926,-0.2511257,-0.63188991,-0.05172569,-0.02793313,-0.49387936
P07237,1.1765684,1.2940397,1.2253657,1.2233353,1.0197927,0.9814577,0.9429895,0.9791656,1.3874996,1.4792542,1.3230171,1.2431711,1.2553366,1.6128147,1.5703009,0.9286887
P07305,0.734999985,0.488230472,0.469887106,0.270293988,0.110527636,0.022777482,-0.434862987,-0.140173781,0.280011074,0.714934059,0.676166491,0.926557352,-0.709450651,0.008610284,0.045878612,0.483910178
P07311,0.35413073,0.26439875,0.30095266,0.31079391,0.3825383,0.30907943,0.41106332,0.37281826,-0.05392143,0.02496125,0.37168418,0.14231256,-0.52882695,-0.56790972,-0.31222542,-0.08571132
P07339,1.523856,1.595048,1.751652,1.55388,1.401636,1.450088,1.440884,1.364874,1.455209,1.078656,1.969728,1.622182,1.06284,1.401738,1.342249,1.445577
P07355,1.0440472,1.1063796,1.2837564,1.2195456,1.0478085,0.9694436,0.9831455,0.8106053,1.6444063,1.2865488,1.400997,1.9282093,2.3300401,1.8599834,2.0308949,0.6758285
P07357,-1.02407639,-0.47349503,-0.71221235,-0.95417574,-0.04831937,-0.28691589,-0.236081,-0.12723609,-0.12454947,-0.64987836,-0.29269077,-0.90067424,-0.204014,0.11145703,-0.01072911,-0.28047339
P07358,-0.2422929,-0.1869553,-0.2039643,-0.4678882,-0.3693968,-0.5364904,-0.166207,-0.3500558,0.228551,-0.3688636,-0.2831276,-0.316431,-0.5374544,0.1442947,-0.1738934,-0.5774073
P07360,-0.64121767,-0.41013258,-1.67993275,-0.62193646,-0.38464516,-0.36289226,-0.38474282,-0.36173714,-0.99367916,-0.90701482,-0.49768986,-1.13439544,-0.55831724,0.03373523,-0.11943591,-0.57215733
P07384,1.0143886,0.8204363,0.8811038,0.9307377,0.8302011,0.8124317,0.9031514,0.9033871,1.0332145,0.5875961,1.1064904,1.4450914,1.1235624,0.8856431,0.8922174,0.8686435
P07437,1.859156,1.40334,2.20292,1.810834,1.795357,1.866138,1.977439,1.908955,1.471749,1.350732,2.102803,1.738042,1.650323,1.710688,1.803335,1.647625
P07451,-0.102377285,-0.301392389,-0.173826338,-0.501065856,-0.224182767,-0.001558157,-0.428840752,-0.212981461,-0.187806745,-0.026185977,0.308153171,-0.287527145,0.710771997,0.068995229,0.132737841,-0.495762675
P07585,-1.6632219,-0.4107939,-0.4847452,-1.8861272,-1.8867127,-1.0340386,-0.960332,-0.9717137,-0.1446994,-1.1234237,-0.8028082,-1.1404041,-1.012069,-0.5476058,-0.9058056,-0.6195363
P07602,1.723017,1.930869,1.981899,1.682762,1.290218,1.281747,1.567591,1.54409,1.850782,1.65948,2.211523,2.011693,1.230545,1.223384,1.331591,1.525769
P07686,-0.11303551,0.1105853,-0.2747608,-0.07706627,-0.18456751,-0.03754243,-0.18242566,-0.07397193,0.39697524,-0.07361429,0.35530545,0.27079183,0.37045466,0.43913617,0.38583924,0.26394917
P07711,-0.55871671,-0.73467324,-0.95908794,-1.19175385,-0.33734858,-0.33413621,-1.31581593,-1.74837202,-0.09079021,-0.99680442,-0.09761741,-0.60162789,-0.41799,-0.8671559,-0.38858063,-0.32159957
P07737,1.610551,1.44259,1.591916,1.504111,1.175314,1.315631,1.32986,1.327014,1.803825,1.655159,1.79037,1.802471,1.523979,1.55289,1.689244,1.385176
P07738,0.3144523,0.6019824,0.4428729,0.4472296,0.5546792,0.5740191,0.5400632,0.5644265,0.4102774,0.3929093,1.2436875,0.7722225,0.2817161,0.7739091,0.3223242,0.5582103
P07741,0.026414348,-0.144021794,0.443653163,0.012684034,0.003853202,-0.116925228,-0.071738576,0.111395462,0.192722205,-0.389153188,0.160151572,0.510835702,0.280095047,0.233733354,-0.126094474,0.392879391
P07814,0.9909266,1.0014122,1.0926985,1.1127281,0.9596357,0.9515791,0.9480299,0.9942249,1.2445652,1.3647995,1.190579,1.2627668,1.1054041,1.2161114,1.2384218,0.9590203
P07858,0.6712658,0.6598071,0.8138937,0.7615039,0.6833785,0.5114862,0.7232272,0.7737532,1.161709,0.7939784,1.2518796,1.0547937,0.7289267,1.258119,1.2039407,0.8633157
P07900,2.472437,2.521753,2.653439,2.527627,2.319939,2.292054,2.367942,2.308831,2.343339,2.405583,2.822261,2.549738,2.291054,2.239119,2.327233,2.407273
P07910,1.402959,1.511144,1.300437,1.560736,1.051572,1.320688,1.222443,1.109721,1.593183,1.931497,1.546623,1.728364,1.564061,1.598109,1.576637,1.469781
P07919,-0.08093321,0.56377404,-0.11049131,0.35960688,0.60215986,1.22224199,0.90718512,0.93628685,-1.15469165,-1.16334964,0.50548979,-0.85932873,0.35901374,1.01702668,0.50854246,0.74106091
P07942,-1.57303963,-1.0607979,-0.8233163,-1.54619168,-0.05612488,-0.0166563,-1.79370536,-2.48092,0.86743862,0.60553935,0.16912513,-1.25506385,0.18761627,0.85747638,0.71443062,0.20566711
P07947,0.46176909,0.35615662,0.4886769,0.39376318,0.17834932,0.22279557,0.27718643,0.39283482,0.54816987,0.36821383,0.88205868,0.62369185,0.71817544,0.08982711,0.12941436,0.52475268
P07948,-0.6519785,-1.0175656,-0.6093161,-0.8155045,-0.7068059,-0.7100433,-0.6921218,-1.0794852,-0.3870916,-1.1753909,-0.5499256,-0.31856,-0.2834789,-0.361192,-0.3766791,-0.5015453
P07951,-0.1916277,0.496029,-0.1262105,0.333917,-0.0457316,-0.3623862,0.314763,0.3994362,0.6384076,0.2246166,-0.4639535,0.6031534,0.3066541,0.8502453,0.488751,0.4374227
P07954,1.4003888,1.2869083,1.6637463,1.4500164,1.3051471,1.1936751,1.3239936,1.3003679,1.2290082,0.7944827,1.5582983,1.2244312,0.9316612,1.0323562,0.9980194,1.1961811
P07996,-0.07441265,0.12077461,0.10832173,0.18501919,0.0188772,-0.05812267,-0.03285032,0.04069205,0.1283405,0.27362734,0.71045095,0.62203547,-0.4852111,0.53621801,0.22077717,0.33386618
P07998,0.41666076,0.60729804,0.67187679,0.48859841,0.28549891,0.3832382,0.45823609,0.39844621,-0.19030681,-0.76975035,0.08410903,0.08526911,-0.77506227,-0.67933925,-0.63090045,-0.08363076
P08133,2.055793,1.923299,2.208059,2.17169,1.947718,2.022126,1.992268,1.992525,1.775532,1.377274,2.304106,2.104938,1.78741,1.86744,1.583239,2.058406
P08134,-0.59185574,-0.71793108,-0.78269848,-0.93203607,-0.25986286,-0.42141805,-0.27542761,-0.29498399,-0.2675494,-0.27811575,-0.2544337,-0.64434058,0.34938725,0.04613761,-0.04224693,-0.53847033
P08185,-1.17360906,-1.131397647,-0.63085751,-0.721435346,-0.504155648,-0.241688353,-0.367383557,-0.171679321,-0.207575084,-0.319822643,0.05888957,-0.237828685,0.037395217,0.068390287,0.000541787,-0.328765329
P08195,1.4112225,1.3490104,1.5373029,1.3797728,1.3981896,1.3589087,1.4082707,1.4451525,0.9783929,0.5785163,1.5371234,0.9963322,0.9878056,1.0251419,1.038275,1.2664535
P08236,-0.7785367,-2.28122,-0.8599233,-1.1586985,-1.0092876,-0.9452475,-0.9182767,-1.0570817,-0.3939898,-0.5016072,-0.5672999,-0.4538499,-0.3815142,-0.214532,-0.5864509,-1.0643675
P08237,1.4187524,1.5152446,1.5883657,1.4235686,1.503692,1.5088862,1.6361962,1.5779108,1.1748382,0.7080919,1.6559912,1.4524445,1.2242667,1.2585968,1.2875857,1.6177786
P08238,1.987361,1.832474,2.037284,2.017585,1.793205,1.795345,1.808622,1.704832,1.921011,2.10907,2.08096,1.940392,1.75628,1.972659,1.948756,1.858394
P08240,-0.52122565,-0.84305188,-0.87408289,-1.10567883,-1.22996726,-0.74879449,-1.50413714,-0.86634254,0.05452152,-0.14423913,-0.59461086,-0.35805934,-0.44446784,-0.25309781,-0.13881014,-0.98132192
P08243,-1.03346999,-0.38879968,-0.79510197,-0.28675994,-0.97037095,-1.67880922,-0.76379514,-0.88590957,-0.2890368,-0.11707789,-0.61231969,-1.07128537,-0.20417157,-0.35805627,0.05198725,-1.61174041
P08247,1.67147635,1.63482585,1.64668833,1.41555725,1.69203994,1.75800827,1.76005216,1.79131835,0.08329123,-0.50421345,-0.02047397,-0.95623537,0.02473838,1.27994107,0.62344578,1.34296232
P08294,-0.6783361,-2.679669,-0.7339746,-0.6099314,-0.2338431,-0.3436596,-0.8860378,-0.339109,-0.8642009,-1.0244765,-0.427862,-0.4804814,-1.1203684,-0.3252295,-0.4803757,-1.0717438
P08311,-1.1829613,-1.0949652,-0.6210536,-0.9693706,-0.8081293,-0.6238994,-0.9500282,-0.7334195,-1.6801975,-1.3813386,-0.7283168,-0.3366381,-0.9299962,-0.108263,-1.0612368,-0.9854413
P08397,-0.501927058,-0.408680261,-0.625231316,-0.120889897,-0.4011396,-0.434929166,-0.848917317,-0.805938163,-0.448749599,-0.244495579,0.003914484,0.001952223,-0.235552272,-0.367220283,-0.442317179,-0.572581529
P08514,-1.7545344,-0.1590725,-0.7537084,-0.6426836,-0.7870223,-0.7845848,-0.4125786,-0.4846913,-0.7260454,-1.6793943,-1.5549035,-0.6705605,-1.1570115,-0.2201423,-0.8231981,-0.5252728
P08559,1.0919646,0.9796233,1.0925736,1.0897361,1.3843971,1.285651,1.4458841,1.3617121,0.4523054,0.4656135,0.8949798,0.7688405,0.5392572,1.0606265,0.7509883,1.2277016
P08567,-0.91399674,-2.04797286,-0.79865113,-1.77300666,-0.6696287,-0.5896497,-0.89371986,-0.48938672,-0.63544487,-1.06384028,-0.04681313,-0.52000614,-0.07966081,-0.2840866,-0.26953288,-0.18657629
P08571,-0.7987418,-0.6592584,-0.7109435,-0.7826607,-0.7357413,-0.9919416,-0.8026415,-0.6927405,-0.3259044,0.0548584,-0.5111268,-0.57072,0.158368,0.1538796,0.4449402,-0.1113412
P08572,-0.7035904,-0.8445557,-0.7013219,-0.4599716,-0.9515731,-0.6563661,-1.955847,-1.8393365,-1.0474114,-1.0693045,0.1588795,-0.2839777,-0.8110765,0.3704817,-0.1141953,-1.2692723
P08574,0.12591558,0.29292512,0.03167034,0.1067637,0.93435248,0.92002021,0.75597827,0.9393404,-0.69820332,-0.28256528,-0.59887397,-1.58240852,0.23787477,0.44173495,0.472073,0.81155398
P08575,-0.71876575,-0.68031557,-1.77224765,-1.20477153,-0.76945121,-0.69652491,-0.96946072,-0.89071314,0.12932712,-0.39318315,-1.03214369,-0.04469043,0.11511819,-0.01804973,-0.26658279,-0.63818103
P08579,-0.62492197,-1.70322555,-0.61823854,-1.56073559,-0.81605635,-0.79937532,-0.72815314,-0.81651246,-0.3687079,0.61057198,-0.721616,-0.59780246,0.04346279,0.06205525,0.16316973,-0.12245353
P08603,0.9672762,1.0714307,1.1073968,0.9989637,1.0830097,1.0733663,1.126661,1.138546,1.2682733,1.0060914,0.9727626,0.9960878,1.0412507,1.2673629,1.1984277,1.0095377
P08621,0.06417347,0.3356793,0.36735404,0.31415157,0.05708793,0.11998604,0.12964178,0.149643,0.74287496,1.03590793,0.25716046,0.41856636,0.5613269,0.49226379,0.63745121,0.19404079
P08637,-1.7860159,-1.0849287,-0.9362352,-1.2792198,-1.4398553,-1.1727787,-1.2708891,-1.9981741,-0.2753477,-0.2853038,-0.9891543,-0.6571472,-0.4150653,-0.6542649,-0.7055425,-0.9145741
P08670,2.06924,2.010801,2.209461,2.10594,2.166299,2.149609,2.133777,2.113104,2.633259,2.71085,2.362445,3.10088,3.12328,2.900844,3.116837,2.356547
P08697,0.02215488,-0.08394402,0.32989723,0.17565143,0.17620777,0.20820754,0.23076669,0.37589585,0.35318531,0.24175771,-0.29892926,0.05685843,0.09742091,0.59999224,0.51817889,0.04929289
P08708,0.240543,0.30266563,0.39710924,0.29595892,-0.01397251,-0.13921171,0.09385332,0.21041821,0.50690239,0.76606736,0.26862027,0.68015754,0.30697802,0.48939027,0.50262989,0.21722447
P08754,-0.35407584,-0.3347899,-0.19048844,-0.42058119,0.1081334,0.0576945,0.05195966,0.09335833,0.36332306,-0.35901233,-0.46276342,0.50282494,0.43103691,0.01008978,0.23444447,0.07642836
P08758,1.546423,1.535676,1.701279,1.762428,1.57775,1.57667,1.437085,1.485397,1.889745,1.688804,2.320756,2.528126,2.133745,1.755365,1.985201,1.388117
P08779,-0.2699007,-1.106075,-0.9559232,-0.7915198,-0.7255352,-0.5682758,-0.9374903,-1.5940612,-1.1996433,-0.7811955,-0.2055979,-0.7868278,-2.4303057,-1.8288245,-2.2895701,-0.6852145
P08865,0.7995294,0.6375764,0.7575029,0.9267051,0.8883669,0.9010334,0.9005957,0.9100372,1.0343657,0.7964583,0.961149,1.1085519,1.2662695,1.2586402,1.3734804,1.0725581
P09001,-1.04651,-0.9779548,-1.8494136,-0.711438,-0.1557661,-1.4908304,-1.2855252,-1.2431388,-0.654784,-0.3795344,-0.5388685,-0.6183459,-0.5548371,-0.2413701,-1.7652193,-0.9108668
P09012,-0.304013555,-1.116415348,0.133526778,-0.00137107,0.031831393,-0.043720983,0.179484202,-0.049720675,-0.003031627,0.799209159,0.417908168,-0.116340757,0.496162134,0.392333524,0.60703295,0.35570097
P09038,-1.5891916,-1.074996,-0.7380798,-0.9497369,-1.1662205,-1.0753192,-1.017519,-0.938003,-0.764665,-1.0311938,0.2953712,-0.1764082,-0.2849949,-0.8719838,-0.3655006,-0.0270004
P09104,2.295573,2.161432,2.598709,2.419756,2.25515,2.293685,2.353958,2.3095,1.801844,1.406548,2.405798,2.004542,1.225552,1.840284,1.824878,2.155558
P09105,-0.88505858,-1.27656497,-1.10394546,-0.60829128,-0.56743748,-0.51773695,-0.71642507,-0.38850762,-1.20535089,-0.61160222,0.14532879,0.04435391,-1.30577854,-0.58163227,-1.19911936,-0.39600085
P09110,0.6253913,0.3893727,0.6514879,0.4613173,0.6415888,0.6017122,0.6933578,0.6545943,0.5733694,0.3070385,0.8629523,0.8512515,0.6299171,0.7762087,0.8848027,0.7564201
P09132,-0.342729,-0.3584678,-0.1293863,-0.4890667,-0.7242011,-0.856936,-0.4283926,-0.3323909,-0.1079797,-0.1903407,-0.1210736,-0.5276065,-0.2845793,-0.2801218,0.0638479,-0.3284303
P09211,1.969422,1.81033,2.085899,1.914052,1.640466,1.675878,1.705804,1.74356,1.877105,1.886985,2.470353,2.234733,1.742552,1.71237,1.622988,1.882074
P09234,0.3020364,0.28640904,-0.34560056,-0.08637552,-0.3033166,-0.04079657,-0.82652038,-0.3566789,0.77199423,0.94209456,0.58588763,0.4943175,0.3686924,0.2782019,0.40875173,-0.03897812
P09382,1.5349197,1.4470989,1.5306396,1.5647704,1.4416585,1.4633208,1.5461545,1.49124,1.3949585,0.6127932,1.8865042,1.9166019,1.8532806,1.6260337,1.6277115,1.4531805
P09417,2.212666,2.206279,2.32823,2.20039,1.92632,1.873191,2.062382,2.064677,2.045663,1.290881,2.439722,1.823256,1.229662,1.238865,1.09178,1.508159
P09429,1.534066,1.487922,1.627574,1.51066,1.198503,1.261738,1.319779,1.286969,1.810164,2.203295,2.012031,1.572421,1.630873,1.669612,1.615296,1.545613
P09455,0.4624167,0.3688458,0.1771296,0.3992835,0.2716463,0.3973541,0.2471592,0.3815615,1.2159618,-1.0668515,0.1265816,-0.8638677,0.3836423,1.1830104,0.8076868,0.3487136
P09467,-0.9547229,-2.1731941,-0.5993123,-1.6327727,-1.6169101,-0.974883,-1.2808338,-1.2116837,-0.2292932,-0.5696767,-0.8154131,-0.2467622,-0.2822825,-0.7574757,-0.2824752,-1.0079333
P09471,2.199065,2.336268,2.366978,2.341313,2.238791,2.213925,2.437632,2.373685,1.564076,1.315521,2.082752,1.865478,1.500924,1.848285,1.601609,2.221767
P09486,0.22754259,0.35699145,0.1060259,0.35193946,0.04748779,0.06287862,0.02011182,0.12410066,0.68591012,0.5328673,1.5041251,0.73729242,0.71552002,0.76717864,0.75635382,1.21152475
P09488,0.659613372,0.665880763,0.732228573,-0.007493102,0.15222527,0.118372831,0.254152027,0.190263338,0.411854959,-0.857357617,0.980077548,-0.867959361,-1.405332809,-0.003648874,-1.56922473,-0.178833895
P09493,1.6043261,1.5875371,1.4049914,1.6708155,1.4864697,1.303334,1.4156719,1.5436174,1.1743202,0.9014918,1.6128282,1.5352366,1.0486928,1.288777,1.156696,1.3380973
P09496,0.6196097,0.9950384,1.1218865,1.1108827,0.1412182,0.2022587,0.3018031,0.2619851,0.7365557,0.4506175,0.9233746,0.7191412,0.30118,0.700169,0.2177795,0.1010826
P09497,1.6257563,1.6088292,1.7287865,1.6054274,1.1176385,1.1884719,1.2553544,1.2763724,1.0894224,0.8608582,1.4441392,1.1030457,0.5628181,0.9975088,0.6379748,0.6828832
P09525,0.144891504,0.099218769,0.006564182,0.155809166,0.191661928,0.152181634,0.115452369,0.229417071,0.084374155,-0.986485856,0.579550922,0.497179776,1.047180871,0.41562484,0.469244828,0.471347185
P09543,3.205698,3.152879,3.36449,3.21622,2.908853,2.892973,3.005371,2.935304,2.774767,1.798461,3.112657,2.407939,1.553373,1.767784,1.73089,2.089418
P09601,-1.61268546,-0.51595389,-1.27085752,0.05412683,-1.06434248,-1.72387483,-1.60534431,-0.74331139,0.60659206,-0.38586866,-0.89494629,0.13934836,-0.35254027,0.17421201,0.47780857,-1.11767424
P09622,1.4849172,1.515371,1.5357593,1.4819302,1.4195817,1.4041534,1.3770886,1.4249597,1.0662163,1.0999185,1.431691,1.2288654,1.00939,1.1313339,0.8925983,1.3380572
P09651,1.418722,1.577788,1.503222,1.503305,1.098329,1.231794,1.291104,1.179684,1.917063,2.396543,1.818191,1.861369,1.563844,1.71741,1.701863,1.414193
P09661,-0.520773218,-0.227642863,-0.466317555,-0.289579938,-0.634773848,-0.504908506,-0.609812446,-0.428030613,0.279553704,0.840164562,-0.120292725,0.167750401,0.004525497,0.372256212,0.317156718,-0.087171528
P09668,0.24533078,0.31816981,0.12738055,0.1442399,-0.20085952,-0.19636523,-0.2077906,-0.14090238,0.472383,-1.04004343,-0.0945684,0.96774937,-0.45730154,-0.04707654,-0.58139898,-0.65549391
P09871,0.048168963,0.133225257,0.006523558,0.130577927,-0.337149536,-0.219352107,0.026998879,0.002853856,0.227160047,-0.216583789,-0.658180415,0.28821802,-0.003248115,0.114401284,0.050230515,0.009828158
P09874,1.0551153,1.1043631,1.105541,1.1776521,0.7530554,0.8771787,0.7186125,0.7468311,1.3739724,1.9132621,1.3264634,1.4046705,1.3420674,1.2507167,1.3295405,1.0833755
P09913,-0.53759689,-0.75508089,-0.80300061,-0.57467237,-0.51505361,-1.34349812,-0.52573758,-0.46561528,0.07796281,0.53250548,-0.28264138,0.43673986,-0.09041299,-0.25871817,-0.45188865,-0.05259507
P09914,-0.4927252,-0.3445184,-0.5290658,-0.7213562,-0.7398233,-0.779445,-0.7728872,-0.6505261,-0.1218137,-0.0664723,-0.1412382,0.7821824,0.6352612,-0.7321694,-0.5121125,0.2602758
P09936,2.551746,2.505676,2.809959,2.507823,2.323905,2.251282,2.544496,2.397785,2.199168,1.945032,2.609375,2.056793,1.684905,2.112759,1.701272,2.14634
P09960,1.2513641,1.1112267,1.319104,1.1378578,0.8904499,0.8692278,0.9380882,0.9127373,1.2996521,1.0537787,1.5489247,1.5110368,1.1142178,0.8940242,0.7422758,1.057496
P09972,2.4398,2.411033,2.592943,2.457317,2.229377,2.332199,2.387307,2.309901,2.023658,1.75121,2.866184,2.584758,1.349156,1.935338,1.881208,2.502126
P0C0L4,-0.41675467,-0.40039561,-0.28623499,-1.50093885,-0.20755945,-0.16522638,0.02224078,0.13922169,-0.0979718,-0.12008672,-0.07109041,0.01797765,0.10694667,0.10411009,0.0875268,-0.11799505
P0C0L5,1.418971,1.326602,1.479973,1.44506,1.513242,1.536213,1.510824,1.531932,1.695158,1.562232,1.198922,1.859544,1.616018,1.615857,1.679294,1.406828
P0CG30,-0.3268012,-0.375903,-0.3996445,-0.291111,-0.598826,-0.2501663,-0.1505028,-0.2092001,0.9098739,0.3428242,0.5198787,0.9424816,0.7388623,0.6576553,0.5189419,0.7515875
P0CG35,-2.02180601,-0.42894238,-0.64638888,-0.4099826,-0.33141494,-0.28619418,-0.47142479,-1.48421818,-0.3837667,0.63939553,-0.65631177,-0.54855597,-0.67481237,0.02147808,-0.19674707,-0.86989275
P0DJI8,-0.07170807,-1.28987594,0.05764661,-1.87928438,-0.01939402,-1.89354142,0.26624194,-1.37198517,-0.1071649,-0.77020597,0.58790121,0.59315792,-0.93626825,1.35351415,-0.21635744,-1.0129798
P0DMV9,2.134218,2.076884,2.205368,2.149714,1.731559,1.817475,2.012899,1.894016,1.898915,2.046414,2.249215,2.134836,1.767895,1.589361,1.656106,1.735299
P0DOX2,-0.9175711,-0.8119149,-0.8670042,-1.143847,0.5416045,0.6550871,0.6788962,0.6601456,0.1210883,-0.1753741,0.8034202,0.7062453,0.4497158,0.971971,0.465489,0.6159847
P0DOX5,2.4156,2.419887,2.581461,2.48704,2.260853,2.14794,2.372122,2.225659,2.745963,2.652547,2.265034,2.376254,2.33004,2.550636,2.408779,2.296199
P0DOX7,2.06385,2.021734,2.366158,2.184517,1.824553,1.741685,1.988349,1.950592,2.372016,2.254925,2.0868,2.163052,1.82954,2.061276,2.004056,1.764697
P0DOX8,1.817099,1.790726,1.89918,1.706664,1.278678,1.393896,1.406068,1.425969,2.00169,2.000807,1.620744,1.742043,1.299912,1.848898,1.645041,1.435536
P0DOY2,1.2056484,1.2267509,1.419241,0.9506197,0.8613465,0.9079755,1.2060501,1.1453299,1.7964866,1.7982822,1.0254702,1.2491548,0.9642221,1.4164405,0.6569928,1.0769555
P0DP04,-1.234019705,0.002263456,0.030813538,-0.036278046,0.112028614,0.069828358,0.22495237,0.041359795,0.218223028,0.501684562,0.191191586,0.201504464,0.363138819,0.557603603,-0.054642225,0.247892326
P0DP25,2.401229,2.203244,2.570527,2.447605,2.200002,2.251944,2.274179,2.183833,1.936103,1.780098,2.351011,1.958356,1.627889,1.895379,1.927524,2.060326
P0DP58,0.60035265,0.47481519,0.76651806,0.58806433,0.26281598,0.37748386,0.46878826,0.26362184,0.23077535,-1.33546513,0.80239792,0.2756986,-1.05015531,-0.8060526,-0.73959128,-0.06695844
P0DPH7,0.3474893,0.189693,0.5729456,0.0310492,-0.1884166,-0.2318565,-0.1283914,-0.2468092,-0.1889375,-0.7702179,0.3188887,-0.8936889,-1.2139954,-1.1244731,-1.7810992,-0.8834441
P10114,0.998129,1.0018074,1.1273805,1.0339613,0.8793845,0.8249186,0.9484174,0.9398512,0.5804384,0.3133848,0.5352702,0.7741388,0.3129735,0.6939693,0.2982405,0.7669289
P10155,0.07672121,0.29036046,0.44072936,0.41713816,0.37093219,0.32179299,0.31853075,0.36704993,0.80077317,0.89478522,1.06158425,1.10571256,1.0171906,0.79545543,0.94089239,0.80052299
P10253,-0.27860861,-0.26318023,-1.2174208,-1.43768312,-0.24350441,-0.25707314,-0.2019637,-0.22816537,-0.41124932,-1.52715376,0.42724238,-0.02819522,0.46834283,0.56388152,0.2795573,0.4301197
P10321,-1.327388565,0.002583714,-0.034668937,0.002104647,-0.461780846,-0.628697825,-0.425131084,-0.627234311,-0.46825968,-0.847742615,-1.108627603,-0.271566463,0.989365584,0.221841663,0.489301139,0.141498963
P10451,0.51859026,0.44149293,0.53457157,0.37093109,0.22759199,0.34849503,0.17315,0.11093133,1.19402433,-0.02838325,0.91132266,1.04457259,0.2097267,1.00210105,0.64408972,0.29573071
P10515,1.3263741,1.0425406,1.4405051,1.4862072,1.0405611,1.0903093,1.271058,1.1552027,0.7928261,0.7667395,1.1208033,0.8588743,0.5598822,0.5074067,0.5750351,0.9428956
P10586,0.13417471,0.28744254,0.08880837,-0.15434188,0.65492743,0.78787991,0.55219594,0.56151409,-0.3248223,-0.39011587,-0.3201095,0.1946347,0.56221454,0.56796727,0.46157348,0.586657
P10599,1.851215,1.796828,1.996174,1.772156,1.695946,1.752284,1.664713,1.680677,1.566709,1.15937,1.949727,1.766454,1.308917,1.298388,1.209654,1.526029
P10606,1.2124121,1.1353903,1.4342534,1.1913295,0.9592245,0.884211,1.0502345,0.9370523,0.697023,0.8513774,1.2842332,0.8300609,0.2015187,0.5289188,0.1426717,0.3159687
P10619,-0.32991501,-0.252926,-1.30862772,-0.36705403,-0.68539272,-1.0886563,-1.12605374,-0.68867873,0.5653567,0.59988454,0.29871653,0.26327531,0.0425708,-0.0120344,0.07349265,-0.20601081
P10620,-1.13034266,0.61948161,0.41067537,-0.6578278,-0.05890371,-0.10892756,0.0225907,-0.11970899,0.6554581,-3.08720039,0.09003402,0.93260575,0.29323152,0.20622006,0.23496399,0.26817154
P10636,2.185862,2.251581,2.38604,2.26542,1.921002,1.99686,2.145777,2.039891,1.633098,1.411558,2.232722,1.904095,1.133159,1.407691,1.223817,1.78395
P10643,-0.22820055,-0.07315482,-0.28914652,-0.53096671,-0.15087319,-0.04315473,-0.20290331,-0.11662883,0.30258958,0.09749726,-0.92997043,-0.47854166,-0.05904173,0.41256011,0.36228101,-0.17061859
P10644,0.98918821,0.91435751,0.96333147,0.85571108,0.67369477,0.79230078,0.97327939,0.54553485,0.64459437,0.09880338,1.06665886,0.9066208,0.79508483,0.4018941,0.22041939,0.67518308
P10645,0.47541557,0.63024286,0.57031922,0.40167339,0.2514156,0.1200832,-0.14656058,-0.1782674,0.10541922,0.28016881,0.35115583,0.44299329,-1.35996428,0.36805945,0.01746427,0.13002309
P10746,-0.08680458,0.05479984,-0.40203178,-0.46171058,-0.19889453,-0.27088383,-0.11840494,-0.44523348,-0.40019958,-0.84847776,0.14154033,-0.8140338,-0.98369835,-0.558322,-0.59328635,-0.28313076
P10768,1.3908793,1.3252912,1.4716134,1.0494296,1.1292454,1.064017,1.2749881,1.2958516,1.1890428,0.7936178,1.6899334,1.6274342,1.2718978,0.8658669,0.9487163,1.3396185
P10809,2.098438,2.093067,2.294773,2.309576,2.036953,1.972359,1.971735,1.950523,1.990911,1.93521,2.522385,2.339421,1.762669,1.834525,1.687344,2.172853
P10909,0.749836,0.9926765,1.0771402,0.826895,1.2351161,1.1007938,1.2575456,1.1900232,1.1701259,0.4068774,1.536538,1.201871,1.4160942,1.4116456,1.5307757,1.2570256
P10915,0.9678936,0.9471256,1.0581453,0.972504,0.6152337,0.6603589,0.6948632,0.7095791,-0.1351016,0.1995145,1.3862408,0.6836848,-1.3311313,-0.422431,-0.4664665,1.0501186
