,S16,S9,S10,S11,S12,S13,S14,S15,S1,S2,S3,S4,S5,S6,S7,S8
Q9HB90,-0.02522645,0.13173766,0.10094827,0.04541847,0.04909643,-0.06819593,0.14737201,0.05662277,0.13997436,0.126788,-0.01867221,0.57461972,0.17447965,0.26812794,0.07959202,0.17853593
Q9HBF4,0.05095382,0.14057526,-0.089524,-0.27236528,-0.30667646,-0.18112031,-0.53555699,-0.67435119,0.01528931,0.31692378,-0.34751025,0.13745146,-0.31659938,-0.28574048,-0.45135435,-0.55492459
Q9HBK9,-0.7926978,-0.4838084,0.2095885,-1.4992808,-1.4930321,-1.37685,-1.137994,-1.1762929,-0.5913599,-0.7871069,-1.2792901,-0.7822101,-1.0482539,-0.2128835,-1.9825524,-0.6667011
Q9HBL0,0.246149792,-0.020901325,0.300230214,-0.052439867,0.200159847,0.115486121,0.179289174,0.105314555,0.245901519,-0.002417845,0.26704172,0.069680096,0.234635476,-0.119551432,0.118210887,0.259416264
Q9HBL7,-0.40494049,-0.47618216,-0.20420708,-0.25888673,-1.28604324,-0.2153228,-1.20993625,-1.316315,-0.19876771,-0.63140205,-0.287377,0.04511039,-0.28775174,0.06055798,-1.30040088,-0.71899041
Q9HBL8,-0.26678566,-0.38026989,-0.7702081,-0.42603663,-0.28442199,-0.19307044,-0.42636194,-0.30565434,-0.23294205,-1.00280144,-0.44552368,-1.46259537,-0.06573927,-0.78504853,-0.59026003,-0.75191522
Q9HBT6,-0.4561169,-0.3036772,-0.1057897,-0.416337,-0.1946391,-0.2291033,-0.2530991,-0.268087,-1.2306785,-0.9471139,0.4934073,-0.1270932,-1.6921901,-1.3654267,-1.5198696,-0.2536282
Q9HC16,-1.14976057,0.20843813,-1.99142954,-2.02958168,0.22145738,0.02861559,0.70967949,-0.35312158,0.5176061,0.40674771,0.54912248,0.59087167,-0.68897001,1.05974222,0.78223003,-2.16630555
Q9HC35,-0.43268689,-0.38080849,-0.89811298,-0.22668906,-0.44961201,-0.54009267,-0.87562046,-0.33021866,0.22696332,0.37001146,-0.61539146,0.16673611,0.18367076,0.04708528,0.14524525,-0.33612707
Q9HC38,1.1379586,1.1458717,1.1348893,1.2235349,0.8742337,0.8587666,0.9713945,0.9696268,1.1252324,1.1129432,1.3966903,1.477866,0.8456665,0.8504676,0.7956211,0.9330925
Q9HC52,-0.008750741,-0.292777323,-0.279970699,-0.220663148,-0.197488899,0.056197861,0.024359346,0.134014438,-0.285580538,0.635129721,0.33372737,-1.462876598,-0.471247253,-1.045709814,-0.516875445,0.010374333
Q9HC56,0.27658801,0.46383329,0.15247745,0.41780848,0.18275404,0.1669253,0.16939114,0.20033062,-0.49469277,-1.68109679,-0.15082648,-0.20723938,0.18965144,-0.18227637,0.04295741,-0.18104143
Q9HC78,-1.63414938,-0.8727302,-1.06980395,-0.98702954,-1.35600513,-1.26585988,-1.45910881,-0.91041813,-0.55737094,-0.54712352,-0.51100368,-0.83819142,0.01228096,-0.2166533,-0.3479666,-0.07153782
Q9HCB6,-0.3257961,-0.484787,-0.5149187,-0.2215984,-0.2617444,-0.4074955,-0.7288499,-0.441161,-1.0169097,-0.6655004,0.1844594,0.4168499,0.2687519,-0.7569265,-0.1592794,0.3719516
Q9HCC0,0.6534353,0.6728976,0.4519078,0.4786988,0.423052,0.3334747,0.3909671,0.3767693,0.4471264,0.6605591,0.6308061,0.5376965,0.5052971,0.6159525,0.3441062,1.0784746
Q9HCD5,-1.0444697,-0.5945594,-1.0912188,-1.5332631,-0.7391836,-0.7501923,-0.5820608,-0.6435238,-0.2795383,0.3687419,-0.442771,-0.3238304,0.1848367,-0.1153929,-0.135023,-0.3137939
Q9HCD6,0.000148148,0.038376089,-0.244574416,0.088526008,0.220506623,0.245976742,0.200187316,0.248740246,-0.79714178,-0.580767103,-1.126771112,-0.818930922,-0.786241091,-0.344654223,-0.351880957,-0.320776085
Q9HCG7,-0.7646887,-0.5501006,-0.5944814,-0.8314018,-0.3014964,-0.231264,-0.3442783,-0.4471394,-2.1818812,-1.4321506,-1.3687126,-1.7255278,-2.2345286,-1.3786292,-0.9432909,-0.910817
Q9HCH3,0.53025404,0.35357368,0.61875961,0.45889834,0.78543107,0.74870922,0.86016857,0.78490345,-0.87423937,-1.78212131,-0.35321879,-1.31193651,-1.06224496,0.15447028,-0.01487163,0.36018321
Q9HCJ6,1.04600635,0.86395544,1.09353059,1.08194088,0.93980751,0.91664133,1.02959952,0.89641051,-0.07773052,-1.18052675,0.77242665,0.102781,-1.56700323,0.53399044,-0.43556644,0.2816905
Q9HCK4,-1.5233564,-1.0362279,-0.4841208,-1.652058,-0.6740466,-0.8180202,-0.4726953,-0.4167404,-1.4182194,-1.1026326,-0.8183899,-1.7080079,-0.4641843,-0.2743527,-0.4517006,-0.8906906
Q9HCM2,0.84903844,0.79696539,0.94024658,0.74614417,0.77237266,0.82265349,0.89091518,0.87439576,0.06069694,-0.99890236,-0.33077972,-0.14233945,-0.18279291,0.47562667,-0.0134443,0.67209042
Q9HCM4,-0.754029,-0.9403607,-1.5590091,-1.4535323,-0.8000659,-0.8957165,-1.1329714,-0.7067294,-0.4411234,-0.408537,-0.9764649,-0.6163658,-0.1901636,-0.7401462,-0.5874575,-0.3127875
Q9HCN4,-1.6253477,-1.2393575,-1.9449998,-1.4954242,-0.9416441,-1.150178,-0.9233851,-1.0551909,-1.262431,-1.0619737,1.5335655,-0.6571896,-0.4817418,-0.6221335,-0.695261,-0.5098855
Q9HCN8,-1.075916,-0.8476551,-1.4135272,-0.7099761,-1.0836454,-0.9811908,-0.7928965,-0.8583322,-0.3431686,0.2659692,-0.7763115,-0.8028727,-0.248913,-0.415264,-0.4619848,-0.8215451
Q9HCU4,-0.618637829,-1.419992208,-1.283307204,-0.797458378,-0.173853896,-0.193956142,-0.311240037,-0.279956384,-1.186997842,-0.807138304,-0.142382343,-0.205501126,-0.007722088,-1.390810403,-0.206090084,-0.632335284
Q9HCU5,-1.6607634,-0.5567878,-0.8212824,-0.5258997,-0.7190406,-0.4462587,-0.4255497,-0.4720345,-0.7137717,-0.4231741,-0.8222653,-0.5064175,-0.4373359,-0.2843138,-0.3189526,-0.3977217
Q9HD15,-0.6784798,-1.5608477,-0.6662131,-0.5895381,-1.3054975,-1.2084822,-1.3145116,-0.9840275,-0.4665561,-0.8207651,-0.1878472,-0.7745142,-0.5587075,-0.5792352,-0.4816832,-0.4964197
Q9HD20,-0.1952052,-0.2641883,-0.4447613,-0.1790898,-0.2619878,-0.2287004,-0.1305758,-0.1675093,0.2834729,0.1764799,-0.1856192,-0.4563048,0.3080869,0.2138558,0.5462311,0.0343238
Q9HD26,0.18845558,0.11362345,0.16184681,0.19946251,-0.01864773,-0.04680787,0.01504002,-0.13687471,-0.04067845,0.01674166,-0.1917108,-0.02938993,-0.12824198,-0.4023478,-0.19329461,-0.29031465
Q9HD34,-0.12617527,-0.24816547,-0.14522682,-0.23438142,-0.08592191,-0.117045,-0.34015153,-0.30454833,-0.6381829,-0.83238692,-0.35308689,-0.61605006,-0.92542982,-0.75847685,-1.39055333,-0.37984803
Q9HD42,0.26248375,0.16598708,-0.24883224,0.07321407,-0.41509156,-0.39666557,-0.1739472,-0.72955387,0.31776517,0.13319772,0.16469906,-0.09895997,-0.02823544,-0.29587605,-0.34722685,-0.23566333
Q9HD45,-0.27593759,-0.15928322,-0.28917661,-0.14396322,-0.18669882,-0.22126664,-0.38706639,-0.53800675,-0.6218399,-0.44992109,-0.02251591,-0.72561701,-0.01312631,0.20037781,-0.16808608,-0.04413005
Q9HDC9,0.6392204,0.598418,0.687155,0.7302833,0.7460174,0.7540128,0.8020846,0.8900263,0.4648633,0.897591,-0.1774159,0.652313,0.8452916,0.8602551,0.8099681,0.8139066
Q9NNW7,0.45615218,0.33791128,0.38231545,0.36797917,0.27814777,0.20610084,0.28055983,0.29535443,0.14740313,0.49696665,0.23842689,0.23181476,0.07520171,-0.08474626,0.040734,0.63443025
Q9NP58,-1.3159935,-2.1002562,-0.8456629,-0.8821894,-0.5100955,-0.8065065,-0.7574957,-0.8070371,-1.0061757,-1.4944059,-0.9876211,-1.3340842,-0.6534541,-0.2537046,-0.5274908,-0.1357639
Q9NP61,-0.4928297,-0.1536937,-0.55414375,-0.53289286,-0.5764141,-0.80058176,-1.08924042,-1.06568067,-0.18930078,0.12965954,-0.24222962,-0.05783757,-0.47917557,-0.55373314,-0.56878394,-0.78863092
Q9NP72,1.0179859,0.9946194,1.0956038,0.8898264,0.8029961,0.8002278,0.8410791,0.7829314,0.6061471,0.5129879,0.9550794,0.9941846,0.2370061,0.4404518,0.2622387,0.7874981
Q9NP77,-1.8383953,-0.7308775,-0.9155598,-2.2628128,-1.0023535,-0.9952592,-1.4542158,-1.0206501,-0.6525852,-0.2693342,0.9071063,-1.0682656,-0.8782763,-0.7597791,-0.6735493,-0.7426941
Q9NP79,0.958866,0.8148714,0.9400395,0.8921224,0.5681149,0.647758,0.6450742,0.6417202,0.7696976,0.9553451,0.8666436,0.8870562,0.4478971,0.6095573,0.4335939,0.5009975
Q9NP80,-0.39850838,-0.55427729,-0.27379137,-0.67064141,-0.27613798,-0.58734405,-0.46780642,-0.56025873,-0.39333953,-0.31774317,-0.24678322,-0.29151952,-0.21884825,-0.0863666,-0.27744399,-0.05509667
Q9NP81,-0.24694261,-0.10987943,0.13451123,-0.26953031,0.26496924,0.23152075,0.30284395,0.3571262,-0.61590711,-0.94354436,-0.10452387,-0.55942143,-0.38464128,-0.36099308,-0.47818232,-0.07652006
Q9NP97,0.7466259,0.9530276,1.0836517,0.9772445,0.9383614,0.8613174,1.0504314,0.9315691,0.8602119,0.7500752,1.1615383,1.0191917,0.7365545,0.8348708,0.7199644,0.7684202
Q9NPA0,-1.1325945,-1.199117,-1.0446405,-1.1229367,-0.5356438,-0.6208315,-0.945108,-0.8825839,-1.0190142,-0.7680972,-0.6556183,-1.6066157,-0.4049514,-0.5742439,-0.264327,-1.0390641
Q9NPD3,-0.9751594,-0.8891119,-0.9400794,-1.0576175,-1.3350201,-1.1830126,-1.5650213,-1.0085282,-0.5065414,-0.2546965,-0.5764986,-0.6745105,-0.3164536,-0.7596206,-0.4837186,-0.6529331
Q9NPD7,0.2345752,0.3243931,0.5524593,0.1262056,-0.0900294,-0.113668,0.3134401,0.1058171,-0.8146139,-0.5890336,-0.5448291,-1.356405,-1.5039276,-0.6561514,-0.7091706,-0.2685746
Q9NPE2,0.57804102,-0.09322991,0.70179099,0.35628281,0.44400036,0.26281371,0.21270872,0.46952671,-0.05820038,0.51849423,0.60389222,0.58031386,-0.2562961,0.72740599,-0.31691625,0.24837084
Q9NPE3,-0.5842106,-1.0028035,-0.867792,-0.8145885,-0.9545314,-0.8895856,-0.9709745,-0.785513,-0.1357059,0.4715229,-0.1434753,-0.2395858,-0.3802853,-0.5860717,-0.7153463,-0.4901101
Q9NPF4,-1.07655174,-0.41116721,-1.10709257,-1.16899615,-0.92919883,-1.03606859,-0.91893957,-0.68131195,-0.70527897,-0.14505277,-0.68383314,-0.38223892,0.06332659,-0.36334964,-0.09776777,-0.16895277
Q9NPH2,-0.39701245,-0.55670702,-0.57572286,-1.23745653,-0.5258129,-0.18929085,-0.05701049,-0.27008452,-0.29616966,-0.60229332,-0.56997188,-1.17339763,0.30066403,-0.20737839,-0.0488111,-0.16164236
Q9NPJ3,0.87358691,0.70194399,0.80090595,0.95477083,0.47152538,0.39889049,0.55344779,0.52787353,0.55887656,0.4977516,1.22080759,0.89678324,0.26190362,0.27382327,-0.09245603,0.78958752
Q9NPQ8,-0.41079215,-0.96184504,-1.30562684,-0.90058312,-0.11745162,-0.18188458,-0.43013508,-0.26207324,-0.97541383,-0.47576641,-0.25281605,-0.46803029,-0.02994044,-0.19568264,0.04401746,-0.19552666
Q9NQ29,-1.1085733,-1.1142332,-1.1818149,-0.9047056,-1.3444834,-1.324508,-1.3947547,-1.0725525,-0.4809193,0.2381175,-0.713913,-0.9672407,-0.5502009,-0.6155864,-0.4279248,-0.8869512
Q9NQ34,-0.5742462,-1.024354,-0.7061168,-0.8942297,-0.5777972,-0.6417725,-0.8435557,-0.6859065,-0.8188297,-1.3329232,-1.5600178,-1.3486009,-0.7336797,-0.6812625,-0.7450016,-0.6238034
Q9NQ48,0.8062787,0.7939819,0.9213247,0.8832799,0.5184701,0.5342118,0.4900523,0.5582392,0.5390348,0.2539134,0.8439545,0.6016125,0.5131805,0.3185107,0.1085942,0.5173584
Q9NQ66,1.4694644,1.2887842,1.4329998,1.4272481,1.319341,1.2912219,1.3216106,1.3124705,0.774395,0.9274605,1.3161355,0.8685402,-0.4966853,0.8241213,0.3803963,1.3037728
Q9NQ79,-0.93027225,-0.24176607,-0.84434089,-0.30885121,-0.07758278,0.0185463,0.1211207,0.10805546,-0.53785824,-2.45484617,0.07346419,-0.02582794,-0.37351797,-0.83182368,-1.82436361,0.28959989
Q9NQ86,0.423673408,0.495296213,0.486933213,0.520046575,0.250271092,0.38524,0.416567091,0.227174482,-0.43918063,-0.564092035,0.281794261,-0.655188527,-0.609510047,-0.495195606,-0.99876013,0.003973572
Q9NQ88,0.073713974,0.207939033,0.370945548,-0.065460786,-0.027894461,-0.068924464,0.089497515,0.163971082,-0.0005188,1.730915913,0.214309295,0.026598507,0.011377322,0.214500066,0.11985952,-0.173031777
Q9NQ89,-0.09516016,-0.26618961,-0.20471529,-0.28650155,-0.31236314,-0.30049967,-0.55249119,-0.67021993,-0.28866037,-0.30982086,-0.64771639,-0.64852617,-0.6662035,-0.72387766,-0.70281684,-0.71511121
Q9NQC3,1.778135,1.713307,1.85532,1.709476,1.660456,1.638372,1.76116,1.720103,1.574807,1.113807,1.693423,1.437401,1.480409,1.537225,1.34052,1.529605
Q9NQC7,-0.38751621,-0.25952285,-0.23072842,-0.17987217,-0.11362884,-0.07657242,0.01985376,0.08418284,-0.99736028,-1.33104448,-0.48359068,-0.80090063,-0.85819535,-0.58561665,-0.79698973,-0.55382887
Q9NQE9,0.50697361,0.37650984,0.5992932,0.4997061,0.48012389,0.37767562,0.46026671,0.35642616,0.10318997,-0.06271159,0.54030063,0.37836406,0.08228265,-0.04171325,0.04289405,0.38539198
Q9NQG5,-0.52715725,-0.4810425,-0.425498083,-0.52734783,-0.820305854,-0.543533145,-0.750372846,-0.426758481,0.131640956,0.862631309,-0.113977151,0.333996622,0.266650335,-0.021121986,0.116261699,-0.005546935
Q9NQP4,-1.57271451,-1.12560048,-0.32130512,-0.63993385,0.04995045,0.02976189,0.09107383,0.09735839,-1.47725262,-1.66410609,-1.32758972,-1.14738581,-0.0864405,-0.3305059,-0.20519156,-0.1228822
Q9NQR4,0.8440596,0.8249253,0.9749759,0.7618507,0.667475,0.7295769,0.8536459,0.79237,0.408721,0.4870331,0.9535487,0.7073121,0.5635746,0.4183076,0.4761525,0.5786189
Q9NQR7,-0.451181226,-0.161754566,-0.540456464,-0.455305191,-0.004652602,0.011377653,-0.264018357,-0.272749389,-0.688126045,-0.856687269,-0.898878281,-1.034105117,-1.47536143,-1.095275418,-1.01051406,-1.105277244
Q9NQT8,-0.50686228,-0.63902355,-0.51993528,-0.79546287,-0.30497648,-0.93674158,-0.34903134,-0.27058535,-0.09407451,-0.24914789,-0.44610899,-0.22464045,0.407995,-0.28105321,-0.25165711,-0.22753431
Q9NQW6,1.2577296,1.10637958,1.22052185,1.3228667,1.24421836,1.19563873,1.10965183,1.18266702,0.80644519,-0.645444,1.08127767,0.53252229,-0.71808782,-0.52363657,-0.37398148,0.09716849
Q9NQW7,0.6686892,0.6005567,0.6087993,0.6910351,0.6569493,0.602124,0.7524787,0.7165834,0.5081915,0.7204337,0.7442098,0.9020686,0.3234541,0.4391362,0.4336905,0.6137798
Q9NQX3,0.8804573,0.8598303,0.9418114,0.9275738,0.8787577,0.8988909,0.8660266,0.8179451,0.5575765,0.5977095,0.384689,0.6923228,0.3570395,0.581673,0.6379345,0.621741
Q9NQX5,-0.9034715,-1.0948364,-0.8038224,-0.6177513,-0.3725256,-0.1678847,-0.3810413,-0.5329347,-2.3729941,-0.9333497,-0.5002323,-1.6796481,-1.4806624,-0.728109,-1.1769178,-1.3460505
Q9NQX7,-0.65721377,-0.22700235,-0.75513572,-0.40704965,-0.11547087,-0.48322066,-0.31865642,-0.45132711,-1.27722846,-1.16405263,-0.24478015,-0.02380318,-0.00547934,-0.09144884,0.07285727,-0.40188857
Q9NQZ5,-0.5244324,-0.56083513,-0.61553093,-1.00397461,-0.60154425,-0.47282416,-0.84895201,-0.62821247,-0.8542148,-1.07190376,-1.0831169,-0.08887417,-0.42004538,-0.57581234,-0.95796233,-0.28125721
Q9NR09,-0.4041081,-0.6336774,-1.0607306,-1.0991486,-0.6396473,-0.3950948,-1.1255287,-1.4173615,-0.5747335,-0.4263652,-0.9258429,-0.3861838,-0.4624533,-0.406624,-0.2518445,-1.0457866
Q9NR19,-0.18838414,-0.11972057,-0.45606085,-0.18462166,-0.54793055,-0.41795522,-0.56127514,-0.26638479,-0.14828338,-0.4052172,-0.22537272,-0.23217604,0.02777129,-0.24002708,-0.41527529,-0.23296659
Q9NR28,0.45200646,0.5027478,0.49485724,0.57067845,-0.00797155,0.1159207,0.14070778,0.04531693,0.42749387,0.43795827,0.77763098,0.29085852,0.04911182,0.16569428,0.06803966,0.5422925
Q9NR30,-1.1739038,-0.8344369,-1.0217984,-1.7532503,-1.5275482,-1.5582354,-1.1334882,-1.1126232,-0.2653505,0.3654043,-0.8660274,-0.4073824,-0.905512,-0.3853649,-0.1888147,-0.6594235
Q9NR31,0.31606792,0.19198285,0.57323493,0.37286673,0.14557359,-0.04534292,0.21210622,0.22052571,0.38978797,0.70975787,0.05058887,1.05446507,0.0160215,0.05228177,0.350278,0.32333259
Q9NR45,0.3272305,0.5454876,0.6102309,0.615052,0.2616738,0.2959824,0.5645014,0.5203908,0.6921346,0.4511338,0.8363855,0.6399813,0.5320989,0.547701,0.3793535,0.451516
Q9NR46,1.277412779,0.873454076,1.353095163,1.038812643,1.094255097,1.001680199,1.071227858,1.071367498,0.614456494,-0.250263924,0.736779146,0.519355627,-0.111748429,0.274660704,-0.008565547,0.632581883
Q9NR50,0.16092326,0.07332886,0.17046161,0.22792276,-0.11586195,-0.15808445,-0.01665031,0.06575348,0.19943007,0.40992082,0.02553145,0.21035712,-0.04944,-0.15768512,0.17364775,-0.2923305
Q9NR56,-0.52771626,-0.37020193,-0.41053223,-1.38722224,-0.06600589,-0.57300776,-0.51309853,-0.54825904,-0.11308006,0.30652387,0.14015876,0.96511209,-0.1429031,0.04276158,-0.49526993,-0.14766283
Q9NR80,-0.6731696,-1.0528549,-0.3326904,-0.5743903,-0.2375236,-0.36304,-0.4994494,-0.4099929,-0.4055486,-1.6717751,-0.7178662,-0.2352401,-0.8569116,-1.1753479,-1.0768372,-0.4068976
Q9NR99,-0.3084523,-0.6628395,-1.6981717,-1.4753503,-0.3066259,-0.5326614,-0.4757527,-0.6667869,-1.9799317,-0.3400785,-0.6880612,-0.7294167,-0.4248337,-2.165106,-1.512249,-0.6839729
Q9NRD5,-0.090901382,-0.269417392,-0.537567339,-0.570908225,-0.130371641,0.004070559,-0.187351261,-0.159034067,-0.881072222,-2.685958965,-0.638769799,-2.176799688,-0.601211956,0.123762034,-1.279269796,-0.376301723
Q9NRF8,-1.08131424,-0.37336901,-0.54891244,-0.33064755,-0.52330622,-0.36504978,-0.32483464,-0.47022999,-0.2310314,-0.15309857,0.0696588,0.20988616,0.40373997,-0.09519699,0.19209158,0.23238169
Q9NRG1,-0.389589769,-0.395651843,-0.8308285,-0.684942331,-0.451373379,-0.483610536,-0.763438802,-0.655921915,-0.283583656,-0.762414261,0.001693057,0.015287514,-0.753213562,-0.39818109,-0.608139164,-0.514544695
Q9NRG7,-0.859389255,-0.68344997,-0.79047512,-0.609478368,-0.680100776,-0.372276781,-0.663411238,-0.362212896,-1.247387418,-0.873413053,-0.911230343,-0.003273333,-0.56261283,-1.525639251,-1.407751411,0.08816461
Q9NRL3,0.13433425,0.20583938,0.01466345,0.23802729,-0.02886297,-0.10900987,-0.12131837,0.08327928,-0.04536515,-0.17222826,-0.17449209,-0.05013581,0.13598014,-0.02332628,0.1218455,-0.10378826
Q9NRN7,0.136893221,-0.166031381,-0.23811328,-0.007136573,0.070949641,0.024337387,-0.049926048,0.095611858,-0.02918569,0.279983098,-0.106629046,-0.186940459,-0.148023113,-0.067034718,-0.317097678,0.040828527
Q9NRQ2,-0.33801378,-0.46309009,-0.457448,-0.47000151,-0.23620249,-0.50368127,-0.33502638,-0.46188663,-1.13973089,-1.09637485,-0.27070815,0.14314428,0.03519516,-0.59025047,-0.51847669,0.14971318
Q9NRR3,0.2751854,0.3342036,0.3182873,0.1453523,0.145764,0.2036863,0.3772226,0.1621248,0.1458445,-0.1448336,0.2715864,-0.0497804,-0.3863275,-0.5161301,-0.4673376,-0.2215286
Q9NRR5,-0.613123,-0.4266259,-0.5117249,-0.4857845,0.1361135,0.2746645,0.4211738,0.3287097,-0.4496053,0.3790068,0.1936276,-0.1761006,0.2941616,0.4744664,0.3516887,0.4315772
Q9NRS6,-0.6500061,-1.1691013,-0.6897385,-0.8638692,-0.8166835,-0.762799,-0.8893189,-0.6677022,-0.8746329,-0.3987932,-0.5261844,-1.084257,-0.5589623,-0.7395407,-0.9327535,-0.7649868
Q9NRV9,0.96576112,0.95991115,1.23737855,1.0059851,0.8941934,0.73002001,0.85498575,0.91965743,0.83598935,-0.73266524,1.20980218,0.476481,0.18311736,0.43712648,0.18224976,-0.07278578
Q9NRW1,1.03090852,1.09654762,1.1467793,1.00502905,0.54086246,0.64418151,0.81268655,0.59497357,0.71543236,-0.05063696,1.25730425,1.15893616,0.25162152,0.53669877,0.26899326,0.54359361
Q9NRW7,0.05776963,-0.126269,0.20732365,0.25285443,-0.1199129,0.02976189,0.25423411,0.12048152,0.02676263,0.25159481,-0.094528,0.19480132,0.32549805,0.27436778,0.43540726,0.11092949
Q9NRX4,1.1331436,1.2897236,1.1835617,1.1776189,0.6554982,0.7780018,0.6984784,0.6967004,0.9766456,0.6423185,1.5885107,1.4269506,0.73774,0.7729407,0.5488483,0.9977669
Q9NRX5,-0.9792366,-0.6618257,-0.640522,-0.9569336,-0.3821499,-0.3851431,-0.379267,-0.5677967,-1.4183643,-0.801865,-0.8502831,-0.6266718,-0.5948555,-0.7000697,-0.853455,-0.7098355
Q9NRY4,0.63887116,0.6765456,0.69817022,0.719877,0.48061957,0.48574511,0.54477632,0.61232603,0.69718967,0.64651464,-0.01564986,0.38974603,0.36187687,0.51668165,0.35350569,0.27253517
Q9NRY5,0.29977365,0.034091506,0.187496283,0.159906259,0.051897284,0.062577707,0.005419292,-0.058667308,0.265656216,0.232625676,-0.048808489,0.479079661,0.226499542,0.164725497,0.173131571,-0.116073747
Q9NRZ5,-0.56906633,-0.82127753,-0.22909163,-0.49086183,-0.0707897,0.01431776,-0.21846393,-0.32109509,-0.96294535,-0.43862955,-0.64337729,-0.92871976,-1.0930371,-0.4210794,-0.98310726,-0.61865472
Q9NRZ7,-0.03578075,-0.14227094,0.07601652,-0.28034578,0.04243714,-0.08567053,-0.43120781,-0.08983565,-0.11735246,-0.52870435,-0.53681382,0.30150491,-0.26398776,-0.20928643,-0.01821433,-0.23165425
Q9NS69,-0.20503963,-0.07573468,-0.30955202,-0.3063883,0.12773468,0.05146552,0.11720003,0.14448584,-0.46168514,-0.037273,-1.25898785,-0.78134198,0.06756206,0.06449179,-0.12153613,-0.07327149
Q9NS86,0.9532921,0.7654261,0.7826302,0.9628287,0.8559644,1.079908,0.9504045,1.0110628,0.5783261,0.5386806,0.5167259,0.5943993,0.3921661,0.5128069,0.5858789,0.921182
Q9NSD9,1.0946579,1.0196613,1.2029844,1.1336445,0.9469571,1.0042337,1.0221241,0.9828802,0.869236,0.8234824,0.8803156,0.9127007,0.6085166,0.8255355,0.8085301,0.9027623
Q9NSE4,0.852243,0.8468711,0.9087367,0.7288831,0.6766489,0.6891994,0.6133048,0.8037408,0.8340486,0.7158411,0.9748544,0.7127257,0.5035207,0.476232,0.4571648,0.9192296
Q9NSK0,-0.34957217,-0.26463226,-0.48082811,-0.24165881,-0.03690718,-0.10262453,-0.19764426,-0.27857998,-0.17659622,0.12652829,-0.0107055,-0.23412048,-0.20943408,-0.02774354,-0.15116567,-0.01167679
Q9NSY0,-0.123462812,-0.299600629,0.004920946,0.020461308,0.236421994,0.234180787,0.146531402,0.127920935,-0.188638502,-1.490155553,0.168110694,-0.075588518,-0.174808137,-0.156870837,-0.404299475,0.178703826
Q9NSY1,-1.5665321,-1.1576682,-1.0256197,-1.0149104,-0.9162347,-2.0418026,-1.0462217,-1.8064343,-0.8190393,-0.9382493,-0.621152,-0.3258382,-0.1478649,-0.7434395,-0.3601376,-1.0590514
Q9NT62,0.25188428,-0.02289692,0.15760001,0.23038509,0.35915302,0.36739346,0.30596383,0.42184035,0.16513505,0.04778259,0.2612041,0.46103104,0.45448507,0.28175562,0.43084011,0.45364178
Q9NT99,-0.31014374,-0.52796835,-0.53464434,-0.49250356,0.09299376,0.11624285,-0.04480327,-0.02275813,-0.18438984,-0.14391098,-0.57818637,-0.15172446,0.2835753,-0.37504795,0.28981663,0.08342593
Q9NTG7,-1.2519249,-1.8896688,-1.0035873,-1.0279052,-0.7328161,-0.5312356,-0.2396918,-0.3017645,-1.863869,-0.881511,-0.5638102,-1.5539401,-1.2373306,-0.7043931,-0.5312957,-0.4916789
Q9NTI2,-0.001533824,0.018588328,-0.155495206,-0.091889212,-0.006270904,0.029231891,-0.201807294,-0.066535241,-1.215132913,-1.130076332,-0.609742317,-1.32450522,-1.738978916,-0.492666705,-1.379770764,-1.131888722
Q9NTI5,-0.280624603,-0.396166919,-0.701996278,-0.154913884,-0.511660769,-0.631156213,-1.299979915,-0.306637498,0.498854162,1.070094651,0.008884271,0.121674791,0.38517125,0.076724361,0.236681117,-0.129787314
Q9NTJ3,-0.7734283,-0.7533668,-2.2289253,-0.8675968,-0.8479682,-0.8631136,-0.5753936,-0.6892191,-0.1301292,0.6090021,-1.6460446,-1.6989979,-0.307784,0.2079941,0.2779835,-0.5960916
Q9NTJ4,-0.43956411,-0.27976084,-0.3588677,-0.52557819,-0.42220629,-0.25991021,-0.19175999,-0.15424534,-0.94367734,-0.62773545,-0.3627931,-0.54511656,0.01935796,-0.54312819,-0.51952241,0.11430603
