proteinId,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,S58
,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Control,Control,Control,Control,Control,Control,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Control,Control,Control,Control,Control,Control,Control,Control,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Control,Control,Control,Control,Control,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Control,Control,Control,Control,Control,Control,Control
O75880,-0.352532964,-0.371386324,0.125565737,0.057278242,0.167924079,0.198075617,0.074888646,0.059228029,0.085956022,-0.006135778,0.160721765,-0.083251854,0.081684454,0.162180756,0.138693669,0.08277908,-0.048410233,-0.029773288,0.17128374,0.171768387,-0.118015192,0.018618416,-0.134623527,-0.0897773,0.126369991,-0.368002044,0.216187127,-0.221246508,0.166658189,0.120402747,-0.012166732,0.048954085,-1.181693439,0.1263815,0.125211246,0.031326811,-0.035106045,-0.041055768,-0.529756309,-0.017369239,0.188307293,-0.114276367,0.10207431,-0.018622623,-0.080378831,-0.150356916,-0.063079164,-0.087037863,0.109708122,-0.125229218,0.166264228,-0.101596238,0.026084349,-0.638883009,-0.0516445,0.27298977,-0.055718186,0.02354727
O75882,-0.3273314,-0.3615918,-1.1047067,-0.4732972,-0.8477028,-0.559281,-0.7507672,-0.6552148,-0.7623187,-0.5171151,-0.667026,-0.5786151,-0.9788921,-0.6952108,-0.4992209,-0.8167242,-0.3362212,-0.7596706,-1.2345946,-0.7619642,-1.1043736,-0.6107487,-0.3161366,-0.8033896,-1.0719877,-0.9342097,-1.0660039,-0.4490699,-0.8019616,-0.6842928,-0.8222768,-0.511648,-1.0354524,-0.9175471,-1.0458041,-1.2390441,-0.4949014,-0.3614209,-0.6931171,-0.6701198,-0.6617607,-0.7623749,-0.7297617,-0.5328086,-0.8453508,-0.7568261,-0.7105342,-0.9759096,-1.0981924,-0.8687673,-1.11719,-0.7520488,-0.6866254,-0.9604833,-0.7872046,-1.1016204,-1.1193592,-1.1165332
O75891,0.3703824,0.5836959,0.6099372,-0.512283,0.7679847,0.5218518,1.0892541,0.6800689,0.7623005,0.7260607,0.8910952,0.8675046,0.7023334,0.8130416,1.0436957,0.6454627,0.7451997,0.9174733,0.636399,0.7424703,0.8241351,0.7036726,0.7813784,0.8302873,0.8225078,0.9232196,0.8072637,0.7103896,0.8516402,0.6393365,0.7266987,0.6104042,0.7350251,0.6851909,0.7375267,1.0902466,0.7982471,0.6114466,0.552941,0.4125578,0.7193654,0.8725891,0.7438246,0.5772718,0.7846183,0.6507721,0.7203037,0.7007297,0.5721934,0.5464558,0.5631951,1.0030829,0.7231807,0.7402492,0.9506974,0.6681319,0.7429077,0.7283271
O75899,0.4525294,0.5729219,0.52607884,-0.58038859,0.47823209,0.41810839,0.64585959,0.71901348,0.77110653,-0.11551476,0.40806874,0.18998382,0.34532701,0.46026547,0.62188892,0.35905546,0.26248509,0.62838705,0.46395876,0.69219783,0.27326652,0.41847749,0.15560786,-0.24267503,0.46520597,0.30944119,0.66885117,0.0950027,0.61770254,0.29516949,0.38588529,0.27756954,0.50345606,0.41892858,0.53932641,-0.17189672,0.34641312,0.26046215,0.21745004,0.25329246,0.3458092,-0.17074405,0.08480501,-0.03772199,0.13669914,0.34167084,0.1638147,0.0336364,0.37837526,0.0270916,0.66585898,0.70972182,0.44212085,0.39760293,0.52552742,-0.04857879,0.33189207,0.61171171
O75907,-0.8887151,-0.6307205,-0.9922416,1.3896058,-0.7328226,-0.6371847,-0.8031535,-0.8720415,-0.914401,-1.1040139,-0.6087851,-0.4990752,-1.0956757,-0.8132757,-1.2648658,-1.0454615,-0.9286913,-0.8495742,-0.9058724,-0.8267227,-0.8092019,-0.6899221,-0.787622,-0.6432742,-0.9102575,-0.8509295,-0.9814944,-0.7891993,-0.9361925,-0.938906,-0.8979694,-0.7926624,-0.9768302,-0.9130859,-0.8859967,-0.6714241,-0.811583,-0.9684571,-0.7303117,-0.8837611,-0.7974134,-0.7799215,-0.7540415,-0.8056404,-0.9939334,-0.9122193,-0.8863277,-0.8304977,-0.8595491,-0.8914587,-0.6828128,-0.5684218,-0.8145371,-0.6885093,-0.6068828,-0.8067553,-0.8118045,-0.9184026
O75912,-1.03719792,-0.51714189,-0.5268648,-0.08799887,-0.51655653,-0.56086101,-0.68901383,-0.66826097,-0.42770502,-0.47417186,-0.56594219,-0.60760189,-0.96622393,-0.92216555,-0.87654103,-0.93452369,-0.66411125,-0.75911817,-0.70732166,-0.5404717,-0.81841377,-0.83757434,-0.68684514,-0.3696841,-0.67680721,-0.65485698,-0.55522345,-0.9919487,-0.63085262,-0.51633455,-0.63557421,-0.92395518,-0.87721058,-0.47255809,-0.76312494,-0.4721601,-0.75780284,-0.63859382,-0.65565893,-0.49843342,-0.42333568,-0.67157616,-0.2158411,-0.87074091,-0.34014552,-0.62808554,-0.92044063,-0.70391909,-0.3946147,-0.55109442,-0.82701378,-0.38523631,-0.52434159,-0.50890005,-0.56076954,-0.7498182,-0.5905527,-0.59579744
O75914,-0.3533185,-0.86149779,-0.47357762,-1.1211991,-0.50628099,-0.74984053,0.1934193,-0.24434387,-0.76167085,-0.24163274,-0.54310231,-0.48660205,-0.4777177,-0.65440236,0.02412214,-0.56393824,-0.46772072,-0.60004588,-0.74448027,-0.40952072,-0.50879549,-0.46455322,-0.3963299,-0.11589648,-0.45932551,0.06558979,-0.42935167,-0.43784794,-0.32015266,-0.51027861,-0.3299293,-0.40256586,-0.28203239,-0.18077827,-0.30804805,-0.5780817,-0.32639615,-0.35859318,-0.61973679,0.01887922,-0.39115218,-0.49719143,-0.52690712,0.1741689,-0.4881618,-0.425065,-0.46384181,-0.47031059,-0.19083039,-0.47640578,-0.44682485,-0.22676011,-0.59103625,-0.38934005,-0.51625984,-0.50078642,-0.51312109,-0.93922339
O75915,0.7534214,1.0240542,0.7185133,0.2902566,1.2489278,1.1938244,1.286121,1.0735733,0.9276096,1.2312533,1.1028095,1.371202,0.9300298,1.161005,1.34501,1.1565354,0.9878606,1.092873,0.7857551,0.9612922,1.0348153,1.2558966,0.9929734,1.2669778,0.821644,1.5501534,1.0269021,1.1382819,0.9059763,1.0994521,0.8755365,0.9911397,0.8423011,0.7651756,0.8670354,1.0377757,1.1421671,1.0126086,1.1163971,1.1742685,1.1471719,1.0884679,1.2294504,1.4723405,1.175593,1.2983509,1.2227827,1.5391088,0.8156056,1.4260293,1.0369853,1.76094,1.2688475,1.5849418,1.5003419,1.0382042,1.0681508,0.6381569
O75934,-0.38809798,-0.44096645,0.21438794,-0.20277104,-0.1491694,-0.84675498,0.90877243,-0.28410179,0.48398925,-1.02347464,-0.06717251,-0.74314326,0.31653601,-1.0745186,-0.15322752,-0.15846436,-1.14611592,-0.08883258,0.42174999,0.36420781,0.60456112,-0.16237568,-0.17630456,-0.426726,0.41225037,-0.3421919,0.45879325,-1.0980295,0.40111392,-0.21957642,0.39195447,-0.08133541,0.17372778,-0.3824322,0.44485822,-0.15982946,-0.94890674,0.24891212,-0.88941496,-1.04883013,-0.26432356,-1.09736019,-1.11756815,-0.07255263,-0.13357582,-0.96028893,-1.09917703,-0.30945925,-0.69260546,-1.01790596,-0.57316263,-0.1350213,-0.56830811,-0.10335695,-0.20009253,-0.19949162,-0.23304767,-0.21398189
O75935,0.291079849,-0.031154742,0.144771288,-1.394027094,0.194209586,0.166276187,0.208626153,-0.019263373,0.290653753,0.315106357,-0.295179523,0.042988662,0.493092454,0.075070156,0.079965886,-0.132665109,-0.280831177,0.095321567,0.133609558,0.404523894,0.161969965,0.195150565,-0.299152823,-0.38520705,0.255608051,0.081829821,0.491136376,-0.530107022,0.575694852,-0.299394632,0.443007059,-0.377475507,0.112414225,0.511007492,0.260039127,-0.342025488,-0.328515895,-0.085772201,-0.428341377,0.084878326,0.310719399,0.100316506,0.233037294,-0.526005442,0.341722825,-0.118265728,0.003340744,-0.172670482,-0.010544049,-0.3534782,-1.768889479,0.123743931,0.230001478,-0.222717999,0.049579048,-1.623739038,-0.335959064,0.141023679
O75936,-0.053380986,0.41343292,0.031122162,-0.130674729,-0.016973091,0.442381942,-0.498175011,0.535765193,-0.073440947,0.232608455,0.51912338,0.41040802,-0.061047139,-0.060284077,-0.151836299,0.213083299,-0.566145038,0.50134716,-0.279582601,-0.363008379,0.412926294,0.214049991,0.144485378,-0.499659678,0.051731799,0.073353908,-0.143191013,-0.702179084,-0.361192416,0.239006056,-0.138915863,-0.594148248,0.070051619,-0.132365469,-0.33329303,0.770843511,-0.526368,-0.003713583,0.200127101,-0.392921645,-0.222835862,0.000521409,-0.273315526,-0.575308245,0.068141712,0.087024436,0.135691106,-0.607016192,-0.024298477,-0.270368992,-0.266266216,-0.110954776,-0.218776593,-1.022572035,-0.832291518,-0.220232595,-0.740136151,0.098043181
O75955,1.1187241,0.9476115,1.1389617,-0.0626078,1.2482717,1.0265656,1.247869,1.3002767,1.3316936,0.9373196,1.1892399,1.3283845,1.0839583,1.115249,0.997578,1.2212359,1.1052505,1.2080615,1.107362,1.3533081,1.1839245,1.0271186,1.0058077,1.1377178,1.1080366,1.0625065,1.3265026,1.1688114,1.1709838,1.3085899,1.0992535,0.8876428,1.1880325,1.2037002,1.1627438,0.9586864,1.2218228,1.2937383,1.0806477,0.7931675,1.2272138,0.9737355,1.1309709,1.1569478,1.2181602,1.2662639,1.0839371,1.0743211,1.1184357,1.0065173,1.0830801,1.285999,0.8302832,0.8267681,0.9260862,1.0469993,1.0917235,1.0686691
O75962,2.08E-01,4.03E-01,3.37E-01,2.02E-01,4.23E-01,2.97E-10,2.35E-01,2.28E-01,3.65E-01,-2.97E-01,3.76E-01,1.71E-01,2.89E-01,3.71E-01,8.91E-02,-4.71E-02,2.45E-01,2.33E-01,3.06E-01,3.50E-01,3.47E-01,3.40E-01,8.68E-02,-1.00E-01,2.41E-01,1.39E-01,2.86E-01,8.97E-02,4.07E-01,-7.93E-02,2.08E-01,-8.34E-02,2.05E-01,2.32E-01,2.85E-01,-1.60E-01,9.14E-02,8.49E-02,-1.44E-01,-2.00E-01,-1.58E-01,-9.04E-02,1.54E-01,-2.37E-01,-9.28E-01,-1.84E-03,2.39E-01,1.29E-01,2.87E-01,5.09E-02,1.80E-01,3.83E-01,4.91E-02,5.65E-01,-8.41E-01,2.18E-01,1.80E-01,2.79E-01
O75976,-0.6359079,-0.6833788,-0.4447389,-0.7875151,-1.1969679,-1.1758151,-0.6691816,-0.8577066,-0.7366683,-0.8409137,-0.8610577,-0.4523945,-0.7581412,-0.93264,-0.6923146,-0.7416594,-0.7849079,-0.7842047,-0.6732672,-1.0244851,-0.9069536,-0.7906393,-0.8686764,-0.7276798,-0.7419222,-0.7012607,-0.9540132,-0.4859845,-0.7071799,-0.7791381,-0.982239,-0.6493371,-0.6718536,-0.4361186,-0.7210604,-0.7015529,-0.5404221,-0.895832,-0.6305034,-0.7100773,-0.4131881,-0.8432135,-0.8341913,-0.818261,-0.7806227,-0.7861451,-0.4820525,-0.71176,-1.1243482,-0.6073389,-0.8657654,-0.6055114,-1.1541478,-0.6547238,-0.6050216,-0.8361072,-0.572644,-0.6624119
O76003,-0.73862353,-0.85188867,-0.96971998,0.71900894,-0.09404983,-0.29543259,-0.20850817,-0.81139757,-0.68154123,0.05279503,-0.49404942,-0.3501415,-1.12931648,-0.44068736,-0.2816843,-0.30172254,-0.64021732,-0.46898503,-0.73227428,-1.03329063,-0.36620411,-0.05485006,-0.42099424,-0.02606489,-0.65188164,-0.21941508,-0.84253037,-0.13205093,-0.93443163,-0.47919088,-0.84278812,-0.51835152,-0.88189572,-0.58638668,-1.24024611,-0.71352433,-0.29676816,-0.70823819,-0.61154498,-0.60347497,-0.45926996,-0.4864953,-0.30072217,-0.22434363,-0.39501421,-0.77067718,-0.75372926,-0.38647891,-1.22832344,-0.67198123,-0.59905469,0.2264974,-0.52144934,-0.42849698,-0.40618027,-0.17162182,-0.6219698,-0.75179008
O76024,0.54701896,0.02494333,0.6673666,-0.10731505,0.83398244,0.38069491,0.45341488,0.50336216,0.43450647,0.56687389,1.11440336,0.51700545,0.40399284,0.74797716,0.28125276,0.53736355,0.75504543,0.7359915,0.53228552,0.61711839,0.33218954,0.36173937,0.66099069,0.62604775,0.59085332,0.56106788,0.5250515,0.38034603,0.50482406,0.78592275,0.5028828,0.39076085,0.54890171,0.54423672,0.44631847,0.72509692,0.44837381,0.443723,0.32986676,0.81806424,0.66021037,0.96317437,0.76215569,0.57027886,0.4854029,0.68109572,0.6508745,0.73374445,0.44043004,0.43744393,0.20204453,0.71527553,0.49831987,0.37198296,0.55797819,0.84732766,0.50747837,0.48061489
O76038,-1.225512957,-0.52822919,-1.263902244,-0.285271792,-0.010504314,-0.982569875,-0.005414754,0.649689022,-0.073304163,-1.02808263,0.071223319,0.208445838,-0.181866585,0.012008708,0.116048287,-0.519209427,0.4925219,-0.535718797,-0.101416003,-0.0227239,-0.299417169,-0.129940252,0.444325026,-1.017430666,-1.272490961,0.065110261,0.01629597,0.19767309,-0.100393713,-0.060754035,-0.193530596,0.177758639,-0.110747433,-0.115402337,-0.143931539,0.119764037,0.07972887,0.291772115,-0.036637846,-0.338097104,-0.158862424,-0.302742004,0.216527789,-0.993784652,-1.563530931,-0.168168848,-0.382851336,-0.209142046,0.55528454,-0.872702947,-0.106263071,0.048010606,0.506009969,-0.175194814,-0.089869458,-0.13241588,0.921179832,-0.831402606
O76039,-0.56100238,-0.44688022,-0.75871902,-0.84560192,-0.79253471,-0.77804079,-0.6307954,-0.69650603,-0.51506895,-0.48974923,-0.53702361,0.39691756,-0.4356349,-0.75748285,-0.64324197,-0.56480747,-0.78205286,-0.59832119,-0.49404236,-0.35131934,-0.62766176,-0.70966672,-0.7262766,-0.39676799,-0.38547678,-0.46893309,-0.80677027,-0.61908358,-0.25868182,-0.30000551,-0.2281403,-0.57943094,-0.48460382,-0.06881137,-0.26923576,-0.47871715,-0.49569081,-1.00685424,-0.51434052,-0.31620717,-0.12308808,-0.99382258,-0.39080718,-0.57253641,-0.62878114,-0.45925629,-0.83277795,-0.62742891,-0.64245102,-0.58087218,-0.0343891,-0.4652135,-0.48672785,-0.08726806,-0.32381431,-0.2372439,-0.55192593,-0.31241974
O76041,0.4728229,0.3826866,0.3549578,0.7549771,1.0488392,0.8093139,0.971076,0.697976,0.5807107,0.8237519,0.5167987,0.92575,0.4480388,0.8010277,1.155231,0.7606656,0.4755067,0.6093919,0.5011974,0.549995,0.7440883,0.8936894,0.5423575,0.6872835,0.5082283,1.120839,0.5986512,0.7300331,0.5487725,0.6605986,0.4546605,0.8745886,0.3840307,0.4670816,0.5446924,0.8902875,0.6968161,0.1651809,0.7868017,0.515034,0.7334964,0.8751178,0.7904001,0.7424407,0.4336849,0.6674643,0.8564843,1.0183784,0.4961878,0.8232829,0.6591257,1.2210016,0.7210359,1.1003656,1.1576314,0.7294735,0.9353568,0.6367772
O76054,0.5424739,0.5333884,0.3100943,1.1793067,0.9148325,0.5688508,1.0833833,0.585316,0.6171423,0.8312191,0.5509075,0.7438649,0.462865,0.8292704,0.9524276,0.6961932,0.528769,0.8088047,0.4100936,0.4337839,0.6966473,0.8094499,0.5066918,0.8491599,0.5069723,0.8694269,0.5544764,0.6622114,0.6152279,0.5532547,0.654493,0.7342237,0.5632978,0.5518737,0.5723706,1.1521269,0.6987825,0.7743233,0.7608378,0.2554106,0.4736565,0.5192244,0.6730506,0.5341101,0.7312789,0.5588028,0.808233,0.7405428,0.4483732,0.6249672,0.4292549,0.88127,0.6946967,0.8397344,0.9315328,0.523091,0.6272574,0.4820183
O76062,-0.23762352,-0.24258752,-0.25552275,0.32950585,0.03986984,0.07050532,-0.10007395,-0.17034623,-0.31399038,-0.44433916,0.07958254,0.21050151,-0.40205396,0.18185973,-0.42705229,0.01385856,-0.09770984,-0.48717851,-0.32100986,-0.27358169,-0.26446296,0.09801346,-0.05879507,-0.45529451,-0.24375282,-0.25650772,-0.27434018,-0.27391812,-0.32532692,-0.29137407,-0.33475405,-0.41076492,-0.28612847,-0.26311222,-0.3001304,-0.01824025,-0.59752408,-0.2719347,0.12678054,-0.13867422,-0.29146975,-0.20885423,-0.38284358,-0.32412764,-0.41908936,-0.33888299,-0.3040524,-0.23355161,-0.31980076,-0.44786403,-0.80813465,-0.10228382,-0.38608374,-0.21376071,-0.16995692,-0.21068584,-0.30102452,0.0408303
O76081,-0.2851768,-0.2708337,-0.3770448,-1.015066,-0.574175,-0.5525507,-0.2121806,-0.4563605,-0.807487,-0.7001604,-0.5391898,-0.3078583,-0.3978688,-1.4800554,-0.2066678,-0.5769938,-0.616285,-0.4504415,-0.6836742,-0.1480712,-0.3722269,-0.516512,-0.6725718,-0.4888417,-0.4006197,-0.5752235,-0.402286,-0.5747225,-0.6309764,-0.4701526,-1.0057699,-0.8120777,-0.2675752,-0.3558528,-0.4642183,-0.3812897,-0.382284,-0.445055,-1.0320422,-0.4994417,-0.5297884,-0.5017124,-0.6453884,-0.563754,-0.9187674,-0.6329527,-0.7028148,-0.5651864,-0.5767129,-0.5331501,-0.2739179,-0.4606037,-0.5085258,-1.3378189,-0.379888,-0.447559,-0.5894635,-0.4414447
O76094,-0.2917829,-0.8976369,-0.2972775,-0.356434,-0.4647454,-0.5443356,-0.8149181,-0.4812365,-0.4413095,-0.3649712,-0.5450147,-0.6736572,-0.7622752,-0.6717637,-1.2725619,-0.6936399,-0.4628344,-0.7015089,-0.4175918,-0.3864881,-0.6555304,-0.3828448,-0.3558453,-0.7109109,-0.2894783,-0.6389237,-0.4433488,-0.6798519,-0.2586293,-0.5641653,-0.3182242,-0.4254736,-0.2204907,-0.2169454,-0.2156426,-0.2617715,-0.6508612,-0.2582216,-0.4326165,-0.4405394,-0.3663015,-0.5582162,-0.6166973,-0.3149567,-0.6157939,-0.5750351,-0.4700401,-0.786028,-0.2346986,-0.5619227,-0.34737,-0.8521274,-0.532101,-0.8389549,-0.7697969,-0.4793833,-0.3881984,-0.5831985
O94760,1.5897564,1.6860568,1.5513561,0.3170901,1.5820976,1.5884595,1.5979611,1.6710392,1.6078338,1.5163325,1.6357628,1.5351424,1.5803579,1.4629864,1.6793808,1.5157308,1.5649133,1.7486924,1.599502,1.6504072,1.3857348,1.5349473,1.5606775,1.6386525,1.6886523,1.8016854,1.665681,1.6185156,1.6180748,1.6263067,1.6816409,1.4857621,1.6113039,1.6285534,1.6204186,1.4488824,1.7362704,1.4127723,1.5154231,1.4351512,1.5453439,1.6255493,1.5593118,1.6798994,1.6316316,1.5114323,1.4366281,1.6375158,1.6775228,1.5027267,1.6232659,1.7910934,1.5241226,1.6224016,1.7147768,1.6372823,1.5309377,1.6481317
O94766,-0.37503281,-0.52703772,-0.2938825,-0.08799887,-0.9614716,-1.02579467,-0.47858034,-0.56216309,-1.09252394,-1.00423087,-0.75076114,-0.80209425,-0.36055314,-0.93411951,-0.71326193,-0.63372439,-0.73679176,-0.76953646,-0.66672138,-1.1011761,-0.93324048,-0.59406237,-1.07634562,-0.53059409,-0.49838811,-0.5980367,-0.38596634,-0.81632475,-0.48989496,-0.50316971,-0.5273846,-0.68506697,-0.36074111,-0.7035879,-0.41274797,-0.54370843,-0.49187882,-0.47157827,-0.40638109,-0.73081901,-0.45858613,-0.94097885,-0.63060223,-0.63444377,-0.5931954,-0.24871697,-0.34251585,-0.71910886,-0.76001473,-0.95424874,-0.48641275,-0.21676304,-0.9018347,-0.58875049,-0.73805551,-0.64288175,-0.68455745,-0.68095931
O94772,-0.69608469,0.6530313,0.84631263,0.75834486,0.82403266,0.98190681,0.43026681,-0.52187642,0.99734039,0.72531545,-0.34576126,0.50422495,1.05159081,0.90493547,1.04029957,1.09494029,0.820052,-0.82681307,1.06621801,0.93726814,0.47075935,0.90090131,0.99379793,0.32018763,0.98420521,0.11375992,0.9754213,0.52125615,-0.95989042,0.91829918,-0.73265656,0.79219374,0.90782484,-0.63780488,-0.82141164,0.47860533,0.23652297,0.22399197,-0.23633994,0.83739946,0.67050206,0.77810342,0.78186693,1.05169081,0.87616724,0.67665994,0.89199731,0.06494112,-0.83954983,0.78580169,-0.64566597,-0.46716066,0.67658735,0.48855345,0.55348904,-0.88602498,-0.67515373,-0.66301776
O94776,-1.5475455,1.0258868,-1.038647,-0.9809263,-1.2267897,-1.1805244,-1.5922196,-1.1515648,-1.1385948,-1.1861971,-0.9831281,-1.7300321,-1.1184104,-1.1570124,-1.0465208,-1.4352898,-1.1222299,-1.236751,-1.2770602,-1.353632,-1.2598474,-1.1437043,-1.1898616,-1.4911402,-0.9993291,-1.4727557,-1.1173727,-1.1530186,-1.1156369,-1.1566199,-1.0733129,-1.1060019,-1.297523,-1.1174494,-1.1418594,-0.8060889,-2.1152135,-1.2286526,-1.3557163,-1.2404206,-1.3984419,-1.163766,-1.2072722,-1.2459159,-1.3310196,-1.37686,-1.0259099,-1.3830467,-1.3174513,-1.1110845,-1.1159107,-1.4380711,-1.0234135,-1.0650012,-1.766552,-0.9584782,-1.6924895,-1.1493583
O94779,-0.54287827,-0.31493765,-0.59720479,-0.25727966,-0.29352551,-0.69637399,-0.33699591,-1.000502,-0.49841571,-0.66958175,-0.37174364,-0.39108598,-0.60058037,-0.20921308,-0.38601741,-0.56395726,-0.72650112,-0.41228994,-0.50842036,-0.43149646,-0.26048961,-0.95716885,-0.60390453,-0.94011788,-0.21538406,-0.52727085,-0.69155097,-0.63091062,-0.6323405,-0.20764827,-1.04877937,-0.63185042,-0.66879652,-0.73032734,-0.72636253,-0.46371521,-0.78403983,-0.59896831,-0.77084668,-0.35726721,-0.65209151,-0.55966462,-0.59038768,-0.34414892,-1.21220804,-0.63224799,-0.67289719,-0.08598462,-0.8291274,-0.49700313,-1.51109144,-0.47308036,-0.54709888,-0.92697198,-0.60861834,-0.51840273,-1.27111702,-0.04120262
O94811,1.4899603,1.0795078,1.4992389,0.2821226,1.7991435,1.8675322,1.9752795,1.3412062,1.4770864,1.7708305,1.5878429,1.8449598,1.5924891,1.7459523,1.8742929,1.5048536,1.2177486,1.5069228,1.4590391,1.4377071,1.2222251,1.907727,1.4792589,2.0296985,1.4635929,1.9966117,1.5179564,1.475061,1.435587,1.6369461,1.5511789,1.2643179,1.5112841,1.3998874,1.4906673,0.7600518,1.4314124,1.3961085,1.1101582,1.6614404,1.4158758,1.3072588,1.3855162,1.6713991,1.7250947,1.2176049,1.2915524,1.7329319,1.2885475,1.3160802,1.611292,1.9816433,1.5876787,1.9220152,2.082144,1.666819,1.4068781,1.3493441
O94812,0.148670019,0.058168295,0.429355042,-0.978006468,-0.066083267,-0.48244015,0.005616175,-0.118802976,-0.256832231,-0.501644629,-0.629837432,-0.604382333,0.48033236,0.3217527,0.227994976,0.397656199,-0.150088228,0.060295012,0.322808525,0.150105479,-0.142818467,-0.282115395,-0.134420599,0.059651928,0.336616522,-0.931293834,0.052575273,0.435160431,0.144926629,0.264567843,0.162631649,0.197990456,0.106521177,0.350611931,0.172920408,0.022204052,-0.131228022,-0.395497659,-0.072114835,-0.000728173,0.204140891,-0.303161233,-0.295512469,0.293838914,-0.674514045,0.210359748,0.111581325,-0.082865412,0.071585362,0.27239423,-0.297975765,-0.286050896,-0.259042887,-0.228836106,-0.051058584,0.024436316,-0.446011496,0.3409942
O94818,0.25236074,0.2878987,0.20233585,0.01085556,-0.01145666,0.47756288,-0.0042926,-0.42305261,-0.31900373,0.69233155,0.36234566,0.07653627,0.52059252,0.14720267,-0.09960327,-0.14022072,0.05467742,0.11923768,0.28722564,-0.46149478,-0.02473808,0.48613763,0.39780735,0.46239999,0.13968262,-0.44061702,-0.59394874,-0.15506512,0.04563507,0.06630883,0.37586696,-0.10801398,0.26808254,-0.01286893,0.04656314,0.31677121,-0.24371272,-0.04409362,-0.11427915,0.36836205,-0.10064107,0.20396344,0.02433713,0.31803416,-0.01507835,-0.06374187,-0.54043746,0.06463807,0.42056848,-0.28654653,0.39535425,-0.62288275,0.25325222,0.21204211,0.35619761,0.25360739,0.0280082,-0.01953315
O94819,1.66863,1.772629,1.705561,1.014171,1.810146,1.617126,1.681233,1.708472,1.702327,1.703193,1.763666,1.700363,1.662225,1.730511,1.808914,1.579049,1.663037,1.78589,1.62492,1.68079,1.872152,1.676774,1.63572,1.681737,1.742669,1.720503,1.748344,1.622378,1.68715,1.580094,1.669682,1.717012,1.696387,1.655231,1.659287,1.874353,1.704771,1.617128,1.791792,1.53512,1.671084,1.642869,1.676788,1.654424,1.608332,1.726904,1.725226,1.822062,1.661435,1.715294,1.702111,1.7,1.691853,1.678699,1.789999,1.585138,1.682641,1.788754
O94826,0.4832096,0.6563975,0.3948706,0.3060094,0.7429774,0.462763,0.7846376,0.8742683,0.4288117,0.4274316,0.4759437,0.6157262,0.4807674,0.6580638,0.6380845,0.7327409,0.7724143,0.8512976,0.3966374,0.3802549,0.2860832,0.5896539,0.6577289,0.6112922,0.2179486,0.8396756,0.3928336,0.7517351,0.5285275,0.5716403,0.3963186,0.6940515,0.4431318,0.381277,0.4303841,-0.2211549,0.8082058,0.2059874,0.4437342,0.6870767,0.6667826,0.6587808,0.6656491,0.5354691,0.9224137,0.7470326,0.741115,0.6701027,0.459303,0.7490058,0.2815124,0.6411885,0.7932808,1.152631,0.7313606,0.6641238,0.4305298,0.2586985
O94829,-0.790498,-0.75914,-0.8602673,1.3896058,-1.0067834,-0.7856,-0.1473908,-0.8621248,-1.0379619,-0.4349562,-0.7755588,-0.7793345,-0.997933,-0.8352259,-0.8486444,-0.6200418,-0.8276252,-0.8772785,-0.9838142,-1.0359675,-0.8186225,-0.6979339,-0.7606647,-0.6901137,-0.9792045,-1.030064,-1.1255242,-0.9587976,-0.970123,-0.9247813,-0.8818377,-0.8549209,-0.972417,-0.861712,-1.0792411,-0.7282118,-0.4752219,-0.8618493,-0.7270766,-0.8729029,-0.8806231,-0.7343994,-0.8872385,-0.7685047,-0.5496368,-0.7845949,-0.5551455,-0.7250639,-0.9174684,-1.0419386,-0.8020426,-0.7650582,-0.7883214,-1.0166965,-0.4654062,-0.8072403,-0.8479777,-1.0994321
O94830,0.078780373,-0.047454952,0.04278073,0.695423304,-0.035008461,-0.138286917,0.170483562,-0.022268055,-0.08569264,-0.108569316,-0.066129065,-0.071762545,0.064575538,-0.267072082,0.052435046,-0.085896788,-0.096980379,-0.136883061,0.017514728,0.01567808,-0.220571633,-0.104987623,-0.313148073,0.133204255,0.023837973,-0.056270745,0.071424627,-0.162222396,-0.085677889,-0.124109206,0.030832067,0.012284859,-0.055338896,-0.043821118,0.010956141,-0.035518288,-0.044929916,0.073733415,-0.013345333,-0.046478915,-0.705466918,-0.150617097,-0.497144457,-0.110251905,-0.098520184,-0.240985784,-0.130684516,-0.131277797,0.081152749,-0.221530964,0.004605591,-0.040218095,-0.094561138,-0.08875818,-0.136897316,-0.082477174,0.017475177,-0.106203426
