proteinId,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,S58
,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Control,Control,Control,Control,Control,Control,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Control,Control,Control,Control,Control,Control,Control,Control,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Control,Control,Control,Control,Control,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Control,Control,Control,Control,Control,Control,Control
A8MVW0,0.225700988,0.045788847,0.246929963,0.061290309,0.336406219,0.415291269,0.371483163,0.310653667,0.542291786,-0.342165181,0.467737419,0.331755699,0.292438594,0.237674501,0.444602016,0.449467583,0.085687509,0.32671569,0.238331062,0.531040622,0.21141947,0.226642066,-0.068257056,0.288027249,0.247473021,0.577489733,0.577210027,0.37519459,0.426860731,0.310105795,0.240455333,0.127823853,0.36563732,0.078175202,0.342972424,-0.459445883,0.398962641,0.282352512,0.196076148,0.221782051,0.168996691,0.148471315,0.111711802,0.151421507,0.118167611,0.423043931,0.089575463,0.352276634,0.170064124,0.222170701,0.33857394,0.561015028,0.290904907,0.558075504,-0.007759559,0.078986549,-0.039454595,0.353177645
B2RV13,-0.4617896,-0.3856225,-0.4299819,-1.1192435,-0.4350024,-0.36601,-0.2305159,-0.4816575,-0.4459528,-0.2840188,-0.3844943,-0.4280737,-0.4333691,-0.5964807,-0.144506,-0.5260736,-0.7883764,-0.5679391,-0.4481012,-0.5309934,-0.7649507,-0.3595483,-0.7382215,-0.2791012,-0.5826747,-0.2268792,-0.5625502,-0.4176249,-0.4748875,-0.5825581,-0.4588502,-0.7672141,-0.4090197,-0.5530773,-0.6668307,-0.8382238,-0.3792001,-0.4994183,-0.5658456,-0.5556694,-0.6870908,-0.624278,-0.7022304,-0.3229523,-0.7125965,-0.8833511,-0.7806533,-0.4126772,-0.4929334,-0.5406761,-0.4582345,-0.492076,-0.5352087,-0.3502121,-0.5134102,-0.537877,-0.6113894,-0.6340874
C4AMC7,-0.3299083,-0.4073929,-1.2220236,-0.2392512,-0.8063394,-0.7273695,-0.6330585,-0.5863959,-0.7832714,-0.804575,-0.7477599,-0.2673356,-0.8738324,-0.7208589,-0.8497479,-0.6594651,-0.5974207,-0.6843083,-0.7067683,-0.7833872,-0.6411822,-0.8382653,-0.6857451,-0.5850382,-0.7755881,-0.8782792,-0.7399772,-1.0475374,-0.7906507,-0.4712731,-0.6164837,-0.6083615,-0.7998801,-0.6746516,-0.7312976,-0.7949695,-0.239337,-0.3843365,-0.7159903,-0.5591157,-0.6153249,-0.836368,-0.6411898,-0.6358664,-1.1424734,-0.730233,-0.8776924,-0.7752517,-0.8098057,-0.6963591,-0.8089156,-0.6661689,-0.7102544,-0.7782448,-0.6458958,-0.7784304,-0.7557954,-0.8685833
C9J069,0.47413787,0.67404496,0.13708239,-0.1864652,0.53051439,0.36276742,0.36237958,0.4074991,0.6789768,-0.11261623,0.47555916,0.61576666,0.31533373,0.43363135,0.40745797,0.50666754,0.51826075,0.59822181,0.36600116,0.58692071,0.48647328,0.1840194,0.36730149,0.12628615,0.32221863,0.56336802,0.46159534,0.5555141,0.48701479,0.43000936,0.22266755,0.57686774,0.32463395,0.41525536,0.58245245,-0.24230083,0.55344432,0.04433664,0.57013132,0.45295697,0.50613266,0.25042982,0.45227605,0.33928693,0.15110545,0.40208625,0.40611122,0.42577502,0.41997369,0.5266645,0.47722993,0.48893641,0.43060427,0.60110737,0.05398068,0.51780593,0.22174694,0.47461923
E9PQ53,0.997367407,0.681314724,0.912884793,0.857646603,0.924331945,0.825153613,0.419161583,0.775156927,1.01078439,0.592536688,1.024532523,0.53474315,0.747110791,0.880754076,0.742886663,0.967314664,0.950380134,0.163102653,1.004591494,0.986525011,0.507359256,0.369833762,0.840759072,0.422201047,0.964609212,0.905622671,1.018904427,0.972301027,0.881087858,0.916898148,0.788973155,0.83431214,0.789538364,0.941224161,0.933958918,0.800202537,0.980037571,0.774751918,0.962093031,0.838126199,0.459831952,0.006562987,0.460231594,0.833531383,0.979150958,0.482993437,0.900822924,0.991728989,0.459262974,0.891496072,0.996288805,0.688666643,0.658215413,0.710782198,0.695037009,0.504221617,0.57077681,0.977481671
H3BS89,-0.72663375,-0.6439327,-0.60334504,1.38960585,-0.48623307,-0.38438988,-0.09904458,0.09885977,-0.48776512,-0.34669026,-0.404793,-0.19391643,-0.62305047,-0.3064878,-0.16493989,-0.26505593,-0.28420237,-0.40137426,-0.58684059,-0.53533949,-0.41462315,-0.28800554,-0.21325893,-0.26359237,-0.60805664,-0.38189214,-0.57121834,0.08240458,-0.77152022,-0.351801,-0.66927486,-0.32847613,-0.57548314,-0.76509501,-0.57542793,-0.59992982,0.0648715,-0.64277019,-0.45355453,-0.3970752,-0.48302432,-0.25406119,-0.06611484,-0.46502341,-0.54915028,-0.30664981,-0.53736202,-0.79794753,-0.68277531,-0.26532843,-0.52715302,-0.26289071,-0.30006928,-0.09511975,-0.27985841,-0.2612832,-0.71081244,-0.42092367
O00116,-0.7474868,-0.7420134,-0.8890248,-0.9318816,-0.7369857,-0.8459795,-0.4850594,-0.6163066,-0.6138002,-0.6058909,-0.8322193,-0.5284206,-0.8000078,-0.7222388,-0.4898493,-0.6257134,-0.8428893,-0.8115153,-1.2601098,-0.8053282,-0.5507086,-0.6648597,-0.6720436,-0.604213,-0.8880147,-0.5962178,-0.9126844,-0.6930537,-0.6502591,-0.7638912,-1.0602021,-0.7383112,-0.573889,-1.2256569,-1.1129129,-0.2825996,-0.6432416,-0.2770325,-0.7436903,-0.3964949,-0.8136782,-0.7459554,-0.7527087,-0.8279555,-0.7662878,-0.449804,-0.6853972,-0.6467786,-0.4812733,-0.7970669,-0.6591244,-0.4993546,-0.8159031,-0.4530976,-0.5526335,-0.4605849,-0.5987832,-0.6904299
O00139,1.1711795,1.0932889,1.1353781,0.6608182,1.1319275,1.0233474,1.0790128,1.0318884,1.0123614,1.0491832,1.0876966,0.997389,1.1028158,1.0532662,0.8348465,1.117453,0.9570001,1.0897308,1.1108077,1.0066682,1.1492456,1.1022088,0.9578203,0.88178,1.0373163,1.0343606,0.7643085,1.1302492,0.9874648,1.0546271,0.9646215,1.0680293,1.0913586,1.0699995,0.8697124,0.9950335,1.2372,1.0825647,1.0459922,0.9434866,1.1226947,1.0203954,0.9937066,1.0826951,1.0466744,1.1433198,1.0156282,1.1135144,1.0722584,1.0233,0.9610935,1.1773227,1.0598136,0.9368429,0.9516069,0.9658866,1.0638631,1.1296952
O00142,0.46193616,0.47662448,0.47885288,-0.22697744,0.38673386,0.07813848,-0.03190047,0.04951218,0.3920222,0.1151622,0.29395591,0.21240888,0.27688943,0.23931235,-0.04484849,0.49987515,0.51768131,0.38152839,0.35476459,0.28478689,0.37360541,0.14586605,0.4190539,0.13958915,0.4803448,0.25732278,0.462303,0.57203219,0.36525159,0.12051378,0.27794748,0.5997858,0.43686221,0.47062931,0.29822913,0.17961343,0.40290382,0.90095162,0.33273227,0.32229002,0.56541278,0.4118812,0.41231148,0.22479956,0.49229928,0.46589074,0.56326788,0.35082824,0.51620921,0.57366631,0.06843791,0.40074655,0.43098126,0.06264681,0.43390111,0.41303543,0.33121865,0.36812431
O00154,0.7609728,0.8233871,0.835758,0.6862136,0.9038853,0.948437,1.1481458,1.1745393,0.9169563,0.7758114,1.007106,1.0251238,0.9577558,0.3093817,1.2104531,1.0572453,0.9067484,1.0650107,0.9254624,0.9285141,0.5587266,1.0019736,1.0292038,0.9537167,0.8912729,0.9665368,0.8813662,1.3280256,0.9213667,0.9829661,0.8888706,0.9492405,0.9322792,0.928295,0.9178297,0.8588548,1.0819197,0.8094207,0.7036949,0.9611463,1.0016958,0.8252371,1.0106461,1.0435338,0.9700182,0.9598019,0.9997628,0.7824728,1.0048988,0.9822732,0.8807838,1.2697347,1.0260484,0.9506572,1.2170701,0.9750491,1.1240059,0.873767
O00159,-0.215818828,-0.403670909,-0.427923406,-0.710287504,-0.227355815,0.194137413,-0.160552842,0.027845485,-0.021102449,-0.118346018,0.26491241,-0.733732102,-0.347792334,0.161507421,-0.432370369,-0.7904901,-0.396079448,-0.300453582,-0.492791288,-1.111094677,0.093987908,-0.07579309,-0.488363443,-0.44102597,-0.181488476,-0.449190179,-0.01924226,-0.960427725,-0.114919414,-0.324976083,-0.416553111,-0.193204793,-0.360431297,-0.201707525,-0.199602311,0.128846612,-0.391207733,0.277258957,-0.178579189,-0.423007963,-0.165434391,-0.17086002,-0.168226189,-0.536763411,-0.245613458,-0.252766259,-0.34524515,-0.291939564,-0.386159017,-0.615808531,-0.32734426,-0.550794709,-0.413655269,-0.06071032,-0.004718585,-0.270947341,-0.245755743,-0.195233146
O00161,-0.38121673,-0.07232303,-0.56102327,0.14432113,-0.40895446,-0.40975716,-0.35634275,-0.52677274,-0.62887933,-0.04238422,-0.51178445,-0.26917393,-0.25633718,-0.20634445,-0.30952683,-0.95224377,-0.8845677,-0.33272016,-0.4938751,-0.76831665,-0.44856928,-0.29523577,-0.17993839,-0.23605801,-0.43980499,-0.39766612,-0.56142392,-0.78413383,-0.71548276,-0.69478752,-0.20858828,-0.339438,-0.54713693,-0.6538918,-0.42686032,-0.65085014,-0.93556337,-0.21291299,-0.17328478,-0.06742199,-0.60880272,-0.209995,-0.61987319,-0.60549826,-0.20312077,-0.57977149,-0.70089667,-0.92123981,-0.31644841,-0.7437159,-0.53670793,-0.34579732,-0.59804487,-0.4248107,-0.37183115,-0.4593703,-1.06213524,-0.65540951
O00165,-0.55409461,-0.23556623,-0.10424482,0.14450903,-0.17722724,-0.16677876,-0.22403687,0.13929544,-0.1330512,-1.06497539,-0.06116277,-0.24753502,-0.16156482,-0.1821511,0.0255862,-0.36347343,-0.17353067,-0.13833474,-0.09243071,-0.20081981,0.08457736,-0.22200156,-0.19331195,-0.01573283,-0.26101398,-0.24920375,-0.1286834,-0.08501336,-0.16294674,-0.2521375,-0.21949928,-0.2403547,-0.23889045,-0.13142227,-0.21002887,-0.05732558,-0.58346099,-0.45566487,-0.04204984,-0.39755366,-0.37560859,-0.33655143,-0.08247367,-0.32715409,-0.05468033,-0.04514712,-0.36222523,-0.35832975,-0.24366295,-0.20608184,-0.088866,-0.08570929,-0.16510661,-1.00256588,-0.39985816,-0.25290068,-0.3601446,0.02761876
O00168,0.63697855,0.32536226,0.12886521,0.84696776,0.64445342,0.68854113,0.45828574,-0.65961304,0.55284197,0.38024426,0.6451518,0.45680714,0.28222808,0.18237635,-0.0858353,0.20654168,0.1139967,0.53777869,0.20648694,0.43457142,0.58128994,0.57290243,0.18693097,0.69093106,0.6484953,0.76573605,0.50078776,0.41560239,0.49437483,0.56841372,0.321193,0.46771673,0.32399391,0.41463852,0.54342567,0.73047625,0.5556162,0.16767254,0.52431625,0.63246761,0.54564478,0.61804008,0.4663502,0.53519965,0.69795061,0.07133757,0.63123208,0.694732,0.19072882,0.53574268,0.57220583,0.78907603,0.56481386,0.62215594,0.90008419,0.64396153,0.6238353,0.53623754
O00170,0.015056957,-0.664889839,-0.162162022,-0.499601194,-0.025603797,-0.04533513,-0.126394833,-0.287628584,-0.125592302,0.058618921,-0.125306697,-0.301290389,0.04191459,-0.101577689,-0.161765305,-0.14302518,-0.082411716,-0.053506123,-0.123359612,-0.131073773,-0.034380958,-0.071363662,-0.064928146,-1.222402029,-0.106648076,-0.14521032,-0.116986813,-0.078124392,-0.16069088,-0.132088312,-0.11840903,0.033505357,-0.049969975,-0.083099876,-0.025768384,-0.188683222,-0.03112664,-0.564306847,-0.103205618,-0.077958238,-0.155460712,0.027431594,-0.03353542,-0.008380516,-0.116171253,-0.136151515,-0.181935737,-0.033383652,-0.059821043,-0.131185117,-0.133847691,-0.194055407,-0.041714949,-0.141386755,-0.071290056,-0.138422161,-0.123878241,-0.150732864
O00178,-0.62928428,-0.48466903,-0.64383213,-0.43910268,-0.40962023,-1.13554,-0.61587179,-0.04706221,-0.66974494,-0.71123182,-0.03735222,-0.55327604,-0.53083698,-0.42259734,-0.38983221,-0.47382134,-0.55719622,-0.38604226,-0.68938781,-0.66734361,-0.17740401,-0.47519325,-0.33709332,-0.28871003,-0.58013004,-0.46893064,-0.67431373,-0.40095262,-0.6436226,-0.15122771,-0.55302263,-0.42221752,-0.63975823,-0.63930845,-0.51939792,-0.51440996,-0.41555437,-0.58920378,-0.4415486,-0.53094115,-0.48885608,-0.69402236,-0.55114325,-0.40743153,-1.40507722,-0.46739484,-0.51093891,-0.07282797,-0.53965892,-0.36485281,-0.5340791,-0.58451067,-0.55678211,-0.21448799,-0.47413394,-0.50050397,-0.35542925,-0.58909184
O00182,-1.16025514,-0.55365465,-1.46167043,-0.08799887,-0.94223928,-0.6537601,-0.28090102,-0.59478011,-0.80672099,-0.08609474,-0.83170214,-0.60619798,-1.05341805,-0.55518777,-0.25440835,-0.95851923,-0.6585763,-0.45383128,-1.303328,-0.62477587,-1.00303726,-1.14993684,-0.21180178,-0.35757051,-1.2771522,-0.62509914,-1.10354301,-0.77292259,-1.10039907,-0.63834688,-0.72262727,-0.74336627,-0.5936053,-1.16886065,-1.15876186,-0.5479316,-0.82361562,0.0934964,-0.69401835,-0.80507029,-0.71407227,-0.5907337,-0.83520281,-0.43117287,-0.81263324,-0.33337295,-0.99361929,-0.36301134,-0.938707,-0.78222272,-0.69783027,-0.11533164,-0.84907354,-0.53477816,-0.60374705,-0.34524627,-0.78757321,-1.08316016
O00186,-0.10602403,-0.21544192,-0.32786222,0.41092499,-0.26023921,-0.32813287,-0.28601014,-0.60036268,-0.11781369,-0.14746751,-0.31835747,-0.28731524,-0.16148532,-0.43020947,-0.2124473,-0.51674621,-0.52144375,-0.33643346,-0.15551304,-0.07388926,-0.35406599,-0.22991612,-0.41793656,-0.17491667,-0.29630389,-0.33441761,-0.25274802,-0.51036683,-0.30697826,-0.38411572,-0.11676001,-0.456426,-0.29763791,-0.35892072,-0.23484217,-0.34530085,-0.4499559,-0.35866051,-0.33324995,-0.14920987,-0.27847286,-0.32256768,-0.38720669,-0.22783596,-0.47690577,-0.40004978,-0.51150032,-0.18056912,-0.31373763,-0.51184154,-0.30842025,-0.16391649,-0.25480028,-0.28222432,-1.23241088,-0.30878319,-0.20051613,-0.34123801
O00192,-0.28655054,-0.63927879,-0.34832802,-0.04605228,0.27342944,-0.73916816,-0.16120114,-0.25309619,-0.4102603,-1.07162249,-0.16876366,-0.27142513,-0.43117415,-0.08632687,-0.09553883,-0.64612922,-0.44340499,-0.22202503,-0.84431334,-0.66688124,-0.04548483,-1.00186146,-1.0886022,-0.32548522,-0.32061242,-0.09675994,-0.17774085,-0.39687081,-0.32817539,-0.29153043,-0.51233098,0.08610336,-0.31119036,-0.87492141,-0.3418168,0.17819519,-0.55311294,-0.40787629,-0.29328557,-0.10308494,-0.35539,-0.42113932,-0.28491301,-0.26674298,-0.75824321,-0.08681609,0.18962029,0.07677484,-0.34910858,-0.32273241,-1.03474215,0.13318007,-0.15286343,-0.34334153,-0.79222706,-0.06013018,0.56545054,-0.03901912
O00194,-0.297549753,-0.470126148,-0.028102437,1.389605846,-0.133741068,-0.440076984,0.13380927,-0.18163238,-0.103583857,-0.720419012,-0.109824367,-0.059419833,-0.088816028,-0.167927588,-0.231577566,-0.101348392,-0.358059502,-0.163762682,-0.065308124,0.157062273,-0.29750998,-0.446958333,-0.472051326,0.053149947,-0.264105375,-0.324337544,-0.220406133,-0.336194641,-0.203582056,-0.324761832,-0.156501805,-0.53207728,-0.249174103,-0.067691245,0.004197382,0.006240776,0.003833239,0.12645821,-0.445879609,-0.260978756,-0.107837231,-0.520455162,-0.341706086,-0.348939106,-0.192236627,-0.326793161,-0.593589689,-0.29902514,-0.110308597,-0.373737034,-0.069826031,0.468663478,-0.49055636,-0.194903602,-0.242858518,-0.501005113,-0.330018361,0.074003678
O00213,-1.67E-01,-1.22E-01,3.93E-02,-2.84E-01,7.56E-02,-1.65E-01,-2.07E-01,-2.31E-01,3.26E-02,-4.25E-01,-1.91E-01,-5.45E-01,-1.42E-01,7.78E-02,-1.04E-01,-1.56E-01,-2.52E-01,-1.24E-01,-8.08E-02,-1.02E-01,-3.38E-01,-2.31E-01,-1.31E-01,-4.09E-01,2.97E-10,-3.53E-02,6.04E-02,-2.62E-01,-4.56E-02,-1.49E-01,-4.16E-02,-1.84E-01,-2.82E-02,-1.15E-01,-2.30E-02,-3.84E-01,-1.34E-01,-5.34E-01,-1.87E-01,2.17E-02,-1.67E-01,-3.99E-01,-2.92E-01,3.23E-02,1.51E-02,-1.61E-01,-3.71E-01,2.16E-01,5.69E-03,-2.36E-01,-1.92E-01,-1.42E-01,-2.76E-01,-2.23E-01,-7.51E-01,-1.20E-01,-9.10E-02,6.93E-02
O00214,-0.34091737,-0.1229209,-0.30520613,-0.53753259,-0.25615025,-0.51796733,-0.1401787,-0.56787598,-0.21717189,-0.68323441,-0.73711898,-0.72912874,-0.21717107,-0.22201392,-1.0101611,-0.42402628,-0.84501561,-0.54468934,-0.12123517,0.01368161,-0.21549257,-0.21902865,-0.70208041,-0.69598413,-0.28511486,-0.53064032,-0.35058385,-0.4245804,-0.28408577,-0.67043621,-0.45758386,-0.35745951,-0.31448139,-0.19369184,-0.36573393,-0.85937119,-0.53313144,-0.58920378,-0.49767591,-0.76495156,-0.22646866,-0.25895842,-0.43294803,-0.41141228,-0.31935994,-0.37464274,-0.20588847,-0.56977359,-0.55479493,-0.45414437,-0.23458346,-0.52578044,-0.33958848,-0.43917984,-0.4284215,-0.3009371,-0.28611741,-0.3462506
O00217,0.28665439,-0.02968334,0.63004962,-0.9141491,0.68837387,0.73729477,0.55458541,0.9604072,0.674799,0.59054907,0.8428164,0.5278001,0.48380066,0.70253912,0.5630452,0.86599444,0.84033489,0.83387148,0.66067815,0.68419066,0.57191458,0.64278219,0.63615842,-0.17765405,0.66404936,0.59052365,0.69959738,0.74960626,0.55658664,0.77731124,0.5540489,0.69687384,0.52509189,0.61588518,0.66471485,0.32578338,0.62519714,0.36467179,-0.07224479,0.33986317,0.84054167,0.3986099,0.39092033,0.53771951,0.57327501,0.80047806,0.36389997,0.49286697,0.62419104,0.46551262,0.64341019,0.58924753,0.76522286,0.86999838,0.75035746,0.80715933,0.73491019,0.63870754
O00231,0.20004304,-0.43600303,0.55678644,-1.12985115,0.28526468,0.23121221,0.61854134,0.61233535,0.25282749,0.13502867,0.12502032,0.42585191,0.27738748,0.28154971,0.01630511,0.292231,0.40824028,0.23280624,0.3381761,0.44394995,0.71425089,0.28555993,0.30531264,0.67563104,0.32055705,0.34298775,0.28419188,0.58820049,0.15910194,0.36733883,0.25890271,0.22037556,0.52867626,0.33280691,0.2453615,-0.57336868,0.37050941,0.25780583,0.31597132,0.23100672,0.38947715,0.37406599,0.40101833,0.25892092,0.23239657,0.53480553,0.43869939,0.20720249,0.62380802,0.45186521,0.47120475,0.44317007,0.23747393,0.35828228,0.0631448,0.39656553,0.38891469,0.61368362
O00232,0.48605258,0.29821838,0.52933505,0.13233519,0.61608849,0.52642118,0.51421156,0.52526468,0.58883173,0.52591607,0.54897999,0.48997824,0.58371574,0.62788697,0.06589434,0.57688213,0.61308113,0.60923437,0.65539369,0.570493,0.60791289,0.60571136,0.47908376,0.44304826,0.5359667,0.28045088,0.49447316,0.55806987,0.4931051,0.47960069,0.5627953,0.46865759,0.29609662,0.5271835,0.11571402,-0.24412447,0.4971391,0.34357838,0.47043,0.36404405,0.54464115,0.62656753,0.63402183,0.53001788,0.52576025,0.63936245,0.61206817,0.32377034,0.30334321,0.54828224,0.10311288,0.27304274,0.61220623,0.44722488,0.41616698,0.64812926,0.3673524,-0.13582679
O00233,-0.33143986,-0.20633314,-0.47996849,0.54193189,-0.36074413,-0.33218289,-0.19975037,-0.33189389,-0.47599495,-0.17895713,-0.31945867,-0.24284536,-0.39222708,-0.30239283,-0.30295527,-0.28707091,-0.44916289,-0.17509902,-0.39622058,-0.41226254,-0.38069374,-0.28029468,-0.34953455,0.20676758,-0.56703695,-0.24330482,-0.45476206,-0.29837375,-0.62151711,-0.37814146,-0.36104842,-0.31490191,-0.43730486,-0.45365586,-0.46698111,-0.23296724,-0.1904954,-0.37517275,-0.1290238,-0.30778185,-0.30413994,-0.04090515,-0.28744725,-0.30838066,-0.36334873,-0.12201561,-0.42071054,-0.07314011,-0.38386815,-0.33388628,-0.34133196,-0.2829203,-0.26603997,-0.29139109,-0.16071871,-0.24968139,-0.12466516,-0.38182498
O00264,1.1123241,1.2764784,1.152707,0.3236488,0.9305738,1.0660283,0.9912806,1.139123,1.0021758,1.012162,1.0159741,1.2222224,1.167015,1.057383,1.265516,1.3065053,1.0803156,1.0960953,1.1217172,1.0404696,1.1670609,0.968981,1.1898429,1.1329673,1.086724,0.9733522,1.1287816,1.4285209,1.1028503,1.012642,1.2213687,1.1619338,1.0600107,1.1865356,1.0750175,0.5802696,0.9812137,1.1839048,1.1863509,1.0562624,1.1574869,0.9393485,1.0958817,1.0810633,0.9824524,1.0855293,1.0519779,0.98802,0.9597075,1.1003174,1.062963,1.1000547,1.0265201,0.8748116,0.8156596,0.9887878,0.8510155,1.1626272
O00273,1.07E-01,1.08E-01,-9.97E-02,-2.39E-01,2.42E-02,8.23E-02,-8.73E-02,-2.87E-01,-8.02E-02,3.84E-01,2.42E-02,-1.10E-01,-6.34E-02,-1.52E-01,1.03E-01,-2.35E-01,-7.24E-04,3.21E-01,-1.04E-01,-1.19E-01,3.54E-01,3.63E-02,1.16E-01,-1.97E-02,1.38E-01,2.64E-01,-1.60E-01,-1.11E-01,-1.13E-01,-6.48E-02,3.46E-02,-1.74E-02,-3.35E-01,-3.12E-01,-2.68E-01,4.65E-01,8.93E-02,2.99E-01,1.63E-01,1.70E-01,1.46E-01,3.21E-01,6.71E-02,8.83E-02,-3.52E-02,1.83E-03,-7.76E-02,1.58E-01,2.24E-02,-2.16E-01,-1.30E-01,-2.57E-01,-1.17E-01,4.53E-02,8.13E-02,5.32E-02,2.97E-10,-2.08E-01
O00291,0.11907572,-0.40282774,-0.22933747,-0.25810909,-0.4729447,-0.34303223,-0.69313926,-1.22564586,-0.33276104,0.37708213,-0.43634358,-0.59469378,0.05493636,-0.60572052,-0.58155543,-0.38568465,-0.39567929,-0.69811366,-0.20637146,-0.28193104,-0.94719558,-0.30215077,-0.11671175,-0.53113074,-0.16645732,-0.55213854,-0.4057612,-0.57767434,-1.01332079,-0.40411792,0.09887151,-0.45714338,-0.12458195,-0.78295891,-0.61491844,0.02599975,-0.93150475,-0.28899984,-0.76148455,-0.00750687,-0.5828758,-0.71630656,-0.83467299,-0.25765399,-0.80909927,-0.9486535,-1.02807273,-0.84320699,-0.02335002,-0.59551185,-0.56747282,-0.62998177,-0.38653676,-0.99695315,-0.42485734,-0.15630916,-0.27645277,-0.34485746
O00299,-0.479103131,0.230909809,-0.523215128,0.671996543,-0.023485333,-0.167172809,-0.081800599,-0.408423797,-0.158273682,0.134120297,0.001365463,-0.593226261,-0.37505014,0.074957283,0.051148778,-0.385390424,0.013975453,-0.029944912,-0.264314944,-0.261301925,0.24138367,-0.016295788,0.186658079,0.426241025,-0.157159642,-0.036914527,-0.033150669,-0.279677601,-0.012078379,-0.352518994,0.064129196,-0.047807347,-0.122607236,-0.279766705,-0.544937619,0.745429083,-0.546591691,0.789957417,0.120273122,-0.442676405,-0.457322616,0.458656563,-0.070263908,-0.316002256,-0.438599392,0.033946205,-0.104983324,0.02661244,0.129168358,-0.166688034,-0.247226354,-0.490148737,-0.186634223,-0.748977453,-0.008584553,-0.299797464,0.092957986,-0.060124907
O00303,-0.15899172,-0.151110918,-0.139783062,-0.612597597,-0.133041157,0.0279143,0.012579262,0.1083868,-0.374888778,-0.013260778,-0.157005084,0.091800568,-0.178857142,-0.121876792,-0.122090918,0.043269585,-0.108220715,-0.141563384,-0.420525838,-0.387505401,-0.108729306,-0.082100322,-0.324426886,0.357765537,-0.162189786,-0.033035236,-0.107266862,-0.035579635,-0.250493564,-0.150191144,-0.055328745,0.06457269,-0.302837725,-0.131607376,-0.120342017,0.086437616,-0.08259492,0.043183768,0.046429222,-0.115285352,-0.222512453,-0.443404852,-0.28514279,-0.101242939,-0.404548862,-0.083116191,-0.076173423,-0.147992356,-0.043486898,-0.009755218,-0.149111959,-0.306582001,0.032858109,0.006502927,-0.011530384,-0.245153414,0.149888185,-0.048354872
O00305,-0.29688176,-0.55452506,-0.66424204,-0.54006894,-0.66606136,-0.74345639,-0.80504325,-1.1268265,-0.11968509,-0.23975465,-0.99094143,-0.31681907,-0.45376365,-0.80950202,-0.80326132,-0.54811161,-0.16930948,-0.22132381,-0.46963833,-0.08786172,-0.02953275,-0.35738563,-0.36792716,-0.26715068,-0.32440387,0.09891645,-0.1351939,-0.26422901,-0.24497783,-0.41523718,-0.38841654,-0.21000091,-0.2152017,-0.36236106,-0.22570008,0.49677014,-0.91748367,-0.24892477,-0.20257098,-0.67427401,-0.18388586,-0.2317251,-0.19294305,-0.64472467,-0.30327284,-0.35027222,-0.24336422,0.01277825,-0.4689343,-0.03946611,-0.21265043,0.32907918,-0.15860137,-0.41338198,-0.651921,-0.44403975,-0.6739973,0.45439267
