proteinId,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22
P51531,-0.59215484,-1.34602234,-1.45851111,-1.0063504,-0.3415074,-0.68338077,-0.58588932,-0.74512901,-1.67338358,-1.0695973,-1.416398,-1.10321851,-1.43182542,-1.17280051,-1.6927845,-1.33145959,-1.62670017,-0.63275222,0.05345555,-0.97783362,-0.70059296,-1.64676306
P51532,0.23822625,-0.29029161,0.74371069,-0.14359973,0.04179988,0.07103241,0.10238827,-0.35714644,-0.61086716,-0.36118919,-0.39727184,0.26882816,-0.24530174,0.10502976,-0.34228307,-0.07166792,-0.33924292,-0.01058742,0.05653273,-0.04260488,-0.12208261,-0.15271258
P51553,0.4186661,1.26031046,0.01492878,0.48555156,-0.46912265,0.58409802,0.05884451,0.91971152,0.6621613,1.31809639,0.93804251,0.63533848,0.74374897,0.97472035,0.87098401,1.00501446,0.34494512,0.2362568,-0.71652778,0.88750881,0.57796848,0.70863319
P51570,-2.07517402,-0.14669795,0.46976586,0.78415988,0.59914873,0.54879372,0.91287827,0.43905783,-2.07614507,-0.06877801,-0.21911041,0.74307102,0.02763611,0.30256946,-1.39659743,-1.73423585,-0.5405877,0.11096379,0.69110239,0.55058736,-0.0798874,0.74223869
P51571,1.3722966,1.2567246,0.8458098,1.3840763,1.2679491,0.9673487,0.9578752,0.8267744,0.7086714,1.2912168,1.2988559,1.3057619,0.9482322,1.0717834,1.2209239,1.5209913,0.7202966,1.2214956,0.8582687,1.1212919,0.4887596,0.6377217
P51572,1.742879,1.465316,1.578139,1.981449,1.527551,1.418205,1.50091,1.361975,1.359329,1.668908,1.759428,1.812822,1.922698,1.712307,1.499703,1.826776,1.40527,1.258248,1.658064,1.48688,1.574338,1.684512
P51608,-0.6225706,-0.2808092,-0.3520939,-1.3886863,-0.7131422,-2.0394954,-0.5686909,-1.9662909,-2.0557036,-1.451933,-0.5009995,-1.485554,-1.115193,-1.5551356,-0.8691482,-1.7137929,-2.0090234,-1.8424133,0.6406666,-0.2242034,-0.294598,-1.1156498
P51610,-1.80223457,-1.47584664,-1.58833498,-1.1361752,-1.59587955,-1.78699646,0.11157459,-1.71378825,-1.80320569,-1.19942205,-1.54622206,-0.02310666,-1.56164942,-0.07043785,-1.82260633,-0.76231518,-1.75652281,-1.58990672,-1.14431682,-0.22989363,-1.54797153,-1.77658548
P51648,1.543188,1.1587484,1.396514,1.3424265,1.2270849,1.5648693,1.2266379,1.4443723,1.299738,1.6226836,1.362785,1.9452035,1.3489692,1.7760572,1.3166316,1.2221541,0.9989632,1.6723071,0.9597148,1.5853254,1.2030296,1.6077483
P51649,0.36830599,1.43762148,0.26215755,0.75707808,0.02015796,0.84762362,0.67620247,1.01070409,1.01630114,1.68049358,1.33978435,1.18893378,1.27166436,1.40430575,1.20906718,1.78507466,0.06899248,1.39504752,-0.49842682,1.11640167,0.80461569,0.93634043
P51659,1.952401,2.096689,1.828558,1.928429,1.813144,1.630166,1.572271,1.711445,1.655934,2.072785,1.960346,1.621255,1.665577,2.300767,2.021794,2.715661,1.48347,2.032213,1.917893,1.344169,1.842504,1.817126
P51665,0.44797342,-0.720624917,0.524871939,0.167926646,0.483331055,0.434141551,0.558778413,0.367492058,0.193495487,-1.14316907,-0.009925804,-0.039557394,0.2786067,0.30133706,0.053920329,-0.270879717,0.36660815,-1.533654184,0.562913889,0.227256276,0.410066454,0.310932289
P51674,1.468708,2.380969,1.462318,1.276336,1.159587,1.284839,1.108186,2.050122,2.14322,2.387995,2.116573,2.172733,1.348375,2.069366,1.708065,1.313783,1.971407,2.156536,1.682247,2.177814,1.753044,1.442393
P51687,-0.723897324,-0.173833854,-0.731061287,-1.060056059,-1.519761042,-0.876053683,-0.736285528,-1.637670255,-0.665223725,0.215590022,-0.47413515,-0.001101627,-1.485530806,0.023030688,-0.528483971,0.12846038,-0.962196461,-0.048610492,-1.068197686,-0.773261387,-0.77288418,-0.458550922
P51688,-1.95713,-1.6307472,-1.0442691,-1.2910769,-1.0036908,-1.9418924,-1.872076,-1.8686859,-1.9581011,-1.3543236,-1.701122,-1.3879447,-1.7165492,-1.4575265,-1.9775011,-0.3331229,-1.9114195,-1.7448062,-1.2992185,-0.625381,-1.7028715,-0.5556
P51689,0.14152177,-0.34953523,-1.60071462,-0.09847381,-1.60825919,-1.7993759,-1.72955793,-0.10557838,-0.63159337,-0.42407721,-0.21470897,-1.24542299,-1.57402908,-0.20997785,-0.58999344,0.29346849,-1.06993744,-1.60228636,-1.15669658,-0.28576334,-1.56035119,-0.0621111
P51692,0.10400019,-1.41085888,-0.1343632,-0.37221735,-0.48547363,-0.52757543,-1.65219137,-0.69290589,-0.23333666,-1.13443403,-0.59983556,0.02832366,-0.12669574,-1.2376372,-0.54530733,-1.39629614,-0.24484016,-0.82485759,-1.07932878,-0.41346975,-0.08001723,0.31726719
P51790,0.67699419,0.47878983,0.53542063,0.5642161,0.05409778,0.32642243,0.22326795,0.61914838,0.35103984,0.87136136,0.15679541,-0.10303966,0.33677309,0.77340807,0.14746897,0.60868771,0.40246629,0.7865995,-0.18517236,1.10945525,0.4132336,0.47919676
P51793,-0.70852597,0.03368185,-1.53922188,-1.08706168,-1.54676647,-1.73788407,-0.91590497,-0.34040983,-0.45648232,0.03746983,-0.42863835,-0.1524662,-1.51253626,-1.25351171,-0.42409892,-1.41217062,-1.00844414,-1.54079362,-1.09520331,-0.46476112,-1.49885834,-1.72747303
P51797,-0.11819579,0.28894124,-0.42212148,-1.06915585,-0.48525677,-0.48984167,-0.33404129,0.07002166,0.03235609,-0.1231752,0.24142145,-1.16602392,-1.49463054,-0.3967162,0.04231243,-1.39426485,-0.60391016,0.42188018,-0.37832768,0.03948525,-0.49042671,-0.28652724
P51798,-0.0737825,0.16897784,-0.53575193,0.24061081,0.09279621,-1.75076688,-0.11754495,-0.46279282,-0.25333472,0.02671243,-0.21735402,-1.19681283,-0.82645094,-1.26639478,-0.2953577,0.25368513,-0.39026899,-0.28678639,0.23229829,-0.50512853,-0.59808946,-1.74035586
P51808,0.10711286,-1.11370004,0.02109713,-0.7740277,-1.23373379,0.38588181,0.18488908,-1.3516439,-0.74209419,-0.83727464,-0.40785656,-0.87089587,-1.19950337,-0.94047794,-1.46046418,-1.09913726,-1.3943792,-1.2277609,-0.78216934,-1.44447975,0.07472456,-1.41444226
P51809,-0.072525153,0.191812659,0.111952885,0.346127281,0.389758487,0.063331099,-0.005558121,0.303138226,0.369800198,0.380902814,0.336765522,0.383242386,0.159934229,0.000629724,0.022484834,0.183252515,-0.211045491,0.126749014,0.555897021,0.191191837,0.035050006,-0.111726772
P51811,-0.28739458,-1.17166351,-1.28415256,-0.83199124,-1.29169719,-1.48281667,-1.41299741,-1.4096072,-0.29565311,-0.89523816,-0.21013468,-0.92885939,-0.07763519,-0.99844145,-0.26523844,-1.15710073,-0.60211565,-1.28572431,-0.84013287,-1.50244293,-0.54481926,-1.47240549
P51812,0.37159854,0.21251759,0.51798975,0.65436263,0.5821037,0.76594645,0.50021655,0.48757752,0.22335622,-0.09939106,-0.07378956,0.12945733,0.2339233,0.07163842,0.063329,-0.12295589,0.32062506,-0.02422988,0.3308929,0.35364193,0.59759118,0.65167277
P51884,0.18800078,-1.42857661,-0.67099046,0.33647307,-0.48163554,-0.32737061,0.44349215,-1.66651876,0.27363218,-1.15215182,-0.05686003,-1.18577302,-0.34626842,-1.25535498,0.29252163,-1.41401388,0.17226239,-0.84366869,0.05953261,-1.75935325,-0.49387013,-0.29516855
P51888,-1.01788315,-1.39045958,-0.39232592,-1.05078778,-0.32930165,-0.30344506,0.04583307,-0.05279593,-0.67475629,-1.11403467,-0.22214403,-1.14765587,-0.2052069,-0.27458911,-0.46289098,-1.37589684,-0.64063297,-0.58521776,-0.3038386,-0.89241491,-0.53267211,-0.42709513
P51970,0.900224,2.1657689,0.6145493,0.7133856,0.6646697,1.1158174,0.8786671,1.2830815,1.4872462,2.1698401,1.6068587,0.9836999,0.9557901,1.3097982,1.4864719,1.8471755,0.9105585,1.6468137,0.1986023,0.9116133,1.0683434,1.129287
P51991,1.4200628,0.5838094,1.4827812,0.3061932,1.5450847,1.1905473,1.1320548,0.9339901,0.7407108,0.9984873,0.6532386,1.6254139,0.8405243,1.5578174,0.9204916,1.6307563,1.0087419,1.1050761,1.0995991,2.0644648,0.8782034,1.1055821
P52209,0.65687876,0.436285,1.05998841,0.7928394,0.86792101,1.10535628,1.08647913,1.19751492,1.42356445,0.72681394,0.86777029,0.72721705,0.92073503,0.63400213,1.03721596,0.09991254,0.78928024,0.72828993,1.31433841,0.21567313,1.0812224,0.85433318
P52272,0.81466,-0.13039051,0.81939778,0.57517727,1.09060359,0.60747604,0.74185302,0.51256145,0.43373187,-0.98000865,-0.03422328,0.14474524,0.38562781,-1.78217644,0.10250678,0.25957577,0.75559012,-0.08604028,0.92552594,0.72759365,0.47390545,0.33879729
P52292,-0.70091878,-1.40734832,-0.09060834,-0.36870678,0.1397861,-1.71849934,-1.64868085,-1.64529068,-0.49975412,-1.13092346,-1.47772388,-1.16454466,0.03268024,-1.23412663,-0.91977746,-1.39278559,0.22499313,-1.52140866,-1.07581821,-0.46626236,-0.69278634,-0.58790288
P52294,0.004387859,-1.480884857,0.093147526,0.067825286,0.098409769,0.208242327,-0.468278027,-0.675589768,-0.060911903,-0.505490669,-0.353707773,-1.238081471,0.01132752,-0.307342599,0.002450928,0.075419538,0.035798183,0.209536402,0.265708989,0.113920455,0.056590219,0.081214423
P52306,0.02320353,0.38043786,0.14390574,0.81796812,-0.14774429,0.2834033,-0.07351041,0.58060152,0.75767141,0.2869649,0.16977447,-0.05703719,-0.14205748,0.43863747,0.55042483,-0.58891056,0.46452427,0.25282144,0.5326173,0.44688154,0.3277484,0.33488082
P52564,-0.6284185,-0.6346358,-0.6505488,-1.3081915,-0.8618291,-0.7938836,-0.7792474,-0.6709689,-0.6816298,-0.5539058,-0.8444912,-0.7060903,-1.7336636,-0.4913978,-0.8404426,-1.633299,-1.9285334,-1.7619205,-1.3163331,-0.5438359,-1.7199859,-0.346458
P52565,0.5886808,0.7111655,0.7455828,0.9779927,0.6317158,0.7165875,0.876793,0.9675601,1.0516201,0.7977075,0.7548314,0.9474243,0.6629777,0.8919747,0.8546154,0.345978,1.1445711,0.8922681,0.8566734,0.8784415,0.7012249,0.8689256
P52566,0.01859949,-0.44110548,-0.08514646,0.3110915,0.35995386,0.09012213,0.22125096,0.18140751,-0.05884569,-0.24906785,0.02770556,-0.3952535,0.01356476,-0.47948688,0.05212586,-1.33711561,0.03981974,-0.37855527,0.52917967,-1.6824562,-0.03801116,0.01686155
P52594,-1.5090475,-1.182656,-1.295145,-0.8429837,-0.4619189,-1.4938091,-1.4239898,-1.4205996,-0.1303898,-0.9062306,-1.2530318,-0.9398519,-1.2684592,-1.0094339,-0.5085337,-1.1680932,-0.2432775,-1.2967167,-0.8511253,-1.5134353,-0.5558117,-1.4833979
P52597,-0.11856437,-0.59766201,0.04690739,0.14404105,0.73769035,0.0260284,-0.11110473,0.26147523,0.02135737,-1.18136797,-0.30687761,-0.51601956,-0.39343734,-1.2845711,-0.20304826,0.53426776,0.39694782,-0.05833294,-0.03275675,0.81296678,-0.09795073,-0.35615601
P52630,0.04008774,-1.46696244,-1.57945081,-0.09153568,-0.11791397,-0.273557,-0.0335852,-0.36281511,-0.47378788,-1.19053781,-0.83836964,-0.03730764,-0.07630249,-1.29374092,-0.41232503,-0.41970765,-0.25425591,-1.58102255,0.42087794,-0.36789278,-0.32811512,-0.55676334
P52655,-1.4540533,-1.1276615,-0.2427765,-0.7879892,-0.4707875,-0.5093005,-0.3879551,-1.3656053,-1.4550244,-0.8512361,-1.1980373,-0.8848573,-1.2134648,-0.9544394,-1.4744256,-0.414129,-1.4083406,-0.3552922,-0.7961308,-0.4755643,-1.1997868,-1.4284037
P52701,-1.8343087,-1.5079216,-0.4338271,-1.1682503,-0.1284888,-1.8190707,-0.6513196,-1.7458628,-1.8352798,-1.2314972,-1.5782969,-1.2651183,-0.7606954,-1.3347002,-1.8546804,-1.4933589,-1.0896328,-1.6219815,-1.1763919,-1.8386965,-1.5800464,-1.8086598
P52735,-1.2740268,-0.9476344,-1.0601236,-0.607962,-1.0676683,-0.3556762,-0.4899991,-0.3839517,-1.2749979,-0.6712089,-1.0180103,-0.7048301,-1.0334378,-0.7744122,-1.2943991,-0.9330716,-1.2283139,-1.0616954,-0.6161036,-1.2784146,-1.0197598,-1.2483771
P52758,-0.06203998,0.49708501,-0.54935531,0.57023146,-0.50363479,-0.59029521,-0.36559947,-0.22732211,0.25808244,0.97622786,0.28926981,0.0834165,0.15105833,0.27826715,0.38176097,0.27225124,-0.26699916,0.25941826,0.29562077,0.19144731,-0.56440103,-0.12609925
P52789,-0.07030406,-0.48015376,-1.44791196,-0.9957512,-1.45545657,-1.6465751,-1.57675628,-1.5733661,-0.22853702,-0.16657353,-0.51524147,-1.09261932,-1.42122627,-0.46323163,-1.68218547,-1.32086042,-0.14662496,-0.56769178,-1.00389283,-1.66620121,-1.40754831,-1.63616399
P52790,0.076163904,-1.290979886,-0.437602433,-0.951307811,-0.712044372,0.022159076,-0.05045208,-0.06538098,-0.252010596,-1.01455472,-1.361355608,-1.04817594,-1.376783051,-1.117757964,-0.165995546,-1.276417123,-0.166782268,-1.405040512,0.627451877,-1.621758407,0.005864103,-1.591721113
P52815,-0.74641234,-0.18727631,-1.81585264,-0.66472743,-0.8780049,-2.01450764,-1.94469255,-0.31527813,-0.25097558,0.20445721,-0.24274718,-0.42311356,0.21386432,-0.32527705,-0.01329403,1.03797678,-1.98403541,-0.19282425,-1.37183824,-2.03413246,-1.77548991,-0.14504272
P52848,-2.0264943,-0.606314,-1.8126018,-0.4514468,-1.8201462,-1.1094795,-1.9414418,-1.9380518,-2.0274654,-0.7247235,-1.7704896,-1.4573135,-1.7859167,-0.5928327,-2.046865,0.2084202,-1.9807847,-0.8443534,-1.3685873,-1.1288388,-1.7722391,-2.0008465
P52907,0.3616276,0.21045431,0.64332144,0.7686591,0.90802666,0.74010215,0.6998542,0.52313669,0.55921179,0.43980853,0.48377483,0.31572104,0.53169432,0.0459082,0.52264342,0.14343643,0.54838143,0.32413418,1.08042573,0.09888598,0.6903239,0.63845565
P53004,0.80418333,0.69090504,0.76396949,1.44230804,0.46972966,0.89249262,0.75555156,0.37384522,0.94670709,0.48604134,0.72377672,0.82798568,0.69391051,0.96141471,0.73125988,0.01268864,0.86144668,0.36594084,1.06885369,0.97645275,0.71395765,0.7951287
P53007,1.081197852,1.626349009,0.383823771,0.720517325,0.416006254,0.759925936,0.871908528,0.96279412,1.511508563,1.567394263,1.457384341,1.515493818,1.160464915,1.303578055,1.266238401,1.987241882,0.759094716,1.743167551,-0.005127697,0.983229321,0.638932607,0.918163097
P53041,-1.9508555,-1.6244723,-0.1556571,-1.284802,-0.2597751,-1.9356178,0.1040992,-1.8624112,-0.4773933,-1.3480487,-0.5047966,-0.4787598,-1.7102745,-1.4512516,-0.5214942,-1.6099097,-0.1269739,-1.7385315,-0.5939742,-1.9552431,-0.8036071,-0.2399971
P53396,1.396442,0.8306523,1.7604815,1.5335844,1.5641337,1.6106986,1.2929579,1.0705233,1.1038802,1.0342156,1.2994911,1.2411436,1.5359902,1.7626578,1.2974095,1.3985615,1.3090072,1.1366922,1.5939137,1.160186,1.848474,1.4620734
P53597,0.4055505,1.0487183,-1.627058,0.3113729,-1.6346025,0.3849416,-0.0388594,0.7267913,0.9713862,1.2749354,0.8690378,0.8199582,0.2804211,1.0013312,1.0511068,1.1097523,-0.2583546,0.842292,-0.4840705,0.6652056,-0.2344804,0.6073546
P53618,1.2790436,0.4614854,1.4431894,1.3464203,1.1973455,1.4113425,1.2661388,0.94218,1.0301225,0.6275963,0.8147681,1.0700853,1.0759718,0.9105606,0.8754914,0.909788,1.3484235,0.8433997,1.1763982,1.1224012,1.098003,1.14744
P53621,1.5190269,0.9939223,1.8518544,1.6639554,1.9688977,1.8104565,1.7941136,1.4507293,1.2390351,1.2156634,1.4359068,1.7000244,1.6767413,1.4891051,1.3611815,1.4482407,1.5757509,1.4904255,1.889991,1.5806288,1.6830285,1.6418451
P53634,0.15943863,-1.04056533,-1.15305449,-0.70089293,-1.16059913,-0.11819534,-0.18014548,0.27082184,-0.34297185,-0.76413987,-0.41197145,-0.79776111,-1.12636869,-0.86734318,0.01488135,-0.09899394,-1.32124468,-1.15462624,0.26590678,-0.35114638,-1.11269069,-1.34130777
P53677,-1.61531558,-0.40876323,0.07421041,-0.94925276,-0.15039353,-0.67208204,-0.64053022,0.23385994,-1.61628671,-1.01249967,-0.66033134,-1.04612089,-1.37472801,-1.11570291,-1.63568769,-1.27436208,-0.16740397,-0.05885664,-0.95739439,-0.46507948,0.24660273,-0.53505942
P53680,0.8340626,1.1925226,1.1462311,1.1828842,1.0845162,1.1466734,1.1911517,1.4464958,1.0200224,1.340228,0.987701,1.3586919,0.8885832,1.3608059,1.0805721,0.6724443,1.0736414,1.0374916,1.2922049,1.0451379,1.3505635,1.1298866
P53779,-1.91008379,0.18300639,-0.65275511,0.2620238,-1.00476505,-1.89484595,-1.82502892,-1.82163881,-1.91105488,0.20558943,-1.65407407,0.1135486,-0.73981358,0.24437461,-1.93045516,-0.51220102,-0.55022822,0.04244033,-1.25216987,0.38241334,-0.37777016,-0.78799078
P53801,-0.09371445,-1.36725682,-1.47974553,-1.02758494,-0.12516447,-1.67840839,-0.17304194,-1.60519952,-0.99565144,-0.27573989,-0.55762376,-0.22585676,-1.45305987,-1.19403504,-1.71401867,-1.35269407,-1.64793444,-1.48131727,0.49245607,-1.69803445,-1.43938192,-1.6679973
P53985,1.04506736,0.91132602,0.50768693,0.56080666,0.81497919,1.03088959,1.21683362,0.80140336,1.03114767,0.03780128,0.65782448,0.81596769,0.52522699,0.48204494,0.82702485,0.58946026,0.98151708,0.43757899,1.27860239,0.10620418,0.62687008,1.04966968
P53990,0.2511098,0.32131162,0.46619232,0.45569031,0.33843017,0.49899087,0.41902538,0.49182676,0.03411621,0.2074915,0.06233461,0.40671215,0.3281093,0.22091356,0.1573662,0.40395262,0.42289843,0.31069467,0.78274716,0.37997966,0.14877873,0.30112568
P53992,0.5295941,0.2530377,0.7396792,0.4980079,0.5888942,0.6231524,0.5824147,0.3888465,0.3339705,0.6134518,0.4349785,0.7983648,0.6902246,0.6416575,0.484715,0.9317297,0.3269966,0.7414637,0.5602613,1.0259027,0.4611723,0.4665269
P53999,-0.68200602,-1.25552199,0.99789544,-0.91584984,0.30082039,0.1722542,0.52478616,-1.49346536,-1.58288415,-0.97909676,-1.32589775,-1.01271798,-0.42443194,-1.08230002,-1.60228517,0.09144993,-0.76369349,-1.36958268,1.31954266,-0.71434035,-0.62867789,-1.55626348
P54105,-0.19202587,-0.23404677,0.07398914,0.03667446,0.35375937,0.05920223,0.04422844,-0.31489739,-0.22617379,-0.07028634,-0.33354371,-0.80287753,0.20259116,-0.8724596,-1.39244616,-1.03111896,-0.26576537,-0.04186361,0.33025395,-0.17309519,0.08493879,-0.21490467
P54136,1.06315305,0.24655756,1.47211724,1.01551078,1.46673523,1.42281711,1.35494926,0.85316366,0.79973706,0.01074189,0.71079664,0.45352037,1.06472855,0.86651087,0.67117776,0.10494658,1.21232674,0.58822004,1.68519378,0.72532112,1.29142067,1.00885132
P54289,0.003911332,1.040394653,-0.476197147,-0.003343881,0.068652117,-0.235515155,-1.272944344,0.861863144,0.351921314,1.137446041,0.690528261,0.678653323,0.140838575,0.920119611,0.604914898,0.057005199,0.330964266,0.662009681,-1.399048411,0.486161542,0.385257697,0.658934063
P54577,-0.2270922,-1.4602632,0.331509,-1.1205917,-0.3638505,0.328074,-0.1006813,0.1583434,0.2899184,-1.1838385,-1.5306387,-1.2174597,0.3311955,-1.2870417,-1.8070233,-1.4457005,0.6133373,-1.5743233,-0.4297636,-0.5037781,-1.5323881,-0.2711313
P54578,1.1289246,0.6055102,0.891235,1.3043437,0.8876753,1.1433878,0.7209139,1.1000002,0.9660122,0.3730805,0.8381468,0.9971434,1.0371864,0.3088662,0.9007309,-0.2643438,0.992984,0.8016736,0.8150231,0.9047241,0.8621169,0.8980905
P54619,0.20963503,0.92034927,0.18269997,0.85561066,0.3047857,0.40592993,0.30626501,0.35695899,0.20092558,0.80289792,0.03047738,-0.01982618,0.45997348,0.07447542,0.33410932,0.53435766,-0.01496485,0.38410512,0.56281409,0.37419159,0.32990949,0.46672298
P54652,-0.6106641,1.006371,0.6163782,0.7960314,-0.1121995,-1.1636982,-1.0579099,0.5952428,0.8928496,0.6733273,0.7419223,0.4861944,0.7830076,0.9997434,0.8689196,-1.5369496,0.1531546,0.4149331,0.7200008,0.2519858,0.7153535,0.7791955
P54707,-1.2345957,0.8972546,0.298843,0.7461977,0.3551135,-1.9183169,0.2516447,0.783249,0.3541924,1.0581395,0.5923283,0.4728881,0.5083539,0.4885914,0.1598487,-1.5926081,0.5400037,0.5405565,0.3993875,-1.9379423,0.2742666,0.5741822
P54709,0.9806311,1.0784865,0.8232637,0.8509212,1.2991237,1.2967109,1.087756,0.971304,0.9954257,0.907561,1.1171249,0.5240517,0.8826959,0.7630514,1.0355449,1.1087954,1.235815,0.7873895,1.2156882,0.7956537,0.8318986,1.0951521
P54750,-2.20869749,-0.40902476,-1.99481947,-0.42076421,-2.00236358,-0.07867495,-0.58249166,0.49851373,-1.05083492,-0.03732731,-1.25375082,0.22893763,-1.96813539,-1.70911905,-2.22906587,-1.86777411,-2.16299226,0.12896487,-1.5508125,-0.06359284,-1.95445819,-2.18305223
P54764,-1.852448855,0.1267202,-0.847651057,-1.186391034,-0.947127757,-1.044058164,-0.658124028,0.003743626,-1.853419959,0.155194241,-1.59643747,-1.283259027,-1.611864795,-1.352840907,-1.872820456,-1.511499504,-0.474368387,-0.441336024,-1.194532655,-1.122872951,-0.305356979,-0.293200855
P54793,-0.6698026,-1.3719354,-1.484424,-1.0322635,-1.4919687,-1.6830869,-1.6132682,-1.609878,-1.6992963,-1.0955104,-1.442311,-1.1291316,-1.4577384,-1.1987136,-1.7186971,-1.3573726,-1.6526129,-1.4859958,-1.0404051,-1.7027129,-1.4440604,-0.9737091
P54803,-1.43678018,-0.173162081,-1.222877398,-0.071745997,-1.230422036,-0.052715055,-0.081290595,-0.244712292,-1.437751315,-0.007273643,-1.18076414,-0.867584118,-1.196191617,0.230778323,-1.457152443,-1.095825505,-1.391067455,-1.224449148,-0.778857582,-1.441168014,-1.182513618,-1.411130521
P54819,0.447694644,0.666916079,0.152140932,0.444383607,0.541115048,0.555836265,0.701583279,0.203000429,0.491323948,0.309359503,0.391403118,0.765389722,0.583603885,0.784876757,0.710045716,1.139756481,0.141028392,0.565624291,0.388751808,-0.007163039,0.019671255,0.428219689
P54886,-0.18669361,-0.20277218,-1.61721857,0.10632462,-1.62476313,-0.29813303,-0.16971344,0.05545343,-0.06052086,0.10714069,-0.46822032,-1.26192709,0.17176756,-1.33150899,-0.20219431,0.62134671,-0.48211853,-0.87665753,-0.47423102,0.20092072,-0.52211142,-0.4684554
P54920,1.01022243,0.69794021,0.80433287,0.58774521,0.67274422,0.84991759,0.88917859,1.02178218,1.0281962,0.44396088,0.77943249,0.43146287,0.53861209,0.54189067,0.74685116,0.04607603,0.74357902,0.80145684,0.89833353,0.28010405,0.77531004,0.63066151
P55010,-0.48161059,-1.43512507,-0.04018389,-1.09545343,-0.25061386,-0.15930194,-1.67645731,-0.28229682,0.02707011,-1.1587003,-0.34466217,-1.1923215,-0.8219596,-1.26190345,-0.27180507,-1.42056234,-0.01152078,-0.8119697,-0.24267571,-0.89275583,-0.38475061,-0.39972465
P55011,-0.50765328,0.72570578,0.15232577,0.7969667,-0.05348807,0.31255422,0.32007587,0.52074295,0.21260454,0.4428903,0.50139965,0.41482464,0.25012594,0.57525717,0.66468582,-0.24615775,0.41562129,0.43741188,0.02564555,0.24488531,-0.10412445,0.46799891
P55036,0.281671534,-1.181015044,0.267044927,-0.057301596,0.30283165,0.411221671,0.511835531,0.140879765,-0.095233157,-0.904589708,-0.33449524,-0.000602571,0.074945619,-0.117052781,-0.28842802,-1.166452266,0.193199115,-0.59610641,0.396249701,-0.355943384,-0.080320311,0.002724056
P55039,-0.11348454,-1.65895957,-0.8757999,0.02389291,-0.24136644,-1.97010351,-1.90028757,-1.8968975,-0.13445953,-1.3825363,-0.72253139,-0.25474501,-0.30920633,-0.36914264,-0.30702939,-0.45017702,-0.16261697,-0.49540602,-0.26047956,-0.12403345,-1.03211805,-0.55447029
P55058,0.16458758,-1.16720583,0.29748915,-0.82753355,1.2232264,-0.77939036,0.55283856,-0.47805852,-0.36245768,-0.89078047,-0.25645676,-0.92440171,-0.05981967,0.25082092,0.07130635,-1.15264305,0.58878615,-0.18009073,1.73524674,0.08142447,0.60803951,-0.14796286
P55060,2.2328771,0.5102784,1.0281948,1.0189222,2.3127662,1.0098733,1.106796,0.7689289,0.6751788,0.4255428,0.4254081,0.7502778,0.8571435,0.8844704,0.8005998,0.6606907,0.8949578,0.796639,3.5121043,0.975257,0.6030129,0.7540495
P55061,0.54002001,0.0330127,-0.22595771,-0.83843796,-0.15313241,0.27466732,0.25741156,0.03556097,0.03042101,-0.20271498,0.03299718,-0.93530612,-1.26391351,-1.00488818,0.10954914,0.25299838,0.2556324,-0.14720538,-0.08832101,0.20803396,-0.24738867,0.24552958
P55072,1.849698,1.815898,2.025357,2.132567,1.859587,1.760106,1.666542,1.549292,1.70918,2.423427,1.904556,1.918938,2.104092,1.873041,1.599667,1.896059,1.41563,1.776136,2.079379,1.770611,2.026058,1.373343
P55084,1.509687,1.887595,1.028072,1.72404,1.117542,1.514853,1.502423,1.717317,1.930794,2.064826,1.916582,1.571975,1.770018,1.920112,1.959902,2.038621,1.385971,1.896229,1.234153,1.174096,1.476437,1.720531
P55087,1.4485661,1.7020026,1.1264124,1.4613155,1.0979469,1.5103443,1.5271829,1.5071374,1.5575475,1.602317,1.7268383,1.4941775,1.656256,1.4927454,1.4680534,0.1594078,1.3078906,1.4695155,1.5629139,0.9490632,1.5184463,1.3706525
P55145,0.10657995,-1.69913616,0.03144127,-1.35946669,0.14939948,-0.20166046,0.06388293,-0.19855782,0.01701334,-1.42271337,-1.07054578,-1.45633443,-1.78493772,-1.52591605,-0.42056838,0.30629204,-0.35669008,-0.4909595,-1.36760829,-0.53313947,-0.28380839,0.03245194
P55157,0.06992909,-1.23939763,-0.26014159,-0.20075554,0.33525362,-1.55055039,-1.48073127,-0.37784386,-0.6075083,-0.96297237,-0.37547976,-0.27715155,-0.52586567,-1.06617564,-0.52998495,-1.22483486,-1.52007624,-1.35345834,-0.90786709,-1.5701766,-0.05414172,-0.18897601
P55160,0.087487182,-0.323310857,0.20971382,-0.875442299,0.537090064,-0.250741093,-0.207652748,-0.253473001,-0.005484795,-0.93868922,0.388590711,-0.972310448,-0.417079094,-0.342922671,0.138218357,-1.200551738,0.005982891,-0.545602055,0.386697873,-1.545893662,0.191533106,0.162647545
P55209,0.1767923,0.03159228,0.39366102,0.59705561,0.74655226,0.36319313,0.60515167,0.06033549,0.49493522,-0.43517978,0.08264331,0.89475884,0.02385547,0.96176067,-0.22176268,0.22430968,0.44187325,0.62660293,0.31889553,0.0622868,0.40587333,0.91952175
P55265,0.36567112,-1.33936064,0.29047094,-0.99968869,0.48236594,0.20784369,0.20361069,-0.23994662,0.10073533,-1.06293559,0.0252571,-1.0965568,0.06361517,-1.1661388,0.18457371,-0.37003642,0.04426724,-0.50437535,-0.30886047,0.18703207,0.4093517,0.66299123
