proteinId,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22
O15260,60682000,2408500,5926100,2066500,14417000,15607000,13234000,,8492000,2633100,8646700,,13565000,,,1177000,11723000,11086000,7002800,11509000,,2051600
O15269,238870000,45503000,42600000,37238000,59428000,107000000,65262000,58099000,43770000,34455000,64023000,55073000,41180000,61087000,123280000,148890000,102550000,66400000,16621000,157540000,44225000,87143000
O15270,19574000,1597700,8864100,,,,,,15021000,,6701800,,,,12871000,2041400,5540100,,,,8593500,7865100
O15294,,2642900,,,11564000,21211000,10495000,19429000,5387100,,,,12417000,,6025500,3659600,22176000,12185000,,21291000,14526000,9393800
O15321,,2340100,,8417700,9482800,27248000,16754000,2466400,3758200,,1738400,4128000,3021100,2598000,,93377000,,,3726100,13267000,,4465300
O15355,,,25564000,,10175000,5371800,9269200,2318900,,,,8730000,11766000,,,2783200,15036000,,,18694000,2629000,7067800
O15357,,,,1919900,5500100,9562800,8518200,,4200500,,,,4575500,,1809200,,2672000,,7860800,3795400,,
O15372,,,26078000,6641300,36528000,59965000,35474000,21691000,,,,4334200,,4394700,12079000,5722800,18002000,10451000,3076300,19862000,13421000,9269200
O15394,52297000,317570000,22447000,27396000,14269000,141720000,3517500,613850000,244890000,187470000,179600000,82734000,98744000,125210000,177210000,79253000,189610000,215270000,12871000,218890000,101670000,108070000
O15400,58977000,220760000,53339000,69909000,88518000,96769000,67026000,168380000,174790000,65666000,125950000,67620000,77899000,73148000,201810000,105690000,129870000,145260000,47148000,253070000,73386000,139220000
O15427,46034000,756130,6956300,,39290000,11830000,68133000,12802000,18595000,,6077200,,6933300,,25574000,4380200,49151000,,4859600,,21816000,39342000
O15438,,,,,,4864000,12879000,,,,,,,,,,,,,,,
O15439,15251000,,1292300,,3249900,,4211600,3172000,16070000,952250,6425900,,,,11659000,,8066000,,,,1630500,3940100
O15455,,,2622300,3868300,4292200,,,,,,,5754300,,,,,,,4167900,,,7548100
O15460,8767600,,,,,7734500,,,,,,,3495600,,,,36634000,,4362900,,,
O15484,178030000,24230000,21232000,8151500,108190000,237570000,247850000,112610000,395570000,7867900,98941000,5872800,32305000,7404700,207350000,25349000,112300000,43438000,12697000,18153000,36538000,68980000
O15498,231510000,105960000,167530000,76952000,157750000,318300000,183620000,102620000,175620000,48758000,89937000,39781000,183780000,65807000,193820000,50922000,251600000,122180000,125560000,202720000,100230000,199860000
O15511,29966000,17778000,44796000,2982100,125910000,29190000,116460000,50712000,64563000,16484000,27955000,12399000,39294000,17111000,72621000,3170500,70495000,12682000,70042000,11885000,47625000,57495000
O15523,,,,,,,7231700,,,,,,,,,,,,,7512400,,
O15533,388130000,82473000,241860000,115430000,216230000,331370000,624470000,223760000,169880000,56960000,181740000,378240000,74323000,129910000,299320000,264990000,279700000,209300000,162870000,193230000,105330000,454090000
O15540,183830000,,192280000,4542300,132820000,1095500000,446680000,215940000,527250000,6268900,30033000,61156000,5782600,40742000,443260000,6657500,920630000,70790000,,110480000,42351000,182610000
O15550,336270,18297000,,,,,,,,17661000,,3574000,,12732000,,14055000,,8158600,,14479000,2239600,
O43143,73217000,3315900,117500000,16856000,160670000,82112000,83350000,32233000,8317500,2764400,11210000,16719000,55517000,12951000,13624000,20067000,34816000,17668000,14643000,100020000,37353000,62444000
O43149,48204000,1712300,111240000,5607700,77563000,83896000,38913000,8148200,33728000,11695000,24646000,13022000,49603000,24174000,69297000,15947000,56588000,27704000,14574000,60924000,118100000,105690000
O43157,132900000,62044000,14972000,18051000,27831000,24013000,26844000,27810000,72820000,28531000,48403000,46720000,43787000,37164000,72540000,30969000,19418000,49308000,40916000,36501000,12354000,24334000
O43169,212730000,182350000,59904000,19840000,52143000,112660000,94200000,119610000,439990000,82927000,174970000,37277000,30614000,94036000,193690000,109130000,77606000,108110000,12114000,163000000,66115000,94597000
O43175,766300000,409920000,528720000,529760000,357790000,364340000,365380000,638540000,315480000,214470000,320660000,526990000,676260000,241220000,482730000,44522000,325390000,1146700000,704560000,1572000000,161900000,818840000
O43181,25378000,392350000,33650000,20466000,20380000,91538000,53502000,70831000,150850000,292210000,168610000,86582000,116370000,148170000,217500000,464120000,44681000,288620000,8266100,61042000,49656000,124350000
O43236,,4183400,,3581500,,,4904800,49455000,,3016500,3084500,,,1279900,,,,2267000,,3526500,,
O43237,186990000,3179600,107830000,16151000,59879000,213870000,134420000,70410000,54277000,1320300,39265000,2211200,90750000,2720200,82170000,,136080000,39411000,65623000,44102000,85422000,165820000
O43242,238880000,54433000,259030000,87686000,233160000,354340000,352240000,252940000,147070000,21560000,45940000,32879000,146000000,42390000,126100000,27339000,232630000,64722000,86752000,277200000,199530000,309740000
O43264,17375000,,5856400,,5822700,9949800,6162400,3693700,13153000,,5941500,,,,9549200,3925900,16061000,2105800,,,4192800,9736600
O43272,29397000,89787000,,25924000,,20190000,,31274000,78584000,36344000,83929000,14095000,68817000,118940000,89583000,5678400,5378100,39907000,,20279000,11155000,15648000
O43292,228480000,85958000,81604000,26468000,83908000,52606000,85920000,42302000,59101000,80684000,68707000,57366000,26978000,61347000,114660000,245080000,104900000,73802000,7180800,133620000,63206000,98823000
O43301,6206100,458620000,128040000,115210000,16638000,196060000,24314000,608480000,320000000,153940000,135960000,81669000,92286000,110730000,366420000,24179000,307260000,423850000,16571000,618710000,221140000,141440000
O43324,91240000,8364000,143170000,23769000,119340000,153560000,110970000,45166000,38653000,6284000,11954000,33475000,70200000,16809000,33214000,17564000,70000000,15391000,85601000,44728000,85145000,33729000
O43390,320590000,58005000,340250000,18373000,344310000,248900000,239990000,109010000,96245000,18254000,49106000,44556000,92976000,79524000,122970000,273410000,176440000,67011000,107120000,879370000,103540000,140790000
O43396,46110000,28788000,63001000,11723000,40992000,119850000,60005000,88703000,185550000,10906000,45248000,9428900,33550000,7416600,119300000,10754000,143030000,39703000,9307000,44139000,58940000,60459000
O43402,165550000,73112000,26178000,33629000,35274000,30556000,40754000,28511000,62844000,60479000,52733000,60011000,71955000,40614000,51270000,235160000,42094000,16274000,,123350000,31809000,60126000
O43426,15510000,56956000,31931000,59285000,5684900,35249000,14764000,221150000,135480000,49049000,57924000,18154000,62049000,50558000,64058000,,110530000,35269000,2495000,137710000,42424000,29016000
O43451,,,,,,,,,,,,,,,,,,,3656900,,,
O43464,2684200,11789000,,,,,4357000,15224000,12154000,5883300,1987300,7328200,,7341700,2328200,24041000,,5446800,,14094000,1682300,7314400
O43488,28799000,13168000,17015000,,10471000,27077000,17068000,41242000,92500000,,28958000,,1935900,,65174000,4617000,20595000,32290000,10813000,39694000,11300000,14692000
O43490,5210200,4191000,,,,,,6574500,,,4066300,,,,5897600,2671500,2016800,5184200,8155000,1875400,1642800,3748000
O43491,69482000,296490000,66284000,123790000,150020000,257780000,263740000,325490000,337650000,171280000,133640000,123240000,152990000,137470000,300800000,22809000,147670000,226170000,84302000,140400000,118690000,340600000
O43493,80421000,21100000,10089000,10360000,12377000,7816400,22769000,20119000,42371000,13038000,32224000,11050000,3239200,5534800,32452000,49070000,37541000,14644000,2212300,70691000,17449000,36308000
O43504,47489000,60690000,18647000,5769000,35922000,26007000,33836000,30704000,39084000,19778000,4070200,24195000,5332300,9786300,47967000,30607000,37273000,47260000,17407000,42827000,13086000,27153000
O43505,97643000,54306000,7642300,4269500,30143000,27079000,17063000,21182000,27341000,26571000,22399000,20795000,50050000,26389000,49546000,129560000,22606000,29288000,1421800,71674000,26839000,41141000
O43567,,,,,19451000,9055400,,,10878000,,,,,,,17609000,,,14108000,,,
O43581,,5683500,,,,3634700,,13503000,7410400,3623700,2206300,1430400,,,,,,1337300,,,,
O43592,8549900,3250600,6821000,3778300,5351200,24401000,16592000,8268300,13911000,1107700,,,7049400,,8893100,5201600,10578000,17496000,4538100,59094000,6068800,22284000
O43602,4365900,,4536400,,2380600,,,,5508800,,,4208700,13442000,,,6125400,13078000,,,33134000,,
O43615,21113000,5589000,1218800,1739500,4645900,8998200,2074200,17101000,33826000,2884700,13823000,2139500,12681000,,30885000,18353000,12163000,,,18774000,6688600,31460000
O43617,10755000,3633200,15724000,4655800,9370600,14196000,21912000,7741900,9811900,2332500,3982200,3792700,,,9500800,3109200,13951000,5497400,7163000,7266300,10247000,16753000
O43633,13605000,5231500,20722000,2373900,22443000,25970000,12635000,19335000,15453000,2691200,7207100,,,1704800,16450000,3243300,,3517700,16471000,,,20287000
O43670,4240700,2303200,9376000,,6824900,,3821500,,,3899100,,5091600,,,3315600,14809000,2935100,,,,1703100,
O43674,16315000,504300000,5457300,21604000,6338900,57653000,25404000,101030000,54105000,373100000,89803000,89393000,24557000,84299000,92022000,254030000,15928000,152410000,,68905000,8107700,59303000
O43676,61851000,924720000,53139000,65634000,15145000,114260000,72352000,183250000,188140000,782950000,193580000,113820000,117740000,313350000,311040000,517600000,72154000,224080000,,152660000,73161000,131010000
O43678,49952000,512920000,50466000,21119000,14105000,54393000,34858000,118190000,161840000,424190000,208520000,162570000,130240000,251940000,329160000,812750000,44694000,321150000,5359600,65627000,82476000,185250000
O43681,192790000,106720000,122310000,59367000,109620000,158250000,82343000,111730000,111960000,29135000,56088000,93751000,32102000,75896000,149840000,122030000,123050000,158140000,61015000,357700000,94070000,224320000
O43684,15225000,,44901000,,25594000,6846100,6500500,11175000,5490600,1029600,,3895300,,4271300,3360100,35177000,,3746800,7301200,61762000,,3494500
O43687,,,,2095500,,,,11917000,16391000,,6851800,1525500,7391600,,9202000,,,,,4051100,,
O43707,334090000,31830000,152120000,97841000,307480000,528960000,632150000,227250000,290130000,28198000,105020000,26241000,110550000,22362000,280740000,24794000,293900000,30355000,152570000,77885000,134990000,439820000
O43747,66618000,36363000,41277000,30305000,43535000,80506000,27129000,82803000,61378000,14635000,30505000,24861000,13569000,19711000,57316000,20196000,77641000,50521000,19913000,107020000,33220000,88509000
O43752,,,8532700,6735700,8136800,13092000,9257800,14246000,,,,3903800,,4296400,16011000,8648700,,8499400,,18282000,10455000,10013000
O43759,113080000,539160000,135110000,119670000,40348000,223350000,32175000,827410000,601280000,239780000,331150000,274910000,370870000,493230000,479600000,82184000,303860000,437770000,18360000,783130000,679870000,238770000
O43760,72585000,48285000,32441000,82169000,111440000,52431000,42800000,12865000,47776000,26149000,91585000,17528000,61604000,46432000,173150000,18346000,57555000,26908000,64389000,32225000,56740000,99308000
O43761,50919000,490450000,57217000,55728000,15927000,155000000,,501020000,301480000,242330000,262140000,114730000,266760000,331310000,258530000,64880000,217960000,314020000,10928000,507640000,347850000,168970000
O43765,4744000,,15231000,,20093000,45264000,31832000,25590000,17879000,,2310600,3264600,4432200,1252300,7707600,1931900,31119000,7885600,4079200,10535000,8007600,15643000
O43772,82721000,125120000,8373000,18473000,8843700,43197000,68245000,74500000,384040000,87098000,133180000,,60509000,64271000,189760000,442690000,23210000,105810000,9574700,37797000,8487800,84968000
O43776,15633000,,16952000,,7652300,10220000,17394000,11830000,45265000,1953000,10880000,2352900,5869800,,38792000,,39397000,,,,12299000,15430000
O43795,4379500,,,,15033000,3274000,5524000,,,,2080800,,,,12304000,,,,,,,23206000
O43809,,1069700,5704700,2159500,8378600,4793400,14981000,4157600,,1481600,,7070000,2089900,2341100,,6232100,,2475300,1507800,15066000,2519200,3931300
O43813,29021000,113420000,46006000,12872000,16143000,154240000,71372000,158490000,323000000,28374000,86097000,15694000,49001000,39712000,181150000,26720000,145150000,131830000,28493000,46315000,71777000,99923000
O43837,33430000,133220000,7680400,8571800,3946700,98618000,28366000,182950000,86184000,126680000,62165000,40279000,47611000,80820000,125700000,127430000,11755000,66296000,,109470000,36496000,94140000
O43847,,,,,,,,,,,,,,,,,,,,,,
O43852,297460000,51385000,119930000,58760000,168900000,176440000,371360000,67312000,157650000,39290000,80904000,69416000,288440000,81480000,237620000,373290000,142330000,59378000,104960000,261520000,68497000,167150000
O43854,35966000,183510000,24331000,20037000,,56897000,32250000,121870000,105510000,62749000,119680000,3364700,58002000,42256000,137050000,56672000,31080000,64075000,2268100,39560000,50884000,112040000
O43865,74870000,381310000,527730000,56354000,113850000,249350000,467530000,142500000,247800000,112460000,240600000,209640000,210520000,144160000,216410000,5980300,143520000,465910000,74165000,210070000,122660000,210240000
O43866,484640000,293240000,418830000,30081000,493240000,266830000,278800000,57982000,289270000,245190000,111160000,125550000,494620000,969100000,741930000,355270000,180880000,2170600000,461850000,590130000,423060000,131140000
O43914,5314900,,,2665900,7556000,5509600,3749900,,4420900,,3084000,,4481700,,,,,,8674400,,5558400,8474300
O43920,37035000,1188400000,27453000,32516000,12818000,116140000,60009000,156150000,149880000,762660000,273050000,158740000,159980000,243330000,316510000,614310000,52416000,303050000,3657900,89113000,40954000,96699000
O60216,,,4668400,,4187200,,,,9542800,,,,,,,2107700,9128600,1752700,,9152700,,3304800
O60220,4665900,5072300,,,,,,3775800,,3261800,2224500,1463900,,1915200,4817300,9500400,,5410900,,5679200,,
O60256,8914500,,3824600,,,,,,6905400,,3982400,,,,6799100,,804110,,,,2221200,
O60262,38560000,75457000,17154000,37843000,11333000,95337000,87631000,122830000,125700000,64496000,133920000,16571000,21979000,108860000,100490000,6789900,110070000,64480000,2107600,51354000,24705000,51949000
O60264,9895900,,,,,9700700,,,,,,,,4093200,9859200,4797300,,,,13013000,,
O60268,,3828900,4686500,,,3486800,,38938000,,2415800,,2907100,6315900,3862700,,1248200,14751000,,,17685000,5658100,5750000
O60271,20413000,,,,2015600,25915000,10487000,12711000,19261000,,17392000,,,,,,,,,1608600,,
O60279,,,,,,,,,,,,,,,,1410100,,,,26378000,,
O60282,13337000,4774500,14282000,14540000,8743000,33249000,4304000,32849000,22744000,4377700,10837000,3418200,12842000,26058000,10593000,,32193000,12413000,,19918000,26945000,33461000
O60291,,7390100,,,,,,6707600,,1824800,,,,,,7083500,,3027700,,10964000,,
O60313,581620000,966520000,104530000,151500000,64549000,493900000,221470000,831970000,983730000,925870000,959480000,214710000,523420000,357110000,1227400000,740980000,247590000,609120000,65695000,429950000,290590000,455860000
O60443,60018000,13396000,27285000,19741000,37235000,108150000,75991000,24984000,70046000,657370,21902000,5232800,22398000,3677300,78664000,31821000,91559000,14881000,8748400,79677000,22781000,88259000
O60462,9338100,,5816800,,23262000,12295000,12244000,10994000,,,2712500,,3529900,,13809000,,28576000,10777000,,21686000,8679500,11558000
O60476,,,5561900,,,2690400,3744400,,,,,1731900,4268900,,6895600,70019000,12275000,2668100,,16665000,,2401700
O60488,24698000,9820500,9724500,2827400,17248000,9968200,6818000,15435000,20057000,11960000,20568000,10794000,12711000,10055000,29207000,9841900,14189000,3105700,3259400,5430400,20280000,13783000
O60493,69111000,27745000,90302000,73158000,214240000,176400000,166580000,62023000,146550000,22604000,46920000,45133000,144130000,42361000,166190000,34303000,286710000,23067000,64575000,107970000,71411000,97238000
O60506,55923000,10952000,42907000,,45276000,83741000,60984000,23360000,25305000,10855000,11318000,23179000,32722000,11367000,18101000,66458000,78065000,25164000,46988000,128030000,22355000,51057000
