proteinId,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22
O95476,30192000,5118100,14505000,3710400,4923100,12028000,19472000,4453000,20122000,3181100,11972000,10623000,11453000,12775000,21600000,,7453900,,2209200,9752700,12950000,25290000
O95479,126740000,,10799000,,37685000,2471000,43502000,15293000,96408000,,13861000,4009900,15911000,,37841000,7300200,5468800,,,,7940200,110880000
O95486,7136100,,14480000,,7423800,16970000,20946000,,4990200,,,,2626100,,,7206600,9905300,4294300,4420800,19020000,,
O95487,,4959200,79253000,,36261000,36474000,28006000,9421800,,5004200,3780200,,,,9940600,7165200,14764000,26586000,,56704000,19539000,16948000
O95502,30003000,29286000,6009200,3187100,22981000,2237300,,171150000,69909000,13912000,73790000,28479000,157650000,11321000,32511000,13158000,25035000,20644000,,29057000,49870000,32259000
O95562,,1785100,,2277900,,,959420,2557400,,,,2774700,,1541300,,3161900,,1962900,,13025000,,
O95563,97714000,283710000,13136000,,11843000,24957000,8798000,46551000,190890000,211920000,156000000,,53216000,40838000,147060000,211360000,33920000,136680000,4764800,106070000,32992000,89393000
O95571,15076000,6691100,,2289100,,,3373200,13581000,9019100,9733500,9636300,6372700,25348000,3952500,9386500,4708400,,4369800,2612500,6343300,1398300,11830000
O95573,151350000,35739000,160020000,12748000,44615000,267230000,402940000,112010000,168710000,3854100,109250000,28512000,161030000,22833000,127320000,26971000,149790000,56645000,23471000,89147000,159210000,128530000
O95631,,,,,,,,,,,,,,,,4549400,,2252400,,,,
O95670,19518000,17477000,32093000,7002600,13830000,24610000,5187700,46640000,14698000,21858000,15754000,11542000,16199000,17482000,20961000,29237000,28876000,9838300,13561000,16699000,23604000,15549000
O95671,7824400,4505900,6296400,,7000100,,8385900,13003000,21938000,1921900,3518100,5367500,7907000,,17040000,,39597000,1190100,4096100,22491000,9452500,7452200
O95674,216350000,164910000,56431000,38134000,64200000,59872000,65371000,54850000,145670000,75210000,85916000,113930000,87565000,55385000,95280000,113250000,50474000,58090000,22235000,182440000,64777000,115480000
O95714,,,1833500,,,,,,,,,,,,,,,,,,2264500,
O95716,20840000,179980000,33529000,67070000,26290000,24325000,4914900,329570000,135840000,94098000,78566000,76473000,72564000,119950000,169520000,25739000,155380000,56058000,9719100,274020000,92164000,70731000
O95741,,430330,91245000,,70163000,1748500,,14925000,91728000,,47548000,,,96444000,23384000,,7882000,1710600,,,,
O95747,134620000,9521800,53325000,28750000,45328000,96768000,38164000,55152000,97360000,4540500,34556000,16368000,54835000,5394900,68407000,8700200,78084000,20737000,33168000,59264000,55624000,87507000
O95757,,15297000,6606200,14692000,9103700,73210000,15184000,60555000,35165000,,,,4443700,,14743000,,22205000,10407000,,4144300,11840000,16738000
O95772,24276000,30412000,,12487000,22009000,18927000,12076000,12190000,12973000,21877000,10530000,13631000,23967000,9848300,17968000,42064000,13474000,16579000,20073000,27480000,,9076500
O95782,402500000,240180000,329100000,155090000,412890000,710040000,402430000,972030000,566910000,111650000,319200000,105990000,285700000,154080000,481090000,31868000,489010000,304620000,148140000,309190000,470090000,446540000
O95786,2883300,,,,7402100,4887900,3135000,,3688500,,,,,,,,7070600,,,,3775400,22763000
O95816,,8071600,7483500,2969200,29416000,6919100,,7930300,,10609000,,,13613000,8952800,,,,15030000,6995200,28031000,14380000,19821000
O95817,,,1851100,2066600,4654900,,3614700,4688100,,,,,4160400,,,,,,2379900,,,
O95819,42612000,44113000,49591000,43238000,63553000,64057000,74324000,87609000,63046000,22342000,37341000,48426000,51097000,34272000,61288000,17327000,47295000,55659000,17038000,67184000,41817000,63287000
O95822,34777000,12136000,22610000,10385000,28949000,29612000,18656000,1539000,71794000,,37117000,1433000,35168000,9008700,33172000,32451000,32846000,2094500,,3533000,10154000,26727000
O95825,,1352900,1697400,1465300,,4905400,5459400,2730200,5305900,914780,,,4929600,,2714000,1019300,2898800,,2582100,,8405200,4571500
O95831,129400000,364890000,17858000,36460000,58252000,125170000,115920000,165580000,275600000,226980000,186270000,130020000,204870000,150020000,283440000,739060000,44467000,308540000,12053000,102510000,54831000,149900000
O95834,2200000,,,1113200,,,,5160600,11113000,,1711000,,,,8657200,,3428500,,,,,
O95847,,92077000,,,,3102100,,27320000,,25678000,,,2873600,,19112000,,,8037300,,3751200,,
O95861,49443000,,3881400,6721500,,18333000,6283600,12853000,23222000,1589300,9578300,7069300,10705000,4141200,9128500,3839800,13278000,2623400,,83955000,2426800,4357700
O95864,196500000,76544000,103030000,5561800,24131000,279450000,117570000,19978000,11276000,37308000,47822000,35864000,18080000,35802000,49479000,182500000,48393000,95208000,40719000,255050000,16048000,19771000
O95865,9043300,13471000,2416700,9702400,14478000,8604500,14495000,39370000,25774000,10547000,16986000,5125500,16390000,6788500,38468000,8591500,15821000,15764000,8671100,2851400,2742100,16063000
O95870,100190000,97190000,30001000,19478000,34347000,58169000,47610000,64513000,87716000,52762000,89997000,24658000,69318000,32074000,134700000,172150000,43543000,79961000,14959000,125950000,44847000,61309000
O95881,43292000,16960000,6849300,4845100,26730000,19298000,35855000,21975000,73936000,7085400,33695000,11376000,17154000,6789600,54042000,20603000,16628000,14016000,2506900,8215800,12900000,26759000
O95970,3368700,17328000,,2799100,,5753700,,22082000,56550000,10654000,20674000,4477800,11733000,4833500,18833000,,29281000,,,3751700,8666400,18988000
O95994,59163000,,,,,,,,,,,,,,,,,,,,,
O96000,138110000,949010000,35802000,25797000,32298000,197530000,98871000,288670000,562890000,506630000,448420000,45032000,131860000,144770000,544780000,664760000,184220000,541100000,1368000,218160000,105540000,181400000
O96005,345710000,210980000,82342000,62514000,92557000,137490000,103310000,88781000,113470000,149300000,119400000,146680000,126070000,126020000,134130000,65890000,113370000,119450000,40101000,205740000,30811000,154470000
O96008,152430000,212820000,23217000,21315000,16616000,120230000,69993000,98269000,89992000,125020000,79190000,57875000,77383000,85378000,161030000,174260000,49838000,82087000,8799900,113560000,21709000,88711000
O96011,153480000,213750000,57130000,26822000,12284000,62096000,35267000,96970000,101570000,83224000,110420000,23006000,35499000,117330000,143540000,512630000,43290000,117220000,,82251000,40991000,154730000
O96019,7277500,,18323000,,13844000,15289000,15589000,,,,,,2010200,,,,8756500,,,3967800,,4768500
P00156,,5820100,,,,2107700,,,,,,,,,,2259000,,5128200,,,,
P00167,131680000,51313000,30107000,17666000,50723000,15600000,36528000,37856000,139450000,15486000,54892000,14206000,20930000,27573000,232210000,56050000,19727000,30948000,54695000,19621000,61920000,105660000
P00338,443670000,824100000,1267500000,706990000,1514500000,1678700000,2066200000,4873100000,3196900000,301620000,598160000,170750000,631040000,390790000,1704600000,146820000,1560600000,599640000,815700000,548580000,720400000,2227400000
P00352,87363000,45253000,158690000,7883600,42848000,168470000,25490000,36158000,45158000,23580000,71377000,38494000,54426000,102080000,159380000,5803200,22880000,104140000,64219000,26036000,145040000,237590000
P00367,784240000,3238500000,206590000,509160000,145410000,944150000,424300000,1394700000,1670200000,3458900000,2828900000,2367000000,1792300000,3189700000,3315000000,2520600000,406880000,4202800000,83517000,2454500000,608350000,1186500000
P00387,3194200000,2361200000,867170000,480910000,369470000,1310300000,1271200000,1453900000,4118600000,1131000000,2015700000,1266800000,678940000,1270100000,3137400000,2474700000,973040000,2355200000,242260000,3229800000,1272500000,3107000000
P00390,73822000,28496000,117170000,12201000,106250000,128310000,186630000,100720000,179120000,47178000,88191000,33896000,46051000,66129000,198380000,53031000,44204000,116480000,35540000,60926000,115270000,153180000
P00395,16440000,112780000,2143600,,,,,38217000,21106000,63536000,43533000,,,,26775000,113250000,,79100000,,28051000,3188600,5754100
P00403,643240000,5404500000,166250000,159890000,156280000,665830000,417120000,1076100000,1688200000,3874300000,1259000000,751580000,1108300000,1314900000,2054600000,4326700000,477810000,1958500000,54146000,1619700000,425440000,888090000
P00414,34934000,534110000,22705000,46663000,7038600,39114000,20553000,45822000,93235000,440580000,196080000,111780000,128400000,157270000,260690000,329310000,21240000,143440000,,112840000,30200000,37178000
P00441,9103000,18134000,9277300,6268000,14008000,15516000,18676000,17940000,75198000,12488000,18538000,,15708000,,54280000,15297000,3187200,25497000,850130,14630000,11057000,21796000
P00450,398160000,58721000,112860000,27081000,583730000,388200000,920250000,127020000,270990000,17160000,230830000,24419000,169340000,32488000,211880000,58930000,192460000,95445000,5324500000,27197000,340930000,145960000
P00488,361440000,78123000,269810000,76260000,680230000,177780000,423050000,314600000,202860000,110170000,127910000,47306000,136630000,45367000,180780000,167940000,192360000,191770000,300820000,264460000,206220000,81695000
P00491,10380000,3002000,7152400,1253800,10681000,14340000,14952000,75826000,12227000,,8494100,,,,20317000,4210000,4702800,9734300,4855900,6305800,5587200,20052000
P00492,28865000,12529000,16333000,59232000,28842000,28259000,13555000,72343000,53078000,8397300,35799000,,42503000,3123700,57722000,1395700,47411000,30744000,17255000,24554000,54955000,54836000
P00505,204670000,167090000,3017800,64642000,10438000,93907000,51308000,810490000,880210000,249190000,354260000,30504000,271420000,91947000,781510000,154200000,61260000,185250000,19945000,68867000,160990000,550320000
P00533,1513300000,26950000,875220000,176300000,102000000,79209000,8159700000,114800000,269980000,,36885000,31010000,234540000,,62112000,,108120000,21578000,18902000,273870000,21290000,1372300000
P00558,438650000,302190000,912730000,192540000,803450000,1297200000,846020000,1935600000,4976700000,166150000,594860000,120020000,535060000,153440000,2029700000,110630000,1676700000,442420000,586570000,481040000,919970000,1282300000
P00568,173270000,52572000,92418000,101510000,275860000,120620000,104370000,269920000,451910000,41714000,146150000,52252000,78946000,41774000,213570000,17080000,173480000,77199000,60847000,105430000,107780000,128880000
P00734,894180000,80924000,484680000,49555000,376780000,672610000,530770000,60902000,873690000,45490000,183340000,85374000,330960000,51384000,274100000,114330000,261290000,243490000,379110000,175010000,257600000,268150000
P00736,147120000,14648000,159950000,,47726000,134190000,43499000,,29980000,5192100,60477000,5611300,49715000,199420000,18819000,,34496000,40938000,83628000,23695000,57080000,7623700
P00738,5175300000,1541600000,1698700000,719400000,2151100000,10266000000,2650800000,1529000000,8508800000,829980000,2913900000,716620000,3598100000,1914700000,4150600000,1336100000,6325800000,2507300000,1470500000,2315200000,1507900000,3364000000
P00739,786490000,182760000,135120000,28822000,160100000,212180000,349710000,25345000,83950000,114110000,235070000,138440000,187090000,435680000,547970000,194900000,165450000,1199400000,269840000,484800000,386790000,61247000
P00740,146860000,37406000,100170000,9074700,46296000,211790000,38529000,17077000,122040000,9710000,37296000,18074000,18924000,17521000,86534000,16889000,45281000,14670000,9823400,29180000,119880000,134530000
P00742,25662000,36570000,79796000,7410200,47276000,79229000,41537000,21312000,13555000,12113000,13190000,29529000,54320000,17806000,21040000,20713000,8031400,23199000,39474000,59077000,83699000,66382000
P00747,5805900000,3241500000,2827600000,592910000,825090000,2000800000,1334000000,1080700000,9823400000,2783000000,2547100000,652470000,510260000,2643300000,6265100000,3623100000,741010000,5517400000,530580000,2929700000,1124700000,867490000
P00748,99369000,13236000,10520000,52774000,8948100,32649000,22689000,2129600,41588000,4321000,5900600,3169300,33643000,9088100,16305000,9144900,9780300,6081300,67836000,16263000,9278000,9118600
P00751,124320000,34807000,24013000,22115000,127400000,59070000,62085000,6423300,63736000,2937100,121170000,3233800,107240000,5094400,86500000,15337000,254140000,36550000,36142000,10199000,40171000,23988000
P00846,98594000,545620000,12326000,29797000,7470000,119540000,48417000,179310000,378600000,234770000,306050000,30829000,36468000,72467000,342220000,280690000,61575000,344280000,,111940000,56318000,58254000
P00915,809290000,152200000,606440000,56187000,376770000,1022100000,340630000,642030000,1046700000,240080000,953540000,117300000,286470000,361550000,1247300000,286490000,780430000,561060000,132560000,150100000,424100000,720840000
P00918,235820000,187590000,292770000,69077000,220570000,557490000,324170000,532180000,1339200000,87040000,493830000,33791000,306270000,81715000,983130000,57586000,582810000,214640000,83922000,41360000,302850000,627060000
P00966,81383000,8946000,25570000,40873000,113060000,40442000,7297900,249550000,16995000,3487800,28678000,4547100,32681000,42363000,52466000,3262000,12666000,,1643700,8866300,25485000,57111000
P01008,704340000,103830000,753290000,95447000,652390000,775230000,522630000,95718000,556510000,108150000,151870000,240120000,603980000,141790000,538000000,172780000,515470000,270410000,409490000,230350000,571390000,321600000
P01009,1546700000,572600000,870570000,497980000,3357000000,2272900000,1984500000,369590000,4902900000,125160000,1527200000,70220000,1647400000,201320000,2110300000,470250000,7128800000,567320000,1087900000,189260000,895200000,763870000
P01011,529580000,62685000,514060000,182610000,759560000,1118400000,1253700000,250740000,1264400000,29756000,616650000,83129000,469750000,148030000,923950000,134310000,2587600000,293470000,2387400000,68178000,588340000,628710000
P01019,117210000,41062000,68794000,51085000,80881000,82895000,71888000,18482000,221590000,22374000,50061000,23122000,58565000,37152000,122620000,17302000,143640000,145470000,79624000,39605000,79174000,84835000
P01023,22847000000,5324800000,12687000000,4442300000,10155000000,6553100000,7869900000,1310600000,7842100000,2297700000,4673900000,3124400000,6684700000,4145900000,12814000000,8719200000,4577800000,13830000000,36355000000,5974400000,5562400000,4603500000
P01024,14127000000,4651400000,4150900000,4811800000,8416900000,7595800000,6787400000,2160100000,9584400000,1499900000,7117000000,2576500000,8435900000,2165700000,7373100000,2206900000,7801300000,5548700000,7947500000,7073100000,4403000000,5217800000
P01031,397790000,137010000,456090000,207230000,516570000,662410000,593240000,50879000,562890000,28827000,225900000,38014000,365750000,56251000,264520000,43948000,329210000,116480000,2480900000,179900000,670170000,379820000
P01033,9842600,,,2479800,,37186000,34226000,,,,2216400,,,,7410700,,,,,,49567000,6973900
P01034,54131000,39079000,45971000,15792000,6096100,78185000,191360000,52768000,100530000,39005000,47709000,23486000,38573000,27690000,102150000,27870000,20794000,111200000,28366000,146900000,35728000,76320000
P01042,682990000,203670000,403050000,601070000,332490000,227370000,295830000,61876000,168840000,105030000,154300000,153630000,316570000,204450000,175500000,105710000,306230000,209690000,494440000,443850000,202430000,183150000
P01111,9835900,5522300,6190400,1757700,7876600,11097000,12113000,9054500,,,,3548100,6861900,,8020000,,5823500,,4954500,,4994500,7539700
P01112,15439000,11894000,2854800,5071000,4278300,14386000,9524700,35026000,29902000,11900000,20361000,6464500,3692100,11637000,24515000,,21343000,14610000,,,6658300,17388000
P01116,74005000,93889000,54884000,48252000,80574000,125740000,135790000,169590000,109710000,47470000,63562000,47661000,76872000,43181000,71212000,26647000,104340000,49438000,37783000,105710000,53180000,95748000
P01213,,,2305400,,,,,30369000,3362500,,8239800,,46648000,,4689400,,,2027700,,,3458100,9748100
P01591,483070000,306430000,248590000,38738000,344620000,235650000,256550000,43624000,224820000,254540000,84129000,167640000,354600000,948120000,560640000,276090000,148270000,1713600000,331010000,500020000,331090000,118050000
P01594,5842500,15219000,14683000,,11617000,7017400,7714400,,4722400,5037700,3744200,7114300,7508300,9095000,21477000,10787000,27664000,30852000,78970000,12625000,11018000,7335800
P01599,19562000,20078000,15898000,,6813500,21408000,15729000,,17261000,,,,6259900,27515000,31312000,7579600,11755000,99978000,35704000,11019000,12228000,1864600
P01601,5405500,,,,,,,,,2289600,,,7779300,5523700,,,,13599000,,6947800,2954900,
P01615,58567000,79960000,104500000,17976000,39842000,47710000,31136000,15734000,,191270000,12595000,38923000,114590000,375760000,148930000,142410000,45330000,347030000,160160000,86981000,60925000,39616000
P01619,464570000,467840000,421170000,59462000,330090000,313240000,241750000,26114000,398910000,448720000,152080000,155450000,330420000,721950000,682020000,397270000,407480000,1245400000,463620000,502070000,339430000,150490000
P01624,192320000,165300000,233450000,18361000,145850000,95109000,63636000,12750000,206740000,79684000,12193000,78246000,126260000,333300000,350440000,102800000,111140000,306170000,177930000,240960000,94189000,52318000
P01700,38074000,37521000,290130000,26264000,90561000,68235000,111430000,13149000,73270000,93944000,60400000,93076000,102260000,197460000,157180000,78404000,74433000,406420000,134750000,88873000,87246000,25301000
P01701,19368000,3630300,35753000,,23012000,10726000,63258000,,,42920000,,10760000,27766000,127200000,41675000,3291800,18390000,138330000,29121000,49872000,50129000,11131000
P01703,16864000,8499400,19424000,1807100,23357000,16410000,6082900,3579100,6882000,,13219000,,,,16801000,16585000,,37094000,12901000,13377000,8457600,10763000
P01704,,,,,,,,,21997000,,16397000,,,8926300,15118000,,9795800,,,,,
P01706,,1761600,,,,,,,,,,,,9202000,,,,55042000,,7764600,,
P01709,11611000,,,,,,,,,3407200,3165200,,,,17213000,9715200,,28320000,9212500,6375300,,
P01714,29089000,17991000,46636000,3519600,21904000,5122000,6771300,2528100,7687200,4818400,12734000,10313000,26259000,19838000,7432400,,17122000,38111000,36286000,16905000,7389300,15681000
P01717,36689000,14430000,59151000,,25833000,20536000,8306700,,14634000,4561700,20655000,6933900,,7791200,10659000,,21532000,30170000,41843000,22309000,15769000,17224000
P01721,3680700,,30230000,,3370600,,,,23551000,,4156900,,,,,,3681700,5106300,,,3330100,
P01742,,4182200,44373000,1758700,12471000,10071000,26201000,,,4926000,,,13345000,18555000,,12131000,24586000,26734000,11074000,12042000,31696000,10378000
P01768,68908000,12784000,29759000,,64060000,27931000,23676000,4300900,54687000,11310000,20690000,,52899000,55298000,99117000,9590600,63091000,49393000,32804000,28115000,31065000,22979000
P01780,146030000,62198000,76569000,,61002000,61633000,43431000,,41162000,83993000,60618000,45047000,93869000,273460000,160390000,51225000,51413000,338740000,176340000,74974000,,25309000
P01782,31746000,9735500,20212000,,12865000,,3984600,,28394000,9180400,6089300,,21776000,24625000,79009000,,21493000,31846000,15086000,19196000,12739000,
P01825,155150000,77967000,318210000,29670000,134640000,186910000,47645000,20498000,106060000,30306000,96070000,25955000,106320000,139680000,132530000,77731000,64157000,297420000,86895000,105330000,133850000,35052000
P01833,,3130700,13179000,,1566300,2816700,3484200,,2385600,10601000,,3873400,,6942700,,,,16934000,22965000,,9306900,1388900
P01834,1334100000,1190700000,1157600000,410440000,1026500000,1268700000,1711300000,142680000,655560000,791710000,314830000,601910000,1051000000,4813300000,1979000000,1217900000,1007900000,2887200000,911570000,1584100000,680280000,581230000
P01859,1663100000,665940000,403250000,217500000,584890000,597210000,1022500000,91220000,958850000,1429000000,492680000,87585000,803420000,437570000,1280400000,749970000,1313700000,778270000,1028100000,455040000,253430000,156600000
P01860,1891200000,265010000,522670000,29227000,316910000,483930000,397580000,37358000,548910000,291540000,477090000,30638000,227840000,155390000,503170000,266460000,582490000,338280000,363680000,134420000,101980000,83027000
P01861,60056000,4900200,118840000,1564400,27161000,59720000,11384000,5637500,84870000,26663000,,,48225000,25593000,84300000,41514000,202100000,11309000,70656000,76252000,3544100,72897000
P01871,20588000000,17524000000,23956000000,1988200000,19154000000,13320000000,16314000000,2417900000,13307000000,13274000000,5055600000,7917500000,16823000000,45963000000,30649000000,14268000000,7690700000,84676000000,24577000000,35808000000,25265000000,6044700000
P01876,2878400000,419810000,816070000,348700000,2280700000,1401600000,766150000,68338000,1403700000,732800000,320580000,556900000,1492700000,1174300000,1852600000,1368400000,443250000,1441300000,3244500,1352500000,710870000,1684500000
P01889,35478000,14594000,68005000,,243350000,139960000,58971000,6913300,12097000,7728300,36388000,5765900,,,139410000,,,18309000,,,3265400,72009000
P01893,29263000,,,,,36091000,40299000,18271000,21960000,,,,,,6828500,,46609000,,,,,
P01903,422450000,107790000,111590000,194630000,747280000,166300000,902830000,593090000,216460000,2904700,386790000,156290000,160630000,193210000,665370000,154210000,88723000,110320000,287610000,13890000,151220000,586140000
P01911,143460000,130340000,85460000,82923000,588820000,71045000,572630000,471530000,129080000,,252540000,77076000,113900000,107590000,265410000,26213000,72421000,70596000,217730000,20728000,43215000,316570000
P01920,38190000,,5758900,1084500,54291000,,61668000,138540000,7997800,,25389000,,4561400,3973400,21080000,3880900,2966600,,,,6765900,31424000
P02008,,,57074000,9829100,,,,21277000,3056100,,1682500,,4573600,,1795600,,3402200,,,11021000,,8440000
P02042,499300000,180130000,493490000,95346000,68322000,718100000,386200000,474440000,424520000,67030000,347110000,60251000,248380000,194270000,529480000,175860000,443660000,209450000,270480000,150330000,254840000,90234000
P02452,237920000,402180000,37902000,32252000,54460000,286880000,146590000,39552000,292940000,174850000,768160000,13023000,300540000,505380000,444810000,151670000,196860000,123990000,181880000,62517000,62023000,95312000
P02462,16773000,,9313900,,1760700,7364100,11132000,1348500,,,5380800,,4369800,,,25804000,13431000,,1267700,2862300,2516400,10952000
P02511,1674000000,7845200000,7077700000,1431000000,1398900000,2941400000,2880400000,3160800000,25727000000,1799000000,1150300000,12770000000,1966900000,10809000000,8547700000,4539900000,6220900000,13255000000,593010000,9070400000,2922400000,6094700000
P02533,,311550000,,3297800,10218000,,7673700,8656400,,4697900,,5869100,3872200,40498000,,5679400,1651600,,6282700,218090000,,
P02545,37247000,3190600,69939000,3174100,147730000,222880000,428720000,205120000,114170000,979880,25762000,18488000,58909000,20550000,113830000,12162000,68918000,39354000,64057000,21748000,67627000,161790000
P02549,7935100000,5439300000,1874000000,497080000,2650200000,4211100000,2201800000,1727400000,5639100000,2611200000,5598500000,1356000000,4979200000,1685200000,9080500000,7678700000,1723200000,3703200000,929770000,746760000,1843000000,4815000000
P02647,4008600000,475490000,2020400000,1138300000,2333800000,2212200000,1617000000,862430000,2906500000,275560000,1253100000,564810000,1858300000,653770000,1873600000,550700000,1774700000,2209700000,3208300000,1693500000,1593100000,1994600000
P02649,2118600000,750240000,1203300000,703680000,969510000,1217800000,1041700000,535330000,1219900000,410010000,631820000,709180000,1409100000,604580000,1200600000,303210000,791840000,1071800000,1069600000,2169600000,845660000,865730000
P02652,279480000,33806000,99981000,8956900,71612000,212200000,80193000,41509000,211730000,22991000,121910000,39871000,74390000,67341000,70800000,24631000,55171000,98724000,130230000,82074000,76359000,124370000
P02654,27791000,1039600,3742400,3957500,6716700,7926700,4888800,,51485000,,3585000,,13970000,,6773000,,3642600,8483300,2548800,9545000,7929900,17092000
P02656,116790000,15529000,188660000,24150000,47767000,126970000,55678000,67153000,242320000,15552000,4817900,20704000,147360000,13325000,137580000,45950000,35312000,29865000,115880000,102810000,110380000,282650000
P02671,5674000000,1138900000,5381400000,1139600000,4417700000,3091500000,2802500000,440970000,1945000000,1987100000,838240000,850560000,1325000000,785610000,3472200000,1563000000,2197200000,1941300000,3906600000,6070300000,1955300000,922820000
P02675,7151700000,2548100000,10725000000,1707900000,6568300000,5019400000,4347700000,845180000,4100300000,3565500000,1193700000,1708900000,1565400000,1195400000,7085100000,2187500000,3691600000,4231300000,5117300000,10991000000,4241500000,1722400000
P02679,6623300000,1821600000,6232400000,1134700000,5069000000,4386700000,4283600000,560860000,4527700000,1925900000,1076400000,521340000,1229400000,633650000,6047500000,1136900000,3175900000,3092900000,4596600000,8314100000,3460700000,1542600000
P02686,11299000,1055900000,249540000,634000000,181280000,1464800000,31720000,4383100000,1720200000,703240000,2136400000,158440000,485640000,279220000,1399100000,55059000,3431100000,630690000,227830000,216630000,436870000,1236900000
P02689,,8692000,,,,19719000,15578000,17703000,8094300,,2134900,,,3214200,11820000,,21480000,13100000,,7001800,2617700,
P02724,131890000,33070000,15328000,,21796000,38066000,15174000,15397000,85264000,6578100,31334000,,24880000,,85277000,15693000,16832000,25048000,5684300,12418000,16458000,34970000
P02730,40482000000,35050000000,8507000000,4877500000,14808000000,21885000000,6562200000,12333000000,41210000000,17831000000,31124000000,12317000000,24838000000,16601000000,35403000000,40012000000,12135000000,23129000000,6028000000,12700000000,12036000000,17551000000
P02741,1189000,,,,682980,,1382500,,,,70330000,,,,,,,,,,,
P02743,825600000,65846000,42545000,94662000,191040000,240000000,143930000,4348300,1282200000,19605000,282170000,129970000,283130000,28176000,322370000,167730000,226300000,8201100,138550000,210040000,355380000,314920000
P02745,533360000,61612000,926820000,14869000,292440000,157080000,139560000,40474000,406470000,73059000,125690000,21255000,58580000,106320000,150260000,231870000,75586000,163700000,639860000,229400000,211740000,256860000
P02746,1022200000,130370000,1467900000,87842000,476540000,345010000,470840000,76585000,755180000,160660000,273840000,44030000,233570000,164270000,345180000,496570000,170590000,487100000,977790000,393070000,344430000,308250000
P02747,1904000000,384340000,2625100000,240390000,837180000,611630000,692760000,130670000,1368200000,447240000,448980000,222410000,533260000,694830000,568760000,1278100000,333330000,783190000,2543200000,740980000,691500000,521520000
P02748,1965800000,545340000,895800000,681920000,661750000,1153100000,1152900000,118760000,1159500000,105190000,886510000,170090000,670340000,264430000,465950000,162760000,905090000,485470000,2919200000,611730000,1136600000,945160000
P02749,130140000,11622000,81538000,19809000,118830000,161380000,127300000,5821900,295780000,27583000,185170000,35774000,82438000,24798000,187710000,139510000,126390000,107030000,76656000,,67122000,92510000
P02750,24585000,3299000,,,17570000,6068600,7399800,,28895000,,26131000,,13615000,,,3121100,87881000,1791700,21882000,,11491000,1087800
P02751,90578000000,46311000000,66190000000,15716000000,11557000000,38218000000,11367000000,4604900000,64633000000,53783000000,71854000000,14250000000,43440000000,51239000000,52674000000,55389000000,16434000000,57459000000,18890000000,51586000000,27315000000,17807000000
P02753,4580700,,,,,,,,13584000,,,,,,,,5917500,,,,3437600,4928200
P02760,108000000,10208000,,18116000,23302000,40089000,60095000,,45408000,2392500,5789300,,48983000,,67535000,15533000,37369000,,63983000,26867000,31454000,
P02763,19450000,4312200,31321000,,95551000,98341000,109140000,7235500,137870000,,66120000,,29529000,2342200,21711000,,27113000,14635000,6599600,3001500,53788000,27929000
P02765,270150000,50868000,93757000,404820000,124050000,87560000,97650000,8430000,63778000,51672000,53928000,57078000,176180000,92265000,89897000,41788000,160240000,58155000,187140000,166550000,55010000,50554000
P02766,143650000,20768000,87662000,3667700,140180000,123640000,96561000,139770000,167360000,9911000,47254000,,11136000,6609400,115710000,47665000,17811000,39210000,29069000,28760000,73769000,62415000
P02768,31361000000,10746000000,22127000000,7233600000,27160000000,26274000000,29358000000,7751900000,80937000000,4994400000,18073000000,4121200000,27961000000,5861200000,53415000000,15529000000,86482000000,16924000000,13366000000,7408600000,18912000000,17145000000
P02774,289750000,57307000,462720000,40857000,510340000,612820000,670250000,7507000,219800000,34532000,104890000,41819000,486950000,62598000,133640000,111520000,290950000,151460000,554090000,89536000,336640000,279740000
P02776,59740000,,8834500,,6178900,19612000,23656000,,2961600,,37341000,,,,,,,10728000,9251200,,4071200,3885300
P02786,619640000,122330000,410840000,76817000,464170000,371910000,418580000,108740000,688950000,52143000,179800000,6971400,180630000,20080000,252500000,105340000,601020000,122170000,88716000,110010000,295640000,316790000
P02787,2125600000,569280000,1082500000,174900000,2783500000,1372700000,1322800000,411780000,3774900000,167870000,946530000,106640000,1410800000,171170000,1632900000,829680000,4861000000,858130000,614220000,287610000,1040600000,939420000
P02788,225790000,20690000,360040000,38776000,2534900000,981260000,2324200000,34341000,100470000,32314000,107340000,3396300,207030000,67063000,200910000,29013000,98827000,29213000,38867000000,2734900,1139200000,38273000
P02790,171950000,44787000,82406000,33168000,370400000,233480000,196890000,32263000,891250000,15563000,175470000,16354000,189590000,22859000,303920000,56481000,647610000,71686000,114480000,21727000,112900000,79385000
P02792,591680000,345640000,2084900000,427260000,546130000,1581400000,553200000,458740000,822250000,244100000,1123200000,418070000,377330000,3285700000,3230000000,232620000,190390000,1330900000,1669700000,1622300000,4349000000,1045100000
P02794,460760000,2106700000,3245500000,1079400000,726120000,2690000000,917960000,587910000,870840000,1631100000,1155100000,1438100000,1455500000,7547700000,3627600000,2415700000,526310000,6800500000,2923800000,3097000000,6133300000,1105700000
P03886,,,,,,,,7251900,24932000,,7059600,,,,6276400,,,13535000,,,,
P03905,12936000,332050000,,12795000,3125600,9051300,,26176000,45183000,157180000,68215000,28334000,36803000,29967000,68306000,136660000,17579000,51588000,,32559000,6721900,24111000
P03915,13521000,278500000,4352300,11279000,7785400,50071000,15853000,65207000,58508000,267340000,58103000,25825000,32931000,51573000,110100000,82985000,12846000,92148000,,55160000,23925000,38815000
