proteinId,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21
Q96IU4,155250000,99287000,114950000,59446000,37857000,37889000,145500000,121290000,132760000,664910,0,54381000,269660000,9935500,10385000,3074000,4645100,0,293320000,249250000,250720000
Q96IV0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24285000,0,0
Q96IW2,0,0,0,46572000,0,0,0,0,0,0,0,0,20813000,0,0,0,0,0,0,0,0
Q96IX5,338340000,787280000,700170000,187660000,76909000,548680000,59456000,635050000,322990000,17589000,0,69906000,67631000,241950000,34302000,3255000,5399800,0,667610000,85636000,366530000
Q96IZ0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q96J01,60241000,197490000,4130900,0,0,0,36047000,0,29637000,0,0,10182000,0,0,0,0,751870,8720700,292270000,0,29847000
Q96J02,6886500,0,0,0,0,0,0,0,0,0,0,0,0,244140000,0,0,0,0,8516900,0,0
Q96J84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q96JB5,72367000,278540000,58176000,59493000,11423000,44349000,88614000,32850000,20179000,0,0,4758200,15202000,51398000,3813300,0,5102400,0,75831000,5468400,233620000
Q96JB6,0,0,0,0,0,0,28746000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q96JC1,40429000,0,0,0,0,0,0,9002500,11032000,0,0,0,0,0,0,0,0,0,32231000,0,0
Q96JE9,1842800000,67993000,1168300000,0,0,1336300000,73658000,861850000,45411000,0,38544000,29153000,49872000,19982000,0,8401200,0,0,1787000000,741560000,112000000
Q96JG6,19127000,175870000,18936000,0,14519000,0,22583000,9102300,10085000,0,0,0,0,5590900,0,0,0,0,40317000,0,71567000
Q96JG8,0,0,0,0,0,0,0,0,0,0,0,0,0,3766200,0,0,0,0,20494000,0,0
Q96JH7,0,28829000,47812000,11105000,0,23029000,52460000,72316000,0,0,0,0,0,41391000,0,0,0,0,55838000,0,146100000
Q96JH8,34588000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32984000
Q96JJ3,0,34639000,0,0,0,12453000,0,11762000,14665000,0,0,0,5886200,0,0,0,0,0,37389000,0,64208000
Q96JJ7,0,124100000,86416000,0,22386000,77836000,59385000,112960000,74728000,0,0,29220000,0,23050000,0,0,0,0,15558000,0,0
Q96JM2,0,83348000,0,129000000,0,0,14672000,0,0,0,0,0,0,0,0,1977100,0,0,0,0,229780000
Q96JM3,332440000,702980000,0,407420000,111480000,28459000,212420000,39853000,279580000,6882000,0,147920000,31958000,230150000,9741600,0,7212900,0,1083500000,80333000,290750000
Q96JN2,0,0,134000000,0,0,47428000,28316000,12341000,0,0,0,0,0,0,0,0,0,0,0,0,0
Q96JP5,39106000,168160000,20819000,151270000,0,0,22390000,32005000,15687000,0,0,21649000,0,0,0,1649800,0,0,189560000,0,51724000
Q96JP9,0,0,0,37328000,16878000,19308000,0,0,0,0,0,0,0,0,17571000,0,16566000,0,0,0,0
Q96JQ0,175560000,0,310510000,20015000,0,139620000,284700000,254680000,2924700,0,0,18520000,0,92591000,0,0,0,0,144450000,0,0
Q96JQ2,51170000,0,71943000,3132900,0,29937000,0,38979000,0,0,0,0,0,0,1054000,0,0,0,21748000,0,0
Q96K17,369420000,889750000,0,195230000,69658000,45831000,90324000,0,134200000,0,21557000,72625000,0,112980000,10326000,0,0,0,379030000,7591800,324940000
Q96K19,205070000,0,0,31137000,0,0,25750000,0,0,0,0,0,0,0,0,0,0,0,158990000,0,95857000
Q96K37,20813000,0,0,60714000,0,26542000,51297000,18289000,26143000,2327700,0,12494000,0,28554000,3684400,0,0,0,43810000,0,47540000
Q96K76,115830000,304640000,67822000,22646000,24381000,16445000,61596000,34613000,62927000,0,9455200,34557000,0,41954000,0,1086600,0,0,225410000,0,87057000
Q96KA5,56502000,40600000,13959000,1022400000,30209000,14871000,14341000,13816000,20725000,0,8767800,5038200,0,20431000,42609000,2470900,2035500,0,0,0,972210000
Q96KG9,10675000,0,0,63560000,0,75211000,0,34592000,90300000,0,0,0,0,0,0,0,0,0,17803000,0,85506000
Q96KP1,0,160710000,18711000,18936000,35620000,32705000,47413000,31504000,89093000,0,0,21328000,16417000,89329000,4683900,8709900,5957600,0,86585000,0,36743000
Q96KP4,7197600000,3411600000,4029600000,3139700000,683850000,2357000000,1769100000,1722800000,1731400000,100970000,427630000,1410700000,1282100000,785880000,287130000,175030000,124170000,45941000,5301800000,747420000,6605400000
Q96KQ7,19899000,62463000,0,113080000,0,0,28677000,0,6326500,0,0,25964000,0,40981000,0,2396100,1294100,0,36730000,0,33429000
Q96KR1,883250000,1068900000,68284000,549930000,361300000,101000000,493020000,98287000,574130000,2392300,8578600,224930000,17678000,265760000,15485000,2283600,5627700,0,697370000,53792000,826470000
Q96KR6,49458000,4096000000,0,72609000,0,0,0,0,37622000,0,0,0,0,309390000,0,0,0,0,2072400000,0,0
Q96L14,0,35265000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26788000,0,0
Q96L58,33338000,0,0,0,0,0,38726000,0,2579100,0,0,0,0,0,911620000,0,0,0,38346000,57408000,4018100
Q96L91,68189000,462820000,0,100050000,0,2236600,32441000,0,31964000,0,54367000,11861000,0,100130000,0,0,355520,0,223260000,0,131870000
Q96L92,113890000,17681000,43586000,0,0,88647000,91299000,77429000,52200000,2408800,0,0,0,0,7960800,0,0,0,41695000,0,20626000
Q96LA8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q96LJ7,0,60216000,0,0,0,0,3449500,0,0,0,0,0,0,0,0,0,0,0,35391000,0,36965000
Q96LR5,86199000,36866000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44132000,0,0
Q96M27,21288000,246030000,0,41010000,72116000,8821900,122810000,0,122500000,5039500,13100000,0,5155200,53430000,0,0,0,0,90824000,81570000,26462000
Q96ME7,462500000,963520000,51046000,149040000,0,12056000,0,12325000,13040000,465760,4121900,3326000,0,79144000,48350000,37478000,12203000,0,848450000,119830000,0
Q96MG7,0,8099500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7542400,0,0
Q96MH6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2622500,1706500,192340,0,25633000,0,0
Q96MM6,4781400,103710000,40894000,0,0,44149000,4115500,29344000,2824700,0,0,0,4583000,0,0,0,0,0,60652000,18587000,10174000
Q96MU7,21736000,120080000,0,0,0,0,0,0,50210000,674550,0,6242900,0,19195000,7718100,0,0,0,99657000,0,59067000
Q96MW1,0,89973000,0,93073000,0,19686000,0,0,0,0,0,63661000,0,20590000,0,0,27858000,0,161790000,0,155870000
Q96MX6,0,0,0,0,0,0,0,0,0,0,0,23043000,0,30729000,0,0,0,0,0,0,0
Q96MY1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2427600,0,0,0,0,0,0
Q96MZ0,138210000,423300000,103900000,296050000,8068200,105270000,64451000,71527000,69030000,3411100,8177700,66379000,0,16085000,10754000,5993100,0,0,242870000,6142800,219670000
Q96N21,0,0,0,0,0,0,0,0,0,0,0,0,0,35408000,0,0,0,0,0,0,0
Q96N66,33812000,0,7771400,4630700,0,7441900,5920300,0,17625000,0,0,0,0,0,5333300,0,0,0,53112000,0,0
Q96N67,70403000,424320000,57983000,608270000,16417000,70573000,210820000,62677000,192300000,0,48627000,9343700,0,10146000,5447700,4922100,0,0,303860000,0,956870000
Q96NB3,0,85272000,0,13032000,0,0,71523000,0,0,0,0,7153900,0,43706000,0,0,0,0,83101000,0,128510000
Q96NC0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37683000,0,0
Q96NT1,47637000,31979000,0,12357000,0,0,0,0,0,0,24648000,28038000,0,10002000,0,0,0,0,78676000,21213000,22270000
Q96NY7,40728000,0,0,560720000,0,22712000,0,0,420540000,0,40433000,7872500,10261000,80348000,0,0,0,0,0,0,0
Q96P16,25653000,160460000,12052000,349370000,67042000,18185000,112460000,6405600,113530000,21285000,36809000,121960000,5087100,107840000,35303000,22304000,18593000,0,256530000,0,292000000
Q96P44,0,75467000,0,0,15973000,0,0,1445800,0,2107200,0,30315000,341790000,11051000,0,0,0,0,0,935190000,0
Q96P47,71926000,82211000,141960000,41534000,0,144280000,28441000,156140000,26776000,9736000,24156000,45707000,0,52560000,0,0,0,0,157790000,10763000,0
Q96P48,0,9391800,7575700,5932600,0,0,41992000,8489600,10210000,0,0,0,0,0,50107000,0,5391200,0,0,0,0
Q96P70,511700000,1104600000,143590000,141350000,276990000,46498000,357980000,62998000,320560000,26131000,106550000,66209000,30893000,269740000,14897000,8267500,12299000,0,965890000,9655500,487700000
Q96PC5,14994000,0,61533000,0,0,0,19805000,15823000,0,0,0,0,0,14173000,0,0,0,0,34845000,0,0
Q96PD2,0,0,0,29405000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q96PD5,0,33412000,41605000,132990000,296990000,0,130910000,5190000,17987000,1935800,61560000,1679100,91007000,39463000,3343100,0,0,0,0,273310000,38192000
Q96PE3,52936000,50787000,269170000,109220000,0,187300000,35283000,307540000,25724000,0,7854400,18805000,0,18004000,0,0,0,0,170940000,0,150000000
Q96PE5,5701000,0,141080000,0,0,10047000,0,28815000,0,0,0,0,0,0,0,0,0,0,0,0,0
Q96PK6,3144800000,4226700000,232200000,1015400000,608070000,426500000,857930000,377320000,1267800000,40703000,75548000,471180000,30971000,1161700000,163960000,74478000,29912000,59428000,2538000000,72080000,3451000000
Q96PN8,49620000,15675000,0,13232000,0,0,2990100,2261900,9768200,0,0,0,0,0,0,7016200,0,0,0,0,41496000
Q96PP8,0,0,0,0,0,0,6963600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q96PU4,48519000,0,0,0,0,21661000,0,0,0,0,0,0,0,14666000,0,0,0,0,227510000,0,0
Q96PU5,29720000,196480000,8782300,55916000,21355000,21915000,12783000,32300000,81240000,0,52982000,26049000,4037800,0,0,6795300,0,0,302110000,625720,24285000
Q96PU8,941170000,214040000,331730000,425560000,0,152270000,235610000,279860000,111400000,2568200,0,76438000,115320000,153710000,3714100,0,0,0,703340000,52744000,291740000
Q96PX8,0,39963000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q96PY5,314780000,102300000,471390000,250310000,22949000,503980000,133750000,495860000,121980000,3505900,49283000,138620000,0,84686000,12872000,29291000,8045100,0,375840000,57526000,1352700000
Q96PZ0,130280000,30976000,0,18069000,3602700,0,23667000,0,0,0,0,0,0,0,0,0,0,0,130160000,17284000,178350000
Q96Q11,136740000,317560000,21724000,19873000,94427000,3965500,170830000,13927000,11757000,16708000,22470000,7738900,7831800,147660000,22090000,8003900,0,0,253890000,0,275790000
Q96Q15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50702000,0,0,3170200,0,0
Q96Q42,25089000,26328000,81904000,43626000,0,107070000,7765900,109680000,0,0,2542900,10033000,0,7281600,0,0,0,0,57979000,1432900,83158000
Q96QC0,29130000,153230000,0,62425000,7139000,34351000,81059000,0,86312000,0,2748400,39794000,0,92365000,4011900,0,0,0,84451000,0,104900000
Q96QD9,0,85831000,14028000,0,29627000,27652000,38969000,8378500,66519000,2579200,0,0,0,0,7933600,1802800,2580500,0,128460000,0,0
Q96QF0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27731000
Q96QG7,68627000,13750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12571000,0,8361700
Q96QK1,1739900000,3385300000,2167800000,1572700000,275560000,1608200000,969110000,1197900000,1409000000,81017000,104440000,314070000,427760000,1166900000,103860000,87119000,25245000,0,2962000000,350250000,2919100000
Q96QR8,622650000,668360000,53941000,366380000,180090000,103900000,69540000,352800000,94181000,1263100,12293000,198680000,0,232310000,34937000,45839000,0,0,1302700000,153040000,2943000000
Q96QT6,0,0,0,0,0,0,0,0,0,0,0,44404000,0,0,0,0,0,0,0,0,40619000
Q96QZ7,115040000,90015000,0,131980000,0,13847000,0,21284000,0,0,0,10978000,5975100,7700800,0,0,0,0,93420000,0,127640000
Q96RD7,5594500,53357000,4065500,4383200,0,0,0,5215000,17466000,1494800,2873200,0,0,6429100,2121700,0,0,0,24910000,0,3736400
Q96RE7,23061000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20176000,0,0
Q96RF0,11575000,85190000,8938500,8329800,0,7845300,25525000,9794300,30046000,0,0,0,0,3239300,0,0,1415200,0,14413000,0,50744000
Q96RG2,0,20384000,0,0,0,0,0,0,0,0,0,3904500,0,17924000,0,0,0,0,0,0,8367000
Q96RL7,0,0,26590000,0,0,0,14690000,17501000,0,0,0,0,0,0,0,2363500,0,0,0,0,0
Q96RN5,50091000,0,0,32636000,0,0,0,0,15278000,0,0,0,0,0,0,0,0,0,0,0,72270000
Q96RP9,96999000,18646000,16612000,24071000,0,45031000,31639000,46086000,34735000,1750000,11114000,22125000,0,33600000,4225800,0,0,0,55836000,0,53740000
Q96RQ3,94268000,314820000,47275000,0,0,17927000,0,39060000,14021000,0,0,0,4808200,71907000,0,0,3881300,0,190860000,0,27780000
Q96RR4,137560000,21133000,142470000,3671700,9279400,229820000,0,174130000,6773100,0,0,0,0,0,0,0,0,28002000,87850000,3830500,0
Q96RS6,35784000,101250000,2714300,30036000,0,0,27425000,0,0,2141500,0,0,0,0,3599200,0,1073000,0,231140000,0,47652000
Q96RT1,0,13423000,21327000,14552000,11095000,0,20579000,10139000,25585000,0,0,0,8049300,19161000,0,0,0,0,246800000,0,30583000
Q96RT7,44519000,0,160570000,0,0,8889600,0,0,0,0,0,0,0,0,0,0,0,0,158010000,0,7536300
Q96RU3,0,0,55813000,76525000,0,50701000,0,45237000,7091600,0,0,23995000,0,2282000,0,0,0,0,28912000,0,22481000
Q96RW7,0,1703700,0,0,0,0,0,0,230090000,0,0,0,0,17285000,0,0,0,0,0,120410000,0
Q96S19,110280000,25090000,0,2392500,0,0,0,0,0,2795500,0,0,15128000,34541000,2570700,963200,0,0,52643000,0,17186000
Q96S44,0,88641000,0,0,25395000,0,0,14284000,20756000,1777400,0,0,0,0,33642000,0,0,0,125470000,0,59112000
Q96S52,0,15764000,0,0,0,8063300,37247000,15105000,9889200,3678300,0,0,0,0,17337000,0,0,0,0,0,30592000
Q96S55,162990000,149370000,0,53008000,17557000,0,32741000,26944000,18215000,0,16030000,29826000,0,43646000,10384000,2793100,609870,0,104070000,0,37931000
Q96S59,0,0,0,0,0,0,0,7645600,30700000,0,0,0,0,0,0,0,0,0,0,0,0
Q96S66,271730000,409140000,19786000,150940000,0,17666000,162540000,68358000,0,0,0,8103600,0,0,0,0,0,0,372220000,0,0
Q96S82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,782480,0,0,0,12229000,0,0
Q96S90,0,0,18525000,0,0,21600000,0,27267000,0,0,0,0,0,0,0,0,768900,0,0,0,0
Q96S97,211630000,153690000,111650000,38484000,4742900,133160000,55629000,96927000,103870000,0,11602000,0,26489000,46821000,0,0,0,0,133190000,35296000,0
Q96SB3,286440000,257530000,398930000,153030000,26403000,144620000,129650000,203980000,169630000,2622100,0,206230000,20665000,112780000,3197200,12615000,0,0,370310000,0,663190000
Q96SB8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q96SI1,8143500,21197000,0,10061000,0,0,23856000,0,8707200,0,0,0,0,14931000,0,0,0,0,20009000,0,9907300
Q96SI9,321990000,462790000,0,216930000,0,23389000,0,51073000,98509000,7978900,0,58253000,0,174350000,28981000,12158000,2618000,0,220130000,0,809110000
Q96SJ8,0,37024000,40380000,4239000,0,0,0,31560000,0,0,0,0,0,0,0,0,0,0,0,0,0
Q96SK2,735300000,66401000,0,0,0,0,24264000,0,26202000,0,26970000,8143300,0,31796000,0,0,0,0,327650000,0,40295000
Q96SL4,183750000,321300000,0,52833000,0,0,0,0,135520000,3435400,0,0,0,0,6048300,0,0,0,213790000,0,44585000
Q96ST2,10463000,213630000,0,87878000,29831000,0,43505000,0,24696000,2448400,0,17865000,0,26104000,9905300,0,0,0,73903000,0,230870000
Q96ST3,226910000,780880000,7223800,323590000,43939000,7389500,102440000,17564000,87924000,940640,19271000,47128000,75282000,300940000,9857000,24907000,0,0,311400000,0,449070000
Q96SU4,11393000,48364000,17710000,0,0,0,0,0,4235400,0,0,0,0,0,0,2148300,0,0,37502000,0,20679000
Q96SW2,26191000,37140000,0,12099000,26466000,37919000,39263000,0,0,0,24445000,0,0,31765000,0,0,3518900,0,45591000,6482800,0
Q96SY0,0,2168100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q96SZ5,334440000,136550000,8339600,46281000,0,33314000,18052000,33364000,0,1777900,0,0,0,20686000,10841000,6483100,0,0,144160000,0,68943000
Q96T17,0,0,31036000,0,0,19867000,0,12844000,0,0,0,0,0,0,0,0,0,0,0,0,0
Q96T23,137520000,1230500000,107980000,116620000,2483200,134890000,7894000,160300000,122030000,1041900,6635600,65309000,7314800,65542000,2290700,0,608570,0,746600000,0,129360000
Q96T25,0,0,14259000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32337000,0,0
Q96T37,338570000,201330000,0,81054000,43579000,0,20058000,10203000,23997000,2997900,17331000,0,0,0,8328400,3376800,0,0,191750000,0,315390000
Q96T51,181970000,127570000,0,0,9595400,134720000,0,58643000,91574000,0,14330000,0,0,6826800,0,0,0,0,193050000,36114000,23641000
Q96T58,0,63938000,0,39130000,38141000,8319500,0,0,45884000,0,0,11584000,0,13709000,0,0,0,0,63826000,0,0
Q96T60,155160000,95823000,0,59974000,4399500,11655000,0,13436000,46961000,1869100,4121400,7922500,0,0,1535400,0,0,0,119300000,0,0
Q96T76,41992000,95556000,22310000,92969000,18700000,56864000,42713000,52139000,51606000,0,0,0,0,0,2566000,0,0,0,171040000,969490,248290000
Q96T88,0,0,0,195870000,0,0,0,0,82729000,0,0,0,0,16181000,0,0,0,0,0,0,30006000
Q96T92,91552000,1704000000,0,20626000,0,0,18777000,7415300,54429000,2391400,0,14984000,0,408190000,2435100,1122000,47719,0,407180000,11094000,0
Q96TA1,58539000,25639000,22354000,696460000,4242100,36432000,0,12805000,93427000,0,2775800,6998400,10814000,55614000,3465800,8955100,0,29066000,131040000,2868600,266560000
Q96TC7,1655700000,320570000,194490000,68888000,53938000,144040000,250250000,284150000,80539000,0,18562000,32357000,36926000,72237000,6791900,1118600,524370,0,132870000,0,223140000
Q99081,0,205720000,0,0,0,0,0,0,332120000,2131100,0,0,0,27928000,0,0,0,0,27928000,0,0
Q99250,0,0,111600000,0,0,238670000,0,259660000,0,0,0,0,0,0,0,0,0,0,0,0,0
Q99417,126410000,107690000,0,18263000,0,0,87802000,0,22544000,0,0,0,0,81124000,0,0,0,0,98340000,3261100,271860000
Q99418,47098000,90948000,0,19153000,11634000,30522000,0,35501000,0,1722000,9752800,13127000,0,13898000,0,3468300,0,0,83977000,3243400,53888000
Q99426,1424400000,1853500000,757580000,908150000,198450000,451140000,634770000,651120000,696920000,36548000,54326000,188710000,187240000,676670000,40085000,36758000,3723700,103230000,3719200000,218920000,1276300000
Q99435,30926000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39328000
Q99436,508980000,984390000,173870000,537110000,157530000,120350000,271680000,127230000,155610000,19502000,74023000,131620000,30665000,163860000,37982000,26286000,3765700,0,1022800000,44470000,846180000
Q99439,0,77730000,0,0,41112000,0,0,0,20710000,3264700,0,0,0,0,5119000,2503900,0,0,0,8367900,8888200
Q99442,138830000,104160000,0,55048000,0,0,46009000,19479000,0,0,0,6014900,5284600,0,0,3985000,0,0,176340000,0,82146000
Q99447,35892000,0,0,0,0,41595000,18714000,14957000,0,0,0,15819000,0,4884100,0,2528400,0,0,110730000,0,54895000
Q99459,580170000,1981900000,45007000,652090000,172410000,134230000,312450000,42883000,563770000,34537000,667260000,272280000,2030200,423360000,53207000,11761000,11642000,0,1020500000,216670000,1283200000
Q99460,1130700000,1902100000,100970000,971860000,234190000,189400000,491980000,263880000,583720000,46669000,195610000,339590000,97860000,386890000,82575000,40858000,28336000,54917000,2166600000,20948000,1433600000
Q99470,36904000,111040000,0,38870000,18631000,0,0,7544700,0,0,0,0,0,0,0,0,0,0,0,0,0
Q99471,375020000,554780000,140460000,65498000,129640000,148940000,160910000,62933000,238820000,18489000,50096000,163710000,88777000,207800000,28320000,0,0,0,210540000,59176000,304820000
Q99490,0,0,0,0,0,15591000,0,19314000,0,0,0,0,0,0,0,0,0,0,0,0,0
Q99496,524780000,850420000,0,99074000,85364000,0,13773000,8585500,112190000,827620,7448800,148740000,0,0,2357900,0,620700,0,742720000,0,193350000
Q99497,10983000000,16831000000,10301000000,8292600000,5996800000,8057400000,5684400000,8356200000,8859200000,302040000,2584300000,7956300000,4088900000,6377200000,681050000,493240000,259740000,209590000,24401000000,2640500000,19133000000
Q99504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q99523,0,46868000,26499000,0,0,0,56236000,0,42354000,0,0,0,0,9159300,0,0,0,0,16836000,0,0
Q99536,2585900000,2063600000,2053800000,6437600000,213670000,690290000,2316100000,810440000,1612900000,81539000,780500000,535510000,1097900000,1347200000,174110000,82089000,37471000,0,4395000000,1118900000,2974600000
Q99538,89976000,68369000,0,100140000,64721000,0,0,16618000,139010000,0,35351000,42269000,72956000,47649000,0,0,0,0,40795000,27080000,98094000
Q99541,0,0,0,55961000,53993000,0,32162000,0,78704000,0,0,0,0,0,0,0,0,0,160200000,0,108020000
Q99543,53747000,7196700,0,0,0,0,0,0,4366000,0,0,0,0,3942100,0,0,0,0,0,0,0
Q99549,27001000,0,0,0,0,0,0,0,19937000,0,0,0,0,0,3969400,0,0,0,0,0,18436000
Q99567,53529000,43061000,0,5239000,0,0,18127000,0,74688000,0,9671600,339970,0,39336000,0,0,0,0,71882000,0,13491000
Q99569,16465000,0,0,0,0,24420000,0,24631000,50645000,0,0,16799000,0,0,0,0,5923400,0,0,0,0
Q99570,0,0,0,0,0,0,0,0,0,0,6224500,0,0,0,0,0,0,0,0,0,0
Q99584,906950000,142890000,404540000,10888000,65740000,550040000,202380000,292120000,439190000,4177300,11385000,45105000,384400000,127390000,15915000,0,0,0,1232900000,262310000,561720000
Q99592,66932000,107280000,75475000,904630000,0,51142000,23532000,61859000,31129000,0,0,71437000,0,28283000,0,18168000,920750,0,38581000,0,1594800000
Q99598,2613800000,136010000,42398000,78260000,26671000,53494000,40962000,41339000,62829000,4183200,37373000,0,32748000,97359000,17979000,12731000,3559000,0,434330000,0,371860000
Q99613,556930000,1512100000,299280000,403580000,253810000,288340000,115660000,181460000,553970000,34470000,28593000,89340000,45791000,641300000,71658000,19616000,11440000,32358000,1211900000,6782200,710930000
Q99614,135210000,72211000,167670000,29548000,116050000,63889000,47056000,50131000,21503000,0,7661600,58632000,24565000,47885000,0,0,728650,0,235470000,1440300,120120000
Q99615,111700000,165810000,0,211850000,100720000,28949000,94910000,12501000,25008000,1981900,0,24658000,59524000,46541000,2739800,3835600,154140,0,201160000,34948000,142870000
Q99622,0,0,65017000,16193000,0,44088000,24853000,33092000,60222000,0,22233000,55592000,13259000,61491000,0,6257400,0,0,36852000,0,84893000
Q99623,6089200000,7169200000,3146400000,1736200000,1050200000,1318600000,3167000000,1874900000,2492200000,122280000,1672400000,771490000,386940000,2159400000,267000000,142610000,81903000,58459000,5329100000,374020000,3298800000
Q99627,390040000,520020000,147830000,143650000,202550000,150320000,177740000,173560000,207220000,7653700,91606000,184590000,93563000,168230000,13714000,8707000,5910900,0,342530000,72849000,416450000
Q99643,58904000,79445000,0,15472000,0,40282000,162980000,0,14090000,0,124820000,0,0,96473000,0,0,0,0,0,0,7845900
Q99653,31721000,65220000,35062000,0,36699000,116770000,23301000,104890000,84155000,0,0,10104000,0,58948000,0,0,0,0,19742000,65707000,0
Q99683,14376000,0,6128700,83407000,55939000,0,30578000,5902400,0,0,0,0,0,10174000,0,0,0,0,0,0,0
Q99685,125780000,22284000,181400000,27411000,12371000,207190000,28727000,234530000,4880100,0,8517900,5289400,3809300,7363400,0,0,168670,0,103830000,5216400,99401000
Q99700,66345000,219100000,0,42633000,0,0,0,0,0,0,12576000,0,0,24562000,0,0,0,0,161300000,8264800,50297000
Q99714,6886800000,18519000000,1304000000,2270300000,246640000,1445100000,2388600000,1469100000,2787800000,155510000,213740000,492330000,551450000,1890900000,310550000,65000000,50413000,128560000,5380400000,677520000,3909200000
Q99715,125420000,111630000,42697000,87846000,545190000,0,313010000,105390000,1756600000,28504000,174550000,452860000,48452000,117470000,66852000,30603000,102090000,73625000,130630000,293490000,97613000
Q99719,2727200000,1971500000,2389600000,1254400000,351280000,3462100000,986420000,3004300000,407980000,31341000,309500000,508430000,104260000,272460000,96166000,136420000,25895000,16508000,5277000000,239570000,3586400000
Q99720,7637300,0,0,0,6764900,0,13456000,0,0,0,0,0,0,0,14567000,0,0,0,0,0,10475000
Q99729,4095400000,3687700000,29622000,928040000,758430000,32700000,876850000,124460000,460270000,20135000,103850000,440440000,66370000,631580000,110620000,26408000,5402800,37574000,2210100000,104680000,2392000000
Q99733,2164000000,3899700000,873040000,1243900000,546140000,526560000,687870000,451660000,2070300000,91183000,247070000,1018800000,480060000,1257700000,106200000,50921000,26833000,93708000,3264300000,292840000,1623600000
Q99747,854620000,264990000,1008800000,501010000,111940000,719570000,346050000,408120000,113850000,6760300,0,261260000,95371000,115120000,28051000,0,0,0,1041700000,476610000,515160000
Q99757,0,206500000,0,0,0,49117000,38422000,0,28430000,0,20304000,0,15278000,28197000,0,0,0,0,0,29999000,0
Q99766,17901000,0,17166000,0,0,0,0,11942000,0,0,0,0,0,8322200,0,0,0,0,17512000,0,0
Q99767,164010000,201590000,14643000,7898100,0,12873000,0,22799000,91916000,332050,12182000,52300000,6753000,46389000,0,0,0,0,96119000,0,23999000
Q99784,0,0,0,0,0,0,0,63811000,0,0,0,12242000,0,0,0,0,0,0,0,0,0
Q99798,14166000000,15603000000,16217000000,7494600000,2330200000,12210000000,2783500000,11638000000,3530100000,166930000,1036200000,2295700000,1143500000,5995900000,620830000,344050000,245120000,342680000,19568000000,2199100000,12261000000
Q99805,130530000,344370000,80812000,65119000,20577000,63315000,119620000,73005000,312280000,13039000,17984000,55589000,19572000,184470000,21876000,1922400,0,0,307690000,0,250160000
Q99808,77609000,6943800,0,0,0,0,0,26850000,144550000,0,1166100,0,28631000,90394000,0,0,0,0,108020000,454300,0
Q99816,448560000,951150000,69134000,147980000,10226000,8339200,78466000,37586000,50476000,7492500,22241000,25446000,5484700,69231000,11236000,18518000,4725400,48271000,567950000,21121000,223860000
Q99829,1052800000,1846700000,97344000,316240000,153640000,144470000,262530000,224550000,793120000,48672000,35123000,159760000,237130000,534090000,19188000,7939000,8068000,125370000,884400000,17245000,48113000
Q99832,4729400000,7138500000,1318700000,1845200000,1020200000,1000600000,1825800000,1072400000,1274600000,145660000,767260000,743680000,359120000,1573900000,271060000,158250000,91293000,21339000,4117000000,307710000,4831000000
Q99848,112400000,242790000,0,14484000,22560000,0,18442000,0,20452000,2017500,0,0,2680100,93814000,1291700,0,0,0,119040000,0,13937000
Q99873,1132700000,3377900000,352080000,1549000000,723700000,171600000,1754200000,222470000,667790000,74249000,124620000,370490000,233600000,1329700000,188790000,66212000,41779000,0,2295300000,66165000,3033400000
Q99878,2.0749E+11,1.8556E+11,34255000000,54753000000,36862000000,23489000000,50552000000,24793000000,45257000000,4373000000,7185500000,37074000000,24437000000,51786000000,8912700000,8545300000,8564000000,11795000000,1.041E+11,9488800000,68826000000
