SwissProt_Accessions,geneName,DISGENET_Score,Harmonizome_Score,Pubpular_Score,CTD_Score,D2_Score,DH_Score,DP_Score,DC_Score,HP_Score,HC_Score,PC_Score,D2D_Score,D2H_Score,D2P_Score,D2C_Score,BDMC_Score,Frequency,CTD_Marker,eDGAR_Marker,BIONDA_Marker,Dis_2_Marker
Q96EG1,ARSG,,,,0.407,0.0,,,,,,,,,,-0.004,0.0,2,0.0,0,0,0
Q96E40,SPACA9,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96EB1,ELP4,,,,0.511,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96EA4,SPDL1,,,,0.478,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96E93,KLRG1,,,,0.201,0.089,,,,,,,,,,0.37,0.0,2,0.0,0,0,0
Q96E35,ZMYND19,,,,0.391,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96E22,NUS1,,,,0.457,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96E17,RAB3C,,,,0.51,0.139,,,,,,,,,,0.421,0.0,2,0.0,0,0,0
Q96E14,RMI2,,,,0.505,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96E09,PABIR1,,,0.574,0.319,,,,,,,0.745,,,,,0.0,2,0.0,0,0,0
Q96EF6,FBXO17,,0.025,,0.46,,,,,,0.109,,,,,,0.0,2,0.0,0,0,0
Q96EF0,MTMR8,,,,0.109,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96EE3,SEH1L,,,,0.236,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96EC8,YIPF6,,,,0.499,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96F46,IL17RA,,,,0.458,0.165,,,,,,,,,,0.478,0.0,2,0.0,0,0,0
Q96F81,DISP1,,,,0.373,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96GN5,CDCA7L,,,,0.453,,,,,,,,,,,,0.0,1,0.0,0,0,0
L0R6Q1,SLC35A4,,,,0.389,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96G75,RMND5B,,,,0.237,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96G74,OTUD5,,,,0.323,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96G46,DUS3L,,,0.586,0.219,,,,,,,0.58,,,,,0.0,2,0.0,0,0,0
Q96G42,KLHDC7B,,,,0.507,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96G28,CFAP36,,,,0.215,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96G25,MED8,,,0.525,0.318,,,,,,,0.748,,,,,0.0,2,0.0,0,0,0
Q96G91,P2RY11,,,,0.062,0.215,,,,,,,,,,0.25,0.0,2,0.0,0,0,0
Q96GM8,TOE1,,,,0.449,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96GM5,SMARCD1,,,,0.392,0.038,,,,,,,,,,0.133,0.0,2,0.0,0,0,0
Q96GM1,PLPPR2,,,,0.322,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96GL9,FAM163A,,,,0.326,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96GJ1,TRMT2B,,,,0.051,0.013,,,,,,,,,,0.105,0.0,2,0.0,0,0,0
Q96GG9,DCUN1D1,,,0.495,0.197,,,,,,,0.541,,,,,0.0,2,0.0,0,0,0
Q96GE4,CEP95,,,,0.486,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96G97,BSCL2,,,,0.355,0.127,,,,,,,,,,0.405,0.0,2,0.0,0,0,0
Q96GD3,SCMH1,,,,0.442,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96GC9,VMP1,,,,0.574,0.152,,,,,,,,,,0.452,0.0,2,0.0,0,0,0
Q96GC6,ZNF274,,,,0.238,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96GA7,SDSL,,,,0.423,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96F85,CNRIP1,,,,0.31,0.051,,,,,,,,,,0.172,0.0,2,0.0,0,0,0
Q96FN4,CPNE2,,,,0.361,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96FM1,PGAP3,,,,0.402,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96FL9,GALNT14,,,,0.372,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96FJ2,DYNLL2,,,,0.418,0.063,,,,,,,,,,0.22,0.0,2,0.0,0,0,0
Q96FS4,SIPA1,,,,0.424,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96FG2,ELMOD3,,,,0.312,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96FF9,CDCA5,0.671,,,0.53,,,,1.017,,,,,,,,0.0,2,0.0,0,0,0
Q96FE7,PIK3IP1,,,,0.403,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96FC9,DDX11,,,,0.301,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96F86,EDC3,,,,0.486,0.013,,,,,,,,,,0.078,0.0,2,0.0,0,0,0
Q96G23,CERS2,,,,0.383,0.253,,,,,,,,,,0.674,0.0,2,0.0,0,0,0
Q96G21,IMP4,,,0.506,0.38,,,,,,,0.843,,,,,0.0,2,0.0,0,0,0
Q96G04,EEF2KMT,,,,0.208,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96G03,PGM2,,,,0.45,0.0,,,,,,,,,,0.018,0.0,2,0.0,0,0,0
Q96G01,BICD1,,,,0.418,0.089,,,,,,,,,,0.294,0.0,2,0.0,0,0,0
Q96FZ5,CMTM7,,,,0.366,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96FZ2,HMCES,,,0.631,0.321,,,,,,,0.746,,,,,0.0,2,0.0,0,0,0
Q96FX8,PERP,,,,0.599,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96FX7,TRMT61A,,,,0.457,0.101,,,,,,,,,,0.329,0.0,2,0.0,0,0,0
Q96FX2,DPH3,,,,0.479,0.0,,,,,,,,,,0.032,0.0,2,0.0,0,0,0
Q96FV9,THOC1,,,,0.514,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96FT7,ASIC4,,,,0.231,0.063,,,,,,,,,,0.244,0.0,2,0.0,0,0,0
Q96JE9,MAP6,,,,0.399,0.203,,,,,,,,,,0.57,0.0,2,0.0,0,0,0
Q96JF0,ST6GAL2,,,0.444,0.045,,,,,,,0.166,,,,,0.0,2,0.0,0,0,0
Q96JG6,VPS50,,,,0.306,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96PS6,GAFA1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96MF4,CCDC140,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96M96,FGD4,,,,0.628,0.025,,,,,,,,,,0.174,0.0,2,0.0,0,0,0
Q96MH7,C5orf34,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96MT4,LINC01600,,,,0.33,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96M94,KLHL15,,,,0.32,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96N68,C18orf15,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96PS1,FANCD2OS,,,0.651,,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96M91,CFAP53,,,0.583,0.45,,,,,,,0.926,,,,,0.0,2,0.0,0,0,0
Q96M86,DNHD1,,,,0.384,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96M42,LINC00479,,,,0.289,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96M63,ODAD1,,,,0.075,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96M61,MAGEB18,,,,0.118,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96M32,AK7,,,,0.492,0.152,,,,,,,,,,0.448,0.0,2,0.0,0,0,0
Q96T59,CDRT15,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9BTD1,SHANK2-AS3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9BXW3,SNHG12,,,,0.506,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96M29,TEKT5,,,0.601,0.364,,,,,,,0.809,,,,,0.0,2,0.0,0,0,0
Q9BZ98,TTTY12,,,,0.176,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96M78,FER1L6-AS2,,,,0.352,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96M15,IGF2BP2-AS1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96M02,C10orf90,,,0.359,,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96CB5,C8orf44,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WZA8,GCRG224,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96MK3,FAM20A,,,,0.186,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96BQ5,CCDC127,,,,0.437,0.101,,,,,,,,,,0.328,0.0,2,0.0,0,0,0
Q96MH2,HEXIM2,,,,0.443,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96MG8,PCMTD1,,,,0.275,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96BT1,C3orf49,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96MG7,NSMCE3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96MG2,JSRP1,,,,0.579,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96MF7,NSMCE2,,,,0.492,0.025,,,,,,,,,,0.121,0.0,2,0.0,0,0,0
Q96LM1,LINC00615,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96MF2,STAC3,,,0.309,0.211,,,,,,,0.626,,,,,0.0,2,0.0,0,0,0
Q96MD2,KICS2,,,,0.066,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96MC2,DRC1,,,,0.048,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96IT6,ARHGAP5-AS1,,,,0.258,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96MA6,AK8,,,,0.241,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96KT0,FAM167A-AS1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96KT6,LINC00208,,,,0.186,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96KX1,C4orf36,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9BZA0,TTTY10,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9BZK8,OCR1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WZ26,PP6455,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96LR2,LURAP1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UI25,PRO0461,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UI54,PRO0628,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96LT9,RNPC3,,,0.467,0.393,,,,,,,0.87,,,,,0.0,2,0.0,0,0,0
Q9UI72,PRO0255,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9Y6C7,LINC00312,,,,0.347,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9Y6Z2,LINC01558,,,,0.294,,,,,,,,,,,,0.0,1,0.0,0,0,0
X6R8D5,GUCA1ANB,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
X6R8R1,SYT15B,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UHT4,PRO1854,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96LM6,TEX37,,,0.62,0.447,,,,,,,0.919,,,,,0.0,2,0.0,0,0,0
Q96LM5,C4orf45,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UHU1,PRO1716,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9P1J3,DHRS4-AS1,,,,0.087,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9BZS9,PNAS-138,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9H7T3,C10orf95,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9H0A3,TMEM191A,,,,0.382,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9H1L0,MIR1-1HG,,,,0.294,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9H2U6,LINC00597,,,,0.272,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96LZ3,PPP3R2,,,,0.453,0.063,,,,,,,,,,0.224,0.0,2,0.0,0,0,0
Q9H354,PRO1933,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9H379,PRO3102,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9H693,C16orf95,,,,,0.063,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96LX8,ZNF597,,,,0.251,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96LX7,CCDC17,,,,0.046,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96LW4,PRIMPOL,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9H8Q6,HEXA-AS1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9H8W2,LINC00472,,,,0.26,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9HBI5,C3orf14,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9NRI7,PPY2P,,,,0.352,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9NZ38,IDI2-AS1,,,,0.273,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96LW7,CARD19,,,,0.053,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9P1C3,PRO2829,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9P1D8,PRO2289,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WZ69,C11orf40,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WY50,PLAC4,,,0.548,,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96JG8,MAGED4,,,,0.135,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96NB1,CEP20,,,,0.461,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q6ZTY9,LINC02902,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q6ZV60,LINC00173,,,,0.071,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q6ZVW7,IL17REL,,,,0.134,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96NC0,ZMAT2,,,,0.465,0.013,,,,,,,,,,0.069,0.0,2,0.0,0,0,0
Q96NB3,ZNF830,,,,0.255,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q71F78,LCA10,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q86TU6,LINC00523,,,,0.322,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q86U37,LINC01551,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96NA2,RILP,,,,0.308,0.152,,,,,,,,,,0.49,0.0,2,0.0,0,0,0
Q6ZTR6,ZNF516-DT,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IXQ3,C9orf40,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96N96,SPATA13,,,,0.488,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96N95,ZNF396,,,,0.098,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96N87,SLC6A18,,,,0.442,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8N1I8,CACTIN-AS1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96N77,ZNF641,,,,0.235,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8N1L1,LINC00528,,,,0.315,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8N1V8,LINC01561,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96NG3,ODAD4,,,,0.433,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q6ZSK4,NTM-AS1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96N67,DOCK7,,,,0.188,0.101,,,,,,,,,,0.433,0.0,2,0.0,0,0,0
Q6UXR8,UNQ6493/PRO21345,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q6NUR6,RNF216P1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q6UWF5,UNQ5815/PRO19632,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q6UXP9,UNQ9370/PRO34162,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96NN9,AIFM3,,,0.565,0.365,,,,,,,0.813,,,,,0.0,2,0.0,0,0,0
Q96NM4,TOX2,,,0.572,0.459,,,,,,,0.938,,,,,0.0,2,0.0,0,0,0
Q6UXQ4,C2orf66,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96NL8,CFAP418,,,,0.058,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96NL6,SCLT1,,,,0.523,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96NH3,TBC1D32,,,,0.322,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q6ZRV3,LINC00696,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q6UXV3,UNQ6126/PRO20091,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q6UY13,UNQ5830/PRO19650/PRO19816,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q6W349,LINC00575,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q6XCG6,PP632,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q6ZMV7,LEKR1,,,,0.108,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q6ZP68,ATP11AUN,,,,0.281,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q6ZR85,C17orf107,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96NG5,ZNF558,,,0.608,0.268,,,,,,,0.664,,,,,0.0,2,0.0,0,0,0
Q96N76,UROC1,,,,0.298,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96N66,MBOAT7,,,,0.517,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8WXQ3,LINC01599,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NA97,FER1L6-AS1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96MV1,TLCD4,,,,0.35,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96MU8,KREMEN1,,,,0.109,0.215,,,,,,,,,,0.429,0.0,2,0.0,0,0,0
Q96MU7,YTHDC1,,,,0.5,0.127,,,,,,,,,,0.392,0.0,2,0.0,0,0,0
Q96MT8,CEP63,,,,0.529,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96MT7,CFAP44,,,,0.446,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96MT3,PRICKLE1,,,,0.54,0.038,,,,,,,,,,0.175,0.0,2,0.0,0,0,0
Q96MS0,ROBO3,,,,0.555,0.139,,,,,,,,,,0.424,0.0,2,0.0,0,0,0
Q96MP8,KCTD7,,,,0.075,0.127,,,,,,,,,,0.418,0.0,2,0.0,0,0,0
Q96MN9,ZNF488,,,0.602,0.355,,,,,,,0.795,,,,,0.0,2,0.0,0,0,0
Q8N9U9,SPANXA2-OT1,,,,0.315,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8NAE3,LINC01555,,,,0.33,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8TB33,LINC01560,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9H2H0,CXXC4,,,,,0.013,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96MN2,NLRP4,,,,,0.089,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96MM7,HS6ST2,,,,0.366,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8WU49,C7orf33,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WWF1,C1orf54,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96MM3,ZFP42,,,,0.325,0.063,,,,,,,,,,0.218,0.0,2,0.0,0,0,0
Q8N9X3,LINC01356,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N9P6,C9orf163,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96N64,PWWP2A,,,,0.25,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96MY7,FAM161B,,,,0.449,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96N58,ZNF578,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96N21,TEPSIN,,,0.604,,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8N2A0,LINC00269,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N2C9,UMODL1-AS1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96N19,GPR137,,,,0.398,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96N16,JAKMIP1,,,,0.439,0.025,,,,,,,,,,0.102,0.0,2,0.0,0,0,0
Q8N4M7,C10orf126,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N5N4,C3orf22,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N616,LINC00311,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N8V8,TMEM105,,,,0.389,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96MX3,ZNF48,,,,0.081,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8N6U2,LINC00612,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96MX0,CMTM3,,,0.541,0.459,,,,,,,0.942,,,,,0.0,2,0.0,0,0,0
Q8N7H1,LINC01465,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N812,C12orf76,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96MW5,COG8,,,,0.207,0.038,,,,,,,,,,0.135,0.0,2,0.0,0,0,0
Q8N8G6,LINC02915,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N8J0,PI4KAP1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96LL9,DNAJC30,,,,0.217,0.076,,,,,,,,,,0.306,0.0,2,0.0,0,0,0
Q96LL4,C8orf48,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96K80,ZC3H10,,,,0.447,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96K78,ADGRG7,,,,0.257,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96K76,USP47,,,,0.355,0.076,,,,,,,,,,0.258,0.0,2,0.0,0,0,0
Q96K30,RITA1,,,0.426,0.255,,,,,,,0.664,,,,,0.0,2,0.0,0,0,0
Q96K21,ZFYVE19,,,,0.49,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96K19,RNF170,,,,0.435,0.114,,,,,,,,,,0.361,0.0,2,0.0,0,0,0
Q96K12,FAR2,,,,0.438,0.013,,,,,,,,,,0.058,0.0,2,0.0,0,0,0
Q96JY6,PDLIM2,,,,0.441,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96JY0,MAEL,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96KA5,CLPTM1L,,,,0.435,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96KB5,PBK,,,,0.579,0.076,,,,,,,,,,0.284,0.0,2,0.0,0,0,0
Q96KM6,ZNF512B,,,,0.067,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96KK5,H2AC12,,,,0.507,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96KK4,OR10C1,,,,0.074,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96KK3,KCNS1,,,,0.339,0.051,,,,,,,,,,0.171,0.0,2,0.0,0,0,0
Q96KG9,SCYL1,,,0.484,0.43,,,,,,,0.915,,,,,0.0,2,0.0,0,0,0
Q96JX3,SERAC1,,,0.53,0.429,,,,,,,0.905,,,,,0.0,2,0.0,0,0,0
Q96LK0,CEP19,,,,0.387,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96JJ3,ELMO2,,,,0.047,0.051,,,,,,,,,,0.519,0.0,2,0.0,0,0,0
Q96JJ6,JPH4,,,,0.047,0.063,,,,,,,,,,0.447,0.0,2,0.0,0,0,0
Q96JI7,SPG11,,,,0.495,0.266,,,,,,,,,,0.667,0.0,2,0.0,0,0,0
Q96JH8,RADIL,,,,0.205,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96JH7,VCPIP1,,,,0.181,0.025,,,,,,,,,,0.069,0.0,2,0.0,0,0,0
Q96JG9,ZNF469,,,,0.242,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96JJ7,TMX3,,,0.589,0.483,,,,,,,0.966,,,,,0.0,2,0.0,0,0,0
Q96JW4,SLC41A2,,,,0.388,0.025,,,,,,,,,,0.086,0.0,2,0.0,0,0,0
Q96JN2,CCDC136,,,,0.371,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96JQ0,DCHS1,,,,0.29,0.025,,,,,,,,,,0.064,0.0,2,0.0,0,0,0
Q96JP5,ZFP91,,,,0.422,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96JP0,FEM1C,,,,0.522,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96JN0,LCOR,,,,0.467,0.025,,,,,,,,,,0.112,0.0,2,0.0,0,0,0
Q96JM7,L3MBTL3,,,,0.187,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96JM3,CHAMP1,,,0.487,0.449,,,,,,,0.939,,,,,0.0,2,0.0,0,0,0
Q96JM2,ZNF462,,,,0.321,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96JL9,ZNF333,,,,0.092,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96JK9,MAML3,,,,0.383,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96JK2,DCAF5,,,,0.309,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96L93,KIF16B,,,,0.439,0.038,,,,,,,,,,0.144,0.0,2,0.0,0,0,0
Q96LB1,MRGPRX2,,,,0.259,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96LA8,PRMT6,,,,0.369,0.038,,,,,,,,,,0.128,0.0,2,0.0,0,0,0
Q96LA6,FCRL1,,,,0.268,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96LA5,FCRL2,,,,0.372,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96L96,ALPK3,,,0.585,,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96L73,NSD1,,,,0.362,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96L58,B3GALT6,,,,0.371,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96L50,LRR1,,,,0.429,0.038,,,,,,,,,,0.141,0.0,2,0.0,0,0,0
Q96L46,CAPNS2,,,0.553,0.359,,,,,,,0.806,,,,,0.0,2,0.0,0,0,0
Q96LB2,MRGPRX1,0.709,,,0.281,,,,0.69,,,,,,,,0.0,2,0.0,0,0,0
Q96LJ8,UBXN10,,,0.609,0.048,,,,,,,0.226,,,,,0.0,2,0.0,0,0,0
Q96LJ7,DHRS1,,,,0.47,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96LI6,HSFY1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96LI5,CNOT6L,,,,0.234,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96LD8,SENP8,,,,0.455,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96LB3,IFT74,,,,0.29,0.038,,,,,,,,,,0.121,0.0,2,0.0,0,0,0
Q96LC9,BMF,,,,0.477,0.127,,,,,,,,,,0.391,0.0,2,0.0,0,0,0
