SwissProt_Accessions,geneName,DISGENET_Score,Harmonizome_Score,Pubpular_Score,CTD_Score,D2_Score,DH_Score,DP_Score,DC_Score,HP_Score,HC_Score,PC_Score,D2D_Score,D2H_Score,D2P_Score,D2C_Score,BDMC_Score,Frequency,CTD_Marker,eDGAR_Marker,BIONDA_Marker,Dis_2_Marker
Q96LC7,SIGLEC10,,,,0.1,0.051,,,,,,,,,,0.344,0.0,2,0.0,0,0,0
Q96LB9,PGLYRP3,,,,0.274,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96LB8,PGLYRP4,,,,0.27,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96L42,KCNH8,0.575,,,0.231,,,,0.602,,,,,,,,0.0,2,0.0,0,0,0
Q96KP6,TNIP3,,,,0.228,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96KP4,CNDP2,,,,0.436,0.114,,,,,,,,,,0.361,0.0,2,0.0,0,0,0
Q96KN8,PLAAT5,,,0.565,0.049,,,,,,,0.214,,,,,0.0,2,0.0,0,0,0
Q96KN7,RPGRIP1,,,,0.314,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96KN4,LRATD1,,,,0.547,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96KN3,PKNOX2,,,,0.419,0.013,,,,,,,,,,0.05,0.0,2,0.0,0,0,0
Q96KQ4,PPP1R13B,,,,0.43,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96KR4,LMLN,,,,0.387,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96L21,RPL10L,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96L12,CALR3,,,,0.24,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96L08,SUSD3,,,0.591,0.29,,,,,,,0.698,,,,,0.0,2,0.0,0,0,0
Q96KV7,WDR90,,,,0.522,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96KR7,PHACTR3,,,,0.446,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96KR6,FAM210B,,,,0.398,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96DZ9,CMTM5,,,,0.355,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q92935,EXTL1,,,,0.284,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q92932,PTPRN2,,,,0.272,0.165,,,,,,,,,,0.544,0.0,2,0.0,0,0,0
Q92925,SMARCD2,,,,0.458,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q92922,SMARCC1,,,,0.189,0.063,,,,,,,,,,0.274,0.0,2,0.0,0,0,0
Q92918,MAP4K1,,,,0.458,0.038,,,,,,,,,,0.149,0.0,2,0.0,0,0,0
Q92917,GPKOW,,,0.546,0.306,,,,,,,0.726,,,,,0.0,2,0.0,0,0,0
Q92911,SLC5A5,,,,0.402,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q92908,GATA6,,,,0.449,0.114,,,,,,,,,,0.361,0.0,2,0.0,0,0,0
Q92904,DAZL,,,,0.479,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q92903,CDS1,,,,0.345,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q92968,PEX13,,,,0.543,0.139,,,,,,,,,,0.423,0.0,2,0.0,0,0,0
Q92990,GLMN,,,,0.449,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q92989,CLP1,,,0.545,0.361,,,,,,,0.809,,,,,0.0,2,0.0,0,0,0
Q92988,DLX4,,,0.451,0.513,,,,,,,0.936,,,,,0.0,2,0.0,0,0,0
Q92982,NINJ1,,,,0.433,0.127,,,,,,,,,,0.393,0.0,2,0.0,0,0,0
Q92963,RIT1,,,,0.455,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q92954,PRG4,,,,0.526,0.089,,,,,,,,,,0.304,0.0,2,0.0,0,0,0
Q92953,KCNB2,,,,0.116,0.127,,,,,,,,,,0.589,0.0,2,0.0,0,0,0
Q92952,KCNN1,,,,0.385,0.127,,,,,,,,,,0.399,0.0,2,0.0,0,0,0
Q92949,FOXJ1,,,,0.534,0.114,,,,,,,,,,0.365,0.0,2,0.0,0,0,0
Q92890,UFD1,,,,0.34,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q92994,BRF1,,,0.445,0.047,,,,,,,0.173,,,,,0.0,2,0.0,0,0,0
Q92826,HOXB13,,,,0.219,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q92834,RPGR,,,0.341,0.471,,,,,,,0.793,,,,,0.0,2,0.0,0,0,0
Q92833,JARID2,,,,0.405,0.089,,,,,,,,,,0.294,0.0,2,0.0,0,0,0
Q92832,NELL1,,,,0.363,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q92838,EDA,,,0.201,0.489,,,,,,,0.549,,,,,0.0,2,0.0,0,0,0
Q92819,HAS2,,,,0.552,0.063,,,,,,,,,,0.246,0.0,2,0.0,0,0,0
Q92817,EVPL,,,,0.568,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q92805,GOLGA1,,,,0.091,0.127,,,,,,,,,,0.492,0.0,2,0.0,0,0,0
Q92888,ARHGEF1,,,,0.362,0.114,,,,,,,,,,0.369,0.0,2,0.0,0,0,0
Q92871,PMM1,,,,0.348,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q92878,RAD50,,,0.254,0.548,,,,,,,0.642,,,,,0.0,2,0.0,0,0,0
Q92874,DNASE1L2,,,,0.214,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q92858,ATOH1,,,,0.348,0.177,,,,,,,,,,0.533,0.0,2,0.0,0,0,0
Q92845,KIFAP3,,,,0.302,0.19,,,,,,,,,,0.585,0.0,2,0.0,0,0,0
Q92800,EZH1,,,,0.464,0.051,,,,,,,,,,0.189,0.0,2,0.0,0,0,0
Q969H8,MYDGF,,,,0.558,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q969L4,LSM10,,,,0.512,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q969K4,ABTB1,,,,0.307,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q969J5,IL22RA2,,,,0.392,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q969J3,BORCS5,,,,0.336,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q969J2,ZKSCAN4,,,,0.423,0.051,,,,,,,,,,0.181,0.0,2,0.0,0,0,0
Q969I6,SLC38A4,,,,0.43,0.0,,,,,,,,,,0.008,0.0,2,0.0,0,0,0
Q969H6,POP5,,,,0.474,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q969M7,UBE2F,,0.004,,0.307,,,,,,-0.036,,,,,,0.0,2,0.0,0,0,0
Q969H4,CNKSR1,,,,0.217,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q969G9,NKD1,,,,0.55,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q969G6,RFK,,,,0.357,0.139,,,,,,,,,,0.438,0.0,2,0.0,0,0,0
Q969G5,CAVIN3,,,,0.255,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q969G3,SMARCE1,,,,0.53,0.051,,,,,,,,,,0.207,0.0,2,0.0,0,0,0
Q969M3,YIPF5,,,,0.514,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q969N2,PIGT,,,,0.389,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q969G2,LHX4,,,,0.312,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q969T7,NT5C3B,,,,0.233,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q969T4,UBE2E3,,,,0.317,0.165,,,,,,,,,,0.517,0.0,2,0.0,0,0,0
Q969S9,GFM2,,,,0.493,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q969S8,HDAC10,,,,0.05,0.203,,,,,,,,,,0.201,0.0,2,0.0,0,0,0
Q969S6,TMEM203,,,,0.452,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q969S3,ZNF622,,,0.56,0.502,,,,,,,0.992,,,,,0.0,2,0.0,0,0,0
Q969S0,SLC35B4,,0.004,,0.44,,,,,,0.026,,,,,,0.0,2,0.0,0,0,0
Q969R8,ITFG2,,,,0.379,0.013,,,,,,,,,,0.034,0.0,2,0.0,0,0,0
Q969R2,OSBP2,,,,0.412,0.063,,,,,,,,,,0.219,0.0,2,0.0,0,0,0
Q969Q6,PPP2R3C,,,,0.496,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q969Q5,RAB24,,,,0.481,0.114,,,,,,,,,,0.361,0.0,2,0.0,0,0,0
Q969P6,TOP1MT,,,,0.324,0.038,,,,,,,,,,0.122,0.0,2,0.0,0,0,0
Q969P5,FBXO32,,,,0.6,0.203,,,,,,,,,,0.551,0.0,2,0.0,0,0,0
Q93052,LPP,,,,0.593,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q93079,H2BC9,,,,0.428,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q93077,H2AC6,,,,0.568,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q93070,ART4,,,0.531,0.475,,,,,,,0.964,,,,,0.0,2,0.0,0,0,0
Q93063,EXT2,,,,0.315,0.025,,,,,,,,,,0.068,0.0,2,0.0,0,0,0
Q93062,RBPMS,,,,0.424,0.228,,,,,,,,,,0.613,0.0,2,0.0,0,0,0
Q93088,BHMT,,,,0.505,0.241,,,,,,,,,,0.622,0.0,2,0.0,0,0,0
Q93034,CUL5,,,,0.301,0.139,,,,,,,,,,0.46,0.0,2,0.0,0,0,0
Q93033,CD101,,,,0.239,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q93015,NAA80,,,0.576,0.386,,,,,,,0.841,,,,,0.0,2,0.0,0,0,0
Q93009,USP7,,,,0.506,0.203,,,,,,,,,,0.551,0.0,2,0.0,0,0,0
Q93091,RNASE6,,,,0.375,0.089,,,,,,,,,,0.295,0.0,2,0.0,0,0,0
Q969E8,TSR2,,,,0.4,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q969F9,HPS3,,,,0.429,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q969F8,KISS1R,,,,0.235,0.063,,,,,,,,,,0.242,0.0,2,0.0,0,0,0
Q969F2,NKD2,,,,0.507,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q969F1,GTF3C6,,,0.605,0.537,,,,,,,1.029,,,,,0.0,2,0.0,0,0,0
Q969F0,FATE1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q969E2,SCAMP4,,,,0.444,0.013,,,,,,,,,,0.061,0.0,2,0.0,0,0,0
Q95460,MR1,,,,0.515,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q93100,PHKB,,,,0.347,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q93099,HGD,,,,0.393,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q92802,N4BP2L2,,,,0.453,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q92797,SYMPK,,,,0.18,0.051,,,,,,,,,,0.218,0.0,2,0.0,0,0,0
Q92530,PSMF1,,,,0.21,0.127,,,,,,,,,,0.493,0.0,2,0.0,0,0,0
Q92526,CCT6B,,,,0.241,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q92522,H1-10,,,,0.468,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q92521,PIGB,,,,0.465,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q92536,SLC7A6,,,,0.494,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q92506,HSD17B8,,,,0.455,0.025,,,,,,,,,,0.108,0.0,2,0.0,0,0,0
Q92504,SLC39A7,,,,0.555,0.19,,,,,,,,,,0.526,0.0,2,0.0,0,0,0
Q92503,SEC14L1,,,,0.471,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q92502,STARD8,,,,0.293,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q92496,CFHR4,,,,,0.051,,,,,,,,,,,0.0,1,0.0,0,0,0
Q92485,SMPDL3B,,,,0.28,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q92484,SMPDL3A,,,,0.439,0.013,,,,,,,,,,0.058,0.0,2,0.0,0,0,0
Q92535,PIGC,,,,0.523,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q92537,SUSD6,,,,0.065,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q92481,TFAP2B,,,,0.236,0.063,,,,,,,,,,0.241,0.0,2,0.0,0,0,0
Q92552,MRPS27,,,,0.54,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q92567,FAM168A,,,,0.284,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q92565,RAPGEF5,,,,0.5,0.0,,,,,,,,,,0.043,0.0,2,0.0,0,0,0
Q92564,DCUN1D4,,,,0.272,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q92562,FIG4,,,,0.516,0.291,,,,,,,,,,0.707,0.0,2,0.0,0,0,0
Q92551,IP6K1,,,,0.58,0.101,,,,,,,,,,0.344,0.0,2,0.0,0,0,0
Q92547,TOPBP1,,,,0.488,0.0,,,,,,,,,,0.037,0.0,2,0.0,0,0,0
Q92546,RGP1,,,,0.316,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q92544,TM9SF4,,,,0.319,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q92543,SNX19,,,,0.047,0.089,,,,,,,,,,0.348,0.0,2,0.0,0,0,0
Q92541,RTF1,,,0.515,0.232,,,,,,,0.606,,,,,0.0,2,0.0,0,0,0
Q92540,SMG7,,,,0.304,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q92539,LPIN2,,,,0.472,0.013,,,,,,,,,,0.072,0.0,2,0.0,0,0,0
Q8WYA6,CTNNBL1,0.614,,,0.374,,,,0.822,,,,,,,,0.0,2,0.0,0,0,0
Q8WYP5,AHCTF1,,,,0.57,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8WYN0,ATG4A,,,,0.089,0.127,,,,,,,,,,0.485,0.0,2,0.0,0,0,0
Q8WYK0,ACOT12,,,,0.424,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8WYH8,ING5,,,,0.478,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8WYA1,BMAL2,,,0.42,0.356,,,,,,,0.83,,,,,0.0,2,0.0,0,0,0
Q8WY98,TMEM234,,,,0.403,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8WY91,THAP4,,,0.609,0.325,,,,,,,0.752,,,,,0.0,2,0.0,0,0,0
Q8WY54,PPM1E,,,,0.197,0.025,,,,,,,,,,0.065,0.0,2,0.0,0,0,0
Q8WY41,NANOS1,,,,0.505,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8WZ73,RFFL,,,,0.408,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q92187,ST8SIA4,,,,0.577,0.152,,,,,,,,,,0.452,0.0,2,0.0,0,0,0
Q8WZA1,POMGNT1,,,,0.314,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8WZ75,ROBO4,,,,0.366,0.025,,,,,,,,,,0.08,0.0,2,0.0,0,0,0
Q8WZ74,CTTNBP2,,,,0.477,0.051,,,,,,,,,,0.192,0.0,2,0.0,0,0,0
Q8WZ59,TMEM190,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WZ55,BSND,,,0.475,,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8WZ19,KCTD13,,,,0.313,0.127,,,,,,,,,,0.42,0.0,2,0.0,0,0,0
Q8WZ04,TOMT,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WYR4,RSPH1,,,,0.472,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q92734,TFG,,,,0.2,0.0,,,,,,,,,,-0.107,0.0,2,0.0,0,0,0
Q92753,RORB,,,,0.371,0.203,,,,,,,,,,0.579,0.0,2,0.0,0,0,0
Q92750,TAF4B,,,,0.189,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q92748,THRSP,,,,0.586,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q92737,RASL10A,,,,0.071,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q92754,TFAP2C,,,,0.488,0.076,,,,,,,,,,0.265,0.0,2,0.0,0,0,0
Q92733,PRCC,,,,0.463,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q92698,RAD54L,,,,0.572,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q92696,RABGGTA,,,,0.43,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q92759,GTF2H4,,,,0.432,0.0,,,,,,,,,,0.009,0.0,2,0.0,0,0,0
Q92784,DPF3,,,,0.363,0.038,,,,,,,,,,0.127,0.0,2,0.0,0,0,0
Q92794,KAT6A,,,,0.349,0.114,,,,,,,,,,0.372,0.0,2,0.0,0,0,0
Q92791,P3H4,,,,0.371,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q92786,PROX1,,,,0.488,0.228,,,,,,,,,,0.601,0.0,2,0.0,0,0,0
Q92785,DPF2,,,,0.312,0.0,,,,,,,,,,-0.051,0.0,2,0.0,0,0,0
Q92764,KRT35,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q92782,DPF1,,,,0.473,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q92781,RDH5,,,,0.462,0.013,,,,,,,,,,0.068,0.0,2,0.0,0,0,0
Q92772,CDKL2,,,0.484,0.371,,,,,,,0.834,,,,,0.0,2,0.0,0,0,0
Q92572,AP3S1,,,,0.37,0.013,,,,,,,,,,0.031,0.0,2,0.0,0,0,0
Q92614,MYO18A,,,0.489,0.534,,,,,,,0.98,,,,,0.0,2,0.0,0,0,0
Q92613,JADE3,,,,0.231,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q92611,EDEM1,,,,0.513,0.241,,,,,,,,,,0.621,0.0,2,0.0,0,0,0
Q92609,TBC1D5,,,,0.54,0.203,,,,,,,,,,0.55,0.0,2,0.0,0,0,0
Q92604,LPGAT1,,,,0.444,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q92600,CNOT9,,,,0.2,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q92615,LARP4B,,,,0.422,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q92585,MAML1,,,,0.52,0.165,,,,,,,,,,0.475,0.0,2,0.0,0,0,0
Q92616,GCN1,,,,0.309,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q92681,RSC1A1,,,,0.075,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q92674,CENPI,,,0.525,0.337,,,,,,,0.777,,,,,0.0,2,0.0,0,0,0
Q92665,MRPS31,,,,0.432,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q92643,PIGK,,,,0.203,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q92637,FCGR1BP,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q92636,NSMAF,,,,0.297,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q92633,LPAR1,,,,0.469,0.266,,,,,,,,,,0.672,0.0,2,0.0,0,0,0
Q92629,SGCD,,,,0.475,0.051,,,,,,,,,,0.192,0.0,2,0.0,0,0,0
Q92618,ZNF516,,,,0.067,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q92625,ANKS1A,,,,0.329,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q92622,RUBCN,,,,0.23,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q92621,NUP205,,,,0.41,0.089,,,,,,,,,,0.294,0.0,2,0.0,0,0,0
Q92620,DHX38,,,,0.483,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q92619,ARHGAP45,,,0.34,0.264,,,,,,,0.713,,,,,0.0,2,0.0,0,0,0
Q969T9,WBP2,,,,0.426,0.013,,,,,,,,,,0.053,0.0,2,0.0,0,0,0
Q969U6,FBXW5,,,,0.525,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q969U7,PSMG2,,,,0.384,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96C86,DCPS,,,,0.463,0.051,,,,,,,,,,0.189,0.0,2,0.0,0,0,0
Q96CE8,TM4SF18,,,,0.237,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96CD2,PPCDC,,,,0.317,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96CC6,RHBDF1,,,,0.578,0.127,,,,,,,,,,0.399,0.0,2,0.0,0,0,0
Q96CB9,NSUN4,,,0.57,0.328,,,,,,,0.759,,,,,0.0,2,0.0,0,0,0
Q96CB8,INTS12,,,0.595,0.071,,,,,,,0.277,,,,,0.0,2,0.0,0,0,0
Q96CA5,BIRC7,,,,0.398,0.025,,,,,,,,,,0.089,0.0,2,0.0,0,0,0
Q96C92,ENTR1,,,0.534,0.403,,,,,,,0.869,,,,,0.0,2,0.0,0,0,0
Q96CG3,TIFA,,,,0.339,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96C55,ZNF524,,,,0.438,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96C36,PYCR2,,,0.541,0.557,,,,,,,1.039,,,,,0.0,2,0.0,0,0,0
Q96C24,SYTL4,,,,0.418,0.025,,,,,,,,,,0.095,0.0,2,0.0,0,0,0
Q96CF2,CHMP4C,,,,0.013,0.051,,,,,,,,,,0.113,0.0,2,0.0,0,0,0
Q96CG8,CTHRC1,,,,0.444,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96CP6,GRAMD1A,,,,0.43,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96CS3,FAF2,,,,0.203,0.025,,,,,,,,,,0.064,0.0,2,0.0,0,0,0
Q96CS2,HAUS1,,,,0.43,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96CQ1,SLC25A36,,,,0.563,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96CP7,TLCD1,,,,0.454,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96CJ1,EAF2,,,,0.256,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96CN5,LRRC45,,,,0.392,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96CN4,EVI5L,,,0.573,0.334,,,,,,,0.767,,,,,0.0,2,0.0,0,0,0
Q96CM8,ACSF2,,,,0.384,0.101,,,,,,,,,,0.331,0.0,2,0.0,0,0,0
Q96CM3,RPUSD4,,,,0.458,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96CK0,ZNF653,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96C23,GALM,,,,0.485,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96C12,ARMC5,,,,0.478,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96CT7,CCDC124,,,,0.314,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96BW9,TAMM41,,,,0.461,0.076,,,,,,,,,,0.261,0.0,2,0.0,0,0,0
Q96BW1,UPRT,,,,0.563,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96BT7,ALKBH8,,,,0.305,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96BT3,CENPT,,,0.503,0.467,,,,,,,0.958,,,,,0.0,2,0.0,0,0,0
Q96BR9,ZBTB8A,,,,0.211,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96BR6,ZNF669,,,,0.258,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96BY6,DOCK10,,,,0.452,0.0,,,,,,,,,,0.019,0.0,2,0.0,0,0,0
Q96C11,FGGY,,,,0.176,0.076,,,,,,,,,,0.346,0.0,2,0.0,0,0,0
Q96C03,MIEF2,,,,0.535,0.304,,,,,,,,,,0.725,0.0,2,0.0,0,0,0
Q96C00,ZBTB9,,,,0.419,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96BZ9,TBC1D20,,,0.554,0.027,,,,,,,0.15,,,,,0.0,2,0.0,0,0,0
Q96BZ8,LENG1,,,0.593,0.402,,,,,,,0.861,,,,,0.0,2,0.0,0,0,0
Q96BY9,SARAF,,,,0.354,0.063,,,,,,,,,,0.216,0.0,2,0.0,0,0,0
Q96BY7,ATG2B,,,,0.427,0.076,,,,,,,,,,0.258,0.0,2,0.0,0,0,0
Q96CS7,PLEKHB2,,,,0.477,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96DP5,MTFMT,,,0.552,0.219,,,,,,,0.58,,,,,0.0,2,0.0,0,0,0
Q96DR7,ARHGEF26,,,,0.447,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96DR5,BPIFA2,0.582,,,0.121,,,,0.388,,,,,,,,0.0,2,0.0,0,0,0
Q96DR4,STARD4,,,,0.502,0.089,,,,,,,,,,0.3,0.0,2,0.0,0,0,0
Q96DR8,MUCL1,,,,0.421,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96DN5,TBC1D31,,,,0.573,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96DN2,VWCE,,,,0.51,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96DM3,RMC1,,,,0.063,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96DG6,CMBL,,,,0.553,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96DF8,ESS2,,,,0.223,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96DT5,DNAH11,,,0.513,0.308,,,,,,,0.733,,,,,0.0,2,0.0,0,0,0
Q96DE5,ANAPC16,,,,0.444,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96DX5,ASB9,,,,0.372,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96DZ7,TM4SF19,,,,0.378,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96DZ5,CLIP3,,,,0.519,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96DZ1,ERLEC1,,,,0.449,0.152,,,,,,,,,,0.451,0.0,2,0.0,0,0,0
Q96DX8,RTP4,,,,0.483,0.013,,,,,,,,,,0.077,0.0,2,0.0,0,0,0
Q96DX7,TRIM44,,,0.49,0.037,,,,,,,0.155,,,,,0.0,2,0.0,0,0,0
Q96DV4,MRPL38,,,,0.574,0.063,,,,,,,,,,0.252,0.0,2,0.0,0,0,0
Q96DU7,ITPKC,,,,0.377,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96DU3,SLAMF6,,,,0.234,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96DT7,ZBTB10,,,,0.516,0.038,,,,,,,,,,0.167,0.0,2,0.0,0,0,0
Q96D15,RCN3,,,,0.488,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96D05,FAM241B,,,0.588,0.379,,,,,,,0.831,,,,,0.0,2,0.0,0,0,0
Q96D03,DDIT4L,,,,0.383,0.025,,,,,,,,,,0.085,0.0,2,0.0,0,0,0
Q96CW9,NTNG2,,,,0.434,0.203,,,,,,,,,,0.561,0.0,2,0.0,0,0,0
Q96CW5,TUBGCP3,,,,0.365,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96CW1,AP2M1,,,,0.399,0.177,,,,,,,,,,0.516,0.0,2,0.0,0,0,0
Q96CU9,FOXRED1,,,,0.383,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96D21,RASD2,,,,0.539,0.266,,,,,,,,,,0.662,0.0,2,0.0,0,0,0
Q96D42,HAVCR1,,,,0.711,0.152,,,,,,,,,,0.473,0.0,2,0.0,0,0,0
Q96DE0,NUDT16,,,,0.433,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96DC9,OTUB2,,,0.54,0.404,,,,,,,0.87,,,,,0.0,2,0.0,0,0,0
Q96DB9,FXYD5,,,,0.602,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96DB2,HDAC11,,,,0.477,0.278,,,,,,,,,,0.692,0.0,2,0.0,0,0,0
Q96DA2,RAB39B,,,,0.374,0.253,,,,,,,,,,0.677,0.0,2,0.0,0,0,0
