SwissProt_Accessions,geneName,DISGENET_Score,Harmonizome_Score,Pubpular_Score,CTD_Score,D2_Score,DH_Score,DP_Score,DC_Score,HP_Score,HC_Score,PC_Score,D2D_Score,D2H_Score,D2P_Score,D2C_Score,BDMC_Score,Frequency,CTD_Marker,eDGAR_Marker,BIONDA_Marker,Dis_2_Marker
Q8IYA6,CKAP2L,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IYI6,EXOC8,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IYI8,ZNF440,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IYJ0,PIANP,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IYR0,CFAP206,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IYT4,KATNAL2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IYT3,CCDC170,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IYT2,CMTR2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IYS5,OSCAR,,,,0.529,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8IYS1,PM20D2,,,,0.523,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8IYR6,TMEFF1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IYR2,SMYD4,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IYP9,ZDHHC23,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IYJ1,CPNE9,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IYM9,TRIM22,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IYM2,SLFN12,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IYM1,SEPTIN12,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IYL9,GPR65,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IYK4,COLGALT2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IYJ3,SYTL1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IYJ2,C10orf67,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IZP9,ADGRG2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IZQ8,MYOCD,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IY92,SLX4,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N145,LGI3,,,,0.519,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8N1G2,CMTR1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N1G1,REXO1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N1G0,ZNF687,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N1F8,STK11IP,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N1F7,NUP93,,,,0.465,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8N1E6,FBXL14,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N1C3,GABRG1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N1B4,VPS52,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N1B3,CCNQ,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N1A0,KRT222,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N196,SIX5,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N187,CARF,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N183,NDUFAF2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N163,CCAR2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N159,NAGS,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N158,GPC2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N157,AHI1,,,,0.487,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8N1H7,SIX6OS1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N1I0,DOCK4,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N1K5,THEMIS,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N205,SYNE4,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5JU69,TOR2A,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N2C7,UNC80,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N2A8,PLD6,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N271,PROM2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N264,ARHGAP24,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N257,H2BC26,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N201,INTS1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N1L9,BATF2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N1W1,ARHGEF28,,,,0.476,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8N1V2,CFAP52,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N1Q8,THEM5,,,,0.545,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8N1Q1,CA13,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N1N4,KRT78,,,,0.543,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8N1N2,DYNAP,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N1M1,BEST3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N149,LILRA2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N144,GJD3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IZR5,CMTM4,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N142,ADSS1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N0W4,NLGN4X,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N0W3,FCSK,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N0V5,GCNT2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N0V3,RBFA,,,,0.543,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8N0U8,VKORC1L1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N0S2,SYCE1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8J025,APCDD1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IZY2,ABCA7,,,,,0.215,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8IZX4,TAF1L,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IZW8,TNS4,,,,0.502,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8IZV5,RDH10,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IZU9,KIRREL3,,,,0.494,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8IZU3,SYCP3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IZU1,FAM9A,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IZU0,FAM9B,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IZT8,HS3ST5,,,,0.535,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8IZT6,ASPM,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N0X2,SPAG16,,,,0.539,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8N0X4,CLYBL,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N0X7,SPART,,,,0.476,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8N126,CADM3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N140,EID3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N139,ABCA6,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N138,ORMDL3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N137,CNTROB,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N135,LGI4,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N131,TMEM123,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N130,SLC34A3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N122,RPTOR,,,,0.454,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8N0Y2,ZNF444,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N119,MMP21,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N114,SHISA5,,,,0.498,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8N108,MIER1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N104,DEFB106A,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N100,ATOH7,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N0Z6,TTC5,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N0Z3,SPICE1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IY95,TMEM192,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IY84,NIM1K,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N2G4,LYPD1,,,,0.465,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8IVP5,FUNDC1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IW52,SLITRK4,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IW45,NAXD,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IW41,MAPKAPK5,,,,0.521,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8IW40,CCDC103,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IW35,CEP97,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IW19,APLF,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IW00,VSTM4,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IVW8,SPNS2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IVW6,ARID3B,,,,0.502,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8IVW4,CDKL3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IVV7,GID4,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IVU3,HERC6,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IVT5,KSR1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IVT2,MISP,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IVS8,GLYCTK,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IVS2,MCAT,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IVQ6,ZDHHC21,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IW75,SERPINA12,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IWA0,WDR75,,,,0.481,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8IWA4,MFN1,,,,0.407,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8IWF2,FOXRED2,,,,0.506,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8IWL3,HSCB,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IWL2,SFTPA1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IWL1,SFTPA2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IWK6,ADGRA3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IWJ2,GCC2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IWI9,MGA,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IWG1,DNAI3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IWE5,PLEKHM2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IWA5,SLC44A2,,,,0.474,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8IWE4,DCUN1D3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IWE2,FAM114A1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IWD4,CCDC117,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IWC1,MAP7D3,,,,,0.031,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8IWB7,WDFY1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IWB6,TEX14,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IWB1,ITPRIP,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IVP9,ZNF547,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IVM8,SLC22A9,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IWN7,RP1L1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IVM0,CCDC50,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IV76,PASD1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IV63,VRK3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IV61,RASGRP3,,,,0.449,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8IV53,DENND1C,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IV48,ERI1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IV45,UNC5CL,,,,0.502,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8IV36,HID1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IV31,TMEM139,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IV20,LACC1,,,,0.476,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8IV16,GPIHBP1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IV08,PLD3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IV04,TBC1D10C,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IUZ5,PHYKPL,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IUY3,GRAMD2A,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IUX8,EGFL6,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IUX7,AEBP1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IUX4,APOBEC3F,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IV77,CNGA4,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IVB4,SLC9A9,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IVD9,NUDCD3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IVH8,MAP4K3,,,,0.504,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8IVL8,CPO,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IVL6,P3H3,,,,0.489,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8IVL5,P3H2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IVL1,NAV2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IVL0,NAV3,,,,0.44,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8IVJ1,SLC41A1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IVI9,NOSTRIN,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IVH4,MMAA,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IVE3,PLEKHH2,,,,0.487,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8IVH2,FOXP4,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IVG9,MT-RNR2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IVG5,SAMD9L,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IVF7,FMNL3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IVF5,TIAM2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IVF4,DNAH10,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IVF2,AHNAK2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IWL8,STH,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IWQ3,BRSK2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IY82,DRC7,,,,0.586,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8IXB3,TRARG1,,,,0.545,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8IXQ5,KLHL7,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IXP5,POU2AF2,,,,0.677,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8IXN7,RIMKLA,,,,0.521,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8IXM6,NRM,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IXM3,MRPL41,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IXM2,BAP18,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IXL7,MSRB3,,,,0.472,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8IXL6,FAM20C,,,,0.449,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8IXK2,GALNT12,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IXK0,PHC2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IXJ9,ASXL1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IXJ6,SIRT2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IXI2,RHOT1,,,,0.521,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8IXI1,RHOT2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IXH8,CDH26,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IXH7,NELFCD,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IXH6,TP53INP2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IXQ6,PARP9,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IXQ9,ETFBKMT,,,,0.504,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8IXS2,CCDC65,,,,0.529,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8IY31,IFT20,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IY81,FTSJ3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IY63,AMOTL1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IY57,YAF2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IY49,MMD2,,,,0.496,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8IY37,DHX37,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IY34,SLC15A3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IY33,MICALL2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IY26,PLPP6,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IXV7,KLHDC8B,,,,0.5,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8IY22,CMIP,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IY21,DDX60,,,,0.452,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8IY18,SMC5,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IY17,PNPLA6,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IXZ2,ZC3H3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IXW5,RPAP2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IXW0,LMNTD2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IXF0,NPAS3,,,,,0.123,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8IXB1,DNAJC10,,,,0.438,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8IWR1,TRIM59,,,,0.452,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8IXA5,SPACA3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IWX5,SGPP2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IWW8,ADHFE1,,,,0.442,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8IWW6,ARHGAP12,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IWV8,UBR2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IWV7,UBR1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IWV2,CNTN4,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IWV1,LAX1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IWU9,TPH2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IWU6,SULF1,,,,0.426,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8IWU5,SULF2,,,,0.39,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8IWU4,SLC30A8,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IWU2,LMTK2,,,,0.527,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8IWT6,LRRC8A,,,,0.494,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8IWT3,CUL9,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IWT1,SCN4B,,,,0.463,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8IWT0,ZBTB8OS,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IWS0,PHF6,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IWX7,UNC45B,,,,0.487,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8IWX8,CHERP,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IWY4,SCUBE1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IX05,CD302,,,,0.467,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8IX90,SKA3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IX30,SCUBE3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IX21,SLF2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IX19,MCEMP1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IX15,HOMEZ,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IX12,CCAR1,,,,0.465,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8IX07,ZFPM1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IX04,UEVLD,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IWY9,CDAN1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IX03,WWC1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IX01,SUGP2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IWZ8,SUGP1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IWZ6,BBS7,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IWZ5,TRIM42,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IWZ4,TRIM48,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IWZ3,ANKHD1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N2F6,ARMC10,,,,0.531,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8N2G8,GHDC,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NDF8,TENT4B,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N9I5,FADS6,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NA61,CBY2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NA58,PNLDC1,,,,0.573,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8NA56,TTC29,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NA54,IQUB,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NA42,ZNF383,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NA31,TERB1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NA29,MFSD2A,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N9W6,BOLL,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N9W5,DNAAF3,,,,0.525,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8N9V6,ANKRD53,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N9R8,SCAI,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N9Q2,SREK1IP1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N9N8,EIF1AD,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N9N5,BANP,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N9N2,ASCC1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N9M5,TMEM102,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N9L9,ACOT4,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NA72,POC5,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NA77,TEX19,,,,0.543,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8NA82,MARCHF10,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NAX2,KDF1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NB59,SYT14,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NB49,ATP11C,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NB25,FAM184A,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NB16,MLKL,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NB15,ZNF511,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NB14,USP38,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NB12,SMYD1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NAV1,PRPF38A,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NAA4,ATG16L2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NAU1,FNDC5,,,,0.445,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8NAT1,POMGNT2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NAP8,ZBTB8B,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NAN2,MIGA1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NAM6,ZSCAN4,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
