Protein_Id,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,S60,S61,S62,S63,S64,S65
P61604,1.9233709,2.1715677,1.5483465,2.6559374,2.6462474,3.0942954,1.7812794,1.7594947,2.3401033,1.7816097,2.7795474,2.3488268,3.0555157,2.3668864,2.6020931,2.1824122,2.0519118,2.493543,2.2502841,2.6239676,2.5065972,2.0671359,2.1956236,1.2966058,2.2511517,2.8489046,2.0402787,2.3737856,1.9018272,2.3896997,2.1077182,2.0313173,2.8033262,2.8732456,1.6410804,3.4013103,2.6702061,2.2721307,1.6668511,2.2414889,2.1519607,1.959869,2.1938721,2.0135121,1.8016113,2.4231305,1.6454049,2.6902813,1.8834304,2.3276586,2.8635362,2.0951224,2.0994497,2.1052607,2.0832251,2.0082855,2.4844862,2.0114392,2.5992242,3.0301951,2.5558549,3.1916794,0.8423284,2.3361495,1.6991841
P61626,-1.71996002,-1.46625399,-0.68488583,1.90187295,-0.49161776,-0.93362276,-1.12861084,-0.49854141,1.3453151,-0.65078106,-0.50397833,-0.84795762,-0.16165371,-1.209384,-0.41988764,-1.87999725,-0.26257174,-1.32014981,-1.00305529,-0.45025404,-0.49151498,-1.50306457,-0.64660006,-0.41890569,-0.46745098,-0.94321029,-1.22224554,-0.66492215,-0.72874848,-0.52154361,0.32303594,-0.46524269,-0.4093913,-0.61559779,-1.4820868,-0.30047903,-0.50919552,-1.49537116,-1.58126563,-1.54774918,1.18890644,-1.41128382,-1.43533074,-1.47917861,0.90208444,-1.64896031,-1.1727554,1.7627279,-1.68969913,-1.53658484,-0.5763704,-1.13910809,-1.09147423,-0.04941975,-1.57959796,0.01752395,-0.74889848,0.43673872,-0.8398291,-0.80152556,-0.13851891,-0.6939742,-0.17421316,-1.41856854,-0.94436475
P61764,0.05702996,-2.36983712,-1.58847892,-1.15169396,-1.39521102,-1.83721525,0.55592158,0.64552415,0.53723016,0.9916931,-1.40757158,-1.75155039,-1.06524706,-2.11297423,-1.32348093,-0.42907684,-1.16616507,-2.22373795,-1.90664745,-1.35384732,-1.39510824,-2.4066458,1.77204045,0.88748141,-1.37104425,1.16026881,0.34110276,-1.56851526,-1.63234151,-1.42513685,-1.35452503,-2.06780348,-1.31298459,-1.51919096,-2.38566916,-1.20407235,-1.41278877,0.02219488,0.34756962,0.26829583,-0.69381455,0.63818447,-2.33891523,0.41947643,0.44696222,-0.4711341,-0.1061234,-1.53109815,0.24399072,1.34103819,0.61273867,0.76053408,-1.99506578,-1.74190227,-2.48317407,0.20115553,0.93472224,0.57334716,1.05897247,-1.70511845,0.12863261,-0.57176817,-1.07780651,-1.5700559,0.56269911
P61769,-0.17845858,-0.792753952,-0.011385639,1.811287358,0.181882433,-0.260122579,-0.455110676,0.174958785,-0.659337056,0.022719138,0.169521866,-0.174457429,0.511846486,-0.535883849,0.253612552,-1.20649809,0.410928453,-0.64664969,-0.329555115,0.223246156,0.181985217,-0.829564553,0.026900132,0.254594507,0.206049214,-0.269710102,-0.548745395,0.008578047,-0.055248292,0.151956583,0.222568437,-0.490712498,0.264108898,1.018538706,-0.808586774,0.373021171,0.164304673,-0.821871143,-0.208795706,-0.874249211,0.184309006,-0.737783744,-0.761830675,-0.805678579,-0.858580055,-0.975460472,-0.49925524,0.045995204,-1.01619937,-0.863084856,0.097129791,-0.465607923,-0.417974064,-0.164809278,-0.906098028,-0.844312378,-0.075398293,-0.841244956,-0.166328907,-0.128025367,-0.571932436,-0.020474009,0.499287034,-0.745068463,0.589990678
P61803,-0.098676669,-1.027000484,-0.245632185,0.191153022,-0.052364114,-0.494369125,-0.68935722,-0.059287762,0.446620955,-0.211527408,-0.064724681,0.445368204,0.277599939,-0.770130391,0.019366005,-1.440744542,0.176681906,-0.88089623,-0.56380166,-0.011000391,0.646708674,-1.063811083,-0.207346415,0.02034796,-0.028197332,-0.503956648,-0.782991937,-0.2256685,-0.289494838,-0.082289964,-0.011678109,0.247711529,0.029862351,-0.176344148,-1.042833306,0.138774624,-0.069941874,0.063126465,-1.142012222,-1.108495738,-0.049937541,-0.97203028,0.213818365,-1.039925111,-0.003769993,-0.431879135,-0.733501783,0.725430353,-1.250445877,0.116556605,-0.137116756,0.277227377,0.05150843,-0.399055824,-1.140344551,-1.078558907,-0.30964484,-1.075491485,-0.400575453,-0.362271913,-0.806178978,0.921279346,0.265040487,-0.078565959,0.276462693
P61916,-1.79227291,-1.53856703,-0.75719893,-0.32041372,-0.56393086,-1.00593585,-1.20092392,-0.57085451,-1.40515023,-0.72309415,-0.57629142,0.25028343,-0.23396681,0.37472645,-0.49220074,0.05159376,-0.33488484,-1.39246287,-1.07536838,-0.52256713,0.13514193,-1.57537759,-0.71891316,-0.49121878,-0.53976408,-1.01552338,-1.29455862,-0.73723524,-0.80106158,-0.59385671,-0.52324485,-1.23652574,-0.48170439,-0.68791089,-0.24643926,-0.37279212,-0.58150862,-1.56768419,-1.65357862,-1.62006219,-0.56150429,-0.3782328,-1.50764378,0.0187277,-0.57768966,-1.72127326,-1.24506848,-0.69981808,-1.76201205,0.13478954,-0.6486835,-1.21142117,-1.16378732,-0.91062256,-1.65191095,-1.59012539,-0.82121158,-1.58705797,-0.91214219,-0.87383865,-1.31774565,0.82125347,-0.24652626,-1.49088158,-1.01667784
P61923,1.11111919,0.61456138,0.0830911,1.88731027,1.43089013,1.30958912,-0.36063394,0.26943552,1.146894,1.69215242,1.05629394,0.7896707,0.60632322,0.91199005,0.34808929,0.7828817,1.44154349,1.00738289,1.34383359,0.31772289,0.27646195,1.04200401,1.8286819,0.34907124,1.16145246,1.35737027,1.30433546,1.23526742,1.36835854,1.84932566,1.69157111,1.19998025,1.08572526,1.64740119,0.93828531,1.16646791,1.48978899,0.46401194,0.48824013,0.45227956,1.42997837,0.74313958,0.68185944,0.59050008,0.66995905,0.32185371,-0.4047785,1.16642086,0.62561198,0.63133472,1.64723676,0.54257484,0.74058779,-0.07033254,0.90351894,1.0887736,0.01907844,0.68305121,-0.07185217,-0.03354863,0.98827367,1.21150728,0.59376377,1.45149875,-0.17638783
P61925,-0.264527324,-0.709790942,0.071577373,0.50836258,0.264845445,-0.177159568,-0.372147665,0.257921796,-0.576374046,0.10568215,0.252484878,-0.091494417,0.594809498,-0.452920838,0.336575563,-1.123535094,0.493891465,-0.56368668,-0.246592104,0.306209168,0.264948228,-0.746601544,0.109863143,0.337557519,0.289012226,-0.186747091,-0.465782384,0.091541058,0.02771472,0.234919594,0.305531449,-0.407749487,0.34707191,0.140865411,-0.725623765,0.455984183,0.247267685,-0.738908134,-0.824802691,-0.791286203,0.267272017,-0.654820735,-0.678867665,-0.72271557,-0.775617046,-0.892497466,-0.416292229,1.249156878,-0.933236365,-0.780121847,0.180092803,-0.382644912,-0.335011053,-0.081846266,-0.82313502,-0.761349369,0.007564718,-0.758281947,-0.083365896,-0.045062356,-0.488969425,0.062489003,0.582250046,-0.662105453,-0.187901551
P61952,-0.83411085,-0.58040447,0.20096385,0.63774905,0.39423192,-0.0477731,-0.24276119,0.38730827,-0.44698757,0.23506862,0.38187135,0.03789205,0.72419597,-0.32353437,0.46596204,-0.99414864,0.62327794,-0.43430021,-0.11720563,0.43559564,0.3943347,-0.61721507,0.23924962,0.46694399,0.4183987,-0.05736062,-0.33639591,0.22092753,0.15710119,2.10280002,0.43491792,-0.27836302,0.47645838,0.27025188,-0.5962373,0.58537066,0.37665416,-0.60952166,-0.69541622,-0.66189973,0.39665849,-0.52543426,-0.54948119,-0.5933291,-0.64623058,-0.763111,-0.28690576,0.25834469,-0.8038499,-0.65073538,0.30947928,-0.25325844,-0.20562458,0.04754021,-0.69374855,-0.6319629,0.83592119,-0.62889548,0.04602058,0.08432412,-0.35958295,1.21922002,0.71163652,-0.53271898,-0.05851508
P61956,1.3541878,1.6447186,2.4702073,1.3903413,2.464796,2.1959569,1.6017582,2.3720729,1.4128097,1.9556832,1.92467,2.0108648,0.4064368,1.8889032,0.8471728,1.7844534,0.3055187,1.9015133,1.6118326,1.2270949,2.1140591,1.4370264,2.0759346,2.3981123,1.2937438,1.6708891,1.2608716,1.9143899,1.8057593,1.7724749,1.6840546,1.6143103,1.9393451,2.2321336,1.4184671,1.709887,2.0855215,1.3353234,1.5489584,1.7268448,1.1771204,1.3578879,1.0761912,1.1522035,1.4620553,1.2570968,2.1013611,1.6011126,1.357851,1.3601629,1.8844217,1.7179458,1.6233672,2.0204327,1.143348,1.3648897,2.1261435,1.4126541,1.9911651,2.3775884,1.8178305,2.0434702,0.3938773,0.9870694,1.6751898
P61960,1.19263161,1.42483315,-0.95962575,2.63490533,2.05996116,1.79028768,1.38515433,0.92973955,1.48292018,2.07758843,1.85962537,-0.42372755,-0.43639364,1.69645755,1.23321537,1.54097899,1.68611631,1.50292487,1.91705575,-0.72499396,1.66525795,1.64226767,2.11537751,-0.69364561,1.66163378,1.41059849,1.7563709,1.64054799,1.6826029,2.43866623,2.51426749,1.69872174,2.18061387,2.32882954,1.31996004,2.14157975,2.07770729,0.05776727,0.93488987,1.09270005,1.79385156,1.29328354,0.07874496,1.38256199,1.28011915,1.28469585,1.06494243,1.93844141,1.4762668,1.16490467,1.09198591,1.21792232,1.39543731,1.19739235,1.28500183,1.48923011,0.3080816,1.48365801,-1.114569,1.55241153,1.73624773,2.1731124,-0.44895309,1.96197572,0.68888933
P61970,0.31190732,0.57504367,1.09555363,0.49899098,0.25547385,1.29069384,0.83539362,0.94752021,0.82130186,1.14490649,1.52716182,0.97386972,0.5854379,1.01194855,1.03631664,0.78881796,0.48451987,0.65977366,0.89402338,0.29683757,1.32042534,0.75577051,1.12107515,0.32818592,1.15596939,-0.19611869,0.81026809,0.99652583,0.01834312,1.3316671,0.29615985,0.90998448,1.66765468,1.33211072,0.97719803,0.44661259,0.23789609,0.44839677,0.50471559,0.31450901,0.25790042,0.67450731,0.41437119,0.2748966,0.69373794,0.51597614,1.04821142,1.02458551,0.7331754,0.32127358,1.30017596,0.821197,0.91043422,1.08785493,0.29794818,0.73890972,1.33424455,0.60350592,1.13067524,1.34362018,0.99016455,1.3785341,0.57287845,-0.67147705,0.82248832
P61978,2.333933,2.187981,2.797697,3.167824,2.864137,2.51248,2.54911,2.333649,2.038562,2.565491,2.371951,2.427083,1.621091,2.336675,2.73109,2.199613,2.362185,2.187734,2.12914,2.630922,2.33858,2.211246,2.718557,2.638887,2.738772,2.471199,2.52928,2.622523,2.578554,2.620103,2.85046,2.394149,2.399131,2.922593,2.328712,2.97865,2.886525,1.820977,2.125596,2.062812,2.752229,2.37802,2.280465,2.144648,2.081603,1.707624,1.842423,2.326886,2.271905,1.973775,2.785927,2.291469,2.080794,2.030309,2.259027,2.363635,2.265411,2.245182,2.430665,2.384932,2.306805,2.580558,2.307501,2.526155,2.356723
P61981,-1.73834611,0.33692966,0.31074526,-0.26648677,0.97053633,1.74415242,0.76747498,-0.51692756,0.29964071,-0.6691672,1.41804432,-0.86634376,-0.18003986,-0.02658289,0.76848959,0.50739339,1.75450506,0.4800647,1.2162007,1.46244442,-0.50990112,0.6605618,2.34072642,2.19369011,1.51268498,-0.96159643,0.95600413,1.58446964,0.93301533,1.89280956,1.65532445,1.02491513,-0.42777744,1.42424829,1.10773938,1.28217931,1.30085051,0.01445178,0.09377422,0.07147792,1.47244554,0.14924351,0.0392812,0.43820679,0.20047232,-0.17865463,0.68240134,1.61453002,-1.70808524,0.18539478,2.13153149,-0.45852426,1.39556952,1.07054533,1.22142816,1.35513768,1.9658368,0.20122363,-0.85821524,-0.8199117,1.48637361,1.41704348,-0.19259931,0.67214196,-0.96275089
P62072,0.14038346,-1.75897098,-0.97760327,-0.54081807,1.00893272,-1.22634017,0.3849412,-0.79125885,0.08275315,-0.94349849,-0.79669577,0.40747907,-0.45437116,0.23752758,-0.01363509,0.11401975,-0.55528919,0.02573393,-0.11657287,-0.74297148,0.23082202,-1.79578147,-0.9393175,1.14992061,0.76559495,-1.23592769,-0.08459148,0.50816413,-1.02146591,-0.81426105,-0.7436492,-1.45692999,-0.70210874,-0.90831523,-1.77480375,-0.59319647,-0.80191296,0.43936427,0.1525937,0.19211242,-0.78190863,-1.70400091,-0.18813143,-1.77189557,0.13104533,0.18301603,0.20145675,-0.92022243,-1.98241529,0.08423416,-0.86908784,0.64015743,-1.3841916,-1.13102689,0.16306096,-0.16282486,1.1015403,-1.80746183,0.72799493,-1.09424298,-1.53814986,-0.98669163,-0.46693061,-1.71128561,0.52316524
P62081,0.44197271,-1.01434872,-0.93195042,0.83418005,-0.73868235,-1.18068733,0.82232177,0.74332758,0.4004818,-0.89784564,-0.75104292,-1.09502219,-0.4087183,-1.45644849,-0.66695223,0.93355211,1.38693488,-1.56721423,-1.25011985,-0.69731863,-0.73857957,0.72635671,-0.89366465,-0.66597028,-0.71451557,-1.19027485,-1.46931002,-0.91198673,-0.97581307,-0.7686082,-0.69799635,1.08247799,-0.65645589,-0.86266238,0.76509607,0.9164091,1.21978561,-0.02810808,0.4685644,0.46667234,-0.73625578,0.6815849,-0.13105281,0.89302091,0.31060159,-0.82974003,-1.4198199,0.16082364,0.01189962,0.51561591,-0.82343499,-0.25545767,0.31161671,0.63556356,0.77060269,1.06744411,-0.99596307,-0.15175664,-1.08689367,0.50656138,-1.49249705,0.09649119,-0.42127775,0.62365048,-1.19142931
P62136,0.48629869,0.36912281,1.02914462,1.39975308,1.3634581,1.18939178,0.66406024,0.9351965,0.77098426,1.24034349,0.26134023,0.68666868,-0.09530515,0.38398245,1.57993844,0.47670082,-0.19622318,0.48385386,0.63444617,0.68014198,0.8760849,0.34040736,-0.5802515,-0.35255713,0.93646399,1.06454465,0.71440551,0.51074386,0.99606946,-0.45519505,-0.3845832,0.5386923,-0.34304274,1.17217373,0.46029351,1.73599621,-0.44284696,0.33979388,0.22077654,0.24861951,-0.42284263,0.38991653,0.55609387,-0.15858541,0.62795261,0.52928904,0.58387021,0.75192792,0.11953786,0.57213738,-0.51002184,0.85699109,0.11183715,0.55238336,0.49445234,-1.45146387,0.83962181,0.51463807,0.65782868,-0.735177,0.86607851,1.16287825,-0.1078646,0.52271843,0.50381878
P62140,0.60258156,0.77702395,1.11883111,-0.09781939,-0.34133653,-0.78334153,-0.97832962,-0.34826018,-1.18255598,1.23336159,0.81274708,0.43249484,-0.01137248,0.19527347,1.17222047,0.39601028,1.47823332,0.08027527,0.16504161,-0.2999728,-0.34123374,0.3926528,1.56946065,0.43034555,0.79562708,0.87645393,0.78136188,1.1004959,-0.57846725,1.52167361,-0.30065052,0.34805838,1.16255226,1.4303654,0.49264599,-0.15019779,1.03872217,0.26239478,0.46150509,0.566644,0.97415113,0.5724772,0.54084335,0.8314526,0.54704785,0.65835572,0.62957035,0.87625535,0.58478678,0.50733993,-0.42608917,0.63151592,0.47905372,0.63033504,0.3287916,0.40149659,1.2630211,0.86241976,-0.68954786,0.79600449,0.42761251,-0.54369297,-0.02393193,0.84103242,0.11236109
P62191,-1.48931033,-1.23560407,-0.4542358,-0.0174506,-0.26096773,-0.70297274,-0.89796083,-0.26789138,-1.1021872,-0.42013103,-0.2733283,-0.61730759,0.06899632,-0.978734,-0.18923761,-1.64934793,-0.03192171,-1.08949983,-0.77240528,-0.21960401,-0.26086495,-1.27241466,-0.41595003,-0.18825566,-0.23680095,-0.71256026,-0.99159555,-0.43427212,-0.49809846,0.40807642,-0.22028173,-0.93356265,-0.17874127,-0.38494777,-1.25143689,-0.069829,-0.27854549,-1.26472125,-1.35061578,-1.31709931,-0.25854116,-1.18063387,-1.2046808,-1.24852869,-1.30143016,-1.41831053,-0.12181549,-0.39685496,-1.4590494,-1.30593496,-0.34572037,-0.90845808,-0.86082422,-0.60765944,-1.34894811,-1.28716248,-0.51824846,-1.28409506,-0.60917907,-0.57087553,-1.01478259,-0.46332417,0.05643687,-1.18791859,-0.71371472
P62241,0.5745583,0.8290142,1.0166788,1.4828826,0.1030182,1.4121565,0.7994045,1.5662223,1.1525037,1.4258279,0.9184367,0.8840904,0.4329823,1.0929481,1.7693901,0.684252,1.7033804,0.6904142,1.0006958,1.3939654,0.103121,1.0412516,1.8503569,0.1757303,1.125035,1.5343647,0.9588782,0.6480415,1.496725,1.8527787,1.818613,0.9360576,1.899294,1.6453561,0.266951,1.6650341,1.517825,0.9087722,0.5683587,0.2579349,1.1173305,0.8943153,0.7907457,0.6739227,0.551302,0.7315475,0.1208505,1.1137946,0.7569427,1.1266538,1.4986322,0.8759859,0.7267434,0.5319672,0.9301622,0.9850747,1.269597,0.8046414,-0.2451931,-0.2068896,0.8597786,1.3365721,1.6514886,1.1518814,0.8646388
P62249,0.76435545,1.02250464,1.10031286,0.48638965,0.24287251,1.00819479,-0.39412059,1.21261877,0.98542276,1.46587791,0.23051195,0.87311979,0.57283657,0.83056779,1.66080758,0.63442337,1.62537607,0.96757953,0.81225897,1.46431828,1.45987168,1.02524551,1.53159199,1.55128838,0.9660093,-0.20872002,1.06038919,0.06956813,1.09855212,1.71727605,1.31904801,0.64663147,1.60556277,1.82119304,0.43347206,2.18396046,1.58682099,0.76732703,0.39149677,0.71734803,1.15121849,0.67697396,0.79110716,0.82762318,0.79238812,1.03883705,0.63525276,1.36113239,0.42023949,0.96600169,1.18425147,0.95108481,0.44086978,0.85889496,0.97946787,0.83833811,1.00050603,0.91361147,1.21221766,1.39170751,0.50499761,0.04051607,0.56027712,0.37147867,0.9754327
P62253,-1.78338251,-1.52967661,-0.7483085,-0.3115233,-0.55504043,-0.99704543,0.33510023,-0.56196408,0.46754716,-0.71420372,-0.567401,-0.91138028,-0.22507638,-1.27280665,-0.48331031,-1.94341954,-0.32599441,-0.09319601,-1.06647795,-0.51367671,-0.55493765,-1.56648717,-0.71002273,-0.48232836,-0.53087365,-1.00663295,-1.28566819,-0.72834481,-0.79217115,-0.58496628,-0.51435443,-1.22763531,1.04165331,-0.67902046,-1.54550941,-0.36390169,0.6266819,-1.55879377,-1.64468821,-0.1766088,-0.55261386,-1.47470645,-1.49875336,0.06467393,0.03718381,-1.71238285,-1.23617805,-0.69092766,-1.75312165,0.07752138,-0.63979307,0.09348004,0.04391542,0.22757618,-0.03535635,0.06965254,-0.11335115,-0.23809235,0.43356226,0.63940074,0.29207807,0.82934481,-0.23763583,-1.48199116,-0.02303626
P62258,1.14696862,1.17928533,1.72766652,-0.54996605,-0.79348318,1.64146208,1.52512297,1.58345143,1.31843248,1.82469488,1.48334815,1.33493864,-0.46351913,1.39101366,1.32598305,0.90793379,1.59717227,1.17127163,1.09877649,-0.05314946,0.99124953,1.16025593,1.48921377,1.8446781,0.49453383,1.51185719,1.12860179,1.33819647,1.72125885,1.49717398,1.72248512,1.30136741,1.6596453,1.74270448,1.31980916,1.87784759,1.67058942,1.04010033,1.14557884,1.05457131,1.14442686,1.17440931,0.8913832,1.08168337,0.99342193,0.81088759,-0.46240754,1.54175144,1.15093754,0.95954977,1.56788231,1.15213306,0.99850671,1.24671999,0.97201324,1.02518602,1.46005588,0.80899499,1.20406969,1.29590578,1.23308707,1.57068231,0.69014935,1.10752076,1.14648694
P62263,0.75006085,0.95943555,1.54438182,2.01031927,1.37000346,1.14610874,1.09902986,2.30044111,1.39312601,1.59799014,1.05367768,1.30308156,0.28296322,1.29899423,1.42611198,0.80012573,2.2361811,1.04743756,0.9263602,1.12473059,1.04894459,1.08078138,2.24874888,2.02576329,-0.02283405,1.36103901,0.67640962,0.89713325,1.54493617,2.24339172,0.69265517,0.90373482,1.82740032,1.91717987,1.34235756,2.30068891,1.28364839,0.50969942,1.04004568,0.83602858,1.67548786,1.19125395,0.58934134,1.0411422,1.04335908,1.00009754,0.53456123,-0.18288806,0.81356077,1.478257,1.45127598,0.31626416,0.98799186,1.22622945,0.20442029,1.08750267,1.55018549,1.08118598,0.99774383,0.80163427,1.18935016,1.43015233,0.27040377,1.05536276,1.03610477
P62266,-2.54735679,-2.29366665,-1.51230545,-1.07552042,-1.3190375,-0.69268463,-1.95602914,0.60819103,-0.36097032,0.53346351,-1.33139806,-1.67537702,-0.98907351,0.45851802,-1.2473074,-2.70736891,0.79106594,-2.14756597,-1.83047426,-0.57870385,-1.31893472,-2.3304759,-1.47401971,-1.24632545,-0.35638841,0.20848334,-0.54769568,-1.49234178,-1.55616806,1.63290022,-1.27835151,-1.99163069,-1.23681106,0.43182285,-2.30949892,2.02073723,-1.33661525,-0.02524196,-0.19326888,-0.26252228,1.27703682,0.29033831,-0.15627843,-0.04867669,-0.47153113,-0.28842898,0.20181165,-1.45492466,-0.15917123,0.44370255,-1.4037901,-1.96652632,0.16001765,0.25542433,-0.13874544,0.24737164,0.72048418,0.2284745,0.58278312,0.1309138,0.27522929,-1.52139381,-1.00163296,-2.2459826,0.52881672
P62269,1.116937898,1.329085338,0.002572782,2.750244361,1.787815572,1.837448249,1.320851155,-0.684786218,1.133911855,1.812880227,1.197926106,1.100828264,-0.34789852,1.308745078,1.517734776,1.11947971,1.588071467,1.259917312,1.629132091,1.727495569,0.902910057,1.189670576,2.086633303,-0.605150497,0.045274212,1.621703485,1.618182344,1.612924497,1.717976696,2.281403044,2.316689024,1.0178459,2.076451713,2.163792992,1.045578865,0.745119045,2.030988442,1.040851335,0.967332427,0.872985996,1.933629069,0.935904727,1.239715376,1.050503069,0.984701967,0.860315581,0.567633595,1.660239371,0.804517049,0.976807093,1.762199334,0.936016354,0.907481202,0.907243744,1.282938673,0.964446264,0.103987034,1.00698155,1.074143049,1.313624354,1.021612188,2.050040375,-0.360457972,1.668955455,0.579674532
P62273,0.149481,0.9256628,-0.24559,1.7691433,1.6518442,1.4126921,0.9095132,1.5183403,0.8382015,1.2261117,0.7487947,0.9842324,0.2776421,-0.7700882,0.7701953,0.6427993,1.747228,0.866081,0.7354275,0.6880118,0.8736916,0.7891978,1.6849222,1.4801153,1.1123113,1.2082176,0.9058477,1.2946838,-0.2894527,2.0192331,1.6232898,-0.7249169,1.5652802,1.5453763,0.5990412,0.1388168,1.6915314,0.5330629,0.7945106,0.1571212,1.0002724,0.2061289,0.3560491,0.1436135,0.5746522,0.5824894,0.6769876,1.2400143,0.4551348,0.6644886,-0.1370746,0.9053666,-0.6521784,-0.3990137,0.6129843,0.1483115,1.317261,0.8550865,0.9205664,0.6113517,1.0337113,1.3644269,0.2650826,0.3049366,1.0580051
P62277,0.76723428,0.97175398,1.40697561,1.52392178,1.69951155,1.34935955,0.75556962,1.92702866,1.11741678,1.63385964,0.85916093,1.03177321,0.50251555,1.10613779,1.1401692,0.49965226,1.8548619,0.96206141,0.83342103,1.27810462,1.12478452,0.94648992,1.7957937,1.56982093,1.16573567,1.48359804,0.88077656,1.14913552,-0.06457923,2.1711388,0.2132375,0.97974886,1.41924435,1.70229998,0.9416409,2.2319841,1.52799854,0.8813069,0.89574907,0.88631929,1.40560426,0.97933816,0.62101333,0.87129377,0.91239089,1.03526008,1.14157353,1.11218273,0.85535266,1.18220589,1.56081909,1.00491584,0.91482643,1.13706805,0.87507271,1.02077275,1.66268886,0.55972065,1.19033886,-0.13735631,1.22703665,1.49400844,0.48995609,0.94001292,1.1549843
P62280,0.95909082,1.04924774,1.34006009,1.84663625,1.42863261,1.15178775,1.51591143,1.82591324,1.02107418,1.99161388,0.57270345,1.37192764,0.21605807,1.15094546,-0.04217586,0.94358136,0.11514004,1.32813392,-0.62534353,-0.07254226,-0.1138032,1.02008052,1.80013548,2.08294254,0.6880273,1.25861056,1.14303598,1.32162784,1.17158692,1.88035436,-0.07321998,0.63203116,1.72616809,1.56217106,1.1421534,2.03518376,1.51777051,0.35223655,1.2292018,0.87008352,0.98698235,0.91466461,0.82081337,0.76887274,0.94868679,0.97514199,0.92557806,-0.24979321,0.7560091,1.41082916,1.78796034,1.24674876,0.67450546,1.48104934,1.04982252,0.99773352,1.98136269,1.34941929,1.34534354,0.8895662,0.98994549,1.27885018,0.20349862,0.97845461,1.43389319
P62304,-1.13167945,-0.87797309,-0.09660478,0.34018043,0.09666329,-0.34534172,-0.54032982,0.08973964,-0.7445562,-0.0625,0.08430272,-0.25967657,0.42662734,-0.62110299,0.16839341,-1.29171721,0.32570931,0.44600365,-0.41477426,0.13802701,0.09676607,-0.91478369,-0.05831901,0.16937537,0.12083007,-0.35492924,-0.63396454,-0.0766411,-0.14046743,0.06673744,0.1373493,0.30080159,0.17888976,-0.02731674,-0.89380591,0.28780203,0.07908553,-0.90709028,-0.99298483,0.03879314,0.09908986,-0.12403289,-0.84704981,-0.89089772,-0.94379919,-0.35622523,-0.58447438,-0.03922394,-0.12708846,-0.03221644,0.82510235,-0.55082706,-0.50319321,-0.25002842,0.27169848,-0.92953152,-0.16061744,0.12711465,-0.25154805,0.74632647,-0.65715158,-0.10569315,0.41406789,0.46606563,-0.3560837
P62306,-0.2593992,-1.6528191,0.664862,-0.4346659,-0.6781831,-1.1201881,-1.3151761,-0.6851067,-1.5194024,-0.8373464,0.852861,-1.0345229,-0.348219,-1.3959492,-0.606453,-2.0665611,-0.4491371,0.2961776,0.1011995,-0.6368194,0.5995953,-1.6896296,-0.8331654,-0.605471,-0.6540163,-1.1297756,-1.4088108,0.2832438,-0.9153138,-0.7081089,-0.6374971,-1.3507779,-0.5959566,-0.8021631,-1.6686519,-0.4870443,-0.6957608,-0.5275114,-0.3848317,-0.5407638,-0.6757565,-0.5777313,-1.6218959,-1.6657437,-0.6452216,-0.8865021,0.4746743,-0.8140703,-1.1772949,-0.8023405,-0.7629357,-1.3256734,-1.2780395,-1.0248748,-1.7661629,-1.7043774,-0.9354638,-1.70131,-1.0263944,0.7729884,-1.4319978,-0.8805395,-0.3607785,-1.6051337,-1.13093
P62316,0.73502564,0.62025008,1.78479175,0.09868396,1.9663972,1.29288407,1.33449206,1.54183315,1.24983623,1.7094726,0.54177626,-0.50117304,0.18513088,1.47884166,-0.07310306,0.90005178,0.08421284,1.1621376,0.79541128,1.1604851,0.8773386,0.31939983,1.77061234,2.16903122,-0.12066639,1.56207369,-0.875461,1.07974506,-0.3819639,-0.17475903,-0.10414717,0.9426104,1.34446451,1.27660528,0.97064688,0.04630556,1.34866312,0.97786861,0.91165789,1.07883218,0.74122022,-1.06449933,0.06902868,0.79187453,1.01650988,1.03584132,1.10772741,0.86594943,0.87119443,1.03317877,1.71583302,1.08614113,0.89826241,1.43140659,0.65694131,1.05113102,-0.4021139,1.03940589,-0.49304451,1.43393683,1.31047846,0.98529555,0.17257143,-1.07178405,1.3171767
P62318,-1.66318851,-1.40948241,-0.62811421,1.7498369,-0.43484614,-0.87685114,-1.07183922,0.90396494,0.70096522,-0.59400943,0.2517633,-0.79118599,-0.10488209,0.79919567,-0.36311602,-1.82322587,-0.20580012,-1.2633782,-0.94628367,0.5136245,-0.43474335,-1.44629299,1.43399888,-0.36213406,-0.41067936,1.0564128,-1.16547393,-0.60815052,-0.67197686,0.88544751,-0.39416013,-1.10744104,-0.35261967,-0.55882617,-1.42531522,1.7851695,-0.4524239,-1.43859958,-0.20124066,-0.13430131,1.23131298,0.35326782,-1.37855915,-0.32573115,-0.05495901,-0.07255954,-1.11598378,-0.57073337,-0.26671516,0.35267363,0.81231399,-1.08233647,-1.03470262,0.09844221,-1.5228264,-1.4610408,-0.69212686,-1.45797338,-0.78305747,-0.74475393,-1.18866097,-0.63720258,-0.11744154,0.2966303,-0.88759312
