proteinId,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35
Q12860,17282,17146,28137,16090,24842,11465,12864,22463,145010,114000,135470,40036,43660,17669,21173,18382,23213,139240,66594,155160,213460,196730,232300,153230,168990,207130,174490,247950,289280,245160,178340,253020,246440,245660,267720
Q12873,6084.9,2842.3,3565.5,6387.3,5601.2,5123.4,10795,2061.8,1382.2,4454.5,12726,1545.6,6063,216.83,4971,3697.8,7292.2,,963.04,,597.7,4783.1,8096,4588.8,7360.7,,,,,,,,454.73,,
Q12874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12888,,,,,,,,690.92,4784.1,,,,,782.16,,,611,2627,,332.49,9922.9,3861,1797.2,4322.2,7880.3,,2389.8,2043.4,632.83,801.3,1080.2,,2600.6,,
Q12904,1172.2,2835.4,764.96,243.1,2562.5,853.58,755.3,1596.4,1150.1,13873,4573.9,1905.2,7344.7,821.41,2656.6,2832.4,,,8272.2,11220,9814.6,12821,10738,,3345,1078.2,1658.8,,,4541.5,,2888.5,,13276,
Q12905,,399.8,3075.5,356.4,1008.3,,412.95,7211.4,22693,29191,5815.7,4678.1,10843,1689.6,6867.3,13473,6315.8,14322,9023.1,11667,36664,19705,9229.7,11947,16421,5960.3,8019.1,26242,7504.3,29381,9036.7,9150.3,24087,11277,13566
Q12906,3607.8,111.58,4963.8,,4112.8,,352.36,2367.4,47458,41294,7252.1,259.82,9711.5,,2505.9,9543.7,6163.3,11921,11648,15165,69056,20676,10938,13566,22776,20355,17366,49544,13492,67969,16949,8271.6,25300,37542,14250
Q12907,1295.9,613.21,1249.4,397.27,1101.7,915.09,,796.94,6347.2,2248.4,941.23,1263.7,,673.52,648.08,1216.4,1062.4,9022.4,1991.5,3943.4,7830.2,6789.5,5030.8,13234,6625.8,7337.5,10906,10038,2923.1,12479,3743.2,2912.4,1246.5,6919.5,4992.5
Q12926,4891.3,1033.3,4573.1,,1798.3,718.33,1067.9,,3253.4,,,1980.8,,2891.4,1282.7,7120.3,969,,1181.4,907.2,2802.9,2258.8,,,,,,2265.9,1781.6,2598.6,2754.5,,1195.6,2051.2,
Q12931,691.58,289.23,,,5477.8,664.29,,,13306,9776.4,11182,1910.5,6953,5469.1,3889,,,12942,14684,38383,23305,25988,28272,11815,11595,12548,23545,21759,29951,52901,22085,26181,24555,46242,17613
Q12955,,,461.46,,,,,,6739.7,6050.1,1235.7,,900.52,348.97,,1201,401.91,7559.4,6139.1,2613.4,11509,5213.7,9830.6,2420,10775,3372.1,7012.6,8437.3,6535.7,13606,8473.3,6852.4,12537,14441,8798
Q12979,261.73,536.33,424.79,,,,,,4978.6,8216,2361.8,1083.5,,1247.8,,631.71,776.8,10653,,7125.3,9702.7,8154.6,5412,4331.6,3238.8,8316.5,11757,9124.5,4221.7,6014.7,4101.6,2080.3,7937.1,3225.5,1692
Q12981,,,,1301.1,,,4254.7,,2590.4,,2550.1,1587,,1491.3,1805.6,2754.2,,1096,,,1712.9,,,,,,,,,,,,,,
Q12983,,,,,,,,,,,,,,,,,,,,,,,,,217.42,,,,232.64,320.69,265.65,,,375.04,
Q13049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13057,,,,,,,,,,,,,,140.29,,,,,,,,,,,,,959.87,1131.9,,,804.5,,,1095.5,
Q13098,,,606.23,973.6,1123,1204,,60.699,2351.3,709.64,571.77,1258,2339.8,,2007.3,759.53,841.9,5519.7,4635.3,4245.5,4004.9,4249,3455,3857,2059.7,1425.5,3722.1,2601.3,1583.4,3919.8,3188.6,3142.2,2492.3,2843,372.88
Q13106,,286.96,,528.04,374.41,269.37,,,,,100.05,,,,,,,,,,,,,,,,,,,,,,,,
Q13148,1619.3,226.96,2340,364.29,929.77,,,1371.1,18428,14111,2453.4,4347,5005,5515.4,,7934.8,4619,7986.8,3308.9,4917.5,15572,7118.4,7724.6,8469.5,6274.8,6434.7,8113.2,14325,4998.8,7428.5,3377.2,3334.8,10548,10335,
Q13151,17738,9033.9,36532,7966.2,26963,10554,20292,28284,117570,82812,62454,49797,81722,50999,43242,69423,11887,2246.4,13010,8405.8,34844,20593,5525.5,3085.2,22740,19543,25804,53013,33260,36397,24274,22077,43127,41523,15160
Q13153,959.35,,1707.7,,817.75,460.52,791.65,1109.1,4319.4,6335.4,6172.3,3315.8,4449.8,2325.7,1034.8,2017.7,2349.3,10572,3482.9,9856.3,16650,13243,9542.9,10111,9945.6,9687.1,13807,20573,13981,17259,7798.6,9782.4,13847,11835,13471
Q13155,,,,,,,208.95,,,3035,,,1494.4,1191.1,,,,692.81,3804.3,923.55,3641.5,2563.8,2196.7,,,,,,,,,,,206.17,
Q13162,,,,,,,,,,,,,,,,,,,,,,1334.3,,,,,1116.9,,,1326.9,,,,,
Q13185,,,,,,,,,,,,,,,,,,,,,,1672.7,5131.3,,2780.3,,,1409.8,,2578.2,,1670.9,,5240.3,932.05
Q13200,1821.4,219.25,1757.1,1082.5,2622.8,,,1726.8,26092,17733,6478.9,3874.1,8624.4,1853.4,2682.1,8293.8,1672.7,18060,10282,15796,28652,18063,15843,16230,16509,14325,33098,33859,6185.7,46633,14401,15378,29307,23522,11586
Q13217,392.51,176.03,462.66,362.64,513.87,219.56,,,5730.2,4337.3,,1333.4,2240,,1046.9,93.073,1367.6,2362.7,,1221.5,4083.3,2790.6,660.93,463.59,663.27,1926,1429.3,963.37,932.8,2665.9,1036.9,676.11,883.97,1114.2,599.04
Q13224,,,,,,,,,,1706.1,,,,,,,,3444.3,,,2191.7,,,292.95,966.07,373.44,,384.12,,,1160,,,,1255.5
Q13228,,,,,,,,,,,,920.56,,554.81,,,,,,,,1812.2,,,1256.2,,,1790.3,,,,,,,
Q13263,2771.9,116.72,3445.7,93.136,426.83,678.1,372.32,1602.9,23922,17466,4600.8,3389.3,7821.7,5377.7,3021.8,7845.9,4425,18256,2119.3,6129.9,42936,17451,8176.3,5575.7,16341,10528,7462.5,24504,5110.4,35126,10987,4189.9,24874,17387,2382.7
Q13303,627.64,,1181.3,,895.81,,302.17,1219.5,3244,2734.8,1490.7,1236.8,1324.6,,1353.6,1096,,3268.1,1198.6,3169.3,3443.9,5329.3,4367.5,11851,4264.4,2541.5,997.27,9439.8,6983.6,2978.2,10513,760.13,7316.6,2734,7768.4
Q13310,,,,,,,,,,,,,,,,,,,364.15,,,,,,,,,1504,,,1298.5,,,1593.9,
Q13332,,,,,,,,,,,,,,,,,,4541.7,3530.6,608.21,6314.3,6988.6,6331.6,1740.5,2860.1,5890.9,3061.6,3115.7,1089.1,2101.2,,2254.2,2828.3,596.7,3016.2
Q13347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2149.4,,,,,
Q13362,,,,,,,,,,,,,,,,,,,,,,,,,,,881.41,1448.2,,,,,,,
Q13363,,,,,,,,,,,,,,,,,,,1030.2,1010.3,,,3347.1,,,,462.92,,,,379.17,1234.7,,1494.2,435.14
Q13367,569.25,953.6,1960.4,785.15,1237.2,2431.1,1459.1,2494.7,27552,28932,12846,2807,9456.9,3779.9,2386.2,4980.1,2830.4,43494,13780,22573,66528,44815,22108,29985,38648,37668,52342,47236,29409,62263,27939,21414,38803,38535,19019
Q13423,7786.8,2870.7,2320.7,2236.7,2132.7,1074.1,,4633.5,67843,90708,16129,6991.7,25154,7211.7,9321.6,8228.2,7283.1,129400,88067,118920,134830,107250,75288,94795,105870,74878,222230,215100,68803,260490,71560,79019,101520,102270,56906
Q13435,,,,,,,,,3038.2,1890.5,1036.7,,,242.86,,327.75,,,,,,1270.4,1273.3,2406.6,,,,,,,,,,,
Q13449,,1966,1994,2143.1,,,4056,,6885.9,4344,4761.2,3124.2,3042.8,727.95,1016.1,2187.1,1778.4,4421.5,,,7930.1,1712.4,2825.1,5786.7,,9609.6,5594.5,,7742,6781.8,,5213.8,3493,1182.6,8284.5
Q13451,,,,,,,,,,,,,,,,,,,,,,1391.2,2301.6,124.47,380.63,719.45,164.99,293.8,,1364.7,636.67,814.27,,353.14,1245.2
Q13491,,,,,,,,,,,,,,,,,,1113.2,,,,1348.7,1193.6,848.29,,1123.9,3004.1,3977.5,3134.3,5507.3,,3470.8,990.93,895.48,3833.4
Q13492,,,,,115.69,,,,484.5,393.1,,,196.8,,,214.02,,,,1704.8,4013,,2641.3,,1824.6,1354.8,2677.3,5254.1,1671.7,2674.8,,1917.6,1002.6,2340.5,1394.1
Q13501,,,,,,,,7962.7,,,3223.1,2407.4,,,696.27,,,,,2671.4,,753.31,6863.8,1251.4,1387.9,8562.2,,2960.4,4058.7,870.78,677.43,875.38,,3054.7,3983.6
Q13505,,,,,,,,,,,,,,,,,,,,3522.3,1544.1,,,2844.5,1967.6,1001.1,1361.5,1447.4,1570.2,4647.6,,,,1607.3,1094.2
Q13509,12611,6348.7,29336,10673,20117,2980.9,5134.2,38416,224470,226870,101460,59372,64383,57666,20486,46336,37099,120420,72743,112370,222050,164180,132240,157390,180100,90569,193870,230610,147130,249600,126870,138760,165400,163980,116390
Q13510,805.96,3836.1,3557.4,1213.9,2302,1222.8,,3272,7645.7,6856.2,3695.3,5217.5,11438,3411.5,2206.8,4742.6,2816.3,,709.35,,,2524,2990.5,,1514.5,,,,2742.9,,3359.2,2841,,,3165.6
Q13526,2106.4,10154,8291.1,5070.3,6700.9,1253.5,4491.5,7149.1,36041,26632,17598,8491.7,11176,7965.9,3111.1,9410.6,6865.2,7596.4,10805,22693,10547,22311,22991,3922.2,22812,13345,10202,48077,33588,27363,24355,26312,17832,30329,31973
Q13554,15692,11323,19285,,15532,1132.3,,8179.7,249540,99561,61365,14307,57648,20701,12889,34911,33871,252250,74187,90618,269350,128320,104640,218810,152010,104510,189950,191920,113590,238820,107020,93256,172420,132470,150660
Q13555,,,,,,,,,3035.6,2239.7,1640.7,4752.8,1668.1,2565.1,,904.55,,5425.4,1177.2,,4346.2,,2693.1,1501.1,2529.7,,7779.5,,,2996.2,,1743.4,2853.1,,
Q13557,1355.9,1267.9,,361.81,772.65,486.67,1364.2,3434.3,15130,21076,8225.7,5315,6571.5,6746.7,1801.9,1381.5,3134,16305,14108,28553,29966,28120,18098,16591,24585,8906.9,18613,27120,23475,21375,18513,24553,27407,23427,23055
Q13561,,2379.4,711.15,1565.5,3516.5,1826.3,2252.1,2257.4,5433,7839.5,11296,4564.6,3061.3,2587.5,3337.4,2708.5,1085.7,1905.4,4390.6,12709,7166.8,5780.5,17069,11075,10911,6730.4,6194.1,11915,11061,15605,12944,9454.8,5457.9,27007,7533.4
Q13564,,,,,,,,,,,,,,,,,,,,977.92,,,,,792.04,578.43,,,765.69,1647.8,,1083.3,,1575.5,
Q13574,,,529.09,,,,,,,5002.4,,,,,,,,8319.7,,,5371.9,2404.8,,,,,,,,,,,,,
Q13596,643.85,,,,,835.27,,566.97,1713.7,1789.5,1684.9,,1598.9,849.59,1717.7,426.4,706.4,871.52,7448.5,6616.6,8363.3,11811,7299.6,3046.8,3268,5071,3532.2,8848.9,3587.5,14998,8037.5,6601.8,1721.9,7211.4,1461.1
Q13616,,,,,,,,284.57,,,,,,,,,,1397.5,,,2330.3,,,969.78,1211.9,653.07,1883,,,2638.9,,1227.5,,1185.8,
Q13617,,,,,,,,,,39.377,,,,,,,,293.02,311.66,363.92,378.52,,,,,,,,,,,,,,
Q13618,,658.73,,,,,,,824.37,1542.3,,372.98,990.6,252.04,,,,1683.7,1819.1,2246.1,,2313.8,,2485.3,2201.3,1402.9,2027.7,1937.4,3106.1,2134.2,,1314.3,2466.7,4571.6,
Q13620,,,,,591.52,,,1500.8,3248.2,3564,1861.4,,,,,,,547.09,,716.74,796.96,591.13,581.59,400.05,,,,497.12,327.46,1056,,412.95,,,
Q13642,,,,,,,,915.58,,,2239.5,,2241.6,,,,,,6681.5,7753.7,2733.1,3875.1,5043.8,1435.6,,,,3167.8,1540,5973.7,,,,8897.8,
Q13813,45423,76797,48681,53196,66994,47403,62924,154370,596650,668170,393490,238040,166670,119990,57424,121200,106480,683020,376500,659840,963010,655720,709000,573430,661130,501640,497920,963290,782850,936010,464820,631990,829330,694880,723480
Q13835,2163,4291.6,2223.6,1601.7,740.32,1544.3,664.57,4365.1,1682.4,1274.6,,2688,3789.7,,2087.6,2613.3,1473.7,,,,,,,,,,,,,,,,,,
Q13838,2007.4,1188.4,2021.1,637.45,6525.9,,,2411.2,23144,25246,12299,8217.8,23821,10630,12014,4846.6,523.3,5201.3,11915,10204,18366,15522,12399,8273.5,13825,2275.1,2926.8,19418,4266.8,24924,4617.4,7561,14727,25099,3651.8
Q13867,1322.4,7291.9,2091.8,4398.2,1100,2262.4,2665.9,7300.8,5822.6,5881.4,4199,5086.6,7726.3,4677.3,4589.5,6372.4,2837,983.46,,,,1132.5,11982,1034.1,,,655.85,,,995.82,12918,,,1330.5,340.67
Q13884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13885,241370,218190,491250,145870,412490,136520,152120,592230,3181300,2867000,1621700,847760,1028000,601790,374030,848070,750800,3153200,1875400,2306400,3482400,2395300,2318100,1623000,1893800,1627800,1851800,2456800,2287100,3215700,1622000,1971400,2537100,2435100,2275000
Q14008,1003.4,,,,,,,,24481,3721.2,2209.7,1282.2,,117.89,,,,2390.8,1967.5,3000.6,4168.4,,322.85,7158.9,1413,1229.6,3178.9,,1129.8,3508.4,1838.5,4520.1,3145.5,3186.4,1036.6
Q14011,4127.6,5940.6,3144.5,767.25,9286.7,1772,,958.17,12227,13975,6955.6,6056.9,13408,3202.4,6600.9,2769.8,1095.3,,1543.6,3072.9,941.44,3867,578.97,577.76,2942.7,699.63,449.22,15073,4320.3,10569,909.88,1988.3,,7413.8,2492.4
Q14012,,,,,,,,,,,,,,,,,,174.91,,,528.32,416.89,347.87,,,,308.73,548.2,,425.05,,316.03,473.97,,
Q14019,1000.6,,895.02,,671.87,,,1997,2567.3,3035,1132.8,3053.8,4484.3,,1393,,,10225,8669.4,7273.7,13517,10896,7821.6,5559.7,8220,6847.5,8182.5,12062,12247,5366,6320.2,5482.8,13125,9189.1,7420.3
Q14103,14106,9141.9,39122,2854.3,15272,6500.4,4402.5,7879.3,93898,57101,16830,15698,41748,19009,15323,35462,31681,37456,25575,33431,42082,13483,22913,29388,19158,16824,19910,44078,24908,47176,26365,10777,41529,34588,11533
Q14108,2625,4425.6,6512.7,557.65,4641,,,2856.8,9007.5,2798.7,5339.8,7742.5,10010,7156.9,2003.5,3403.6,3947.6,6933.1,,4169.7,6820.4,9144.4,7451.4,6684.2,11829,12334,6781.6,13692,8090.9,17839,14615,14578,11904,13693,11847
Q14141,,,,,,,,,,1798.7,,957.18,,452.89,,,448.33,,,,,,1735.4,,,,,,,,,,,2274.3,
Q14152,2763.4,,,1367.6,1594.8,1333.9,,,12299,,,,4132.6,,,,,5375.6,4163.4,6555.2,9598.9,7116.1,1441.3,,7539.5,1068.3,6379.7,4204.9,,4010.8,4561.3,735.66,1332.9,9521.4,4172.3
Q14155,,160.34,,,1144,,,,3268.7,1344.9,,,,337,,,,6017.8,2419.2,3915.7,6589.3,3898.4,4954.4,3307.8,1557.8,1060.3,3175.6,4422.2,4828.5,5811.9,1323.3,2033.9,5772,2045,1081.3
Q14157,,1328.1,2701.9,,872.75,,,2130.6,6416.7,6071.3,3082.9,933.48,4262.8,2137.2,1084.7,3612.7,,3350.5,2846.4,1502.7,9543.4,7824.7,2444.4,2278.7,891.72,1919.2,782.38,15897,3531.1,9548.9,7120.7,678.12,4913,11755,635.93
Q14165,4711.8,,5758.6,813.02,4287.7,2246.6,,2063.9,23760,12336,2191.8,5630.5,2096,4982.7,4269.4,5141.6,9005.7,12547,9180.6,12429,10628,13885,8703.1,10386,5917.7,5622.2,12090,12363,4551.1,16620,8681.2,12039,10451,9725.5,6341.6
Q14166,,,,,,,,,,,,,,,,,,,,,2366.7,3136.8,,,,,,,,3174.1,,,,,
Q14191,,,,,,,,,,,,,,,,,,,,,,,,,2996.8,1974.4,2893.7,3742.6,,,,,,,2029.5
Q14194,1114.6,893.77,2718,273.84,2884.8,1764.3,,2966.9,14406,25141,16276,13578,8503.7,4938.4,3403.3,6244.7,3648.9,14390,41486,57554,41599,38824,32729,13739,10330,12836,12176,12983,11108,19726,10093,25413,19087,41724,23814
Q14195,,,,,,,,,,,,,3578.1,1475.7,,,,,,2786.8,706.27,,,,,,,,,,,2522,,,
Q14203,,,1217.4,,465.03,,244.79,1440.3,9322.7,19679,3491.4,4007.8,4009.3,337.47,1547.9,,1333.3,15173,10032,18015,40770,19424,21165,16102,20622,4944.5,11010,12795,9303.1,29020,8326,7643.6,13818,21545,12000
Q14204,1994.8,3108.4,11352,2626.9,6800.5,6354.1,733.91,11607,215860,169690,61918,38031,59914,20376,9940.9,16074,16938,350610,122460,181170,357540,221900,179070,215190,260110,178010,341280,320250,155870,455550,155030,136410,321010,269020,138160
Q14240,6493.9,7676.3,19461,2356.7,14136,851.27,982.31,16712,69642,79819,44999,26579,51084,20222,23168,25494,13013,56632,50056,67896,101370,78997,57214,42140,54333,32199,62703,75255,69788,118940,39786,51875,47028,87418,52253
Q14247,,,,,,,,,,1400.2,,,,,,,,,2572.6,7940.8,2199.7,631.91,1508.1,180.38,891.06,207.66,245.22,877.9,443.95,362.09,230.12,2071.3,,2844.1,
Q14254,973.36,,,677.46,,83.04,641.59,1230.1,4689.3,3114.9,12294,908.1,3128.2,595.19,2075.8,,1245.6,11625,9716.1,10248,17407,14739,16392,6478.4,20132,22076,8235.6,17143,10024,19664,6638.8,22396,18504,24476,15139
Q14257,3365.1,16906,20689,12464,16558,9274.7,12767,7249.2,57151,45719,27122,14726,21698,19946,13550,13584,12989,3052,15399,18530,20298,26152,22712,19350,18506,15054,22022,32977,16059,17088,20204,12825,13517,30731,10110
Q14289,,,1404.1,,2351.1,,,,19465,5961.9,2043.4,905.99,2133.8,,892.85,2278.3,722.36,20614,5882,9293.2,30465,29178,17388,13641,25562,10045,16964,31673,20603,23488,5933.4,8739.2,10798,32089,11100
Q14318,,,1038.3,,648.38,,,,2212.1,,,,1187.4,,,,286.7,16059,2976.3,7076.8,13385,8484.1,3415.5,7835.9,7688.4,727.07,12926,8370.2,,8542.8,4986.5,6617.6,4987.2,4587,6458.4
Q14320,,,,,,,,,,,,,,,,,,,,,,,515.56,,,,,,,1220.2,,887.24,,,
Q14344,,,,221.68,,,,,,,44.066,,,,,,,,1087,382.75,2700.7,236.67,1596.8,650.6,1672.8,871.79,1579.2,1402.5,2237.1,1212.8,,356.75,1093.9,,
Q14444,8216.1,3196.9,5992.7,,4496.4,503.08,,5838.5,4289.8,16960,4752.2,8553.5,14310,6542.6,6919.3,7195.2,2787.2,3399.1,10776,5152.8,16934,15346,6245.1,2855.7,1729.6,1202.2,3811.1,17174,8702.9,19613,8634.3,7478.6,1289.4,16707,2414
Q14498,,,,,,,,,801.94,,,,605.32,,,,,,706,,1115.2,,,969.21,2683.7,,,1564.2,751.14,4238.3,,,,1614.8,
Q14525,,,,,,,,,,,,,1592.8,,,,687.78,,,,,,,,,,,,,,,,,,
Q14574,1451,3478.3,1636,3578.8,1924.4,2307,4139.9,1306.2,,3059.4,,2285.2,2279.4,,,,,,,,,,,,,,,,,,,,,,
Q14576,3095.9,1457.4,,,1692.7,,925.21,2277.5,7262.9,2177.9,3430.6,1194.5,,,,1324.1,4248.2,1868,,,5025.9,2258.7,,2039.9,2661.2,1049.9,3384.2,2958.6,2627,9092.8,8453.1,2612.1,4127.8,3035.8,1953.4
Q14643,1006.7,,,,,,,,6673.3,6613.9,,,,,787.3,,,20292,4535.1,8017.8,8334.9,2397.9,,9442.1,12535,1944.6,9313,4336.2,579.97,2661.8,160.67,2547.1,10065,3246.8,
Q14671,308.57,250.75,,,393.47,,,,339.63,501.73,,,366.36,176.67,,162.31,,313.74,1233.2,,2092.1,3020.1,1986.8,,,942.88,855.81,1594.5,853.22,525.32,,1009.1,1297.9,1590.2,706.45
Q14677,,,,,,,,,75.259,,,,,,,,,,,1938.3,2333.5,1260.3,,,2134.9,,,387.58,1428.6,2183.1,1321.8,1323.1,231.56,4489.7,203.99
Q14683,,,,,11861,,,,,,,,,,,,,5004.3,5440.5,1398.2,12302,6393.6,15868,,6827.9,,,,,9601.4,,,,,11774
Q14694,,,326.5,,,,,,1951.5,3948,581.44,,2541.3,,2333,2650.3,,,1342.3,1333.9,11913,3136.6,1422.7,,491.85,2835.2,4028.9,5393,,8914.3,1257.9,1516.3,,,1340.4
Q14697,,213.67,702.57,640.9,3082.1,,1108.3,3538.4,4399.1,24591,11463,7181.4,10981,8276.6,5696.7,170.34,1052.2,4306.2,18679,24547,3052.8,38892,19784,2798.7,3867.3,4479.3,3621.3,9483,5328.3,38600,3386.5,24374,3246.4,47389,4127.7
Q14738,,,,,,,,,,,,,,,,,,5631.4,980.96,4538,5964.2,,4608.2,5143.4,7762.6,2671.8,5546.8,8377.6,,13395,2156.7,2605.6,3184.8,,2967.1
Q14789,,,,,,,,,,,,,,,,,,,,,340.6,421.2,300.3,668.89,944.44,,188.83,1647.2,823.28,,,257.29,,,
Q147U7,,,,,,,943.59,1701.8,,,,,1292.8,816.69,978.37,1711.1,,,,,,,,,,,,,,,,,,,
Q14839,,2479.4,1900.3,1956.7,1441.4,3545,7805.3,6006.8,,7753.5,6783.9,3114.3,2543.4,3600.1,3127.5,5553.9,4163.5,,,,,,,,,,,,,,,,,,
Q14847,,,,,,,,113.36,,328.47,,,389.45,102.19,,,,2080.1,6414.4,7032,6491,5533.9,7272.3,1505.5,431.95,1322.4,431.67,1126.2,2458.2,6375,1961.3,2193,2693.1,,
Q14894,,,,,,,1240.4,10206,19002,29887,16480,12098,9065.4,4263.1,2396.5,13083,2835.8,93681,32468,49523,96659,44077,31816,36291,25797,22929,37296,89496,56400,74709,8818.3,42245,74917,43686,39938
Q14914,,,,,,,,,,,,,,,,,,350.98,588.73,602.11,481.27,442.58,647.04,,,,,,,,,,,,
Q14929,,,,1544.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q14956,634.26,,,931.78,792.07,631.98,1376.7,1910.2,,3310,,3287.6,7297.4,1847.1,4141.1,,,,,,,,,,,,,,,2065.6,,,,,
Q14974,561.78,438.33,56.903,85.913,807,,,3405.9,27410,23269,9372.1,4087.2,7046.9,2114.3,3281.7,5117.2,1987.9,28581,14204,25418,65261,35650,23411,24650,37046,29137,38310,73476,25763,47849,35781,28626,39242,28795,24892
Q14980,,,,,,,,,,,,,,,,,,,864.44,,131.51,,241.33,,195.67,,195.67,317.68,,286.99,152.55,,244.59,306.42,136.77
Q14982,282.56,5172.7,743.69,5509.6,8335.8,5094.1,6851.8,1367.7,626.15,,24672,1201.5,296.12,,836.37,452.09,,853.61,1999.6,6872,,1857.7,7439,9688.2,3271.4,6509.6,2970.5,10461,20189,6475.1,3938.4,13464,6297,8891.6,10191
Q14CZ8,766.48,,704.01,,,,,,2428.2,15552,11059,14434,8423.4,5024.1,1312.6,,289.99,2532.9,14964,8451,6773.5,11162,5905.2,3737.8,9521.6,6215.5,6801.5,8732.9,6494.1,7075.8,7248.3,7568.7,4237.9,2706.3,7831.1
Q15005,,,357.17,,,,,,939.73,1129.3,,,,,,510.9,530.55,,,,,,,,2955.6,,1001,,780.21,,,2566.2,,862.29,
Q15006,,,382.04,,,,,,,973.64,414.7,,616.64,,286.9,,,2700.4,1238.7,1885.2,3244.9,2762.6,2390.6,1158.8,1504.9,1283.4,2010.2,,1283,,3386,,3098.8,,1176.4
Q15008,,,593.59,,,639.56,801.96,2546.7,5546.2,10982,2992.9,2757.3,4693.5,711.15,3048.5,3681.5,1015.5,4726.8,,6424.5,12592,5964.5,4101.6,8146,5901,2025.5,13125,12824,6117.9,16652,2512.2,3700.1,9414.5,2624.9,3316.1
Q15019,,,,384.04,,,456.36,,1814,2679.8,,3615.4,4405.6,,,1882.3,,4069.2,6804.4,4568.9,4651.6,5703,8466.1,,1932,,,1438.3,1250.5,3454.8,,,,2936.2,1151.9
Q15020,1465.7,556.07,,,667.97,,,1031.2,2804.9,3329.4,1154.8,104.76,2558.1,1298.8,781.32,949.28,574.69,,588.72,1090.4,6285.6,,2294.5,438.94,4600.2,1014.8,,2745,,13348,1825.5,761.01,781.97,3312.5,423.63
Q15029,,,,,,,,,1864.5,,,,,,800.91,,,3009.7,1963.2,2204.1,5463.7,1009.3,1178.3,2439.5,3253,1038.5,,,,4668.9,,,1634.3,,1218.1
Q15042,,,,,,,,,,1284.4,,,,,,,,284.67,2067.8,,1102.3,957.54,846.6,,875.8,599.04,867.62,,824.42,1754.7,,686.62,,1008.9,
Q15046,771.95,,,730.13,1385,293.1,2329.3,266.84,2133.5,6632.5,628.63,1956.9,5036.8,2315.1,1221.8,2537.7,426.1,1436.1,4797.2,17202,2891.4,7098.9,2493.3,2245.6,3666,,,5155.7,2992.2,20075,1071,4553.1,,6718.8,
Q15049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,872.78,,,
Q15056,4681.3,6014.3,7151.8,1432.9,4372.5,2504.6,6102.7,1135.6,11595,30165,16580,9483.8,15721,5261,8251.2,5856.8,3012.7,6375.5,8342.8,17778,13956,19484,19470,3542.9,13212,8521.9,1209.7,23642,18818,14950,13641,4593.2,2762.5,20129,9727.7
Q15075,,,,,,,,,,,,,,,,,,413.88,398.19,,1369,584.08,701.18,,,,,,,524.59,,,,316.83,113.31
Q15084,3437.7,4603,11930,1724.4,364.29,351.01,1431.7,7064.7,26635,29660,9581.1,5819.7,26184,10159,5393.9,21584,13501,15725,15937,8175.6,25793,23969,21277,26023,15364,5897.6,23037,36918,19608,31481,17167,20229,25254,32577,13011
Q15102,154.45,,,,,,,,878.19,3346.6,1467.1,2731.6,1025.2,871.32,,911.23,,,2512.9,1289.3,691,5663.5,5181.6,,3988.4,,480.85,1605.2,,7738.1,,869.22,,,
Q15119,,,,,509,,,563.66,2426.4,5330.5,2394.7,,1190.2,1068.7,445.23,,,6890.9,3098.4,2907,4820.1,2753.4,2463.4,709.41,3430.3,2386.1,1254.5,1958.9,3839.5,7078.7,4597.5,3265.7,,4766.6,
Q15120,,,509.76,,,,,,2049.8,2962,1731.1,,1179.8,,,1181.1,569.66,1395.7,,1540.7,,5368,2228,1409.4,3984.3,,3392,5212,6423.9,4504.4,,2159.4,3622.3,5781.7,
Q15121,1287.5,11053,5115.4,14513,8571.3,3411,9271.2,2661.9,9006.7,55314,27488,10579,28873,7936.2,14051,13221,,,20496,30457,5572.5,13384,20422,,10529,7223.9,3369.4,14661,5491.2,13765,6969.2,14796,2604.8,28568,6987
Q15125,,,,,,,,,,,,,,,,,,,309.25,394.3,630.88,584.37,348.85,523.71,599.78,410.23,759.28,911.94,639.32,964.51,628.86,379.45,781.52,763.57,359.74
Q15126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15149,4738.1,3003.8,5944.8,2791.8,9222.4,1797.8,3648.2,10920,64503,93985,37481,54834,55047,17498,12001,14685,6649.4,142170,89782,129520,141140,136120,105510,80096,115100,94585,104050,171100,119950,161530,74311,160080,114650,137040,78979
Q15155,1764.9,,2481.2,1056.3,1284.3,,,4198.1,21415,8766.5,1643.3,2215.3,6918.8,2834,1414,660.63,5206.7,16670,8216.7,11708,24018,21385,653.39,10145,7363.3,581.14,6017.4,19272,5019.4,11978,4428.9,3008.4,3725.2,14061,1670.7
Q15165,,,,,,,535.89,501.32,,,,1148.9,1527.9,,,1619.4,,,,,,1871,,,,,,,,,,,,,
