proteinId,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35
Q15185,1733.6,,1975.5,,3061.3,,,,12765,16684,6197.4,3503.1,4682.2,,,4390.2,,2614.3,2505.7,,,,3712,,,,2012.7,3681.5,2823.4,3796.4,2981.3,3230.4,3751.2,4329.5,2957.7
Q15233,6759.7,775.64,7074.3,1918.9,16121,912.77,663.48,8393,34149,39100,17156,1765.2,31095,11835,16774,7990.2,15304,2556.1,21175,16701,28543,25250,22386,,29182,7725.7,12893,25305,12376,50499,16341,21055,28862,24700,13337
Q15257,,1684,1013.8,130.61,4412.3,713.26,,1954.5,12785,24721,17755,3025.3,4452.8,1616.9,269.04,1703.3,,14410,8821.8,21572,21920,17890,27442,12379,12829,12155,18506,12391,13569,15600,14431,16600,23474,23951,19921
Q15276,,,,,,,,,,7441.2,,,,,6806.8,,,,,,,,11833,1507.8,1039.9,1305.9,,1397.1,1543.6,,,,,,
Q15286,,,,288.09,104,,,2206.9,5238.4,2037.1,,731.33,,488.5,1872.1,,,5827.3,6762.3,9869.7,8839.6,9155.8,9424.7,4124.2,9069.7,5464.9,8751.4,9710.5,7542.2,10367,4871.3,6859.3,13563,7711.5,4046.9
Q15293,,5668.8,,4796.1,3623.9,,4437.6,2197.5,,19293,1853.8,1713.8,1478.4,3085.5,4428.3,,,,2099.1,8015,2879,7328.6,2662.7,,941.79,643.59,,1251.8,2086.6,6530.2,,7420.5,,13017,1322.1
Q15323,,,,,1107.7,,,5941.6,,,,1323.4,22723,,,,,595.23,,,,,,,,,,,,,,,,,
Q15363,9067.2,10255,11660,10266,17240,10334,6797.7,10987,42902,50334,21990,18665,21399,12703,15032,11644,14724,17631,17215,3517,26250,16261,13204,20868,23825,12977,22837,21167,18448,17448,21606,14307,23347,17418,18378
Q15365,7509.3,,7269.5,,5317.9,1074.4,,5275.9,22228,19279,4156.2,7013.1,13316,4129.3,3642.2,4521.2,3063.6,23917,15969,20572,26145,28246,30380,16851,16861,15985,14658,21369,23574,34220,20055,10798,22856,21914,19278
Q15366,3748.4,,2854.8,569.4,779.46,,,7536.5,23154,24032,7146.7,2665.4,3157.1,2516.1,2453.5,7153.1,1874.8,12823,15028,12129,8884.9,24429,17734,6675.1,9304.8,10620,11121,22177,15154,23459,14594,13773,10700,21024,11100
Q15369,854.11,650,,,1152.7,,755.3,,,235.07,4475,1766.3,1764.3,,1682.8,,,2928.1,1173.1,5223.1,1845.7,4466.4,4269.3,357.65,4024,582.3,4367.6,1179.1,1132.7,6707.9,4049.4,5354.1,4376.5,7771.2,835.12
Q15370,,,,,,,,,4616.8,9312.9,2903.8,2831.1,4768.6,2032.4,642.25,1824.8,706.47,3720.1,2605.2,7008.8,4787,7855.2,6387,,4954.8,2237,1497.4,4827.6,1038.6,10142,2088.1,2646.8,1539.9,1508.9,1578
Q15382,,,2124.2,,,,412.45,146.23,7150.5,3059.8,3406.1,,3481.1,1078.6,774.14,1113.8,,8403,7428.5,12916,8547.5,16286,12791,5771.6,12110,17018,17590,16155,13192,20948,11148,9168.9,9913.4,11598,8288.6
Q15388,804.87,,2465.1,,,,783.59,,2620.3,6739.7,,,,469.8,1041.8,1658.4,,3265.1,1618.3,,4670,,3377.4,3805.3,4154.4,3763.7,3892.2,5430.7,4079.4,,4054.7,2445.3,3967,,4010.3
Q15393,588.6,,450.26,,,,,,,2078.5,,,,,,,,,,,3676.3,,1134.4,1412,632.99,,,,1018.2,4850.8,,,2965.9,,
Q15417,119.97,,,,72.682,77.528,,1233.8,,,1269.4,107.96,,,,,,,561.56,1024.5,2195.9,,3874.3,,,,,1100.8,,1462.1,,,,2999.8,1291.4
Q15431,,1321.2,3022.1,1877.6,,8305.4,8004.1,9734.9,3497.1,9290.4,8555.6,7126.8,7079.5,6061.5,5625.9,4264.3,5592,,,,,,,,,,,,,,,,,,
Q15435,,753.51,705.99,1846.6,,,,2770.8,9653.8,3496.7,1167.2,2073.6,3552.2,,1569.1,4181.3,,6129.8,18469,15922,5422.2,18742,16153,4300.4,3182.7,,4654.4,11853,17575,7925.6,2261,2960.8,4572.9,19317,
Q15436,,,469.29,,,,29.377,1094.3,3631.9,6753.7,2199.2,795.25,,,,,280.12,8830.5,6420.5,4391.9,3784.6,2707.1,177.22,3430.9,2453.8,1527.6,3478.1,7603.5,1229,5746.1,2259.1,1736.6,2831.6,5572.6,869.81
Q15459,1543.4,,,,1127.3,,,,,2704.1,874.98,,1027.9,,,,,,1894.7,1239.3,1409.7,,,,,,1036.4,,397.81,2985.1,467.8,626.46,307.78,901.81,228.65
Q15517,8404.6,5431.8,3397.4,3032.4,6287.1,7750.2,9962.1,7297.7,5978.7,2863.4,6778.1,2349.5,13359,4911.2,7170.9,7534.4,7497.2,2198,2220.4,,3123,1587,6337.5,,1635.8,,,,,,3730.4,,1176.3,,
Q15555,4913.8,4252.4,4788.4,2681.6,9353.2,2839.1,,8688,29602,39539,22402,11438,12673,1765.4,6961,4912.9,5466.1,17399,10764,35910,29454,31795,33045,21653,40075,29006,27614,57445,42448,29955,35757,26205,40296,35050,30740
Q15631,,,,,,,,969.54,7389.6,7164.8,,,1943.3,272.83,,,,4562.5,,4395.2,6909,4638.1,4182.3,6934.8,6485.7,1328.7,5708,7103.9,5497.7,2423.9,3934.5,1286.7,6754.6,3699,1481.9
Q15691,,429.35,,,1004.9,,,,1046.7,,,590.49,,373.91,,510.16,,,,,,,1248.9,,,,,,,2588.1,,1253.8,,,
Q15700,,,643.8,,,,,,,1956.2,,,1672.9,999.82,422.86,,170.63,2934,2485.5,9567.3,4927.2,2717.5,13863,5772,4622.7,3520.5,3043.3,9901.1,7666,14256,3436.9,5795.7,1778.9,5344.7,3606.3
Q15717,1442.6,721.91,,961.75,1145.3,335.92,,,15595,6457.6,,,,,,1950,,4639.4,,4925.3,5103.5,,5948.2,2064.3,6212.9,9369.8,10863,4121.2,6518.1,17051,12899,9567.8,7368.6,14240,6818.7
Q15773,1137.3,5142.8,1590.3,1506.1,5025.5,1416.2,1780.5,1356.8,10192,39302,17803,5333.5,1430.6,2654.8,2993.9,2570.1,1674.4,20794,5180.7,16043,9157.2,25053,22471,2366.3,30954,19132,7914,57596,22541,22144,23144,17508,7821.4,33236,37352
Q15785,1055.5,6328.1,2122.9,,25965,1629.4,1197.7,13682,10285,59244,14901,11531,30987,931.74,10545,5528.1,,5757.8,32071,31823,7156.5,73917,45698,2030.7,38433,20748,6471.8,101660,50141,24360,49763,33442,2616.1,76515,23565
Q15811,,,,,,,,,,,,,,,,,,,,218.54,,413.92,,,259.52,262.92,,437.08,282.18,,,307.93,,,
Q15818,1913,751.85,,886.18,2153,,410.28,879.45,1475,5773.6,2776.8,1544.5,5410.4,1157.3,1137.2,4429.4,,,,4380.5,1213.4,,12480,,5294.8,5511.8,2204.7,12821,1611.4,6073.4,7818,3436.3,1798.4,12057,5765.2
Q15836,,,,,,,,,,,,,,,,,,496.33,,577.4,,205.14,295.97,,,,,,49.516,,,,,,
Q15878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15904,5367.2,5393.3,5253.2,3266,1487.4,2148.9,4562.1,4013,38304,26223,39994,11414,6986.9,777.07,3059.6,4170.9,3219.3,23629,17988,34186,49204,32245,36621,18656,25936,40867,34494,49855,70230,60487,35926,54459,40163,25764,61038
Q15907,3228.7,2857.1,2034.7,5850.9,7801,7180.2,8293.4,5489.3,16706,23280,21655,11546,12432,6537.6,6927.8,4632.4,3956,10269,6576.7,16718,9876.1,7691.2,12845,6924.1,5362.9,16787,15112,11629,20979,21865,3530,23311,11087,11869,35492
Q16134,362.05,,,,,,,,1714.8,,,,1212.1,,,,,3271,3356.9,2353,2118.3,2596,,,,1431.6,1838,1097.1,,2175.5,,2089.9,3111.2,3152.9,
Q16143,,,,,,,,,,,,,,,,2658.3,1255.8,,,1706.1,9561,,2084.3,,,3906.7,2930.3,9358.7,7130.9,6549.3,2746.3,5502.4,,5492.7,9647.3
Q16181,499.28,1721.9,1935.6,2051.1,1729,,1637.2,6455.6,10637,18198,19299,9856.3,9688.5,5401.7,4047.8,4268.2,3250.7,36390,29409,45512,49868,46329,46954,19343,26329,24247,23629,62143,62431,73562,14456,53215,56820,53348,36513
Q16186,,,,,,,,,,,,,,,,,,,,,,,,141.02,,,,,1355.8,,286.13,183.7,176.84,,1582
Q16204,,,,,,,,,,,,,,,,,786.51,2104.5,1406.3,7223.7,1974.3,5743.7,5997.5,837.7,2521.1,2025.5,1188.7,,,6732.9,2528,5449.4,1400.8,5883.6,2170.1
Q16352,21996,19195,31740,21561,22945,12366,24512,21856,122740,162870,125390,78891,52256,50163,33146,31325,11328,80679,93274,145440,138700,155390,140670,47209,161730,99877,91279,213480,161630,159190,125020,111270,183270,185570,163880
Q16378,3572,5143.8,,15555,2928.6,2386.9,2856.1,4792.3,,,3254.7,611.03,,,3038.3,,,,,,,,,,,,,,,,,,,,
Q16401,,,,,,,,,2254.7,2053.8,817.37,,728.74,,,,,,,,,,,,1003.4,927.16,,924.53,,821.97,871.92,,,1296.7,842.99
Q16531,,,1115.7,,1113.9,,,,980.54,1343,,,,2169.4,1195.4,1203.1,,1361.6,873.46,,4024.7,1379.1,,901.59,1149.4,626.48,3359.8,2940.7,3569.7,6137.8,3013.6,4960.8,5054.4,3191.9,1602.1
Q16537,,,412.74,,,,,,2169.9,4383.1,1415.7,,,,,560.37,,2414.4,2500.2,,6568.6,3462,3820.2,2976.8,2028.9,5100.9,5339.8,4238.8,4750.2,8104,3191.9,3415.9,,2758.7,
Q16543,,,,,,,,,,,,,,720.76,,1251.6,,1098.8,2474.8,1075.7,9372.6,,4326.2,3277.4,4160.3,1537.2,2778.2,12832,3310.1,9000.2,7504.3,5085.3,2039.9,9516.1,2247.4
Q16555,4402.5,11335,8574.4,8309.7,9052.4,2799.5,2526.3,60139,36192,205850,95496,47498,83858,26767,28306,50885,13127,119210,141660,246240,167410,210040,249010,43579,82452,37182,28922,92890,83701,203060,62222,164500,41815,243750,68058
Q16563,,,,,,,,,,,,,,,,,,,,,,2191.8,2331.9,1441.3,,,,2357.4,,,,,,,
Q16566,567.81,179.31,,,65.393,,,,6051.9,2411.8,1576.2,287.32,691.13,,,2968.1,,17924,,4898.6,43280,7599.4,6018.1,14579,8757.7,3312.2,8959,7601.4,7426.5,10469,2169.4,,10421,3994.2,1706
Q16576,,,,,,,389.41,1340.4,3339.8,4824.3,,,,,,,,,,,2642.2,,,,2303.7,,,1981.3,,3151.3,,2324.5,2132.2,,
Q16610,630.08,558.16,,479.22,588.76,,1180.2,,,,698.93,,1088.7,,649.06,915.3,590.11,,,,,,,,,,,,,,,,,,
Q16620,,135.87,,,,,,,957.2,,605.9,,521.24,,143.21,,,,,987.8,1214.2,,1389.3,796.85,,1636.7,,2535.6,,2119.5,,2258.4,1758.7,,1517.8
Q16623,1454.4,6398.2,5934.7,8077.7,7186.2,1816.9,9934.5,11451,31751,65810,34003,6466.8,13278,8898.4,2185.4,7423.7,7994.8,48699,22833,63198,67423,68689,96837,37853,66833,73435,29992,81242,91318,87079,50716,90465,69992,93624,111850
Q16629,,,820.62,,,,,,3351,1792.5,561.18,,,293.56,506.5,508.12,1648.5,,,,2036.1,1663.5,,,,,,,,,1246.1,,,,
Q16643,3135.3,1486.3,1052.8,785.91,1473.5,610,1773.9,2010.5,11291,21084,9448.6,2243.9,2402.7,2192.8,472.62,4776.6,2146.3,26527,17447,20155,48132,16282,38768,20361,16771,15563,18166,27249,24010,30199,17509,21376,22816,35996,16657
Q16653,1323.2,,3054.1,,,,,246,18976,18033,10898,7093.5,1595.6,845.26,,1139.6,,5809.2,4674,8793.5,10208,5672.9,5974.6,2527,4714,6876,11812,10337,5453.4,18574,6565.3,11956,35823,7259.2,5626.4
Q16658,426.78,,229.23,,1344,392.21,1048.6,3913.6,2143.8,15205,5853.7,4203.7,4387.1,636.6,,1277.4,517.17,10315,21084,30995,14665,19349,25163,3515.1,8874.7,1240.2,3524.7,13521,8633.6,13051,4315.1,8253.1,7717.4,22631,2531.8
Q16698,,,62.4,,,,,,,,,706.57,,,669.94,697.13,,3986.6,,318.47,907.65,2055.1,3641.4,46.8,194.73,,150.8,171.6,252.06,,,271.7,299.66,310.48,
Q16718,1898.7,1004.2,800.68,,1412.8,1435.7,1281.4,927.59,1654.7,6485.9,5418,,475.26,1407.9,186.38,2387.9,182.24,3969.6,3063.9,4663.9,3273.1,2896.2,11764,2481.7,3956.3,8205.1,9348,7052.5,13012,17155,11310,13285,8554.4,11358,12976
Q16720,,,,,,,,,1413.4,1401,,,,,,195.69,,8556.7,302.39,2943.3,8134.3,4410.1,3496.8,5576.5,4093.7,4598,4614.8,4988.4,1407.6,10962,2564.6,1725.7,4841,3195,468.85
Q16774,1031.7,725.49,937.14,,2082.2,1626.6,663.6,1813.1,21833,16695,6886.7,3392.4,1423.7,1306.6,1023,1763.2,1419.3,10190,7733.1,88522,12047,12407,12615,7839.1,10655,13468,11110,20263,15397,16803,29351,8705.7,12487,12919,14959
Q16775,,,,,,,,,,,,,,,,,,,488.41,,580.19,,851.33,,,,,,589.97,1150.6,,,801.94,,
Q16777,1873.1,1231.1,,951.93,2571.4,,966.44,3788.1,20300,42335,12676,9229.5,12945,3345.1,6005.1,8127.7,6652.5,6357.5,5762.1,3788.2,22587,7783.4,20076,2423,11810,3105.5,,15206,6253.8,,16092,5686.6,27460,33504,28355
Q16795,2306.3,444.85,646.64,1203.7,709.87,,,288.27,18838,11165,3322.1,2510.1,7284.3,1744.6,4355.6,,,3991.3,3472,5613.6,13832,11156,8022.9,3738.4,4243,4273.7,7272.1,17550,11984,11880,12037,8554.1,9366.4,10912,9817.3
Q16798,,,671.22,511.28,604.68,,,1499.2,7046.6,7341.4,4896.5,2407.1,4620.7,959.05,599.27,4262.9,2146.6,14534,9949.9,12015,24145,19929,9107.6,6545.5,12276,8755.7,5988,20914,12946,21337,5621.3,6321,10387,6919.5,10781
Q16799,5454.7,2749.4,8410.3,3808.9,6505.5,2072.7,2128.5,9377.8,61849,55622,40429,13292,13863,12288,7635,8896.3,10007,61051,39876,61016,84382,64357,65051,39304,42259,48438,45366,90772,74019,57188,35206,34607,54629,48308,37158
Q16851,,,797.76,396.37,1223.2,,,4342,575.62,1780.4,783.36,476.5,3676.7,1273.4,,1547.5,1210.2,19850,1884.7,11729,37063,17593,3859.7,20834,9665.7,11170,6745.4,28513,24175,42724,8585.2,20112,16420,14205,6794.4
Q16864,671.47,895.97,2985.5,,1819.8,,1025.6,,3444,3844,3677.8,717.19,2470.2,452.83,972.69,3916.2,228.86,,3233.7,4692.7,7817.9,3299.8,10125,3709.2,5964.9,3618.2,4520,8376,15182,10906,3661.5,5452.2,5668,6522,8302
Q16881,,,,,,,,,,,,,,,,,,,1333.4,2102.4,,,1659.5,,1653.3,1312.7,1243.1,2005.3,1337.6,3115.5,1324.1,,,1690.7,
Q16891,19464,7923,14857,5696.5,20480,9042.9,3219.5,12146,109610,98139,43915,22872,33741,16417,16243,17543,14542,141590,89960,141500,153810,138490,120130,102170,162120,118910,118710,185900,138810,188830,116260,111160,153370,118380,108160
Q17R89,,,,,498.18,,,831.08,4791.5,,,424.21,,,,,522.46,6392.6,859.96,970.7,4361.5,1601.4,1791.2,3720,3610,,6494.1,5972.8,1829.4,5613.9,2329.1,1165.1,1852.4,1630.9,
Q1KMD3,860.44,739.58,1307,638.59,,543.75,934.15,3192.8,29736,14639,1696.2,4229.7,11098,1149.4,3753.4,6695,6102.7,16007,4689.8,3485,27540,6594.7,2729,2030.7,9885,3411.9,7959.3,9113.5,1953.5,20959,9516.9,9365.3,11193,7439.5,4773.2
Q2M2I8,,530.15,1258.8,269.74,621.54,,1269.3,,9113.8,4051.3,2929.1,,2468.3,780.95,1651.1,2009.2,1880.4,14524,6912.9,8888.9,14657,12881,10325,11962,8133,9077.5,16144,11037,11473,23511,6808.8,8790.7,9178.1,8514.9,10666
Q2M389,,,,,,,,,,,,400.4,944.11,,,,,,,,,,,,,,,1508,,,,,,,
Q2M3C7,,,,,,,,,,,,,,,,,,2420.5,976.07,922.32,5964.6,2904.4,448.2,4095.2,2872.4,974.42,5051.1,2140,1672.2,6123.8,2781.9,397.64,1464.5,894.91,881.88
Q2TAY7,,,20.8,,,40.3,,,907.52,,,,,,,,,340.6,536.67,,575.9,266.5,,322.4,,520,1053.4,,658.55,3550.3,1040.6,,,901.5,552.81
Q3SXM5,,,,,,,,258.48,3105.8,4400.6,,1858.5,2487.5,,,,,,,5843.1,1308.4,7438,1759.8,1702.4,1797.8,1545.1,,,,2234.4,,2277.6,2294.5,,1376.7
Q3SY84,,,215.24,,,,,,,,,1307.8,,,,,,,,,,,,,,,,,,,,,,,
Q3ZAQ7,591.81,382.6,901.99,393,994.87,541.81,,,2272.5,,1308.5,,1432.6,983.65,,,,,,,,,,,,,,,,,,,,,
Q3ZCQ8,,,,,,,,,2676.7,5348.5,1370.2,1144.8,985.76,532.73,811.57,,,1401.9,554.52,665.62,1095,1311.8,,718.54,595.99,380.5,2463.1,5052.2,500,549.97,2412.5,459.58,494.93,3013.6,2164.3
Q4G0F5,,,,1187.1,,,551.09,,2300.7,7617.6,5040.9,593.59,3057.6,,1567.9,,,3479.8,,2645.4,6131.7,6494.4,1874,2911.9,2655.5,5577.8,4002.9,7324.7,3671,11122,2504.1,3975.4,1900.4,7392.2,2164.5
Q4J6C6,,,,,,,,2944.4,,,1822.8,,3615.7,910.58,699.97,,,,4333,4196.8,2690.4,6608.4,4080,,1738.8,1567.1,,1439.4,1289.2,5418.2,,,,5598.3,
Q4V328,,,,,,1043.2,,,7088.5,1384.6,,473.79,479.04,464.08,,,524.52,10549,1146.6,3294.5,6839.7,5292.7,1091.6,5906.5,4898.9,2773.1,3965.8,5415.6,1474.2,3865.2,2854.6,1916.8,6179.2,1587,856.71
Q52LJ0,1058.4,,289.91,,1295.1,659.86,,,4711.9,1853.5,2535,,,1277.4,334.68,,,3058.1,915.17,3748.6,6189.8,3609.2,2243,,2042.8,,,2458.2,,12948,1258.7,,,5860.2,
Q53FP2,,,1014.5,,1159.3,,1863.3,,5142.2,5110,3328.2,1765.4,1864.4,1412.6,1760.6,,1015.5,,,5238.2,2562.6,3952.7,3271.1,4012.1,3744.2,2356,5642,8877.7,4882.4,12344,6123.6,4711.1,5228.9,7402,4251.8
Q53GQ0,664.43,,3399.3,,1113.9,,,573.39,17402,13671,5412.1,,6835.8,,,715.93,1303,9397.1,6193.1,6482,3438.4,9817.4,2131.5,10047,9526.5,6769,7581.3,15172,5140.4,1556.4,7276.1,1839.9,5716.7,9012.5,3464.5
Q53H12,,,,,,,,,11805,7665.3,1282.8,586.77,794.02,640.17,790.73,2518.1,,6715.3,2707,8729.1,6901.9,7743.5,9698.7,8733.3,9986.8,6960.4,11595,14175,14647,11648,9607.5,5917.9,5408.2,5034.3,11716
Q53H96,,,,,,,,,,,,,,,,,,,,,1721.1,1227.7,,,,2624.1,952.36,,,,,,1363,2255.2,
Q53HC0,591.21,,,,482.27,,,,1472.3,,1173.9,,1052.7,,,,,,1980.7,,1599.9,,,,1022.3,1146.7,777.27,3207,446.9,2737.3,,1908.1,1246.1,2815.9,
Q53RT3,,,,,,,1344.7,,2837.3,2195,,,,715.08,957.69,1129.3,,,,,,,,,,,,,,,,,,,
Q53S08,,,,,,,,,,,,,,,,,,,,1223,,,1254.5,,,,,,,,,,,,
Q562E7,2334.1,,1676.6,1770.2,1776.8,1371.9,,,,,2977.2,2102.1,2907.6,1483.6,,,2649.3,,,,,,,,,,,,,,,,,,
Q562R1,3126.6,,3288.7,,,2750.1,,7202.9,,,13335,,,5273.1,,,,,16451,25057,,,,17760,231620,,13091,24140,19777,24839,182130,22530,263170,27059,
Q56VL3,,,,,,,,,1101.2,2159.6,1493.2,,1381.8,,,585.88,508.32,,,1755.3,,,,,,,,9126.8,5689.4,,3174,3530.8,,3965.1,3288.9
Q58FF6,,,,,,,,,,2781,,2418.3,,,4615.5,,,,,4378.7,,,,,,,,,,,,,,,
Q58FF8,,888.64,1850.7,,1270.5,,,2156.8,13501,13763,3539.2,2430.6,3289.4,1650.9,,2238,,,,2181.1,3257.1,,2863.4,,1396.9,,,,1927.8,2835.2,,,1098.7,1205.9,1128.1
Q59EK9,,,,,,,,,,,,,,,,,,1000.8,,,,,,1173.1,,1150.7,,1295.8,,,,,,,
Q5BJH7,,,,,,,,,,,,,,,,,,,1953.3,2139.5,3029.6,2641.3,,1670.8,,,2785.4,,3447,3208.2,,,2241.6,,
Q5BKZ1,,,,,71.627,,,,,,,254.2,,,,,,2265.4,,519.94,921.35,,547.89,447.46,,,,615.41,,892.46,,,,,261.37
Q5D862,11760,16723,9157.2,2927.7,9749.8,3289.8,18230,26041,28851,26346,20069,18196,23028,15318,24895,30312,15058,5725.6,6919.1,775.55,8537.2,1269.7,28816,445.82,1917.7,3677.5,1801.5,1935.9,2265.7,1391.2,15353,2873.8,2230.8,2507.6,2201.5
Q5GJ75,,,,,,,,,,,,,,,,,,,6108.4,,,,,,,,,,,2816.5,,,,1901.6,
Q5JRA6,,,700.5,,,,,,,1069.7,,,,,,,,762.95,638.12,738.45,954.27,893.39,943.84,1211.8,1168.5,600.15,672.67,1116.2,1996.7,,1475.1,1801.1,945.62,1991.3,623.86
Q5JSH3,,,,,,,,,,,,,,,,,,,,298,264.08,,,130.06,67.837,,407.34,73.157,436.62,729.43,,62.991,67.837,833.83,58.146
Q5JTV8,,,,,,,,,,,,495.45,,540.27,445.78,497.88,,956.81,400.4,,969.81,342.94,451.28,299.15,361.43,287.3,987.98,1434.8,826.18,1796.4,486.82,,,434.89,247.74
Q5JU85,,,,,,,,,1176.7,,,,,,,,,1196.3,292.44,,2154.1,849.48,962.63,,,,,1283.7,,,1679.4,667.96,2865.6,,944.63
Q5SQI0,,,186.05,,,183.03,,,1079.6,,,,623.04,448,,,,1536.9,651.19,864.17,1259.5,1732.8,,1747.7,794.7,607.36,871.75,1523.1,698.05,1623.1,317.4,825,2383.6,1301.2,
Q5SSJ5,,,,,,,,,726.92,715.62,170.95,414.99,289.74,124.97,,280.82,,,,,1638.7,1537,,1242,,,,,,,,1171.4,3612,,945.03
Q5SYC1,2709.3,1017.3,2913.3,,1196.8,1246.3,,2621.8,10190,5675.9,4009,2779.4,2229.3,2405,1097.5,1493.1,527.08,4372.7,1934,11372,16802,15445,3488.8,7678.8,4674.9,8248.1,12568,12757,8246.3,9567.8,8238,6702.8,13644,10916,9668.5
Q5T0D9,,,,,304.23,,,,,1417,4462.4,,,,,,,,,1820.5,1685.7,1905.3,3553.2,,2009.9,1942.6,3118.9,,,4383,1513,2375.9,,2270.5,
Q5T3F8,,,,,,,,,,,,81.537,,,,,,,,,,,347.19,604.67,589.12,289.33,504.41,587.02,335.36,,244.61,,517.45,,
Q5T4F4,2324.3,,14741,,13123,14130,47153,30017,29550,,,28400,30997,,,,,,,,,,,,,,,3287.8,,4680.1,,,,,
Q5T5C0,315.02,,,,,,,,,,,,,,,,,9452.4,1479.9,3028.7,4164.4,,2693.1,7720.5,1675.2,1617.8,1839.9,5842.3,2523.7,6569.4,2294.3,546.98,6495.7,4050.2,1215.9
Q5T749,2988.6,5274.7,,4292.8,2689.9,1893.1,5537.2,8213.5,6208.1,9573.4,,14260,15662,4969.8,6806.8,10566,5225.8,2252.4,1264.6,1068.1,1298.3,1520.8,11833,,,,1631.5,,,,9846.5,,2019.1,1124.6,1315.6
Q5TC12,,,,,,,,,,,,589.17,,,,,,1533.1,1256.9,1244.1,1146.9,494.32,,,,1001.1,979.65,,2617.2,1795.8,,1269.6,389.44,,
Q5TF21,,,,,544.42,,,1395,5926,7573.1,3082.3,1316.1,910.95,,999.49,511.2,,2231.5,6324.2,3541.6,3295,7334.5,12682,5665.2,7178.3,1572.4,3296.8,7331.2,3130.6,9037.9,7905.1,6179.9,7280.8,6443.7,3556.2
Q5TGZ0,,,,,,,,,2695.1,2660,,,,,,,,,,2460.4,,,,1443.7,1926.1,,2450.9,4474.6,2919.1,,,,2566.9,2295.1,1932.1
Q5TH69,,,,,,,,,,,,,,,,,,,485.29,537.86,740.07,,,100.79,,,,882.45,,,,,,,
Q5VIR6,,,,,,,,,2570.8,2503.8,,,,,,,,3443.3,,379.13,3993.3,,,,,,1206.4,1791.9,,,,,,355.71,
Q5VTE0,6224.9,578.61,6741.5,1882.1,4732.6,1063.2,5128,7626.8,40484,42815,24743,22415,26839,9922.7,7094.8,12016,12153,66058,75338,88400,89168,52113,43526,42158,54376,31769,57701,105840,74212,77219,49599,57965,75098,51461,35979
Q5VUB5,,,,,,,,,,,,,,,,,,,,,,,255.57,,164.5,177.02,,271.72,189.38,297.45,,,,230.12,185.87
Q5VWN6,1420.6,1274.4,,1872,2265.8,2844.8,1852.1,3200.6,,,1821.9,1787.3,2231.7,2153.9,,3298.3,2270.2,,,,,,,,,,145.01,,,,,,,,
Q5VWW1,,,,,,,,,,,,,,,,,,,1455.2,,,2136.3,,,,,,,,,1469.2,,,2126.2,1452.5
Q5VWZ2,,,345.03,,,,,,,,,,,,650.2,,,,1647.7,1951.3,1951.7,4332.6,3645.4,,1345.9,,810.75,4574.6,2663.2,3706.2,,3767.8,,2376.2,
Q5VYK3,,,,,,,,,,2072.5,,1686.7,1667.2,,,,,5664.6,1706.2,1325.2,3228.8,2974.4,3727,4004.6,1124.7,894.78,5892.5,9163.3,2227.6,10247,1188.2,3732.8,2783.6,6026.5,
Q5XKE5,,,,,,,2077.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5XKP0,,363.93,1753.7,,,,,,6811.6,5338.2,4022.9,2085.7,,,,2085.7,,1282.7,,,1460.3,,,,2666.7,1773.5,2830.1,4964.1,,,2594.2,,8832.8,8963.1,5572.1
Q68D91,953.43,,,,,,,,3190.6,479.76,,,,364.35,,,,,,6164.8,5024.5,3533.5,1504.9,7807.7,,4603.4,2843.1,6753.7,9498.3,3342,1441.7,5085.6,1551.5,1160,1578
Q68DH5,,,,,,,,,,,,89.355,,,,,,1338.6,679.34,795.67,1586.3,,,,,,970.89,,866.62,1561,,710.02,1410.9,,
Q69YW2,,,,,,,,,1078.9,1076.1,1273.1,,,,,,,2646.4,1465.8,,3023.2,1171.4,3405.9,1647.4,1385.7,1540.9,1232.3,1877.5,2678.2,1894.5,1291.4,2005.3,,1122.9,
Q6A1A2,,,,,,,,,1862.7,,,,,,,,,1123.7,,,,,,,,,,,,,,,,884.03,
Q6BDS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6DN14,,,,,,,,,,,,,,,,,,,1808.9,,,,,,,,,,,,,,,,
Q6DN90,,,,565.5,438.88,,,,2652.1,427.19,1463.1,769.35,,1100.5,,,,1909.2,3897.3,811.67,6412.8,2933.1,1579.6,3358.1,4865.2,3780.2,6901.9,10017,4765.8,7205.3,2834.6,3809.2,414.36,4081.6,3837.9
Q6EEV6,,,,,,,,2442.1,,2929.1,,,,,,,,,,,811.62,2167.1,5762.1,,,,,,,2685.6,,,,5785.1,
Q6IAA8,924.53,2607,,844.66,,824.58,1072.5,,4093.5,6072.5,1405.6,976.2,2587.2,671.82,1153.4,2012.6,1013.2,935.49,1831.3,3159.4,5153,5199.2,3315,1605.9,2927.8,2780.2,2186.1,5431.4,3883.1,3018.2,5302.8,5878.8,2551.3,3089.5,4008.5
