proteinId,S1,S2,S3,S4,S5,S6
Q16555,4235300000,4983700000,3970300000,4044300000,3827000000,4361000000
Q16563,1026800,1196300,1082100,1085700,822730,1282500
Q16620,0,0,178340,0,0,454020
Q16623,58101000,45884000,41205000,63601000,65002000,75638000
Q16629,0,0,1619700,0,768670,0
Q16653,54511000,65388000,41286000,42825000,28541000,30168000
Q16658,139640000,109650000,222550000,113860000,71904000,164400000
Q16666,987960,584560,283390,438980,372160,476190
Q16698,26476000,20451000,20531000,18796000,19913000,19915000
Q16718,510630,692950,1158600,1979500,1309500,1630300
Q16795,546960,466750,69663,1627900,4291100,2856700
Q16799,11569000,14038000,13712000,18718000,29216000,41948000
Q16853,7472900,4187400,863440,4080900,20249000,13120000
Q16891,467060,0,0,0,0,1105400
Q1KMD3,719750,714440,0,464670,0,0
Q27J81,718250,657030,3048400,3220000,409410,1588700
Q2LD37,613560,804040,459290,950910,1604800,1284300
Q2M389,1420600,1302100,936410,1331600,1231900,2019800
Q2NKX8,8335800,5339100,6096600,0,4213900,3539300
Q2Y0W8,1203400,0,306140,684420,416440,1111200
Q32P41,0,0,0,0,0,0
Q32P44,505510,381510,465320,535720,876990,1068600
Q3KQU3,3247400,759270,503160,4705000,3009800,5325000
Q3ZCM7,0,0,0,0,1007800,0
Q4KMP7,521550,99953000,5028800,5337300,119050000,17739000
Q53GQ0,1748000,9465000,2039900,6791900,9488200,8976500
Q5BJF6,6099900,3637800,14310000,4226000,3079400,4721700
Q5D862,4605000,2064600,4051300,4197000,3829900,6703200
Q5HYW3,46495000,75935000,0,60840000,31690000,2562600
Q5JXC2,537260,809810,0,450920,260910,190420
Q5SQI0,1457900,1785100,1613800,1714600,324090,2001100
Q5SSJ5,3817900,4659700,3864800,5782600,2359200,4927900
Q5T4T6,60017000,47671000,77387000,31248000,27759000,37957000
Q5T749,4082700,3433700,1931200,3280100,1364700,6874600
Q5VTE0,94965000,87175000,92452000,84814000,73812000,99156000
Q5VWN6,2613000,1787200,3899600,3087900,1816900,8580100
Q66PJ3,4443400,1508300,0,4654400,4295200,1030100
Q69YW2,3747200,3547400,4142000,9706400,6722700,11848000
Q6DN90,5219900,1004300,521960,1233600,3208300,3038100
Q6IQ22,613510,0,232350,271760,572770,345200
Q6KB66,335510,299370,245600,0,0,1702900
Q6NXT6,579230,659330,0,0,0,721630
Q6NZI2,4957800,4435200,2938200,3999100,10973000,5483600
Q6P1Q0,4957600,4209400,1272300,5608700,4470900,3666700
Q6PCB0,2632100,1529700,1322900,12543000,1476800,1057100
Q6PGP7,983240,1728100,958390,1937100,1697200,2073500
Q6PIU2,599560,464040,240860,381050,725010,957030
Q6UWR7,1875500,8477800,2221100,971960,1732500,1261000
Q6ZV73,2052200,0,1502500,0,868850,1063700
Q6ZVX7,0,0,453210,948060,534420,0
Q71DI3,24235000,30528000,22276000,28794000,22322000,30472000
Q71U36,30555000,30665000,28252000,29117000,37981000,39611000
Q7L099,3640000,6771700,3430100,3027600,4884500,6503600
Q7L0J3,4583400,4560900,3300500,6380900,9779600,11244000
Q7L1I2,2354900,1538500,1464100,3888800,1597000,8067300
Q7L266,5109000,1976200,3363600,2377200,4988400,5186100
Q7L590,5657000,0,0,0,0,0
Q7Z3B1,8065500,4424800,5908000,6279600,8024300,9287600
Q7Z406,879660,4824100,3807400,3232900,3874800,4502600
Q7Z4S6,20702000,14963000,6372000,15584000,21272000,27773000
Q7Z6L0,8270200,2021100,5484500,4751700,5877600,6157100
Q7Z794,8134800,1476200,6283800,6971800,7856800,5417800
Q86SE8,627070,396020,0,873250,508750,688550
Q86SK9,1952600,1993400,1624300,1238900,2282900,1814300
Q86TU7,0,0,0,8358600,0,4073800
Q86U42,0,0,0,0,0,0
Q86VP6,1600400,2544300,1885800,3440900,4458400,4281900
Q86W50,0,0,0,0,0,0
Q86X76,2435600,3280900,0,7064000,3048600,2299300
Q86Y46,17421000,19738000,24404000,36252000,24355000,93061000
Q86YR5,0,698840,472960,0,0,755510
Q86YZ3,9352200,10318000,31092000,9959000,8443200,25907000
Q8IU85,1674100,781550,0,0,0,0
Q8IVP5,466280,773860,0,791230,970400,1290800
Q8IW45,9443200,4829400,3629700,4355300,5939300,7428200
Q8IXJ6,98596000,101890000,93241000,87509000,33021000,60740000
Q8IY81,1732100,0,0,0,0,369160
Q8IYB3,1424100,0,0,896380,0,381270
Q8IYB4,294750,0,0,0,0,0
Q8IZP2,3939100,3611900,4069100,4231100,4696200,4595800
Q8N111,956760,917320,658410,1086700,1403700,1378000
Q8N126,1993400,2784200,1273400,2147600,3516000,3283900
Q8N1N4,4034200,514950,3602200,5296800,4410800,11245000
Q8N257,169870000,198810000,144940000,196470000,227460000,215420000
Q8N3J6,4015800,555450,1553500,2081200,4439300,4688000
Q8N568,1352300,0,0,0,1296600,1547900
Q8N573,1263200,745620,768980,481070,1714800,1658000
Q8N5J2,367990,2202300,2967900,1640500,170750,2114100
Q8N608,1160000,1702300,208890,2240300,1440300,1529700
Q8N987,368140,0,493120,308240,497440,557400
Q8NBH2,28412000,19542000,0,34696000,25455000,25085000
Q8NCB2,8039900,7285300,3959700,6974600,10097000,17767000
Q8NCW5,1820900,1263700,1265300,1843000,2931500,2453600
Q8NDH3,13431000,12253000,8870400,7938300,8758500,9466800
Q8NET4,0,0,0,0,0,224260
Q8NFW8,948970,510950,384150,0,1009700,1902500
Q8NFX7,56213000,60339000,91901000,80537000,17331000,53809000
Q8NFZ8,3551500,4130800,1477000,2283000,3296800,3755300
Q8NHM4,160300000,122850000,51588000,52941000,93836000,110270000
Q8NHP1,782470,798010,766190,591660,885480,919850
Q8TAG6,5152600,5656400,6603300,7029500,2504900,3895300
Q8TAM6,297300,157400,5516900,2585300,0,215100
Q8TB36,25008000,22530000,15759000,31655000,47972000,53928000
Q8TBH0,795170,785630,926300,1146900,437580,832060
Q8WUK0,0,0,0,255710,151210,158000
Q8WUM4,4067900,1922900,2335300,3582200,3641500,4004500
Q8WWI5,18849000,14184000,18578000,22629000,12773000,20300000
Q8WXD9,0,0,0,0,761820,0
Q8WXF7,1272000,1197300,1260900,1172700,1547300,1617500
Q8WZ42,18761000,27733000,27380000,1674000,6952400,0
Q8WZA0,638640,718930,1008800,1402300,760690,3610100
Q92522,10339000,11162000,11804000,10976000,11670000,12359000
Q92561,4423600,2755700,2147300,2524700,2216900,3769300
Q92598,4062400,3964500,3382400,3948600,3019600,4859100
Q92599,26603000,45664000,23026000,21804000,24534000,24380000
Q92736,647260,0,382730,103660,1013600,785960
Q92743,2796300,11912000,950660,3541000,12736000,9629400
Q92747,0,0,646290,803500,0,1511800
Q92752,140110000,103340000,106810000,81792000,85111000,134020000
Q92777,7125700,8297700,5708500,8263500,23813000,36230000
Q92820,1896200,0,0,2860300,5432600,2839000
Q92823,5333500,1947100,3196000,3352000,6044300,14104000
Q92841,3390900,1369500,752230,831910,1480100,1559000
Q92930,0,0,0,0,732680,0
Q93050,10401000,6182200,6242400,13298000,23008000,44909000
Q969P0,15133000,10393000,9331700,12646000,15654000,21463000
Q969Q0,10804000,5736700,6745400,9235700,8586400,15819000
Q969X1,1484700,777320,1385400,1095800,497110,1357200
Q96A65,1934900,554340,363340,984880,873540,2950300
Q96BM9,231830,234020,182730,364670,298290,215480
Q96CW1,11761000,19164000,11409000,17703000,24908000,22994000
Q96DA0,0,0,0,620940,0,0
Q96DB2,13446000,16118000,17541000,13045000,2538300,11308000
Q96DD7,3957900,1049100,3447400,6389000,2552900,4114600
Q96F07,52538,3316900,2367500,2617300,3658100,7197600
Q96F85,6205800,4863100,4809700,5222100,3651400,7584400
Q96FJ2,12199000,15889000,13324000,12508000,8124400,13123000
Q96FW1,4902100,7641200,6747100,4131700,10442000,20903000
Q96FZ7,4248900,4390900,3461400,1476800,4794000,6902700
Q96G97,1853000,1872500,1957800,1765300,2464400,4395500
Q96GD0,376560,0,449140,475700,546000,752440
Q96GW7,66146000,39774000,20175000,37879000,28384000,27618000
Q96HU8,364640,200180,271730,286300,524710,331160
Q96JE9,833680,1105500,1074800,2450800,3280300,5719500
Q96KP4,60724000,69694000,39321000,73142000,32871000,51194000
Q96N66,312520,0,0,522000,452550,671390
Q96NS1,1131900,932920,1804300,2834400,714560,1244600
Q96P47,0,0,0,0,2253900,1003000
