proteinId,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48
Q8NE62,324030000,265610000,185630000,46509000,83080000,31084000,414380000,347230000,370110000,349510000,184170000,145750000,1929500000,1886400000,1826500000,89283000,116260000,90333000,245500000,231680000,202980000,1463600000,1238900000,1255200000,186090000,125770000,78264000,88741000,87604000,148390000,23865000,96422000,60035000,137550000,125500000,150540000,431650000,259660000,384390000,338880000,328500000,315170000,144610000,86386000,140550000,280240000,231270000,243900000
Q8NE71,495820000,633620000,530200000,2821500000,1758300000,1690900000,95255000,89412000,101500000,458570000,641320000,337410000,2793000000,2351100000,2867900000,1972300000,1950800000,1529300000,896110000,917900000,1020600000,1051500000,1039300000,928550000,177500000,185550000,185500000,238490000,175010000,220200000,57294000,74394000,40828000,296120000,873640000,211340000,841910000,793940000,779550000,527530000,594660000,520640000,149770000,170440000,216670000,218240000,305310000,268470000
Q8NE86,30410000,34092000,55104000,189990000,190550000,196190000,31635000,19522000,0,123510000,121160000,86939000,35936000,120460000,73501000,104150000,80315000,120970000,30731000,22190000,25057000,157730000,95825000,108270000,108450000,16054000,76359000,59381000,233460000,277140000,76130000,50210000,58738000,189220000,158720000,214320000,401210000,281430000,386530000,278540000,358320000,239770000,64001000,103480000,121260000,266520000,381750000,322050000
Q8NEA6,0,0,0,9128800,6875800,4331500,0,0,0,0,0,0,0,0,379950,0,0,0,0,0,18361000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8NEB9,200530000,273580000,115570000,317150000,228540000,241050000,20366000,31950000,12088000,134500000,131600000,144950000,802270000,687770000,594700000,371740000,422850000,462390000,95454000,153510000,92141000,335990000,381520000,404810000,188320000,192170000,232180000,199160000,140450000,103900000,24928000,60231000,72317000,232370000,79795000,183920000,278020000,461560000,440690000,261410000,472960000,450620000,104470000,117690000,123190000,176700000,266920000,324910000
Q8NEC7,55386000,42273000,44268000,92693000,149820000,59269000,10997000,2625900,0,119760000,78704000,135180000,372370000,253960000,279600000,31865000,43164000,38437000,41507000,14180000,56927000,75128000,76742000,46742000,33199000,24233000,0,41886000,57152000,29759000,284330,0,0,0,0,0,4992100,19685000,7476500,2659300,0,0,4411700,0,0,0,0,0
Q8NEF9,3792800,5251400,12482000,44857000,64421000,70177000,0,0,0,39689000,3316600,0,21849000,24494000,16940000,10136000,0,16205000,16013000,17870000,8968100,6301800,0,0,8754500,0,2193400,48607000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88551000
Q8NEG7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3544000,0,0,0,0,0,0,3600000,3203300,0,0,0,0,0,14390000,8652600,8767900,0,27332000,4693400,30049000,12752000,6957800,4905100,0,10723000,0
Q8NEJ9,0,0,42544000,30237000,23138000,29269000,0,0,0,0,5702100,6743200,40905000,39441000,36136000,0,15506000,21390000,9386400,7611500,0,0,0,0,34636000,0,0,0,0,4712100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8NEL9,15327000,0,1198600,0,21387000,36718000,0,0,4461000,0,8265000,0,23200000,66172000,13153000,26401000,119960000,140510000,0,8289700,3352800,40987000,0,20480000,0,0,0,46753000,47048000,37291000,24174000,20977000,4841000,3872300,16084000,42733000,78443000,74099000,85260000,150280000,42026000,90565000,19728000,23850000,0,49789000,18361000,38722000
Q8NEM2,0,0,0,8196200,0,2828000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8NEM7,0,0,0,0,41190000,36668000,0,0,0,0,0,0,0,12877000,0,0,2923400,2698900,1878500,2477000,1585800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8NEN9,101530000,79128000,52493000,193290000,324240000,318140000,61061000,50838000,32509000,248840000,240770000,260210000,151070000,85292000,142500000,65633000,89743000,65435000,52020000,33424000,23060000,155780000,219870000,112200000,163380000,91517000,182390000,103670000,148200000,127410000,21172000,26236000,43799000,134910000,93648000,111080000,137700000,134580000,226150000,163540000,139550000,184780000,29412000,39875000,29855000,76327000,120030000,179110000
Q8NEU8,774200000,713260000,827150000,788670000,737560000,899120000,434100000,403250000,276590000,521030000,657420000,595200000,1868000000,2035300000,2206200000,822660000,475460000,586330000,367240000,413300000,461830000,1215400000,1356800000,1354600000,339450000,345030000,321140000,274810000,289760000,365400000,164990000,121800000,109400000,289550000,270170000,303840000,922940000,694250000,801660000,927590000,720060000,900660000,212870000,251630000,270970000,546920000,772050000,332590000
Q8NEW0,0,0,0,0,0,0,0,0,0,0,0,0,0,74527000,34629000,36695000,0,35795000,11371000,0,7991200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5432000,4932700,7407800,0,0,0,0,0,0
Q8NEY1,616570000,613000000,834590000,1489400000,1707600000,1674700000,123160000,78173000,95154000,884720000,837110000,750270000,538600000,730480000,616350000,2194600000,1896800000,1972100000,782290000,718500000,554970000,1027900000,1253100000,1162700000,242280000,285290000,241370000,405160000,403350000,501030000,73315000,91830000,31403000,290210000,224210000,336350000,549760000,500650000,808360000,345660000,305230000,356890000,219080000,177000000,141160000,299080000,767470000,501740000
Q8NEY8,35696000,42290000,38106000,57436000,76158000,57034000,11889000,18530000,21475000,23604000,15278000,16939000,13383000,57936000,100040000,93123000,87834000,60495000,11992000,16735000,14421000,15831000,15583000,22299000,12669000,11605000,44843000,2837500,6310100,2153900,1765800,0,8294900,0,8224500,0,3325800,5983300,3029600,0,0,5451100,791130,3576300,0,0,0,0
Q8NEZ2,146600000,63248000,77956000,134460000,203080000,190700000,27732000,55778000,11165000,164470000,109890000,150370000,149560000,116370000,65203000,123580000,186210000,125000000,29230000,47788000,32773000,85030000,153920000,122030000,120060000,94994000,82900000,95848000,74344000,84958000,32827000,15021000,31972000,124710000,35651000,39776000,99429000,141160000,84071000,97573000,60095000,122130000,39991000,17447000,39298000,96842000,81445000,60903000
Q8NEZ3,97738000,136370000,188860000,108410000,120340000,109860000,0,0,0,141590000,151820000,88907000,1067600000,936700000,971400000,35493000,53731000,71901000,37080000,27217000,37856000,24982000,12429000,29425000,5460400,20244000,19834000,0,5220300,4248000,0,0,0,9785900,24950000,9792800,0,0,0,0,16775000,0,0,2784400,0,6480000,0,9120000
Q8NEZ4,17373000,9626800,13057000,65947000,170430000,176320000,0,0,0,57151000,5268200,0,151510000,19837000,2073200000,13138000,10823000,19518000,17457000,31998000,15941000,13281000,0,0,2291600,4025700,0,26545000,3302800,16130000,3408100,0,0,11760000,0,0,0,0,705820,0,0,0,0,0,1106800,1299600,9652800,0
Q8NEZ5,105390000,84618000,42963000,100910000,106800000,95127000,0,0,7882700,0,0,0,446690000,416660000,570900000,268410000,201930000,230920000,147200000,142200000,122380000,85545000,65292000,53815000,13399000,34557000,31163000,53587000,86737000,24849000,0,0,0,26595000,22910000,520890,69171000,90301000,60727000,72360000,80231000,76400000,19019000,20056000,22205000,0,56431000,51597000
Q8NF37,23492000,30596000,41171000,93895000,114640000,124250000,0,14022000,0,0,0,0,797710000,689400000,739590000,400630000,475730000,483040000,384720000,330760000,394430000,309780000,324740000,238500000,22354000,40794000,12118000,29751000,34221000,19113000,4454100,0,0,14583000,1282900,3169700,225970000,206890000,158560000,176550000,179050000,194030000,133950000,102150000,96941000,251860000,234410000,242230000
Q8NF50,25288000,29276000,71697000,12061000,0,18073000,1241800,2133900,4149500,66600000,40333000,61536000,215920000,258570000,116200000,0,102690000,92493000,0,4650700,4092600,0,10725000,8436200,0,0,0,56183000,70334000,46796000,0,1575500,0,0,34345000,34497000,0,5532200,0,0,0,33308000,0,0,0,0,0,0
Q8NF64,26667000,0,0,9603500,0,0,586220000,0,0,58439000,36354000,65168000,0,0,0,0,0,21508000,340940000,19595000,0,0,0,0,0,0,113510000,0,0,0,0,0,0,0,0,46055000,0,0,0,0,0,0,0,0,0,0,0,0
Q8NF91,2473800000,2502300000,2330300000,2487500000,2401000000,2598700000,290240000,201060000,219810000,1065700000,815270000,973740000,3539100000,3302800000,3448900000,3423900000,3337800000,3479200000,907750000,426700000,419250000,1383700000,1168400000,1258200000,1202500000,1280000000,1056200000,1582700000,2797000000,1772300000,474120000,397440000,419730000,2547500000,2713500000,2976300000,2669500000,2873600000,2708300000,2272700000,1976300000,2628200000,642270000,898930000,701340000,1971900000,2018600000,1946000000
Q8NF99,0,0,0,1722500,1428600,31310000,0,0,0,0,0,0,0,0,0,366270,618090,880050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8NFA0,27240000,21010000,32248000,114680000,7301300,16397000,0,0,0,9781900,34792000,0,85389000,232160000,22265000,12651000,44083000,38805000,132200000,188300000,195710000,51757000,86663000,57028000,6893000,25612000,64007000,43176000,19960000,51258000,6520200,6292200,0,42171000,72657000,128170000,112130000,40772000,73935000,95207000,44398000,94121000,8341800,16252000,8357700,132450000,154460000,94173000
Q8NFC6,127070000,166370000,148420000,1072100000,851140000,1085800000,7293800,6655800,8823600,11157000,23549000,16190000,269500000,221100000,218570000,121900000,196060000,133040000,45667000,50685000,54492000,39776000,54724000,54870000,3019400,11290000,32281000,25798000,21537000,28235000,1754100,2074700,1358600,10955000,6115200,41003000,0,0,0,30790000,23214000,64878000,1261700,6189300,5785800,7117000,50133000,106480000
Q8NFD5,31958000,14982000,39705000,313900000,276010000,330340000,3978700,14079000,7429900,0,10179000,9870700,201880000,215190000,166690000,74826000,82913000,41080000,35835000,36863000,53713000,4587200,34005000,18187000,8532200,0,0,22936000,9251300,7905400,20926000,0,8296100,0,0,0,72341000,9106300,0,43400000,0,45067000,0,150470,1369700,13667000,12443000,12628000
Q8NFF5,133030000,160230000,88894000,290910000,299280000,231010000,5252000,25603000,6745400,101370000,98162000,112760000,481510000,467040000,459480000,88747000,125450000,246450000,132590000,92887000,59448000,75806000,50341000,38255000,21646000,6498200,53067000,27761000,36395000,0,0,0,6586100,6464700,61094000,3107100,75593000,82690000,60918000,156040000,143100000,110530000,27882000,7835400,17696000,78953000,148070000,84160000
Q8NFG4,45588000,73248000,25292000,10472000,38002000,40371000,0,0,0,28280000,22335000,30448000,94576000,169740000,180940000,62577000,84040000,85678000,4597500,18227000,29268000,80645000,37700000,50025000,9561200,0,8263900,28123000,10932000,33651000,0,0,0,40747000,51239000,0,26271000,24438000,0,27464000,62436000,99829000,0,739670,2764900,28440000,0,16349000
Q8NFH3,59473000,0,0,28468000,114360000,79170000,37771000,20187000,0,0,0,25309000,558270000,473450000,380660000,207850000,105900000,155320000,153470000,107640000,175600000,364580000,355180000,326120000,0,0,6438900,0,4287500,0,0,0,0,0,0,0,9636600,64279000,94777000,38237000,14579000,31270000,0,24760000,0,47833000,0,93998000
Q8NFH4,55938000,62537000,82003000,140070000,234860000,155180000,0,0,0,33952000,52088000,23753000,255920000,338660000,260690000,102890000,119330000,120610000,141190000,148810000,112650000,137090000,135190000,62910000,0,0,0,0,10005000,0,1908100,0,0,0,757250000,0,25293000,42901000,37269000,53603000,35462000,39128000,25877000,18009000,17441000,0,13942000,22394000
Q8NFH5,147330000,22975000,105110000,384090000,581070000,406850000,14798000,15957000,13779000,0,55052000,44670000,475480000,396930000,292500000,309550000,466040000,541680000,192720000,240940000,158440000,185670000,122450000,157830000,36360000,6246600,28895000,16235000,2096800,6503500,0,15986000,7917500,23047000,6251900,29416000,84355000,84533000,67780000,17373000,36350000,53275000,12682000,7509500,7709300,20080000,34207000,54744000
Q8NFH8,96500000,144420000,89121000,98010000,60947000,121400000,41735000,19346000,27063000,9467800,6441800,0,3255000,5980400,5868500,92213000,63393000,53509000,10735000,3262900,1770600,227020000,201800000,122820000,249340000,275800000,296380000,322080000,488720000,476530000,153800000,174610000,138480000,163780000,413930000,338360000,538130000,616970000,896740000,818590000,548430000,395190000,168590000,200140000,216910000,388500000,313450000,336360000
Q8NFI3,0,0,0,0,0,0,0,0,0,3630700,0,0,254130000,181030000,104410000,42829000,50014000,64525000,35239000,34340000,26668000,105280000,25216000,27147000,0,0,11354000,11148000,5305200,6966300,0,0,0,0,0,0,0,1780100,0,9476400,0,15144000,0,0,0,19607000,34341000,0
Q8NFJ9,12873000,27361000,10755000,5419600,9091200,9296000,3172100,0,4559900,0,108310000,62826000,519250000,756160000,725120000,29313000,38096000,39233000,26807000,31225000,34896000,0,0,15754000,0,0,0,6953800,16579000,9443300,0,765240,728180,0,0,8818000,14666000,11594000,12046000,0,11626000,4233300,3371900,0,0,17825000,6181100,4475500
Q8NFP4,40655000,0,0,0,0,0,0,0,0,0,0,0,8281400,5786400,0,0,0,0,0,0,0,0,4626500,9262800,0,0,8573600,0,0,0,0,0,9340900,0,11125000,0,2703100,6132000,929160,0,5006300,0,0,0,0,0,2532500,0
Q8NFP7,0,3718600,0,37341000,29648000,46496000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19290000,0,13717000,7939700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8NFP9,501420000,454120000,418560000,433160000,431700000,392180000,124850000,94169000,55582000,142940000,155530000,138710000,433090000,396920000,479450000,998550000,984590000,1228200000,217830000,201980000,127710000,751740000,663930000,716430000,1148600000,930260000,978550000,1228800000,1012100000,1030600000,543900000,540190000,513290000,1271100000,1707600000,1462400000,2865600000,2720800000,2668200000,2059000000,1978100000,2330800000,857840000,786240000,891840000,1761200000,2839700000,2189000000
Q8NFQ8,191770000,184760000,207130000,330180000,372210000,406160000,54106000,45392000,33072000,169200000,152790000,140050000,742620000,709320000,694790000,294480000,238530000,383320000,97362000,128480000,102190000,71659000,83658000,73932000,106210000,115230000,91203000,99098000,118570000,113800000,54852000,34121000,43389000,63817000,63058000,46559000,134210000,33465000,148240000,95769000,96971000,97941000,50537000,57619000,86479000,33202000,135510000,149100000
Q8NFT8,83646000,69337000,48607000,1262600000,0,0,5090700,0,10661000,55866000,71027000,92051000,0,0,0,71364000,120450000,47604000,0,14632000,0,0,14110000,0,10554000,9800600,16064000,17138000,21426000,36053000,8688300,7944200,1314100000,642150000,29151000,23343000,938990000,692210000,729010000,93157000,129860000,98950000,12540000,48145000,27337000,37278000,52416000,21320000
Q8NFU3,844950000,331480000,276020000,0,0,0,0,0,0,0,0,0,331730000,377510000,633440000,0,100230000,48209000,51961000,52174000,85743000,27483000,41022000,59278000,228410000,405730000,540230000,169150000,203000000,682470000,75175000,153530000,151280000,622250000,405670000,576410000,264160000,137600000,266550000,243600000,247790000,476440000,129530000,118300000,101290000,135600000,305570000,302550000
Q8NFV4,0,0,0,0,0,13808000,0,0,171110000,0,1694300,7144100,650030000,532140000,433010000,153860000,218820000,165140000,78916000,66187000,52540000,743500000,1042600000,359620000,0,0,0,0,0,3884300,0,0,0,0,0,0,170050000,153710000,265430000,43312000,109620000,100420000,11609000,23155000,15883000,44863000,120550000,141460000
Q8NFW8,373040000,406440000,640200000,432930000,465200000,480510000,81687000,52294000,105490000,327220000,310230000,367470000,1152600000,1099900000,1000800000,467640000,509350000,546110000,190570000,244430000,212680000,951780000,1211100000,988970000,207010000,398570000,527300000,438920000,699920000,737350000,316480000,186740000,348310000,296210000,306970000,576730000,1044700000,1174400000,1132300000,845480000,763150000,596450000,344690000,374790000,310970000,989010000,676790000,917810000
Q8NFW9,0,0,0,0,532680,0,0,0,0,0,0,4268300,4618700,22556000,2114400,21220000,25285000,0,1086900,0,0,27545000,11121000,11466000,14692000,13040000,25077000,14087000,17407000,19429000,10712000,0,0,14749000,4159100,0,215640000,13629000,10815000,247670000,233250000,213680000,6328600,10548000,8142500,37554000,38726000,26143000
Q8NFX7,207880000,288680000,319480000,0,0,6146900,125690000,103530000,114590000,37320000,34876000,21706000,3589100,16107000,14967000,248270000,235620000,169490000,36355000,28778000,65997000,445190000,629090000,411220000,985140000,863370000,806500000,1022200000,925380000,1049200000,413480000,400560000,486360000,877420000,994940000,1095600000,4384800000,3877300000,3412500000,4165300000,4534700000,3923300000,814610000,636780000,896910000,2070400000,2127000000,1757000000
Q8NFY4,9433500,3795700,5442400,21467000,17031000,21295000,10829000,10492000,3140400,24723000,21234000,23392000,273290000,650640000,212480000,3825700,11368000,4288600,6853900,9229500,9069800,12866000,2993800,11538000,1147900,1936500,0,9797000,9036600,2695000,0,0,12279000,0,7400700,0,23701000,33173000,2521500,0,17773000,0,0,0,0,0,3368800,0
Q8NFZ4,31410000,29531000,24322000,58304000,0,21952000,0,0,0,24671000,0,16167000,163350000,237730000,250570000,94071000,490530000,405640000,119380000,56142000,65740000,172030000,505780000,355360000,92154000,54088000,101790000,42825000,40436000,56353000,0,41592000,3981200,0,20487000,5474500,507070000,388460000,397340000,367550000,315530000,332550000,150200000,271980000,171510000,150930000,186250000,286060000
Q8NFZ8,323460000,132300000,319540000,235030000,167130000,199500000,75060000,310440000,142820000,929400000,998520000,962180000,9950100000,6164000000,8998100000,1311800000,887810000,1032600000,752230000,772460000,728730000,3637300000,2595400000,2782600000,1502200000,783380000,1558900000,1955900000,2389100000,2389400000,981700000,1063900000,900730000,1717100000,1428700000,1347900000,5378700000,5762200000,5222800000,4218800000,3493700000,4450600000,1892200000,2275100000,2113000000,4214100000,5633900000,4292400000
Q8NG11,44315000,47433000,16770000,60709000,75905000,0,48970000,0,0,47818000,3941800,0,112680000,195870000,228520000,17142000,16985000,46814000,11087000,13282000,26372000,115040000,69538000,118140000,0,0,0,6380600,0,0,4171500,0,0,134950000,0,0,77830000,51724000,130220000,0,56331000,59647000,15244000,23915000,19306000,98883000,74003000,90248000
Q8NG27,12713000,11801000,10705000,45534000,59378000,63750000,0,0,0,0,0,11785000,20256000,49230000,65930000,29150000,260190000,14977000,5820600,4199900,95716000,9635600,6297500,0,0,7669600,0,0,25143000,0,0,0,0,21473000,0,0,42288000,28503000,59483000,24876000,37138000,83502000,0,0,0,7741100,0,0
Q8NG31,5534500,2409500,0,24303000,29261000,12588000,0,3767100,0,0,0,0,13433000,5578600,22731000,3295000,0,0,585920,921820,6974500,0,0,0,0,0,0,0,3825600,104750000,32977000,0,0,0,36948000,0,0,0,0,0,0,0,0,0,0,55470000,0,0
Q8NG48,0,0,0,0,0,0,0,0,0,0,0,0,9408000,6047200,0,0,0,0,0,0,0,0,0,501660000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8NG66,0,63245000,0,0,0,0,0,0,0,53777000,28337000,3816600,58013000,180100000,229740000,2481100,39862000,40574000,0,0,0,0,0,0,4427300,6690900,0,0,0,0,30259000,13477000,0,0,0,46513000,0,0,0,0,0,0,0,10392000,0,0,0,130370000
Q8NG68,51811000,50490000,39429000,36857000,36494000,46121000,4138000,718060,47754000,40409000,37580000,0,2442500,22789000,348180000,99570000,118060000,65685000,21055000,29856000,32330000,0,49262000,15089000,15044000,44686000,16891000,13753000,33434000,49381000,55986000,9204200,9812200,0,149230000,20038000,28531000,27088000,33990000,88559000,52610000,37558000,42465000,21943000,31036000,115920000,135710000,15307000
Q8NH55,0,0,54818000,35494000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165740000,73938000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8NHG7,127700000,183070000,439980000,28614000,18210000,0,277300000,428370000,539820000,317010000,87651000,113950000,42282000,0,0,101710000,134580000,97851000,39896000,21211000,88557000,495400000,627130000,570500000,313290000,449900000,467410000,797250000,1203300000,738760000,246060000,188730000,577410000,586360000,549800000,622200000,834500000,1002600000,889930000,749590000,1297600000,865020000,506290000,460920000,444720000,785910000,1109900000,1077500000
Q8NHG8,41371000,39420000,20426000,10821000,0,0,0,0,3350800,59064000,10326000,0,73278000,187860000,42699000,65294000,250030000,81883000,17812000,22685000,23061000,9462700,32413000,13869000,22469000,24605000,20211000,17445000,43068000,22710000,2919200,0,0,7546300,160380000,14315000,52435000,38879000,4366500,50894000,49078000,39530000,3118600,17498000,9127800,33652000,46082000,50298000
Q8NHH9,125410000,198200000,94727000,329630000,262280000,182980000,9351100,7164000,19622000,59965000,63604000,54625000,72587000,101320000,43818000,168900000,157590000,119440000,45737000,57296000,24460000,160560000,149060000,188970000,162420000,178580000,133760000,171410000,175180000,161860000,101470000,92911000,70923000,257730000,86787000,86556000,420380000,245270000,261320000,315860000,297570000,226840000,160040000,146240000,123150000,129160000,478690000,332920000
Q8NHJ6,5701200,3505100,0,0,10988000,0,0,0,0,0,0,0,39983000,11706000,24884000,0,0,0,5900600,0,10637000,0,3470200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8NHL6,0,0,0,1698900,0,0,0,0,0,0,0,11680000,18107000,35142000,0,7177400,0,12898000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5825200,0,0,0,0,996260,1268900,0,1730000,2232900,0
Q8NHP6,280400000,282340000,406870000,156590000,108950000,190910000,42202000,142190000,30460000,224140000,287790000,138390000,362100000,447190000,472330000,169610000,111940000,118550000,36382000,115160000,69058000,296510000,186820000,229270000,231730000,222580000,191100000,454640000,317570000,308000000,92959000,101200000,101420000,336640000,335840000,304600000,326450000,775540000,332520000,244040000,388810000,302830000,182080000,180480000,221060000,434890000,300670000,527510000
Q8NHP8,0,39304000,39317000,0,0,0,0,0,0,0,71074000,0,179080000,162120000,196900000,199580000,115000000,161280000,197880000,177070000,172570000,142970000,222500000,271820000,0,0,0,0,0,929270,0,0,0,9589600,0,0,139980000,108110000,148660000,146890000,150470000,91324000,131000000,79808000,11611000,73547000,125050000,76055000
Q8NHQ8,14775000,6495200,0,7030200,0,11851000,7817000,11557000,3981100,0,0,22645000,21402000,21613000,24451000,0,0,9030500,0,0,0,1575800,0,0,0,0,10962000,0,0,0,0,0,0,8443200,0,0,0,0,0,0,0,0,0,483930,0,1394800,0,1746900
Q8NHU6,97154000,92413000,91939000,26034000,4893300,26924000,21649000,0,0,67616000,60131000,42813000,539630000,530390000,383260000,50302000,143340000,116700000,23601000,21534000,46620000,39737000,11968000,37238000,4370500,0,5789400,7641500,0,0,0,0,0,9455400,0,0,12267000,33854000,20159000,24289000,12617000,22249000,1162100,2209700,41183000,6584000,6852400,7051100
Q8NHV1,5561400,0,12367000,0,124820,0,0,0,0,0,0,0,53574000,9714000,34443000,0,5763000,0,2116500,1447800,1688900,6221600,0,4576300,0,0,0,0,0,8146900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8NHV4,38655000,38242000,32005000,177060000,200010000,202860000,0,0,0,2774600,2702600,2604700,384380000,354720000,444530000,19773000,117730000,42508000,45079000,33155000,64274000,14097000,17842000,11822000,823610,1048900,584800,452220,525180,0,0,1292700,1036300,0,0,1039000,533090,702690,4237500,0,0,2043900,0,0,648990,643660,468950,3392600
Q8NHY2,0,0,0,12340000,14405000,14426000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8NHZ8,23825000,0,0,367330000,394090000,365400000,0,0,0,0,0,0,94001000,123800000,111020000,114830000,39194000,0,9705200,26112000,37088000,0,39640000,48118000,0,0,0,61990000,61067000,64492000,0,0,20668000,26914000,0,26060000,0,0,0,0,0,0,0,0,0,0,0,0
Q8NI08,276900000,235810000,223750000,27496000,43277000,14370000,110700000,124940000,125100000,36031000,43092000,23332000,295770000,386570000,317640000,126660000,290820000,180280000,57182000,62668000,34922000,618270000,732620000,363510000,1121900000,953840000,930280000,1102700000,1184800000,1148200000,386680000,302780000,365620000,928150000,967070000,976020000,1465700000,1553700000,1254100000,1184000000,1258500000,957660000,415840000,595270000,649300000,995790000,906970000,968680000
Q8NI22,308770000,349200000,255340000,208390000,462300000,505570000,34539000,16278000,21088000,93773000,59614000,77950000,589550000,671810000,508210000,563430000,433020000,606030000,189330000,228730000,132070000,187900000,127680000,66835000,72654000,82483000,137000000,104560000,52951000,99730000,56535000,49993000,30856000,78191000,82235000,111210000,183640000,114610000,108480000,124570000,167100000,146280000,28639000,25400000,15542000,42086000,56282000,102360000
Q8NI27,371180000,268980000,343020000,1389700000,1351200000,1663000000,3390100,3218000,68485000,380720000,60263000,61922000,1272900000,1251100000,1288200000,274870000,394380000,275190000,283120000,328050000,274570000,372090000,109780000,78461000,49634000,77668000,66672000,69695000,24583000,27744000,3310800,15809000,23421000,26482000,20775000,43844000,6752300,103470000,12014000,59427000,73528000,97152000,47960000,22980000,1830800,169230000,32254000,24641000
Q8NI29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16267000,21101000,28293000,47613000,45181000,32694000,0,0,0,0,0,0
Q8NI35,0,0,4589900,0,7665400,0,0,0,0,6450400,4986600,4541000,49239000,66384000,32476000,7689800,8208900,6771400,0,0,0,0,14363000,0,0,0,4733200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8NI36,138710000,51925000,91206000,490810000,444070000,402980000,0,0,0,0,0,37062000,180180000,205040000,58235000,203920000,94893000,160390000,82599000,75170000,87114000,30051000,53429000,18830000,0,5812600,6131900,9393100,13920000,0,7191300,30580000,0,0,2452600,0,0,4875700,6834100,0,2526300,4401600,2163700,3390300,2010100,0,102920000,0
Q8NI37,4215400,0,0,3768400,3809500,4723000,3093700,0,0,0,0,0,22150000,18034000,0,56451000,38033000,29999000,9938200,22869000,17236000,12416000,0,34132000,0,0,0,0,6912900,11513000,12469000,9122800,9549600,0,0,0,28506000,39026000,32814000,43416000,33472000,36386000,18152000,18833000,6775200,36944000,44512000,86306000
Q8NI60,91534000,39643000,50056000,180580000,226570000,158380000,6027400,10912000,8098700,201820000,217660000,178190000,296650000,385420000,338110000,140410000,161460000,66258000,22662000,46099000,31056000,667530000,618170000,808390000,51854000,116550000,109420000,115200000,224710000,125930000,20156000,27550000,20296000,114730000,118000000,210070000,388230000,381560000,312530000,264980000,249960000,254330000,99686000,146480000,82923000,174260000,151850000,149110000
Q8TA86,0,0,0,94363000,83488000,56078000,0,0,0,0,0,0,16335000,20465000,18120000,12020000,14909000,12439000,0,0,0,0,0,0,0,0,0,0,0,7601400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8TAA5,1700300,4484400,0,0,0,0,0,0,0,0,0,0,0,0,0,11093000,0,8130200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8TAA9,0,0,0,0,0,0,0,0,0,0,0,0,25863000,17975000,30719000,0,0,0,10005000,0,6902400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8TAB3,114520000,13203000,0,4384400,14330000,4683600,0,6944800,0,0,0,0,81729000,846870000,445390000,256470000,279450000,229180000,83715000,148200000,128160000,76255000,0,0,23792000,20070000,46836000,50925000,46210000,28851000,0,6710100,0,0,73306000,64264000,208610000,250950000,229920000,118620000,317580000,290480000,27963000,20577000,42439000,100480000,58814000,12621000
