proteinId,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20
O14949,139730000,204180000,242350000,336610000,356610000,361970000,229350000,171770000,138710000,199210000,202950000,226680000,180280000,52365000,299980000,275480000,34513000,323630000,375280000,296370000
O14964,628660000,689230000,1251700000,1086500000,1251700000,1108500000,907060000,1096700000,724180000,1644700000,1002600000,709090000,1146200000,723280000,908800000,1194000000,685800000,1231600000,1116400000,1305900000
O14966,39059000,16507000,16444000,0,48139000,17224000,17920000,17770000,27413000,0,0,0,22632000,0,18566000,12362000,0,0,0,0
O14967,14341000,7859600,14309000,31630000,20015000,67309000,36428000,74212000,33473000,140220000,218000000,0,0,0,10130000,108090000,0,0,0,0
O14972,151220000,138580000,99562000,156590000,124630000,185150000,123300000,168000000,130030000,194320000,175000000,140610000,137170000,109770000,142200000,110740000,87716000,134010000,124450000,84923000
O14974,280330000,451270000,606510000,340750000,337720000,377390000,230530000,394090000,399430000,673670000,428350000,269650000,271550000,50633000,324160000,200720000,434800000,358010000,406520000,600770000
O14975,27022000,9724500,40084000,9003800,135410000,31656000,21126000,124340000,6507700,106770000,83195000,32928000,0,117730000,0,46516000,7037300,8664800,0,0
O14976,138550000,60589000,65633000,114550000,134880000,507460000,240110000,411330000,130970000,319890000,385040000,651460000,119180000,120520000,206490000,291480000,56954000,121750000,389600000,175440000
O14979,1460100000,1452700000,1824500000,1632100000,1473400000,1596000000,1820200000,1529000000,1346200000,1817500000,2092700000,979160000,1239800000,686280000,1290000000,1402800000,709760000,1286500000,926470000,1026100000
O14980,2586500000,2083000000,2447900000,2509900000,2372500000,3910200000,2422200000,2958800000,2164600000,3448700000,2303700000,2674500000,1700100000,1464100000,2891300000,3184700000,1856600000,2663600000,2445500000,1730800000
O14994,696900000,713800000,880960000,789580000,632370000,897360000,639600000,686650000,598900000,771340000,566040000,478110000,487840000,190520000,491140000,443250000,37864000,572460000,1145300000,1430400000
O15020,5764500000,3590100000,4701700000,6552600000,4122500000,7398500000,5305400000,3982800000,4609700000,6837500000,5255000000,5502300000,4382100000,3142500000,4639900000,4694100000,631540000,2289600000,6378200000,10160000000
O15027,20482000,7655200,17969000,45827000,11643000,14517000,32483000,19049000,14994000,9044300,8503900,41419000,26934000,11155000,32163000,10442000,23242000,33021000,0,8805900
O15031,857220000,667740000,964090000,857540000,756130000,904970000,1128500000,927400000,738620000,1281200000,1312500000,961220000,506280000,656340000,973710000,917160000,519140000,614800000,581180000,294540000
O15034,92118000,140400000,125850000,104170000,53022000,66950000,62833000,0,65608000,41098000,81411000,0,76370000,0,0,30991000,0,39263000,35151000,129200000
O15040,13387000,24522000,46098000,93939000,67967000,54298000,16355000,18689000,73128000,20746000,20036000,18816000,22237000,17534000,39613000,53903000,0,29617000,62785000,17058000
O15042,32511000,68425000,46030000,82334000,67206000,62438000,54917000,89667000,42248000,56870000,54032000,76301000,0,4101100,16169000,40025000,0,49861000,69668000,0
O15061,1425100000,2534600000,3644100000,1994800000,4151100000,865350000,3570300000,2177000000,2703000000,2609700000,3590800000,2258000000,2877500000,1082700000,2661100000,1349700000,2977100000,2413800000,1945100000,1172400000
O15066,105180000,29033000,63999000,25011000,91128000,239730000,54690000,266110000,62032000,120470000,110990000,149420000,30149000,0,54329000,67693000,67069000,90219000,210130000,261390000
O15067,579500000,184500000,891160000,795070000,565770000,1125900000,506330000,728790000,712610000,1024100000,820920000,747130000,362410000,405030000,462810000,935330000,641350000,693000000,875740000,391550000
O15068,0,0,0,35010000,0,92437000,0,0,25697000,0,0,0,9988900,0,0,19676000,0,0,22696000,11488000
O15075,5002100000,5311800000,5893100000,5720900000,6209400000,7722600000,3945700000,7209800000,6007500000,7330200000,5332800000,4376100000,4619500000,3451200000,6702400000,5651700000,2226700000,8224200000,5734300000,4708900000
O15078,123560000,284830000,313030000,132380000,267530000,61303000,144520000,73595000,251850000,183500000,295810000,158510000,203290000,41247000,298120000,192700000,71377000,75355000,168320000,0
O15079,131140000,93396000,332350000,140370000,243320000,231750000,136080000,209640000,176810000,300440000,243050000,87006000,146780000,70655000,94582000,136750000,0,160800000,92070000,623530000
O15083,555690000,422350000,471140000,410760000,412360000,596250000,427860000,454410000,412250000,435540000,484180000,434610000,328190000,212140000,434110000,455800000,62411000,457110000,810070000,1349600000
O15084,17314000,0,24170000,14780000,0,38436000,0,20514000,0,0,41902000,0,12677000,0,0,30707000,23347000,60633000,37287000,38925000
O15085,11476000,21528000,24678000,13014000,19005000,45134000,13717000,31988000,10964000,71177000,52483000,12952000,4683600,43390000,13232000,45157000,32449000,65753000,106840000,62612000
O15111,93432000,94399000,143120000,100010000,104120000,226010000,126390000,127440000,79460000,159640000,116040000,118740000,78420000,77032000,82202000,86300000,74048000,124080000,164540000,44582000
O15116,21610000,57025000,18428000,22046000,16579000,0,23978000,11293000,16016000,0,15100000,39635000,17600000,45842000,0,38226000,41042000,248510000,0,0
O15126,177050000,437800000,607660000,155420000,705040000,456580000,279810000,292650000,425310000,677560000,361730000,238270000,296510000,226460000,294940000,314900000,190740000,515630000,238390000,632150000
O15127,62721000,51528000,139850000,0,185260000,61832000,98833000,103340000,98340000,134580000,188800000,71061000,23601000,0,53846000,76723000,0,34607000,0,0
O15143,217050000,269170000,242250000,239200000,408830000,382080000,973960000,462440000,563700000,197460000,328450000,213970000,264190000,181310000,201660000,462810000,659310000,333200000,250980000,65359000
O15144,6327900000,6402600000,7089600000,6950200000,4263500000,8646100000,7409700000,7750100000,7195900000,8208500000,7648000000,6770900000,5408800000,4995100000,7384100000,6262500000,4578600000,7256200000,9999000000,9379600000
O15145,1804000000,1757600000,2208800000,2016300000,1800400000,2821300000,2321600000,2355300000,2144500000,2122100000,1840400000,1680300000,2078500000,1362500000,1987700000,1820000000,1504000000,2579900000,2588900000,2452600000
O15162,35766000,0,38312000,18293000,116850000,120380000,33482000,53098000,42182000,68836000,36675000,44880000,0,0,0,93489000,19361000,37625000,0,40432000
O15173,228990000,200140000,229390000,85806000,296170000,109750000,100730000,233250000,197290000,253720000,217790000,74562000,258720000,178580000,199120000,213440000,417110000,357430000,129560000,408740000
O15211,7063000,13734000,11603000,757780,10082000,10895000,5034900,7916700,9537500,0,0,10713000,0,6788100,0,0,0,8155900,0,0
O15212,0,46720000,46013000,52198000,33472000,0,68758000,61581000,46129000,62949000,89825000,49812000,0,50862000,61340000,39978000,0,50949000,0,0
O15217,52935000,52827000,44149000,68414000,52935000,67713000,78018000,69596000,62254000,39143000,52323000,99536000,39435000,0,101360000,61591000,30656000,20535000,22139000,26489000
O15230,876930000,802730000,1119700000,989910000,326640000,326480000,920840000,502560000,537830000,851100000,293970000,1100300000,608650000,227450000,625380000,280140000,2315000000,294810000,232770000,166990000
O15231,0,0,13013000,0,15159000,0,9276400,0,0,21104000,0,0,0,0,0,0,0,10370000,0,0
O15240,528390000,280940000,238610000,254410000,122040000,245350000,181510000,93978000,400870000,156000000,245580000,258280000,187640000,63437000,63692000,200310000,0,229680000,350310000,492890000
O15247,0,0,0,0,0,0,0,0,0,0,0,16649000,0,0,0,0,97603000,33774000,17791000,0
O15254,0,0,0,0,48449000,0,0,0,72930000,0,16059000,0,0,0,0,17928000,14077000,0,0,0
O15258,22155000,0,0,0,24249000,0,0,23058000,38038000,0,0,0,37479000,54616000,0,0,42981000,37725000,74746000,0
O15260,16440000,90730000,69650000,9330700,124450000,93344000,86992000,122640000,110340000,162260000,151020000,36535000,76236000,47654000,62052000,82115000,96821000,136560000,95976000,97145000
O15269,44043000,0,0,0,34852000,44511000,18431000,40839000,17762000,18492000,28253000,15521000,57063000,0,87681000,9835100,0,13449000,18290000,0
O15294,1021800000,1014000000,1112400000,993110000,715970000,1338800000,907040000,1163700000,856410000,1165200000,1045900000,929120000,848380000,617990000,927810000,1037500000,237080000,1066000000,1668200000,1841600000
O15305,18063000,0,0,0,0,0,0,0,14922000,0,21912000,0,0,0,0,0,16068000,0,0,0
O15327,19548000,40721000,23797000,23375000,17869000,34596000,20756000,21609000,38671000,20491000,0,23136000,11566000,9273800,33069000,44644000,19942000,21390000,17380000,28982000
O15354,58262000,42163000,36396000,47786000,43554000,25204000,104070000,43362000,21921000,50018000,41852000,17347000,23955000,0,40421000,37512000,17705000,43008000,19925000,19916000
O15355,126310000,122870000,246760000,116760000,129630000,172030000,22807000,84355000,118040000,179490000,180120000,146800000,67444000,52530000,105790000,28085000,39831000,67690000,22401000,79815000
O15357,46213000,34959000,33124000,18380000,58863000,57737000,93949000,63700000,55668000,101670000,37524000,72365000,42554000,12939000,60266000,32931000,63313000,34341000,49485000,18368000
O15371,311580000,339540000,421170000,420350000,275020000,397070000,323200000,399960000,336210000,356900000,270840000,416480000,371180000,202760000,270350000,362610000,113110000,232690000,231010000,261410000
O15372,464310000,575890000,548640000,330340000,560840000,378160000,533820000,550300000,543550000,418160000,512650000,345540000,229610000,128180000,345610000,275480000,247680000,432320000,200150000,231670000
O15382,23301000,82556000,27084000,22105000,25578000,27675000,39372000,50058000,103280000,23606000,27472000,70943000,20978000,44102000,61177000,22587000,901890000,36921000,63528000,35500000
O15394,882590000,2391700000,1176900000,1350100000,884460000,956290000,1717600000,986250000,1316300000,1384300000,947480000,829210000,979960000,544640000,1409100000,1443600000,403030000,1488700000,2424900000,3249400000
O15400,736920000,919990000,1303300000,805650000,896400000,899090000,595320000,1014000000,971370000,1107300000,824600000,871620000,309600000,161230000,645160000,718050000,371770000,901950000,544380000,987660000
O15484,624680000,748820000,765550000,520330000,837740000,595920000,1100300000,875480000,863480000,980670000,882100000,716120000,626950000,517240000,718160000,462140000,355350000,849440000,386180000,549300000
O15488,121910000,291260000,279180000,225570000,127350000,144750000,162520000,188310000,165770000,209940000,176210000,68190000,126140000,118960000,247320000,211150000,158320000,115560000,353320000,58079000
O15498,440410000,488250000,674190000,521110000,679790000,734450000,624990000,532880000,485700000,802220000,712800000,623310000,462880000,405530000,596070000,634690000,352870000,732070000,851540000,661730000
O15511,463390000,590550000,748480000,583190000,633610000,693720000,742440000,694600000,676050000,667050000,775520000,573010000,422320000,355050000,628000000,451270000,842050000,711230000,783770000,505080000
O15523,0,43047000,0,60014000,0,0,86032000,48993000,0,77518000,83347000,0,0,0,0,0,0,0,0,35954000
O15530,300230000,266140000,307560000,331780000,294520000,333370000,204480000,283140000,189900000,418580000,409700000,238530000,277220000,251750000,270050000,299900000,109410000,316970000,305700000,436030000
O15533,139650000,71833000,12489000,2322000,44822000,309730000,69064000,47838000,52744000,79169000,8682600,37719000,1536700,35585000,30256000,48954000,142050000,10904000,19760000,0
O15540,4885300000,3469300000,5193500000,6540700000,8987900000,4212300000,6363600000,4346800000,3983800000,5471400000,8428400000,5656500000,6191900000,3195300000,4705100000,5177600000,5468000000,6680100000,6169900000,3407300000
O43143,700870000,470470000,575730000,680120000,506070000,1094300000,802990000,543180000,531100000,603240000,268440000,395110000,446190000,359200000,532310000,702470000,323060000,447670000,367950000,186580000
O43148,93246000,88861000,81859000,82432000,103060000,66165000,70964000,23713000,74568000,104590000,88704000,81805000,83380000,59648000,36097000,81580000,0,46031000,31689000,62767000
O43149,73994000,118370000,38453000,70433000,0,2392300,31226000,37537000,71460000,43305000,2080700,414120000,80277000,291100000,84560000,257770000,205250000,0,150560000,0
O43150,332370000,457050000,555350000,198090000,650710000,228330000,184050000,674690000,886880000,504380000,494360000,126970000,326250000,45456000,166290000,137510000,0,359570000,67872000,77529000
O43157,1139300000,909560000,1094600000,963660000,1408100000,1120400000,1434800000,1347900000,1244400000,1393500000,1543600000,997140000,773960000,669170000,1662900000,1086400000,346570000,730460000,533580000,464310000
O43164,20325000,0,33263000,0,0,0,0,23997000,29798000,0,0,0,0,0,0,0,0,54688000,0,37323000
O43166,158070000,299530000,251650000,224550000,159120000,258150000,196670000,183940000,165690000,249580000,144220000,149530000,87959000,141980000,151120000,188150000,0,188590000,141180000,214220000
O43169,873720000,720390000,610220000,749410000,675200000,998010000,810190000,928580000,937640000,942650000,639520000,648560000,600750000,519410000,912850000,458690000,980410000,828460000,1072000000,855640000
O43172,114110000,84068000,128820000,118570000,51586000,46449000,36200000,83359000,85250000,82582000,56518000,83472000,37125000,9451500,18513000,60677000,32637000,15936000,20875000,19021000
O43175,18914000000,21494000000,26094000000,23812000000,25456000000,25250000000,27771000000,27322000000,19697000000,28407000000,31147000000,22901000000,24316000000,15330000000,23236000000,18777000000,14199000000,23005000000,16383000000,9557900000
O43181,1037000000,919160000,702380000,1021900000,749480000,1162200000,690800000,847040000,973690000,803420000,822750000,760080000,576680000,551100000,1109200000,663310000,454370000,972810000,1309100000,1587900000
O43236,526810000,762800000,935850000,759300000,614440000,748630000,505560000,926530000,449280000,536200000,746200000,509220000,274660000,331250000,943040000,784770000,403830000,1263000000,819350000,927040000
O43237,2756800000,3596500000,4366500000,3578600000,3338100000,4307500000,3178600000,3821900000,3159100000,4678400000,4824000000,2840800000,3153100000,2583900000,3207600000,3745700000,2888000000,4127200000,3996900000,3404900000
