proteinId,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20
P04439,448780000,775090000,682460000,483890000,955020000,1857700000,1436100000,721870000,1255600000,1024500000,624870000,837360000,337300000,487050000,457250000,824030000,1042900000,360850000,358320000,221240000
P04632,2691400000,3164000000,5016700000,3187800000,4973100000,3897100000,4057700000,3538100000,4092300000,4082000000,5793900000,3508800000,3823900000,2160900000,3593400000,3326600000,3627900000,4882500000,3520000000,2468700000
P04733,5740800,11218000,7918000,14033000,26599000,0,36674000,0,15733000,13819000,11411000,19853000,24775000,0,31765000,0,0,11795000,0,14346000
P04792,5951000000,8232900000,9443600000,10539000000,8535800000,7977600000,14397000000,8732800000,11721000000,9492400000,9897800000,10846000000,14004000000,6017000000,11291000000,6744900000,18307000000,11447000000,8992800000,6765400000
P04843,434090000,233640000,211760000,282350000,257180000,442290000,169030000,457930000,534710000,550710000,199420000,273120000,241090000,269860000,202860000,158840000,1520500000,343830000,363030000,192120000
P04844,321150000,199130000,133140000,106720000,302300000,387710000,372280000,449920000,306480000,329920000,183090000,341350000,367060000,234490000,449860000,229460000,993760000,295080000,362100000,313250000
P04899,6797100000,8450100000,9633800000,7521300000,7763300000,7598700000,10097000000,7163000000,8238700000,8873200000,9732200000,8311000000,6729100000,5010700000,9261900000,9718400000,8093100000,7795600000,9139100000,7417300000
P05023,1166900000,2687600000,2236700000,1258400000,3117300000,1974800000,2490500000,1633000000,1741100000,3657000000,4464600000,1674800000,1029300000,1296500000,2002800000,2858100000,575100000,3276100000,2266900000,5931400000
P05026,9028600000,13655000000,15563000000,12186000000,11175000000,11997000000,9923800000,9590900000,11499000000,16114000000,15057000000,9968200000,8049200000,8609400000,12862000000,14674000000,4198900000,13100000000,17107000000,20985000000
P05060,203610000,72212000,125160000,190230000,113130000,96389000,118660000,21442000,59874000,113580000,60260000,158100000,118740000,0,126630000,0,0,58945000,65442000,43068000
P05067,565040000,441050000,571020000,388740000,507180000,588980000,284790000,600710000,243690000,561260000,656270000,378510000,403420000,289780000,473590000,446400000,658980000,499260000,518200000,692200000
P05090,1154900000,1072900000,2097100000,2005100000,1767300000,2322900000,4184800000,2212400000,2033000000,2192600000,2339300000,1799000000,2606400000,1051000000,2660700000,1861200000,5290600000,2681800000,2577700000,2115300000
P05091,22637000000,19898000000,21925000000,20079000000,16646000000,21118000000,27864000000,21566000000,18501000000,22037000000,21904000000,15221000000,18318000000,13655000000,18684000000,21158000000,13682000000,35951000000,17607000000,17910000000
P05106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98333000,0,0,0
P05107,38939000,83955000,80845000,37909000,72371000,67609000,133640000,59879000,1849900000,0,2028600000,33719000,23706000,53773000,25632000,15498000,37432000,79937000,62585000,23263000
P05109,69088000,91903000,47504000,124560000,97581000,184700000,336600000,262760000,198760000,83877000,77514000,392120000,107180000,78826000,318030000,82875000,274410000,103250000,122510000,99917000
P05129,1887600000,1205000000,1286300000,1981600000,1173000000,2833600000,1597600000,1823300000,1562900000,1696500000,1298000000,1306300000,1364600000,539640000,1376500000,1253900000,659400000,1423800000,4826400000,4759200000
P05141,1762900000,1545800000,1386200000,1818800000,2057600000,2013600000,2203300000,2075000000,1593300000,2281600000,1368100000,1268700000,1484200000,1364500000,1836700000,1636200000,921900000,1748000000,1037600000,1998600000
P05155,524470000,583440000,454640000,353720000,312560000,856690000,695130000,422100000,443670000,344530000,242930000,855870000,267580000,126220000,404450000,502530000,6454300000,679690000,183980000,254250000
P05156,150350000,0,17749000,0,103870000,200280000,32403000,126670000,130730000,168240000,0,59104000,0,69066000,0,95752000,905750000,0,128200000,190120000
P05161,383250000,786110000,221880000,215810000,643010000,2369000000,982860000,332990000,165980000,867140000,351670000,402580000,170690000,213900000,305850000,822570000,159550000,306580000,92036000,41611000
P05164,0,0,0,16863000,48897000,0,0,34197000,0,0,0,0,0,0,0,0,92527000,88958000,0,8738400
P05165,1621300000,1109700000,1249000000,1115200000,932070000,1761100000,1282400000,1769000000,1184400000,1600900000,1347400000,1067000000,971900000,716040000,1044100000,1151200000,993540000,1356400000,2031300000,1168200000
P05166,1141000000,807240000,993570000,798130000,626430000,744550000,1390400000,1117800000,827780000,990280000,735950000,739570000,812280000,593360000,818610000,653320000,753510000,874090000,1540400000,1125900000
P05186,44087000,114870000,54538000,137790000,210660000,56060000,63254000,52005000,274950000,240850000,177830000,80111000,32894000,0,61861000,43152000,723780000,130720000,36417000,32401000
P05198,825220000,792250000,1131300000,1002200000,915180000,1151900000,893920000,1128300000,698830000,1136400000,984460000,1059300000,791060000,633090000,1054100000,813730000,857110000,967360000,904100000,501040000
P05230,314220000,527280000,607980000,374780000,529710000,493010000,430190000,477000000,494140000,564140000,662820000,418570000,446950000,458640000,475920000,256300000,807440000,648570000,557310000,194330000
P05362,64243000,125480000,18622000,103370000,104270000,96119000,203140000,51931000,102770000,25559000,29392000,136200000,187860000,0,71916000,82951000,151950000,130300000,89722000,0
P05386,867950000,785140000,740180000,800290000,669720000,880720000,1024900000,831500000,835670000,804540000,924280000,978910000,763890000,598740000,762180000,616330000,761090000,849450000,708930000,607850000
P05387,915690000,822030000,690230000,653260000,649230000,583840000,853030000,406170000,920000000,624630000,873050000,1024100000,609190000,375240000,753840000,182310000,321990000,1110400000,282530000,607460000
P05388,2026900000,2700400000,2951100000,2089000000,2525300000,3239500000,2770300000,2968200000,2494900000,2993700000,2744200000,2475900000,2304700000,1650600000,1940600000,2270700000,2816100000,2767900000,1728600000,1938100000
P05413,3211300000,3259900000,3046900000,4294300000,2940600000,4279200000,3564200000,2303500000,2477000000,2648100000,3986000000,3337400000,2803000000,3271500000,3219700000,3118100000,1023400000,3819300000,6299900000,5156700000
P05452,0,0,0,0,0,0,0,0,0,0,0,74203000,0,0,0,0,99702000,0,0,0
P05455,2065100000,2213300000,2434700000,1973500000,2228200000,2477600000,2744200000,2032900000,1979000000,2537300000,2674500000,1652100000,2084100000,1357900000,1841800000,1881100000,1118500000,1732500000,1101400000,760680000
P05543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65612000,0,0,0
P05546,0,33116000,23557000,18263000,12830000,54610000,6625100,11378000,5750900,0,0,42486000,26006000,15410000,0,63889000,1108800000,0,0,15222000
P05556,411850000,335610000,488220000,578390000,449660000,272770000,270440000,522030000,581680000,394770000,503670000,484370000,335490000,149950000,358200000,269360000,1017400000,479100000,281050000,107680000
P05771,593540000,421540000,632000000,695780000,248200000,1086300000,316930000,726080000,445120000,526940000,357680000,177120000,246230000,62020000,634420000,226750000,303710000,591130000,1289200000,1912700000
P05783,24675000,31625000,113210000,39648000,304980000,272200000,46298000,287960000,15413000,413850000,244770000,80613000,10043000,302270000,142050000,231310000,86195000,298500000,0,0
P05787,144470000,49065000,84766000,28373000,457190000,391650000,49868000,121430000,0,373340000,294500000,81441000,54812000,385170000,148180000,262760000,0,636920000,32533000,0
P05937,243810000,179620000,217810000,315250000,144930000,398270000,236080000,206500000,37927000,331320000,222120000,269240000,61363000,112250000,383510000,207180000,136110000,730170000,1785000000,1303600000
P06132,230330000,227350000,370140000,263380000,355250000,325850000,482360000,324570000,202330000,368150000,401940000,107380000,146930000,165190000,293870000,227310000,419960000,187870000,64125000,187110000
P06241,266160000,253530000,301180000,257070000,201930000,310610000,330870000,291310000,239060000,265220000,307630000,265710000,232160000,215690000,385560000,317700000,204320000,501900000,436100000,577690000
P06312,19106000,87892000,0,13931000,0,51240000,84380000,0,25184000,34538000,32228000,100470000,0,24882000,39453000,21626000,631740000,42040000,85751000,0
P06396,25957000000,27313000000,41498000000,25389000000,30722000000,37862000000,31726000000,30963000000,29247000000,33838000000,42436000000,29607000000,27651000000,18798000000,30584000000,26330000000,38785000000,36594000000,29327000000,16273000000
P06454,92424000,111400000,54992000,65796000,65632000,38309000,13037000,21899000,47167000,25862000,115440000,176030000,54010000,20879000,23917000,28712000,26136000,76153000,34129000,32108000
P06576,82665000000,60088000000,67420000000,70253000000,54891000000,90149000000,88938000000,86728000000,52690000000,81654000000,64853000000,60399000000,76599000000,48888000000,73957000000,72290000000,53337000000,68087000000,1.237E+11,82840000000
P06681,0,0,0,0,0,0,0,0,0,0,0,4694300,0,0,0,0,135310000,0,0,0
P06702,27069000,18396000,13551000,98296000,57915000,40533000,105130000,26460000,135540000,17344000,21246000,170440000,0,0,96024000,0,64692000,45363000,0,12599000
P06703,240790000,179170000,212600000,55990000,537070000,510620000,481180000,282490000,0,163410000,357720000,241540000,155560000,0,315320000,201770000,557480000,352660000,0,30941000
P06727,171220000,0,0,161420000,0,0,0,43182000,29766000,230140000,0,257820000,17429000,48762000,35637000,25220000,2458500000,266450000,145900000,31222000
P06730,401470000,422910000,366480000,327920000,372360000,620560000,335040000,481870000,444620000,541820000,621100000,434840000,417240000,193980000,419720000,484190000,296910000,498180000,468460000,499050000
P06733,1.0402E+11,1.1658E+11,1.3268E+11,1.0875E+11,1.3529E+11,1.2601E+11,1.1786E+11,1.0987E+11,1.1066E+11,1.3465E+11,1.5274E+11,1.2499E+11,95949000000,76852000000,1.1765E+11,1.0838E+11,83868000000,1.1632E+11,1.3628E+11,1.1425E+11
P06737,134000000,135990000,43319000,253440000,262660000,305990000,323660000,320810000,519260000,456210000,371950000,510720000,132840000,413390000,311510000,283100000,114760000,202700000,214480000,74389000
P06744,29957000000,15423000000,17136000000,27774000000,18585000000,38449000000,17103000000,23072000000,18186000000,23672000000,17225000000,22129000000,16145000000,14173000000,18047000000,19574000000,11069000000,19439000000,29808000000,25981000000
P06748,4463200000,3776000000,4939600000,4371600000,3435900000,4386100000,3198400000,3119600000,3377600000,4496700000,5658600000,4353200000,3407300000,1775500000,3018200000,3576600000,2941300000,4414100000,3091300000,2849400000
P06753,3811900000,3332400000,2598300000,5097400000,1721800000,2104200000,4663600000,2863600000,3708800000,2714600000,3702200000,4123100000,3612800000,1334700000,3872000000,1724400000,2946400000,2067400000,2797400000,2507200000
P06756,1822200000,1655000000,2601900000,1600000000,1992100000,1920200000,1603000000,2695800000,1703400000,2431200000,2807500000,1514400000,1884000000,1089200000,1847800000,1411500000,1717300000,1949800000,1313900000,898830000
P06865,306380000,183360000,243790000,242900000,242360000,304220000,217490000,392660000,204690000,265000000,290670000,199320000,177050000,132470000,189390000,267270000,372910000,173740000,293540000,191490000
P07093,295530000,210780000,396260000,214260000,352310000,315740000,219070000,548960000,254350000,476370000,370640000,170260000,180130000,164510000,236150000,371370000,298910000,297890000,301650000,195770000
P07099,2387400000,1292400000,1761700000,1905300000,1856100000,2216900000,1795800000,1929200000,2602500000,1990900000,1688500000,1562900000,1701700000,1050100000,2158900000,1686500000,4056800000,1765400000,2104700000,1286100000
P07101,414410000,507320000,174430000,38326000,301740000,238510000,456980000,201230000,223550000,603550000,340560000,304790000,762280000,284890000,131260000,272120000,0,219060000,20758000,3909100
P07108,5702700000,4463000000,5071600000,7514900000,9315300000,6275400000,7102800000,4213500000,2277700000,3853000000,6794400000,5855000000,4084600000,2042400000,4899500000,2589400000,4325500000,7097900000,5668400000,1895600000
P07195,92187000000,85515000000,1.0089E+11,83401000000,1.0367E+11,1.0622E+11,1.0064E+11,98208000000,83467000000,1.0236E+11,1.2013E+11,86032000000,74170000000,61358000000,85347000000,96934000000,56140000000,98986000000,83725000000,80382000000
P07196,18069000000,13005000000,31920000000,18207000000,13496000000,30472000000,10068000000,18345000000,11464000000,22819000000,17722000000,13506000000,10215000000,7720400000,25499000000,19005000000,34853000000,45172000000,26534000000,31368000000
P07197,31725000000,17904000000,42141000000,24812000000,15871000000,38519000000,16493000000,24454000000,15470000000,30711000000,21645000000,18416000000,13360000000,11742000000,36616000000,23552000000,34248000000,60834000000,40118000000,43403000000
P07203,1545000000,1410900000,2220800000,1755600000,2150100000,2430700000,2401500000,1946000000,2119600000,1853900000,1843200000,1835500000,1629100000,886580000,1681100000,1546800000,1361400000,1678000000,1696000000,1245600000
P07225,428430000,617430000,409490000,354270000,18571000,11034000,684630000,449840000,477150000,374860000,522670000,490610000,475900000,357520000,574960000,342210000,992290000,343680000,24216000,0
P07237,4418100000,4269900000,3849200000,5186400000,3591100000,4967300000,4664500000,4356800000,4401200000,4548300000,4312300000,4793200000,3867800000,2515600000,5523300000,4371500000,6241000000,3761100000,4671900000,3921200000
P07305,56324000,155720000,37942000,118420000,90946000,136050000,156440000,116820000,46187000,16898000,116140000,163160000,95559000,68341000,78351000,95342000,137240000,138530000,50717000,0
P07311,375020000,300990000,278310000,486780000,527090000,657240000,351250000,336910000,106360000,227510000,453850000,49751000,216280000,106790000,397760000,409260000,0,406700000,404340000,227210000
P07339,8357700000,9777500000,11603000000,10946000000,8842400000,10791000000,11063000000,10260000000,8184300000,9048900000,10182000000,9899900000,10069000000,6293600000,10197000000,7879000000,8182600000,8877900000,9589000000,10733000000
P07355,14493000000,18209000000,25949000000,17861000000,19112000000,15160000000,21812000000,37361000000,37498000000,18189000000,14089000000,22336000000,17564000000,10415000000,30231000000,9373000000,83212000000,17579000000,20482000000,13384000000
P07357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171220000,0,0,0
P07358,0,14093000,0,11358000,0,0,0,0,0,0,0,0,0,0,0,0,106540000,0,0,0
P07384,4010600000,2694600000,3606800000,3834900000,3459000000,3955700000,4116900000,3729000000,3789500000,4391700000,3824500000,4352800000,2761200000,2700100000,4734600000,3414100000,4285300000,3520700000,3883800000,2360200000
P07437,21710000000,25731000000,27434000000,21844000000,25560000000,34794000000,26447000000,28108000000,19813000000,30543000000,33624000000,23705000000,17080000000,16930000000,27391000000,24520000000,18445000000,26978000000,28445000000,27809000000
P07451,8122100,0,0,0,0,0,0,0,58126000,0,0,0,0,26726000,95483000,0,304990000,0,0,0
P07585,162220000,199130000,0,36413000,26441000,0,45212000,44250000,242920000,44238000,0,148710000,32230000,43664000,62993000,0,2349900000,66875000,155710000,0
P07602,1598400000,1529600000,2640900000,2392400000,1625500000,2187600000,3400000000,1766900000,724380000,768280000,2880600000,2416000000,2238400000,1244500000,2244200000,1555600000,1389600000,1873200000,2465800000,2124200000
P07686,260000000,205360000,84538000,252680000,164880000,173280000,270160000,116670000,150820000,129510000,219060000,234090000,88341000,179210000,158390000,136730000,236570000,112020000,189770000,135450000
P07737,5274500000,6458900000,6546700000,7344500000,7977700000,8063900000,7390100000,6945500000,6163800000,6870400000,8428500000,7397000000,5241300000,3969600000,6332700000,6587400000,10333000000,8274300000,7663400000,5023700000
P07738,211000000,330700000,501580000,330720000,268570000,449510000,220220000,548940000,202300000,432940000,517800000,313110000,334800000,177300000,237930000,329970000,1611900000,474600000,546080000,273510000
P07741,791720000,1024000000,880420000,1146200000,937780000,764990000,1034800000,1156800000,915290000,857800000,1477800000,1371200000,1233000000,774910000,1299900000,1005200000,1638200000,1105100000,953570000,405070000
P07814,2481000000,2780700000,2223700000,2785600000,2214800000,3150100000,2702300000,2713400000,2038400000,3096600000,2652700000,2474000000,2418500000,1344500000,2022600000,2425000000,1290100000,2232000000,2245900000,1651500000
P07858,1665000000,1485700000,1823100000,1612100000,1556800000,1454000000,1672500000,1701700000,1585000000,1448000000,1787500000,1496700000,1192000000,619470000,959280000,1236200000,1133000000,1413200000,1402500000,1173800000
P07900,56010000000,66460000000,68902000000,71103000000,65110000000,94411000000,54176000000,79184000000,64254000000,84113000000,77377000000,71301000000,67655000000,47306000000,80592000000,76810000000,46777000000,75368000000,79931000000,65310000000
P07902,160140000,171960000,119460000,351060000,166620000,108060000,68957000,87383000,110800000,76792000,133050000,72564000,85230000,35373000,127130000,26905000,109740000,307440000,0,47241000
P07910,6529700000,7520000000,8730400000,7391000000,5622000000,7295300000,4944600000,5327100000,5686300000,7002700000,8412800000,7475600000,5353700000,3068400000,5977300000,6135100000,2795600000,5988600000,2787400000,2843100000
P07919,252080000,114940000,173720000,348670000,254670000,296420000,209100000,117590000,80013000,103440000,174160000,180850000,187290000,31029000,328250000,87344000,93317000,245400000,225790000,117920000
P07942,76519000,159140000,140670000,177300000,100500000,99042000,0,26320000,156240000,159530000,109570000,504750000,62697000,41523000,136290000,77179000,149180000,45699000,0,8533400
P07947,697330000,481720000,974910000,1212800000,494940000,872790000,1252300000,711150000,794010000,1375800000,1045800000,745710000,825280000,416410000,1130900000,1277400000,379450000,693650000,857350000,475800000
P07948,19083000,29924000,48697000,43694000,72218000,158530000,132230000,36535000,119780000,123480000,89703000,55899000,44709000,0,102270000,87481000,116090000,90278000,52823000,10423000
P07954,8509400000,6025200000,7225500000,5780100000,6162400000,8326300000,6649200000,6961800000,4780600000,6947400000,6851500000,4912500000,4729300000,4050900000,6003300000,5716700000,3951800000,5362100000,7839700000,5920100000
P07992,14218000,17012000,77585000,0,23474000,14134000,13039000,75838000,9570700,0,60936000,43943000,6510700,15019000,21429000,0,40705000,10382000,32821000,11947000
P07996,21202000,18671000,23124000,0,0,0,0,0,39552000,57034000,0,73382000,0,39013000,0,0,1678000000,29608000,0,0
P08123,528620000,89150000,83843000,497480000,152380000,30405000,778270000,94062000,503630000,51415000,0,290930000,276750000,276360000,508300000,36920000,407810000,148110000,24294000,125740000
P08133,35513000000,38943000000,50587000000,30576000000,37064000000,48884000000,44777000000,39148000000,33871000000,46259000000,52506000000,35699000000,30395000000,30008000000,39041000000,41392000000,28657000000,42935000000,37689000000,28232000000
P08134,10262000,31114000,197630000,0,249350000,15897000,252150000,9904900,0,241470000,245160000,176220000,186330000,123120000,246420000,9222700,126220000,140810000,27578000,53996000
P08174,82937000,130650000,533580000,155980000,470450000,352320000,190070000,236070000,135250000,379530000,1433600000,324480000,16459000,272730000,147040000,445790000,19430000,101590000,55176000,37263000
P08185,0,0,0,0,0,0,3233100000,3595000000,0,0,0,31331000,0,0,0,11186000,284090000,0,0,0
P08195,5282000000,6522700000,7082600000,6226200000,7334000000,6833100000,4680400000,5655100000,6248800000,7021500000,6255400000,5271400000,4291300000,3977400000,7204500000,6066600000,4731700000,6979000000,6000200000,6431400000
P08237,13688000000,12329000000,15868000000,15497000000,14056000000,18308000000,13126000000,15487000000,12560000000,19141000000,15226000000,11226000000,11000000000,8815500000,12463000000,14141000000,4565900000,13026000000,16160000000,15197000000
P08238,14931000000,17231000000,18859000000,19817000000,17566000000,25647000000,13923000000,22280000000,16164000000,23827000000,21343000000,20040000000,19106000000,9554900000,20513000000,19599000000,15976000000,20884000000,23682000000,21389000000
P08240,5114200,2887200,0,0,0,0,0,4314900,7673600,0,0,0,6379700,0,0,0,5133900,0,0,0
P08243,53526000,35107000,53640000,92839000,45284000,106790000,43484000,53339000,48012000,45957000,42522000,65453000,46913000,57271000,17584000,61879000,47407000,51592000,106900000,72567000
P08247,1889800000,2588600000,3021100000,2120700000,2265600000,3114400000,2901300000,2488300000,1962400000,3405700000,3280100000,2153300000,1862700000,996260000,2325300000,2754500000,445010000,2874500000,4740500000,10554000000
P08294,248000000,461970000,510120000,282740000,243590000,291740000,321680000,155050000,329010000,228420000,293500000,292790000,173940000,112310000,383730000,143730000,1069800000,191490000,610400000,182560000
P08397,63513000,19974000,76328000,77958000,59468000,27176000,170280000,74689000,58774000,105410000,179090000,59239000,54497000,62391000,33355000,50989000,228890000,38125000,109710000,28928000
P08514,0,0,0,0,0,0,0,6919100,15263000,0,0,9238600,0,0,0,0,188440000,0,0,0
P08559,5248800000,4416700000,5075800000,5751900000,4346300000,6529200000,4751000000,5567700000,3689100000,4583900000,4178400000,3364200000,5155200000,2232100000,5053000000,4040300000,2393500000,4113400000,7774800000,6127000000
P08571,21974000,89699000,76140000,91086000,100470000,76037000,484770000,70171000,603150000,53757000,32291000,340350000,80025000,178750000,53304000,96009000,902530000,134900000,264710000,91931000
P08572,1000300000,1277500000,1221300000,1190100000,441100000,787760000,1057400000,1044100000,454190000,1156100000,899580000,1148500000,597930000,444620000,962670000,578020000,1700600000,679890000,384140000,265350000
P08574,2983300000,1473300000,1514100000,1978100000,1813400000,2664000000,2924100000,2426500000,2048100000,3011100000,1238900000,724770000,2318700000,1426200000,2220700000,1538000000,665160000,2005000000,2713800000,2717200000
P08575,24180000,20194000,0,17012000,27050000,0,96092000,12496000,59866000,14440000,29864000,19097000,0,0,0,13928000,108460000,37032000,33549000,0
P08603,29775000,242660000,222850000,102290000,45794000,277990000,231210000,220570000,64371000,235030000,122790000,307540000,40779000,77208000,242480000,439110000,4938400000,154900000,82353000,71031000
P08621,201610000,123710000,166690000,220770000,150480000,129000000,58312000,184760000,105430000,214900000,145220000,54884000,73952000,40498000,73341000,114980000,32880000,156930000,223400000,86142000
P08637,0,25719000,0,0,0,30459000,32720000,13819000,41177000,0,0,0,0,0,0,0,34338000,0,0,0
P08648,13886000,19129000,19608000,18243000,0,20026000,30928000,16883000,42315000,14482000,0,24328000,33772000,0,0,23324000,145390000,14292000,0,0
P08670,1.3323E+11,1.9413E+11,1.7637E+11,1.4642E+11,1.2166E+11,1.0844E+11,1.9245E+11,1.7124E+11,2.3727E+11,1.8175E+11,1.9848E+11,1.8925E+11,1.8853E+11,92829000000,1.6213E+11,99008000000,3.2804E+11,1.686E+11,1.1703E+11,66809000000
P08697,38299000,50383000,43742000,23294000,18354000,56512000,0,17158000,0,84659000,0,62641000,23171000,34121000,13984000,48077000,1500300000,24750000,64485000,30160000
P08708,315020000,239980000,314160000,314560000,241100000,327690000,208900000,280500000,258070000,322740000,321070000,138700000,247380000,106740000,203670000,182680000,160550000,281380000,194940000,204050000
P08754,576630000,778060000,821620000,570700000,985270000,639890000,1108400000,913920000,742560000,864130000,1027200000,707240000,501370000,661010000,757110000,580280000,725020000,595610000,473980000,326580000
P08758,25391000000,30382000000,35471000000,36971000000,35817000000,43365000000,39299000000,43535000000,40702000000,55335000000,55027000000,41236000000,45825000000,31852000000,46055000000,31199000000,67309000000,40396000000,39919000000,13840000000
P08865,3611400000,3359500000,4055900000,4197100000,2929600000,3761600000,4073700000,3647900000,4385400000,3844200000,4276100000,3870200000,3092200000,1872500000,3829900000,3502000000,3548200000,3300100000,3265800000,2611800000
P09012,298610000,181530000,373820000,180560000,321490000,269840000,286070000,134970000,163910000,344270000,417800000,229380000,173460000,41562000,182300000,240120000,32422000,316710000,140590000,99553000
P09038,0,0,0,0,38522000,0,48459000,19958000,0,26409000,55883000000,51681000000,0,29778000,40616000,0,0,0,0,0
P09104,55434000000,58460000000,64931000000,74015000000,60429000000,82285000000,58215000000,65278000000,46545000000,80030000000,87615000000,63063000000,47111000000,42199000000,59566000000,74473000000,23828000000,64124000000,90445000000,95517000000
P09110,1113700000,1154900000,1251200000,1283700000,1564900000,1058100000,1600300000,1213200000,1025400000,1670500000,1465000000,985120000,1038500000,650390000,1063300000,1312200000,456540000,975480000,1097500000,794360000
P09132,0,16444000,29600000,24247000,30448000,40180000,29793000,32880000,37120000,33551000,72589000,27476000,37783000,43153000,26697000,30360000,14213000,17111000,30571000,36530000
P09211,24376000000,21410000000,32447000000,22295000000,25671000000,28795000000,33848000000,24958000000,26871000000,25867000000,34371000000,24506000000,25184000000,20974000000,22294000000,26195000000,21396000000,25933000000,20808000000,15761000000
P09234,55941000,86615000,141910000,74578000,118870000,126580000,62912000,64338000,75588000,105350000,158110000,45074000,38141000,0,33248000,55459000,75489000,154850000,42383000,28296000
P09382,9213300000,9023900000,12523000000,11114000000,11389000000,14361000000,14536000000,10898000000,8566000000,7957100000,15249000000,12200000000,11738000000,6898300000,15180000000,8704400000,15760000000,16902000000,11993000000,7732400000
P09417,11104000000,11552000000,14862000000,14648000000,11514000000,20207000000,13198000000,13688000000,7650900000,12580000000,13487000000,10521000000,9577700000,6652500000,12814000000,16178000000,7851400000,16646000000,16738000000,12355000000
P09429,1044900000,944540000,2679100000,209180000,691610000,1982000000,97976000,260130000,449650000,1295700000,2185200000,2345100000,820850000,136530000,226040000,1734500000,0,919020000,1159600000,246360000
P09455,1262600000,1722200000,2116300000,1587100000,2587000000,1801900000,2437800000,1819200000,1114800000,1828400000,3336200000,1110000000,1445500000,830400000,1241200000,1591000000,978080000,1639900000,1093300000,755560000
P09467,28542000,63874000,0,24482000,36342000,62394000,62101000,32532000,172430000,42670000,30045000,41538000,41380000,0,69192000,62067000,76272000,31028000,0,14294000
P09471,43533000000,43880000000,52155000000,49411000000,49857000000,51697000000,51450000000,44217000000,43119000000,54766000000,62393000000,40534000000,35112000000,29250000000,49978000000,49162000000,19032000000,51414000000,60139000000,75690000000
P09486,73621000,102970000,186470000,135910000,71668000,49796000,85978000,181930000,112170000,48110000,139480000,47752000,79835000,80436000,190450000,41624000,381580000,68369000,131460000,51096000
P09488,6511000000,5444000000,9472900000,817990000,1078200000,525920000,592810000,6198700000,10070000000,7997000000,1163600000,707380000,4725100000,4651500000,824290000,491730000,610560000,4598600000,938160000,4513100000
P09493,595790000,900310000,717880000,1298300000,214850000,305610000,1101700000,770140000,468170000,585420000,679780000,1225800000,568860000,383120000,639520000,207780000,2492400000,399750000,628050000,763680000
P09496,2123300000,1818600000,2029700000,2094900000,1360200000,1759700000,1615500000,1301100000,1560500000,1725400000,1819700000,1799400000,1454600000,748920000,1509600000,1031900000,642210000,1676300000,1442300000,3709000000
P09497,2969900000,2268600000,2124500000,2855000000,1627700000,2208800000,2076900000,2009800000,1999800000,1868600000,2287700000,2938600000,1079700000,1033000000,2084300000,1491400000,292630000,1856400000,2224800000,5628200000
P09525,1692400000,1585400000,1864300000,1541400000,1758500000,1679700000,1681000000,1727800000,2219600000,1980100000,1891300000,1607700000,1524000000,901940000,1603800000,1187800000,2688000000,1668700000,1418800000,723350000
P09543,36407000000,43760000000,58238000000,38480000000,36490000000,68031000000,53782000000,50542000000,29830000000,49842000000,72584000000,30919000000,27461000000,19597000000,48845000000,46740000000,41300000000,79513000000,45537000000,37392000000
P09601,0,0,0,0,0,0,64344000,0,29524000,0,0,0,0,0,0,0,0,12329000,0,0
P09619,32649000,11340000,33899000,17174000,49125000,12535000,57267000,45326000,62376000,17461000,15401000,45168000,23327000,12435000,19746000,51589000,126030000,33957000,0,0
P09622,7767600000,7209700000,7311000000,6832500000,7042600000,10092000000,9188700000,8455900000,6335900000,8440800000,6925300000,6110300000,6686100000,5442300000,7474600000,7914400000,4713100000,7745300000,9484600000,9232100000
P09651,6599500000,6273500000,9850100000,9178200000,6668400000,9394300000,10583000000,7937600000,6555000000,8475100000,8545300000,6701500000,7858500000,4415400000,5915600000,6958600000,3894200000,7471800000,2888000000,4058300000
P09661,144110000,141240000,103740000,115130000,178860000,78857000,110440000,88397000,92215000,107930000,107010000,61336000,104210000,42189000,60981000,75331000,16145000,87072000,18197000,14840000
P09668,132790000,168470000,472010000,162570000,423290000,278330000,217260000,443260000,248490000,250990000,526360000,146060000,110680000,52268000,629440000,157370000,499150000,239560000,280500000,52546000
P09871,23207000,25735000,36995000,44578000,44056000,42094000,25729000,46549000,22525000,56975000,0,160900000,0,36418000,0,52308000,1540600000,70724000,63552000,0
P09874,1328900000,1225600000,1264800000,1449800000,1050500000,1378100000,1365100000,1272200000,1114500000,1186100000,1095400000,982820000,977530000,810550000,1270300000,1263900000,483640000,934250000,1106900000,440590000
P09913,117830000,129630000,78577000,97960000,144790000,501510000,651780000,145600000,120640000,144520000,202130000,15999000,64316000,23684000,103250000,184420000,56316000,144350000,31341000,0
P09914,521650000,1368600000,698230000,570270000,937810000,3159600000,2984200000,532140000,528360000,1422600000,593340000,440130000,216610000,336560000,715150000,1290700000,179670000,446710000,254250000,155140000
P09936,54846000000,46939000000,58002000000,59676000000,53935000000,72888000000,47277000000,57945000000,42921000000,76724000000,72745000000,47037000000,37538000000,33530000000,52662000000,61166000000,23440000000,60493000000,93005000000,81935000000
