proteinId,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29
Q86W92,0,14822000,13297000,14658000,263780000,578360000,0,394490000,10339000,939800000,8577300,604230000,287580000,262960000,347580000,887110000,49106000,622750000,212480000,142100000,0,36477000,0,37997000,72129000,23575000,5837900,5004900,0
Q86WA6,0,0,0,0,0,0,0,47674000,29734000,0,0,0,0,0,0,0,0,8863800,0,0,0,0,0,0,0,0,0,0,0
Q86WB0,0,0,0,0,0,0,0,0,17666000,0,1883800,0,3532300,0,0,5308900,0,18689000,0,0,0,0,0,0,0,0,0,0,0
Q86WU2,0,0,0,0,0,10814000,0,0,0,0,0,0,0,0,30773000,12571000,0,16135000,11548000,0,0,0,0,0,0,0,0,0,0
Q86WV6,0,0,0,0,98726000,291290000,0,151060000,8866700,517180000,7067200,364630000,323440000,70647000,312550000,8481000,19055000,532530000,40704000,58927000,15092000,0,3112300,0,5471300,11071000,0,885310,0
Q86X10,0,0,0,0,568910,10806000,0,0,0,6361000,0,15505000,0,6287100,48226000,6558600,0,43927000,6293800,1593000,0,0,0,1848400,0,0,0,0,0
Q86X55,0,0,0,0,0,0,0,29384000,0,0,0,0,15214000,0,55508000,4676000,0,0,7909500,0,0,0,0,0,0,0,0,0,0
Q86X76,0,14959000,7452600,0,84058000,129780000,0,92380000,36716000,75512000,57248000,183910000,190980000,77694000,94764000,128680000,36604000,159840000,72495000,23282000,5945500,18467000,820110,7863700,46085000,47125000,25457000,10857000,4868400
Q86X83,0,9487300,1485500,0,634220,18150000,0,0,0,2448200,242980,3888600,7786400,4929700,111810000,7927500,153950,58083000,6575300,14478000,0,6968700,0,15581000,13831000,8528200,0,2375600,131490
Q86XA9,0,0,0,0,1327300,12080000,0,12789000,0,3052400,2125300,11791000,7652800,52058000,21701000,5627100,0,43238000,18062000,8957200,0,0,0,1246000,0,0,0,0,0
Q86XL3,36580000,63055000,0,0,0,25800000,0,20019000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339320000,0,0,0,0
Q86XP3,0,0,0,0,48822000,342850000,0,121570000,63098000,134250000,695400,188680000,62306000,40430000,287200000,111980000,0,354980000,43051000,21707000,0,0,0,6996200,3153800,3271400,11241000,42589000,0
Q86Y39,0,0,5654300,0,0,29402000,0,16378000,20555000,0,5859000,14219000,0,36539000,57181000,0,6063100,146680000,0,0,0,0,3870000,0,0,0,0,0,0
Q86Y82,10159000,22935000,17073000,16661000,52769000,241110000,20479000,246610000,25692000,130130000,36798000,108860000,147720000,96123000,196950000,235780000,67799000,137320000,130230000,102400000,0,20229000,440460,5850500,5657000,0,0,0,0
Q86YA3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q86YD1,0,0,0,0,0,0,0,0,0,0,0,0,0,4038900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q86YL5,0,0,0,0,0,0,0,41303000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q86YM7,0,0,22335000,0,0,0,0,0,0,0,0,0,0,3716600,0,0,127490000,0,0,0,0,0,0,0,0,0,0,0,0
Q8IU81,0,0,0,0,1583700,0,0,0,8370500,0,0,4681000,0,7388900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8IUB2,9345200,0,0,0,85321000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362610000,0,0,0
Q8IUD2,0,8011300,0,0,35693000,153080000,0,51928000,9677400,12686000,10918000,73256000,21431000,58497000,322380000,27702000,15639000,132550000,45447000,5707500,0,0,0,5003700,0,3751100,0,12515000,0
Q8IUI8,0,0,0,0,2085400,12748000,0,24041000,18054000,12043000,2918500,19251000,0,11724000,31627000,16003000,1880400,31839000,18698000,0,0,0,0,0,0,0,0,0,0
Q8IUR0,0,0,0,2277000,0,32564000,0,0,0,0,0,0,26275000,0,0,0,0,23694000,6104300,0,0,0,0,0,8525100,35846000,0,0,0
Q8IUR5,0,0,0,0,0,4072700,0,0,0,0,0,1377800,0,0,0,0,0,9360200,0,6218200,3230700,0,0,0,0,0,0,0,0
Q8IUR7,0,0,0,0,6495000,22168000,0,0,13757000,0,1591400,11976000,1272300,17761000,15271000,0,0,78067000,0,0,0,0,0,0,0,0,0,0,0
Q8IUW5,0,0,0,0,0,15135000,0,11005000,0,0,0,20236000,45009000,6771500,12777000,77354000,0,14448000,0,8787200,0,0,0,0,0,0,0,0,0
Q8IUX7,39499000,11822000,0,11249000,69057000,282630000,378090000,119320000,0,8975500,0,43167000,238550000,5189700,977290000,164920000,112130000,19412000,22950000,77004000,1011900,6518600,1016000,33919000,3942000,601080000,591700000,149760000,672420000
Q8IUZ5,0,0,0,0,0,0,0,0,0,0,0,23108000,32160000,14437000,0,0,0,26636000,0,0,0,0,0,0,0,0,0,0,0
Q8IV08,11098000,20574000,27775000,45544000,15771000,58382000,0,54860000,6346700,19330000,179680000,240120000,24833000,56656000,25079000,52670000,0,169010000,79410000,55944000,0,7233200,0,17760000,42894000,31553000,4669700,1157900,0
Q8IV38,0,0,0,0,19973000,0,0,0,10070000,29406000,0,21988000,16085000,17225000,8269000,12508000,16633000,23175000,35808000,0,0,0,0,0,0,0,0,0,0
Q8IVB4,0,0,0,0,0,29747000,0,0,0,17782000,0,35312000,0,22670000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8IVD9,0,0,0,0,28544000,0,0,32846000,11920000,0,0,11268000,17703000,14656000,0,0,0,39536000,18314000,38221000,0,0,0,0,0,0,0,0,0
Q8IVF2,7603800,0,0,4243000,91793000,256770000,0,240950000,7757700,130330000,11508000,140980000,115000000,83750000,280670000,60921000,27793000,389940000,185390000,4815400,0,5254400,0,11492000,0,80084000,0,19166000,0
Q8IVG5,0,0,0,0,0,0,0,14505000,21403000,0,0,0,0,0,42775000,0,0,38090000,0,5051700,0,0,0,0,0,0,0,0,0
Q8IVL6,0,0,0,0,0,0,0,0,0,16819000,0,5605800,0,51668000,27859000,3895100,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8IVM0,0,0,0,0,0,0,0,0,0,22468000,0,0,0,35815000,20651000,0,0,0,0,0,0,13079000,0,0,2259900,0,0,0,0
Q8IVN3,0,10164000,58762000,11620000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8IVN8,0,0,3567800,10774000,285880000,862200000,0,0,5404500,0,0,0,0,54448000,1215100000,94550000,0,16049000,0,0,0,6087300,0,26569000,0,119010000,35723000,7133500,8984800
Q8IW45,5986200,16662000,0,6249300,48110000,17369000,0,41504000,9196500,44065000,41091000,73457000,176640000,114990000,69770000,31315000,12526000,108560000,12497000,0,0,16097000,0,8678600,40219000,18497000,0,0,0
Q8IWA4,0,0,0,0,0,30250000,0,0,0,141120000,0,12764000,12568000,0,0,2390000,0,18979000,0,0,0,0,0,0,0,0,0,0,0
Q8IWA5,14020000,26160000,4036600,0,466570000,83011000,0,122340000,2465700,228260000,30941000,507450000,608450000,51102000,2817300000,530130000,7361500,352360000,119130000,29157000,11520000,43995000,355690,75252000,184720000,60715000,0,9960700,3987700
Q8IWB1,0,0,0,0,0,0,0,30606000,0,13516000,0,19916000,9510100,8688000,61973000,5984000,0,6045400,10866000,0,0,0,0,0,0,0,0,0,0
Q8IWB7,0,119560000,0,0,87062000,312170000,24400000,143700000,121640000,68677000,142850000,150560000,98182000,215480000,805530000,118890000,103650000,729590000,174390000,70395000,0,0,0,3705100,4152300,95245000,0,54865000,14971000
Q8IWE2,0,2151600,1328500,1627100,31018000,163600000,0,0,40551000,33487000,0,212190000,18703000,343970000,386420000,36890000,30828000,168460000,108700000,65641000,0,11505000,0,0,0,35881000,6959200,4876200,0
Q8IWJ2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8IWU5,0,0,0,0,82569000,34763000,0,0,0,23924000,88522000,0,0,42154000,20169000,0,0,34601000,0,0,0,0,0,0,0,0,0,0,0
Q8IWU6,0,0,0,0,0,0,0,0,0,20755000,0,0,0,0,20464000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8IWV2,0,0,0,0,0,2612800,0,0,0,0,0,0,0,0,32348000,14739000,0,14402000,0,0,0,0,0,0,0,0,0,0,0
Q8IWX8,0,0,0,0,2837400,14558000,0,15896000,0,0,16954000,7555300,0,34472000,81407000,9385800,0,113910000,0,0,0,0,0,0,0,10463000,0,0,0
Q8IWY4,0,0,0,0,0,0,10121000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107440000,204280000,164520000,42951000
Q8IWZ3,0,0,0,0,1007500,0,0,0,4245200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8IX01,0,0,0,0,9834400,59915000,0,1130600,18331000,0,8002500,0,0,21855000,22364000,0,0,29832000,0,30075000,0,0,0,0,6531800,0,0,0,982420
Q8IX05,0,0,0,0,0,27150000,0,21584000,0,0,0,0,0,0,0,4169400,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8IX12,0,0,0,1560300,0,121370000,0,76554000,9071300,42160000,6420800,70205000,22175000,26291000,176900000,55636000,7955200,170760000,23286000,14818000,0,0,0,0,0,0,130720000,91157000,0
Q8IXB1,0,0,0,0,46660000,317780000,0,6198300,9867500,37847000,0,389260000,78566000,23967000,89713000,10747000,14116000,55956000,89749000,9967400,0,0,0,0,2202500,0,0,0,0
Q8IXI2,3447500,21376000,12537000,7140500,31194000,127820000,0,30282000,16791000,33991000,20016000,14832000,33851000,73576000,54598000,44425000,0,63876000,14772000,27124000,0,9438500,0,5869400,19269000,0,0,0,0
Q8IXJ6,21623000,3449700,56323000,0,0,0,0,35317000,0,24544000,0,16568000,16928000,0,17959000,8609000,0,30944000,12930000,0,5206600,0,0,0,0,0,0,0,1594400
Q8IXM2,2108800,4991300,0,0,0,103680000,0,82520000,54710000,44456000,0,9338800,24946000,84305000,190200000,34633000,31465000,283470000,0,0,0,3805300,0,5356900,5797600,0,0,0,0
Q8IXM3,0,0,0,0,5046200,25438000,0,0,47988000,0,0,0,1105600,0,20550000,0,0,0,5017700,0,0,0,0,0,0,0,0,0,0
Q8IXM6,0,0,0,0,0,0,5344000,11384000,0,0,11656000,0,0,42301000,48392000,0,18306000,0,0,0,0,0,0,0,0,0,0,0,0
Q8IXQ6,0,0,0,0,937710,0,0,0,23719000,0,189470,40791000,0,10361000,0,13745000,0,28138000,0,0,0,0,0,0,0,0,0,0,0
Q8IXT5,0,0,0,0,0,16003000,0,13013000,0,7250800,0,4866000,4523200,0,28022000,15926000,0,28323000,0,8325600,0,0,0,0,0,0,0,0,0
Q8IY17,0,0,0,0,10428000,170170000,0,47740000,8125000,125430000,4268400,24017000,81087000,4192500,289740000,30114000,0,73266000,39546000,13965000,0,0,0,0,0,7025500,0,0,0
Q8IY21,0,0,0,0,0,0,0,15469000,5998200,0,0,0,0,3165000,5189800,19378000,0,11396000,0,5789000,0,0,0,0,0,0,0,0,0
Q8IY31,0,0,0,0,3190000,0,0,0,434850,0,0,0,0,14498000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8IY67,0,0,1805500,0,30192000,33961000,0,69354000,35637000,101050000,11940000,57805000,65990000,9082400,371130000,45542000,11137000,155030000,0,13842000,0,0,0,0,0,13445000,2279300,0,0
Q8IY95,0,0,0,0,0,60954000,0,14837000,0,16504000,0,22862000,15085000,6314800,118320000,40810000,0,53013000,0,0,0,0,0,0,0,0,0,0,0
Q8IYB3,0,0,0,0,20130000,39038000,0,3464400,32670000,25724000,0,32927000,5964100,129590000,93131000,61250000,3554900,148190000,0,42187000,0,0,0,0,0,0,0,0,0
Q8IYB5,0,0,0,0,0,53910000,0,7339800,0,8546700,0,37583000,34588000,0,7737900,22110000,0,53183000,13732000,0,0,0,0,0,0,0,0,0,0
Q8IYB8,0,0,0,0,0,0,0,0,0,0,0,0,0,26105000,30103000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8IYD1,0,0,0,0,2848900,0,0,0,0,0,910320,0,0,15709000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8IYI6,0,0,0,0,30880000,0,0,0,0,0,0,0,0,14577000,0,0,30304000,0,0,0,0,0,0,0,0,15333000,0,0,0
Q8IYJ1,0,0,3920100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8IYM9,0,0,0,0,0,0,0,0,0,0,0,0,0,5049600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8IYQ7,0,0,0,0,0,0,0,0,0,0,0,0,0,13687000,27913000,0,0,38198000,0,0,0,0,0,0,0,0,0,0,0
Q8IYS1,0,0,0,0,0,53195000,0,0,0,0,0,7437100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8IYT4,66189000,46972000,0,79525000,53245000,162780000,25532000,388820000,154990000,685470000,456660000,527440000,567630000,318120000,518620000,670530000,193490000,340440000,372880000,179620000,50939000,123310000,11508000,220380000,84534000,312210000,0,190740000,19738000
Q8IYU8,0,0,0,0,0,15879000,0,19302000,0,3970600,0,0,31846000,0,20845000,0,0,8183600,0,3848700,0,0,0,0,0,0,0,0,0
Q8IZ07,0,0,0,0,0,13020000,0,34591000,0,25506000,0,0,0,0,10971000,37103000,0,73152000,29647000,5246600,0,0,0,0,0,0,0,0,0
Q8IZ52,0,0,0,1489700,4720500,38509000,0,0,14540000,2382900,0,6939400,20389000,4593300,20966000,22573000,0,6175200,28485000,0,0,0,0,1476200,0,0,0,0,0
Q8IZ83,8744800,8665500,0,0,59400000,247300000,18485000,173180000,16085000,46617000,9361200,155210000,0,247710000,164570000,132650000,35158000,207090000,16356000,30961000,0,23899000,0,6948400,24893000,58982000,10884000,11152000,8726400
Q8IZL8,0,0,0,0,0,30278000,0,36159000,0,5257100,0,39739000,15264000,45520000,120310000,51990000,0,116680000,9362100,9378200,0,0,0,0,0,0,0,9008900,0
Q8IZP0,0,0,0,0,0,21519000,0,32886000,0,1913500,0,178710000,16105000,7075200,64243000,16091000,6471300,44169000,21857000,9537600,0,0,0,0,0,19372000,0,2292700,0
Q8IZQ5,0,2142000,0,0,2925600,24516000,0,76034000,0,9255400,0,63484000,13607000,126760000,74238000,26009000,0,183130000,0,15785000,0,0,0,12940000,10359000,0,0,2552700,0
Q8IZV5,0,0,0,0,0,0,0,0,0,0,0,0,12886000,0,0,0,0,0,0,0,0,0,133920,0,0,0,0,0,0
Q8N0U8,0,0,0,0,0,43271000,0,70243000,0,0,21579000,32986000,20318000,0,26059000,0,0,62689000,0,0,0,0,0,0,0,0,0,0,0
Q8N0W3,0,0,4811400,2264700,43770000,177160000,0,174890000,19123000,62961000,0,66822000,44217000,31930000,78804000,7844300,1428300,147840000,32289000,35999000,0,0,0,0,0,7817700,0,24769000,652650
Q8N0X4,1053800,5610100,0,0,0,24197000,0,0,0,0,0,0,0,0,0,0,0,36462000,0,0,0,0,0,0,0,0,0,0,0
Q8N0X7,0,0,0,0,13234000,28330000,19312000,97820000,21004000,81838000,1931900,79934000,49811000,101790000,60518000,55769000,0,136110000,33637000,4418100,0,0,0,0,0,0,0,0,0
Q8N111,0,0,26807000,0,0,0,0,48143000,0,20521000,0,0,0,0,75843000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8N118,0,0,1316200,6868500,0,78308000,0,0,0,0,8480600,58230000,0,26016000,12612000,0,16484000,187060000,0,4448600,0,0,0,0,0,0,3999200,0,0
Q8N122,0,0,0,0,0,0,0,0,3041200,0,0,15638000,0,21707000,34013000,12771000,0,22684000,0,0,0,0,0,0,0,0,0,0,0
Q8N126,0,0,138690000,8544000,0,0,0,153630000,0,16701000,0,0,0,0,0,0,0,0,0,7067900,0,0,0,0,0,0,0,0,0
Q8N129,0,6633800,0,0,8344900,29029000,0,70124000,13086000,15628000,8286500,128630000,78291000,34719000,78817000,6623600,29174000,73074000,24151000,0,0,0,0,7591900,0,52542000,4568900,25719000,0
Q8N138,0,0,0,0,7736600,147830000,0,16645000,0,30861000,0,16989000,0,0,94010000,60448000,0,69158000,17082000,0,0,2753700,0,0,0,0,0,0,0
Q8N163,3846000,26339000,0,2552500,160670000,342570000,0,182450000,115140000,234620000,30361000,271550000,136730000,195560000,256890000,350230000,37776000,642510000,170120000,135980000,1520400,162390000,1256300,18121000,38464000,28430000,0,13684000,0
Q8N183,0,0,0,0,35682000,240130000,0,0,36200000,94143000,0,31351000,28655000,5375600,36134000,14783000,9171400,9966800,0,0,0,8721800,0,0,7016600,0,27221000,14171000,0
Q8N1B4,0,0,0,0,14466000,28057000,0,77591000,1574500,12545000,0,36599000,17271000,39060000,59844000,7060400,1114000,119900000,25259000,0,0,0,0,0,0,0,0,0,0
Q8N1F7,0,12507000,0,0,86498000,180250000,0,32930000,55201000,137070000,166560000,155880000,17131000,102170000,314920000,73381000,36730000,319710000,44620000,17941000,0,18556000,0,11714000,5118100,175990000,0,0,0
Q8N1F8,0,0,0,0,1920300,0,0,0,9508200,0,580740,0,5091500,14251000,34351000,2048300,0,18399000,0,0,0,0,0,0,0,0,0,0,0
Q8N1G4,0,8837800,39162000,17126000,79981000,502800000,19103000,575300000,116320000,328980000,34137000,472110000,335470000,208860000,426660000,248160000,97484000,1071500000,244460000,301550000,47629000,41863000,0,34882000,40953000,134320000,99257000,43466000,0
Q8N1P7,0,0,0,0,21793000,69611000,0,50744000,0,0,0,1287700,0,0,0,0,0,187170000,842440,0,0,0,0,0,0,60197000,11455000,0,0
Q8N2F6,0,0,0,0,7262000,0,0,25803000,6101100,6562200,0,15734000,6089100,14342000,17390000,0,3206300,67592000,0,9565000,0,0,0,0,0,0,0,0,0
Q8N2G8,0,7335900,5576200,4167500,0,78247000,0,0,0,0,0,19049000,0,0,0,5997000,0,12013000,7917700,0,2006900,1728200,0,0,0,0,0,0,0
Q8N2K0,0,0,0,0,1998000,0,0,0,5052900,0,0,0,0,7639300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8N2S1,1285300,2469700,0,0,332200000,412510000,43951000,62466000,31432000,250750000,4993500,72358000,206820000,434830000,5322200000,693140000,105770000,402510000,94982000,0,107560000,64836000,3849000,204290000,4273900,29620000,0,4966900,7388600
Q8N335,4005100,13762000,20411000,0,171560000,127290000,0,65312000,7527600,54822000,21391000,338400000,39387000,54710000,202120000,275140000,0,304680000,77186000,51769000,18225000,0,0,0,0,98677000,47300000,58348000,4875800
Q8N370,0,0,0,0,0,50829000,0,102360000,0,26412000,0,38736000,23746000,59504000,1601900,0,0,33163000,0,0,0,0,0,0,0,0,0,0,0
Q8N398,15239000,18762000,0,18998000,0,39167000,0,0,0,12635000,0,2185700,0,0,5675100,25806000,36937000,0,3318500,14666000,0,2874400,0,15839000,9000400,4089400,0,0,0
Q8N3C0,0,0,0,0,0,0,0,1461800,0,0,0,21163000,0,0,0,6265800,0,24824000,0,0,0,0,0,0,0,0,0,0,0
Q8N3D4,0,0,0,0,1753100,0,0,0,3311500,0,0,5306300,0,11381000,0,285160,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8N3E9,2296400,0,0,0,178640000,210220000,2289000,88980000,38838000,325420000,5108800,263910000,93848000,88362000,869760000,184720000,85319000,401750000,200980000,100800000,11191000,0,0,0,0,42187000,0,46525000,1648200
Q8N3J6,0,7841600,68546000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1507400,0,0,0,0,0,0,0,0
Q8N3R9,0,0,0,0,565160,5829200,0,2754400,0,0,0,0,0,34950000,20771000,0,1536400,0,3331200,0,0,0,0,0,0,0,0,0,0
Q8N3U4,0,851180,0,0,5644400,13779000,0,16231000,9546200,0,5052100,5786900,7546000,63959000,10505000,2450100,10181000,25312000,0,0,0,0,0,0,3486200,0,0,4709200,0
Q8N3V7,0,0,0,0,25711000,58222000,0,68626000,12493000,26062000,18056000,8840000,51844000,67757000,250520000,10646000,0,0,79210000,19615000,0,32044000,0,6546700,0,7102900,9364500,0,0
Q8N436,0,0,0,0,1283800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41269000,22260000,50776000,12789000
Q8N474,0,0,0,0,0,86789000,98856000,0,6053300,0,3259200,82161000,0,54338000,0,4725500,0,0,422990000,9994000,0,0,0,3370600,0,337550000,30022000,162130000,36301000
Q8N4C8,0,1247900,0,0,0,0,0,0,0,0,0,0,0,23123000,36135000,0,0,0,0,0,0,6442800,0,0,1736400,9297900,0,0,0
Q8N4L2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32518000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8N4P3,0,0,0,0,19239000,0,0,0,18857000,0,0,0,0,78848000,0,0,0,0,0,0,0,0,0,21137000,29805000,0,0,0,0
Q8N4Q0,0,0,0,0,0,24690000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4513100,0
Q8N4Q1,0,0,0,0,20358000,30785000,0,0,0,0,0,0,0,13147000,73314000,27605000,0,66377000,19349000,0,0,0,0,0,0,0,0,0,0
Q8N4T8,0,0,0,0,0,190670000,0,0,0,0,0,0,40140000,13365000,0,18545000,0,0,0,0,0,0,0,0,0,0,5025400,0,0
Q8N4V1,0,0,0,0,0,59058000,0,0,17243000,0,0,0,0,51191000,22426000,65698000,0,31550000,0,0,0,0,0,0,0,0,0,0,0
Q8N556,0,0,0,0,0,15519000,0,0,0,0,0,18090000,29849000,21132000,17653000,16738000,0,15729000,32085000,0,0,8764200,0,2426600,0,0,0,0,12365000
Q8N568,0,0,0,0,0,42880000,0,32491000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8N573,0,0,5927800,0,0,0,0,60798000,0,26809000,0,13367000,12215000,24269000,89230000,0,7158100,125310000,20823000,55177000,0,0,0,0,0,34647000,0,5854600,0
Q8N5C1,0,11683000,0,7593400,13137000,53074000,0,4864000,8983200,0,0,0,35928000,37728000,0,23856000,0,0,0,0,1620700,0,212020,20518000,0,13163000,0,0,0
Q8N5C6,0,0,0,0,0,0,0,12446000,0,0,0,0,0,17628000,10684000,0,0,0,6431000,0,0,0,0,0,0,0,0,0,0
Q8N5G0,0,0,0,0,15566000,84797000,0,20371000,0,0,4959600,24451000,0,9070600,60462000,36404000,0,47586000,18063000,0,0,6002300,0,0,8399100,0,0,5089100,0
Q8N5J2,0,0,0,0,0,0,0,0,0,0,0,0,6434700,0,86966000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8N5K1,0,0,0,3790200,46099000,209730000,6055700,52265000,12882000,45985000,0,35426000,99375000,86009000,87893000,140560000,116360000,88207000,62413000,0,3296000,0,0,0,3822600,0,0,8058100,3653500
Q8N5M1,0,0,0,0,12080000,51324000,0,21776000,6080800,46060000,1244600,41072000,117970000,56636000,7240400,32124000,0,22408000,13279000,0,0,0,0,0,0,0,0,0,0
Q8N5M4,0,0,0,0,37415000,0,0,0,0,0,0,0,0,0,8694500,0,0,52209000,0,0,0,0,0,0,0,0,0,0,0
Q8N5N7,0,0,0,0,0,0,0,0,9165800,0,0,0,3878100,32585000,23199000,12828000,11611000,37731000,0,0,0,0,0,0,0,0,0,0,0
Q8N668,0,0,0,0,5249100,69335000,0,34816000,38821000,44305000,11262000,84659000,41591000,49054000,178260000,12165000,14337000,211590000,0,55655000,0,0,0,0,0,13306000,4587200,0,0
Q8N684,0,0,0,0,94826000,79586000,2834500,156800000,39699000,74708000,11662000,74497000,42028000,99369000,188370000,61733000,0,175270000,26121000,57069000,0,2285600,1107900,0,2398800,23624000,0,620140,325340
Q8N6G6,3982600,0,0,0,5588300,100510000,0,0,0,0,0,0,0,32741000,0,22665000,21435000,0,0,8283600,0,13220000,559720,0,0,0,0,0,0
Q8N6H7,0,2379300,0,0,2174100,0,0,17683000,40301000,0,18008000,23985000,13029000,6416300,51265000,45289000,18707000,28427000,70072000,15497000,0,6333200,0,0,0,0,0,0,0
Q8N6L1,0,0,0,0,4342500,25153000,0,0,11047000,0,0,0,0,0,0,16420000,0,11514000,0,0,0,0,0,0,0,0,0,0,0
Q8N6M0,0,0,0,0,6492900,0,0,0,2520900,0,0,0,0,0,10037000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8N6Q3,0,0,0,0,352060000,825750000,0,0,281670000,147920000,0,23730000,0,9677200,0,0,0,266660000,0,0,0,0,0,0,0,0,0,0,0
Q8N6R0,0,0,0,0,0,0,0,0,0,0,0,0,0,8471700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8N6T3,0,0,0,0,5322200,0,0,0,19055000,0,0,0,0,31938000,34180000,11460000,0,18964000,18379000,0,0,0,0,0,0,0,16868000,18444000,0
Q8N766,1872700,4007300,0,0,58461000,305590000,0,39516000,7958200,21991000,19918000,70086000,66418000,26179000,231690000,103710000,9037100,234500000,29803000,17306000,0,9396900,0,0,0,0,0,0,0
Q8N806,0,0,0,0,0,0,0,0,22493000,0,0,0,24514000,0,34774000,0,0,62551000,0,0,0,0,0,0,0,0,0,0,0
Q8N8A6,0,0,0,0,22912000,0,0,16947000,7499700,0,0,0,18773000,0,0,26993000,0,0,7195000,0,0,0,0,0,0,0,0,0,0
Q8N8N7,0,0,6386900,0,17224000,32693000,0,125340000,0,21969000,0,51230000,29723000,41556000,107490000,19213000,0,101470000,18132000,30810000,0,0,0,0,0,0,0,0,0
Q8N8S7,11263000,18471000,13575000,11809000,1086800000,4564700000,0,450560000,81317000,175110000,223790000,1651100000,481430000,2022800000,3725500000,3128100000,11358000,860680000,179410000,65137000,15912000,238960000,798780,170680000,143340000,202610000,254410000,66641000,7809900
Q8N983,0,0,0,0,0,0,14679000,0,10063000,0,0,0,0,0,0,12955000,0,0,0,0,0,0,0,3593400,6769800,0,0,0,0
Q8N987,0,0,0,0,97831000,196320000,0,533110000,0,120340000,3486800,0,5630500,0,0,17402000,8402700,11077000,0,0,0,18241000,0,0,67219000,0,22177000,0,0
Q8N9I9,0,0,0,0,0,0,0,0,0,0,0,5712400,0,0,0,5448800,0,19230000,0,0,0,0,0,0,0,0,0,0,0
Q8N9N7,0,0,9793400,0,0,77545000,0,44944000,0,125060000,0,113410000,117730000,68045000,105430000,46812000,31341000,118350000,56607000,11285000,0,0,0,0,0,2967100,0,0,0
Q8N9T8,0,0,0,0,0,19889000,0,0,0,0,0,17245000,0,0,33292000,0,0,0,0,0,0,0,0,0,0,0,0,0,11360000
Q8NB37,0,0,3883400,0,31074000,0,0,0,9171800,0,9520300,0,83503000,25270000,0,0,19622000,0,0,0,0,0,0,0,0,0,0,7100300,0
Q8NB90,0,0,0,0,3337000,0,0,0,0,0,0,0,0,0,8083800,5082400,0,7344900,0,6725000,0,0,0,0,0,0,0,0,0
Q8NBF2,0,0,0,0,31138000,73805000,829200,90835000,30682000,96834000,592550,80342000,125820000,120500000,197110000,39585000,98149000,529210000,101310000,45575000,0,0,0,0,12164000,11486000,0,13115000,0
Q8NBJ4,0,0,0,0,0,0,0,0,0,13747000,0,0,106540000,0,0,32130000,0,0,0,0,0,0,0,0,29479000,0,0,0,25456000
Q8NBJ5,0,0,0,5529500,0,41324000,0,0,11425000,0,0,3092000,15202000,41642000,49973000,0,22195000,0,17077000,0,0,9468000,0,4425400,1596200,0,9993200,2341400,0
Q8NBJ7,0,0,0,0,36742000,247720000,6316700,209610000,4832500,86678000,87698000,0,101030000,101610000,552590000,183860000,0,173450000,65196000,42132000,0,0,0,0,0,0,0,11764000,0
