proteinId,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,S60,S61,S62,S63,S64,S65
Q8NDX5,5621000,3082200,0,0,0,6538500,3734700,0,0,0,0,0,0,0,0,0,0,3877600,0,0,0,4663800,0,0,0,0,8880500,0,0,0,0,0,0,0,6372100,0,0,5050500,3750600,5745100,0,0,8436300,0,0,15546000,0,0,0,0,6787100,0,0,0,0,0,0,0,0,0,6023100,0,0,14095000,0
Q8NDZ4,0,0,0,0,0,0,0,0,4015400,0,0,0,0,0,0,0,0,2836100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4109800,0,0,0,1600400,0,0,0,3913800,0,0,0,0,0,0,0
Q8NE62,0,0,0,0,0,33392000,0,0,0,0,0,14935000,0,0,0,0,0,0,0,0,0,0,0,0,0,11631000,0,0,14170000,0,0,0,0,0,0,0,0,18795000,11296000,9838000,0,8190200,0,9935200,0,0,13599000,0,0,0,0,0,5336000,1960500,0,14500000,0,0,4681100,15093000,0,0,0,0,0
Q8NEV1,0,2845000,0,2575100,0,0,0,0,3300600,5473200,2186700,2814500,0,0,0,4801900,0,0,3503800,0,0,8861200,0,0,0,9776100,11457000,0,0,17048000,14994000,0,0,5201800,0,0,0,3449700,0,4375600,0,0,0,0,4092100,5305600,3304600,0,0,0,0,2978400,4642200,0,0,0,0,0,0,0,7703300,0,0,20334000,0
Q8NEY1,28098000,2745200,11314000,0,3073900,0,3160800,0,0,0,0,0,0,2421200,0,26607000,0,10174000,0,0,0,9418800,0,0,0,0,5169700,0,0,0,0,0,0,5059100,0,0,0,15674000,3242600,20648000,0,7504400,18240000,11225000,8421700,23272000,6993900,0,18323000,8569100,0,5956600,0,441820,20895000,0,1883500,17882000,1168400,0,5080800,0,0,8414200,0
Q8NFH5,13400000,4211800,3844100,2595300,6597800,9651000,5782600,1726400,11008000,5609400,4794200,0,0,7160400,7137500,23927000,0,10413000,0,0,0,12682000,0,0,0,0,8184600,2848400,0,5200800,0,7375600,3915600,0,10502000,0,0,4743000,7211100,10577000,0,4730700,6302200,5899800,6529000,28519000,1470500,0,13379000,6836300,4637400,4543600,0,0,17709000,8100000,0,6669600,0,6077600,6095000,0,0,0,0
Q8NFH8,158020000,1283400,0,0,3765100,9552300,3624200,0,3530400,0,2320900,1047900,0,2567400,0,24131000,0,9165800,0,435400,835840,2514800,2631100,0,0,2851100,11820000,4393900,2839200,2879800,0,0,2343900,0,3726900,0,2614600,1291700,2320100,1881000,1235400,4698100,3545100,2725400,1491200,480830,0,0,2034600,451390,1353200,0,0,0,17700000,14826000,3674300,0,0,3609400,1407600,14497000,0,0,0
Q8NFU3,124480000,30303000,0,0,143680000,60154000,44339000,10218000,55172000,47078000,28886000,59686000,0,1623500,0,234160000,0,69065000,0,7852600,29000000,62946000,21126000,17919000,10667000,28926000,45695000,35052000,32878000,0,0,67222000,25738000,74631000,9169300,27931000,66151000,47970000,40810000,110300000,5822600,35943000,21930000,96802000,4993600,112480000,66866000,17857000,323610000,10011000,42963000,4801000,37323000,14517000,10378000,102040000,44168000,109980000,30351000,54712000,96362000,58316000,0,71980000,5719400
Q8NFV4,0,0,0,13388000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5947000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10837000,0
Q8NFW8,9248100,1230600,0,0,0,4110100,0,0,0,0,0,0,0,0,3187100,7879500,0,0,0,1932200,0,5736500,0,0,0,0,4950900,0,0,0,0,1908000,0,0,2361800,10471000,4209800,1869600,2791900,1699900,3156800,0,3518500,2091600,0,6021100,0,0,1824200,0,1479600,0,0,0,7066900,2559800,0,0,0,0,0,4849900,0,0,0
Q8NFX7,19750000,0,0,0,0,0,0,1092900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4195600,0,0,0,0,523580,0,0,0,14578000,0,0,0,837920,0,3370000,0,16082000,2572900,0,0,0,0,2789500,0,0,4514000,286910,0,10515000,0,0,0,0,0,5206900,0,0,1038600
Q8NHH9,0,10081000,0,0,0,5807400,10913000,8488700,0,8406800,0,2551200,0,0,0,14115000,0,3805100,2036700,0,0,0,0,0,0,0,9664800,0,8182800,5918300,0,0,0,0,12730000,0,0,0,10698000,0,0,0,0,0,0,17104000,0,0,0,0,0,0,0,0,14503000,0,0,0,0,0,0,0,0,6698500,0
Q8NHM4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8NI27,2469400,0,1470400,0,777470,0,1066800,0,3704000,1505100,0,0,0,1685800,0,2081800,0,1546500,0,0,0,0,2276800,374080,279790,0,0,0,0,1443600,0,1338200,0,0,0,0,0,695260,1148900,1169100,0,1500400,0,1923900,1096300,1649500,446950,201320,2994900,1522900,0,0,0,150840,2704300,3299600,0,1828100,0,1705400,1023300,1551400,0,0,0
Q8TAD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5018700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8TAG9,0,0,2421300,0,0,0,7513800,0,0,0,0,0,0,2884000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4916000,0,0,0,0,0,6832000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8TAT6,0,7146300,3260200,0,0,0,0,2701300,0,0,5435900,0,0,9858300,0,0,0,0,0,0,0,0,0,0,0,9995100,0,0,0,0,0,3905400,0,0,6658600,0,0,11045000,7110000,4411100,890910,10068000,0,1911100,9964300,8623800,6638200,0,5061900,12819000,0,4002300,1494100,6881800,0,3336000,5349400,6129600,5051600,7170900,0,0,0,0,5285700
Q8TBC5,0,905980,0,0,0,0,0,0,0,0,0,0,0,0,0,5948300,0,0,0,0,0,0,0,0,0,0,0,0,0,1295800,0,0,0,0,0,0,0,0,2730500,2254800,0,0,1266200,0,0,1640900,0,0,0,0,0,0,1545200,0,0,0,0,0,0,0,0,0,0,0,0
Q8TC07,0,3817900,4153400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3671800,1346100,0,0,4036400,3839900,5432900,0,0,0,0,0,10536000,2996900,0,0,4458800,0,0,1940400,2514400,6652900,0,0,0,0,0,0,0,0,0,0
Q8TCD5,0,0,0,0,0,0,4930100,0,0,0,0,3323800,0,4674200,1700000,0,0,0,0,0,0,0,0,0,0,0,0,0,4409500,0,0,2567600,5085100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5111100,0,0,0,0,0,0,0,0,0,0
Q8TCE6,14322000,12082000,6799700,0,12547000,6689300,4909100,1996800,7443900,6692400,3802300,8875400,0,15544000,2989900,36825000,0,3411700,10872000,981720,3308000,16126000,0,0,3594700,6356800,16477000,2663000,5454500,0,0,10785000,6254700,15876000,14950000,0,0,7792400,10150000,0,0,11840000,15284000,0,6328300,9255900,10158000,0,20118000,6028800,4235200,2669800,3045300,4567300,0,8306700,5525200,15239000,4899200,0,15608000,0,0,0,3221200
Q8TCS8,8410900,8849300,4839000,0,13378000,9963700,2720100,4204200,7533200,5426200,2576900,2591500,0,15236000,0,6281900,2282500,9839600,0,682170,1744000,0,0,6848900,1349200,12519000,3117200,0,2453600,0,0,6747700,0,0,6614800,0,0,0,0,0,0,0,0,0,0,35966000,0,0,17006000,8445400,9746100,0,0,2346100,19369000,0,0,20136000,0,0,0,0,0,5369200,0
Q8TCT8,0,0,0,0,13852000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7182000,0,0,16729000,0,0,0,0
Q8TCZ2,0,0,0,0,0,0,0,7528000,0,10452000,0,0,0,0,5402400,0,0,7534700,0,0,2501100,0,11909000,0,3576300,0,24658000,0,0,0,0,0,0,17845000,0,0,0,13983000,0,0,0,0,0,0,0,0,14194000,0,40180000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8TD19,0,25411000,10495000,0,6719500,0,24416000,17890000,8980900,2637300,4067800,2336900,0,30859000,8310500,9086800,0,2136400,21977000,1199100,10015000,22290000,18493000,18130000,4485200,9539900,30519000,0,7478100,6468000,14734000,17261000,0,18527000,7486600,0,0,15497000,0,0,0,17992000,0,0,0,0,2703300,0,3379700,0,0,0,2300100,2846000,0,0,6789700,0,0,4514800,4202100,0,0,2278700,22773000
Q8TD55,16994000,0,3040500,0,1787600,0,0,0,69106000,10026000,1452600,2510100,0,0,6539100,99385000,3434800,2512000,6411900,675270,1156800,11523000,0,0,0,7326200,0,778210,0,0,0,11370000,0,3806300,22774000,0,0,11432000,16407000,11932000,3159900,17607000,0,1361500,10589000,0,6590700,0,446920,14883000,3048500,9906600,0,228380,3586800,4920100,0,0,0,0,0,1416300,0,10287000,2951000
Q8TDI0,0,0,0,0,0,0,0,4301800,304630,0,0,0,0,3663800,0,230300,0,985220,0,0,0,8945200,2395200,5166200,451860,1472100,0,1119400,761610,22938000,0,0,0,0,6256300,0,0,307260,0,0,68704,3146600,0,0,3188800,922380,0,0,0,0,4227900,320630,1056200,0,325960,0,6518500,0,1150900,0,0,0,0,0,1314300
Q8TDP1,87308000,0,0,0,0,0,0,0,84229000,0,3616800,0,0,0,0,47212000,0,3945100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39817000,0,0,0,4363300,3160100,10389000,3927200,0,0,0,0,6641400,0,0,0,0,2468800,1083500,2690500,54758000,40358000,1738800,0,0,0,0,36923000,0,0,0
Q8TDY4,8221300,0,11108000,0,20267000,0,0,3809500,0,0,0,2929100,0,0,0,0,0,1435300,1590400,0,980920,0,0,0,0,0,14618000,0,0,0,0,6069100,0,0,0,0,0,0,11950000,0,0,0,0,9560800,2542200,0,3687200,0,10287000,0,0,5793100,0,0,9323700,0,0,0,0,0,0,0,0,0,0
Q8TE77,0,3271000,0,0,0,0,7130600,5244100,0,0,0,2421100,0,4088500,0,0,0,0,4149800,0,0,0,0,2525800,2803300,0,7714500,0,4691400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3663700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8TEA8,12705000,5911800,0,0,14648000,4132100,9866300,0,14510000,6556700,0,0,0,12708000,0,16118000,0,4141900,0,0,0,2665200,0,13481000,0,5210300,1195100,0,3037600,0,0,4706100,0,0,17913000,0,1282500,0,7956600,0,0,8535300,0,0,17393000,23333000,0,0,10796000,27880000,4199700,9004100,1934900,0,6081600,4132000,9331500,22601000,0,0,9306600,0,0,356860,8747500
Q8TER0,0,0,0,0,0,2755100,7684200,1340200,0,3472800,449110,0,0,2304900,0,0,0,0,0,0,62143,0,0,0,0,0,0,3368200,0,14225000,0,10867000,0,0,0,6071700,5552800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7017500
Q8TEW0,0,0,0,0,0,0,1982200,0,0,0,0,0,0,3949800,0,5711600,0,1500100,0,0,0,2241500,0,0,0,0,0,1510700,2900600,3516500,0,0,2477500,2811100,0,0,0,635820,3644600,1572800,0,2475300,4632600,0,2044200,2252400,0,0,5318600,0,0,0,2161800,0,0,0,0,4526600,0,0,4435800,5387300,0,0,0
Q8TF72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10268000,0,117980000,0,0,0,0,0,0,0,0,0,12198000,0,0,0,63570000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8TF74,7654400,3247400,0,0,0,0,0,0,0,0,0,1840200,0,0,0,0,0,2126700,2060500,0,0,6898200,0,0,0,0,8407000,0,0,0,0,0,0,10940000,0,0,0,0,0,0,0,0,0,0,0,3374500,0,0,0,0,0,0,0,0,0,0,0,5456700,0,0,0,0,0,12048000,0
Q8WTS6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3590800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4100700,7015600,6951600,0,2712000,464980,0,5901200,0,5071900,0,7738900,0,0,4517300,2642500,0,0,2789100,3539700,4377200,0,0,6186100,0,0,0,0
Q8WTW3,18458000,6620200,0,0,0,0,0,0,6302400,0,0,0,0,3346400,0,0,0,4928500,0,0,0,0,0,0,0,6324800,6020400,0,0,0,0,0,0,6643400,5835200,0,0,10597000,3628800,8732500,0,1627400,5340300,2244300,4752500,6089700,2757300,0,15667000,2943800,0,1811800,1199000,0,0,4965500,3126000,9644000,3327500,990440,8286000,0,0,9912700,0
Q8WU39,0,0,0,0,0,0,0,0,18667000,0,0,0,0,0,0,0,0,0,0,0,0,21568000,0,0,0,0,0,0,0,0,0,47597000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118130000,0,4173800,0,31811000,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8WU79,0,0,1479200,0,2409900,1474600,4228100,0,12219000,6200600,0,1399200,0,5722800,5303200,0,0,4840100,4994900,0,529530,3095400,8446600,901480,0,0,7956900,0,0,2528100,0,5983500,0,0,0,0,0,0,0,3857200,0,2545600,0,1669400,1841900,2690500,0,0,4121000,3340700,0,716210,0,0,0,0,0,3129000,0,0,2846100,0,0,0,0
Q8WU90,24207000,0,12962000,0,0,16363000,14335000,3387700,9305700,10266000,5731800,6569300,0,16652000,0,0,0,15476000,7481800,0,5005200,0,0,17483000,0,0,0,0,0,0,0,9091200,0,0,0,0,7019200,0,11304000,18969000,0,14222000,2445100,10193000,7401500,19825000,12027000,4125500,0,22721000,0,0,5721500,5001300,0,6712000,9416200,4326000,0,9458300,14978000,0,0,0,3685700
Q8WUF5,0,0,1842000,0,7483300,5286800,9937800,0,6832100,3271500,3636800,2437600,0,6550400,1152600,0,0,3467000,2740700,128620,0,0,0,2763400,0,3042700,5460700,1488900,6245600,0,0,8481700,0,5815000,0,0,0,3361700,10786000,12927000,0,2199700,16767000,5988400,4560800,9955700,5914900,0,2782200,0,4091400,1257700,1126400,0,0,0,0,8716500,1125200,0,0,0,0,1871600,6455100
Q8WUH6,17759000,13821000,0,1753100,7614200,19618000,0,0,31732000,0,0,0,1947200,0,2283600,17558000,0,0,0,1767500,0,21231000,14477000,0,920340,0,0,1823200,0,0,7585500,7888900,4002900,9090500,0,0,0,5300900,5558900,4823400,0,4172100,3335200,6569000,14955000,11232000,548530,1995700,15499000,3170800,5963600,1777900,3627600,0,8095600,23337000,0,10468000,571030,5144600,27174000,0,0,32671000,0
Q8WUJ3,0,0,0,0,6237700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2283900,0,26029000,0,0,0,36240000,0,0,0,0,0,0,0,12414000,4615200,5653200,3491600,27787000,38261000,5280000,5437600,0,0,0,0,0,8805000,3218700,8326100,5407800,37288000,0,6765000,0,0,0,14060000,0,0,18571000,2057200
Q8WUM0,25028000,7076700,0,0,2398600,6695900,3701400,0,2927800,0,0,0,0,3338900,0,11793000,0,0,3092200,1835900,0,6838500,0,0,0,3439300,10207000,0,0,0,11706000,0,0,5776600,4974400,0,0,7671100,18007000,9667100,2757800,3183700,9887500,13487000,3125000,31124000,2166100,0,15813000,16881000,3106200,6140300,1687100,815680,8407700,12768000,5011300,4195700,1472400,1649500,3998700,2986900,0,15521000,499690
Q8WUM4,7594800,19593000,3308600,0,6029200,21463000,12125000,1755600,18969000,4894700,0,11344000,0,52651000,7087300,72580000,0,8013700,0,0,2893000,22312000,6595600,0,5981500,12751000,32233000,8786700,15392000,16617000,0,2750900,9658300,0,38236000,33942000,7696100,8948300,37003000,44439000,14411000,26055000,45068000,49327000,23571000,75596000,6698000,4960400,32673000,15754000,8765200,3453300,20157000,0,49036000,18480000,11810000,22350000,0,0,10367000,25832000,0,22527000,5910600
Q8WUP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7210100,0,4936600,0,0,0,0,0,8796000,0,0,0,0,0,7110900,0,0,0,0,0,9565600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8WVJ2,28415000,37105000,0,0,0,14187000,14615000,0,0,0,0,9290800,0,0,0,66910000,0,11514000,0,3793700,11084000,29133000,0,8882800,7740600,0,24618000,0,0,0,0,8799200,9682800,14708000,35364000,0,9934400,38148000,13535000,32250000,0,17210000,15792000,8079800,20040000,20229000,19590000,1955100,38003000,0,0,0,10468000,1875800,12062000,0,0,0,0,0,0,14470000,0,4369700,7644400
Q8WVM8,19644000,3504600,7039100,0,10897000,0,0,1397500,12305000,0,0,2877600,0,10722000,0,7699200,0,3529600,3562900,1809900,2282900,9331400,8974600,3234500,0,5834400,8812300,2069700,0,11703000,6259500,6416300,5221600,0,0,20786000,0,4645400,8127900,0,0,11091000,4268800,15349000,0,5863400,0,2904200,17831000,0,3105300,0,5843400,5832400,8048300,18833000,0,0,0,8950000,9986600,9507300,0,0,0
Q8WVT3,12529000,0,3571100,0,10756000,5765700,6080700,2481400,9789500,8232200,640610,1333600,0,8205800,0,6771700,0,2111300,565120,0,896960,0,0,0,0,0,9773200,624780,1718500,4377700,0,6982300,0,3056700,0,0,0,3591300,6508400,2736800,0,3431000,3714300,0,4644400,14176000,3456100,2293900,0,4681300,0,2939300,0,1060000,0,0,0,4687700,1246400,1414900,8284600,0,0,0,3081600
Q8WVV4,14204000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007500,6192400,14547000,0,5362700,0,0,0,0,0,1721800,9693800,0,0,0,0,530470,0,0,0,7512300,0,0,0,1968700,0,0,0
Q8WW12,66243000,43576000,27777000,0,26519000,188250000,0,28124000,0,40075000,1859600,0,0,28390000,0,110060000,0,12270000,6747300,1771900,14026000,11223000,0,0,0,0,0,3413100,0,0,0,13425000,0,0,31129000,2021100,0,50521000,76498000,109330000,0,23422000,1682900,8778200,88114000,77291000,53684000,4072900,58796000,58883000,3651500,22294000,3573500,12777000,24975000,24449000,41596000,69160000,30093000,3187700,63801000,3274800,0,9892600,20637000
Q8WWI1,0,0,3218400,0,0,23540000,8662100,1353100,2571500,0,0,3010500,0,0,3105100,0,0,0,7114100,0,3460600,0,0,0,0,0,0,2864200,0,0,0,8875800,0,0,0,0,3915600,0,0,4835900,0,0,0,0,0,0,0,0,0,3425000,0,0,2703300,0,0,7847600,3286800,24185000,770500,0,0,0,0,0,1940000
Q8WWM7,25805000,14359000,11069000,173500,0,22377000,8355900,12172000,13488000,10751000,0,0,0,16741000,0,30395000,0,9565200,2441900,0,0,4655200,0,12277000,0,18077000,10262000,0,0,0,0,0,0,6344700,14751000,4547900,4562200,20552000,3580500,37095000,0,2634200,5078500,0,16829000,18112000,5164600,0,27403000,39604000,0,6428400,4315700,7963000,11447000,10348000,23818000,32483000,6720200,4217800,20062000,5464000,0,22897000,924300
Q8WWP7,0,0,0,0,0,0,0,0,7528200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6460600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8WWX9,0,0,0,0,3438800,0,2456800,0,0,0,0,2037700,0,0,0,0,0,0,0,0,0,3785000,0,0,0,0,5366900,0,0,0,0,1321600,0,0,0,24793000,0,0,0,0,0,0,0,0,0,0,2838300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8WWY3,1984100,0,0,0,952750,6215200,859660,0,0,1588800,870290,636010,0,1096600,0,0,0,2861800,1189700,658330,0,0,4756000,451040,0,0,3684900,0,1159400,1494300,0,1987900,0,0,0,0,0,3096300,1878100,3340400,0,4626500,3185700,0,1595900,2575300,426590,0,3879200,1629700,1840700,297030,0,0,720880,0,0,0,0,0,0,3898200,0,0,0
Q8WX93,0,9143800,0,0,0,0,0,0,13966000,0,0,0,0,0,0,27928000,0,0,11882000,1453600,0,25242000,0,0,1760000,0,0,3639300,0,0,4042500,9724500,0,0,0,0,0,0,5063800,4954100,0,5054100,0,0,15112000,7028600,4483200,6222800,0,16946000,0,9813900,0,2493100,9647200,0,5265200,0,3697600,0,0,0,0,0,323980
Q8WXA9,5640000,2336200,0,0,2909000,0,0,0,7511100,0,2011600,1341300,0,4464900,0,4529400,0,3380800,2558500,1628900,0,0,0,0,0,7243500,6801400,2418700,4357100,6191500,0,0,0,0,7999100,0,4902400,3438500,4744300,3652000,0,3806100,4414900,4762500,0,5023400,1201000,0,5593800,2910800,8449000,1626500,2157100,0,0,7769100,0,0,1094300,3080700,6012800,0,0,0,0
Q8WXD5,0,5276500,0,0,0,0,0,0,6994000,0,0,0,0,0,0,5316900,0,5763800,0,0,0,9378600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5679200,4605800,4821000,0,0,5729300,0,0,0,3210000,0,7887900,8390300,0,0,0,3148200,8991900,0,0,0,0,4094800,0,0,0,0,967530
Q8WXE0,8121500,0,0,8636400,0,0,0,0,0,0,0,1906300,0,0,0,0,0,3029900,0,0,0,0,0,0,0,0,7746900,0,0,0,0,0,0,2895900,0,0,4018700,2707700,4033400,3631500,0,0,2726800,0,0,10561000,0,0,7677100,0,0,0,0,0,0,0,8660100,7967000,0,0,13342000,4834100,0,20841000,0
Q8WXF1,41921000,12505000,9090400,0,20437000,16462000,23159000,0,15858000,8593300,7176900,5330300,0,14600000,0,54678000,0,12884000,8526300,0,0,17954000,24571000,14678000,0,17907000,21122000,11697000,14109000,17199000,12698000,15864000,6364300,9547700,17426000,7030000,11032000,8868400,14546000,19588000,0,15509000,14344000,6940600,7806400,13091000,0,0,22110000,10299000,28741000,7224600,13564000,2715700,21275000,32522000,0,20034000,3012100,20721000,19694000,15717000,0,22633000,0
Q8WYA6,3969700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8WYL5,0,1582700,1390700,0,0,0,0,0,0,0,0,0,0,0,0,3083400,0,0,2979900,0,0,3689300,0,0,0,0,0,0,0,0,0,0,0,0,3150100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1632400,0,0,0,0,0
Q8WZ42,9563200,5493300,0,0,0,0,25704000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47624000,0,0,0,0,0,0,0,0,16908000,33177000,14601000,7347100,6260000,9404800,12976000,0,3025400,5758300,501170000,17627000,0,0,7280000,3619600,4766900,26890000,215620000,9919900,13932000,6864300,15690000,0,21904000,2182200,0,354600
Q8WZ82,0,1563300,0,0,0,3524400,0,0,16025000,0,0,0,0,0,3836500,4159700,0,0,0,0,0,10232000,7491100,0,0,16557000,7401300,0,0,11652000,7246400,0,0,19212000,5538700,9690500,0,0,1130300,0,0,0,0,4920100,4192300,3882200,0,0,10483000,10401000,0,1261300,0,0,8865000,6386200,2771000,0,0,0,5222200,0,0,15571000,0
Q8WZA9,2592600,0,0,0,0,0,0,0,1236500,0,1140800,0,0,0,0,0,0,2151000,1610100,502760,0,631930,0,0,0,0,0,405950,0,764330,0,3737200,0,0,0,0,0,1436600,1407300,0,0,1189300,3978500,2454000,945360,1472500,688850,648400,7515600,1344900,0,1947300,1073900,1774700,3113100,2029500,0,0,0,0,3975200,0,0,1008300,0
Q92499,250160000,919630,0,5432300,0,0,0,0,0,745470,0,505940,0,0,0,42699000,0,0,0,1037700,0,8058500,1671500,0,0,7904100,2395300,3526300,866770,1277600,0,2590300,0,0,3964400,14654000,5251600,74023000,166970000,344140000,36811000,272410000,1499900,391460000,540680000,403410000,0,1451400,1093400,0,0,466010000,200430000,88572000,656830000,522480000,422090000,507800000,251140000,0,0,0,0,30297000,222160000
Q92506,0,0,1753200,0,7900600,22941000,24959000,0,6523500,0,6080500,8866500,0,19694000,0,33169000,0,12325000,0,0,0,6748300,9916500,0,9053500,0,7033200,6187500,27321000,6116900,16695000,3608700,14277000,3084500,10446000,9360300,26922000,9283000,9909700,14571000,4227000,6810200,9268800,13541000,4239600,20126000,3575500,4498000,12084000,0,7572400,3231800,3154100,1378200,10135000,10364000,2478500,3263600,3463300,0,9905700,22298000,0,20567000,0
Q92520,2343800,0,0,0,0,0,0,0,2158800,0,0,0,0,0,0,6213400,0,0,0,0,0,0,2365400,0,0,0,0,0,2438000,0,0,0,0,0,0,0,5451600,0,0,1025900,0,989850,0,0,0,0,0,0,0,902110,0,332070,0,0,2299800,0,0,0,0,2692500,0,0,0,0,0
Q92522,7499300,10324000,5510100,2142800,11794000,16357000,5976500,11116000,4341800,18574000,2967600,10874000,0,37337000,0,23156000,18941000,13390000,5105000,5132500,5942300,24336000,52396000,1699000,1041400,17791000,18784000,5004300,24872000,41560000,24859000,10146000,0,0,22553000,0,0,5264400,5866900,33599000,22925000,39468000,9721000,5181100,11196000,11596000,3433400,2009300,4750900,4723900,12677000,4033200,12205000,1421600,4113200,11285000,11234000,14107000,16625000,1918700,7955700,0,0,41759000,14760000
Q92530,66203000,72118000,14206000,0,42745000,46420000,39598000,5891700,13116000,12014000,12128000,20256000,0,11749000,16830000,78387000,0,27295000,26342000,10946000,9778100,55026000,11199000,13150000,9022200,25051000,51259000,3636600,27938000,28048000,24891000,37517000,30056000,34705000,27481000,24417000,13208000,33206000,34380000,27428000,7770100,16476000,43739000,29837000,26175000,109020000,20171000,13965000,83088000,24123000,17460000,40577000,12848000,8865700,50361000,21548000,13655000,67087000,17323000,15751000,40195000,35691000,20618000,84473000,10134000
Q92538,23543000,9620800,0,0,0,0,0,0,1737300,0,0,0,0,0,0,12815000,0,0,0,0,0,18998000,14477000,0,0,0,13677000,0,0,0,0,1478700,5217100,0,9442200,0,0,3238900,3184400,1490200,0,1776300,0,0,19104000,0,707400,0,4688700,2762600,0,0,3650700,2794400,26624000,914780,5156600,29154000,1077900,267330,3133000,0,0,23718000,4444300
Q92542,43465000,32473000,6554000,0,0,0,0,0,69901000,0,16710000,0,0,11165000,0,30532000,0,8333700,17205000,5692400,0,65712000,13378000,0,0,0,42200000,15573000,23775000,20950000,29886000,0,0,39278000,11741000,0,27227000,28720000,0,0,4124700,20525000,0,18303000,0,6257300,0,0,38444000,0,12818000,293170,3987700,2205600,49515000,35949000,7007800,28556000,0,31039000,6041300,6957300,0,40955000,0
Q92558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3512800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
