"","Control","Control.1","Control.2","Disease","Disease.1","Disease.2","Disease.3","Disease.4","Disease.5","Disease.6","Disease.7","Disease.8","Disease.9","Disease.10","Disease.11","Disease.12","Disease.13","Disease.14","Disease.15","Disease.16","Disease.17","t_test_p_value"
"Q4G176",-1.1720966,-0.5213857,-1.9136991,-0.5256151,-0.4252075,-0.9882175,-0.5993543,-0.7677225,-0.4990285,-0.2029083,0.3021335,-0.7003405,-0.4474563,-0.5757233,-0.5846805,-0.9048277,-0.3958522,1.0947344,-1.5061135,-0.4404776,-0.8512301,0.405025867833858
"Q4J6C6",-0.5152485,-0.8441432,-0.6584595,-0.5200554,-0.8187653,-0.1375632,-0.5921848,-0.321696,-0.7768286,-0.3586901,-1.3412399,-0.8933204,-1.1875151,-0.7997381,-1.0380495,-0.430465,-0.4012226,1.0947344,-0.4616707,-1.034918,-0.9750167,0.729350400831457
"Q4V328",-0.607330377,-0.510263775,-0.407992757,-0.142579996,-0.798530943,-0.260538428,-0.443344639,-0.000798303,-0.62684588,-0.345392788,-0.680210693,-0.238109311,-0.592455204,-0.512593356,-0.407361506,-0.402987104,-0.17069427,-0.130982391,-0.452833483,-0.595028507,-0.214130822,0.704615816886928
"Q4VC31",-0.009032446,-0.032928595,-0.212708131,-0.42242336,-0.771662056,-0.074301975,-0.442387707,-0.201641422,-0.353310903,0.056977957,-0.309981407,-0.495037136,-0.18050294,-0.01595127,-0.463302125,0.120791733,0.144325534,-0.650747539,-0.023366261,-0.28438365,-0.909148837,0.666174955220777
"Q52LD8",-0.60169488,-0.42913852,-0.05744087,-0.64474066,-0.6956561,-0.44613161,-0.56743025,-0.48001949,-0.46021701,-0.29458997,-0.53724734,-0.20811613,-0.49322463,-0.67788477,-0.48584502,-0.39425076,-0.63786574,1.09473436,-0.86527728,-0.16219815,-0.61011615,0.888658582603091
"Q52LJ0",0.62452558,0.5422456,0.23786774,0.5990454,0.71590542,0.1416523,0.56497211,0.3016191,0.52896815,0.60254428,0.15876417,1.45957472,0.1701423,0.7842559,0.40760669,0.41858715,0.29179431,0.07837203,0.68534702,0.11379811,0.45520901,0.979608226982222
"Q53EL6",-0.554298217,0.106446257,-0.42700913,-1.867803491,-0.057127266,-0.762544159,-0.014570902,-0.573325147,-0.480582514,-0.70256196,-1.778804723,-0.602966752,0.009428482,0.181357095,-0.302605667,0.095636414,0.037450341,1.094734356,0.023292914,-0.895447512,-1.123455551,0.584934081441311
"Q53EL9",-0.44400123,-0.77523929,-0.4320237,0.44848893,0.13520027,-0.31165995,-0.01695699,-0.72279317,-0.47964725,-0.2261203,-0.635499,0.75610611,-0.50899218,-1.14265453,-0.17942661,-0.62558654,0.36886881,-0.68895546,-1.26119746,0.07873918,0.19786301,0.894366433024292
"Q53F19",-1.0771912,-0.9116382,-0.8465031,-0.5092668,-0.3328673,-0.8261085,-0.7700636,-0.8903511,-1.1376484,-0.6129039,-1.1741103,-0.3685469,-0.7964247,-0.7636385,-0.2187144,-0.2631054,-0.3177094,1.0947344,-0.7855563,0.2690996,-0.9777267,0.239542381761768
"Q53FA7",-0.74917436,0.55154613,-0.10498454,0.80207218,0.27387848,-0.21951281,-0.12111187,-0.43499466,0.18061011,0.15292691,0.07342286,0.29077358,0.26893722,-0.2649434,-0.52681547,0.09620384,0.03145523,0.36825467,-0.40230316,-0.86746168,0.16070385,0.216609024022404
"Q53FP2",-0.42052384,-0.06614753,-0.30874745,0.47631941,-0.89528626,-0.09038346,-1.35159303,-0.07272409,-0.44391083,-0.13383078,0.38406867,0.1472636,0.34101912,-0.38768157,-0.73441993,0.08801435,-0.71534905,1.09473436,-0.9120346,0.28263558,-0.33553894,0.409503858288816
"Q53GG5",0.821082042,1.190324966,-0.285084847,0.847811675,0.905667893,-0.039701407,-0.409170787,0.004896425,0.9462944,0.769295145,0.924707574,0.02529163,0.753931004,1.296637094,-0.505189295,1.074773248,-0.887293963,0.221238354,1.118230959,0.487633648,-0.580984052,0.672975618666523
"Q53GQ0",0.26951579,0.37583273,0.42665327,0.04277849,0.19829816,0.34247527,0.37657234,0.52283019,0.6056742,0.15867228,0.29522266,-0.13213904,0.53167276,0.53099756,-0.05384941,-0.29922485,0.11169363,-0.05131356,0.26312944,0.1262434,0.0959162,0.645688653890469
"Q53GS9",-0.595994113,-0.212455441,-0.584260364,-0.6221649,-0.876801163,-0.482622052,-0.31847667,-0.674513563,-0.264915868,-0.165314377,-0.786648779,-0.096718338,-1.434000277,0.162526511,-0.009078965,-0.318209428,-0.369985102,1.094734356,-0.183160032,-0.601098812,-0.243747679,0.452749538905264
"Q53GT1",-1.48868772,-0.87062726,-1.42707967,-0.62651877,-1.03149699,-0.90850676,-1.0140844,-0.55233696,-0.83524192,-0.17711419,-0.64939326,-1.04688308,-0.99154178,-0.60036268,-0.32831227,0.1410398,0.09415302,1.09473436,-1.23255129,-0.83630194,-0.8770823,0.226974925293717
"Q53H12",0.35218519,0.33421117,0.47600996,-0.05598852,-0.08251384,0.21417274,0.19741045,0.34277246,0.086088,0.19253666,0.15331327,-0.63219817,0.2564858,0.11845866,0.44807688,-0.05219137,-0.51900035,-0.08393516,0.18138501,-1.47686861,-0.10886419,0.196840983868061
"Q53H96",-1.92848397,-0.96748149,-0.474960906,-1.212274323,-0.54453056,-0.879791217,-0.559506449,-0.773275382,-0.775171603,-0.341048819,0.094996315,-0.162248228,0.370091805,-0.637090377,-0.210848449,-0.309524012,0.00030787,1.094734356,-1.669410725,0.167428953,-0.386938291,0.0967932694271129
"Q53HC9",-0.57423106,-1.23954331,-0.52543009,-0.38280242,-0.52933753,-0.46150433,-0.53716356,-0.29531828,-0.63644293,-0.75920113,0.05105952,-0.11901751,-0.25544005,-0.36618362,-0.51826426,0.148767,0.16059014,1.09473436,-0.5901568,0.13346691,-0.74585442,0.210260796995809
"Q53T59",-1.25484218,-0.93034858,-0.94619123,-1.15671752,-1.08785149,-0.73403561,-1.00293846,-1.01108426,-0.33495011,-0.57840308,0.12922124,-0.87676218,-0.50401426,-0.29665486,-0.59592529,-0.01876391,-0.14972081,-0.63936299,-1.0742461,0.13534276,-1.12157527,0.00482337341267206
"Q562R1",-0.9679878,-0.3930116,1.8366049,-0.2335296,1.1815113,2.2937383,1.1561561,2.2522528,-0.9641948,0.9304467,1.1711073,2.3823253,-0.4831732,-1.0213085,1.0451516,1.5453631,1.0984148,0.2044276,-0.4820677,0.8655799,2.0180062,0.574272800138522
"Q56VL3",-0.187232695,-0.002343697,-0.358834074,-0.035218438,-0.038579846,-0.231386883,-0.261249597,0.07278287,-0.200202056,0.148286871,-0.199969724,-0.063325492,-0.269061719,-0.327819016,-0.24721622,-0.837531192,-0.637408533,1.094734356,-0.890911972,0.258300128,-0.960626312,0.643398192335653
"Q58FF8",0.0469106,0.76368699,-0.20943617,0.51410853,0.59819573,0.03852803,0.77615943,-0.19802649,-0.11966571,0.61284669,0.90868413,0.60494777,0.70850594,0.86124136,0.67554352,0.57790959,0.35298785,-0.41282678,0.58549843,0.48106797,0.90643243,0.744720393104657
"Q59GN2",-0.1998017,0.01959632,-0.60330069,-0.25792221,-0.57943333,-1.16601928,-0.13146353,-0.62870199,-0.17876903,0.22861062,-0.08870871,-0.51445128,-0.4503947,-0.01338259,0.12344198,0.1229122,-0.17184304,0.09671082,-0.45651438,-0.19204482,-0.41173646,0.922769753593031
"Q5BJF2",-0.65058975,-0.27479191,-0.56611311,0.10310218,-0.12265066,-0.86805729,-0.39500826,-1.13018095,-0.22968179,-0.31996301,-0.87318502,-0.50278163,-1.20430657,-0.86699118,-0.45058928,-0.08676781,-0.03733418,1.09473436,-1.37810571,-0.45952908,-1.0416548,0.307752714989559
"Q5BKZ1",-0.48628866,-0.04147721,-0.53244532,-0.36540204,0.02878536,-0.72142014,-0.30234986,-0.51082959,-0.0700938,0.1254607,0.71684195,-0.13735134,0.24327236,-0.30662603,0.26345228,0.28372285,-0.15433006,-0.27296473,-0.39803907,0.80229324,-1.22301081,0.296447040643787
"Q5EBL8",-0.9133841,-1.4753193,-1.0572203,-1.4271872,-0.9904345,-1.2589973,-1.805485,-1.6249272,-1.1489285,-0.6005394,-1.0954197,-0.8150771,-0.6040769,-1.1968332,-0.4898876,-0.5099677,-0.5444556,1.0947344,-1.5113384,-1.6723934,-1.3033986,0.106664433303124
"Q5GH72",-0.503792,-0.6903688,-0.6184252,-0.5566177,-0.7839271,-0.373141,-0.71269,-0.8580432,-0.9020356,-0.4464917,0.5246634,-1.0715308,-0.6209868,-0.5713177,-0.5066889,-0.2892357,-0.1960171,1.0947344,-0.4111366,-0.747509,-0.6906057,0.207087452195727
"Q5GLZ8",-0.76150869,-0.58628062,-0.33194136,-0.98806798,-0.39715213,-0.12958903,-0.63842162,-0.31059442,-0.52712834,-0.64883612,-0.51395624,0.16614079,-0.28735579,-0.08397571,-0.61937935,0.01994922,-0.10768403,1.09473436,-1.79396254,-0.37477784,-0.60298273,0.26893910227499
"Q5H9L2",-0.34136664,0.10598869,0.27719844,-0.17433775,-0.59943542,0.2052075,-0.15892871,0.28567731,-0.77069516,-0.07081103,-0.8641381,0.74745367,0.09881051,0.04065155,-0.04585935,0.15873498,0.16061212,1.09473436,0.07910372,-0.07000362,0.16914812,0.817033061180465
"Q5H9R7",-0.4443508,-0.84283333,-0.28406514,-0.32035718,-0.32585106,-0.49785482,-0.24996406,-0.16826282,-0.58294102,-0.45267112,-0.08897867,-0.27546423,0.09060889,-0.1853175,-0.61246193,-0.03070537,-0.24569703,-0.59500137,-1.05984284,-0.00796629,-0.14974147,0.470250372633495
"Q5J8M3",-1.0850718,-0.9008253,-0.5353759,-0.4347383,-0.4890662,-0.5592497,-0.7866536,-0.4880953,-0.7548532,-0.3574658,-0.6712464,-0.4651719,-0.5874584,-0.6719015,-0.4075068,-0.2377273,-0.3187482,-0.1777525,-1.1476449,-0.4853622,-0.7167845,0.659337544818539
"Q5JRX3",-0.0442,-0.404,-0.712,-1.42,-0.448,-0.681,-0.3,-0.626,0.19,-0.122,-0.196,-0.366,-0.0885,-0.707,0.309,4.99e-10,-1.78,-0.211,0.184,-0.548,-0.572,0.234707052812209
"Q5JSH3",-0.49154796,-0.35535844,-0.18890143,0.0725196,-0.06958644,-0.08559149,-0.34141975,0.11934589,-0.11979969,-0.51190809,-0.99159462,0.08642937,-0.82583231,-0.2496156,-0.88329784,-0.70199619,-0.7487477,1.09473436,-0.7869517,-0.41655212,-0.40140408,0.324012259028927
"Q5JTV8",-0.143772285,0.409431804,-0.074602759,0.154095392,0.081540161,-0.352522925,-0.48199902,-0.703939789,-0.036058549,-0.180930131,-0.002986422,0.13404955,0.008828154,0.28989535,0.231442361,0.30588014,0.011124856,0.163024132,-0.042554504,-0.294701436,0.37887973,0.305074637373778
"Q5JTZ9",-0.407150367,-0.139856338,0.151761378,-0.460071599,-0.011290619,-1.421403271,-0.001939285,-1.090464736,-0.677250743,-0.60446678,0.015057072,-0.915684174,-0.518021576,-0.526881584,-0.487557434,-0.399067525,-0.191861181,-0.200685986,-0.461296836,0.23467743,-0.787602695,0.197762018557188
"Q5JWF2",0.7704621,0.6288429,1.1674911,0.8809719,0.6285072,0.962567,0.6815614,1.0051021,0.8196934,0.8207147,0.8937451,0.9585189,1.1041256,0.95057,0.740023,0.892586,0.8653899,-0.232961,0.8747137,0.5651618,0.7821215,0.569763366694777
"Q5MNZ6",-0.59217603,-0.87396176,-0.33562712,-0.53707026,-1.18798821,-1.00197805,-0.65577209,-1.17115358,-0.86766889,-0.53613702,-0.94259368,-0.36717972,-0.55832466,-1.09756439,-1.2810499,-0.19087889,-0.74799907,1.09473436,-0.79203917,-0.09725526,-0.50122744,0.78684613165712
"Q5R3I4",-0.38240349,-0.81950677,-1.90256263,-0.69248525,-0.21197175,-0.47196808,-1.3323211,-0.84595573,-0.81793298,-0.12467642,0.13390927,-0.90170192,-1.06800217,-0.70012575,-1.15238144,-0.70445171,-0.54603937,1.09473436,-1.124425,-1.64637906,-0.02822122,0.304418891213258
"Q5RI15",-1.38006199,-0.51649118,-0.43330842,-1.11577283,-0.8382365,-0.35539809,-0.72042281,-0.61651547,-0.65376201,-0.40623285,-0.5423924,-0.34574417,-1.07998176,-0.65188344,-0.60390409,-0.09823187,-0.06228733,1.09473436,-0.35050823,-0.75607324,-0.43642897,0.371458300386665
"Q5SNT2",-0.81776861,-0.70162854,-0.5376843,-0.29227303,-0.22307267,-0.29887121,-0.64746026,-0.43797893,-0.51829439,-0.62186606,-0.11873485,-0.11375415,0.05775697,-0.89236286,-0.1306514,-0.01055343,-1.6757762,-0.59500137,-1.2099175,0.19627412,-0.18251365,0.671038609880334
"Q5SQI0",0.37538149,0.37520424,-0.62896536,-0.15700744,-0.67042007,-0.51471002,-0.06912691,-0.76670061,0.26712088,0.28891038,0.19701725,-0.25768742,-0.53312847,0.59708135,0.34571594,0.27458855,-0.11227432,-0.80186808,0.43450658,-0.19497381,0.41765807,0.83291402375145
"Q5SSJ5",0.9692732,1.1443954,0.3357853,0.6765065,1.069464,0.618069,0.8747212,0.5811212,0.7534308,1.1204202,0.6362862,0.7563555,0.4426351,0.9763901,1.3456102,1.7066089,1.2108611,0.5247656,0.8705096,0.6855827,0.7264682,0.578311358375333
"Q5SW79",0.60264833,0.63150813,0.21177941,0.8815029,0.15340378,0.42199919,0.67952077,0.16366257,0.68186262,-0.1591465,0.05240974,0.7993001,-0.32552968,0.58051667,-0.28161373,0.39232537,0.23762511,0.13778501,0.35961158,-0.65029326,0.45153134,0.197241361565357
"Q5SYC1",-0.24459377,-0.07298155,-0.12834058,-0.82000827,-0.51383841,0.32844047,-0.28891969,0.14123089,-0.87580553,-0.06307467,-0.16772458,-0.73020996,-0.63373272,-0.51405096,-1.33182232,-0.14051444,-0.08163353,-0.93315106,-0.138461,0.191257,-1.1680313,0.819145857366092
"Q5T013",-0.35639006,-0.7473732,-0.79469195,-1.23046291,-0.17882054,-0.77448496,-0.98109403,-0.73232994,-1.57210895,-0.4729223,0.06084096,-0.87765249,-0.5825344,-0.94452767,-0.59437892,-0.39538189,-0.28152255,1.09473436,-0.45119937,-1.13684117,-0.25045748,0.108141135385664
"Q5T0N5",-0.13601238,0.40014656,-0.19398856,0.40935688,-1.0340888,-0.15013855,0.0291073,-0.94313648,-0.51789047,0.19427668,-0.20985101,-0.16713036,0.29842672,-0.17897158,-0.54025404,0.07401862,0.07907229,0.19131909,0.2791338,0.75102194,0.20506857,0.268702421505102
"Q5T440",-0.91900225,-0.72899284,-0.20802578,-1.61081495,-0.412996,0.09830291,-1.21572108,-0.05635037,-0.62284827,0.14034972,-0.46029514,-0.44864979,-0.49306196,-0.095002,-0.40944988,-0.58679226,-0.56474461,-0.36684246,-0.74232802,0.16242011,-1.27061776,0.416592222798379
"Q5T4S7",0.01743935,0.065274012,-0.121387945,0.050847232,0.001825837,-0.065271329,0.184968718,-0.071618542,0.071456053,-0.680029519,0.014621887,-0.081294025,-0.313550763,0.368104484,-0.36719043,-0.174787525,-0.017995457,-0.512358644,0.25702425,-0.341191629,-0.280094002,0.228643101375416
"Q5T5C0",-0.42962866,-0.52444678,-0.24063588,-0.77776213,-1.18607599,0.03449242,-1.00446804,-0.01474239,-0.37766681,-0.23212977,-0.698817,-0.46399326,-0.30735586,0.30774911,-0.12461224,0.04150799,0.10788847,1.09473436,-0.84820313,-0.11318334,-0.37401598,0.235626553410619
"Q5T5Y3",-1.20230219,-1.3647779,-0.54996519,-0.34952479,-1.06156881,-0.89248811,-0.74627718,-0.91330714,-0.81817663,-0.55163154,-0.65454183,-1.07226059,-0.34154129,-0.93658682,-0.3918352,-0.4130752,-0.37668575,-0.04424673,-0.58935299,0.04780145,-1.23698683,0.765339628118208
"Q5T6V5",-0.78594398,-0.04766311,-1.61680983,-0.18598813,-0.2798722,-0.57723671,-1.2412641,-1.55826483,-0.36875497,-0.47652393,-0.14725802,-0.29497631,-0.32874847,-0.19677728,0.31678354,-0.01833419,-0.30183951,1.09473436,-0.47160915,-1.4111913,-0.02464189,0.677069773396705
"Q5T8P6",-1.14618802,-0.14218082,-0.98799801,-0.21191242,0.30776007,0.04243855,-0.67827779,-0.50089315,-0.47903992,-0.29625356,-1.10813782,0.07107603,0.11658336,-0.1378708,-0.56152247,-0.25355424,-0.31919373,1.09473436,-0.21099444,0.77273808,-0.22528092,0.380079604365856
"Q5TDH0",-0.83418605,-0.81892182,-0.50427791,-0.40407731,-0.03927398,-0.30378512,-0.87040576,-0.35769112,-0.62210959,-0.46855062,-0.17766835,-0.30391739,-0.59500207,-1.01157645,-0.47487695,-0.29133546,0.13653343,-0.56144116,-0.95714463,-0.89985457,-0.3122397,0.542195133164549
"Q5TEC6",1.4379564,1.2016543,1.1971697,0.6653998,1.1869636,1.0807494,1.099179,1.257306,1.094902,1.4392445,0.6369736,1.0051213,1.2925957,1.4283463,1.6988127,1.9621923,1.7394929,0.2050206,1.2242008,1.1760761,0.7367565,0.458967419194225
"Q5TF21",0.33719098,0.25493034,0.16855173,0.06727557,-0.05752859,0.26581679,0.01654631,0.3416528,-0.35361498,-0.32903105,-0.36643346,0.25336766,-0.1337536,-0.29598666,-1.09146394,-0.3698308,-0.02191247,-0.06029882,0.28047248,0.0633659,-0.39993881,0.0113476565576864
"Q5TFE4",-0.350803,-0.721587,-0.6999704,-0.7720985,-0.3419058,-0.6735126,-0.8192705,-1.3153132,-1.0562737,-0.464759,-0.8581132,-0.297375,-0.1102657,-0.6161808,-0.6695172,-0.2469114,0.2815009,1.0947344,-0.9956205,-0.222104,-1.1560066,0.122646584855898
"Q5TGY3",-1.3901816,-0.5177612,-0.6785678,-0.4991617,-1.1268962,-0.8018286,-0.9379933,-0.8473255,-0.8783726,-0.3725984,-0.5017261,-0.9733103,-0.6154602,-0.2720586,-1.0557229,-0.4464452,-0.947901,1.0947344,-0.7024205,-1.383022,-0.2572268,0.571392175413339
"Q5TZA2",0.19215492,0.6952182,0.76847779,0.74608255,0.01862086,0.39641972,0.19122572,-0.22631608,0.10824239,0.56981333,0.03573296,0.18110865,0.37207433,0.26545727,0.45206631,0.68143225,0.50546103,-0.34582834,0.39504479,0.10997297,-0.22115292,1.18696470279203e-06
"Q5VT52",-0.25927264,-0.06742531,-0.13454413,-0.60476658,-0.30780433,-0.11739728,-0.75890497,-0.12833077,-0.76559697,-0.10674946,-1.35185861,-0.16506341,-0.47703376,-1.03512367,-0.14084107,-0.79418057,-0.13110159,1.09473436,-0.32953503,-0.11752748,0.08681624,0.79949905136986
"Q5VTL8",-0.8971416,-0.9591958,-0.5068411,-0.5968724,-1.1641635,-0.5964838,-0.5738809,-1.1112848,-0.7929061,-0.9938625,-1.1546773,-0.5772062,-0.7113037,-1.3472511,-0.1503479,-0.8069082,-0.3033178,1.0947344,-0.948177,-0.8057941,-0.6358895,0.97392935355139
"Q5VTR2",-0.42673035,-0.24003282,0.29896249,0.16570857,-1.12190927,0.33589941,0.13243698,0.01643408,-0.05480027,0.0315601,-0.36738242,0.3815553,-0.2696439,0.10603187,-0.21270537,-0.12643076,-1.29673118,1.09473436,-0.25481622,0.51209855,-0.59431469,0.447164137717405
"Q5VTU8",-0.48901638,0.02953588,-0.05596356,-0.65128705,-1.12663957,-0.49265018,-0.69298429,-0.01402549,-1.11712784,-0.07719977,-0.18963562,-0.78669501,-0.26654899,-0.40999894,0.17720391,0.55462338,-0.3335329,-0.09672506,-0.60171385,0.19696365,-0.92055502,0.605031921204674
"Q5VU43",-0.5738492,-0.3285998,-0.1948553,-0.5127253,-0.4166753,-0.4040741,-0.6167661,-0.4058751,-0.5446977,-0.1713546,0.0901734,-0.6814194,-0.432561,-0.4860026,-0.4708867,-0.2339803,-0.3640669,1.0947344,-0.6339253,0.2309596,-0.4821273,0.700110658245075
"Q5VW32",-0.168894159,0.003771394,0.116526368,-0.307213384,-0.114996856,0.200257739,-0.427084071,-0.207243795,0.089308165,-0.352011111,-0.087346734,-0.961135612,-0.30642009,0.092142328,-0.239264975,-0.021202164,0.100136226,1.094734356,-0.143825675,-0.473515646,0.060995012,0.826199190564069
"Q5VWZ2",-0.276845,-0.5611799,-0.3288266,-1.1718406,-0.8224665,-0.9425528,-0.7988218,-0.607335,-0.7062253,-0.1533227,-0.6921694,-0.984211,0.2515039,-0.3404834,-0.1891027,-0.4236847,-0.1435149,1.0947344,-0.4760716,-1.0830635,-0.623998,0.458749584688051
"Q5VYK3",-0.15954734,0.05769315,0.26592522,-0.17103146,0.12529986,0.51841185,0.36776008,-0.21622716,0.11457654,0.06735032,0.39537748,-0.42768727,0.75340883,0.43563253,-0.53246658,-1.0359589,0.50261018,0.18556389,-0.54710636,0.9879479,-0.10115653,0.817229024541708
"Q5VZK9",-0.3608073,0.1622235,-0.9542601,-0.5891036,-0.1330347,-0.4254008,-0.7942065,-0.7320679,-0.1978529,-0.2775389,-0.2799288,-0.7371095,-0.5117426,-0.3706927,-1.2830825,-0.602235,-0.1623871,-0.9331511,-0.1903636,-0.2450098,-0.6682629,0.910920468252975
"Q5XKP0",-0.32669261,0.01069841,-0.04713802,-0.9998586,-0.91668317,-0.0935796,-0.66334184,-0.22129427,-0.5063129,-0.11989042,0.0540268,-0.49984427,-0.88718998,-0.54728181,-1.60026205,-0.36165965,-0.13403794,1.09473436,-1.38089197,-0.42383234,-0.61629451,0.770768301371368
"Q63ZY3",-2.22048738,-0.23185885,-0.04179838,-0.39475068,0.1713966,-0.1536001,-1.37391949,-0.02179483,0.19640557,-0.22716006,-0.01702646,-0.0365922,0.11228572,-0.28861346,-0.79545014,0.1907845,0.3803898,-0.48770434,-0.64750271,0.0849635,-1.27946686,0.885317058828149
"Q66K14",-0.629433,-0.6674548,-0.842337,-1.5814628,-0.8321058,-0.5096843,-0.9828852,-0.8357668,-1.2223659,-0.2524394,0.1292215,-0.8637215,-0.6354732,-1.351143,-0.3325771,-0.6825204,-0.3801801,-0.4377063,-0.4607739,-1.1444909,-0.3951948,0.313599940271277
"Q66K74",-0.2924171,0.3822153,1.84981629,1.18222767,0.58274295,1.44594837,1.25008171,1.41896415,1.16374783,0.18376339,0.04995805,1.6315612,1.02778994,1.32260385,-0.07103234,-0.04855056,-0.21943386,-0.46745947,0.14696645,-0.43040579,0.6221022,0.308316675437942
"Q68CP9",-0.7997075,-0.56426795,-0.4243707,-0.49775531,-0.73862969,-0.45229378,-0.54500515,-0.56416078,-0.26136032,-0.40237364,1.02826542,-0.33537794,-0.14341877,-0.54359645,-0.11609363,0.25655488,0.01263537,-0.39948201,-1.18226782,-0.28709941,-0.58129777,0.139808284912002
"Q68EM7",-1.47538212,-0.41824347,-0.48243088,-0.26130023,-0.19513763,-0.94401603,-0.06029534,-0.88412368,-0.44904248,-0.54616641,-1.03035167,-0.53749453,-0.32138425,-0.33004347,-0.58799716,-0.20117477,-1.52961856,1.09473436,-0.85516345,0.10055808,-0.4187395,0.673220563342025
"Q69YN2",-0.43274166,-0.63430696,-0.64807996,-0.54968128,-0.95752809,-0.49467566,-0.75245431,-1.02608188,-0.70507637,-0.13694355,0.03533356,-0.61533155,-0.73055608,-0.20357464,-0.19981223,-0.41125062,-0.35911876,1.09473436,-0.32414181,-0.74569236,-0.74543147,0.15688323297513
"Q6DD88",-0.618511033,-0.369492464,-0.655090575,-0.080759396,-0.255502278,-1.77450346,-0.909692616,-0.548604861,0.122414429,-0.591629162,-0.169946369,-0.545281879,-0.092646106,0.006180829,-0.456880891,-0.343990534,-0.551918193,1.094734356,-0.631522669,-0.604891711,-0.429647704,0.913048967454308
"Q6DKJ4",-1.06710495,-0.77071271,-0.56276442,0.62816077,-0.15248485,-1.3279678,0.02470009,-1.45498145,-0.050067,0.1050958,-0.88149024,0.27250624,-0.41067777,-0.45384619,-0.20224452,-0.55361421,-0.21661655,1.09473436,-0.68355749,-0.9249997,-0.7123027,0.771700240867749
"Q6DN90",-0.92539038,-0.75713489,0.09167495,-1.62333324,-0.51220344,0.28813101,-0.66543052,0.21146112,-1.4265688,0.12391375,-0.62459647,-1.56570171,-0.91484046,-0.59745326,-0.33414181,0.29260456,-0.4375529,-0.14142403,-0.73948668,-0.18999064,-0.6450861,0.611213628255186
"Q6EEV4",-0.622936,-0.6260378,-1.0201121,-0.6828534,-0.7546699,-0.7351622,-0.5406522,-1.1336248,-1.5373017,-0.4449976,-0.5137384,-0.7233529,-0.921408,-0.766237,-0.7618709,-0.6322048,0.1079654,1.0947344,-0.748878,-0.7679481,-0.8976343,0.43875922868752
