"","Control","Control.1","Control.2","Disease","Disease.1","Disease.2","Disease.3","Disease.4","Disease.5","Disease.6","Disease.7","Disease.8","Disease.9","Disease.10","Disease.11","Disease.12","Disease.13","Disease.14","Disease.15","Disease.16","Disease.17","t_test_p_value"
"P22307",0.123,0.283,-0.0133,0.776,0.493,-0.0454,0.616,0.505,0.571,-0.0331,0.225,-0.158,-0.606,-0.221,0.235,-0.358,5.73e-06,0.202,0.123,0.409,0.284,0.451442478890336
"P22314",1.9614396,1.4520275,1.6631842,1.8464577,1.814734,1.6600881,1.5907957,1.6488055,1.8503184,1.9763867,1.8790843,2.0941903,1.9701876,1.8436956,1.7328814,1.8860473,1.8858593,0.9989482,1.7126463,1.4558151,2.0159362,0.44686545420711
"P22352",-0.998402,-1.3571356,-0.7139334,-0.6160101,0.1491261,-0.6527262,-1.3084243,0.5170909,-1.496668,-0.5726811,-0.5006599,-0.5606358,-0.0514534,-1.21301,-1.6789983,-0.4931842,-0.6192234,1.0947344,-0.8805955,0.2546649,-0.824097,0.257303443347389
"P22392",0.9792046,0.6387842,1.0103651,1.2625579,1.3899962,0.559722,0.9546462,0.6525956,1.2249193,0.7521129,1.6666229,1.2144011,0.9362247,0.7651555,0.9642833,0.908436,0.7221205,0.2913586,0.628509,0.4527932,1.047042,0.714636183860748
"P22570",0.09912951,0.34377236,-0.09357847,-0.07625864,-0.62217921,-0.03929147,0.05300508,-0.23243768,0.15394241,-0.63880759,-0.11511285,0.30122167,-0.1115178,0.2909472,-0.36449259,-0.40271873,0.01071496,-0.20076575,0.10056916,-0.28883436,-0.24452517,0.303545666472376
"P22626",2.047999,2.334858,1.847813,2.242622,2.274313,1.937685,2.227822,1.844592,2.272842,2.085674,2.024855,2.285582,1.955636,2.121348,2.250208,2.191977,2.038879,1.634961,2.106912,1.924556,2.268293,0.745960131878814
"P22676",0.45460829,-0.3971581,1.1702872,-0.39559855,-0.03330521,1.13462144,-0.67930119,1.19771408,0.08746209,0.2902328,-0.29338974,0.17553018,0.1992818,-0.13998181,0.89221557,0.9996442,0.58584424,-0.54409392,0.92815899,-0.54029205,1.38489184,0.736791528901744
"P22680",-0.2242101,-0.6100212,-0.5024745,0.1273254,0.7662169,-0.2334943,-0.3855852,-0.8262964,-0.3337971,-0.2370117,0.6762326,0.4578326,0.4707188,-0.5922383,-0.2738743,-0.3912743,-0.2145554,1.0947344,-0.8010721,0.7996961,-0.6962122,0.356506408626905
"P22694",-0.25268737,0.34051177,0.6090603,0.53540763,0.29854838,0.51095315,0.22627134,0.30582354,0.23771002,0.23691006,0.06851462,0.8067559,-0.01112455,0.03829322,0.46483849,0.69838552,0.04161123,-0.76531694,0.11519583,-1.31238287,0.76318779,0.0435767141295113
"P22695",1.1683572,1.0212887,1.6315751,0.8581205,1.1578559,1.7006884,1.1161763,1.6279726,1.1157661,1.0654293,1.0426538,0.9894775,0.8612057,1.0777939,1.1080815,1.0179891,0.9943118,0.1854805,1.156508,1.1082003,0.8995302,0.723488154446679
"P22748",0.4641619,-0.8188324,0.2835946,0.6852234,-0.1960722,0.8303951,0.5434887,0.4687887,-1.2969204,-1.0297858,-0.4909177,0.7740357,-0.393633,-0.1339993,-0.0695761,1.6259887,0.5421022,-0.2531248,0.2674457,0.9672373,1.6658844,0.747101659678244
"P22830",0.02651972,-0.153607,0.21660176,0.05465694,-0.10590621,0.13279567,-0.65041973,0.17832793,-0.25635845,-0.01778389,-0.09442825,-0.41995803,-0.05979891,-0.17851184,-0.17546536,0.01377462,-0.05299459,1.09473436,-0.04293469,0.10912999,-0.13346294,0.594059733856474
"P23083",-1.02222407,-1.01770915,-0.84374504,-0.62856618,-0.53813452,-0.79758045,-0.55338768,0.18338665,-0.55262954,-0.56908571,0.32957429,0.01060559,-0.45680534,-0.3296967,-0.59287041,-0.6704088,-1.44194012,-0.19096385,-0.98004709,0.61506626,-0.98955411,0.0486418861926528
"P23141",-0.9779417,-0.98113708,-0.58278737,0.10083448,-0.63161218,-0.40246364,0.01488186,-0.51735008,-0.70555364,-0.807754,-0.06018719,-0.11722355,0.06369056,-0.44258232,0.72779669,-0.21919323,-0.20891042,0.59549265,-1.23735998,-0.68507689,-1.5417074,0.743711682878119
"P23142",-0.30266712,1.24497162,0.26975779,0.99586035,1.36334664,0.55899931,0.74539898,0.06628247,0.39060716,0.38785867,1.33284183,0.76455763,1.21530366,0.41666892,-0.05733523,0.50633248,-0.56912664,-0.11019834,-0.33209964,1.22107969,0.41813695,0.362440868399986
"P23193",0.379828596,0.329834112,0.238373338,0.304820351,0.397858423,-0.07052303,0.464770984,-0.611440116,0.010573776,-0.373675249,0.794499743,0.245146227,-0.008594191,0.300698751,0.453106456,0.406964687,0.014775008,-0.401768475,0.443440735,-0.332131729,0.656296606,0.156551962570687
"P23246",1.5122363,1.7617949,1.7735251,1.5789526,1.6058876,1.4563401,1.4444019,1.0754432,1.7700161,1.7762466,1.6435892,1.7277541,1.1555666,1.5122602,1.7431952,1.7353249,1.3593211,0.9221814,1.6178844,1.0415895,1.743825,0.0496923453961265
"P23258",0.12443682,0.22730716,0.13392785,-0.02502321,-0.19965005,0.0249918,-0.20452285,-1.22161749,-0.02463519,0.21155113,-0.69077944,-0.58121951,-0.42779901,0.28682708,-0.36938017,0.17378996,-0.03580437,0.1693554,0.15910145,-0.42852487,0.17348359,0.0386750736733823
"P23284",1.1816466,1.216699,0.9035612,1.4345178,1.4194048,1.2018854,1.1986369,1.1426065,1.569009,1.4493169,1.2726084,1.4506838,1.4114623,1.4293824,1.3373802,1.3965122,1.4009641,0.6161174,1.1658504,1.4195052,1.1874303,0.545911233176857
"P23297",0.37386015,-0.15226714,-0.3631643,0.04917186,0.03753021,-0.20653721,-0.09359534,-0.59430648,-0.02207733,-0.21613819,-0.06520851,-0.0441751,0.71350422,-0.03280498,-0.26985477,-0.04491317,-0.21209261,-0.21080141,0.15833641,-1.32737203,0.03140258,0.929384896497526
"P23368",0.7411419,0.6600454,0.6860445,0.269747,-0.5117539,0.4623898,0.6343875,0.3028295,0.6756138,1.0977283,0.2750974,0.2361921,0.1177858,0.8067621,0.2160936,0.325798,0.7094618,0.1553499,0.3974315,-0.1506222,0.1173969,0.29805932485324
"P23381",-0.16060692,0.28127805,0.4178154,-0.10230031,0.5806531,-0.08163133,0.83606584,0.40263066,0.54169349,0.17339438,0.40794849,0.09947514,0.55210421,0.49130187,0.25217043,-0.13337241,0.42758135,-0.30493604,0.04263676,0.08488959,0.33224407,0.681698905593008
"P23396",0.9392841,1.0940624,0.9687278,0.8308807,0.9986993,0.8188845,1.0719347,0.8000434,1.1803249,1.341712,0.8712285,0.9318972,0.8609419,1.1808989,1.0895101,0.9655896,1.1816691,0.3410078,0.9088529,0.518876,0.7044557,0.718663583694596
"P23434",-0.20612872,0.10365251,0.56778502,-0.50315757,0.10386034,0.26929006,0.02010591,0.08972126,0.08504412,-0.62962134,-0.04673042,-0.05801315,-0.83736879,0.30536252,-0.28467016,-0.28008116,0.03042516,0.09210659,0.06991084,-0.06685953,-0.35643223,0.691592626537384
"P23468",-0.40546616,-0.3742585,-0.03155729,-0.81271748,-0.11735894,-0.3793804,-0.33216399,0.02653287,-1.21655048,-0.80213646,-0.5347661,-0.34208267,-0.23584909,-1.213914,-0.34906969,-0.21786036,-1.50187274,1.09473436,-0.30486273,-1.15361982,-0.16840443,0.863006090526492
"P23471",0.55141706,0.19667592,1.53091871,0.04465946,-0.31575767,1.16852837,0.84310247,1.2506397,-0.93198667,-0.48189146,-1.17425416,0.23062787,-0.2670427,-0.54445396,0.41360253,-0.26398699,0.22103923,-0.13568879,0.24940346,-0.53359533,-0.68565975,0.30183701640935
"P23508",-0.92960558,-0.86611491,-0.45397834,-2.18563561,-0.62096567,-0.12406114,-0.6304497,-0.27623706,-1.11943126,1.11072772,-1.36812635,-0.06241059,-0.83075336,-0.79408017,-0.60058404,0.12788586,-0.19163524,-0.22987926,-0.69308936,-0.89137455,0.0200543,0.286399913600365
"P23515",-0.25501546,-1.17949575,0.71621975,-0.27201027,-0.83556807,0.60160889,-0.04001686,0.43855018,-0.62725809,-0.36082913,-0.30160494,0.68569532,-0.44051221,-1.30717894,-0.54177777,-0.59001655,-0.26339309,-0.25569475,-0.7919474,-0.92128618,-0.26109007,0.877746309795632
"P23526",1.1489987,1.1532177,1.3193912,0.9651975,1.2545066,1.0972706,1.185873,1.0884502,1.3039945,1.1358113,1.0610621,0.937932,1.2460669,1.2937846,1.0638067,0.6492871,0.4128565,0.2572837,0.9508113,0.9021939,1.040713,0.284076799129197
"P23528",1.862902,1.688044,2.065695,1.974399,1.949951,1.972468,1.818475,1.840997,2.202605,2.134632,2.1128,2.226132,1.747078,1.974358,1.784268,2.050615,1.975275,1.4089,1.994609,2.031612,1.944986,0.758859109469734
"P23588",0.49819649,0.18568875,-0.17711345,0.30050458,0.0136251,-0.28241985,0.18394274,-0.09622568,0.13086641,-0.16254115,-0.48440427,0.31021499,-0.14054828,-0.11434088,0.10489682,-0.06464226,0.11831391,-0.10183716,0.18669627,-0.43715052,0.48382217,0.490970568662311
"P23634",0.29248185,0.15042963,0.79606502,-0.57297982,0.69777837,0.51614722,0.1556857,0.7890014,0.65778168,-0.06972382,0.18829168,-0.30969993,0.63218838,0.68275759,0.15597212,-0.12569073,0.06247718,-0.13960183,0.38094422,-0.41125781,0.14361559,0.807572463723
"P23786",-0.18942011,0.24176015,0.34536196,0.12527184,-0.36020022,0.13673771,0.13785795,-0.16055126,-0.16476136,0.26578243,-0.10008075,-0.24700642,-0.78026266,0.10012976,0.13588312,-0.08593437,0.27516508,-0.28125285,-0.18406713,-0.10896376,-0.54387752,0.00541064962918188
"P23919",0.48843492,0.46559578,-0.15302443,0.22451851,-0.35899105,-0.57856778,0.03214546,-0.6623128,-0.07336269,-0.14555282,-0.43114643,0.011058,-0.99174399,-0.23048799,-0.13280816,-0.70976076,0.05801823,0.25968161,0.20410168,-1.17296154,0.2771981,0.10469155447695
"P23921",-0.281368714,-0.077124217,-0.552486766,-0.031489255,-0.818970139,-0.361563545,-0.793799674,-0.862947444,-0.226800673,-0.616279464,0.586145376,-0.285051724,-0.001417608,-0.404151286,-0.464543695,0.226338984,-0.373072377,0.041981089,-0.143921649,0.241977498,-0.939070971,0.68818020428292
"P24043",-0.11273632,1.23717909,-0.47689148,0.66095225,0.08095894,0.39823255,0.65229054,-0.12708475,0.84834019,0.70984256,1.13454056,0.54875344,2.0821279,1.09499857,0.66046952,1.15715273,0.11766,-0.06123395,-0.09920083,2.1519216,0.13351098,0.734204154519604
"P24158",-0.879768,-1.2271504,-0.8085187,-1.265746,-0.2647266,-0.139023,-0.9460932,-0.8572437,-1.4457443,-0.1281096,0.5797054,-0.5148154,-0.5459187,-0.7224734,-0.1769691,-0.210345,-0.4547014,1.0947344,-0.6532974,-0.7730187,-0.9011618,0.0126566580132862
"P24534",0.91130515,0.8709655,0.33268713,0.68622284,-0.02461272,0.41383586,0.68466402,0.54846455,0.95966621,0.92338267,0.87882972,0.55654912,0.54361835,0.71022656,0.94792739,0.78025737,0.88540393,-0.01991681,0.57001311,0.65606941,0.71784996,0.994294958130586
"P24539",0.45355249,0.8517695,0.92344503,0.37568912,0.74169544,1.0456622,0.42974052,1.08686321,0.60355743,0.17390021,0.26706671,0.45280377,0.54331931,0.67540906,0.36891665,0.15712586,-0.04402866,-0.21695762,0.74173168,0.07374541,0.31437707,0.237400303913092
"P24666",0.7466026,0.5248984,1.033475,0.4101195,1.7365198,1.053855,1.2197308,0.6026058,0.9058903,0.7626305,0.697006,1.1031191,0.5584819,0.8344387,0.6426924,0.4223251,0.8372483,-0.5783208,0.1008902,0.2411357,0.5536566,0.895900541003115
"P24752",1.15513619,1.35173243,1.21203266,0.8274688,0.94533517,1.19696231,0.95820183,1.20489086,0.94346567,0.96165649,0.77503931,0.83688572,0.97194718,1.09860204,1.06445121,1.01258619,1.01463353,0.09269291,1.04515152,0.95088352,0.97942625,0.358589172278587
"P24821",0.041648202,0.060979034,1.703688254,0.266861582,0.138111837,0.042773248,1.446408427,1.155134234,0.040717266,0.170244971,0.946683353,0.49187131,0.847194221,-0.994635988,0.684416199,0.885685833,1.935496575,-0.35323891,0.000920691,0.347405214,-0.066430079,0.714958889470493
"P24844",-1.0267458,-1.6243948,-0.4688757,-1.0773915,-0.9471001,-0.4062625,-0.5310346,-0.5933834,-0.6011558,1.1107277,-0.2351935,-1.3248113,-0.6060414,-1.3211575,0.2074128,-0.617513,-0.7542829,1.0947344,-0.8546762,0.4496134,-1.0980814,0.179942267874313
"P24928",-0.30047765,0.06557918,-0.90291909,0.16375985,-0.08760434,-0.7645578,0.00767169,-0.2696183,-0.02238078,-0.13884649,0.87182877,-0.61476117,-0.95220424,0.08867365,0.15525766,-0.67272794,0.01495333,-0.80156717,-0.09582604,-0.50885441,0.13170095,0.981247612024804
"P25098",-0.7768436,-0.657345,-0.4845389,-0.8176927,-1.5496596,-1.4268154,-0.7101978,-0.3668155,-0.7490513,-0.354345,-0.3246308,-0.7980583,-0.9464822,-0.9507796,-0.4179433,-0.3562584,-0.104754,1.0947344,-0.7364055,-1.0832345,-0.6863233,0.831207119381735
"P25205",0.66047526,0.48902612,-0.10739269,0.89048319,0.56959004,-0.3137923,0.34892506,-1.16101815,0.76176963,0.93708525,0.06023203,0.50615996,0.43900527,0.67505235,0.25841765,-0.7333177,0.04176732,-0.31349393,0.75921933,-0.35568025,0.41076002,0.487392956919531
"P25311",-0.48160185,0.1656075,-1.4259782,0.35946351,0.80787169,-0.85200928,0.04305585,-0.41937948,-0.03045928,-0.06764988,0.38673009,0.40799,0.66021329,0.49421911,-0.05273806,-0.04553969,0.35442511,-0.66541329,-1.29755518,0.98411635,-0.49048007,0.640008533609614
"P25325",0.39210007,0.69880302,0.0335296,0.30840917,-0.13595301,-0.23500487,0.013794,-0.12799642,0.11576615,0.49048849,0.43866865,-0.15526257,0.08503779,0.17107354,0.07909932,-0.28404188,0.40381091,0.92218141,0.41830859,0.09317796,0.4457494,0.444392080121197
"P25391",-0.677990149,0.429139728,-0.022594662,-1.129595133,0.003835093,-0.82093583,-1.494970486,-0.179200751,-1.456833221,-0.327873762,-0.658696042,-0.066899481,0.721317523,-0.46150192,-0.521472037,-0.205021505,-0.112708117,-0.242946705,0.019074622,1.136789397,-0.165577441,0.936045441106422
"P25398",0.986987,1.0415539,0.8220262,0.9927911,0.9213398,0.5274147,1.0396086,0.6512198,1.0416653,1.0076227,1.0569726,1.0969545,0.954951,1.1563333,0.9795925,0.8955022,1.0739623,0.5472316,0.8270542,0.6234725,0.914354,0.562966559007509
"P25440",0.568103645,-0.672290098,1.557916834,0.439002088,-0.916768687,0.008424661,0.657407846,-0.91101265,0.58500813,-0.337438343,0.157565658,-0.087399685,1.299664485,-1.319966044,0.618889119,0.885426198,0.719506404,0.079943363,0.981092068,0.453426395,1.212901662,0.788592232738324
"P25490",-0.31163553,-0.30684967,-1.4647808,-0.30435483,0.06455447,-0.85643643,-0.87805898,-0.55294353,-0.212675,-0.77517948,-0.02366111,0.03006711,-0.27877411,0.15166484,-0.69007694,-0.42972183,-0.47975435,1.09473436,-0.17782175,-0.45887353,-0.08685062,0.388545456989111
"P25685",0.07456911,-0.05113557,0.18801676,-0.0739538,0.51163597,0.09767836,0.11589604,-0.0221596,0.24947686,0.10976969,-0.28803678,0.17832837,0.18206236,0.13556083,0.08809998,-0.30027159,0.18421629,1.09473436,0.14064478,-0.30844744,-0.53630285,0.554331940311424
"P25705",2.065375,2.039729,2.231655,1.664203,1.951552,2.358567,1.900625,2.308388,1.91272,1.903449,1.600144,1.807941,1.907386,1.986891,1.873867,1.711354,1.891369,1.289486,1.939662,1.894062,1.686824,0.615646762030377
"P25786",0.68572167,0.76574981,0.56547517,0.67824698,0.82676235,0.5977598,0.78659297,0.4176406,0.63313959,0.60763914,-0.12873621,0.67086871,0.80382823,0.88263267,0.55525816,0.45282801,0.23061033,-0.05145237,0.79869787,0.16394675,0.79905909,0.177049560017898
"P25787",0.25609409,0.51849497,-0.28488039,0.22542083,0.64817084,0.20780903,0.40052099,-0.01356015,0.67174394,0.79963638,0.39498974,0.55863873,0.73726895,0.54649262,0.79725406,0.48177415,0.4900287,-0.26997781,0.31739393,0.72693806,0.51116202,0.306206303998016
"P25788",0.294358749,0.482135659,0.308465001,0.283672592,0.516456753,0.007288464,0.454581923,0.105208186,0.410992914,0.561789218,0.27347701,-0.274136821,0.418430431,0.542656135,0.552782197,0.265846016,0.277556041,-0.392254212,0.403834667,-0.238416518,0.311574708,0.278639279944706
"P25789",0.376216,0.6494864,0.242697,0.3760206,0.2136094,-0.1331716,0.2431464,0.1516021,0.369467,0.5129981,0.1040475,0.1105372,0.2268985,0.6431937,0.7545864,0.6614064,0.3404153,-0.7655645,0.320864,0.4213095,0.4430371,0.356916279259361
"P26038",1.219584,1.3399922,0.3930746,0.472968,0.6866362,0.7046292,0.6058933,0.8163514,1.0493805,1.0797702,0.5062255,0.1801294,1.3917732,0.93937,0.6696102,0.769833,0.3370315,0.4564067,0.9024521,1.0137439,0.6622621,0.96347584331314
"P26196",0.57413539,0.60819899,0.30242736,0.83305149,0.91268707,0.60486669,0.67152277,0.32784007,0.75635007,0.60562333,0.74453502,0.95802869,0.28323307,0.65373463,0.5412277,0.50039808,0.44901058,-0.08652554,0.69887524,-1.23437835,0.55644316,0.586282482520111
"P26232",-0.0340408,-0.43254345,-0.22281728,-0.77873327,0.22257458,-0.14685888,-0.84243646,0.01284665,0.07613239,-0.41278362,-0.01242467,-0.53807056,0.13886817,-0.5162194,-0.56159411,-0.39034094,-0.48140629,0.50790688,0.36253714,-0.57614316,-0.29025054,0.224776748674308
"P26358",-0.292322878,-0.643916217,-0.003946014,-0.496980863,-0.426357703,-0.005210858,-0.614134143,-0.186892428,-0.450410221,-0.331462816,-1.577841275,-0.392055165,0.125082787,-0.965482438,-1.136884471,-0.073585938,-0.330101197,-1.038459207,-0.460798792,-1.828784747,-0.349525384,0.420314297066014
"P26368",0.78782297,1.13227723,0.29847371,0.71840159,1.02678092,0.55723914,0.85028536,0.4011324,1.1789463,1.03298826,0.71362576,0.82021957,0.06890179,0.90102387,1.10580691,0.96659117,1.21479805,0.1256507,0.86713072,0.38167001,1.24023623,0.792034070424331
"P26373",0.51584131,0.61229493,-0.29400939,0.27332429,-0.34190581,-0.87060108,0.49693581,0.0930647,0.31964262,0.88225872,0.77671182,-0.33553861,0.29198249,0.48947128,0.75354734,0.71785431,0.43656918,-0.38439144,0.06140995,0.28146204,0.04391766,0.946479352546524
"P26378",0.24194847,0.01074932,0.20905678,0.15607376,-0.45050106,0.18428224,-0.54344877,0.23775496,0.42723491,0.57428688,0.56558015,0.53368949,-0.33718528,0.40004083,-0.22722289,0.17721682,-0.04618715,0.25415048,0.11650202,-0.18051967,-0.06511363,0.779396224227245
"P26440",-0.33568198,0.5689231,-0.05499262,-0.40038554,-0.0645574,-0.38157038,-0.13160512,-0.26095704,0.21381202,0.16618149,-0.77993403,-0.26040485,0.36585485,0.12154813,0.51207992,0.35289725,0.24314921,-0.57274966,0.01214616,0.27814032,-0.05379416,0.874613381066671
"P26447",-0.701899497,-1.309991152,-0.836757336,0.422974477,0.478236449,0.276532554,-0.315633346,-0.445264636,-0.068989752,-0.225610231,0.121677575,-0.192154974,0.327240278,-0.560534873,-0.959573486,-0.711922571,-0.135362645,0.002822706,-0.367959556,0.128841982,-0.953947553,0.557906648824096
"P26583",1.4022868,1.6269256,-0.3409695,1.8452192,1.280031,0.4048736,1.6099115,0.4589935,1.3843987,0.8662753,1.00168,1.713995,1.1186085,1.609935,1.1508488,1.1112698,0.6506456,0.4219559,1.5452072,1.2647603,1.5060591,0.91962569201716
"P26599",1.12306336,1.37201705,-0.02598469,0.96639929,1.0282928,0.43313588,0.98434614,0.31451584,1.47354721,1.25520515,0.98201627,0.84761047,0.90645816,1.42040775,1.27364303,0.63584797,0.77014881,0.57305881,0.9395041,0.54616307,0.87428399,0.790969801401113
"P26639",0.78923073,0.48576507,0.46717655,0.02132007,0.77283876,0.47384226,0.43728595,0.30935879,0.4709676,0.49009812,0.27141012,0.59031295,0.59778841,0.78434296,0.39620645,-0.67590052,-0.45782475,0.25059764,0.56123114,0.40871965,0.35878922,0.872512542400891
"P26640",1.12397647,1.00922989,0.47130724,0.88509628,1.08429902,0.64102375,1.25544389,0.65602379,0.94279911,0.53712305,1.01474887,1.11004783,0.67652964,0.92669915,0.68757619,0.87240284,1.06520187,-0.06138123,0.84888017,0.54920055,1.06251072,0.888911551645233
"P26641",1.1197474,1.2267442,1.1098511,1.3430575,1.0601304,1.0378424,1.1363515,1.131862,1.3528656,1.4329608,1.0726234,1.2091603,1.072904,1.1862365,1.1910224,1.3371861,1.3211049,0.4399709,1.0204343,0.8656936,1.2487309,0.291083095181337
"P26885",0.355345604,0.207316875,0.500820962,0.330295224,0.39763042,0.240713098,0.264838286,0.463906812,0.480582056,0.124026515,0.339504466,0.613359079,0.51427567,-0.005665805,0.053014065,0.067988018,0.525232462,-0.012867122,-0.04909228,0.162575939,0.22423775,0.435060050408703
"P26992",-0.04932857,0.07765684,0.63771874,0.07975645,-0.15461662,0.18676837,0.34161609,0.39685674,0.05736224,-0.11776531,0.14863468,0.5559134,0.04848176,0.06796733,-0.11490721,0.53788778,-0.15271825,-0.46164226,-0.50316818,-1.14796062,0.10317517,0.274312433448659
"P27105",-0.79249597,-0.59064949,0.25333327,0.13001351,0.43899106,0.06533478,0.28926222,-0.37684814,0.1040811,0.44328703,0.5318763,0.30595567,0.55303151,-0.37544554,1.48226783,0.68714925,0.65459614,0.01449055,-0.44585243,0.66983599,-0.37823042,0.323444263670275
"P27144",0.426898899,-1.020281847,0.519248175,-0.395990426,-0.84926025,0.645518799,-0.375264055,0.659979327,-0.070602012,-0.688048388,-1.359184868,0.00469326,-0.446919736,-0.779982861,-1.198905932,0.619135871,0.889610905,0.004952824,-0.506390394,-0.945950869,-0.771379672,0.992408222607075
"P27169",-0.8303575,-1.08035144,-0.37033552,-0.11204504,0.50803317,-0.59539435,-0.08568834,-1.05631083,-0.73520814,-0.339379,0.40729766,-0.08570885,-0.34384324,-0.64468408,-0.12267715,-0.31742163,-0.401465,-0.38317564,-0.52572675,-0.12201099,-1.14314248,0.627892785825507
"P27338",0.76062903,-0.18996976,1.33945528,-0.25225362,0.13262583,0.44231378,0.60563408,0.33808539,-1.35288072,0.44558283,0.33914367,0.55105471,1.14533568,-0.08805249,0.68603958,-0.15052918,0.21816094,-0.35924463,1.06486591,0.27257504,0.54529629,0.980548649977018
"P27348",1.751293,1.731314,1.703851,1.816761,1.591056,1.737778,1.65085,1.904855,1.56459,1.57505,1.775025,1.677755,1.465919,1.756692,1.104897,1.547578,1.072619,1.173841,1.745726,1.740694,1.641231,0.0187075678813992
"P27361",-0.24632757,-0.40551877,0.42655397,-0.51755286,-0.17204294,0.14432082,-0.59165831,0.22254866,-0.19012073,-0.62801644,0.08933433,-0.21957062,0.48223242,-0.69393321,-1.11875711,-0.13844971,-0.19867618,1.09473436,0.03061909,-0.13259567,0.01296014,0.892910739079933
"P27448",-1.212333599,-0.747233238,-0.696893949,0.250634163,-0.668315418,-0.239895932,-1.584165892,-1.035161016,-0.708820715,-0.700035978,-0.869052349,-1.242789045,-1.579380963,-0.809877684,-1.052693603,-0.472887957,-0.313303085,-0.68895546,-0.735974889,0.008646233,-0.272985444,0.379354719194643
"P27544",-0.55167978,-0.61108527,0.21813795,-0.05564403,0.79364629,-0.09705465,0.63876478,-0.0169002,0.50554999,-0.9511823,0.45861615,0.8889776,0.46858777,-0.98196931,0.75814062,0.31771073,0.55200767,0.11102578,-0.64031315,0.6012845,-0.31557864,0.314177544881936
"P27635",-0.1803898,0.05217624,-0.3531088,-0.86445265,-0.17817845,-0.15940826,-0.12228844,-0.25717279,-0.15184009,0.13874473,-0.49714507,-1.05358276,-0.48280246,-0.20851823,0.30458375,0.04463158,-0.03751728,-0.93315106,-0.18919016,-1.11769669,-0.85737704,0.873617931558984
"P27694",0.351073052,0.780959535,0.399856699,0.730551274,0.007050117,0.355901271,0.711144897,-0.133507006,0.332470387,0.427375266,0.437937182,-0.155227204,0.142553275,0.690895595,0.304564248,0.178728392,0.309289903,-0.265704544,0.544322689,-0.189922346,0.389243598,0.0516072431905377
"P27695",1.5300049,1.7842474,1.0326832,1.4427853,1.5657497,1.148692,1.3677937,1.0672934,1.5116682,1.4716317,1.3370129,1.6962154,1.2120981,1.8922016,1.5379188,1.4220331,1.6158622,0.1360521,1.5353514,0.8910692,1.8055266,0.83500166475216
"P27708",0.83841808,0.84290119,-0.55935405,0.47163382,0.01447258,-0.05279747,0.02566242,-0.32188514,0.59051144,0.8687525,0.41254496,0.29537166,0.16553227,0.55694035,0.29095615,-0.06355967,0.23068516,-0.08584505,0.52087575,-0.80487561,0.2411528,0.864803393848842
"P27797",1.6465752,1.5835131,1.567059,1.8949818,1.8194536,1.6104012,1.91758,1.5995648,1.8487726,1.6125399,1.8979965,2.0668885,1.8464878,1.6436227,1.6549566,1.546208,1.6747297,0.5261006,1.4587438,1.845309,1.8983157,0.958962700070811
"P27816",1.0765279,0.9605044,1.2953354,1.2248315,1.0856194,0.9122899,1.129439,1.0027998,0.9804209,0.7007712,0.9246497,1.3326927,1.5096941,1.1625721,1.0719953,0.9039524,0.9497082,0.1450213,0.7987937,1.039918,1.1474465,0.23286098793237
"P27824",1.3344796,1.5199156,1.5212314,1.6846811,2.1631531,1.4072249,1.4959938,1.5721779,1.6804163,1.4928072,1.6307887,1.6265779,1.5103669,1.4408592,1.3649555,1.5069815,1.3029911,0.4432094,1.5265755,1.1999309,1.5367351,0.277877326295216
"P28062",-0.71397543,-1.050174,-0.10188122,-0.84729483,-0.03920921,-0.32880258,-0.48668086,-0.3714887,-0.36159666,-0.38999615,-0.52170496,-0.88468489,0.12278398,-0.51432142,-0.56278504,-0.16054899,-0.05258405,-0.63936299,-0.91408644,0.29553457,-1.09485728,0.465955193336003
"P28066",0.6641618,0.7631652,0.5988066,0.7404288,1.0065351,0.6100005,0.863195,0.5857453,0.9185552,0.6890637,1.0033689,0.8008778,0.889719,0.979317,0.8164529,0.6058401,0.5674632,-0.0988877,0.5944656,0.8225992,0.7651274,0.723528879930718
"P28070",-0.0782,0.318,-0.452,0.0712,-0.447,-0.229,0.0118,-0.272,0.0869,0.0851,-0.431,-0.0662,-0.056,0.131,0.33,-0.0302,3.34e-06,-0.201,0.0996,-0.718,0.0282,0.768762531073091
"P28072",0.44207002,0.49464128,0.2936903,0.27736317,0.41952308,0.03530882,0.34546893,0.0253569,0.39375031,0.53345686,0.43360038,0.47113908,0.08087894,0.58628902,0.52539972,0.63592831,0.14434478,-0.17022518,0.26160881,0.18710462,0.08043505,0.52179545344969
"P28074",0.48127454,0.79727187,0.71350405,0.36706701,0.68554777,0.42165136,0.59789561,0.48074716,0.55276264,0.64498055,0.6415151,0.62206852,0.68427439,0.80444123,0.56158398,0.33528193,0.02984931,-0.30459819,0.48905237,0.14587587,0.5843576,0.363892096146706
"P28161",0.74088012,0.44612824,0.99415612,0.27319511,0.22870517,0.76677441,0.49853172,0.81304671,0.51651703,0.32748915,-0.01478289,0.86483228,0.9279555,0.04530031,0.65792713,0.5408308,0.25466411,-0.12668584,0.67805109,0.78348459,0.90107528,0.810570041770442
"P28288",-0.72504068,-0.66446643,0.04053734,-0.31934484,-0.66538115,-0.16935358,-0.23269062,0.01116007,-0.12164612,-0.64870729,-0.15511729,-0.84418986,-0.37263262,-0.77427464,-0.75167475,-0.27581194,-0.61771042,1.09473436,-0.37501054,-0.39463518,-0.58639235,0.899771372069594
