"","Control","Control.1","Control.2","Control.3","Control.4","Control.5","Control.6","Control.7","Disease","Disease.1","Disease.2","Disease.3","Disease.4","Disease.5","Disease.6","Disease.7","Disease.8","Disease.9","Disease.10","Disease.11","t_test_p_value"
"Q5T6J7",-1.4862586,-1.6335931,-1.3483363,-1.6030162,-1.2891098,-1.3569639,-1.2667033,-1.0369367,-1.4085506,-1.4053025,-1.4694064,-1.1740772,-1.2940976,-1.1601378,-1.1674111,-1.2605034,-1.1705519,-0.8941194,-1.1851978,-1.1489858,0.0768565004393227
"Q5T6V5",0.24634964,0.08893754,0.13955051,0.10854115,0.20292496,-0.01304967,-0.03415725,-0.30086714,0.22235156,0.15344435,0.35140602,-0.18360609,-0.12878116,0.1314105,0.19070693,0.11142305,0.23144151,-0.12040788,-0.17764284,-0.01504287,0.977892143452741
"Q5T7P8",1.13e-09,0.106,-0.153,-0.047,-0.263,-0.193,-0.267,-1.38,-0.0311,-0.1,-0.116,-0.213,-0.0583,0.0405,-0.169,0.173,0.0653,-0.202,-0.195,-0.989,0.540475996831081
"Q5T848",-1.147148,-1.067338,-0.6442695,-1.1861486,-1.1450542,-1.0559314,-1.3153942,-0.3287729,-1.0575528,-1.3510256,-1.1737752,-1.0765241,-0.9089983,-1.3695375,-1.3517574,-1.0399513,-1.1199514,-0.7811649,-1.296797,-0.7858382,0.315585743812988
"Q5T8D3",-0.6118641,-0.569983,-0.9573071,-0.654933,-0.7998341,-0.6040447,-0.7075686,-1.3588016,-0.985951,-1.0789869,-0.569167,-0.7034058,-0.6720438,-0.5206995,-1.4768348,-0.5788071,-0.7447446,-0.93753,-0.6687265,-0.7624316,0.768104538253304
"Q5T9S5",-0.3819278,-0.14154781,-0.08970434,-0.0572694,-0.18839856,-0.04667672,-0.40477806,-0.58329825,-0.16934841,-0.15403416,-0.0167853,0.06630167,0.08217592,-0.24300426,-0.17911462,-0.29834893,-0.60479418,-0.34930832,-0.40848334,-0.49335455,0.786209447390886
"Q5TC12",0.10903237,0.07359209,0.09435871,-0.05090772,-0.01254038,0.14136242,0.04435779,0.07391005,0.11071006,0.0413533,-0.17842764,0.05679271,0.05027215,0.12188072,0.05475645,0.08199912,0.06044895,-0.45010811,0.15068288,0.03401841,0.328405836134357
"Q5TC84",-0.04263231,-0.12546059,-0.64323137,0.09613268,-0.22847667,-0.37578789,-0.18479547,-0.72240331,-0.15215987,-0.08490501,-0.06770792,-0.17248046,-0.18663224,-0.28432838,-0.16095125,-0.58921219,-0.8369162,-0.12117222,-0.06727326,-0.54881699,0.947435634059661
"Q5TCZ1",-0.166378155,-0.165111239,-0.461524248,-0.130756097,-0.312044853,-0.148650564,-0.391399092,-0.110900922,-0.172271516,-0.006138752,0.022574256,-0.38976661,-0.456948466,-0.136172806,-0.236958692,-0.967231738,-0.342264598,-0.172108599,0.062788361,-0.22030724,0.828640524092172
"Q5TDH0",-0.62982319,-0.4813793,-0.59036584,-0.55513632,-0.69171102,-0.27934288,-1.52792133,-0.30805417,-0.26894615,-0.39717872,-0.47112883,-0.60100526,-0.58065199,-0.42194243,-0.44379269,-0.08509608,-0.15659187,-0.14485663,-0.67485495,-0.75516324,0.347864724339523
"Q5TF21",0.27141286,0.05413315,0.12444926,0.25653617,0.09991048,0.1952008,0.41066684,0.53590727,0.10700576,0.2329263,-0.0644372,0.23601533,0.24283494,0.30304557,0.15428181,0.1413431,0.28698829,0.01320914,0.4252499,0.43541413,0.956877750589701
"Q5TFE4",0.137563768,0.062605345,0.055710398,0.131498194,0.060796911,0.132404877,0.155415778,-0.038742212,0.211323636,0.189483139,0.004346133,0.023653092,-0.306586651,0.01701359,0.019148059,-0.04126437,0.039480895,-0.050313505,0.134113965,-0.049817734,0.0504732043482542
"Q5TH69",-0.3897426,-0.3849952,-1.2148795,-0.746219,-0.5381524,-0.6658509,-0.4933301,0.1141646,-1.8003984,-0.3224823,-1.4044999,-0.3720184,-1.0561297,-0.5241463,-0.8634102,-0.9344303,-0.8962526,-1.7266551,-0.8069684,-0.3127859,0.626030409939708
"Q5THJ4",-0.619343,-0.6578924,-0.4472549,-0.5082481,-0.4357835,-0.5590516,-0.5435482,-0.7727448,-0.5310936,-0.6058021,-0.5826139,-0.5671601,-0.4364433,-0.4343279,-0.3547209,-0.7089029,-0.5876627,-0.1922016,-0.4639969,-0.463245,0.268924011407431
"Q5TZA2",0.4462362,0.46112,0.3251522,0.5493015,0.5911071,0.5556888,0.4894525,0.4167017,0.6295732,0.5705161,0.5760724,0.3394059,0.3927954,0.5411898,0.5404938,1.0245678,0.6640016,0.4082101,0.4838947,0.4411688,0.538507622868081
"Q5U5X0",-0.578083,-0.6962881,-0.7898492,-0.7744881,-0.8642978,-0.5287539,-0.7240311,-0.420691,-0.6788229,-0.7442729,-0.6065977,-0.7744932,-0.7549466,-0.7728192,-0.584094,-0.8684373,-0.6890311,-0.704465,-0.7592078,-0.6883086,0.520151647055108
"Q5VIR6",-0.10124442,0.08345224,-0.05398464,-0.08552367,-0.0992426,0.13952773,0.03436778,0.2561303,-0.32087675,-0.04852356,-0.05841433,0.21115558,0.26382459,0.17822115,-0.57417942,0.31682277,0.34027544,-0.22586826,0.10633738,0.23007961,0.491808463835158
"Q5VT25",-0.9035997,-1.0676737,-1.5678862,-1.1412445,-1.1837254,-1.1507613,-1.6631438,-1.0276656,-1.1937836,-1.2940492,-1.0223874,-0.8134536,-0.9889738,-0.92655,-1.0923846,-1.1608851,-1.0397065,-0.6864684,-0.7936228,-0.9992776,0.0183216674876798
"Q5VT66",-1.3799952,-1.173638,-0.7318881,-1.0087554,-1.2316794,-1.1004878,-1.1861085,-1.4216735,-1.2642226,-1.4242532,-1.2562931,-1.2260557,-1.4902628,-1.2706828,-1.3445956,-1.2501518,-1.0940999,-0.9752713,-1.3093422,-0.9689334,0.28772173851132
"Q5VU43",-1.006902,-1.0946327,-1.0962407,-1.1473743,-0.824473,-1.1966258,-1.0565426,-0.5979325,-0.8201647,-0.9019232,-1.0704164,-1.3741422,-0.9445779,-1.1344933,-1.2999884,-0.6104034,-1.0299864,-0.4463294,-0.8914194,-0.8696938,0.871807186389224
"Q5VU97",-0.7624951,-1.3195226,-1.1615956,-1.3396572,-0.8902976,-2.1273204,-0.9334452,-0.7706479,-1.0819552,-1.4111972,-1.0769174,-0.9738477,-0.8629655,-1.7098592,-1.2427837,-0.7536784,-0.7662047,-1.6842961,-1.4993602,-0.9485262,0.882938392808467
"Q5VUB5",-0.42073773,-0.24925703,-1.2038407,-0.12493873,-0.28703243,-0.2696531,-0.40835936,-0.15816925,-0.48710715,-0.39550414,-0.07157749,-0.52609743,-0.45729141,-0.32386293,-0.89385326,-0.20943183,-0.8577733,-0.47482488,-0.23857511,-0.52195973,0.717970345719798
"Q5VVQ6",-0.8833596,-0.85485,-0.8466968,-0.9099815,-0.7975405,-0.9177223,-0.8129659,-0.8815431,-0.8746045,-1.1079018,-0.8310442,-0.9910934,-0.956394,-1.0037798,-1.1736277,-0.8767173,-0.7657936,-0.7780908,-0.8800451,-0.8312781,0.153280137093054
"Q5VW32",-0.37360397,-0.06905669,-0.04928796,-0.10025129,-0.18027195,-0.07444028,-0.26383417,-0.64058459,-0.0736428,-0.15557051,0.02581476,0.04893106,0.41093773,-0.54651476,-0.189151,-0.18356218,-0.41632105,-0.11120917,-0.22797466,-0.49816986,0.899264176992134
"Q5VWJ9",-0.3802831,-0.4107313,-0.5681428,-0.5508258,-0.5339172,-0.5573482,-0.392846,0.1426914,-0.4278719,-0.2844819,-0.4836802,-0.405704,-0.4416243,-0.5100127,-0.4606182,-0.2035003,-0.850441,-1.137542,-0.250611,-0.800272,0.341312332226342
"Q5VWQ8",-0.8523235,-0.809266,-0.708066,-0.6700424,-0.621276,-0.8276779,-1.0296822,-0.4786823,-0.6655555,-0.8103237,-0.7902897,-0.5846166,-0.7536125,-0.6355802,-1.0070826,-0.4495112,-0.7351694,-0.0489782,-0.7457078,-1.0512202,0.738190185482425
"Q5VWZ2",0.2497877,0.2629859,0.4702451,0.3077559,0.4883518,0.5133795,0.5239178,0.3970886,0.3698548,0.3718228,0.4512687,0.3693263,0.4617035,0.5690387,0.5503359,0.5223847,0.4720391,0.5917602,0.3911494,0.3954093,0.247979204044761
"Q5VYK3",-0.11230678,-0.33312871,-0.21432769,-0.2505483,-0.03371458,-0.36567263,0.0220978,-0.14617147,-0.14639233,-0.3828036,-0.31525744,0.03121855,-0.26496807,-0.03594727,-0.66591261,-0.19625838,-0.26095321,-0.57570469,-0.47610967,0.00118122,0.242914091660754
"Q5VZK9",-0.3489758,-0.3659327,-0.2462093,-0.6852594,-0.6155824,-0.6815479,-0.2435991,-1.4377512,-1.034664,-0.5471762,-0.3349242,-0.3292537,-0.1627858,-0.3609218,-0.7578461,-1.3591529,-0.6078138,-0.9358336,-0.821024,-0.5652977,0.794247459033878
"Q5W0U4",-0.8497079,-0.9077869,-1.0842068,-0.8529958,-0.9735126,-0.9892806,-1.1439526,-0.5489497,-0.860859,-1.1678627,-0.7706528,-0.6924881,-0.6835366,-0.8285095,-0.8874152,-0.42178,-0.7020225,-0.8465335,-0.9115122,-0.6962782,0.12632232302895
"Q5W0V3",-0.7874834,-0.5516041,-0.6927593,-0.57471,-1.1216136,-0.5768626,-0.7887765,-0.4547262,-0.8276771,-0.7838023,-0.7388835,-0.630832,-0.8197935,-0.8790183,-1.004781,-1.0177379,-0.6082041,-0.4413699,-0.7092421,-0.4976373,0.672189726437791
"Q5XKP0",-0.347032614,0.041505881,-0.159066862,-0.781915458,-0.058771994,-0.161256227,-0.297336477,-0.054333531,-0.361807465,-0.310469413,0.149807649,0.200145176,-0.003500394,-0.295097758,-0.367377477,-1.195356002,0.106701089,-0.146828139,-0.086408944,-0.094101684,0.772404457648247
"Q5XPI4",-0.5937452,-0.699769,-0.6935427,-0.7578941,-0.6397971,-0.4878465,-0.5755088,-0.825898,-0.609404,-0.7346138,-0.6881218,-1.0530538,-0.7915993,-0.6591008,-0.9755152,-0.946125,-0.7597821,-0.5056283,-0.7573037,-0.6035872,0.0982778081144703
"Q5XUX1",-1.1007696,-1.1096896,-1.3424831,-1.0293667,-1.4448664,-1.1575677,-1.0945884,-0.9707648,-1.2126507,-1.2947554,-0.9130963,-1.0310305,-1.190791,-0.8442326,-1.0055667,-0.9363537,-0.7159146,-1.0229934,-1.41461,-0.9348133,0.103514567245326
"Q63HM9",0.4113242,0.4120764,0.2554275,0.2485699,0.2934369,0.3473022,0.4421482,0.1685149,0.5132038,0.4131803,0.2583127,0.364351,0.2102856,0.3709971,0.2714975,0.2997168,0.3720989,0.2622727,0.4422802,0.4250807,0.993750441244249
"Q63HR2",-0.7022738,-0.9358079,-1.3737186,-1.2217964,-1.0250144,-0.8251081,-1.0188818,-0.7270904,-0.9855932,-0.9485813,-0.9742999,-0.8782955,-0.8047608,-0.9633273,-1.2806263,-0.9566764,-0.7821948,-0.3715563,-0.9628431,-0.8037188,0.204347039907197
"Q63ZY3",-0.5966736,-0.639646,-1.1519992,-0.2225485,-0.3682646,-0.5005401,-0.6417961,-1.5276086,-0.2416513,-0.5259473,-0.9299835,-0.9221197,-0.8101584,-0.5696715,-0.5550711,-0.6853212,-1.0847887,0.6986226,-0.7087329,-0.6495294,0.823710499931516
"Q641Q2",-0.61389043,-0.68153891,-0.87972551,-0.24329382,-0.08857006,-0.2712904,-0.69638122,-0.25153154,-0.19701913,-0.17585228,-0.25316994,-0.36638292,-0.36309158,0.02259114,-0.14652803,-1.24759854,-0.96571264,-0.64641895,-0.18181855,-0.62419459,0.818874769569522
"Q658Y4",-0.7778641,-0.7472324,-0.9605318,-0.7871828,-0.8171027,-0.9523303,-1.1767125,-0.8200695,-0.9672442,-1.0143838,-1.0424395,-0.9421403,-0.9270351,-0.8210712,-0.665126,-0.6735287,-0.7657736,-0.869436,-0.7359728,-0.9932028,0.499246052647315
"Q66K14",-0.0081808,-0.023654976,0.086294881,0.185534058,0.195559517,0.021744081,0.038697673,-0.22915504,-0.154788219,-0.221087468,-0.147341061,0.009554237,-0.052653259,-0.078786832,-0.156158281,0.14796147,-0.132526144,-0.225656672,0.030176101,-0.093958887,0.141987708708451
"Q66K74",0.4704478,0.43947491,0.61970855,0.35701721,0.49791906,0.49787053,0.57591001,0.43777844,0.58179628,0.4626447,0.51785507,0.47686534,0.62670897,0.57976795,0.64711725,0.7178322,0.61931074,-0.02989313,0.42838553,0.53728449,0.922463488750527
"Q66LE6",-0.45274157,-0.51768387,-0.66540011,-0.3062621,-0.51582922,-0.52918574,-0.30986624,-0.54439663,-0.25606225,-0.24272068,-0.45018487,-0.10423639,-0.01418957,-0.35703038,-0.27386779,-0.25555046,-0.34885273,-0.39268413,-0.25703192,-0.57788012,0.0376045453850003
"Q674X7",-0.6125292,-0.7104397,-0.9312262,-0.5796869,-0.6227292,-0.4694874,-1.2496567,-0.8138844,-1.0673419,-0.6437085,-1.1753771,-0.737958,-0.7708556,-0.7594749,-0.7001925,-0.6974336,-1.0755905,-0.7833355,-0.7619174,-0.6957643,0.960259433558132
"Q676U5",-0.8107172,-0.7050473,-0.8591061,-0.8545324,-0.6683834,-0.7229454,-0.9201439,-0.6098058,-1.3226606,-0.8937636,-0.8117717,-1.3983563,-1.3396717,-0.6872249,-0.8048426,-0.4751089,-0.7472438,0.1400935,-0.6986571,-0.7258743,0.661662906360973
"Q684P5",0.33787432,0.35314294,0.19424262,0.26075057,0.23817701,0.23357054,0.32501747,0.56842227,0.37486852,0.29807677,0.35686612,0.35666005,0.39154596,0.26197424,0.05991179,0.33502529,0.31204257,-0.50714648,0.27355197,0.49708114,0.402413159553221
"Q68CZ2",-0.090793894,-0.104572821,-0.04592326,-0.189971262,-0.246582972,-0.055183544,-0.103787502,-0.269609996,0.014766689,-0.003178911,-0.066987384,-0.328350884,-0.064068532,-0.084576749,-0.246349074,-0.203962661,-0.138206038,-0.108187159,-0.119626734,-0.511448631,0.434734719331335
"Q68D91",0.43782082,0.4030381,0.21397961,0.21530575,0.33052799,0.21974766,0.31099873,0.69076708,0.33687935,0.38847005,0.26987456,0.39600102,0.35486585,0.27355047,0.29452022,0.45061559,0.30041088,0.03436124,0.40076521,0.63880411,0.939490185432758
"Q68DU8",-0.1635783,-0.3315501,-0.7286904,-0.7387836,-0.6344668,-0.6101028,-0.602761,0.3414064,-0.7051486,-0.8358799,-0.3801008,-0.4091529,-0.7218335,-0.5036445,-0.4816803,-0.1282714,-0.2407755,-1.1561004,-0.7611111,0.1456655,0.982659111247156
"Q68EM7",-0.47983797,-0.61615453,-0.35352788,-1.15180229,-0.39653526,-1.35015803,-1.2900083,-0.3636698,-1.06679284,-0.50602235,-0.35178487,-0.68085339,-0.30789198,-0.21939624,-0.13832233,-0.08918843,-0.2899169,-0.37804555,-0.82277064,-1.0536484,0.0528003598818628
"Q6BCY4",0.20642629,-0.002128623,0.048210967,0.119974122,0.086609947,-0.204008207,-0.118380831,-0.526823834,0.032201488,0.126898933,-0.150429533,-0.145889904,0.064857673,0.017520071,0.210876431,-0.120175723,0.112509305,0.051926306,0.099550207,-0.132852096,0.350401125634477
"Q6DD88",-0.21047524,-0.33155008,-0.0823913,-0.24051007,-0.36389295,-0.20022494,-0.34016161,-0.67205911,-0.12168144,-0.26285316,-0.04922452,-0.10702104,-0.20215235,-0.14574442,-0.09850146,-0.09197227,-0.10394398,0.36491405,-0.17475315,-0.15955484,0.0277435144690576
"Q6DKJ4",-0.345741991,-0.12571642,0.095789029,-0.237684107,-0.130685232,-0.301429416,-0.24913625,-0.647296955,-0.101558614,-0.249699884,-0.04625212,-0.025226209,0.134352298,0.062589122,0.006940928,-0.038877963,-0.2736419,0.061509967,-0.122596426,-0.409569385,0.174935778455513
"Q6DKK2",-0.2935547,-0.4577879,-0.3655297,-0.4970899,-0.4771711,-0.6667211,-0.4042802,-0.342372,-0.8646058,-0.3071233,-0.121714,-0.5343928,-0.2587337,-0.4306697,-0.3434606,-0.2011384,-0.6569544,-0.7831776,-0.2825693,-0.8282343,0.423099883005949
"Q6DN90",0.138397502,0.238171041,0.054481242,-0.016699234,0.026958114,-0.074392891,0.140619309,0.807561131,0.047781454,-0.163160775,-0.36659876,0.30322114,0.159711202,-0.001963879,-0.262169453,-0.378297165,0.108859862,-0.054686587,0.175196894,0.66041013,0.332258698472198
"Q6EEV6",0.5544673,0.4658755,0.2772882,0.2555171,0.274192,0.3564555,0.1938111,0.3738854,0.3667626,0.3023204,0.3676194,0.1926948,0.2156642,0.183629,0.2775231,0.3058298,0.2600788,0.3192024,0.3352448,0.1824083,0.167860216476791
"Q6EMK4",-1.0137391,-0.6558275,-0.6750906,-0.8216724,-0.9154313,-0.8144946,-0.9444778,-0.8152978,-0.9807262,-1.2306115,-1.0820026,-0.9338492,-0.9698861,-1.1112556,-0.8817232,-0.7550729,-1.1651539,-0.758732,-1.0498443,-0.9328701,0.0207142153557489
"Q6F5E8",-0.70527319,-0.83852075,-0.85448871,-1.33958146,-1.32120658,-1.05604559,-1.32414844,-0.04707258,-0.63274768,-0.75877344,-1.35818244,-1.30811373,-0.77201809,-1.36960081,-1.15400399,-0.66203339,-1.30015397,-0.7334966,-1.29578098,-0.8432014,0.504850212230221
"Q6FI81",0.16964345,0.1290582,-0.01125991,-0.03003505,-0.20709959,0.08800408,-0.19981108,-0.05051504,0.0107424,0.0171517,0.12153581,-0.29895736,0.04985881,0.1310309,0.07182513,-0.14684282,-0.02477001,-0.28417961,0.11021493,-0.36750609,0.752380810055804
"Q6GMV2",-0.473866135,-0.046748482,-0.215564283,-0.069342826,-0.191689908,-0.179910775,-0.090964317,-0.229861135,-0.049477249,-0.028685588,-0.065549885,-0.042054839,-0.49602993,-0.182201568,-0.076956579,0.002780919,-0.0045261,0.067169848,-0.108317539,-0.185784453,0.551771923851878
"Q6GMV3",0.01957343,0.03798011,-0.03075215,-0.06040583,-0.33234438,0.05694267,0.15622321,-0.18564261,-0.01164644,0.0801786,0.19986112,0.08226022,0.09074671,-0.83306759,0.18652655,0.07131279,-0.04713259,-0.29038162,0.15072825,0.03086255,0.844837911947799
"Q6GQQ9",-1.2184876,-1.0757145,-0.8477945,-0.5999294,-0.484804,-0.4365078,-0.5785969,-1.0013775,-0.6244831,-0.558066,-0.5963431,-1.2006585,-0.9592266,-1.2142753,-0.9769617,-1.3865131,-0.517069,-1.2813034,-0.87531,-1.4447639,0.0388150316499075
"Q6GYQ0",-0.35096602,-0.16359611,-0.42694822,-0.23019762,-0.23064405,-0.3921991,-0.24556857,-0.26544591,-0.39029381,-1.14834159,-0.63930977,-0.60391922,-0.29791398,-0.33339558,-0.73911575,-0.04722619,-0.27174211,-0.35371696,-1.01570439,-0.09655695,0.0870501255508485
"Q6H8Q1",0.3080513,0.3895185,0.3652069,0.4119142,0.3482439,0.5321571,0.314684,0.8522292,0.5142463,0.5350429,0.3661683,0.551429,0.5038763,0.5969558,0.6010593,0.5073206,0.5231536,-0.1831692,0.5481689,0.5031782,0.942574981598717
"Q6IA86",-1.3142044,-0.4490935,-0.3164579,-0.5383247,-0.9005011,-0.7435845,-0.467139,-0.8184355,-0.633113,-0.9958071,-0.6749491,-0.4663261,-0.4989466,-0.5607828,-0.7559259,-0.9448946,-0.4324569,-0.9127331,-0.8723572,-0.7495253,0.273478710883644
"Q6IAA8",-0.168263171,-0.179593812,-0.189388811,-0.159843402,-0.002458439,-0.119227382,-0.1139399,-0.24286615,0.024196771,-0.160039615,-0.216806544,-0.250058359,-0.270204771,-0.246708897,-0.135231114,0.206446743,-0.268764299,-0.147110515,-0.19746557,0.117419751,0.738398958884223
"Q6IBS0",0.5814012,0.602746,0.5407813,0.5411608,0.5616662,0.4695364,0.5342598,0.90074,0.584061,0.499228,0.6151591,0.5867198,0.5783835,0.4591886,0.5124333,0.6458567,0.5391424,0.5880338,0.4453245,0.7491211,0.628188634584401
"Q6ICB0",-0.608221,-0.5396371,-0.6864413,-0.7691067,-0.9303486,-0.7486466,-0.5048995,-1.1600225,-1.1102652,-0.553981,-0.4804039,-0.6609212,-0.8321409,-1.1064461,-0.5033756,-0.7316658,-0.9362441,-0.1767687,-0.7135859,-0.739374,0.270856492088878
"Q6ICL3",-0.56013138,-0.32156041,-0.27180199,-0.29312789,-0.29714574,-0.26735641,-0.30888136,-0.17021321,-0.23494755,-0.276841,-0.36546719,-0.27815455,-0.28941111,-0.35663086,-0.18175392,-0.10695003,-0.1095694,-0.02158958,-0.19708639,-0.04560054,0.112542188171395
"Q6IEE7",-0.9255634,-1.3213926,-1.1552433,-0.6355117,-0.7847967,-1.3294043,-0.7296695,-0.9054459,-0.8621746,-1.0052304,-1.1998089,-1.1491795,-0.7601349,-0.9024579,-0.9710457,-0.5618895,-1.4723603,-0.2004907,-0.7374434,-1.2800563,0.81305979490885
"Q6IN85",-1.1303695,-0.9220097,-1.0988106,-1.0346267,-0.6791112,-0.9302409,-0.9541648,-0.7509258,-0.8365166,-1.0886266,-1.4251784,-0.7858923,-1.0129698,-0.7121754,-2.6450953,-0.5913931,-0.8680435,0.2008625,-0.4295066,-0.6622093,0.963921003527819
"Q6IQ20",-1.1872613,-0.8970587,-0.9943683,-1.1758137,-1.0649629,-0.9183835,-1.1550274,-0.283525,-1.1258202,-0.8099377,-1.0305829,-0.791833,-0.95133,-1.0803448,-1.0455591,-0.7647634,-0.9454977,-0.3017587,-1.0175221,-0.5935229,0.420587885913964
"Q6IQ22",-0.27693652,-0.35127741,-0.0446593,-0.19136961,-0.41392357,-0.14635167,-0.33655187,0.09709457,-0.04379538,-0.1031018,-0.59800652,-0.45343056,-0.56091629,-0.33790306,-0.65857797,-0.09200675,-0.24752942,-0.84893214,-0.20656322,-0.62332419,0.0204848508324757
"Q6IQ23",-0.8884873,-0.7866899,-1.0151619,-1.2352037,-1.0655247,-0.8967486,-0.8879838,-1.362956,-0.861819,-0.1750914,-0.9754723,-1.3054319,-1.1324597,-1.490444,-1.1304035,-0.5678547,-1.1705413,-0.4243518,-0.8233901,-0.9613429,0.522335135503637
"Q6KCM7",0.4105077,0.4093168,0.2669684,0.3837019,0.2906875,0.469868,0.3570225,0.3670062,0.284871,0.4313621,0.4704617,0.4721392,0.460477,0.4869506,0.4385102,0.3078668,0.3690532,-0.1149309,0.4414214,0.3292296,0.753936274733762
"Q6L8Q7",0.080728663,0.094688324,0.283319273,-0.014524837,0.155479922,0.049187366,0.254904298,0.120038344,0.143948337,0.103560965,-0.11001057,0.061251549,0.008035034,0.156437072,0.246247089,-0.401976068,0.266592145,-0.197125828,-0.096252463,0.222292084,0.139488253256928
"Q6NUK1",-0.03065256,-0.06336668,-0.02816026,0.18409549,-0.19592486,0.06263072,0.25036243,-0.28736615,0.05592396,-0.03400083,0.08825736,0.11546046,0.08690526,0.16826445,0.13882551,0.24690662,0.24602051,0.40032397,-0.01951531,-0.04854827,0.114824870513073
"Q6NVY1",0.6450646,0.8784012,0.8315086,0.7271915,0.7883431,0.7288587,0.8476758,0.6650095,0.7100477,0.7021406,0.8543653,0.8857575,0.7914132,0.8378841,0.8154159,0.6225819,0.9361527,1.1140846,0.7610355,0.8060249,0.235599063508451
"Q6NXE6",-0.07663436,-0.29152355,-0.2244818,-0.25280744,-0.42650309,-0.26983884,-0.44932549,-0.49108505,-0.15496918,-0.29940456,-0.33397727,-0.28044542,-0.45459804,-0.69335778,-0.02244552,-0.16294293,-0.45015933,-0.28331874,-0.23655042,-0.50934156,0.790692469086453
"Q6NY19",-0.73338172,-0.40109666,-0.67393838,-0.39572668,0.08454019,-0.25300277,-0.43586974,-1.35612247,0.06205379,-0.20124013,-0.30863042,-0.3653689,-0.32352301,-0.2514569,-0.34267406,-0.41895985,-0.27795521,-0.51100603,-0.22481202,-0.53598993,0.644116762878881
"Q6NZI2",0.25502737,0.25631257,-0.01073349,0.49385311,0.57772613,-0.16488857,0.12890587,-0.03409752,0.4220101,0.43071976,-0.26391853,-0.38643544,0.1131888,0.2156891,-0.05186884,0.01880877,-0.01166967,1.40718655,0.13410218,0.04761155,0.738179261708023
"Q6P1N0",-0.5860313,-0.4882026,-0.6296422,-0.5202172,-0.8482897,-0.7287322,-0.8579602,-0.568716,-0.8602158,-0.6140967,-0.4266512,-0.4046612,-0.474588,-0.4465476,-0.5678833,-0.7877646,-0.731357,-0.9969408,-0.5740092,-1.2669504,0.802814556409469
"Q6P1N9",-0.8392508,-0.8677274,-0.7286217,-0.46257,-0.7767929,-0.7767283,-0.7945966,-0.9196198,-0.4998875,-0.7374776,-0.8139774,-0.630538,-0.6002294,-0.6661102,-0.5448984,-0.7309766,-0.5688444,-0.6612622,-0.6443414,-0.4621866,0.21190171215912
"Q6P1Q0",-1.05567,-1.534834,-1.613931,-1.750323,-1.23579,-1.62282,-1.528592,-1.233409,-1.365153,-1.646081,-1.134294,-1.51491,-1.151909,-1.536248,-1.308362,-1.188215,-1.355482,-1.214046,-1.811526,-1.417616,0.319336846089534
"Q6P1X6",-0.14392123,-0.23514735,-0.29385588,-0.29336628,-0.08111914,-0.44585207,-0.33737645,-0.51648322,-0.50263093,-0.23993415,-0.37487274,-0.41897219,-0.27539253,-0.18475819,-0.00898816,-0.71218357,-0.18751384,-0.1766578,-0.26798863,-0.01550231,0.335625019941835
"Q6P2E9",0.235302542,0.192683071,0.172273226,0.2070119,0.237867638,0.127282931,0.124057973,-0.019203982,0.183211099,0.208122246,0.104820011,0.090578398,0.207102275,0.144879146,0.296753884,-0.048378533,0.091810472,0.163660485,-0.100904692,-0.005738309,0.303203175003206
"Q6P2I3",-0.6905881,-0.5800215,-0.6970016,-0.7222311,-0.515009,-0.3705696,-0.8693538,-0.3091223,-0.5354059,-0.4934647,-0.8620014,-0.4197716,-0.5559202,-0.4251677,-0.3397607,-0.5731429,-0.5278334,-0.3006075,-0.7375048,-0.5766388,0.580852706523774
"Q6P2Q9",-0.5386285,-0.3467839,-0.3954929,-0.1855903,-0.2844989,-0.2540406,-0.4553088,-0.3974923,-0.1958528,-0.1210272,-0.1836256,-0.4930787,-0.5415801,-0.2663448,-0.1962722,-0.2563351,-0.4167381,-0.3892865,-0.2098034,-0.5389432,0.811067699165574
"Q6P3W7",-0.6933135,-1.1974591,-0.7125405,-0.7643953,-0.5817166,-0.4624541,-0.6206465,-0.6344109,-0.6877512,-0.8498842,-0.5743033,-0.6051489,-0.4350965,-0.274531,-0.6639915,-0.9937952,-1.0142191,-1.1665711,-0.3310804,-0.2886888,0.66734290433408
