"","Control","Control.1","Control.2","Disease","Disease.1","Disease.2","Disease.3","Disease.4","Disease.5","Disease.6","Disease.7","Disease.8","Disease.9","Disease.10","Disease.11","Disease.12","Disease.13","Disease.14","Disease.15","Disease.16","Disease.17","Disease.18","Disease.19","Disease.20","Disease.21","t_test_p_value"
"Q96KG9",-0.105670739,-1.185854861,0.646009981,-0.510566778,-0.564593538,-1.781186321,-1.890822171,-1.279944156,-1.154432741,-0.848106527,-0.873114361,-1.539416552,-0.515786111,-0.743911427,-0.58598717,-0.533510089,-0.008599115,-0.455421735,-0.999583174,-0.730305379,-0.714538408,-0.59987007,-0.918614271,-0.266275807,-1.159503562,0.438312332544469
"Q96KP4",1.444579,1.1176495,1.3879474,1.3986101,0.738782,1.48246,0.7261549,0.7466272,0.8898287,0.8518545,1.0596381,0.9519131,1.5629922,1.2841645,1.4187915,0.5464245,1.2754131,1.6213234,0.7772685,1.571107,0.9989678,1.3112254,1.0011308,0.9719983,1.0514665,0.125395165232803
"Q96KR1",-1.5736786,-1.1942809,-0.9551801,-1.0857617,-0.4208292,-1.4386075,-0.6373259,-0.5256065,-0.9977659,-1.0925954,-0.5267989,-0.7461917,-0.2916162,-0.7204698,-0.5146253,-0.6383057,-1.3779524,-0.7897997,0.2626191,-0.7716046,-1.3674115,-0.6809716,-0.5292771,-0.1980313,-0.695135,0.00622555663937863
"Q96KS0",0.574845015,1.184379302,-0.687229645,-0.232214235,0.113167607,-0.276875576,0.009766045,-0.300531309,-0.583307056,0.867103919,-0.481072045,-0.459405177,0.234853929,-0.256806658,0.457315631,-0.799707327,0.474982884,-0.271999869,1.051025596,-0.354428223,-0.363482452,-0.132378037,-0.367549053,-1.84402349,-0.142211263,0.702564939053289
"Q96L91",-0.48343702,-0.50298971,-0.17243011,0.2633862,0.3482107,-0.09733235,0.29930063,-0.77331802,-1.51174538,-0.83738727,-0.5381447,-1.40930198,1.07963411,1.01278648,0.93708939,-0.43480783,0.9893428,0.82268854,0.36783484,0.61722631,-0.81754076,-0.44096199,-2.1960247,-0.74212338,-0.51784588,0.884163869902933
"Q96N66",-0.89984638,-0.46400219,-0.24312969,-0.29863912,-1.8686153,-1.05140439,-0.40569062,-0.39015917,-0.55367638,-0.06181324,0.29340608,-0.36020166,-0.28507424,0.10351004,-1.40363807,-0.06331916,0.04305626,-0.5475655,-0.29566271,-0.67209449,-0.56612971,-0.37611466,-0.15888068,0.19360397,-0.16579648,0.580872607514783
"Q96N67",-1.12284594,-1.07381874,-1.29931782,-0.58291983,-0.70218879,-2.41799833,-0.52218096,-0.96504627,-0.60101638,-0.77472019,-0.64536204,-2.53594012,-0.82732822,-0.37937701,-0.58272219,-1.42530089,0.01973164,0.02603277,0.42141344,-0.77820491,-1.01577326,-0.97737948,-1.13613788,-0.3560869,-1.22015536,0.576400841569633
"Q96NY7",-0.897095,-1.0503638,-2.62103995,-0.24576892,-0.32063783,-0.45158889,-0.46092021,-0.63214254,-0.70120875,0.25432226,-0.38432049,-0.49156898,-0.7190371,-0.94348624,0.31656102,-0.24247654,-1.56977623,0.26767612,0.23976469,-0.1818241,-0.08928273,0.15307948,-0.5793332,0.24129883,0.4830914,0.276698921976211
"Q96P70",-0.908318133,-0.916830662,-1.190185034,-0.251403847,0.296225696,-0.582156983,-0.397316928,-0.226909316,-0.706277812,-0.431083461,0.01929988,-1.03727798,-2.315434582,-0.239603549,-0.036171048,0.001230701,-0.365606587,-0.626651023,-0.974729517,-0.393385834,-0.516369678,0.047858345,-0.707231423,-0.043736644,-0.754293811,0.386448777897681
"Q96PK6",-0.54040598,-0.24335055,0.35381105,-0.56451215,-0.42485451,-0.12613524,-0.3544546,0.49535758,0.19330065,0.23910481,-0.34564765,-0.48712178,-0.45665757,-0.29325806,0.1302829,0.07839056,-0.20427508,-1.45695545,-0.22544594,-2.30625293,-0.0931781,-1.05684027,-0.05515824,0.67690635,0.23849422,0.704584271866089
"Q96PY5",-1.47701112,-0.85137412,-0.06483771,-1.11322805,-1.19864486,-1.01696047,-0.41178107,-0.45530661,-0.47270728,-0.31051707,-0.04492027,-1.01156986,-0.07015433,-0.90031506,-0.9261674,-0.8043765,-0.32271377,-0.6220591,-0.27399051,-0.55405109,-0.43400979,-0.23630028,0.0399951,0.42377151,-0.1586197,0.575789103190045
"Q96QK1",0.7367718,0.7204284,0.9930598,1.4847547,1.0184785,0.9462048,0.8287699,0.9980755,1.2262502,0.8544864,1.1733597,0.5546731,0.6378197,1.1605875,0.4846306,0.9672955,0.9666377,0.8801529,1.075651,1.0311032,1.3990383,1.313988,0.9703855,1.0755459,0.9660396,0.733435102396111
"Q96QR8",-1.087976942,-0.404545846,-1.00065935,0.194338959,-0.236480113,-1.145766777,-0.233564741,-1.174513163,-1.200909634,-0.583982315,-0.158123148,-0.009758042,-0.158965582,0.644233485,2.0754163,-0.957733607,-0.452201497,-0.744823824,-0.667548321,-0.759960772,-0.170031699,-0.640866779,-1.058299225,0.097731877,-0.508358416,0.960375770621466
"Q96RF0",-0.2241473,-0.12408202,0.07080555,-0.50614363,-0.68753326,-0.4508889,-0.52267261,-0.68977564,-0.88255201,-0.57598734,-0.35421903,-1.70360191,-0.37295977,-1.00939914,-0.50384389,0.17398078,-0.32423452,-0.83845299,-0.4685596,-0.05628482,-0.88034475,-0.52685394,-0.98890026,0.17023478,-0.67611725,0.125429619714557
"Q96RP9",-1.29659243,-0.84663631,0.17040916,-2.67908317,-0.83972949,-0.36670484,-0.77403657,-0.56289794,-0.96666461,-1.09399936,-0.07308132,-0.2779228,-0.59816573,-0.48831659,-0.7589663,-0.36750491,-0.16618376,-0.23637592,-0.37909389,-0.5680095,-0.64376036,-0.78334855,-0.43466093,-0.25200844,-0.94480595,0.566803503417718
"Q96RQ3",-1.75367535,-1.24914048,-1.74909189,-0.13220842,-0.60759975,-0.91064713,-0.373456,0.0608301,-0.15972801,-0.91337819,-0.26789167,0.09837517,-1.6335904,-0.36381031,-0.40158126,-0.13370066,-0.41371399,-1.0724787,-0.37077657,-0.21838909,-0.08359448,-0.50264093,-0.3862832,-1.27758354,-0.2609422,0.363048362259642
"Q96S97",-1.1446644,-0.140631,0.2372019,-1.0037803,-0.5412286,-0.3533022,-0.1859187,-0.8630122,-0.7411311,-0.7366852,-1.1007537,-0.6188535,-0.4853029,-1.6995298,-0.4671823,-0.2782338,0.1267993,-0.1294248,-0.6097333,-1.4708967,-0.8220208,-1.1684194,-1.5951882,-0.1929544,-1.0231422,0.381560100907685
"Q96T51",-0.57707048,-0.09303733,0.22904187,0.05216906,-0.199097,-0.10996836,0.059083,-0.01215402,-0.42096433,-0.89157522,-1.01357569,-1.16483608,-0.35742902,-0.35702927,-0.42132886,-1.08060935,-0.31406845,0.64762062,-0.61122428,-0.13043499,-0.23316367,-0.10335617,-0.27791264,0.29312515,-0.10187516,0.0212989132420175
"Q96TA1",-0.31609398,0.24915314,-0.85047375,0.54395307,0.13039395,0.82336778,0.3991992,-0.55378668,-0.12050113,-0.68670274,0.19820586,0.03895898,0.31687961,0.6056132,0.27154942,0.35580857,-1.03498362,-1.64504778,0.19182329,0.33390061,0.84598695,0.80050876,0.0396403,0.64954171,0.06599527,0.815707556432903
"Q99250",-2.26925691,0.64260855,0.29877357,0.24880894,-0.66280308,0.246891,0.24165053,-0.49297444,1.1646794,0.69307311,-0.841642,-0.26970872,1.1252943,-0.01720588,0.19093078,-0.53380723,-0.09215628,-0.04398331,0.47133616,1.17723583,-0.83025524,0.19708605,0.70517026,-0.42931285,-0.0254965,0.136778479112999
"Q99426",-0.248392482,0.113714883,-0.469543245,-1.907931826,-0.431160998,-0.080109451,-0.378632251,0.008428919,0.17510707,0.409542999,-0.141046159,0.085994899,-0.349535493,-1.715293935,-0.793499754,0.454160783,-0.762775053,-0.033780994,-0.064820695,-0.121981963,0.2284227,0.332551083,-0.243885229,0.223640517,-0.019294354,0.422857087349054
"Q99436",0.06306012,-0.35840986,-0.7160445,-0.55449893,-0.04963894,-0.15297437,-0.6485497,0.04704026,0.40969437,0.39336629,0.34066731,0.40401086,-1.82860618,-1.99191768,-0.85978236,0.31669927,-0.65690723,-1.59085676,-0.42599175,0.02064058,0.23479857,0.22641641,0.19351065,0.16715706,0.78984018,0.126108559818631
"Q99439",-0.498205598,0.493154651,0.018280332,-0.530624631,-0.766423039,0.229404748,-0.795837619,-0.675690866,0.501187366,-1.27253837,-0.484108217,-1.123935793,-0.92315974,0.009641368,0.033361559,-0.225951136,-0.336170022,-0.905122408,-0.314049641,0.472193584,-0.39964013,-0.241195995,-0.132414028,0.490428071,-0.731998239,0.354379724984925
"Q99442",-0.5033956,-0.1081294,-1.4350768,-0.2850828,-0.774677,-0.5301571,-0.8007254,-1.4122104,-0.4078555,-0.7049207,-0.2567937,-0.4906226,-2.2262377,-0.5294986,-0.6932589,1.6651249,-1.1820095,-1.5513175,-0.1064896,-0.6274949,-0.9261494,-0.8255262,-0.529548,-0.8851398,-0.7292272,0.8666794598402
"Q99447",-0.92589018,-0.71791622,-0.34490016,-1.00986883,-1.82422513,-1.92032765,-0.7194645,-1.75476268,-0.38353243,-0.91705179,-0.51800533,-0.44028929,-1.70070113,-1.42830565,-0.9780038,-0.70198885,-0.17862664,-0.77236057,-0.47323935,-0.82694811,-1.10357628,-0.4722788,0.06598827,-0.29556223,-0.60316696,0.515148146343392
"Q99460",0.52430809,0.5724556,-0.42645549,1.32912263,0.93663531,0.99878374,0.63001732,0.28522587,0.30823759,0.67131433,0.596965,0.03302266,0.64183744,1.0373822,0.92203282,0.50817953,0.76638926,0.57687905,0.46731988,0.70253924,0.36377745,0.58895434,0.77045482,0.71369497,0.70490726,0.811983538921307
"Q99471",-1.066797677,-0.627724062,-0.782362149,0.575392729,-1.501671888,-0.380249754,-0.747862517,-0.87471609,-0.440876052,-0.827135054,-1.146862655,-0.991113893,-0.007435773,-0.48300189,-0.895938209,-1.044718779,-0.891675937,0.079649812,-0.171759418,-1.807431126,-0.66121587,-0.454336885,-0.426228053,-1.108759585,-0.675823416,0.398393516929358
"Q99497",1.8473293,1.7607472,1.8281189,0.7097658,1.5917658,1.5828915,1.6795887,1.4736856,1.958681,1.9101792,1.4069452,1.5590024,1.793388,1.7410989,1.8724405,2.2128412,2.2926657,2.1812762,2.0034499,1.2845588,1.5880583,1.8554077,1.604603,1.0862768,1.473067,0.510565976326134
"Q99536",1.361388,1.4286365,0.553652,1.2789909,0.8100789,1.2471258,0.8813866,0.6831371,0.6793024,1.4240127,1.0377599,0.9081053,1.3349528,0.767304,1.1202981,1.4724581,0.9653341,0.6071429,0.8901644,1.218451,1.3189752,0.9147845,1.0838416,1.4916364,1.0519217,0.887416761888858
"Q99567",-0.5950043,-1.4903394,-0.5503634,-0.3007174,-1.1470338,-1.4604133,-0.4283349,-0.307684,-1.0131744,-0.4291798,-0.17792,-0.9569074,-0.5777619,-0.5600792,1.5398678,-0.3020798,-0.5064222,-0.726065,-0.548049,-0.6272785,-1.7600535,-1.2717891,-0.6911604,-0.2445407,-0.5124496,0.686235533239105
"Q99584",-0.24329452,-0.12768006,0.11240915,-0.28490294,0.52587161,-0.19403855,-0.15473667,0.20285542,0.40309987,0.22292821,0.41685289,-0.05124265,0.17215808,0.3691185,-0.16651478,-0.03388896,-0.51853349,-0.01937774,1.04600392,0.14443408,0.30936767,-0.59042214,0.13321989,0.07852909,0.05071041,0.200709239882514
"Q99598",-0.67310086,-1.39788422,-0.45320987,-0.59103527,-0.04222554,-0.41229772,-0.34922413,0.22934063,-0.14295199,0.45446603,-0.15406795,0.10295749,-0.44500373,0.27568317,0.18781307,1.66512487,-0.51577761,0.02611607,-0.16876191,-0.33896581,0.74398715,-0.14214812,-0.52404691,-0.76569755,0.18031447,0.0946807662117598
"Q99613",-0.74206272,-0.29428939,-1.61075871,0.53499722,0.75382066,0.44144562,-0.01089,-0.04190943,-0.28867735,-0.09825906,0.25558244,-0.50605362,-1.22802418,0.22789426,-1.03087973,0.20710802,-1.10308544,0.22262647,0.49899363,-0.54324462,0.46700981,0.45880711,-0.06649906,0.49316101,0.07341947,0.574790737252011
"Q99622",-0.18719028,-0.12784309,-0.15814648,-0.41686829,-1.0322957,-1.03189196,-0.70099996,-1.3998032,-0.65398421,-0.6167283,-1.02119435,-0.81410757,-0.90922247,-0.37937701,-0.57766512,-0.58592687,-1.62338332,-0.50588124,-0.71916043,0.04546754,-1.47815834,-1.07277088,-0.63803652,-0.86323003,-1.23506695,0.00218511404943149
"Q99623",0.68969641,1.17068388,1.34301857,-0.3279157,-0.2416427,0.16720779,0.27916926,1.4796106,1.15316688,1.35724055,1.47084827,1.7044366,0.47061098,0.00149623,0.78722076,-0.90757834,-0.38145566,-0.06863368,-0.17250957,0.23652704,0.58702556,0.0358711,0.70616134,0.47565341,1.28336688,0.709675336034475
"Q99627",-0.163086,-0.03787333,0.17709041,-0.20147907,0.0218914,0.01599471,-0.40602082,-0.2821061,-0.62681815,-0.28150963,-0.2634184,0.10141978,0.10792318,0.09261795,0.38689705,-0.14469061,0.37661665,-0.3575573,-0.48112931,-0.03740656,-0.61818085,-0.74754082,-0.633252,-1.30520357,-0.59230049,0.134676889759073
"Q99714",0.7756374,0.9396356,-0.1280535,-0.11857,1.3890321,1.1505553,1.3876429,1.1322506,1.1501063,1.1020889,1.330008,1.3091898,0.5986035,0.8593002,0.5577114,0.6626807,0.9046057,0.5985451,1.2768569,1.1384521,1.0124492,0.5262254,0.4309637,0.6777047,1.0133374,0.170903446412824
"Q99715",0.71528929,1.40912948,-0.22037023,-0.74685353,-0.06553632,2.02783798,-0.23168977,-1.41402042,0.36279996,-0.04954562,-1.91143566,-0.55896741,0.99165916,0.35636585,-1.31541026,0.53207773,1.15512525,-1.3117313,-0.65845282,-0.70948237,-2.34054097,-0.9481832,-0.43566827,0.60795609,-1.61802787,0.525261524498438
"Q99719",1.14116852,0.30824847,1.19207212,-0.18611018,-0.07001934,-1.17260233,-3.89413878,-0.86310127,-1.44178005,-0.7506335,-0.33458561,-0.60683671,-1.14445773,-0.14065935,-0.10827275,-0.48941921,-0.05827963,-0.52161566,-0.1251814,-0.72016102,-0.58633385,-1.60332489,-0.62299249,0.56904876,-0.560566,0.0798630084606288
"Q99729",-0.822568589,0.007029449,-1.125111014,0.646158721,0.474866258,0.262658,0.659428587,0.616359086,-0.340651706,0.25446637,0.517486999,0.283104891,0.653089222,1.06392179,0.348578834,-0.685513369,0.902449581,0.680769951,1.024548137,0.787485046,0.828204595,0.154728606,0.480894352,1.214335957,0.703894482,0.320927217369597
"Q99733",0.3438314,0.5156588,0.2073187,0.9822129,0.7258271,0.5392873,0.0238359,0.2978553,0.7132349,0.3175157,0.6470991,-0.1119755,0.474837,0.920773,0.9800204,0.3474141,0.9539244,0.5430319,0.7343026,0.7523018,0.3529551,0.5651792,0.4221405,0.4987651,0.4480157,0.884993800840165
"Q99798",2.3184021,2.1117206,2.0424195,1.8329594,1.7702357,1.7487495,1.3633056,1.6005032,1.0599205,1.4576759,1.6909292,1.3730113,0.4612894,1.5302817,1.5843662,0.8546742,0.9807297,1.343814,1.6954014,2.0095127,1.4239019,1.070682,0.8475842,1.148809,1.1636502,0.000823420362484448
"Q99805",-1.1134838,-1.53527528,-1.66956864,-1.00851602,-0.34867672,-0.99917133,-0.29551822,0.27519039,-0.94461751,-1.1013129,-0.05778979,0.23506562,-0.2320127,0.08506868,-0.05217641,-0.25089029,0.19624775,-0.28984403,-0.3682162,-0.22962352,-0.83293697,-0.29169844,-0.10312465,-0.44072782,-0.02711755,0.0175591456067537
"Q99829",-0.38221612,-0.52311707,0.08410706,0.80332677,-0.17218908,0.51101087,0.69656903,0.52084276,1.02032976,0.30455896,0.69759283,-0.28694984,0.54065121,0.96483952,0.51357729,-2.19367455,0.52826257,0.90467819,-0.67032448,-0.29773286,0.45149338,0.17888385,0.35853559,0.06191689,0.52376579,0.785638706986557
"Q99832",0.93159382,1.268555,0.48162745,0.67845834,0.48606416,0.90927043,0.49466642,0.86664575,1.04513771,0.44448247,0.69989915,0.50953022,0.27310458,0.3870491,0.64196894,0.03409282,0.78135844,0.23312091,0.65134384,0.81949394,0.66821442,0.90030321,0.73629702,0.78349401,0.75524206,0.519153429747799
"Q99873",-1.478427565,-0.82126794,0.002462031,-0.335957336,-0.276869964,0.019549158,-0.176890109,-0.344445285,-0.923163385,-0.917814358,0.429294862,-0.553528214,-0.24544143,0.163982579,-0.303589895,-0.211139581,-0.477652143,-0.189000264,-0.063565361,-0.216745058,0.073379275,-1.081905894,-0.571374536,0.300139335,-0.114045916,0.687731445067753
"Q99959",-0.3308949,-0.09126637,-1.49137311,0.61836471,-1.57362191,1.07356497,-0.73271073,-1.24322992,0.99949412,0.88841248,0.94239496,0.07410985,0.67552373,-0.63961701,0.46510686,-0.15966498,-0.34856743,-1.81469268,0.47826545,-1.27570944,0.32377115,-0.26757898,0.52889856,1.51370699,1.64440552,0.597159455085441
"Q99962",1.22,-0.767,1.6,0.243,0.294,0.246,-2.61,1.76e-11,0.0564,-0.923,-1.15,0.214,0.174,0.11,0.533,-2.39,-1.48,-0.817,0.181,0.858,-0.385,-0.451,-0.546,-0.0395,-0.592,0.377026811134426
"Q99983",-0.82895115,-0.10895473,-0.41406457,1.19862716,-0.31170381,0.26116021,0.27899677,-1.04587505,1.18239317,0.30118545,-0.72347315,-0.07989491,0.48215377,0.68073105,0.07872638,0.52061978,0.57687599,-0.8333607,0.32867971,0.59042812,-0.10253063,-0.50589898,0.67007729,0.77206256,0.91514906,0.953788874644584
"Q9BPW8",0.868,0.62,1.21,0.173,0.328,0.332,1.76e-11,0.358,0.327,0.578,0.31,0.591,-1.74,0.279,-1.37,0.123,0.348,-0.623,0.521,0.56,-0.415,-0.82,-0.776,-0.504,-0.0401,0.110630337403384
"Q9BPX5",0.08925072,-0.12644429,0.41463907,-0.17525797,-0.5503234,-0.02697836,-0.73292643,-0.54189846,-0.78364615,-0.92498335,-0.81033816,-0.46501521,-0.06791713,-0.48300189,-0.43034981,0.17651859,-0.72364988,-0.29079335,-0.26778867,-0.54468414,-0.52403473,-0.59811984,-0.29260299,-0.48426441,-0.81169258,0.0971881024058735
"Q9BQ69",-0.20786262,-0.31125119,-0.2227724,-0.96001026,-0.31644644,-0.1715677,-0.53087317,-0.60001665,0.25603489,0.37776528,-0.14663587,-0.01950273,-0.01293244,-0.07982742,-0.69391793,-0.86179597,-0.82576783,-0.12005695,-0.37009095,-0.59341765,-0.5069091,-0.59184834,-0.81084017,-0.83230184,-0.48977255,0.665020482213763
"Q9BQB6",-1.0378793,-0.42095605,-0.62276538,-0.70439385,-0.92701652,-0.62339803,-0.48202936,-0.52260181,-0.4040284,-0.10960468,-0.48854303,-0.61498098,-0.42586994,-0.08559529,-0.1824585,0.13819462,-0.33170588,-0.16304413,-0.29781601,-0.79151318,-0.53087021,-0.12888198,-0.05334398,-0.85909267,-0.36642046,0.133757443147703
"Q9BQE3",0.12098881,-0.765378066,0.772858042,0.187845459,0.763026574,0.838752697,0.473896901,0.417988606,0.389671372,-0.228237945,0.14882485,0.246317297,0.007780872,0.428267233,-0.005861551,-0.135775772,1.007484044,0.742786854,0.180753457,0.724592301,0.478193852,0.912931596,0.334990757,0.475611074,0.201488828,0.534160741664302
"Q9BQE5",-1.73728132,-0.73337627,0.53464864,-0.28127924,-0.98565263,-0.81430418,-0.84215063,-1.04388157,-1.36290574,-1.11014645,-0.74792282,-1.07925433,-1.37778397,-0.29242609,-0.42673445,-0.52755322,0.02144298,-1.43846888,-0.73698126,-0.59380049,-1.89523999,-0.47081006,-1.10705811,-0.17929831,-0.78426211,0.19875641771003
"Q9BR76",-0.13941403,0.32002741,-0.53011096,0.26249396,-0.84897788,0.25468952,-0.98766634,-0.02131124,0.97607067,0.33448581,0.20610211,-0.03045521,0.40197661,0.44816029,0.27307704,0.03382064,0.39102042,-0.07731881,-0.77563727,0.15610048,0.02979709,0.29935293,0.41495927,-0.25716996,-0.55037364,0.96423926235079
"Q9BRA2",-0.011791209,-0.260122514,-0.817538249,-0.163987978,0.221926748,0.834610569,0.46948573,0.109873408,0.159194967,0.497357734,0.114473426,0.319419977,0.489651093,0.047206015,-0.300260743,0.110187627,0.319592901,0.979946543,0.379873773,-1.026338936,-0.525838516,0.416047728,0.408452931,0.005860423,0.221648602,0.072602568007815
"Q9BRF8",0.40473534,0.1122605,0.57061639,-0.29622761,-0.51173388,-0.09770316,0.08058897,-0.25010358,0.17555726,0.38983982,0.35747485,0.31228999,0.34485524,0.20186364,-0.17911182,0.42327752,-0.2550687,0.11142475,0.15903231,-0.03396964,-0.293062,-0.08890008,-0.14591764,0.02886051,0.49176252,0.806873160488392
"Q9BRG1",-0.91294057,-0.76499029,0.3366673,-0.5471083,-0.62134207,-1.03828675,-0.60116005,-0.32892968,-0.95638386,-1.05170905,-1.10165989,-1.03034928,-0.64331221,-0.8975336,-0.42735389,0.31106864,-0.55327767,-0.20762458,-0.22171684,-0.37994957,-0.3319885,-0.57792759,-0.86704108,0.05207514,-0.21160283,0.566921124802335
"Q9BRJ6",-0.02270321,-2.07551958,0.54040865,-0.09372995,-0.8000609,-0.52709894,-1.1491032,-0.58460471,-0.18732654,-1.64411198,-1.05132443,-1.09708782,-0.88966533,-0.72568741,-0.5728194,-1.83738718,-0.96233339,-1.27355004,-0.52471318,-0.85175048,-0.62186999,-0.70559476,-1.15056771,-0.38435708,-0.7596322,0.717913184267356
"Q9BRX8",-1.00960421,-0.649296547,-0.078844739,-0.242456909,-0.293485707,-0.185482538,-1.444971904,-1.792137309,-0.314456369,-0.026794353,-0.224055001,-0.562199049,-0.11692814,-0.03549511,-0.346955085,0.374672481,0.380645404,-0.003837633,-0.531337364,-0.305925768,-0.355095077,-0.402934722,-0.516205192,-1.520097657,-1.362656788,0.561330338858883
"Q9BS26",-0.27069295,0.3409985,-0.12183895,0.69069329,0.44271977,0.38116432,0.7802876,0.71216168,0.01855713,0.46919687,0.89294044,0.59631359,0.22507369,0.44465912,0.4199362,-1.2683308,0.17555571,0.63027416,0.81836185,0.41274201,0.68087416,0.54485422,0.53671242,1.20142951,0.54538457,0.58726684448129
"Q9BSD7",-0.303025188,-0.088697312,0.287248296,-0.263864698,0.139342704,-0.410312024,-0.605545744,-0.69436181,-0.628612009,-0.496087505,0.064501914,-0.001840905,-0.345839026,-0.486638675,-0.227621122,-0.742718576,-0.33537881,0.432014332,-0.256144881,-0.4187748,-0.424373667,-0.470177821,-0.864162247,-1.032148758,-0.400712738,0.133656658692476
"Q9BSJ8",0.3282104,-0.27056794,-0.11541374,0.94008775,-0.02112495,0.33142353,0.50661777,0.22519789,0.34468424,0.46955922,0.38956948,-0.24679493,0.6077269,0.40302926,0.0627268,0.32264535,0.54612498,0.38077184,-0.67419601,-0.9132501,0.86197321,0.69852817,0.65991109,1.01711307,0.45819283,0.783353126816171
"Q9BT09",-0.714240254,-1.038445492,-0.218963731,-0.529010513,-0.467556375,-0.35304089,-0.757058876,-0.016823835,-1.217224906,-0.091695192,-0.526764924,-0.146519732,0.129639049,-0.471408044,-0.313908322,-0.720475473,0.53427466,0.164433913,0.169178214,-0.29271014,-0.002110007,-0.355791465,-0.293186686,-0.978993125,-0.212703546,0.337095214297311
"Q9BT73",0.1722278,-0.3876283,0.5689696,-0.6701502,-0.7650415,-0.373582,-0.3381479,-1.6027601,-0.8352918,-0.7312956,-0.8065927,-1.4618857,-0.629277,-0.741111,-0.4658435,-0.2807494,-0.6440665,-0.9664105,-0.7099128,0.1993996,-0.9817046,-1.0204409,-0.8784138,-0.9029906,-1.150621,0.245450529990997
"Q9BT78",0.26864391,0.01055573,0.01959367,0.01070587,0.18475388,0.2094874,0.29515421,0.18498432,-0.65280824,0.1959724,0.28434512,0.36575457,-0.11997878,0.0114313,-0.33866993,0.29335312,0.14016667,-0.07505233,0.31063507,0.33326998,-0.03035001,0.04851706,0.04816862,0.46728783,0.24274137,0.0898484682890272
