"","Control","Control.1","Control.2","Disease","Disease.1","Disease.2","Disease.3","Disease.4","Disease.5","Disease.6","Disease.7","Disease.8","Disease.9","Disease.10","Disease.11","Disease.12","Disease.13","Disease.14","Disease.15","Disease.16","Disease.17","Disease.18","Disease.19","Disease.20","Disease.21","t_test_p_value"
"P07451",0.3712633,0.9006805,-0.468761,2.0305396,2.078509,0.3974865,2.1032721,2.1058306,0.3732532,0.197505,-0.6668211,1.4153158,1.5800657,1.2795954,-0.4500317,0.3915877,1.0127945,2.4414449,-0.2913272,2.2205398,1.5536574,2.2773042,1.5758118,-0.9581387,1.5118083,0.782317209737716
"P07477",1.35112965,1.66477105,1.27787633,1.25210176,-1.1268802,-1.12590256,1.02762699,0.97306959,1.47869133,1.11744393,1.20551674,1.00964021,1.0980647,1.1920159,1.06234076,1.15193687,1.13630745,0.94997273,0.95013376,1.0454593,0.04481571,-0.17246202,1.24664374,1.32330132,1.21830253,0.0172743123597274
"P07585",1.67666282,1.89055561,-0.69205967,0.83539089,0.85422285,1.4478251,0.69596671,0.78102661,1.77747662,-0.32720525,-0.22849799,1.23126673,0.40636927,0.1692031,0.44816354,-0.08260307,-0.87688015,0.68866743,0.14714606,1.88817385,-0.2211048,-0.68896015,1.34116067,0.5471724,0.98300068,0.857182705991154
"P07602",-0.07629305,-0.14686208,0.6954299,-2.32400856,-0.12742031,0.19811134,-0.77752518,-0.23132913,0.30749106,-1.0503988,-0.24242429,0.41413761,-2.5016577,0.18889037,-0.11853342,0.16876576,-0.35696639,0.4381514,0.07296753,-0.08015338,-1.15957246,-0.43409696,-0.14921099,-0.34486168,-0.75608739,0.78618369018035
"P07686",-0.61835141,-0.58415411,-1.1551463,-0.11011136,-0.19829581,-0.60647552,-0.82055633,0.14833356,0.52804277,-0.37347477,-0.3255278,0.47421779,-0.38982568,-1.29215502,-0.29048984,-1.03757836,-0.18704905,0.51377018,0.03473963,-1.72553965,0.05165817,-0.08692336,-0.12399429,-0.08139482,-0.2307692,0.39367301294076
"P07711",0.23271954,-0.51230237,0.31253204,-0.29851625,-0.90010745,-0.7162232,-0.90675278,-0.38560502,-0.10938469,0.44094472,-1.27968473,-0.70999755,0.09579573,-0.28939152,-0.33062234,0.17327332,-0.3478411,0.19614022,-0.08316614,0.24430526,-0.60448733,-1.31769462,-0.85232905,-1.33380229,-1.32953421,0.31971206294948
"P07737",1.6807448,1.7826007,1.1390167,0.6020977,1.6823665,2.2430402,1.9500679,1.8017283,1.999241,1.9116491,1.6102623,1.7911752,2.0236589,1.8466609,2.2055649,2.2165134,2.1625324,2.4970998,1.9305964,1.7083933,1.9253978,2.0837982,1.8563331,1.3414192,1.7174076,0.154328485891917
"P07738",0.8752012,1.43280908,0.43267346,0.38140466,0.69193181,0.15689695,0.38858992,-0.22914181,-0.09682576,0.96596941,0.26715205,-0.9053973,0.01824373,0.32244764,-1.50005151,-1.05607667,0.34076309,-0.20735357,0.54309783,-0.04442553,-0.08420887,0.00614202,-0.95107454,-0.51382486,-0.26638142,0.114857040232207
"P07741",0.4074778,0.203752,-1.1260739,-0.0722282,1.1416569,0.4355473,0.9877986,0.5713705,0.9851416,0.675023,0.1404408,1.063139,0.367719,0.856556,1.1355844,0.890558,0.8457192,0.8270903,0.6105767,0.4668566,0.8173908,0.8187619,0.4191271,0.1768674,0.3465798,0.123340427728387
"P07814",0.4056424,0.2031616,-0.1798974,0.3090203,1.0559607,0.9632833,0.8572349,1.0134715,0.6287358,0.660737,0.9684168,0.4944528,0.2472126,0.5569593,0.710068,0.3841394,0.4228334,0.562707,0.3666718,0.9336504,0.7168204,0.8837117,0.9471213,1.1918521,0.8175276,0.0377536026365543
"P07858",0.699066358,0.461453161,0.007178567,-0.604582131,1.235909236,2.096444676,0.820855217,0.802445955,1.221798189,0.495392026,0.444598396,0.890179177,0.905200047,0.936789262,1.165679655,1.1367467,0.471775088,0.990407896,0.552056084,0.395041777,0.90264408,0.871660748,0.512730648,0.098510855,0.790974957,0.0914673801727109
"P07900",1.913706,2.088844,2.179203,2.760984,2.311746,2.626068,2.172927,2.211989,2.229317,2.331449,2.405596,1.788338,1.967056,2.731691,2.337699,2.709942,2.600545,2.564893,2.58116,2.549373,2.457752,2.451255,2.299759,2.310028,2.302734,0.884625447978219
"P07910",0.05908328,0.96292644,-0.1233317,1.54845752,1.42067613,1.18487407,1.43042274,1.42266823,0.84149592,1.2000949,1.19792393,1.36208024,1.15039846,1.41242741,1.08051497,0.82203345,2.02950098,1.47776651,1.70358315,1.36890692,1.79776944,1.34733322,1.20929158,1.58695094,1.39760972,0.372204932492245
"P07919",-0.8047273,-1.32700677,-0.40815857,-0.33984093,-0.9669303,-1.90229965,-2.10896749,-0.04608478,-1.92906293,-1.73349078,-0.55809774,0.06470755,-0.60934157,-0.53164401,-0.66694569,-0.21530975,-2.16032405,-0.43620489,-0.33505011,-0.35859546,-1.05564426,-0.50339989,-0.76562238,-0.38899147,-0.7151832,0.677481766474365
"P07942",-0.03784175,-0.29421372,-1.3959695,0.05735229,-1.44932416,-1.04268916,-0.23188298,-0.29094985,-0.16219753,-0.36675962,0.03778772,-0.95901423,0.18172054,-0.39927457,-0.17371008,-0.15753512,-1.32710128,-0.56185868,-1.15493004,-0.15558562,-0.65345744,-0.02416489,0.87040045,-0.12605595,-0.03355484,0.761764939414078
"P07954",1.611708919,1.287235227,1.347932546,0.958052021,1.534690467,0.972769388,0.885483622,1.332870118,-0.345086824,0.321685809,1.456351327,1.416755792,0.370903311,0.798697219,0.972898607,-2.301864544,0.863750123,0.710913932,0.93040934,1.44189307,0.484954263,0.373825322,-0.008838818,0.546802911,0.444200962,0.0209846815059207
"P07996",0.44324159,0.4576212,-0.7867854,-0.55290904,-0.26762309,0.70685194,-0.55751173,-0.68230963,1.14394979,-0.04390617,-1.65081138,-2.1335532,-0.90447267,-0.57680156,-0.64019599,0.36887672,-0.40045778,0.14129426,-0.83429009,0.24952808,-0.40444273,-0.34335581,-0.09577635,0.89606814,-0.77504813,0.947527675394914
"P08123",0.81058005,0.82639939,-1.93132089,0.28651424,-1.26625288,-0.63959629,-0.55481895,0.79261138,1.40704547,-0.18349966,0.34343161,0.53685372,0.8699926,-0.28567923,-1.08240343,0.12187193,0.04937258,-0.21957255,-0.59763612,-0.17380465,-0.96996232,-0.39146531,0.91446835,1.42863749,1.41172595,0.725163442030693
"P08133",1.922968,2.213989,1.854623,2.605209,1.77661,1.635529,1.909015,1.661523,2.252987,2.091262,2.094672,1.509652,2.487947,2.127816,1.858975,2.841907,2.415583,2.475804,2.439921,2.194749,2.053485,2.416412,2.249383,2.295815,2.014923,0.722071377676582
"P08134",-0.07038475,-0.05481976,-0.36531059,0.26736743,-0.01573986,0.24109762,0.01277949,-0.12426273,-0.36398477,-0.4526392,0.12972981,-0.27204469,0.31879433,-0.12573834,0.11206608,0.51051885,0.22070974,-0.42121525,-0.09599989,-0.31725959,0.26871312,0.26009174,-0.08981431,-0.53940365,0.1120073,0.922130183402227
"P08183",-1.097306,-0.4606392,0.5597288,0.7467479,0.6685756,0.5975177,-2.1740207,-0.8030203,-1.6809784,1.312321,0.9868414,0.2099513,-0.4464455,-0.6881453,-0.3649898,0.1943347,-1.2428496,-2.308893,0.373519,-1.6071217,0.6052044,0.6283473,-1.3840897,0.332034,0.3640972,0.257876558787857
"P08195",0.92799339,1.09060558,1.31736672,-0.64428504,0.15672346,0.17880319,-0.35414783,-0.59083203,-0.16977343,-0.68652189,-0.1409902,-0.41458045,0.51373072,-1.10399726,-0.10284032,-0.15176685,-0.01540505,-0.15278292,-0.37602301,0.4768045,0.62564621,-0.61224524,0.09553078,-0.21757899,-0.05565776,0.356818764350011
"P08237",1.56761253,1.19489914,1.3296087,1.11832918,0.99878923,0.56736947,0.44176736,0.72672774,0.30375996,0.91065645,1.6188333,0.77627398,0.51069147,1.23675982,1.41140462,0.35994571,0.68743907,1.42282158,-0.07925669,0.95415441,0.82734882,0.80421382,1.04746172,0.08364494,0.73939977,0.00165891546607232
"P08238",1.17798,1.539855,1.558511,2.338605,1.983505,2.29408,2.058647,2.046203,1.879777,1.923175,1.906291,1.406923,1.96947,2.383435,1.97724,2.394591,2.269998,2.328207,2.140739,2.294323,2.236471,2.070036,1.974492,2.133937,1.961103,0.420037526657687
"P08247",0.65678089,-0.76552057,1.83204639,0.24676517,-0.55122914,0.2901641,-0.55113058,-0.09323985,-0.54731588,-0.01898315,-0.39074584,-0.7237994,0.15442541,0.24504952,0.34132338,-0.41315397,-0.44797568,-0.45790427,-0.42253061,0.68496062,-0.91548206,-0.67110788,-0.56448116,-0.02609239,-1.62897521,0.422350293816121
"P08559",1.3103759,0.8642196,1.401561,0.7406461,1.2104361,0.7167456,0.5730271,1.024833,-0.2250697,0.3403186,1.0743249,1.2172058,0.6993042,0.2126691,0.8091455,-1.0038886,0.2278802,-0.1070122,0.6566232,1.2961474,0.51674,0.1851759,-0.3896084,0.3580509,0.5996018,0.096079377356358
"P08571",0.128580119,-0.65229827,0.516657825,1.08305769,0.427477461,0.409720001,-0.386261402,0.132855805,0.465233344,-0.10585171,0.386341741,0.324698702,0.00363499,0.277741926,-0.069056393,-0.355238408,0.126750041,1.630895407,0.250399767,0.837222704,-0.009111574,0.355661307,0.480137808,0.111250259,-0.223929777,0.898592956142391
"P08574",0.34384704,0.51953112,1.17972625,-1.95649225,0.56347292,-0.222679,-0.41350968,0.80220104,0.35178911,0.34034821,0.58216414,1.06024286,0.80829483,-0.17046451,0.60421573,0.42267441,0.69075489,-0.04747398,0.72377046,-0.48299307,0.66879778,0.54172713,-0.03041114,-0.62860607,0.24916559,0.722408934888982
"P08575",-0.4959271,-1.1972033,-1.748441,-1.0522153,-0.7713174,0.2781303,-1.3311415,-0.8886728,-0.4326029,-0.9660277,-0.5623212,-0.5632094,-0.1076462,-0.3612733,-0.7120485,-0.4952063,-0.276018,0.3716398,-0.5520511,-0.1067994,-0.2897512,-0.8955581,-0.1779423,-1.2228632,-0.4881532,0.0403130183033667
"P08579",-1.05406178,-0.99701117,-0.21694854,-0.70664052,-1.28281318,-1.16738828,-0.38456516,-0.34794232,0.19596513,-1.44280941,-0.67645684,-0.27393312,-0.60631825,-0.46626434,-0.509335,-0.26319963,0.08389497,-0.79087907,-0.54316464,-0.68261625,-0.61827003,-0.906331,-0.74544355,-0.43317623,-0.14613304,0.799909781384251
"P08603",1.55630824,1.72799663,-0.40741193,1.16472774,1.13799175,1.21288465,0.46766106,0.3333288,1.00415114,1.22825055,0.72405301,-0.89241551,-0.05144163,0.07828927,0.54277872,0.01923499,1.19541159,1.54248685,0.26406119,1.63751873,-0.35560135,0.67102358,0.58569179,0.74188098,0.74074226,0.768431890936792
"P08621",0.312859015,-0.725871294,0.743511579,-0.093813169,0.215262211,-1.09173465,-1.092957428,0.077457336,-0.59601838,-1.11982384,-0.212408063,-0.483498616,-0.339611539,-0.583843666,-0.3100843,-0.001660368,0.171278759,-0.146472268,-1.247644335,-0.151447965,-0.726912822,-0.233039798,-0.218170148,0.469029158,0.225080832,0.526085584134843
"P08648",-0.003663496,0.378230403,-0.828194236,0.610255958,-0.561108378,-0.372799304,-0.784004791,-0.63710891,-1.077022728,0.374102454,-0.464143491,-0.995294788,-0.184685551,-0.352000125,-0.040528286,0.051497426,-0.452996537,-0.422384436,0.562247525,0.143214068,-0.207719181,-1.766134427,-0.29356876,-1.655977096,-0.423350314,0.372649328055918
"P08670",2.772702,3.238754,2.86796,2.178488,2.084458,2.382953,2.455138,3.424468,3.930206,3.793902,3.823342,3.443174,1.908673,2.413209,2.224071,1.794302,2.89604,2.07725,1.925026,2.371693,2.734243,1.988037,3.748916,3.872322,3.957656,0.876398744287266
"P08697",0.30702837,-0.0712178,-0.63609302,-0.49298259,-1.06345496,0.25403809,-0.21595625,-0.9022456,0.6068679,-0.43070381,-0.9236097,-1.528175,0.21431389,-0.8191737,-0.96592828,-0.22061227,-0.58181472,-1.6689979,-0.02828131,1.04959639,-0.54808894,-0.38262909,-0.60135603,-0.39110345,-0.92297309,0.733993422668362
"P08708",0.50357907,0.47971668,-0.56007461,-0.01593307,0.63542476,0.92209365,0.97473723,0.73165496,0.63273887,0.37857131,0.18700019,0.72552836,0.79269238,0.67386556,0.55445072,1.22667305,1.02979658,0.93737485,1.19580128,0.35436681,1.11972046,0.90396164,0.79949737,0.44862425,0.70131485,0.113573849707211
"P08754",-0.98172574,-1.3234607,-0.53090452,-0.23430361,-2.00771242,-1.65873819,-0.17405089,-0.52430565,-0.74992258,-0.5846982,-0.57998382,-0.59994174,-0.07309072,-0.30626417,-0.27183773,-0.17752238,-0.73483899,-0.02946468,-0.55116195,-0.93903276,0.1809043,0.08448286,-0.50850256,-0.25617893,-0.54517055,0.657825396319676
"P08758",1.884518,2.735191,1.767183,2.062166,2.118019,1.857844,2.228918,2.017839,2.274672,2.517141,2.110846,2.264762,2.339821,2.544418,2.32933,1.996206,2.735579,2.553828,2.81621,2.245631,2.670128,2.471514,1.947741,1.497346,1.936684,0.826517402124442
"P08779",0.445813732,0.632289113,0.121837276,0.007157185,0.040380985,-0.145683911,0.048399183,-0.471728685,1.616347317,-0.601200085,0.03749105,-0.015247021,-1.906059155,-0.068474998,-0.428245385,-0.402085163,1.363515967,0.635393561,-1.064180768,0.605028114,1.002868619,0.110301026,-0.108113077,-1.190648349,-1.749884135,0.203845074534076
"P08865",0.8914535,1.3450107,0.4597082,1.7172564,1.3251531,1.5936701,1.4733001,1.4279198,0.9589914,1.2028622,1.5136932,1.5006091,1.2577488,1.4615219,1.3113053,0.8598405,1.9236605,1.6715218,1.7811284,1.5334746,1.5715787,1.5615259,1.2871842,1.4714786,1.2935879,0.567677893377001
"P08962",0.01882456,0.28357746,0.394559,-0.4737228,-0.80821756,0.54526037,-0.39277314,0.16843692,-0.13763858,-0.26963884,0.10752043,0.78397531,-0.37501958,-0.11099765,0.47338757,0.38900077,-0.3667565,0.12051201,0.18437611,0.16853277,-0.0189689,-0.17615311,-0.19773485,0.28624846,-0.14557311,0.856474311725619
"P09012",-0.55584157,0.24094648,-0.43526842,0.42016275,0.64371262,0.25451645,0.53131809,0.67444162,0.51050704,0.43050359,0.15891231,0.37413946,0.56289956,-0.68512611,0.32871165,0.02460261,0.96777701,0.40142006,0.699209,0.34762403,0.80081766,0.42044332,0.03988034,0.130469,0.5821507,0.349631883178871
"P09038",-0.9882189,-0.6078401,-1.0761176,-0.2303926,-1.2405329,-1.2173203,-1.2572964,-0.632925,-0.8658692,-0.803523,-1.1544718,-0.8018079,-1.0675492,-0.379377,-1.1316608,-0.8962804,-1.4057116,-0.7206447,-0.7103318,1.7651183,-0.8651378,-0.9136859,-0.935088,-1.352815,-1.2484873,0.502135952424961
"P09104",2.5626289,1.3644435,2.1910198,0.1683269,1.092622,1.6177548,-0.2221016,-0.149115,-1.1229435,0.4957125,1.0793986,0.8811321,0.7318498,-0.2355593,1.5894158,-1.2959544,-0.172144,-0.2323869,-0.1903941,1.7254533,-0.1931963,-0.1813823,0.2741192,0.5560827,-0.1912218,0.237157523916901
"P09110",-0.119967808,-0.004147544,-0.238932394,0.552610543,-0.248822794,0.106493325,-0.049954509,-0.036178806,-0.614141355,-0.171424323,-0.106296966,0.127113495,-0.129322448,-0.016555982,0.251842769,-2.270033385,0.127930284,-1.064211794,0.356809677,0.113497562,0.007284204,-0.263230751,-0.023124782,0.718216013,-1.692040755,0.296232033781079
"P09211",1.8991053,1.9991904,1.7878769,0.7292572,1.9808089,2.1373497,2.3298331,1.9109117,2.3715194,2.3367345,2.093573,2.0412463,2.1514335,2.5360782,2.2881781,2.6449434,2.7116877,2.4818689,2.4430542,1.8201515,2.349607,2.2093678,1.9049787,1.64592,2.0047637,0.212835184281966
"P09234",-1.16336665,-0.56680973,0.2445161,-0.52060182,-0.94519518,-0.66727332,-0.61076633,-0.22390703,0.10874638,-0.32089297,-0.70239568,-0.40129112,-0.50203602,-0.85753401,-0.57489877,-0.77542689,-0.36010103,-0.31890732,-0.50556135,-0.09602885,-0.39628931,-0.3930823,-0.78286833,-0.58982423,-0.6333079,0.490630956815399
"P09382",1.4734925,1.6959497,1.2661051,-0.4314577,1.3764737,1.7513567,1.1362773,1.1505676,1.6297054,1.3056489,1.2640807,1.2743562,1.9638276,0.8799646,1.7788571,1.7453842,1.3283775,1.8468334,2.0211764,0.5917466,1.6202936,1.5377131,1.5847704,1.434049,1.1086801,0.453002008997893
"P09417",1.03689857,0.79501997,1.51097598,0.08231624,0.81178682,1.14419398,0.30880153,0.13499178,0.59399099,0.53285296,0.05533369,0.71065323,0.19174758,0.38863869,0.70804769,0.61462403,0.18227571,-0.61346905,0.60383829,0.28971493,0.30227396,0.25387738,0.3750106,-0.40181702,0.2875216,0.398057480742434
"P09429",-0.8702185,1.4500651,-0.4902024,1.0305452,1.9433081,1.1771909,1.5707493,1.402692,1.560115,1.1312712,1.1123477,1.1881781,1.7145337,1.3870317,1.467055,1.4367258,2.0579279,1.8871543,2.2098539,1.5182907,1.7074017,1.5290785,0.5635513,0.9468683,1.3618485,0.303716514386599
"P09455",-0.019065874,0.060286931,-0.221306084,-0.200681273,0.00471772,-0.635488131,0.730963668,0.412314262,0.018086347,0.81260708,0.404283117,-0.107689437,0.993024912,0.471477768,0.047043941,0.025795558,0.268605805,0.358570027,-0.37471804,-0.890862354,0.008886457,-0.34722166,-0.482112093,-0.095244319,-0.297666349,0.217574426945023
"P09471",1.5932292,0.4490352,2.3623494,-2.003704,0.7922008,0.6144205,1.0647457,-1.9938516,-0.6508805,1.0169442,-2.107875,-0.2874282,-1.3258551,1.085398,0.917889,-1.2595487,-0.7145101,1.2346634,-1.179352,1.4396566,1.2158654,1.1437956,-0.9794277,-0.3803144,0.963626,0.868228684999095
"P09488",0.75249076,-0.89833524,-0.6941854,-1.67280674,-0.07736752,-2.79467693,-0.65466852,-1.4142508,-1.13460666,0.09469748,0.1803503,-0.70266961,1.05862456,0.01895014,0.32860973,1.18298336,1.32603324,0.60686962,0.24887493,1.49775231,-0.18427383,1.40852256,-0.30093851,-2.20097928,-0.47131973,0.0464570490806138
"P09493",1.74085362,2.41875946,1.24235605,0.5028765,-0.84229889,-0.62731123,-0.90783265,0.01774301,0.32131955,0.78624078,0.09436287,-0.33554033,0.39118863,-0.5365344,-0.57601194,-0.06876498,1.62999708,0.97285318,0.84541136,1.04096849,1.09723636,1.35871764,0.74754789,0.08666207,0.35294057,0.177013325251404
"P09496",-0.889584,-0.71057507,-1.39796128,-0.3593942,-1.41683906,-0.84723023,-0.73645647,0.112682,-0.89010717,-0.16327493,-0.32885656,-0.88234159,-0.31953293,-1.76747898,-0.98313295,0.51347666,0.33330941,0.17791259,-0.0500978,-0.51583073,-0.45305511,-0.12585774,-0.34585825,0.02171414,-0.14950785,0.316892471101955
"P09497",-0.22981407,-0.33936597,0.12984075,-0.4038522,0.19600025,-0.45458749,-0.23720059,-0.02188273,-0.14061027,-1.1096255,0.32571201,-0.3105255,-0.33959303,-0.53878423,-0.19930355,-2.14330178,0.80527294,-0.19776424,-0.46854723,0.16840096,0.01788338,0.05676154,-0.53704548,-0.28739011,-0.28487587,0.763260067462005
"P09525",0.87064976,1.5363739,0.03467824,1.63228859,1.01153329,0.9394806,1.64931983,1.59813005,1.72056839,2.12666652,1.46053792,1.63686844,1.39499119,1.42283698,1.73188316,1.33968114,1.8758409,1.66673701,2.12810927,1.72879484,2.11025992,1.69016798,1.40651506,1.2610913,1.6593197,0.41332607362958
"P09543",0.29587151,-0.02336613,2.0343046,-0.14324723,0.35933872,0.99866489,-0.45918216,-0.22863427,-0.20553953,-0.25246311,-0.63414576,0.11294774,-0.05048925,-0.7208686,0.84712655,-1.27043278,-0.02452227,-0.70089376,0.51348109,1.35660474,0.67444954,0.20516931,-0.27847691,0.18284276,-0.59242768,0.467836226637317
"P09619",-0.58810052,-0.34980391,-0.77088965,0.69754259,-0.71722454,-0.3346001,-0.17875313,-1.30057564,-0.18182943,-0.60657485,-0.23911536,-1.12417234,-0.32652366,-0.7466038,-0.22786682,1.0645443,0.11462482,0.51389211,0.44389614,-0.26141545,-0.04226817,0.42506261,0.50202786,0.53948218,0.24061939,0.960974351216728
"P09622",1.5709713,1.4764866,1.2839281,0.9371428,1.1049656,0.5641085,0.8451778,1.1413614,0.9293743,0.5013596,1.0839472,1.3416966,0.8805791,0.5644763,1.2908887,-0.7055531,0.5687856,0.3010565,0.4498386,1.2347735,0.7635613,0.4897488,0.4426348,0.9005246,0.7150277,0.0581379714205294
"P09651",0.1121208,0.5872723,0.5200774,1.6572989,1.8768646,1.7364523,1.617606,1.8037382,1.5179084,1.6231476,1.4816872,1.5044593,1.550275,1.6520006,0.9042653,0.8995269,2.1936273,1.6363142,1.7979797,1.5796734,2.1539128,1.588936,1.3709403,1.4230348,1.6538318,0.204317819998407
"P09661",-0.75928385,-0.46734043,-0.3055617,-0.03067335,0.216717,-0.45493226,0.08235873,0.19547529,0.32746797,0.15688268,-0.09299484,-0.10488891,-0.22329658,-0.46395665,-0.18096543,-0.12942168,-0.59711307,-0.44709965,-0.04577461,-0.10533105,-0.08507697,-0.32817135,-0.49470851,-0.28710983,-0.05290852,0.456992658107933
"P09668",0.23296612,-0.26611579,-0.84508502,0.16078747,-0.18006818,-1.13101935,-0.06237512,0.13195588,0.79331082,0.20008469,-0.13852139,-0.7496851,-0.14196589,-0.93461165,0.11962498,-0.70732242,-0.61937397,-0.02266438,0.06609825,-0.46873918,0.54405577,-0.59021878,0.03346865,-1.34751006,0.19922599,0.820896174413549
"P09871",0.64813141,0.69764905,-1.0041079,0.15727533,-0.48782172,-0.02961846,-0.56154249,-0.59126481,0.37094593,-0.07701857,-1.22515725,-0.86807102,-0.38841982,0.24232369,-0.1801875,-0.63405112,-0.43555725,-0.98102226,-1.30376384,0.14666541,-0.54343275,-0.16785995,0.02537794,-0.2113569,-0.4768712,0.560823516609466
"P09874",0.6368195,0.5043885,-0.9994281,1.4467615,1.4459864,0.8964708,1.1473747,1.1755319,0.6138636,0.8806662,0.7373967,0.7202943,0.8238452,0.858063,0.8936893,0.8468934,0.3812262,1.0980672,0.7400917,0.909703,1.0952746,0.8213847,0.7795748,0.8741132,1.0885611,0.501663554690616
"P09914",0.36416799,-2.61262174,-0.06403492,0.00581514,-1.05234373,1.41200315,0.07529465,-1.57195587,0.01217242,-1.05399323,-1.31862987,0.3197554,-0.19654547,0.1345376,-0.35958903,0.13576819,-0.81644147,0.16385645,-1.09934593,-0.90568922,-0.78703039,-0.42405458,-0.89879262,-0.46407757,-1.41419864,0.683881895490523
"P09936",1.5871011,0.69742472,2.35889181,-0.68000904,1.37160002,2.06163512,0.4142852,0.33163081,1.92804375,1.58780068,0.16919556,0.6344002,1.45396689,-0.51991502,1.71687619,1.9615236,0.53007907,-0.02032682,0.01815037,1.21881015,1.68065914,1.34128372,1.29312397,1.05929047,-0.57849386,0.886289554832195
"P09960",1.045816,0.8984307,0.4926046,0.7973395,0.9646687,0.7944409,0.9443221,0.8253873,1.415511,1.0083806,1.3221346,0.478505,0.7803842,1.3776372,1.1683701,1.1710538,0.845221,1.3143615,0.9202585,1.1802419,0.8269395,0.8803785,1.0442509,1.3714477,0.9834037,0.114952251576093
"P09972",2.18150654,1.88484116,2.40643138,1.4823595,1.69616578,1.82494433,1.40341238,1.26006062,0.68399388,1.07247723,1.5597387,1.65191898,1.50883221,1.72487029,2.01202624,0.08106623,1.63801798,1.72317444,1.14093113,1.93576211,1.41716522,1.35129523,1.28143725,1.0354429,1.08617814,0.170001719816086
"P0C0L5",2.2149244,2.0589071,-0.1320875,1.1588366,0.7453745,1.0274071,0.4728638,0.6006145,1.7266431,1.7740003,0.5475034,-0.1399812,0.2889298,1.0490722,0.8269594,-0.1507624,1.1119357,0.9692934,0.6263947,1.9974054,-0.6231849,0.4898872,0.8701229,0.474424,0.1173853,0.664414767257354
"P0DMN0",-0.12564168,0.14785854,-0.20174193,-0.02938101,-0.49737429,-0.41126695,0.30456717,0.41845461,-0.55142084,-0.3412819,-0.11548486,0.54371376,-0.46831837,-0.06941921,-0.6822264,-0.06427054,-0.24312648,-0.54215937,-0.45984504,-0.35668045,0.54597849,-0.51596179,-0.9366133,-1.37376605,-0.63234768,0.0918192080395628
"P0DMV9",1.994772,2.342096,1.700857,2.405519,1.685274,1.920496,1.989499,1.659972,2.332533,2.427866,1.796599,1.226521,2.068118,2.18317,1.706335,2.496908,2.166039,2.009865,2.371102,1.932237,1.858887,1.915766,1.965757,2.414291,1.85285,0.578350302692647
"P0DOX2",0.37741168,0.752239989,-0.727095942,0.004430668,-0.261194294,0.098090383,-0.289181466,-1.402318101,0.819870653,-0.598092222,-0.280995759,-0.786946741,-0.171340681,-0.014000661,0.036103048,0.160111373,-0.474906918,0.473312773,0.083921178,-0.193082716,-1.502939021,0.134495926,-0.602783935,-0.012207434,-0.665251986,0.597753129523428
"P0DOX5",2.824509,2.736199,1.748823,2.4561,2.395486,2.247888,2.448696,2.325585,2.680324,2.241923,1.953338,2.121491,2.589938,2.288839,2.620212,2.68194,2.831246,3.313932,2.181034,2.989283,1.722,2.521899,2.185736,2.331562,1.733549,0.800095071005696
"P0DOX7",2.2318577,2.2024607,1.211478,0.1645958,2.2759218,1.8450832,2.0808209,1.9276033,2.3507195,1.8895407,1.4366443,1.7700298,1.8213861,1.35374,1.9437257,2.0220479,2.3827519,2.7046121,1.5930639,2.1069635,1.4544754,1.9897904,1.5418665,1.3414933,0.8400448,0.385180820307963
"P0DOX8",1.8094607,1.8922469,0.8580752,-1.736568,1.2577859,0.914189,1.1555121,1.1441812,1.9523095,1.4363543,0.6052732,1.1773175,0.8885993,0.613714,0.8335175,0.6063746,1.7306052,1.9018764,0.89588,1.2584613,0.9074709,1.2880772,0.988926,0.7574552,0.8611075,0.551976049600948
"P0DOY3",1.38388675,1.51581864,0.36697507,-0.18416583,1.08547337,0.68858223,0.78695377,0.52244533,1.19778585,0.18766064,0.01337009,0.56608758,0.12918011,0.57257754,0.61653998,0.25897962,1.25528026,1.7108709,0.44561317,0.48682771,0.42305942,0.82958156,-0.08902739,0.29134452,0.37213571,0.969333841119362
"P0DP25",1.5050768,1.5404794,1.8740436,0.5410204,1.7783895,1.6530989,1.6585667,1.249044,1.5472464,1.1444746,0.7015103,1.1313601,1.6781083,1.4237601,1.6160787,2.0046457,1.9542296,2.1891868,1.6087235,0.7126661,1.1912868,1.1140054,1.390474,1.1712599,1.0301916,0.815546723706113
"P0DPI2",0.78651922,1.06348901,0.99879424,0.28369679,1.16586136,1.07894419,0.85991535,0.9670297,1.10868077,0.97473458,0.69864636,0.86785459,0.56104191,0.86858359,0.83170632,0.62141015,-0.06992316,0.74879069,0.55777037,1.14910427,0.98395938,0.32007494,0.50209985,0.57037344,0.80022541,0.966302572296966
"P10155",0.20048252,0.34133294,-0.37880345,0.58521941,0.27031393,0.19601323,0.1790475,0.59150076,0.63627728,0.02939981,0.68616554,0.2838145,0.06991658,0.22718874,0.09528351,-1.37391295,0.03771099,0.29629843,-0.53242662,-0.13807564,-0.67441857,-0.10320559,0.34500707,0.50417324,0.28871978,0.788847924379179
"P10253",-0.15100591,-0.16104944,-0.76132358,-0.04342775,0.31169519,0.89662117,0.09560713,0.32540165,0.23999392,-0.48778073,-0.75443885,0.47507863,-0.50233211,0.22300217,-0.64212163,0.28592629,-0.27496916,0.67167249,0.11256689,0.33991896,0.45414342,0.17834882,0.21075834,-0.19620925,0.47281447,0.174652758204792
