"","Control","Control.1","Control.2","Control.3","Disease","Disease.1","Disease.2","Disease.3","Disease.4","Disease.5","Disease.6","Disease.7","Disease.8","Disease.9","Disease.10","Disease.11","Disease.12","Disease.13","Disease.14","Disease.15","Disease.16","Disease.17","Disease.18","Disease.19","Disease.20","Disease.21","Disease.22","Disease.23","Disease.24","Disease.25","Disease.26","Disease.27","Disease.28","Disease.29","Disease.30","Disease.31","Disease.32","Disease.33","Disease.34","Disease.35","Disease.36","Disease.37","Disease.38","t_test_p_value"
"Q3KQV9",-2.56264763,-2.32311746,-2.39248805,-2.34365476,-2.29018165,-2.45190557,-2.09086479,-2.19021081,-2.25289925,-2.44672688,-2.35581728,-2.01568129,-2.25108263,-0.96862103,-2.45427228,-2.40653383,-0.55356267,-2.4101262,-2.2472627,0.17312733,-1.00666556,-2.31888785,-2.49118491,-2.4971802,-2.26462111,-0.78556359,-0.16162842,-2.23980625,-0.50885463,-2.53865588,-2.33983415,-2.1706337,-2.17363751,-2.16651854,-0.04774243,-2.31624635,-2.44178476,-2.4024617,-2.32044234,-0.43266242,-2.35672282,-1.11494596,-0.91668561,0.000505413727204118
"Q3LXA3",0.08438412,-0.7071004,-0.19565281,-0.08834952,0.05230545,-2.17449424,-0.09322822,-1.91279805,0.60200803,-0.46918014,-0.46484694,-0.65617036,-0.61602224,-0.49439631,0.32877494,-0.282293,-2.04429827,0.28695634,0.64934425,-0.25291584,-2.199707,-0.097266,0.56435632,0.24701432,-0.5312306,-0.17301171,-0.44976619,-0.22363744,0.42449874,-0.31706153,-0.17804749,-1.89322088,-1.89622471,-1.88910572,-1.76740453,-0.13168886,-2.16437333,0.13834361,0.23874294,-2.16452279,0.48134785,0.04084457,-2.13559912,0.119106783945866
"Q3YEC7",-2.19350099,0.51335995,0.38173311,0.27318705,-1.92103226,0.52333854,-0.25806165,0.36823302,-0.16550316,-0.28631782,-1.98666828,0.32735131,-0.26163944,0.4591238,0.09850482,-0.17720731,0.02369292,-0.44229731,0.07737021,0.3400697,0.02843549,-1.94973862,-0.09807059,-2.12803256,-0.46085199,-0.41641311,-0.12634086,0.35890665,-0.50309008,0.13991158,-1.97068504,-0.2292115,-1.80448767,-1.79736868,-1.67566746,-1.94709711,0.47295308,-0.07912888,-0.02437208,0.37688294,0.10990093,-0.26431502,-0.31001911,0.729504376105693
"Q3ZAQ7",-2.46381707,-0.8595394,-2.29365656,0.17686976,-0.18349495,-2.35307433,-0.37920463,-2.09137884,-2.15406738,-2.34789561,-2.25698567,-0.94746401,-0.36940339,-2.45576441,-2.35544104,-2.3077024,-2.22287881,-2.31129477,-2.14843083,-2.09249128,-2.37828697,-2.22005614,-2.39235387,-2.3983492,-2.16578927,-0.68673131,-1.32731727,-1.34627871,-2.14642006,-0.1240924,-2.24100249,-2.0718017,-2.07480552,-2.06768654,-1.94598547,-0.33119927,0.11896511,0.09208003,-2.22161063,-2.34310293,-2.25789121,-2.33415749,-0.81346676,0.17593408045009
"Q3ZCQ8",-1.05593549,-1.64087977,-1.71025092,-0.19839305,-1.60794375,-1.7696691,-1.40862612,-1.50797244,-1.57066115,-1.76449034,-1.67357984,-1.33344247,-0.18929084,-1.87236019,-1.77203583,-1.72429685,-1.63947282,-0.50600623,-1.56502458,-0.22791165,-1.79488194,0.09928408,-1.80894896,-1.81494435,-0.08143719,-0.80229441,-0.74391038,-0.26246466,-1.5630138,-1.85642073,-0.48229381,-0.38156277,-1.49139908,-1.48428008,-1.36257882,-1.63400862,-0.96154238,-0.68056587,-1.63820464,-1.06072772,-1.67448538,-1.75075212,-1.73077387,0.922022343105726
"Q49MG5",0.375040726,-1.927051436,-1.996422516,0.283307475,0.164201063,0.277281072,0.229845331,-1.794144188,0.363468397,0.122911072,0.274111325,0.180090252,0.222648076,-2.158531499,0.371315024,-2.010468425,-1.925644488,0.133614568,0.145435658,0.039155221,0.095267022,0.643397217,0.008095654,-2.101115786,0.238637351,-0.222487073,-0.331112228,-0.212703304,0.38899349,0.340474833,0.271503706,0.764197953,0.13908249,-1.770451843,0.44693691,0.302166175,0.240945549,0.231638589,0.499331754,0.221041052,0.389610133,0.350092722,0.249403028,0.320496945793887
"Q4G0F5",0.003073017,0.873317479,0.325962877,0.019121603,-1.18372945,-1.345454848,-0.984411791,0.837086513,-1.146446835,-0.109191977,0.226821797,-0.909228135,-1.144630209,-1.448146002,-1.347821581,0.227422383,0.032143855,0.432838147,-1.140810265,-0.230912869,-1.370667702,0.186053838,-1.384734737,-1.390730126,-1.158168764,-0.378080061,-0.319696031,-1.133353776,-0.439829492,-1.432206534,-1.23338229,-1.06418093,-1.067184756,-1.06006576,-0.938364483,-1.209794323,-1.335333903,-0.164750142,0.146111092,-0.198981556,0.616801052,-1.326537861,-0.08292695,0.212580904733809
"Q4G0N4",0.49170837,0.17429487,0.62386883,0.54723596,0.83034866,0.5693498,0.82406382,0.56724869,0.22466852,0.79942148,1.41524658,0.01140292,0.46655824,0.61253212,0.80318526,0.63989161,0.46865115,0.83657343,0.45930816,1.01316393,1.00308961,0.34639551,0.04365783,0.95175724,0.27675018,0.34555802,0.91123128,0.37673643,0.74306732,0.53575806,1.43878026,0.49460574,1.07092671,0.907254,0.82310164,0.0186258,0.43994719,0.25629413,0.78166053,0.65202788,0.20519145,0.9662283,0.48318819,0.608842941122358
"Q4G176",-1.8517751,-1.61224191,-1.68161307,-1.63277937,-1.57930589,-1.74103124,-1.37998826,-1.47933458,-1.54202328,-1.73585248,-1.64494198,-1.30480461,-1.54020666,-1.84372234,-1.74339797,-1.69565899,-1.61083496,-1.69925139,-1.53638671,-1.48044702,-1.76624409,-1.60801228,-1.78031111,-1.7863065,-1.55374521,-0.77365654,-0.01630251,-1.52893023,-1.53437594,-1.82778288,-0.0358086,-1.45975739,-1.46276122,-1.45564222,-1.33394095,-0.41701195,-1.7309103,-1.69158682,-1.60956678,-1.73105976,-1.64584753,-1.72211426,-1.70213601,0.0523810927416074
"Q4KMP7",-0.295313034,0.037970246,0.256081118,-0.533086831,-0.174906035,-2.445483401,-2.084442553,-0.250305296,-2.246477024,-0.057728108,-2.349395083,-0.14420432,-2.244660407,-2.548172908,-0.174375269,-0.084562984,-0.447395596,-2.40370401,-0.247656729,-0.364130808,-0.047114698,-0.069816233,-0.238825169,-2.490758047,-2.258198892,-0.779141334,-1.419727286,-0.620399067,-0.243993935,-0.455355699,-0.253453977,-2.164211463,-0.033015395,-2.160096306,-2.038395343,-2.309824142,-0.022983094,-0.367717745,0.084142363,-0.192916187,-0.005056904,-0.032619066,-2.406588603,0.00269417237961097
"Q4V328",-2.79013987,0.06945489,-0.16364318,-0.52607758,-2.51768012,-0.76509608,-2.31836475,-0.19635277,-2.48039811,-0.54642622,-2.58331488,-0.64176881,-0.54278867,-2.78208759,-2.68176794,-2.63403054,-2.5492086,-0.68607893,-0.59718617,-0.78845121,-2.70461316,-2.54638597,-0.7738236,-0.49353002,-2.49211986,-1.01306454,-1.65365044,-0.80715926,-2.47275087,-0.78288316,-2.56733198,-0.21615087,-2.40113701,-2.39401809,-2.27231773,-2.5437445,-0.42525925,-2.62995849,-2.54794044,-2.66943017,-2.5842204,-2.66048498,-0.66223425,0.214423332407182
"Q52LD8",-0.322791469,-1.541502,-1.610873159,0.056386854,0.310816324,-1.670291344,-1.309248335,-1.408594657,-1.471283367,0.030391616,0.373428211,-1.234064682,-0.770496766,-1.772982462,0.009446632,-1.624919087,-1.540095051,-0.154569022,-1.465646798,-0.23188764,0.036808462,-1.537272363,-1.709571221,-0.094392547,-1.483005295,-0.702916616,-0.644532586,-0.52133448,-0.057160881,-0.025966555,0.472552484,-1.38901747,0.381134168,0.281759418,-0.026651251,-1.534630846,-1.660170402,-0.270311897,-1.538826864,-1.660319862,-1.575107616,-0.23938476,-1.631396109,0.820097076996345
"Q52LJ0",0.38574015,-0.21154336,-0.18769248,0.59265051,0.12462337,0.06905407,-0.07525344,-0.14961835,-2.56954067,0.08090824,0.25339067,-2.33232519,0.22444984,-0.01680743,0.15113095,0.34175893,0.12877007,0.01718174,-2.56390423,-0.26275716,0.10251,0.192246,-0.18754614,-0.06756128,0.24057935,0.46095093,0.22674128,0.41280763,0.0228005,0.41504234,0.09372724,0.12222654,-1.79131331,0.0247183,0.34988531,0.27940887,0.32537371,0.2001125,0.43854939,0.29032668,-0.05328801,0.18668985,-0.01001765,0.419345030773199
"Q53ET0",-2.7900701,-2.5505457,-2.6199152,-1.1503014,-2.5176103,-2.6793315,-2.318295,-2.4176404,-2.4803283,-0.9429189,-2.5832451,-2.2431117,-1.0440024,-2.7820178,-2.6816981,-2.6339607,-2.5491388,-2.637553,-2.4746918,-2.4187528,-2.7045434,-2.5463162,-2.7186098,-2.7246049,-1.099818,-1.0129947,-1.6535806,-1.4375335,-2.4726811,-2.7660792,-2.5672622,-2.3980634,-2.4010672,-2.3939483,-2.2722479,-1.1969081,-2.6692109,-2.6298887,-2.5478706,-2.6693604,-2.5841506,-2.6604152,-2.6404376,0.805625060978083
"Q53FA7",0.06389665,-1.26951588,-1.33888705,0.12339241,-1.23657985,0.25136047,-0.06634215,-1.13660852,0.68761089,-0.04680975,-1.30221596,-0.96207854,-1.19748061,0.14287958,-1.40067198,0.06695258,-0.0352058,-0.37348785,0.60996245,-1.13772096,-0.11873152,0.21806307,0.48125953,-1.44358052,-1.21101917,0.26803954,-0.37254644,-1.18620418,-0.19672212,-0.0946733,-0.13483178,-1.11703133,-1.12003516,-1.11291616,-0.99121489,-1.26264472,-1.3881843,-1.3488608,0.2851929,-0.02836508,0.40160202,0.18770591,-0.27247998,0.277584835232043
"Q53GG5",0.55309201,-1.40757426,-1.47694543,-1.42811172,-1.37463824,0.12373221,-0.33546943,-1.27466691,0.04963598,0.45798513,-1.44027434,-1.10013693,0.5898156,0.50977645,0.33630576,0.51172432,0.44043815,-0.10642474,0.59435055,-1.27577935,0.62607657,-1.40334463,0.43251478,0.06203166,-0.56918064,0.33247863,-0.51060483,-1.32426257,0.02992836,-0.35605154,-1.42429108,0.19167715,0.58013903,-1.25097455,0.3335029,-1.40070311,-1.52624268,-0.78794921,0.14224626,0.602965,0.12594218,0.48023721,0.37791913,8.27576914538726e-12
"Q53GQ0",0.4533283,0.31843154,0.24545938,0.39916097,0.06122713,0.61698888,0.37934541,-0.16042624,0.65290706,-1.59127299,-1.50036247,-0.46125507,0.55887798,0.43205069,0.59437592,0.59738392,0.46074145,0.7091327,0.38741437,0.42686593,0.30800182,0.47805594,0.15849589,0.41638558,0.23190295,0.49016591,0.19459726,0.19268804,0.36676887,0.05478836,0.25799192,0.3654466,-1.31818169,0.077445,0.20169064,0.38685723,0.46832521,0.31807907,0.57935215,0.51932262,0.56336589,0.4399009,0.55029809,0.765352614287385
"Q53GS9",-0.88603488,-2.82242061,-2.89178593,-0.21443423,-2.78948677,-0.90997172,-2.59017714,-2.68952037,-2.75220626,-0.94646468,-2.85511816,-2.51499504,-1.13048945,-1.09858493,-2.95356381,-0.83155504,-2.82101376,-0.85054262,-2.74656998,-2.69063276,-0.97790279,-2.81819127,-1.14525638,-2.99646614,-0.06400461,-1.98385042,-1.92546646,-2.04015404,-2.74455931,-0.25108111,-2.83913618,-2.66994391,-2.67294763,-2.66582888,-2.54413085,-0.15461621,-0.17746309,-2.90175867,-2.81974566,-2.94122717,-0.65829241,-0.91430838,-0.22563205,0.686431889310392
"Q53HV7",0.10205138,-1.42311473,-1.4924859,-1.44365219,-1.39017871,-1.55190409,-1.19086106,-1.29020738,0.76113331,0.33898633,0.58649005,-1.1156774,-1.35107947,-1.65459523,-0.06853533,0.20188501,-1.42170778,-0.06796901,0.68298117,-1.29131982,0.55762495,-1.4188851,0.4818098,-1.59717936,-1.36461802,0.11444067,-0.5261453,-1.33980304,-1.34524875,-1.63865576,0.49043915,-1.27063019,0.52696164,0.49598682,-1.14481375,-1.41624358,-1.54178315,-1.50245965,0.49044538,-1.54193261,0.27547768,-1.53298711,-1.51300885,8.79129847889052e-06
"Q53S08",-0.43648026,-0.34665926,-1.75169988,-0.61496861,-1.64939271,-1.11214818,0.26586386,0.1097214,-1.61211011,-1.80593929,-1.7150288,-0.12441734,-0.24150585,-0.40724777,-1.81348477,-0.68632761,-0.47384706,-1.7693382,-1.60647354,-0.16889632,-1.83633088,-0.64081628,-1.85039791,-1.85639329,-0.08284264,0.01350454,0.04392113,-1.59901705,-1.60446277,-0.39467826,-1.69904554,-1.52984422,-1.53284805,-1.52572905,-0.55233089,-0.6446869,-1.8009971,-1.76167363,-0.77091774,-0.186785,-1.71593434,-0.8454872,-0.7984482,0.838961193643986
"Q53T59",-0.522661888,-0.801254328,-2.236262144,-0.317047966,-0.423441694,0.082334033,-1.934638062,-2.03398424,0.478615902,-0.367160987,-2.199591211,-0.92371103,-0.770736075,-0.670240203,0.144881256,-2.250308006,0.216948022,-0.623769758,0.033514077,-0.524389336,-0.521308307,-2.162661632,0.397332552,-2.340954981,-0.699825025,-0.499046629,-0.570952555,-1.040637681,0.064063922,-0.686096494,-2.183608008,-2.014407087,-2.017410908,-0.43740696,0.001535417,-0.911458094,-0.781829188,-0.81772058,-2.164216128,-0.629469003,-2.200496751,0.02150154,-0.41555274,0.918509550878667
"Q53TN4",0.737845063,-1.732627111,0.192683195,-0.070277784,-1.699691098,-1.861416406,0.191733386,-1.599719795,0.454726541,0.505290822,0.656891673,-1.425189839,0.24276465,-0.191628763,0.545817877,0.911747773,-1.731220162,-0.023327032,-0.00324058,-1.600832236,-1.88662924,0.251113112,0.12121223,-0.351166395,-0.503689092,-0.195071784,-0.040197213,0.017773033,0.217579551,-0.111156681,0.058847688,0.514473897,-1.583146437,-1.576027442,0.675292066,-0.012030779,0.052193524,-1.811971996,1.039302226,0.0523091,0.140097029,0.772077103,-0.001479983,0.341948618817523
"Q562E7",-0.2772964,-1.0892546,-2.3937301,-2.3448968,-2.2914237,-0.5200281,-0.824846,-2.1914528,-2.2541413,-2.4479689,-2.3570593,-2.0169233,-2.2523246,-0.6260814,-2.4555143,-2.4077758,-0.7521549,-0.9307051,-2.2485047,-2.1925653,-2.4783601,-2.3201299,-2.4924269,-2.4984222,-1.2694446,-1.4857756,-0.7284216,-2.2410483,-2.246494,-1.1106163,-2.3410762,-2.1718757,-2.1748795,-2.1677606,-2.0460596,-2.3174884,-0.6259424,-0.7487923,-2.3216844,-0.8273971,-2.3579648,-0.5000123,-2.4142528,0.53041997660541
"Q562R1",-1.6458539,-1.4063207,0.53449,-1.4268581,0.6946302,-1.53511,0.5844662,0.6374737,-1.336102,-1.5299313,0.6279117,-1.0988833,-1.3342854,0.4180795,0.3018825,0.599397,0.4978287,-0.7943602,-1.3304655,-1.2745258,-0.8159887,-1.402091,0.1004113,-1.5803853,0.4598758,0.3405621,0.5096904,0.5205879,0.4946584,0.5496152,0.443793,0.8529891,0.9582087,-1.249721,0.8766245,0.8026677,-1.5249891,-1.4856656,-1.4036455,0.8727864,-1.4399263,-1.516193,0.9781353,0.840626246327956
"Q567U6",-0.415065,-2.2972973,-0.7465734,-2.3178346,-2.2643614,-0.4627925,-2.0650445,-2.1643905,-0.3098482,-1.0791147,-0.5488937,-1.989861,-0.6409853,-2.5287752,-2.4284522,-0.2938587,-0.2652499,-0.5489858,-0.3115916,-1.0114391,-0.9463664,-2.2930676,-0.563353,-0.6231986,-1.0129997,-0.7597432,-1.4003292,-1.4622421,-0.7116454,-0.6168833,-0.5301624,-0.1404729,-2.1478172,-0.6071899,-2.0189973,-0.6254784,-0.5407305,-0.6719653,-0.3374326,-0.5300609,-0.3457236,-0.374971,-0.315566,0.0856010444256279
"Q56VL3",-0.15949341,-1.81840837,-1.88777948,-1.13997597,-1.78547236,-1.94719762,-1.58615477,-1.68550107,-1.74818976,-1.94201887,-1.85110842,-1.51097113,-1.74637314,-2.04988862,-1.94956435,-0.12194167,-1.81700142,-1.9054178,-0.38074732,-1.68661351,-1.97241044,0.01864828,-0.37925306,-1.99247284,-1.75991169,-0.97982309,-0.92143906,-1.73509671,-1.74054242,-2.03394918,-1.83512517,-1.66592389,-1.66892772,-1.66180872,-1.54010748,-1.81153722,-1.93707669,-1.89775323,-0.17351191,-1.93722615,-1.85201396,-1.92828066,-0.05753127,0.495138941845095
"Q58FF8",0.53359571,0.39190135,0.44881149,0.35276354,0.12338884,0.64268029,0.36359133,0.08278686,0.5975391,-0.01595578,0.38012392,0.19701543,0.5552932,0.54535901,0.52139832,0.49200841,0.57803189,0.69208208,0.62337906,0.23722083,0.45427513,0.90636699,0.69233563,0.8298663,0.59475237,0.55151773,0.51810285,0.40027803,0.28720361,0.53971942,0.27137723,-0.92535206,0.40740548,0.51116321,0.70903218,0.3594982,0.73911405,0.42845221,0.44331187,0.52857946,0.47782225,0.49147486,0.69368297,0.184001256676424
"Q5BKY9",-1.11867297,-0.87913966,-0.94851083,-0.89967712,-0.84620363,-1.00792904,-0.64688597,-0.7462323,-0.80892102,-1.00275028,-0.91183974,-0.57170231,-0.80710439,-1.1106202,-1.01029577,-0.96255677,-0.87773271,-0.19854752,-0.80328445,-0.74734474,-1.03314189,-0.87491002,-1.04720893,-1.05320432,-0.82064295,-0.04055424,0.01782979,-0.09685795,-0.80127367,-0.11491918,-0.89585647,-0.72665511,-0.72965894,-0.72253994,-0.60083866,-0.87226851,-0.99780809,-0.1734827,-0.87646452,-0.99795755,-0.91274528,-0.98901205,-0.96903379,0.0141187924673296
"Q5BKZ1",-0.1346086,-2.2167616,-2.2861324,-0.4080322,-0.5278898,-2.3455502,-0.8284741,-2.0838547,-2.1465432,-2.3403715,-2.2494615,-1.2103552,-0.3838651,-0.5889889,-2.3479169,-2.3001783,-2.2153547,-0.9828955,-2.1409067,-1.0208571,-2.3707629,-0.3002372,-0.8448513,-2.3908251,-0.2941281,-0.6217718,-1.3197931,-0.6730998,-0.4096485,-0.2355113,-0.736357,-2.0642775,-2.0672814,-2.0601624,-0.5411693,-0.3338604,-2.3354293,-0.1544697,-2.2140865,-0.5636766,-0.5551195,-2.3266334,-0.4530324,0.977411314038092
"Q5D862",-1.8729161,-1.6333829,-1.7027541,-1.6539204,-1.6004469,-1.7621723,-1.4011293,-1.5004756,-1.5631643,-1.7569935,-1.666083,-1.3259456,-1.5613477,-1.8648634,-1.764539,-1.7168,-1.631976,-1.7203924,-0.737149,-1.501588,-1.7873851,-1.6291533,-1.8014521,-1.8074475,-1.5748862,-0.7947976,-0.7364135,-1.5500713,-1.555517,-1.8489239,-1.6500997,-1.4808984,-1.4839022,-1.4767833,-1.355082,-1.6265118,-1.7520513,-1.7127278,-1.6307078,-1.0532309,0.3552571,-1.7432553,0.1692493,0.0213612154074552
"Q5FWE3",-1.56875147,0.06832332,0.28740103,-1.34975565,-1.29628216,-1.45800756,-1.09696451,0.20064278,-1.25899955,-0.75385882,-1.36191827,-0.26298066,-1.25718292,-1.5606987,-1.46037429,-1.41263529,-1.32781124,-1.41622769,-1.25336298,-1.19742328,-1.48322041,-1.32498855,-1.49728744,-1.50328283,-1.27072148,-0.49063278,-0.43224875,-1.24590649,-1.25135221,-1.54475924,-1.345935,-1.17673365,-1.17973747,-1.17261848,-0.15939436,-0.22740785,-0.25200955,-1.40856311,-1.32654305,-1.44803607,-1.36282381,-1.43909057,-1.41911231,0.293833641044259
"Q5H9F3",0.3559947,0.2718554,0.4002281,0.69947097,0.39143274,0.48127571,0.42841214,0.34133413,0.46080322,0.383637,0.41114768,0.44558151,0.51446672,0.42590027,0.45382437,0.57914315,0.34223047,0.15382333,0.18400808,0.25937777,-1.64503197,0.56534856,0.20352338,0.28027799,0.21896194,0.04652562,0.28629338,0.41892809,0.49531632,0.51012954,0.42159891,0.38566229,0.55678344,0.4903298,0.65317937,0.4493558,0.45434826,0.52741678,-0.62236364,0.46465298,0.36383805,0.28356016,0.1789304,0.286024926093704
"Q5JSH3",-2.40346153,-2.16392973,-0.0435351,-2.18446712,-0.73311176,-2.2927185,-1.93167653,-0.84212282,-0.38291231,-0.25665807,-2.19662969,-0.12688036,-0.97452243,-0.42508575,-0.86001041,-0.41124349,-0.58548438,-0.74346089,-0.46358399,-0.56409184,-0.49858246,-0.90126871,-0.41650898,-2.33799347,-2.10543319,-1.32534504,0.03767878,-1.38164875,-0.80022636,-1.1548806,-2.18064648,0.23525267,-0.28419659,-0.25863696,-0.58552459,-2.1570586,-0.51204035,-2.24327433,-2.1612546,-0.70321218,-0.51681036,-0.63538674,-0.50131438,0.59443892390006
"Q5JTJ3",-2.19447393,-0.13183484,0.04065373,-1.97547862,-1.9220052,-2.08373034,-1.72268769,-0.10338106,-0.20920244,-0.27682842,0.02680564,-0.17642535,-1.882906,-2.18642119,-2.08609707,-2.03835817,-1.95353424,-0.41337562,-1.87908606,-0.33569454,-0.45361514,-1.95071156,-2.12301013,-0.28447391,-1.89644454,-1.11635605,-0.35900202,-0.50044173,-1.87707529,-2.17048178,-1.97165798,-1.80245679,-1.80546061,-1.79834162,-1.6766404,-1.94807005,-2.07360942,-2.034286,-1.95226606,-2.07375888,-1.98854677,-2.06481339,-2.04483518,0.47183577695992
"Q5JTV8",0.34602149,-1.62311664,-1.69248779,-0.04185202,-0.18431223,0.31474012,-0.4628535,-1.4902093,-1.55289801,-0.15186696,-1.65581671,-1.31567934,0.13779116,0.11464339,-1.7542727,0.1990494,0.10821768,0.23923136,-0.29993182,-0.79235177,0.05268863,-0.03433786,-0.25629365,-0.2304759,-0.03326239,-0.07488771,-0.72614724,-0.06016148,0.09099042,-0.14671447,-1.63983345,0.07447164,0.1790171,-1.46651695,0.12741134,0.35941097,0.24073091,0.35995428,0.61080723,0.24855858,-0.02657078,0.1212333,0.12690092,0.2677749454824
"Q5JTW2",0.7717574,0.986203,0.9670437,0.5128513,0.7018902,0.8008823,0.9552465,0.9390183,1.2122757,1.0143906,0.9967675,1.3800617,0.9765962,1.0104229,1.093732,1.0184496,0.8955714,0.6595882,0.9243186,0.717592,1.0479328,1.0879304,0.5988882,0.819164,0.5214152,0.8287201,0.9220737,0.3480975,1.1182059,0.7288523,1.0043778,1.1525042,1.0292915,0.9849429,1.3559242,0.7503681,0.9093557,0.798043,0.8271213,1.0716445,0.8320573,0.5765562,0.8149482,0.368821860101187
"Q5JU85",-1.430736657,-0.148539361,-0.009522991,-1.211740821,-1.158267336,-1.319992734,-0.958949676,-1.058296004,-1.12098472,-1.314813974,-1.223903441,-0.883766019,-1.119168094,-1.42268389,-1.322359467,-1.274620466,-1.189796413,-1.278212866,-1.115348151,-0.360438444,-1.345205588,-1.186973725,-1.359272623,-1.365268012,-1.132706649,-0.352617945,-0.294233915,-0.34275363,-1.113337375,-1.406744421,-1.207920176,-1.038718815,-1.041722641,-1.034603645,-0.912902367,-1.184332208,-1.309871789,-1.270548289,-1.188528227,-1.31002125,-1.224808984,-1.301075747,-0.373182982,0.252563890795045
"Q5KU26",-1.46345798,-1.22392469,-1.29329586,-1.24446214,-1.19098866,-1.35271406,-0.991671,-1.09101733,0.17107422,-1.3475353,-1.25662476,-0.91648734,-1.15188942,-1.45540521,-1.35508079,-1.30734179,-1.22251774,-1.31093419,-0.18121565,-1.09212977,-1.37792691,-1.21969505,0.03429748,-1.39798933,-1.16542797,-0.38533927,-0.32695524,-1.14061298,-0.4470887,-1.43946574,-1.2406415,-1.07144014,-1.07444396,-1.06732497,-0.94562369,-1.21705353,-1.34259311,-1.30326961,-1.22124955,-1.34274257,-1.25753031,-1.33379707,-1.31381881,0.0186519027947754
"Q5M775",-0.9556084,-2.1936964,-2.2630672,-0.6140623,-1.1489997,-2.3224851,-1.9614433,-0.8005354,-2.123478,-0.4684515,-2.2263963,-0.7167237,-0.6119938,-0.3488998,-0.3703228,-2.2771131,-0.1908963,-2.2807055,-2.1178414,-0.6030191,-2.3476977,-2.1894668,-0.6551614,-0.6899843,-0.7485771,-0.6561418,-1.2967278,-1.3298091,-0.4559798,-0.4704071,-2.2104131,-0.1852009,-2.0442161,-2.0370971,-1.915396,-0.5889134,-2.3123642,-0.7372684,-2.1910213,-0.3908625,-2.2273019,-1.2470763,-2.2835901,0.63057143291361
"Q5RKV6",-1.3788034,-1.1392701,-1.2086413,-1.1598076,-1.1063341,-1.2680595,-0.9070164,-1.0063627,-1.0690515,-1.2628807,-1.1719702,-0.8318327,-1.0672348,-1.3707506,-1.2704262,-1.2226872,-1.1378631,-1.2262796,-1.0634149,-1.0074752,-1.2932723,-1.1350405,-1.3073394,-1.3133347,-0.3818034,-0.3006847,-0.2423006,-1.0559584,-1.0614041,-1.3548112,-1.1559869,-0.9867855,-0.9897894,-0.9826704,-0.8609691,-0.1480694,-1.2579385,-1.218615,-1.136595,-1.258088,-1.1728757,-1.2491425,-1.2291642,0.0676010661987176
"Q5SRE7",-0.7948909,-0.5553576,-0.6247288,-0.575895,-0.5224216,-0.684147,-0.3231039,-0.4224502,-0.4851389,-0.6789682,-0.5880577,-0.2479202,-0.4833223,-0.7868381,0.1961725,-0.6387747,-0.5539506,-0.6423671,-0.4795024,-0.4235627,-0.7093598,-0.5511279,-0.7234269,-0.7294222,-0.4968609,0.2832278,0.3416119,-0.4720459,-0.4774916,-0.7708987,-0.5720744,-0.402873,0.2930931,-0.3987579,-0.2770566,-0.5484864,-0.674026,-0.6347025,-0.5526824,-0.6741755,-0.5889632,-0.66523,-0.6452517,0.0651951429134698
"Q5SSJ5",1.5596298,0.8301479,0.8685886,1.5381731,1.3555235,1.3082894,1.0452558,0.8793201,1.2426024,1.3457054,1.6292723,0.9783135,1.315932,1.3250129,1.4529807,1.5610167,0.9449286,1.4303681,1.0839905,1.3814237,1.317956,1.5517535,1.2320215,1.5173101,1.306436,1.0264106,1.3883826,1.2900026,1.1798104,1.548179,1.3601252,1.4942705,1.5006443,1.5117706,1.3425345,1.3236007,1.4759362,1.1512701,1.5504495,0.8451834,0.7357642,1.3896079,1.1156356,0.480144905734175
"Q5SW79",1.44304628,0.07420042,0.56753592,0.35521016,0.55117827,0.53664547,0.11215513,0.25670268,0.54359933,0.57013671,0.24572381,0.02694013,0.69818082,0.37338219,0.27712606,1.53487501,0.56262031,0.13820037,0.55911314,0.04634786,0.27671073,0.66293806,0.36992596,-1.25258336,-0.08311475,0.55852834,0.51742075,0.28767719,0.32212667,-0.21439821,-0.11079969,0.25921846,0.6365795,0.64707725,0.40426992,0.18136325,-0.04108635,0.08156132,1.59535186,0.62239454,0.48493436,1.48236497,-0.17905226,0.897256700219488
"Q5T0N5",-1.4633757,-1.2238424,-1.2932136,0.7993895,-1.1909064,0.6175882,-0.9915888,-1.0909351,-1.1536238,-1.3474531,-1.2565425,-0.9164051,-0.3771678,-1.455323,-1.3549985,-1.3072595,-0.5234655,-1.3108519,-1.1479872,-1.0920475,-1.3778447,-1.2196128,-1.3919117,-1.3979071,-1.1653457,-0.385257,-0.326873,0.5767006,-1.1459765,-0.3261214,-1.2405593,0.1760192,-1.0743617,-1.0672427,-0.9455414,-1.2169713,-1.3425109,-1.3031874,-1.2211673,-1.3426603,-1.2574481,-1.3337148,-1.3137366,0.65273529005909
"Q5T1M5",-2.06224974,-1.82271674,-1.89208786,-1.84325418,-1.78978073,-1.95150599,-1.59046315,-1.68980945,-1.75249814,-1.94632724,-1.85541679,-1.51527951,-0.4898997,-0.99873366,-1.07207886,-1.90613377,-1.82130979,-0.96004951,-0.33186975,-1.69092189,-0.16863659,-1.81848711,-0.07014378,-0.2946881,-0.17393308,-0.14867153,-0.22677744,-0.46208692,-1.7448508,-2.03825755,-1.83943354,-1.67023227,-1.67323609,-1.6661171,-1.54441585,-0.18231548,-1.94138506,-1.9020616,-1.82004161,-1.94153452,-0.05464171,-1.93258903,-0.70919202,1.63269150189551e-05
