"","Control","Control.1","Control.2","Control.3","Disease","Disease.1","Disease.2","Disease.3","Disease.4","Disease.5","Disease.6","Disease.7","Disease.8","Disease.9","Disease.10","Disease.11","Disease.12","Disease.13","Disease.14","Disease.15","Disease.16","Disease.17","Disease.18","Disease.19","Disease.20","Disease.21","Disease.22","Disease.23","Disease.24","Disease.25","Disease.26","Disease.27","Disease.28","Disease.29","Disease.30","Disease.31","Disease.32","Disease.33","Disease.34","Disease.35","Disease.36","Disease.37","Disease.38","t_test_p_value"
"Q8NC96",-1.57451246,0.64115834,0.78991468,-1.35551664,-1.30204316,-1.46376855,-1.1027255,0.63146926,-1.26476054,-0.15843167,-1.36767926,0.57469867,-1.26294392,-0.65050304,-1.46613528,-1.41839628,-1.33357223,-1.42198868,-0.56015398,-1.20318427,-0.17754063,-0.35885194,-1.50304844,-0.25461245,-0.56874323,-0.49639377,-0.43800974,0.12045311,-1.2571132,-1.55052023,-1.351696,-1.18249464,-1.18549847,-1.17837947,-1.05667819,-0.26848477,0.27135631,0.03879999,-1.33230405,-1.45379707,-1.3685848,-1.44485156,-1.42487331,0.416682357325317
"Q8NCB2",-1.7067058,0.8170925,1.1222933,-1.48771,-0.5098838,-1.5959619,-0.5359488,0.8060307,-1.3969539,-0.6457124,-1.4998726,0.1058043,-1.3951372,-1.698653,-1.5983286,-1.5505896,-1.4657656,-1.554182,-1.3913173,-1.3353776,-1.6211747,-1.4629429,-1.6352417,-1.6412371,-0.5512785,-0.6285871,-0.5702031,-0.1300661,-1.3893065,-1.6827135,-1.4838893,0.1305764,-1.3176918,-1.3105728,-1.1888715,-1.4603013,-1.5858409,-0.5191985,-1.4644974,-1.5859904,-1.5007781,-1.5770449,-1.5570666,0.151276204474211
"Q8NCN5",-1.665546173,-1.426012912,-1.495384078,-0.747580391,-0.363581992,-0.350229033,-1.193759236,-1.293105561,-1.355794274,-1.549623511,0.400809406,-1.118575581,-0.479633046,-1.657493408,-1.557169003,-1.509430008,-1.424605963,-1.513022407,-0.407977552,-0.289839063,-1.580015121,-1.421783275,-1.594082154,-1.600077542,-1.367516203,-0.587427511,-0.529043481,-1.342701216,-1.34814693,-0.53389074,0.213291299,-1.273528373,-1.276532199,-1.269413203,-1.147711929,-0.591691274,-1.544681327,-1.505357831,-0.022125046,-1.544830787,0.002343806,-1.535885286,-0.26046577,0.955821660181695
"Q8NCW5",0.75673272,0.43419677,0.44931761,0.42891237,0.54502902,0.4642009,0.36576371,0.4489732,0.8065284,0.49074863,0.3434402,0.49704361,0.56720246,0.15361458,0.41079133,0.72896511,0.40298092,0.62637914,0.95925896,0.3932579,0.36618655,0.4422051,0.60167626,0.43550592,0.31342801,0.26587823,0.40257964,0.22159878,0.335628,0.51500698,0.19939198,-0.09585074,0.74367296,0.32977528,0.78670792,0.29632923,0.28352851,0.40439698,0.8066856,0.30419393,0.87533846,0.77176116,0.37343013,0.996512042205485
"Q8ND30",0.11805889,-0.51972236,-1.28817731,-1.2393436,0.63787195,-1.34759551,-0.98655245,-1.08589878,0.79150728,0.2980826,0.62263281,-0.9113688,-1.14677087,-1.45028667,0.03272384,0.50096272,-1.21739919,-0.11265292,0.658184,-0.09175159,0.53960589,-1.2145765,0.46072827,-1.39287079,-1.16030943,0.68160517,0.37713331,-1.13549444,-0.24793819,-1.4343472,0.49611569,0.28385848,0.93876793,0.72536855,0.71966718,-0.41865741,-1.33747457,-1.29815107,0.4945,-1.33762403,0.47607903,0.20400556,0.07489415,0.512959571180688
"Q8ND56",0.357,-0.219,-0.174,0.299,0.0103,0.268,-0.169,-0.181,0.451,-0.0108,0.21,-0.486,0.247,0.139,0.0264,0.435,0.109,-0.0719,0.0909,-0.109,0.219,0.207,-0.233,-3.74,0.276,-0.345,-1.97,-0.211,0.0911,0.237,0.194,0.173,3.53e-11,-0.0953,-3.29,0.355,0.294,-0.296,0.43,0.2,-3.6,0.392,0.0899,0.273524951369317
"Q8NDC0",-0.007649443,-1.170324382,-0.141000808,-0.216758439,-0.193959794,-0.600143763,-0.938070694,-1.037417023,0.332541562,-0.277527898,-0.10128218,-0.862887038,-0.118695419,-0.410454543,-0.409391863,0.00056707,-0.325334196,-1.257333885,0.267077189,-0.301882389,-1.324326609,0.235681358,-0.239837936,-0.345852781,-0.0895451,-0.331738964,-0.273354934,-1.08701268,-1.092458394,-0.26508868,0.103667316,-1.017839834,-1.02084366,-0.147728522,-0.002608664,-0.243181528,-0.385361559,-0.354663824,-1.167649246,-1.28914227,-0.239960158,-0.071461341,-0.458414789,0.940213339872154
"Q8NDH3",-0.19922473,-2.14199884,-2.21136976,-0.56870373,-2.1090629,-2.27078767,-0.34071065,-2.00909178,-2.07178038,-2.26560894,-2.17469881,-0.62972932,-0.18832373,-2.37347809,-0.25747716,-0.05822014,-2.14059189,0.95481829,-0.05003247,-2.01020422,-0.68034092,-0.03946721,-0.39319647,-0.27044701,-0.1838506,-0.60444408,-1.24503005,-0.33912699,-0.39907849,-0.46555882,-2.1587156,-1.98951463,-0.14603935,-1.98539946,-1.86369833,-2.1351277,-2.26066678,-2.22134347,-2.13932371,-2.26081624,-2.17560435,-0.70409126,-2.23189262,0.28485359466225
"Q8NE62",0.49543133,-2.29704412,-2.36641477,-0.47969132,0.28658199,-0.19013331,-0.15658566,-2.16413739,0.53632248,-0.32691116,-2.32974397,-0.60555314,-2.22500924,-0.06458021,0.21337115,0.15330615,0.09046171,-0.61120816,0.57166583,-0.30638511,0.08589873,-2.29281451,0.0184153,-2.47110708,-2.23854773,-0.06270579,-0.70110604,-0.63409366,-0.32923151,-0.18405437,-0.1871939,-2.14456026,0.39924768,-2.14044511,0.54054337,-2.29017301,-2.41571154,-0.56043305,0.65128754,0.07262538,0.40171019,0.61492906,-0.77205281,0.452183220780119
"Q8NE71",-0.83267304,-2.32837889,-2.39774946,-0.30721533,-2.29544308,-2.45716697,-2.09612625,-2.19547226,-2.25816068,-2.45198828,-2.36107871,-2.02094275,-0.92491075,-2.55985639,-2.45953367,-2.41179525,-1.05653378,-2.41538761,-2.25252414,-2.19658469,-0.22540603,-0.10805828,-2.49644629,-2.50244158,-0.40272609,-0.79082506,-0.56187349,-0.43870839,-0.11567785,-0.39383331,-2.34509557,-2.17589514,-2.17889896,-2.17177999,-0.03212732,-0.90152105,-2.44704616,-0.3906273,-2.32570377,-2.44719562,-2.36198424,-2.43825022,-0.25303731,0.748205410699544
"Q8NE86",-0.39231101,-0.19855769,-0.1138454,-0.92343594,-0.55920404,-0.35705379,-1.81874399,-0.2315475,-0.56593928,-0.61947481,0.10135134,-1.74356038,-1.97896225,-2.28247709,-2.18215313,-0.32394042,-2.04959045,-0.53658578,-1.97514231,-0.26694393,-2.20499917,-2.04676776,-2.21906614,-0.36809961,-0.22093372,-0.51344241,0.15549044,-0.3472439,-0.6779573,-0.90085327,-0.13273529,-0.02347412,-1.90151689,-1.8943979,-1.77269671,-2.04412625,-0.07262372,-0.55630414,-0.10700009,-0.36729242,-0.42152011,-0.28067686,-0.56837306,0.0637702290348846
"Q8NF91",0.65269036,1.46477522,1.70452729,0.54404864,0.99242111,0.35424251,0.94419561,1.48618811,1.25297893,0.9583449,0.97806871,1.49621759,0.78693213,0.53343105,0.88152492,0.65337011,0.62299839,0.82546962,0.98104589,0.92689922,0.99598514,0.55447355,0.76602065,0.7673487,0.81061361,0.63106029,1.04044071,0.47327642,0.71030811,-0.05999129,1.05826951,1.10098932,1.05280394,1.15263782,1.1048685,0.80703923,0.93631715,0.77348948,0.8007294,0.2250201,1.00360341,0.85022691,0.09802666,0.266558153316679
"Q8NFU3",0.41472299,0.02003123,0.22624721,-0.37859432,-1.39617919,0.02262128,-0.49789154,-0.13350449,0.37763544,-0.18697297,-1.46181529,-1.12167789,-0.45433642,0.09554747,-1.56027131,0.38716385,-1.42770827,-1.51612471,0.42983216,-1.29732031,0.24308726,0.12252419,0.09188471,-1.60317985,-0.25041854,-0.59052982,-0.53214579,0.02953778,-0.20852687,-1.64465625,-1.44583203,-1.27663068,0.2382153,-1.27251551,-1.15081423,-0.07267271,0.10884539,0.07747317,0.63009659,-1.54793309,0.19332608,0.16917192,-0.44778301,0.798192895635644
"Q8NFV4",-1.46952911,-0.20678919,0.01343753,-0.2547912,-2.28787268,-1.24992533,-0.31929219,0.01513393,0.16790888,-0.74217325,-0.0491415,-2.01337231,-0.38013472,-2.55228609,-2.45196332,0.03017664,-0.56702469,-2.40781724,0.12352689,-0.39475835,0.08098047,-0.92518683,0.03549782,-0.24726681,-0.53707485,-1.48222458,-0.43330868,-0.37209785,-2.24294297,-0.26205504,0.09043943,-2.16832472,-1.47235927,-2.16420956,-2.0425086,-2.31393738,-0.41346169,-2.40015274,0.13204829,-0.32117041,-0.18606924,0.14761823,-1.67133695,0.729390450412104
"Q8NFW8",-0.070331504,-0.184174122,-1.592241681,-0.031514583,-0.299723257,-1.651659867,-1.290616853,-0.167136552,0.03218757,-1.646481108,-0.006054901,-1.2154332,-0.274285878,-1.754350989,-1.654026599,0.170283624,-0.159930848,-0.036770928,-0.057178894,-0.348609734,-1.676872714,-1.518640884,-1.690939745,-0.100610095,-0.434622406,-0.684285133,0.157031399,-0.215000958,-0.37265166,-0.040064178,-1.539587331,0.185198296,-0.674419829,-1.366270818,-1.244569547,-1.515999366,-0.109406683,-1.602215433,0.210706607,-0.258487508,-1.556476137,-0.035879024,-0.566764973,0.66746038669997
"Q8NFZ8",-1.57258363,0.1567154,0.43856324,-1.35358781,-1.30011432,-1.46183971,0.54210771,0.48898785,-1.26283171,-1.45666095,-1.36575043,1.00549779,-1.26101508,-0.51873852,-1.46420645,-1.41646745,-0.63267341,-1.42005985,-1.25719514,-1.20125543,0.27041663,-1.32882071,-0.11062407,-1.50711499,-1.27455364,-0.49446494,-0.43608091,-1.24973865,-1.25518436,-1.54859139,0.14153652,-1.18056581,-1.18356963,0.42645448,0.09524377,-1.32617919,-1.45171877,-0.04901547,0.25733328,-1.45186823,-1.36665597,-0.0455965,-1.42294447,0.602681447516179
"Q8NHG7",-1.47376175,0.44899593,0.61647055,-1.25476592,-0.03618706,-1.36301783,0.12551477,0.4887931,-1.16400982,-0.21938634,-1.26692854,0.77725312,-1.16219319,-1.46570898,-1.36538456,-1.31764556,-1.23282151,-0.41673112,-1.15837325,0.35618526,-1.38823068,-1.22999882,-1.40229772,-1.40829311,-1.17573175,-0.39564304,0.36171099,-1.15091676,-1.15636247,-1.44976951,-1.25094527,-1.08174391,-1.08474774,0.42058394,-0.95592746,-1.2273573,-1.35289688,-1.31357338,-1.23155332,-1.35304634,-1.26783408,-1.34410084,-1.32412258,0.12972947688851
"Q8NHM4",1.4218075,1.3012019,1.7165038,1.0430602,1.4923729,1.4271036,1.392685,1.3360747,1.5800552,1.5775102,1.6955217,1.5515301,1.1460701,1.2661454,1.4479613,1.1854339,1.2191847,1.3401364,1.3821089,0.9172837,1.5588064,1.4081352,1.4101152,1.207189,1.3434932,0.6689076,1.0688906,0.8936541,1.1126338,1.15173,1.4844861,1.5607284,1.7517371,1.6934265,1.7478836,1.4527292,1.1822633,1.4000379,1.3898093,1.5214418,1.5537946,1.6170895,1.3824946,0.904248433129331
"Q8NI08",0.06611337,-1.23603461,-1.30540578,-0.42776038,-1.20309858,-1.36482398,-1.00378092,-0.40415725,0.02567912,-0.20455472,-1.26873469,-0.92859727,-0.28445624,-1.46751513,-0.14434007,0.14499748,-1.23462766,-1.32304411,-0.32861678,-1.10423969,-1.39003683,-1.23180497,-1.40410387,-1.41009926,-0.18833599,-0.39744919,-0.33906516,-1.15272291,-0.27544517,-0.48844106,-1.25275142,-1.08355006,-1.08655389,-1.07943489,-0.1014125,-0.04743674,-1.35470304,-1.31537954,0.2181265,-1.3548525,-1.26964023,0.25882998,-1.32592874,0.31889099424451
"Q8NI99",-1.142172655,-0.902639348,-0.972010522,-0.923176807,-0.86970332,-1.031428724,-0.670385657,-0.769731986,-0.832420703,-1.026249964,-0.935339427,-0.595202,-0.830604077,-1.134119887,-1.033795457,-0.986056454,-0.901232398,-0.989648854,-0.826784134,-0.770844426,-1.05664158,-0.89840971,-1.070708616,-1.076704005,-0.844142633,-0.064053924,-0.005669894,-0.819327644,-0.824773358,-1.118180417,-0.919356161,-0.750154797,-0.753158623,-0.746039627,-0.624338348,-0.895768193,-1.021307779,-0.981984277,-0.899964211,-1.021457239,0.440517512,-1.012511737,-0.293563476,0.0585899475038642
"Q8TAC9",-1.668042049,0.328759325,0.408674085,-1.449046245,-1.395572764,-1.557298146,-1.196255113,0.271872601,-1.35829015,-1.552119387,-1.461208864,0.200403175,-1.356473525,-1.659989284,-1.559664879,-1.511925884,-1.427101839,-1.515518283,-1.352653582,-0.145742345,-1.582510997,-1.424279152,-1.59657803,-1.602573418,-1.370012079,-0.589923387,0.167430646,-1.345197092,-1.350642806,-1.644049818,-1.4452256,-1.27602425,-1.279028076,0.006612862,-1.150207805,-1.421637634,0.020403787,-0.118320556,-1.425833653,-1.547326663,-1.462114407,-1.538381162,-0.285968518,0.339178863138732
"Q8TAM6",-1.685624822,1.125711601,0.982796828,-1.466629023,0.468900283,-1.574880922,1.304794915,1.039068398,-1.375872928,0.007436543,-1.478791641,1.877318325,-1.374056303,-0.943664886,0.258488325,-1.52950866,-1.444684617,-1.53310106,-1.37023636,1.296314265,-0.255392412,-1.441861929,-1.614160805,-1.620156192,-0.157070109,0.091463837,1.368877978,-0.272376965,0.575616825,-1.661632592,-1.462808378,-1.293607028,-1.296610854,0.749602537,-0.018793169,-0.161559901,-0.268384819,-1.525436484,-1.44341643,-1.564909439,-1.479697184,-1.555963938,0.474209832,0.242154727512986
"Q8TAQ2",-0.2254759,-1.69207041,-1.76144155,-0.03289191,-1.65913439,-1.82085972,-1.45981677,-1.55916309,-1.62185179,-1.81568096,-1.72477048,-1.38463312,-0.49311784,-1.92355079,0.1853839,-0.0271784,-1.69066346,-1.77907988,-1.61621522,-1.56027553,-1.84607256,-1.68784077,-0.72235198,-0.332238,-0.33555614,-0.1366674,-0.09613104,-0.60784612,-0.06659927,0.19553289,-1.70878722,0.01315353,-0.44601343,-1.53547073,-0.12442943,-0.20398528,-1.81073878,-0.31626003,0.18044124,-1.81088824,-0.33290533,-0.19449508,-0.25987697,0.440087382416965
"Q8TAT6",-0.592933116,-0.831797335,-1.183833478,-0.892442336,-2.322439268,-0.492937429,-2.123122539,-0.756915264,0.007384484,-2.47898427,-0.538051473,-0.574118504,-2.283340282,-0.683288982,-0.528592988,-2.4387913,-2.353968104,-0.53987564,-0.071000324,-2.223580943,-0.658113212,0.009113518,-0.200518119,-0.493919647,-0.654498495,-0.449529865,-0.759437392,-0.873751252,-0.566031891,-0.594513452,-2.37209171,-2.202891404,-0.593952623,-0.514364581,-0.05162004,-0.762109702,-0.607452407,-0.771565305,-0.514066935,-0.802443785,-0.256216314,-2.465246239,-0.669766141,0.384596548504969
"Q8TB36",-2.13406822,0.77892003,0.81442426,0.01939945,-1.86159935,-2.02332455,0.21769553,0.70388446,-1.82431676,0.31896267,0.35886248,0.38715034,-1.82250013,-2.12601547,-2.02569128,-1.97795235,-1.8931284,0.49793266,0.38077236,0.35715098,0.34541588,-1.89030571,0.32877512,0.3313615,-1.83603868,-0.35698013,0.28781371,0.42759451,0.13103027,-2.11007605,0.16678445,0.75521934,-1.74505473,0.13223613,-1.6162345,-1.8876642,0.17174696,0.32158565,-1.89186021,-0.16725491,0.44903848,-2.00440759,-1.98442936,0.43654217105923
"Q8TBB6",-2.05594791,-0.19938085,0.14449227,-0.96602814,-0.38383667,-1.94520416,-1.58416131,-0.03311278,-0.28906087,-0.66158961,-1.84911496,-1.50897767,-1.74437967,-2.04789516,-1.94757089,-1.89983194,-1.81500795,-1.90342433,-1.74055973,-1.68462005,-1.97041698,-1.81218527,-1.98448399,-1.99047938,-1.75791822,-0.97782962,-0.91944559,-0.52562443,-1.73854896,-2.03195572,-0.68121383,-1.66393043,-1.66693425,-1.65981526,-1.53811401,-1.80954375,-1.23611347,-1.89575976,-1.81373977,-1.93523268,-1.8500205,-1.92628719,-1.90630895,0.00854103695296143
"Q8TBC4",0.380623649,-0.463116153,-1.608215458,0.414886494,0.482281153,0.184873946,-1.306590633,-1.405936954,-1.468625665,0.315670726,0.517571506,-1.23140698,0.06840532,0.322894036,0.550606654,-1.622261385,-0.01373059,-0.091239145,0.345921005,-1.407049395,0.002199312,-1.534614661,0.604811251,0.050149862,-0.080306624,-0.00128891,0.378512976,0.32681609,0.050389944,0.02807544,0.439948783,-1.386359768,0.395417357,0.690146627,0.492944153,-1.531973144,0.569062436,-1.61818921,0.452839767,0.363486624,0.281272512,0.324378598,0.220777266,0.830476779729114
"Q8TBC5",-0.27312684,-1.16640182,-1.23577299,-0.46079695,-1.13346579,-1.29519119,-0.93414813,-1.03349446,-1.09618317,-1.29001243,-1.1991019,-0.85896447,-1.09436655,-1.39788235,-1.29755792,-1.24981892,-1.16499487,-1.25341132,-1.0905466,-1.0346069,-1.32040404,-1.16217218,-1.33447108,-1.34046647,-1.1079051,-0.3278164,-0.26943237,-1.08309011,-1.08853583,-0.68297289,-1.18311863,-1.01391727,0.09913967,-1.0098021,-0.88810082,-1.15953066,-1.28507024,-1.24574674,-0.02380271,-1.2852197,-1.20000744,-0.528882,-1.25629594,0.894931028543892
"Q8TBX8",-0.86273251,-0.08315703,0.38103726,-2.70069789,-0.37021671,-0.18559788,0.28165147,-0.08261106,-2.60994482,-0.84317359,0.15541184,-0.01569201,-2.60812824,-2.91162639,-2.81131064,-2.76357455,-0.05797857,-0.11991904,0.06196188,-0.22576937,-2.83415512,0.42263683,-0.23379075,-0.11004299,1.43109019,-0.11846863,-1.08422985,-0.33789458,0.29331735,-2.89568858,-2.6968774,-2.52768076,-2.53068453,-2.52356566,-2.40186607,1.47650375,0.30347096,0.33349806,-2.67748619,-0.43748458,-2.7137655,-2.7900283,-2.77005122,0.598954704216874
"Q8TC07",-1.847014683,-0.009985934,-1.676852641,1.256383413,0.129408703,1.078450418,-1.375227833,-1.474574151,-1.537262859,-1.731092062,0.202454137,-1.300044182,-1.535446233,1.006181417,0.295548714,0.13355679,1.245359668,-1.694490967,-0.086159615,-1.475686592,-1.761483663,-1.603251851,-1.775550691,-0.127450477,-0.39551351,-0.069926115,0.027689601,-1.524169802,-0.269142567,1.425314181,0.10307132,-1.454996965,-1.458000791,-1.450881795,-1.329180528,-1.600610335,-0.034037081,-0.117719241,0.242406452,1.264147286,-1.641087101,-0.127729078,-0.092455621,0.47258569435496
"Q8TC12",-1.237705185,-0.998171881,-1.067543055,-0.003896268,-0.965235853,-0.139363715,-0.026845924,-0.865264519,-0.927953236,-1.121782496,-1.030871959,-0.690734533,-0.92613661,-1.229652417,0.166298409,-1.081588986,-0.996764931,-1.085181386,-0.922316667,-0.86637696,-1.152174111,-0.993942243,-1.166241147,-1.172236536,-0.939675166,-0.159586458,-0.101202428,-0.215890175,-0.920305892,-0.12792902,-1.014888694,-0.845687331,-0.848691157,-0.84157216,-0.719870882,-0.991300726,-1.116840311,-0.009680807,0.013261819,-0.127158523,-1.031777503,-0.125916121,-1.088066009,0.896798455410588
"Q8TCD5",-0.071897852,-0.082437926,-1.621249404,-1.5724157,0.099872293,-1.680667587,-0.186240661,-1.418970903,-0.091040827,-1.675488829,-1.584578318,-1.24444093,-0.780873014,-1.783358704,0.004299802,0.305946894,-0.334412166,-0.498632454,-1.476023044,-0.3403162,-1.705880434,-1.547648609,-1.719947464,-1.725942851,-1.493381541,-0.713292863,-0.654908834,-0.211162134,-0.354161325,-1.767419242,-0.022426906,-1.399393717,-1.402397542,-1.395278546,-1.273577276,-0.168645845,-1.670546646,-1.631223156,0.225539367,-1.670696106,-1.585483861,-1.661750606,-1.641772353,0.623499855192776
"Q8TCJ2",0.149329461,-1.720821282,-1.79019242,-0.268968467,-1.687885267,-1.849610581,-1.488567653,-0.879411717,0.034449345,-1.844431825,-1.753521345,-1.413384006,0.068122927,-0.096996488,-1.851977312,0.005237381,-0.017654041,0.157391082,0.121188149,-1.589026404,-0.811680025,0.284615163,-0.272085021,0.16843615,-0.963354656,-0.882235951,-0.823851922,-0.012696767,-1.642955321,-0.36418416,-0.563756603,-0.700248749,-1.571340605,-1.564221609,-1.442520351,-0.230773377,-0.161616407,-0.10951343,-0.333495311,-0.04523893,-0.405351056,-0.058297143,-0.520595355,0.151048750903001
"Q8TCT9",-2.07161033,-1.83207735,-1.90144846,-0.03644361,-1.79914134,0.03891285,-0.31695501,-1.69917006,-1.76185875,-1.95568784,-1.8647774,-1.52464012,0.09861116,0.1049741,-1.96323332,-1.91549438,0.14537208,-0.24856099,-0.24822607,-1.7002825,-1.98607941,0.09296421,-0.3540334,-2.00614181,-0.26306445,-0.29452208,-0.93510805,-0.16198904,-0.58144495,-0.11671492,-1.84879415,0.18418589,-1.6825967,-1.67547771,-1.55377646,0.05103442,-1.95074566,-0.15901268,-1.82940221,0.06766668,-1.86568294,-1.94194963,-1.92197139,0.446664238915455
"Q8TCU6",-1.013563822,-0.892230178,-1.051102284,0.543204552,-0.863994686,0.108190087,-0.076821639,-0.816565408,-0.926981053,-0.259080079,-1.804587334,-0.71072138,-0.744109528,0.199796807,-0.775790121,-1.855304324,0.041491669,-0.172115881,-0.363876717,0.324437554,-0.013328435,-1.76765764,-1.20345475,-1.945951784,0.200128635,-0.02873602,-0.175947938,-0.236656136,-0.159066056,0.451133538,-0.980378727,0.162951389,0.23147691,0.017525857,-0.372443172,0.561985099,-0.002435968,-0.699031378,-1.76921214,0.060023236,-1.805492877,-1.881759584,0.123819214,0.878207678130215
"Q8TCZ2",-0.20803291,0.95333841,1.09471079,0.14653006,0.6654125,-0.08173426,0.43970677,1.03261991,-1.25866427,0.0242505,0.1288838,0.79642,-1.25684764,-0.14382835,-1.46003901,0.05849829,-1.32747596,0.17404979,-0.18305715,0.44426395,0.25567808,-1.32465327,-0.14141947,-1.50294755,-0.20966014,0.20867251,0.35414958,0.84154753,0.21768635,-0.0302089,0.30526269,0.83880186,0.71889865,0.55747177,-1.05058192,-1.32201175,0.6684993,0.40060753,0.25202738,-0.35076986,-1.36248853,-0.05549306,-1.41877703,0.0139669870305083
"Q8TD19",0.34656958,-1.33890562,-1.40827678,0.15002614,-1.30596959,-1.46769498,-0.17947064,-1.20599826,-1.26868697,-1.46251622,-1.37160569,-1.03146828,-1.26687035,-0.59421098,-1.47006171,-1.42232271,-1.33749867,-1.42591511,-1.26305041,-1.2071107,-1.49290783,-1.33467598,-0.8080049,-1.51297025,-1.2804089,-0.50032021,-0.44193618,-1.25559392,-1.26103963,0.1383489,-1.35562243,-1.18642107,-1.1894249,-1.1823059,0.04506524,-1.33203446,-1.45757404,-1.41825054,-1.33623048,-1.4577235,-1.37251123,-1.44877799,-1.42879974,0.671263567828761
"Q8TD22",-2.21373795,-0.10777633,-2.04357633,-1.9947427,-1.94126928,-0.02301685,0.380499,-0.54920407,-1.90398671,-0.57266171,0.53328919,-0.05452384,-1.90217009,0.27417563,-0.10873019,-2.05762223,0.29714964,0.84672586,-0.1799392,0.37577565,-2.12820718,-1.96997564,-0.43787759,0.61117459,0.09997199,-0.43665015,0.56282855,-0.55201824,0.32274194,-1.04118044,-0.2923506,-1.82172087,-0.10350808,0.5224136,-1.69590449,-1.96733412,-0.23768039,-0.12734838,-1.97153014,0.0904894,-2.00781084,-2.08407745,-0.59900403,0.135886027427551
"Q8TD55",-2.1901566,-1.95062386,-2.01999493,-1.97116129,-0.21657542,-0.17956082,-1.71837035,-1.81771662,-1.88040529,-2.07423426,-1.98332389,-1.64318672,-1.87858867,-0.49347952,-2.08177974,-0.33454552,-1.94921691,-0.48481447,-0.23422193,-1.81882906,-2.1046258,0.01657186,-2.1186928,-2.12468817,-0.33595791,-0.28671199,-0.35468468,-1.86731224,-1.87275795,-2.16616445,-1.96734065,-1.79813945,-1.80114327,-1.79402428,-1.67232306,-0.35633508,-0.20816442,-0.29615604,-0.40789734,-2.06944155,-1.98422943,-2.06049606,-0.05846682,0.665083607770143
"Q8TDB8",-2.19371308,-1.95418034,-2.02355141,-0.76492401,-1.92124436,-0.05227668,-1.72192684,0.06494025,0.37457565,-2.07779074,-1.98688038,-1.64674321,-1.88214515,-0.04101816,-2.08533622,0.29626174,-1.9527734,0.04323785,2.64881939,-1.82238555,0.14589666,0.40549178,-0.14631552,-2.12824465,-1.8956837,-0.4166252,-1.05721117,-1.87086873,-1.87631444,-2.16972093,0.5380413,0.27849022,0.5622098,-1.79758077,0.52059819,-1.9473092,0.30445464,-2.03352515,0.09757171,-2.07299803,-1.98778592,-2.06405255,-0.11525108,0.0653895154712613
