proteinId,S1,S2,S3,S4,S5,S6
,Control,Control,Control,Disease,Disease,Disease
Q9H115,0.5216407,0.3832155,0.4281538,0.3302829,0.6736896,0.6800063
Q9H1C7,-0.2414152,-0.4597334,0.1207904,-1.0678061,-0.6552559,-0.8151982
Q9H2X9,0.1425641,-0.1754913,-0.713163,-0.3806863,0.2599714,-0.2953616
Q9H3Z4,-0.34676914,-0.59385297,-0.29053434,-0.37191989,-0.02321806,-0.25634978
Q9H4G0,0.4172829,0.3867651,0.1365872,0.3095638,0.4287847,0.2575726
Q9H4G4,0.11060222,-0.22698872,0.14272965,0.05663193,-0.70804195,-0.21418313
Q9H598,-0.25989977,-0.94898194,-0.46523986,-0.3653874,-0.42697836,-0.04197295
Q9H741,0.4888686,0.4454241,0.4658929,0.2473254,0.3428893,0.2113624
Q9H8H3,-0.3591269,-0.3254932,-0.6352178,-0.5001525,-0.1768584,-0.1919548
Q9H902,-0.8317833,-0.892082,-1.2192907,-0.6357529,-0.9075905,-0.5566742
Q9H936,-0.45770079,-0.33164513,-0.71880826,-0.08633087,-0.25519669,-0.12016777
Q9H9B4,-0.559107,-0.3277481,-0.7479604,-0.6550184,-0.3967379,-0.5021028
Q9H9H5,-1.0019932,-0.4832012,-0.7606641,-0.8421129,-1.4423695,-1.0490583
Q9HB21,-0.8834341,-1.0845395,-1.0061487,-0.9917221,-0.8479894,-0.9962879
Q9HB71,-0.7000928,-0.6202469,-0.8957582,-0.6465637,-0.5272005,-0.630037
Q9HC38,-1.0926008,-0.9076521,-0.9092577,-0.9159697,-0.8493396,-0.9163116
Q9HCC0,1.869514,0.651515,1.510019,1.631602,1.812398,1.696226
Q9HDC9,-0.7466776,-0.6245102,-0.7395888,-0.540554,-0.6591845,-0.5884628
Q9NP55,-0.8554522,-0.6862717,-0.8813545,-0.6722923,-0.6590353,-0.7707076
Q9NP64,-0.7731122,-0.6543945,-1.0399939,-0.9236756,-0.8777176,-1.1707536
Q9NP72,-0.792627,-0.6853116,-0.6237827,-0.7425642,-0.7188962,-0.6516669
Q9NPH2,-0.21988614,-0.28357216,-1.15162598,-0.35957152,-0.08527724,-0.17834375
Q9NQ66,0.50994,0.3151608,0.2353314,0.1831852,0.4885273,0.1137828
Q9NQC3,0.6343264,0.5402922,0.3683587,0.6805994,0.9329575,0.7292926
Q9NQR4,-1.1724313,-0.9794372,-1.1002922,-1.2021579,-1.0281287,-1.1484115
Q9NQW6,-0.159327951,0.143650926,0.004669278,-0.277937089,-0.336144875,-0.86287998
Q9NR46,-0.4981225,-1.0476569,-0.8276105,-0.4545495,-0.3840446,-0.158848
Q9NRV9,0.183198818,-0.293850414,0.226573468,0.192857914,-0.114662526,-0.009150162
Q9NRZ5,-0.653363,-0.4090391,-0.6467134,-1.4186825,-0.5687307,-0.7082944
Q9NRZ7,-0.3800309,-0.327943,-0.2900782,-0.193574,-0.449341,-0.1942449
Q9NS39,-0.4263856,-0.3327464,0.1460559,0.4622583,-0.9656231,-1.0645105
Q9NTJ4,-0.4551749,-0.5847419,-0.5755239,-0.9112165,-0.9034469,-1.0048453
Q9NUM4,0.2004773,0.5357498,0.4795892,0.8656765,0.9022379,0.5922622
Q9NUQ9,-0.08823689,0.17350574,0.09836271,0.01449099,-0.25802218,0.08433934
Q9NVA2,0.9535194,1.1288747,0.9546185,1.1028363,1.1415838,1.0556901
Q9NVJ2,-1.6926627,-1.2864664,-1.2169541,-1.1104458,-0.9053082,-1.1590845
Q9NVQ4,-0.6959276,-0.5092217,-0.7435601,-0.5187188,-0.9552356,-0.9120784
Q9NY65,-0.451754,-0.5363652,-0.4758784,-0.9196093,-0.3646807,-0.6743517
Q9NYI0,-0.13691894,-0.43877562,-0.51477442,-0.65470356,-0.19810797,0.06875973
Q9NZ45,-0.576465,-0.4236407,-0.5381228,-0.3484101,-0.1832747,-0.4632705
Q9NZD2,-0.109555,-0.1466321,-0.1789949,-0.58558,-0.1535434,-0.2417599
Q9NZJ7,0.1983522,0.3500965,0.2455556,0.4181005,0.6639457,0.4208278
Q9NZN3,-0.4502799,-0.3681317,-0.2532756,-0.3870205,-0.4015481,-0.4414893
Q9NZR1,-0.7119225,-0.7539375,-1.4136738,-0.92587,-0.6898784,-0.7211736
Q9NZT1,-0.27696755,0.04297593,-0.39323783,-0.23947118,-0.47507272,-0.47192096
Q9P035,-0.20959358,-0.13832541,-0.11303985,-0.12877805,-0.29667139,-0.07992978
Q9P0J0,-0.652064,-0.4808104,-0.6393963,-0.3459472,-0.1951646,-0.4030238
Q9P0M6,-0.8902381,-0.9468445,-0.8245842,-0.7182192,-0.6250441,-0.7554508
Q9P2R7,-0.01270709,0.12939886,-0.9671164,0.10639647,0.26975719,0.23952619
Q9P2U7,-0.8762132,-0.8301863,-0.7649154,-0.7611032,-0.725533,-0.6419639
Q9UBB6,0.12865967,-0.1824089,-0.16043273,-0.16237596,-0.02175221,0.09724266
Q9UBQ7,-0.2041775,-0.137482,-0.2550721,-0.1586334,-0.4531864,-0.4000406
Q9UEY8,-0.1492279,0.06470792,-0.08064987,-0.11181283,-0.13819537,-0.08339943
Q9UF11,1.796836,1.798882,1.833751,1.867435,1.483933,1.510398
Q9UFN0,0.8952938,0.9798865,0.9317155,0.9508455,0.9890585,0.9256904
Q9UGM3,1.02E-07,-1.07E-02,-2.31E-01,-1.66E-01,-3.90E-01,-4.50E-01
Q9UH03,-0.09990038,-0.28508876,-0.40481529,-0.05893197,-0.11485713,0.16608882
Q9UHD8,-0.35494423,-0.31988761,-0.04564101,-0.43831681,-0.05613208,-0.35055084
Q9UHY7,-0.4862302,-0.4880508,-0.202764,-0.1648249,-0.4060915,-0.2770734
Q9UI09,-1.2635322,-0.99966,-1.0129065,-1.2541599,-0.7243642,-1.2023269
Q9UI12,-0.3523707,-0.2022253,-0.296046,-0.254749,-0.1072107,-0.2728467
Q9UI15,-0.16361248,-0.36751832,-0.34088195,-0.23680486,-0.11096126,-0.05017867
Q9UJ70,-1.2292002,-0.747973,-0.408824,-0.8706393,-0.8145509,-0.9501949
Q9UK22,-0.09641844,-0.054046097,0.071290801,0.003455286,0.108574468,0.007597797
Q9UKK3,-1.1340816,-1.0431909,-0.9890219,-0.8301406,-0.9988545,-1.3648069
Q9UKK9,-0.9444908,-0.7782044,-0.8794056,-1.0186504,-0.7647582,-0.9553823
Q9ULA0,1.3902624,1.3022059,0.4140761,1.2318137,0.8120469,0.8404753
Q9ULB1,-1.08321491,-0.53026441,-0.78391989,-0.77079231,-0.09354737,-1.26858441
Q9ULP9,-0.988566,-0.7551299,-1.0442596,-1.1723485,-0.9670786,-0.9417561
Q9ULT8,-0.3402889,-0.4471352,-0.5396105,-0.6584257,-0.6469816,-0.6291318
Q9ULU8,-0.32412637,-0.23843485,-0.47245117,-0.24894123,-0.1583972,0.03282985
Q9UM22,0.3479339,0.2318739,0.2186878,0.5000669,0.6299317,0.3060915
Q9UM54,-0.3291503,-0.4742344,-0.2426662,-0.2747039,-0.8876511,-0.8438444
Q9UN36,0.247188,0.2453671,0.4415526,-0.1790552,0.2967071,0.2987464
Q9UNF1,-1.192404,-1.312256,-1.53868,-1.207356,-1.040226,-1.189428
Q9UNW9,-0.6883808,-1.1518836,-0.837962,-1.0876307,-1.2159396,-0.8781675
Q9UPW5,-0.7569082,-1.1662483,-1.3666732,-0.9621448,-0.7467851,-1.2718602
Q9UPX0,0.6798006,0.3700506,0.285305,0.441021,0.350464,0.3715539
Q9UQ16,0.01403591,0.08208697,0.01144365,-0.01504715,-0.16624785,-0.05380932
Q9UQM7,3.017905,2.957989,2.651903,2.804899,3.024276,2.644958
Q9Y241,-0.9728789,-0.9169893,-0.7714461,-0.6815658,-0.6704144,-0.7806781
Q9Y277,0.5052252,0.535886,0.4069907,0.4402911,0.5782441,0.506624
Q9Y281,0.324696978,0.246090425,0.567353218,0.475774439,0.005322604,0.292329915
Q9Y285,-1.277828,-1.528165,-1.259605,-1.218583,-1.267041,-1.130497
Q9Y2A7,-1.3962939,-0.1665524,-0.6081037,-0.5464816,-0.1486104,-0.2701556
Q9Y2J2,1.0253892,0.9054112,0.8048501,0.7637155,0.7832044,0.7797412
Q9Y2J8,0.537598,0.6436767,0.6135081,0.5062655,0.1662907,0.1715384
Q9Y2Q0,-0.5536154,-0.6044842,-0.6768452,-0.5181313,-0.4943735,-0.4626546
Q9Y2Q3,-0.1850288,-0.309636,-0.30869,-0.4171913,-0.3546899,-0.3780568
Q9Y2S2,-0.01096646,-0.04652571,0.41555132,0.19224161,-0.26036462,-0.0151954
Q9Y2T3,1.1324574,1.1154505,0.8828768,0.9051795,0.9677373,0.9282332
Q9Y2X3,0.2103517,-0.28413586,-0.72001881,-0.12360104,-0.05958209,-0.21020672
Q9Y342,-0.21156211,-0.188334373,-0.101393499,-0.145046679,-0.001930816,-0.351352422
Q9Y383,-0.1426227,-0.3667928,-0.5206267,-0.6186876,-0.1985549,-0.5852502
Q9Y3A2,0.06168803,0.14463061,0.1474706,-0.09585226,-0.17491306,-0.04135667
Q9Y3A5,0.7911859,0.8954196,0.8272854,0.8275713,0.38013,0.5448441
Q9Y3B4,-0.995192,-0.9042919,-0.7943137,-0.8717445,-1.2580744,-1.1940805
Q9Y3D6,-0.22255815,0.01217066,-0.12105955,-0.23112514,-0.43606894,-0.38556006
Q9Y3U8,0.8850392,0.7761061,0.7584766,0.8547801,0.923317,0.8344368
Q9Y490,-1.3048912,-0.918814,-0.8153529,-0.8385425,-1.1293278,-1.1489225
Q9Y4F1,-1.212019,-1.273754,-1.438485,-1.28175,-1.177344,-1.133743
Q9Y4I1,0.9816939,1.0272142,0.6809458,0.8511736,1.0790672,0.8336187
Q9Y5J5,0.68485532,0.6826691,0.58797539,0.87559522,0.09382439,0.60036525
Q9Y5K8,0.9481978,0.9548591,0.7429377,1.1187231,1.1097059,0.9478932
Q9Y617,0.8345347,0.8426275,0.9304112,0.776662,0.8763464,0.758006
Q9Y639,-0.002972238,-0.548700436,-0.330650893,-0.304083381,-0.100786262,0.128563309
Q9Y696,0.51021289,0.34308361,0.78047972,0.56723401,-0.09132914,0.03845058
Q9Y6C9,-1.0279036,-0.9486317,-1.0185105,-0.9060779,-0.8906301,-0.5613252
Q9Y6K8,-0.4939218,-0.8749364,-0.8689526,-0.4897454,-1.0740028,-0.8369254
Q9Y6M9,-0.502543,-0.6953131,-0.6733005,-0.6485586,-0.5889145,-0.5600868
