proteinId,S1,S2,S3,S4,S5,S6
,Control,Control,Control,Disease,Disease,Disease
O43426,0.056341223,-0.018599641,-0.145275831,-0.145598521,-0.123339906,0.009387868
O43491,0.379106056,0.58820195,0.158093088,0.263299887,-0.001496596,-0.023925314
O43615,-0.9617261,-1.1025983,-1.1469316,-1.0532011,-0.9747935,-0.7100661
O43674,-0.4249524,-0.5608626,-0.6881256,-0.7806839,-0.646492,-0.515322
O43681,-0.9995244,-0.9128763,-1.0121846,-1.0358723,-0.8664597,-1.0436918
O43707,-0.36905863,-0.12898915,-0.37275286,-0.08469976,-0.37625125,-0.28103232
O43759,-0.28535693,-0.33605132,-0.26926597,-0.11656675,-0.03544208,0.10543384
O43761,-0.143013077,-0.222224315,-0.167526072,-0.129580819,0.002634335,0.0190581
O43813,0.2227838,0.276042552,0.378881336,0.202353884,0.081166316,-0.008779742
O43865,-0.4664239,-0.6581637,-0.1117195,-0.4226076,-0.2559332,-0.3300695
O60282,-0.5952089,-1.03848,-0.9589237,-0.6237046,-0.3690181,-0.6529454
O60493,-0.11960894,-0.20025911,-0.05734838,-0.13474555,-0.26221608,-0.33462926
O60506,-0.5316624,-0.7113238,-0.6324811,-0.6023604,-0.6739633,-0.9057015
O60641,-0.36333176,-0.09181765,-0.94555406,-0.30065033,0.17444465,-0.66382543
O60664,-1.0999854,0.3486208,-0.6259509,-0.1153835,-1.2613058,-1.118519
O60749,-0.3356739,-0.2394674,-0.6393555,-0.2278416,-0.4872883,-0.5748288
O60783,-0.745108,-0.7363192,-0.2261904,-0.3137344,-0.8335223,-0.6701784
O60831,0.2955773,0.3393245,0.2663081,0.3940276,0.3656011,0.3623454
O75061,-3.51E-02,-3.34E-01,-1.92E-01,-4.82E-03,-2.94E-01,1.02E-07
O75083,0.69565,0.7970879,0.8023071,0.7225029,0.6193497,0.6739224
O75122,-0.976803,-1.1045056,-0.9172835,-0.9182024,-1.1830593,-0.9811677
O75190,-0.6480831,-0.4442713,-0.4404649,-0.4326185,-0.7078011,-0.8285322
O75306,-0.9789008,-0.5544255,-0.4271604,-0.545257,-0.4930255,-0.5411071
O75340,-0.8528359,-0.2076896,-0.105869,-0.4074072,-0.3337075,-0.3089729
O75367,0.8690473,0.9033785,0.7787711,0.8892175,0.9404539,0.82972
O75390,0.3587509,0.1138179,0.3512068,0.2871675,0.6483951,0.4621203
O75489,0.05040629,-0.17685223,-0.10429674,-0.06095873,0.01028125,-0.13559654
O75508,1.1847177,1.2408228,1.2598327,1.2397057,1.0978103,0.8728263
O75689,-0.3388152,-0.2557691,-0.2828799,-0.4074072,-0.9358214,-0.5142809
O75746,-0.45311912,-0.24069374,-0.12134386,-0.25863643,0.20147169,-0.09091139
O75781,-0.3444386,-0.443253,-0.4586569,-0.4798389,-0.7206286,-0.3717701
O75915,0.7787128,0.9211082,0.8055091,0.8720542,1.0397331,0.8891688
O75947,0.11592111,0.06038387,0.20527454,0.19724606,0.37448951,0.27338445
O75955,2.009111,1.893901,1.818157,2.033625,2.027307,1.907703
O75964,-0.7465836,-0.656291,-0.6047034,-0.3807236,-0.2120284,-0.3180499
O76070,-0.5372964,-0.2379433,-1.5853399,-0.5307984,-0.5211092,-0.6083813
O94760,0.05892824,0.1665992,0.24096785,0.1345551,0.10388248,0.36917456
O94806,3.023621,2.927965,3.160665,1.066423,2.854248,2.740211
O94811,0.4804267,0.4730768,0.5389969,0.4039152,0.4107787,0.3818243
O94819,-0.1913558,-0.2179049,-0.2310344,-0.2812685,-0.1564988,-0.2254434
O94826,-1.3086489,-1.26434,-1.3119914,-1.3335407,-0.9904623,-0.6991238
O94832,1.0488308,1.1917435,1.2069849,0.9006479,0.5900445,0.5886357
O94856,0.6015379,0.3472225,0.5957063,0.408141,0.5721583,0.5892254
O94919,0.9525982,1.1440785,0.965121,0.9854254,0.8999865,0.7667565
O94925,-0.085892401,-0.630025768,-0.024426494,-0.013534721,0.008387896,0.141166668
O94973,0.680555,0.7214333,0.6200393,0.5530355,0.7051462,0.6928762
O95140,-0.4736264,-0.4399096,-1.2153118,-0.6086983,-0.743671,-0.5247312
O95197,0.4815936,0.5662528,0.586524,0.5679675,0.7793789,0.7143151
O95202,-1.3384868,-1.3027148,-1.4061531,-1.0466,-0.3793292,-0.7854204
O95299,-0.3188085,-0.5538524,-0.3852635,-0.3286749,-0.2525864,-0.3180616
O95563,-0.8860382,-0.8359887,-1.0186081,-0.806587,-0.6444758,-0.7768544
O95670,-0.03417503,0.0154195,0.04752791,0.10067396,0.18675117,-0.09118676
O95716,-0.11387415,-0.02963205,-0.12601842,-0.08148383,0.09962716,0.08478962
O95782,1.24257,1.425902,1.132057,1.239666,1.39933,1.341799
O95810,-1.4798144,-0.8748334,-0.5593943,-0.3235885,-0.3250448,-1.0676889
O96000,-1.1499781,-1.1382307,-1.1777874,-0.9369647,-0.8283806,-0.6343931
P00338,0.601558,0.6941974,0.6688678,0.595589,0.8286249,0.7667183
P00367,0.5131782,0.4438771,0.5227759,0.5831519,0.8468929,0.9071364
P00387,-0.105350097,-0.056689988,-0.23019154,-0.004858749,-0.019533869,-0.144271775
P00390,0.28819882,0.32201594,0.24867888,0.12789822,0.11821656,0.06741871
P00403,0.13203709,0.06873913,0.01828435,0.13554234,0.47051549,0.23019735
P00414,-0.6748069,-1.2322924,-0.4124347,-1.3776437,-0.3417857,-0.6105705
P00441,0.8051376,0.8733965,0.7977872,0.6277877,0.8649066,0.6495237
P00450,0.31636963,0.41928812,0.20265524,-0.07279063,-0.33540647,-0.33683024
P00488,0.2673236,-0.2726723,-0.5648877,-0.2720592,-0.3019191,-1.1592053
P00492,0.7178673,0.7075889,0.7165993,0.544036,0.6307422,0.5935734
P00505,1.751913,1.66973,1.673593,1.534416,1.688617,1.567639
P00558,0.8895658,0.8768779,0.8705808,0.7496964,0.9853735,0.8666553
P00568,-0.38066686,-0.07643719,0.067841,-0.13210302,-0.17348025,-0.10776526
P00738,0.3864215,-0.3326085,0.8272019,-0.2277108,-0.2445581,-0.3227076
P00846,-0.2255165,-0.274427,-0.3628293,-0.3102403,-0.1200928,-0.2105329
P00915,0.6067508,0.2918952,0.6028121,0.4503717,0.2465413,0.3244047
P00918,0.7268582,0.8138371,0.8308478,0.7526763,0.5071203,0.5430573
P01009,0.183083,-0.3248345,0.2324718,-0.3581561,-0.3789339,-0.1788659
P01011,-0.04228374,0.14387467,0.7053381,-0.25409525,-0.15444028,-0.11336022
P01023,0.15065152,0.31118674,-0.09872077,-0.07920123,-0.09906397,-0.07811507
P01024,-1.063717884,-0.003394312,-0.662845446,-0.938716101,-0.075633327,-1.360817291
P01040,-0.301817,-0.72759,-0.3175552,-0.8032763,-0.4041926,-0.1178916
P01116,-0.6278556,-0.6878764,-0.6682353,-0.7289956,-0.9162253,-0.8895748
P01591,-0.5870057,-0.7750378,-0.6234682,-0.6161846,-0.8310164,-0.9627945
P01834,0.04422239,-0.16750811,-0.34701355,-0.23086154,-0.18381471,-0.29096495
P01857,1.5087226,1.1481823,1.0507845,1.052761,0.7405793,0.9171817
P01859,0.50981598,0.36624283,-0.02395192,0.19033249,0.06467278,0.10766144
P01860,0.17916834,0.11005073,-0.13532963,0.12194542,-0.23069562,-0.05212551
P01876,1.0591384,0.8742542,0.7769776,0.9624556,0.3428179,0.8651502
P02042,0.03527072,-0.13203345,0.04456739,-0.14995118,-0.35627665,-0.43927331
P02452,-0.45989414,0.09905262,0.86878819,1.3038702,0.45036026,0.48924282
P02462,0.9219796,0.5916647,1.1397709,2.0924535,1.5929051,1.5431851
P02511,1.914792,2.014286,2.149569,2.090911,1.596026,1.731121
P02533,1.060132,1.124666,1.318929,1.312024,1.189744,1.507336
P02538,-1.045308035,-0.085323287,0.075169831,-0.002087836,-0.261224783,0.03795469
P02545,-0.357972207,-0.005347281,-0.190847484,-0.126782771,0.092205727,-0.102086091
P02647,0.20859238,0.02405278,-0.06749717,0.10554714,-0.14085195,-0.09314005
P02649,0.8164312,2.1282341,1.0231699,1.0397445,1.0979044,1.0185127
P02671,1.567963,1.019687,1.613144,1.390135,1.09877,1.563419
P02675,1.6455821,1.1228192,1.6858696,1.3490195,0.9190174,1.5461635
P02679,1.575644,1.135028,1.609666,1.454905,1.119813,1.57763
P02686,2.450613,2.86351,2.661408,2.608787,2.24655,2.175208
P02689,1.0629051,1.2149866,1.2398657,0.9881395,0.4859922,0.8390059
P02741,-0.1057288,-0.2309318,-0.2023168,-0.7368238,-0.6530571,-0.5756055
P02743,-0.08748999,0.62859802,-0.51413241,-0.45827032,0.35374985,-0.47975198
P02746,0.43308482,0.03395227,0.08690194,-0.03224115,-0.09608101,-0.18382401
P02747,0.56696328,0.64730405,0.62911773,0.39493301,0.06834997,0.31086552
P02751,1.1546056,0.7458129,0.6509645,1.3316921,1.1071942,1.0708891
P02763,-0.009930351,-0.388230469,0.256716473,-1.02514882,-1.053336031,-0.946848039
P02768,1.520335,1.564583,1.48452,1.345853,1.260835,1.350976
P02787,0.21702154,0.20623612,-0.26313824,-0.07584116,-0.12256755,-0.19504018
P02788,-0.3569705,-0.1979403,0.0208232,0.5174871,-1.0403036,-0.4726213
P02792,3.24211,3.0784,3.255607,3.018872,3.198937,3.041048
P02794,3.849264,3.660017,3.776196,3.694933,3.626972,3.476574
P02810,0.01314896,-0.51416392,0.52139873,0.73930763,-1.44119538,-1.05349316
P04003,-0.04597149,0.22693012,-0.117221,-0.28401474,-0.86966323,-0.91480878
P04004,-0.8323668,-0.4626483,-1.4856005,-0.6844393,-0.1295899,-0.7694379
P04040,1.50805,1.384805,1.395671,1.192266,1.065573,1.076968
P04075,1.275701,1.317342,1.31991,1.283797,1.397318,1.383974
P04080,-0.53204485,-0.61902559,-0.2027342,-0.08316852,-0.16514225,-0.60854857
P04083,-0.7997464,-0.81710986,-0.85911355,-0.03510282,-0.42916985,-0.74418629
P04156,1.1867955,0.9294232,1.1971787,1.0805316,0.6143716,0.8752361
P04179,1.023705,1.0344773,0.9882852,0.9081267,1.0857281,0.9249479
P04216,1.0995862,0.9776542,1.1773798,1.0385841,1.0292082,1.0066752
P04264,2.694516,2.646498,2.908185,2.822007,2.733476,2.990456
P04350,1.245586,1.33966,1.358108,1.18024,1.08927,1.092491
P04406,2.640671,2.691297,2.287476,2.450454,2.381635,2.170484
P04792,-0.032952189,-0.006443304,-0.048831296,0.136419888,0.27475662,0.192462558
P04899,0.8688084,0.7616124,0.9504459,0.8168204,0.5729368,0.7509913
P05023,0.8766318,1.0218799,0.9107647,0.8342232,1.0362097,0.8020458
P05026,1.153491,1.212651,1.187292,1.11515,1.245457,0.980406
P05067,-0.51415735,1.30655669,0.02071622,0.18169975,1.58461439,-0.54805124
P05089,-1.5495141,-0.9881941,-0.7100054,-0.8643672,-0.6663469,-0.6179886
P05090,0.23054339,0.46789756,0.44713266,0.31356937,0.17324315,0.05587185
P05091,0.15669249,0.01796777,-0.06825156,-0.03596838,0.26143835,0.18853846
P05109,-0.5484478,-0.4969363,0.3904128,0.580556,0.0515203,-0.1085816
P05129,-0.1395566,-0.2804674,-0.5694787,-0.3815243,-0.4566158,-0.456271
P05141,-0.004032371,0.111761351,-0.018384913,0.088751544,0.300463458,0.099769961
P05164,-1.4446451,-1.0541369,-0.771424,0.2406366,-0.6743718,-1.2589129
P05771,-0.8254375,-0.752339,-1.0383667,-1.2975575,-0.718855,-0.6353805
P05937,-1.1734833,-0.9768168,-1.0128102,-1.0509489,-0.9243542,-0.6112314
P06239,-0.6534714,-0.5033129,-0.5240512,-0.7032237,-0.6865414,-0.7579374
P06310,-0.02515887,-0.26767105,-0.36200944,-0.26312625,-0.31041425,-0.55818537
P06396,1.1834462,1.1624964,1.2716288,1.0727299,0.8469041,0.9378847
P06576,1.109967,1.097342,1.119862,1.09779,1.40438,1.324775
P06702,-0.4399585,-0.3745809,-0.1087184,0.618531,-1.1176558,-0.1139331
P06727,0.8064558,0.8393237,0.926641,0.7445261,0.2938783,0.3945439
P06733,1.792184,1.818914,1.8817,1.606455,1.788509,1.728855
P06744,1.116013,1.482349,1.260726,1.433039,1.377038,1.144661
P06748,0.28931361,-0.01791157,0.14040764,0.12800203,-0.02152904,0.05268442
P06753,0.04646423,0.45798879,0.18423736,0.11237945,0.20934153,0.25029319
P07099,0.8904964,0.9417619,0.8465597,0.9191135,0.9548773,0.8250934
P07195,1.520988,1.467866,1.637773,1.354462,1.511259,1.507787
P07196,1.593528,2.116937,1.680497,1.490362,1.501432,1.207675
P07197,1.93056,2.248915,1.8241,1.69537,1.578182,1.331774
P07203,-0.56991518,-0.08031146,-0.50270016,-1.07588211,-0.18299898,-0.25245888
P07237,-0.8482666,-0.9971768,-0.7591255,-0.7971128,-0.867409,-0.7215263
P07305,1.403143,1.338779,1.327943,1.344209,1.332482,1.196919
P07339,0.7386809,0.8042077,0.7700782,1.0065553,1.1124885,0.8507897
P07355,0.04029671,0.08474118,-0.08093145,0.0640245,0.2638437,0.04681024
P07437,0.6693736,0.5916413,0.6446734,0.5504271,0.6165447,0.532556
P07602,1.630302,1.401808,1.546288,1.525457,1.44582,1.38432
P07737,0.22441006,0.16049383,0.36506279,0.22788202,-0.01778534,0.09810306
P07900,0.9634299,0.9927747,1.0976313,0.8233237,1.035884,0.9644053
P07910,0.6889328,0.4228328,0.1263975,0.217134,0.3160088,0.2881236
P07954,-0.806767,-1.0735913,-0.7810649,-1.0933431,-0.5646136,-0.281043
P08123,-0.306945912,-0.355221006,0.463551527,0.894580597,0.19200351,0.003945582
P08133,0.5926467,0.7184998,0.6370407,0.5562741,1.1678696,0.917202
P08195,-0.7604913,-0.4671114,-0.7613059,-0.576287,-0.4502271,-0.4397033
P08237,-0.2844597,-0.366878,-0.423624,-0.4278433,-0.1769884,-0.4394575
P08238,1.415405,1.432722,1.360561,1.20525,1.211753,1.25822
P08247,0.2502441,0.4561335,0.486782,0.5273238,0.7392625,0.7336746
P08311,-1.2623704,-1.074254,-0.1978401,0.1429818,-0.884632,-1.3635804
P08559,1.30E-01,1.60E-02,-1.90E-01,1.09E-01,1.63E-01,5.68E-06
P08572,0.7466227,0.3136948,1.223823,2.1197764,1.589539,1.5562516
P08574,-0.2739552,-0.4187107,-0.4181711,-0.4393164,-0.1484223,-0.2724911
P08621,-0.3053717,0.2600527,-1.2603538,-0.4737414,1.1820916,-1.6265576
P08670,0.2687959,0.3937414,0.5796861,0.6175421,0.7582634,0.4147053
P08758,0.6976515,0.681087,0.7299333,0.6194433,0.7105701,0.6598956
P08779,-0.4744394,0.3014376,0.7943024,0.6540695,0.2072288,0.9664847
P09104,2.149959,2.086974,2.050427,1.924214,2.066181,1.912236
P09211,0.5775385,0.3981232,0.5604358,0.5689505,0.5203708,0.5736701
P09382,0.1103283,0.2623375,0.4094746,0.305176,0.4070369,0.3818475
P09417,1.372517,1.088464,1.41368,1.317948,1.051332,1.136952
P09455,2.94E-01,-3.63E-01,1.02E-07,7.95E-02,-7.04E-01,-8.59E-02
P09471,1.46513,1.514534,1.569803,1.454633,1.507438,1.541263
P09497,-0.9000431,-0.873277,-0.7656126,-1.0412456,-0.8717536,-0.7912839
P09543,2.611568,2.705861,2.747628,2.585209,2.355488,2.351424
P09622,0.8983581,0.8758303,0.8256819,0.7664154,0.8701343,0.8104528
P09651,0.6727464,0.4461463,0.2850625,0.3039856,0.3148296,0.1217845
P09669,-0.27681568,-0.31507212,-0.27460059,-0.3113649,-0.02587247,0.18603594
P09874,-0.5155806,-0.9599805,-1.1665838,-1.1391737,-1.1139292,-1.2415245
P09936,1.108037,0.9850479,1.0782966,1.0246097,1.2260279,1.1276073
P09972,1.289107,1.286613,1.367998,1.251702,1.436538,1.435122
P0C0L4,-0.1214313,1.1114424,0.0549657,-0.4200336,0.4737768,-0.2674325
P0DMV9,0.5386211,0.5663026,0.6120941,0.5036025,0.3589079,0.3829121
P0DOX2,-0.109586,-0.0715371,-0.3195805,-0.2387729,-1.1268671,-0.3845305
P0DOX7,1.2450152,0.9528924,0.7321741,0.9006284,0.5373558,0.7441633
P0DOY3,0.67300216,0.37752889,0.30642482,0.4544971,-0.05923044,0.30073406
P0DP25,0.890641,0.87106,1.0435703,0.8988239,0.8544566,0.8419397
P0DPI2,-0.4809017,-0.572758,-0.543433,-0.4698191,-0.2105701,-0.4537722
P0DUB6,-0.3729821,-1.7837033,0.3986688,0.8589358,0.1204457,-0.1867671
P10155,-0.3603215,-0.5276008,-0.7138157,-0.442072,-0.1707569,-0.5275245
P10253,-0.8758047,-0.8488588,-0.7247015,-0.8335978,-0.7855528,-0.9275747
P10301,-0.9210325,-0.7119818,-0.8073251,-0.8031532,-0.1324288,-0.3877629
P10515,1.420343,1.185261,1.154982,1.174905,1.236714,1.008677
P10599,0.18294603,0.02645191,-0.00146116,-0.0347336,0.11908423,-0.08464583
P10606,-0.1273535,-0.1251781,-0.0939811,-0.1810595,-0.1014612,-0.1986237
P10636,0.0927674,1.9661487,0.1855325,0.1197823,0.363018,0.3986651
P10644,-0.9394899,-0.5648814,-0.561672,-0.5888426,-0.9694689,-0.7727663
P10768,-0.4534383,-0.5051269,-0.6486662,-0.3443359,-0.7876928,-0.3973425
P10809,0.2062471,0.1642452,0.4649643,0.4632721,0.5865339,0.5977937
P10909,0.28761965,1.09123597,0.02569818,0.39661391,0.85620126,0.65338492
P10915,2.078076,2.041421,1.505896,1.755187,1.743684,1.04218
P11021,0.24266636,0.14770651,-0.04259775,-0.22354496,0.20176335,0.16460106
P11047,0.8400574,0.8600965,0.8841119,1.3611885,0.9767072,0.8703729
P11137,0.5080752,0.8607284,0.3215098,0.4465669,0.4391489,0.682205
P11142,1.040655,1.0886736,1.0732227,0.9777754,1.0289728,1.1144266
P11166,-0.3657849,-0.2344548,-0.4230292,-0.292982,-0.1913483,-0.231632
P11177,-0.01834789,-0.27580814,-0.24556996,0.10841606,-0.02814029,0.11954359
P11216,0.3876069,0.2558281,0.4374396,0.3259908,0.4714726,0.4134144
P11233,0.28956096,0.13057404,0.10689022,0.12628596,-0.12833058,-0.02112081
P11310,0.44057157,-0.06248129,-0.23216611,-0.08242833,-0.03010805,-0.63562164
P11387,-0.36357274,-1.19761171,-0.35690758,-0.01870418,-0.49486475,-0.81757563
P11413,-0.8212685,-0.5787955,-0.3514649,-0.4420077,-0.6571801,-0.8329935
P11766,-0.4135285,-0.270617,-0.3484923,-0.4549908,-0.6861595,-0.3799004
P12036,0.8065561,1.4210641,1.098221,0.6991171,0.7273024,0.1234261
P12109,-0.3448469,0.2081411,-0.6340486,-0.2061112,-0.3298753,-0.5058618
P12110,-0.8003118,-0.3388814,-1.0839579,-0.6600863,-0.8127793,-0.9480697
P12111,-0.6736316,-0.3936176,-0.9962932,-0.6570525,-0.9376908,-0.7626304
P12235,0.5200923,0.5880364,0.477009,0.5194115,0.7226361,0.4817411
P12236,1.289849,1.426315,1.218897,1.402232,1.538677,1.39804
P12268,-0.7019478,-0.3366278,-0.5820576,-0.3866054,-0.2570688,-0.6889956
P12273,-0.5000478,-0.6324561,-1.0220279,-0.6108106,-1.208124,-1.1755857
P12277,1.58865,1.562279,1.629381,1.517111,1.583303,1.515026
P12532,2.445492,2.248677,2.380286,2.243793,2.330393,2.42216
P12814,0.3156328,0.2187793,0.3576569,0.3171654,0.5277116,0.5172546
P12955,0.25949764,0.29241895,0.21851254,-0.03377842,0.08791094,0.15836595
P12956,-0.1274827,-0.2598169,-1.0671667,-0.486817,-0.3219806,-0.3698821
P13073,-0.09306364,-0.09872105,-0.03018225,-0.09650933,-0.0243311,0.01233874
P13489,0.4067133,0.2018658,0.4179512,0.1024696,-0.1577182,0.0766966
P13591,0.9155529,1.1510132,0.9302795,1.0130055,1.0872231,1.1138686
P13611,3.26741,3.526256,2.790244,2.574328,2.64666,2.107391
P13637,1.454943,1.516296,1.472212,1.424528,1.546813,1.42924
P13647,1.391046,1.30709,1.435386,1.393621,1.206863,1.615726
P13693,-0.9452403,-0.8170076,-0.7658743,-0.9618823,-0.7892002,-0.8516285
P13716,0.6268278,0.6760546,0.3596224,0.3418543,0.4736183,0.4215897
P13797,0.16104683,0.0844697,-0.02614125,0.09282887,0.03813714,0.01295686
P13798,1.431899,1.367935,1.318911,1.230941,1.267044,1.183263
P13807,0.119772516,0.226370069,0.020914109,-0.005862191,-0.010578695,-0.138858302
P13987,-0.4866485,-0.643645,-0.5724167,-0.5626959,-0.7191039,-0.7366632
P14136,1.681308,2.215946,1.689134,1.782042,1.817887,1.723159
P14174,0.2163879,0.3139306,0.3394696,0.2835954,0.3512703,0.2815178
P14415,0.1685934,0.1460142,0.2441455,0.1305491,0.3028976,0.3504286
P14543,0.2580067,0.2806141,0.314178,1.0693901,0.4618871,0.500002
P14550,-0.34035918,-0.35861842,0.05165728,-0.34789222,-0.3198567,-0.30721397
P14618,1.177625,1.239468,1.263014,1.227066,1.367933,1.257758
P14867,-0.4538261,-0.6214075,-0.6265837,-0.7113135,-0.605049,-0.389799
P14923,-0.33785291,-0.04768998,0.24113963,0.10131217,0.22593909,0.27626029
P15104,0.2664595,0.2455858,0.4946068,0.5881575,0.5413533,0.6518819
P15121,-1.2402105,-1.0116156,-0.5447266,-0.5393192,-0.5509787,-0.6767583
P15311,-1.1557994,-0.9114691,-0.8638992,-1.0674532,-1.0354046,-0.9522804
P15531,1.1469816,1.1981599,1.160678,0.9643594,1.0662621,0.9608706
P15924,-0.44817954,-0.34840268,-0.1374547,-0.23940399,-0.3292035,-0.07990294
P16112,1.5528323,1.6328654,0.9415937,1.0180635,1.1809837,0.3615205
P16152,1.614484,1.52865,1.653713,1.529617,1.133379,1.373495
P16401,0.2097578,0.28748878,0.22508349,0.10397758,0.03898622,-0.18022482
P16402,-0.1602674,-0.1253175,-0.222616,-0.2465577,-0.1374717,-0.4304908
P16403,2.069248,2.148586,2.07316,2.012712,1.974528,1.830199
P16615,0.03770636,-0.44140082,-0.31193816,-0.31114292,0.03833876,0.03221866
P17174,1.753049,1.684208,1.657495,1.493803,1.648784,1.548285
P17252,-0.2622134,-0.2051692,-0.3657935,-0.4710001,-0.2289735,-0.3692938
P17302,-0.07542441,-0.02490972,-0.68826241,0.18608045,0.33948387,0.9116548
P17600,0.9077411,0.7069416,0.8513529,0.9542141,1.205875,1.2062889
P17612,-1.3533503,-1.2505012,-1.3044434,-1.1463264,-0.9098083,-1.1293678
P17677,0.3812136,0.3343462,0.4699998,0.5086724,0.5506582,0.5524354
P17858,0.17533605,0.19602971,0.24114499,0.10317234,0.2002089,0.07661237
P17987,-0.2539096,-0.1754638,-0.1964708,-0.2940932,-0.4178683,-0.5004562
P18077,-0.11936583,-0.23560402,-0.20097785,-0.13794646,-0.08351993,-0.20503843
P18085,0.7900027,0.8839495,0.9749894,0.775482,0.4865568,0.5778071
