SwissProt_Accessions,geneName,DISGENET_Score,Standard_Score,Pubpular_Score,CTD_Score,DH_Score,DP_Score,DC_Score,HP_Score,HC_Score,PC_Score,CTD_Marker,Edager_Marker,BIONDA_Marker,Dis_2_Marker
P11166,SLC2A1,0.562799043,,0.331171137,,,0.763773539,,,,,,0,0,0
Q13485,SMAD4,,0.013421761,0.401684037,,,,,0.046172381,,,,0,0,0
O43541,SMAD6,,,0.473533848,0.359569943,,,,,,0.819823671,0,0,0,0
O15105,SMAD7,0.539473684,,0.329764135,0.315070162,,0.764024578,0.741585427,,,0.806304159,0,0,0,0
Q53HV7,SMUG1,0.631578947,0.049137147,,,0.235335558,,,,,,,0,0,0
Q8TER0,SNED1,0.355861244,0.171070562,0.747885903,,0.515489328,0.800726111,,0.515637795,,,,0,0,0
Q8TAD8,SNIP1,,0.125192395,0.58065127,,,,,0.396647907,,,,0,0,0
P00441,SOD1,,,0.159977032,0.112029933,,,,,,0.511360649,0,0,0,0
P48431,SOX2,0.562799043,,0.480879613,,,0.966337777,,,,,,0,1,0
Q86TD4,SRL,,0.168620724,0.602037316,,,,,0.487653534,,,,0,0,0
P43308,SSR2,,0.071982222,0.576844806,,,,,0.274202531,,,,0,0,0
P30872,SSTR1,0.447368421,0.331775969,0.799534503,0.40598907,0.784667113,0.923741429,0.8923911,0.77329055,0.797753388,0.871925451,0,0,0,0
P30874,SSTR2,0.523325359,0.388216412,0.844554105,0.367455354,0.850963343,1.017884878,0.821659862,0.854633803,0.858409082,0.827657263,0,0,0,0
P32745,SSTR3,,0.372303148,0.803564248,,,,,0.828595231,,,,0,0,0
P31391,SSTR4,,0.283234037,0.760416569,,,,,0.698518823,,,,0,0,0
P49675,STAR,,,0.306189042,0.845603953,,,,,,0.74473982,0,0,0,0
P40763,STAT3,0.638157895,,0.37838347,,,0.827571437,,,,,,0,0,0
P42229,STAT5A,,,0.441006068,0.306765481,,,,,,0.746945361,0,0,0,0
Q06520,SULT2A1,,0.013868873,0.622162519,,,,,0.141746306,,,,0,0,0
Q8IZU3,SYCP3,,0.041214828,0.485213549,,,,,0.166828203,,,,0,1,0
P08247,SYP,,0.283234037,0.678701818,,,,,0.690264605,,,,0,0,0
P20226,TBP,,0.063983925,0.356568493,,,,,0.218331511,,,,0,0,0
O14746,TERT,0.585526316,,0.394838463,,,0.852645142,,,,,,0,0,0
Q6VUC0,TFAP2E,,0.133112613,0.644285687,,,,,0.423745797,,,,0,0,0
P01135,TGFA,,,0.523037047,0.266363104,,,,,,0.664783872,0,0,0,0
P01137,TGFB1,0.661483254,0.031112619,0.342034304,0.65015138,0.202720104,0.776666036,1.149708264,0.097382399,0.198110882,0.776505241,0,0,0,0
P37173,TGFBR2,0.184210526,,0.451487383,,,0.520548499,,,,,,0,0,0
P07101,TH,,0.014208846,0.461027401,,,,,0.072794193,,,,0,0,0
P07996,THBS1,,0.015132831,0.391775928,,,,,0.048941833,,,,0,0,0
P10828,THRB,,0.113897304,0.619136516,,,,,0.379147755,,,,0,1,0
P01033,TIMP1,0.608851675,,0.385615425,,,0.838503446,,,,,,0,1,0
P01375,TNF,0.654904306,,0.173486659,0.390750637,,0.503261881,0.844197942,,,0.509841659,0,0,0,0
P20333,TNFRSF1B,,,0.228671317,0.304678653,,,,,,0.665905686,0,0,0,0
Q15388,TOMM20,,0.048294042,0.493984787,,,,,0.189979076,,,,0,0,0
P04637,TP53,0.514706938,0.244778209,0.472962115,0.065522189,0.628429647,0.963947949,0.242707396,0.63406687,0.24666491,0.23421535,0,0,0,0
P34981,TRHR,,0.151940333,0.681163423,,,,,0.467367448,,,,0,0,0
Q9BZW7,TSGA10,,0.071982222,0.613892614,,,,,0.284251645,,,,0,0,0
P01222,TSHB,,0.507532628,0.792654719,0.304678653,,,,0.995030048,0.729502059,0.73422151,0,0,0,0
P30536,TSPO,,0.004162658,0.2990283,,,,,-0.036094869,,,,0,0,0
P40818,USP8,0.06937799,,0.772798346,,,0.330483467,,,,,,0,0,0
P23763,VAMP1,,0.045663889,0.541082373,,,,,0.196328392,,,,0,0,0
P15692,VEGFA,0.638157895,0.065726156,0.438966997,0.660503532,0.27688941,0.907798376,1.137163761,0.229412734,0.283999004,0.907257606,0,0,1,0
P01282,VIP,,0.184302554,0.661981675,0.35361543,,,,0.524020716,0.54639294,0.793099375,0,0,0,0
O75717,WDHD1,,0.016125441,0.416063792,,,,,0.06175365,,,,0,0,0
Q9Y5W5,WIF1,0.516746411,0.08785102,0.54257558,,0.300684212,1.012419798,,0.305179586,,,,0,0,0
P46937,YAP1,,,0.246301778,0.331478463,,,,,,0.684648045,0,0,0,0
O60481,ZIC3,,0.030749888,0.518656774,,,,,0.146749045,,,,0,0,0
