SwissProt_Accessions,geneName,DISGENET_Score,Standard_Score,Pubpular_Score,CTD_Score,DH_Score,DP_Score,DC_Score,HP_Score,HC_Score,PC_Score,CTD_Marker,Edager_Marker,BIONDA_Marker,Dis_2_Marker
P11226,MBL2,0.634862873,,0.265091017,0.296551112,,0.659441853,0.708868954,,,0.741212843,0,0,0,0
Q9NR56,MBNL1,,,0.37053781,0.137422808,,,,,,0.429472477,0,0,0,0
Q6ZNC8,MBOAT1,,,0.534054347,0.148293401,,,,,,0.441415567,0,0,0,0
Q6ZWT7,MBOAT2,,,0.470265873,0.187142474,,,,,,0.524177351,0,0,0,0
Q96N66,MBOAT7,,,0.496485471,0.170768492,,,,,,0.48845603,0,0,0,0
Q14703,MBTPS1,0.631077642,0.490475018,0.558795717,0.160570934,0.972130408,1.051981655,0.475563968,0.978593838,0.467211226,0.468245324,0,0,1,0
Q01726,MC1R,0.626926884,0.006238879,0.394763017,0.169089005,0.123411008,0.850165429,0.491307182,0.015396823,-0.069119373,0.498916253,0,0,0,0
P32245,MC4R,0.573568121,,0.233081731,,,0.604855603,,,,,,0,0,0
P43121,MCAM,0.797562831,0.00635661,0.460620236,0.100637352,0.206035159,0.93972768,0.400446527,0.045632284,-0.069590068,0.327100247,1,0,1,0
Q8IVS2,MCAT,,,0.364627289,0.201263051,,,,,,0.578813817,0,0,0,0
P23508,MCC,0.581902127,,0.429329071,0.142899492,,0.898928382,0.4341157,,,0.432171275,0,0,0,0
