SwissProt_Accessions,geneName,DISGENET_Score,Standard_Score,Pubpular_Score,CTD_Score,DH_Score,DP_Score,DC_Score,HP_Score,HC_Score,PC_Score,CTD_Marker,Edager_Marker,BIONDA_Marker,Dis_2_Marker
P18089,ADRA2B,0.6400865,,0.446474488,0.439230389,,0.917282628,0.908068992,,,0.937069077,0,0,0,0
P18825,ADRA2C,,,0.373755211,0.337982689,,,,,,0.820329192,0,0,0,0
P08588,ADRB1,,,0.371523433,0.521437251,,,,,,0.827768422,0,0,0,0
P07550,ADRB2,0.668373443,,0.355094631,0.554839856,,0.795291943,1.045975929,,,0.799745955,0,0,0,0
P13945,ADRB3,,,0.239277888,0.515103446,,,,,,0.618650173,0,0,0,0
Q16186,ADRM1,,,0.605356692,0.204584646,,,,,,0.555082821,0,0,0,0
P30566,ADSL,0.226295542,,0.386154918,0.430665338,,0.621659039,0.608511073,,,0.869878248,0,0,0,0
Q8IUX7,AEBP1,0.569552825,,0.618988192,0.264185155,,1.06485959,0.657881688,,,0.657516016,0,0,0,0
P51825,AFF1,,,0.233830699,0.492849592,,,,,,0.61129806,0,0,0,0
P51816,AFF2,,,0.425113996,0.466238553,,,,,,0.913052311,0,0,0,0
P43652,AFM,,,0.264472977,0.370721219,,,,,,0.699320117,0,0,0,0
P02771,AFP,,,0.168951328,0.717882474,,,,,,0.505732934,0,0,0,0
Q99490,AGAP2,0.466918237,,0.619027767,0.563722796,,0.943927856,0.948904414,,,1.058311234,0,0,0,0
Q5U5Z8,AGBL2,,,0.343211781,0.250627044,,,,,,0.686675197,0,0,0,0
Q15109,AGER,0.650599683,,0.410211441,0.639359438,,0.870169539,1.138818083,,,0.870406059,0,0,0,0
P52594,AGFG1,0.611799557,,,0.238216563,,,0.614233874,,,,0,0,0,0
Q8N302,AGGF1,0.49520518,,0.5496385,0.057789588,,0.985583631,0.217180101,,,0.231152933,0,0,0,0
Q53H12,AGK,0.565738855,,0.477720074,0.283173865,,0.962082961,0.689092211,,,0.699653122,0,0,0,0
Q9UL18,AGO1,,,0.325046521,0.450725417,,,,,,0.773331169,0,0,0,0
Q9UKV8,AGO2,0.658227623,0.039906714,0.45046649,0.693853763,0.222799581,0.921840439,1.157409059,0.153168933,0.23668768,0.921764473,0,0,0,0
Q9H9G7,AGO3,,,0.467256891,0.369596226,,,,,,0.835907276,0,0,0,0
Q9HCK5,AGO4,,,0.453398629,0.504156899,,,,,,0.941295325,0,0,0,0
O00116,AGPS,0.526938729,,0.363460533,0.557922983,,0.815374119,1.022235493,,,0.81145345,0,0,0,0
O95994,AGR2,,,0.369105129,0.685943425,,,,,,0.815175275,0,0,0,0
Q8TD06,AGR3,,,0.434624432,0.408993574,,,,,,0.900325638,0,0,0,0
O00468,AGRN,,,0.47646085,0.634785501,,,,,,0.954878246,0,0,0,0
O00253,AGRP,,,0.26340007,0.168701531,,,,,,0.561082665,0,0,0,0
P01019,AGT,,,0.050194184,0.790861804,,,,,,0.297821416,0,0,0,0
P30556,AGTR1,,,0.09342647,0.54947851,,,,,,0.319858165,0,0,0,0
P50052,AGTR2,,,0.266829118,0.001331401,,,,,,-0.066005036,0,0,0,0
P21549,AGXT,,,0.10557403,0.410184827,,,,,,0.340257206,0,0,0,0
P23526,AHCY,,,0.327414706,0.582630296,,,,,,0.756719478,0,0,0,0
Q09666,AHNAK,0.551411702,,0.390585286,0.679680062,,0.850274701,1.041871904,,,0.844132491,0,0,0,0
P35869,AHR,0.679815352,,0.367404183,0.581245898,,0.812662541,1.075260407,,,0.814931255,0,0,0,0
O95433,AHSA1,0.691257262,,0.395378937,0.492681698,,0.850781195,0.973370352,,,0.866554255,0,0,0,0
P02765,AHSG,,,0.311926094,0.610902978,,,,,,0.732327061,0,0,0,0
Q9GZX7,AICDA,0.662041593,0.095499542,0.160365614,0.395226905,0.349946841,0.479861947,0.85018717,0.448669251,0.313474435,0.478886526,0,0,0,0
P55008,AIF1,0.62231274,,0.558572473,0.523511555,,1.052275328,1.011940331,,,1.018130842,0,0,0,0
O95831,AIFM1,0.611799557,,0.5355168,0.645442006,,1.026644071,1.109699355,,,1.024660969,0,0,0,0
Q9BRQ8,AIFM2,,,0.522366201,0.528185917,,,,,,1.021358918,0,0,0,0
O14862,AIM2,0.607985588,,0.444122124,0.478850628,,0.915923529,0.95940158,,,0.934880216,0,0,1,0
Q12904,AIMP1,0.607985588,,0.564312399,0.492008932,,1.059806196,0.97544427,,,0.979760363,0,0,0,0
Q13155,AIMP2,0.691257262,,,0.432835713,,,0.89948731,,,,0,0,0,0
O00170,AIP,,,0.435531674,0.626610773,,,,,,0.903862931,0,0,0,0
O43918,AIRE,,,0.248703919,0.289970166,,,,,,0.71516766,0,0,0,0
Q9UKB5,AJAP1,0.407459108,,0.722901258,0.261534707,,0.867852596,0.680259108,,,0.660824749,0,0,0,0
Q96IF1,AJUBA,0.438631294,,0.4491566,0.486729397,,0.935510734,0.925926575,,,0.939554948,0,0,0,0
P00568,AK1,,,0.393153064,0.511872096,,,,,,0.859756006,0,0,0,0
Q9UIJ7,AK3,,,0.376023085,0.673953172,,,,,,0.824347035,0,0,0,0
