proteinId,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25
P22061,3642500,267260000,279440000,110640000,117360000,78112000,185240000,109050000,274130000,56841000,14804000,21424000,64780000,60870000,33871000,67031000,22153000,53811000,60362000,83567000,45474000,255000000,187510000,99301000,880970000
P22087,8986700,161440000,26023000,52512000,254450000,14748000,10514000,112720000,128270000,3144400,13264000,3114800,268300,22304000,9266500,17446000,5252800,81609000,50013000,41302000,106810000,102620000,546750,2436900,
P22102,6579700,23338000,138700000,72888000,29978000,6217000,5066800,43392000,22853000,2166900,6501900,2779900,,8732700,1065700,,66302,5972700,4570200,19056000,54885000,5674100,8577600,322660,
P22105,4584000,41956000,1288100,7723000,4100000,136210000,3277500,36251000,94837000,23664000,,7642700,,1109400,13936000,753010,74661000,2019900,9590300,111650000,1603600000,85360000,56103000,507920000,1442600
P22234,12326000,151430000,307100000,284290000,211730000,5349800,20248000,194430000,372330000,4116400,10771000,28476000,2404200,1456200,3468400,407370,11922000,36995000,27497000,69309000,125600000,71566000,121310000,36281000,10502000
P22307,2090600,48914000,210660000,7801700,37120000,19189000,45590000,26293000,80476000,4182300,190100,4409500,23492000,6163500,72515000,10868000,1754800,2174200,8230300,117850000,104870000,61112000,3974600,5540600,491940
P22314,804990000,2797800000,2027700000,1245200000,1026300000,415680000,1124300000,1977300000,326990000,279400000,770350000,557300000,1413300000,1012000000,1894100000,632840000,386560000,1081700000,2363500000,2569900000,2360400000,1759000000,478760000,459650000,930970000
P22352,,2740300,839550,,3310400,28667000,6954100,8359400,89621000,,,,4198000,,1526600,4730400,466310,615280,19838000,84301000,6631900,5540300,7844400,40229000,
P22392,1115800,2154700000,3222100000,1477200000,2336400000,461450000,1498100000,1177700000,5164100000,334560000,484190000,1460600000,342560000,560300000,863600000,446210000,22842000,622000000,1060700000,1534400000,412530000,2336000000,382910000,442160000,567830000
P22413,,,,,,,1783400,,,,,,,,,,,,,,,,432040,772210,
P22570,2122200,22057000,48725000,48038000,40417000,2522800,12596000,90719000,230780000,,,31754000,,3929500,15505000,35566000,26945000,4286900,3064600,5656600,7626600,23573000,5973600,8694000,5381200
P22612,,,,,,,,,,,,,,,2580000,,3039200,,,,7195400,,,,
P22626,600680000,4506400000,1468700000,1434900000,5213100000,468690000,1967100000,3554000000,3987800000,477330000,347760000,386890000,202260000,3109600000,1416000000,1455100000,397200000,2310400000,1643400000,2069800000,1713900000,3056800000,72317000,280260000,80070000
P22676,12323,1896600,,,,,,950970,14461000,,,,,468060000,356560,,789750,,,,,,15557000,,157720000
P22694,,,,,,,,,,,,,,,,,,,,1001100,,,,,15193000
P22695,4670200,349510000,31515000,39884000,804520000,18085000,173910000,776580000,1849300000,,13445000,7135000,,4633300,14136000,3740400,23148000,20902000,13492000,123210000,148730000,182510000,115000000,221210000,1146100000
P22735,,86636,163810,191120,345000,991220,,1312500,1225400,,,,,,,,,,,,,,,,
P22748,,1294300,,,,,,,,,,,,,,,,,,,,,1052900,,23421000
P22792,,843870,,,885550,264490,4639800,,,,,384450,,,749400,,,,1049500,,,5002300,14446000,12644000,1191400
P22830,,,,,2627000,,1260200,21865000,33000000,,,,,,,,,,,,,,3067600,8532800,
P22897,,,,1959600,13222000,666850,484190,1922300,785530,,,417340,,,,998720,1096800,,6305100,,1006700,10990000,46212000,17194000,
P23083,,,,,,,,,,,,,,,,,,,,,,,,12634000,
P23141,,1262700,3489400,229670,,3041200,,,4821500,,,,,,,,,,,42839000,,,260910000,1557200000,7799700
P23142,17330000,2320800,313000000,8731500,27779000,324670000,24094000,4222600,,7935600,,,261020000,76867000,1026800,2824400,3938200,1653400,231320000,990450000,730130000,14539000,87623000,74083000,2901400
P23193,,8784400,5285200,307240,15685000,1611400,8424400,10381000,14101000,,,,374330,10239000,3684100,4073100,,6237200,943990,10730000,10209000,9258700,1961500,3954000,
P23229,,4486100,,2958800,4937700,1275200,,13722000,7202000,,,,,,,,,,,,18725000,6094800,3505800,11771000,1206800
P23246,325310000,1309800000,484730000,502180000,1527400000,201900000,969550000,1623800000,504160000,120210000,121170000,105230000,293080000,629460000,339090000,386830000,128480000,371320000,432600000,986690000,1440900000,905410000,118120000,190430000,20710000
P23284,1258600,877880000,1006900000,1016100000,1196800000,813200000,1053300000,800800000,1367600000,367450000,120440000,238540000,623280000,660860000,822530000,448660000,35490000,586080000,1227800000,1781400000,401790000,884380000,340330000,611700000,57615000
P23297,,11732000,120610000,960090,,,,,10209000,,,3854000,,,,,9312000,,,,,,29152000,,
P23368,,30435000,135860000,6977800,58479000,14199000,12703000,423010000,36069000,,,5759100,,7144700,1402200,,3740100,10291000,9596600,11795000,34876000,26068000,72920000,49769000,15925000
P23381,21855000,66630000,2106600000,38605000,37253000,284250000,31036000,181780000,84756000,135470,25960000,5698600,498060,39429000,945350,15293000,5649300,29982000,55957000,196310000,49760000,123490000,94197000,72438000,99293000
P23396,57344000,723490000,491250000,610430000,1228100000,323540000,808400000,779420000,1271000000,62933000,66739000,107940000,82860000,535040000,256070000,247420000,69971000,303810000,315150000,518460000,202970000,899180000,108520000,249400000,84845000
P23434,,,23721000,23370000,14464000,1168700,,5183600,23892000,1335800,6345900,6045400,5024000,6257600,20141000,21086000,2851600,169140,2455400,24702000,1961900,19080000,12153000,2328800,19820000
P23468,,,,,,,,,,,,,,,,,,,,,,,,,4800500
P23471,,5116500,,,,,492880,,,,,,,,,,,,227440,,1063900,,125710000,4812500,386540000
P23515,,389070,,,,,,,,,,,,,,1187500,,126860,453590,,,,21593000,1312700,115300000
P23526,60731000,235760000,227520000,232760000,592440000,103880000,432620000,849140000,1173100000,34633000,49718000,153830000,22874000,67344000,253710000,78104000,78901000,152150000,446990000,636460000,1518500000,371670000,195120000,115560000,137460000
P23528,73349000,1828700000,5613600000,1616700000,2353600000,1112700000,2102100000,1303700000,3648600000,469410000,275180000,1087500000,1067200000,1599800000,3732300000,1021300000,226580000,1591300000,1848800000,3009000000,654270000,1992300000,1542900000,882420000,1130200000
P23588,,3469800,5002500,7195800,45200000,5885400,6993800,3170300,7206200,,2434300,,19345000,7047500,295260,2060400,340790,16970000,3404600,35783000,11059000,22151000,,3860500,10293
P23634,80216000,191540000,79993000,202610000,528530000,21279000,298320000,458450000,383940000,35470000,9911300,43962000,88297000,6249800,53128000,61533000,43568000,72066000,88899000,318910000,206940000,150800000,95856000,81601000,1053300000
P23763,,,,,,,,,,,,,,,,,,,,,,,,,7848900
P23786,3869500,6507600,7824500,1290300,19565000,3726200,6547800,47517000,32093000,,,2369300,,803400,10741000,,800790,,2018500,13391000,5475200,9327100,7122700,12102000,4219600
P23919,,,,12440000,8555900,5528900,,15904000,7390400,,,,,,,,,,,,7038400,,,2059500,
P23921,,,357930,,,,1559800,27328000,843410,,,,,,,,,,1977100,,4063400,523650,,,
P24043,,,,,,,,3183100,1578000,,,,143510000,,,,,,4585700,47691000,,5598600,4974900,17981000,
P24158,,,,,,47642000,,1054900,141130,400450,,,,,,,794470,,274170,,,,5422200,19602000,
P24310,,,,,,,,,26960000,,,,,,,,,,,,,,,,
P24534,2412800,305530000,287120000,204260000,277930000,55120000,120180000,124440000,284840000,20287000,42040000,36208000,25476,75186000,62075000,54879000,30740000,58413000,71117000,110990000,37020000,155410000,3044000,19235000,72383000
P24539,,126130000,30981000,18374000,174550000,65902000,68707000,336590000,604510000,932760,1991200,2252200,40877000,23669000,19359000,6945800,2484600,50646000,48450000,56139000,5534000,217810000,56733000,150270000,495560000
P24557,,,,,19410000,3383500,,7287800,463490,,,,,,7834600,,,2742600,14116000,9279800,5678600,7244800,1740900,1642200,
P24593,,,,,,1562500,12655000,6854000,,,,,207230,211290,1329800,,,,,16544000,1545300,,,,
P24666,,44952000,49903000,25284000,61158000,16661000,17391000,51613000,75829000,186610,,5116200,259080,16762,1971300,,,7708600,14482000,57307000,101250000,41357000,53703000,37689000,42264000
P24752,134370000,958560000,289300000,259170000,867020000,9732600,236970000,846420000,2107900000,12657000,37491000,122430000,1926500,107220000,16012000,218450000,110370000,186430000,66773000,188170000,92339000,237630000,301950000,896380000,201990000
P24821,,37509000,18700000,,,7953300,1634600,384320,27637000,2649100,14877,6454800,,,,52577000,36224000,,,1552600,287700000,1475600,13320000,3070600,4495800
P24844,,8679200,88377000,40981000,26735000,6264100,11783000,959340,18186000,8775900,,,4583400,5654100,12264000,18248000,1845200,3971200,,22320000,2509000,5806300,84905000,255870000,7901900
P24928,,2846000,2243800,2764800,3364500,467310,2091400,12389000,551070,635630,,403620,243850,,,,110360,866730,2608700,1469000,853830,1306200,,,
P25311,46288000,2838800,46945000,39942000,17388000,8913400,11812000,364670,66653000,48816000,18328000,,1291400,13506000,5306500,20125000,55584000,2728200,7156700,10553000,,16154000,24079000,12037000,5159300
P25325,9613900,,12457000,303090,7899400,3238500,36383000,1520000,10504000,,3592000,1665100,,3090000,3587500,24428000,,10634000,26318000,14415000,11353000,14493000,71001000,28098000,
P25398,,176390000,241810000,144100000,219230000,34528000,118650000,77371000,204210000,42265000,28358000,40896000,40654000,79195000,147510000,80345000,5910700,84029000,211350000,284380000,53103000,137490000,12000000,23342000,1425800
P25685,127290,46093000,28310000,31468000,31705000,1566500,18768000,15290000,31262000,,,,1067400,18419000,1637100,11977000,268760,38604000,22548000,15075000,78138000,25812000,1201400,,
P25686,,,,,,2591500,1951600,7080000,6575800,,,514130,3784100,,,5066900,,,,,8661000,4812700,,,12315000
P25705,891620000,5348400000,2443900000,1905600000,5985600000,424720000,3583100000,11957000000,11012000000,451800000,410430000,797050000,176270000,1935100000,798130000,1673000000,1118000000,870800000,1333900000,2659200000,752050000,3962500000,4766700000,4640500000,9198100000
P25774,,6364500,3337600,995730,8950800,18339000,,1696200,,,,,,,11831000,,,4877800,5488900,2151700,158990,336970,2297300,,
P25786,207340,162990000,90295000,71635000,196260000,105370000,207360000,219620000,188860000,7717500,1502900,10627000,1811400,32132000,61481000,13525000,12623,78865000,107330000,135400000,63628000,237500000,33094000,71719000,20070000
P25787,21180000,191040000,213250000,114240000,145390000,116490000,128350000,135890000,219620000,23862000,21678000,20429000,97977000,187670000,71220000,65364000,5932900,59587000,130620000,146040000,48561000,226340000,26955000,41105000,53415000
P25788,58127,120020000,102730000,102050000,80937000,109160000,185340000,158040000,189260000,11966000,5970200,4928800,6271300,54495000,47772000,56066000,3417700,41406000,114160000,96379000,41985000,204860000,50738000,66065000,34386000
P25789,2964000,142230000,169390000,158310000,200290000,153190000,243450000,193570000,282670000,14621000,10896000,3411800,8079200,40391000,16045000,64871000,2010300,82064000,150860000,115670000,50643000,231120000,34566000,54753000,45364000
P25815,,,,,,57025000,,186630,,,,,,,,,,,,,,,,,
P26006,,,34314000,320490,,877430,,9525900,6027000,,,,,207060,2172800,,437030,845300,,2120900,,,11322000,28591000,
P26022,,,27136000,3487400,,,1472800,,,,,,,,,,,,,,,,,,
P26038,708730000,1253200000,2780000000,1724600000,1829600000,1656100000,1857400000,2918200000,1174300000,252580000,401600000,317480000,1035200000,1044100000,1797100000,1038500000,448850000,831630000,1997700000,3211000000,4351500000,2689600000,1122700000,1127300000,230040000
P26196,18639000,96292000,75017000,62609000,94137000,2498600,24611000,81561000,59494000,7769100,11871000,12182000,4595600,,,6379900,513420,3666600,5991800,4713800,146540000,21003000,6980000,9576300,
P26232,3951700,27627000,315360,23493000,2586000,3372600,12328000,,428970,,3025500,2300200,2724100,2280500,,1150700,,5613500,13037000,29290000,39716000,13484000,664870,,79257000
P26368,10860000,204820000,77360000,55123000,108820000,19365000,5015400,217000000,89318000,3739300,6375900,15995000,,2305900,9916500,3265100,425140,4819200,19433000,26956000,142300000,42728000,1807100,6548000,
P26373,,91549000,54060000,98801000,12532000,731510,36953000,12628000,9824900,5127900,,10010000,14374,19032000,27766000,5494100,,55471000,103540000,18690000,34333000,18974000,2513500,16996000,9331400
P26440,189160,39171000,29655000,52557000,114150000,6492300,63018000,195460000,218240000,,2853200,6464600,,4330500,23729000,3637600,2120400,18144000,31370000,90895000,7988600,107970000,23438000,23681000,
P26447,,70388000,40417000,17024000,29943000,35337000,6199400,39979000,64982000,95124,7335200,14805000,,9405200,73156000,19371000,,429000,,52519000,7655900,45501000,7630100,9124700,
P26572,,1460800,,,1205000,,,12932000,7690400,,,,,,,,,,,628840,5167300,2214000,1120600,,
P26583,345910,122600000,23717000,77161000,159670000,115650000,9125600,74857000,110230000,15872000,10915000,25787000,3874400,106600000,183850000,77715000,4218100,14595000,2094300,51212000,13090000,140950000,,21683000,2891000
P26599,290480000,1354000000,542430000,829620000,901890000,256170000,298450000,878030000,670440000,206180000,132840000,89428000,117340000,643990000,236440000,293820000,67916000,230220000,479900000,372390000,954000000,473860000,14686000,34107000,2136600
P26639,241440,56657000,706770000,51191000,93012000,1104100,18974000,62875000,25054000,5583600,20635000,11968000,3842600,2147800,599860,4906800,43942,10043000,21648000,69390000,58442000,43824000,17198000,10899000,938430
P26640,30586000,32070000,88456000,121570000,129040000,21610000,50446000,275180000,24375000,3707100,6351600,4203000,16968000,11264000,33480000,6400300,7821400,23655000,56805000,149660000,227730000,67053000,8727600,3982600,26354000
P26641,135090000,534130000,1063700000,414740000,821890000,43898000,174900000,723000000,825750000,42063000,96344000,129590000,1389600,163340000,223520000,115870000,105830000,175490000,287320000,299030000,295370000,587520000,48306000,59547000,70085000
P26885,1092800,7174600,42429000,27227000,29960000,8300200,87584000,32625000,64288000,25405000,12777000,11174000,55693000,10279000,12466000,25909000,1010400,14819000,48580000,78360000,22969000,31181000,23912000,9525600,18596000
P26992,,,,684870,,,,,,,,,,4000700,,,,,,4125500,10252000,,1329100,1262600,8623600
P27105,220280,69713000,5555100,16380000,7433200,13860000,7122500,19186000,136970000,296810,,,,,11748000,1175800,,12679000,10272000,1003200,26179000,,43904000,118540000,11226000
P27144,205950,117930000,410550000,113470000,173660000,12070000,59425000,241790000,508460000,55315000,5162600,6719500,732610,9371800,3996800,36908000,4302800,56411000,30066000,41362000,11456000,135890000,,910360,54207000
P27169,,2394100,,4300600,,172480,1688600,3687300,,,2320600,,,,,,2858900,,,,71498,389530,7559200,25875000,
P27216,11347000,30371000,13312000,39892000,,1543900,11620000,,64132000,335090,5193100,4895100,3933200,,1785900,7700300,1736600,4140400,684360,3593400,387960,,,,
P27338,,10644000,171630000,,873570,,1637500,6451100,68885000,,,2580100,,115970,,,9120400,348220,968240,245810,288580,,52409000,17121000,259950000
P27348,152820,542490000,370770000,418580000,661460000,389670000,881900000,741720000,1292700000,25782000,4725600,44227000,814190,68925000,93200000,147910000,20971000,167110000,190460000,386260000,168000000,909130000,149410000,280010000,214640000
P27361,28543000,,33085000,6332300,32602000,793190,14703000,,25192000,6100400,,2230700,73660,5960400,6255900,12731000,7067600,17511000,62573000,38617000,,24316000,16041000,2260000,69859000
P27449,,,,,573670,,689930,8739300,14567000,,,,,,,,986370,,,1006900,293040,,,,310780000
P27482,,,,,,11312000,,,,,,,,,,,,,,,,,,237620,
P27487,,516480,,,,,,,,,,,,,,714880,,,,,62480000,,226890,995280,
P27635,,243660000,153960000,161670000,87127000,29144000,78265000,48996000,51421000,15653000,10900000,17478000,114280000,21669000,7135900,53738000,3786600,65907000,95853000,60167000,30975000,87333000,8226500,32272000,4908700
P27694,,69817000,13937000,55911000,61789000,12255000,16966000,51488000,49288000,658170,,,,251910,4858000,1570500,,5749000,14275000,8324300,28765000,22981000,522160,928190,45900
P27695,109080000,247060000,89674000,103300000,381170000,41976000,212730000,790120000,253010000,13768000,52725000,13029000,5908200,179690000,93283000,161660000,48458000,251610000,213310000,114900000,118000000,366950000,12749000,28498000,985490
P27708,2825900,7214900,27841000,18886000,46365000,6512400,36155000,143000000,20825000,698280,,2100200,3618000,,,2821600,983500,3174200,15173000,54586000,4955300,21657000,,,
P27797,321110000,1248100000,3162300000,701800000,1657000000,1828800000,746940000,1038300000,760940000,141320000,104520000,131800000,267100000,1297100000,434150000,312080000,228440000,628560000,2133300000,1878500000,1482200000,1360000000,269700000,510180000,161080000
P27816,153120000,476030000,454070000,331610000,271530000,78693000,236780000,37724000,71464000,92679000,112370000,165530000,144270000,46468000,25756000,110950000,16108000,339190000,500910000,565730000,639050000,1188500000,26782000,118750000,8732700
P27824,478910000,452460000,674510000,419410000,707030000,114100000,348510000,1566000000,356800000,492720000,104940000,86948000,302940000,355690000,521740000,307590000,102120000,436750000,766270000,1008800000,1159700000,687940000,212810000,298440000,434950000
P27986,633180,,,,3202000,3033600,2842600,2673100,2586200,,2065400,,,1542100,5048700,,,5484100,20853000,19072000,9994800,6659200,489610,864500,876680
P27987,,,,1379700,3134900,,2445500,,,,,,,,,,,,,,,,,,
P28062,,87895000,100670000,13856000,75062000,111350000,90511000,55006000,106120000,1284100,352690,5198900,3690800,4569400,12568000,,83268,12899000,13935000,55221000,30788000,38105000,12718000,12102000,
P28065,291290,16234000,57759000,3094500,6530600,48651000,8266900,20071000,67426000,,,5597900,10030000,13302000,5115600,,5535300,2674000,2291000,13341000,16379000,6526400,14402000,,
P28066,,363440000,397990000,173440000,255480000,273850000,334770000,273470000,384700000,26999000,13651000,40935000,36900000,148620000,93005000,103610000,4285100,62448000,66635000,286390000,83633000,369180000,86913000,109920000,114870000
P28068,,,,,,3987700,,,,,,,,,,,,,,6255500,,970170,,,
P28070,,112440000,129650000,105050000,67830000,83868000,97189000,103170000,117030000,12089000,6071200,22335000,27340000,89333000,81875000,2834300,2299100,29289000,114070000,82340000,35272000,111440000,28021000,39703000,39932000
P28072,,20052000,9130800,41345000,55284000,11791000,112170000,81028000,49575000,83970,,5873400,,14634000,14628000,18394000,124220,20557000,66322000,52307000,10178000,148490000,38728000,47899000,7416000
P28074,108870,25110000,19750000,27531000,42354000,25291000,209740000,80174000,212800000,737700,2255400,3964500,231600,15248000,6742800,12317000,178810,4622400,76502000,121630000,27041000,245480000,63569000,58827000,495370
P28161,4529900,85234000,113670000,60518000,60386000,122450000,525170000,41781000,97348000,34061000,9500500,9317300,154720000,158380000,191350000,65146000,35006000,71740000,729150000,250670000,37077000,192490000,228250000,100080000,169380000
P28288,,9429800,,962530,4759600,408590,2946100,5280700,34443000,,,,,,,,,,,9096900,7382300,28196000,,325300,
P28289,114080000,80326000,5393500,221390000,150830000,8019100,527970000,302340000,479400000,76220000,18084000,25459000,13212000,68199000,63503000,203130000,23701000,155780000,50306000,217980000,58677000,99399000,22730000,58077000,12455000
P28290,,238000,,,,,,3144700,1114700,,,,,,,,,,,,2865400,,,,
P28330,,,,12121000,,,912360,,,,,,,,380830,,,,,5187600,50732,49589000,21311000,34858000,
P28331,36028000,275200000,11363000,54118000,374080000,123300000,249530000,652830000,364670000,2685400,5984500,5108800,1647700,7221000,12020000,14639000,16579000,16614000,26008000,173450000,100390000,132650000,75910000,90769000,849460000
P28370,1975400,2043200,1514800,1763300,43590000,496010,3092900,3137300,,,,1132800,824410,,2833900,,,1339000,,4249300,1824400,,420770,,
P28482,31508000,136220000,420730000,2397500,46095000,4399700,93359000,163720000,159650000,8084700,2959900,20276000,227010,13728000,31256000,36101000,17867000,31715000,117140000,175490000,151520000,97846000,321830000,261950000,505000000
P28676,,,,,6632500,16071000,7969100,8190000,4020200,,,,,,,,,,,6333900,,1287600,1169400,809960,
P28838,88562000,388840000,2532800000,92394000,466110000,531470000,187000000,758320000,1138700000,33018000,135360000,277990000,17463000,302390000,803160000,89342000,204620000,218900000,529360000,577610000,277130000,153120000,233710000,159410000,53102000
P29144,,57040000,12398000,17344000,21910000,4186900,12116000,60652000,13036000,1152200,3127700,2519300,2618400,5694100,,764200,4546300,951130,23624000,72031000,27279000,22108000,20554000,16339000,10458000
P29218,1495600,57296000,35689000,8420300,14125000,11436000,40406000,45149000,124190000,1100300,834650,5982600,1963400,6012300,2649000,3496600,2190900,485420,7481100,11766000,4602800,19701000,26801000,7008100,75340000
P29279,,6566000,,,,,,1215100,,,,,,,,,,,,3820500,604120,,,,
P29323,,,,,,,,,,,,,,,,,,,,,4003200,,,,
P29350,,,7473400,,8951100,13926000,,3279700,1123700,,,,,678060,815070,,,20624000,22460000,3809700,2451100,3352500,,,
P29373,,3185000,1896800,219770000,535660000,137570000,689900000,1534800000,630410000,296430,31774000,911650000,9131600,20777000,32899000,171880000,20843,135080000,39704000,155910000,161780000,49037000,28731000,21344000,3366400
P29401,1401300000,3697700000,3281900000,3256600000,2103000000,2390700000,3651200000,2774600000,1072100000,73044000,816200000,1432000000,1921600000,2969000000,2246700000,2244900000,621140000,1306200000,2708000000,4516800000,5385000000,3216900000,716290000,475030000,665620000
P29466,5102800,,3810700,8612200,11315000,2186400,8050000,3901100,18803000,,2690300,4070200,56791,2586400,9940600,,4762200,1376800,,30911000,,,,,
P29536,,,,,,,5464200,2560700,,,,220270,,,,,1491100,,852370,1036900,,6792500,65183000,164400000,
P29558,,,,11572000,5870800,209880,,,7086600,,,,,,,,,,,286050,,,,,
P29590,5214200,31327000,6821100,15738000,86540000,50323000,77932000,129130000,40233000,2654500,3545200,3358400,,14797000,3037800,370020,521060,10978000,11759000,84731000,83775000,44223000,,1603400,
P29692,35240000,332000000,539540000,234210000,733830000,82221000,304990000,347670000,530000000,26435000,22389000,95213000,8507600,324370000,198990000,161610000,52339000,262990000,281510000,272170000,111230000,593780000,23007000,86484000,12583000
P29728,,,66070000,,,37948000,,,,,,,,,6621800,,,,,,,,,,
P29762,18320000,21237000000,1119500000,3371300000,1498900000,809360000,5712400000,4443300000,2095500000,297500000,656500000,2692800000,91537000,380620000,1066300000,9553900000,20123000,814440000,966000000,1635100000,115490000,4712600000,529410000,637570000,155930000
P29966,,4434700,7003100,55969000,209810000,24744000,166110000,10461000,3556600,141470,10010000,27645,18619000,49587000,19396000,3063000,12594000,25158000,91383000,405800000,254830000,355660000,91844000,27472000,93971000
P29972,,,,,,43339000,3278000,,,,,,,,,,,,,9059400,,,,,844270
P29992,14142000,,,21624000,7151100,,20951000,,13114000,26807000,957870,,288740,13826000,1410100,17363000,,62552000,41775000,52124000,132920000,4994300,,585620,29473000
P30038,264410,17594000,22447000,4933300,6663900,13776000,1539800,1154100,16129000,1084200,,1995900,,367510,250310,,3426500,149330,8061900,10335000,26690000,3390100,232280000,181780000,204340000
P30039,,,,,,,,,,,,,,,,,,,,1316800,,,,,
P30040,354490,167130000,292170000,120220000,183790000,209710000,161120000,187060000,341050000,25899000,7485800,43739000,4103600,246120000,173980000,71658000,11804000,101900000,125330000,119790000,23326000,116740000,43631000,115920000,65041000
P30041,31064000,7193700000,3932200000,2565200000,3060900000,1097200000,3289400000,2257400000,3233900000,571280000,390550000,819210000,792510000,1304900000,1500600000,2234500000,455540000,1567600000,1882300000,1714000000,515940000,2074500000,1293400000,1481400000,1882800000
P30043,286450,1934900000,612500000,634680000,650570000,291000000,1206100000,377550000,491390000,143330000,153990000,199590000,87523000,268810000,172990000,387240000,108400000,161150000,399640000,138710000,195760000,786040000,769230000,1524500000,496280000
P30044,49073000,1234100000,788840000,272740000,685230000,136130000,797330000,574870000,1406900000,150360000,201920000,414140000,347050000,185550000,307670000,457450000,113470000,158450000,173730000,493510000,173380000,391320000,249960000,167010000,870370000
P30046,76105,143170000,267020000,48635000,36722000,19126000,70673000,39208000,35330000,26178000,55755000,71387000,67045000,54517000,89914000,211740000,10660000,2752400,58238000,95836000,22163000,27949000,33020000,36814000,60000000
P30047,,,,,,1883700,,,220230,,,,,,,,,,,673020,6384000,,270550,,
P30048,126040,676460000,155530000,206910000,355090000,193540000,466770000,778110000,1011300000,29185000,18796000,60998000,54568000,83443000,67149000,101050000,36255000,142080000,94260000,188770000,32000000,432640000,121140000,349260000,505230000
P30049,192600,39121000,12523000,20503000,211200000,15210000,146600000,150420000,176040000,,124770,3288500,1703600,11781000,19848000,,,4558700,,64443000,35590000,105570000,74239000,79790000,38301000
P30050,,393710000,261140000,289240000,174280000,90447000,107220000,250200000,637350000,60125000,34302000,41129000,182360000,103520000,99544000,73672000,18562000,174460000,237070000,336210000,113530000,229460000,69598000,100640000,39992000
P30084,,471420000,125590000,113310000,167700000,133710000,356230000,833080000,417270000,28605000,18408000,25210000,4373800,27041000,34308000,61440000,8435900,82556000,54068000,76426000,32956000,259780000,199020000,379310000,156580000
P30085,7448400,54484000,319400000,44016000,68441000,110990000,210370000,67756000,124340000,42636000,27518000,41203000,227460000,225630000,76215000,39833000,17805000,31259000,208250000,131170000,41327000,199170000,16798000,12687000,68158000
P30086,5493800,5323200000,2877200000,1782100000,1320800000,1609200000,3276700000,2285900000,4281700000,648570000,505420000,885340000,1547300000,1916900000,1491000000,1317900000,168250000,1097200000,2367800000,2265400000,562570000,2391800000,2413500000,1655300000,6437900000
P30101,1003000000,1714200000,3036600000,1466400000,2964300000,2186200000,1828200000,5969200000,1193600000,504230000,589010000,599670000,681640000,3362100000,2361400000,2201200000,552220000,1082900000,3971500000,4020200000,2663000000,3393400000,480910000,977590000,541480000
P30153,222950000,502740000,625600000,227390000,332790000,264860000,208130000,827960000,317690000,123640000,181360000,113530000,49272000,193500000,203320000,125430000,52939000,50756000,282870000,482570000,399160000,311450000,252990000,242990000,632290000
P30273,93685,12131000,4564500,3631400,43962000,19387000,18908000,30506000,38571000,,55101,,,17885000,54238000,394760,,2468400,7398200,83173000,12115000,49124000,766300,,
P30405,,111870000,31429000,14904000,14748000,5393100,,25350000,32323000,8003900,2316100,7994100,,4114500,15045000,,,2964800,1227800,7760500,1043700,21345000,10436000,1049500,
P30419,,24005000,60999000,14077000,1915400,,3979000,4510200,1551000,,,,,922680,61608,,,82913,7857900,1847300,,6688800,85334,219610,988740
P30519,,1024200,,,10181000,172290,5152200,12012000,35125000,,,,,1424900,,1536200,1180400,6767900,13507000,3842300,4702100,4117000,1214600,652820,55811000
P30520,,21185000,15412000,14993000,44131000,,,56193000,34963000,3726400,,4714300,,2018500,,,340760,,3038500,6630400,13258000,24697000,3237500,1339900,9102800
P30531,,3938900,,,,,,,,,,,,,,,2906600,,,,,,16145000,70774000,79480000
P30533,1682000,11771000,12826000,4902600,49673000,10294000,4220000,122930000,37709000,862520,,3016600,,56353000,11975000,6950800,6055800,5314200,29941000,42773000,41926000,11097000,1038000,2171000,
P30566,229580,,,,,935670,1262000,8308700,,,,,,,3389300,1197800,1382100,220590,4714500,,17917000,7639900,38478000,47954000,
P30613,,,,,,,1988000,,,,66503,,,,787460,,,,,,303480,,4608800,10270000,
P30622,,40506000,19750000,6238100,12361000,55431000,13119000,10548000,6411200,,,,2285900,,,1493200,584480,1791600,31010000,5679000,15542000,14967000,305830,2314400,1704800
P30626,,66263000,125460000,71444000,44613000,91426000,50077000,119420000,225830000,3666600,,,8980800,4372200,4100700,,,6619000,12042000,73437000,49182000,23425000,80905000,154220000,158340000
P30711,,2473000,8346000,,,10169000,38657000,12850000,6593300,,7733600,,28062000,,571220,2014400,,1834700,,,7622300,27465000,2381100,,
P30740,166350000,1143300000,653320000,422890000,571460000,45610000,886820000,695520000,612690000,108050000,141990000,50823000,20174000,329520000,212980000,289070000,92967000,255370000,413460000,698450000,178810000,666200000,48647000,72611000,
P30837,4123800,6337800,79535000,,614070,454590,744600,55271000,16943000,413010,3118000,221230,,4771300,463280,877500,801470,,,62392,2482400,1844500,141160000,249430000,
P30838,,,,,,22663000,,,1955100,,,,,,,,,,,,,,3652100,,
P30874,,,,2302300,1917200,,,,,,,,,,,,,,,,,12860000,,3268800,
P30876,3086200,16651000,3785400,6666500,3868700,,,21278000,535140,,,,,,,,,1763700,,,,,,,250770
P31040,450700,675600000,139050000,73039000,361740000,168210000,211610000,982220000,513660000,1339500,449910,9502100,,970400,7491200,,6416500,8791400,12769000,261050000,143910000,515750000,157940000,169050000,255580000
