ProteinId,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18
,Disease,Control,Disease,Control,Control,Control,Disease,Control,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Control,Disease
O14735,-2.1194332,-0.7402683,-2.1981089,-0.6402413,-0.1172813,-0.9307155,-1.3389095,-0.873006,-0.5200063,-1.0735824,-0.3512188,-0.7533906,-0.252306,0.91037,-0.5452271,-0.723013,-0.9801377,-1.1228882
O14745,0.25351125,0.32276184,0.06149569,-0.46057443,0.28832259,0.22935112,0.22326861,-0.09209546,0.01896031,-0.28820175,0.14870868,-0.00572258,-0.1241463,-0.75373952,0.41638425,-0.2392578,-0.03736556,-0.38997177
O14773,-0.167452713,-0.210003972,-0.420096684,-0.816021609,0.040331815,0.119490492,-0.888714631,0.009517579,-0.556593745,-0.321992591,0.029943898,0.102418388,-0.583186994,-0.265437166,-0.503245304,-0.965727116,-0.570199588,-0.120432416
O14775,-0.34136717,-0.66871429,-0.8443804,-0.59131695,-0.60690347,-0.70005145,-0.99093422,-1.0294442,-1.00206797,-1.25715814,-0.75362777,0.17182266,-0.93946216,-1.05155715,-1.1010042,-0.28312073,-0.09438729,-0.60059152
O14818,1.2129483,1.0434893,0.8787864,1.110746,1.0052467,0.5278154,1.2707629,0.8706454,1.1300263,1.0293341,1.0102419,0.6062446,0.7216854,0.7931003,1.3942367,0.4425462,1.4069807,1.0117491
O14880,0.3560395,0.6423662,0.876269,0.9287551,0.6262853,1.0692585,0.8288296,0.8537398,0.9335205,1.0150425,0.9975836,0.5967122,0.6435819,1.0877069,0.6276786,0.8115707,0.7315604,1.1427946
O14910,-0.8211991,-0.7039921,-0.9261655,-1.0354404,-0.6311334,-0.8387071,-0.8206696,-0.8578575,-0.1064965,-0.7600421,-0.8634103,-0.7726132,-0.6020212,-0.4814076,-1.1901614,-0.8798951,-0.908688,-0.9516029
O14949,-0.86644661,-0.03835864,-0.5692194,-0.57066933,0.9281605,0.64588215,-0.34567706,0.16538191,-0.30775183,-0.51834219,-0.53888465,-0.24159344,-0.1466115,-0.39217854,-0.2641344,-0.16200015,0.29242087,0.65911631
O15020,-0.12408067,-0.11728698,-0.81691535,-0.44647555,-1.05911165,-0.16124963,-0.76920165,-0.22898772,0.08429361,0.21470418,-0.2239677,-0.23581515,-0.5154704,-0.72207976,-0.07707046,-0.06760891,-0.91466702,0.24657403
O15075,-0.99665322,-1.0754945,-0.11769882,-0.74938782,-0.15923543,-0.16626506,-0.63608986,-0.57321948,-0.44249754,-0.61321091,-0.52433061,-1.28867815,-0.48597032,-0.12259558,-0.58401284,-0.9296124,-0.69232803,-0.05649231
O15126,0.2931554,0.6498629,0.6977086,0.6000761,0.8933907,0.6402445,0.9376229,0.7089133,0.334084,0.2879963,0.9269928,0.1263042,-0.2292323,1.065963,0.2398347,0.2191262,0.3982552,1.0674334
O15144,-1.44178424,-1.29128808,-1.45552529,-1.42928372,-1.60233383,-0.36016335,-0.41560889,-1.38561808,-0.58040383,-1.37477737,-1.09785776,-1.06172214,0.02804084,-1.53146511,-0.2337401,-0.24226867,-1.37639314,-1.45503985
O15173,-0.510964519,0.001862994,0.15089041,-0.211522944,0.254874759,0.079836018,-0.143608099,-0.105284312,0.085094754,0.062805003,-0.018185736,-0.254835079,-0.187558961,0.473107748,-0.040863362,-0.104549706,-0.175060993,0.255617017
O15258,-0.7915797,-0.76222556,-1.00190278,-1.05569393,-0.63802114,-0.84774917,-1.266308,-1.23298134,-0.89840158,-0.22649683,-0.9235905,-0.55894549,-1.38273697,0.03667437,-1.36759113,-1.0291243,-1.01671613,-1.04762638
O15394,0.3592105,0.6244243,0.5265722,0.6890017,0.6254469,0.9031512,0.5043615,0.9752912,0.9461937,0.3589097,0.5017109,0.4482431,0.9558545,0.442716,0.9619422,0.701401,1.0436251,1.0248555
O15400,-0.26325502,0.10369705,-0.033217,0.03327453,0.13180999,-0.04411104,-0.46174776,0.13702618,-0.52908938,-0.33667482,0.12671522,-0.49104408,-1.4759586,0.36128611,-0.08352232,-1.26522201,-1.1168977,0.12216313
O43169,-0.02765705,0.94450344,0.48793941,0.75126556,-0.505381,0.33701423,1.10383411,0.40457832,0.38232532,-0.67505646,0.44521244,0.92022625,0.37009781,0.62894283,0.41050767,-0.87566281,0.54112489,1.01457261
O43175,0.1843406,-0.48469863,0.44813184,0.11295471,-0.0178262,-0.63726413,0.3878459,0.09585646,0.21333212,-0.05847002,0.36205857,0.72837223,0.18201525,-0.14591998,0.3334526,0.30253455,-0.74490048,0.01976278
O43237,-0.4290653,0.04454822,0.04447345,-1.47170364,-0.17144713,0.02958492,-0.30922676,-0.28725953,0.66280117,0.01043664,-1.05798656,-2.14763068,-1.31844057,-0.20773823,-0.80441907,-0.63619403,0.03932658,-0.05318838
O43301,1.0324653,1.0255689,1.106515,1.1384256,1.4238557,1.4812053,1.0632729,1.199185,1.3605955,1.1353016,1.307388,1.0704448,0.6139435,1.3272286,0.8659261,1.387963,1.0482125,1.1426292
O43426,0.18834384,-0.67953012,-0.63567492,-0.51155138,-0.37674058,-0.64890611,-0.17719774,-0.69889491,-0.48431362,-0.77015279,-0.45558525,-0.05417177,-0.50217059,-1.04177418,-0.05234552,-0.30954649,-0.41835613,-0.91805749
O43491,-0.2088886,-1.9047113,-0.8985982,-1.6637469,-1.1122149,-1.5998526,-0.528353,-0.8229145,0.5675697,-0.4351929,-1.8031704,-0.5028267,-0.5375775,-1.5499948,0.1755467,-0.8463197,-0.4944488,-0.409011
O43493,-1.0610081,-1.0542656,-1.1500861,-1.2937176,-0.8352382,-0.9169645,-1.1664923,-0.9280466,-0.9374391,-0.973412,-1.0854662,-0.8701819,-1.1166735,-0.7720096,-0.8680113,-1.4281892,-1.2015698,-2.4526138
O43615,-0.6201762,-0.7689175,-0.7437968,-0.5588451,-0.5638566,-0.39451,-0.7263674,-0.8067457,-0.6388087,-1.1953909,-1.3210515,-0.8902668,-1.1092717,-0.7982274,-1.0745521,-1.1573605,-1.5440262,-0.7171521
O43674,-0.151662985,0.316951572,-0.522590559,0.096862619,0.033750346,-1.531353678,0.003286743,-0.410891328,0.020378272,-0.138378287,0.05467728,-0.073325614,0.166578001,0.519297406,-0.006459271,-0.386616333,-0.300621479,0.56102521
O43676,-0.21036845,0.35607118,-0.36237314,0.51615015,0.07726399,-0.29361111,0.03208172,-0.49054145,-0.56675823,0.15518154,0.20998002,-0.0869214,-0.45816168,0.51414965,-0.63596451,-0.83956101,0.34091619,-0.15816922
O43707,-0.15024416,0.22599586,-0.34182976,-0.14588724,-0.1047682,-1.64508134,-0.31504307,-1.93053533,-0.06908092,-0.22582462,-0.49609824,-0.4587545,0.27725165,-1.36486111,0.07636908,0.48783735,-0.80558478,-0.37281336
O43747,-0.7383508,-1.6850405,-0.9286468,-0.8609826,-1.0003323,-0.765569,-1.167551,-0.5087109,-0.9002893,-1.1769705,-0.9854614,-1.180262,-1.0277263,-1.352413,-0.9528495,-0.7848372,-0.9581916,-0.8122275
O43759,0.5697812,1.2506601,0.4625672,0.7876141,0.6188085,0.9751007,0.8673104,0.5879471,0.4507759,0.4563305,1.1098123,-0.4922419,0.4439207,0.6498791,0.662041,1.0441303,1.0843083,0.9907108
O43761,-0.03969341,1.07783519,0.70559318,0.85162198,0.93132569,1.09325658,1.05310381,0.89751876,0.25186946,0.69584086,1.09767031,0.97984565,0.71578465,0.98580067,0.5250767,0.67732255,0.54920608,1.02992493
O43813,-1.5396745,-0.03618454,-1.1613874,-1.61115365,0.065517,0.07509014,-0.43263404,-0.36238991,-0.26797011,-0.72455785,-0.18573684,-0.25754387,-1.00363249,-0.5382565,-0.17079407,-0.06607192,0.03172291,-0.37474217
O43837,0.6798323,0.3026556,0.7503794,0.3575253,0.1355079,-0.1210551,0.251083,0.7306332,0.409659,-0.1143177,0.6408176,0.6660084,0.6008957,-0.497143,0.4631192,0.534119,0.3925074,0.4400041
O43920,-0.29852572,0.13961879,-0.21986676,-0.31282778,0.33523309,0.26776237,-0.23596108,-0.32285626,-0.55044097,0.03990765,-0.30948234,-0.44537764,-0.63465011,0.14861754,-0.94603203,-0.35749698,-0.55540038,0.25638162
O60262,-0.101644797,0.010691893,0.192176826,0.26374168,0.165657795,-0.576460475,-1.528124224,-0.709176975,-0.021535603,-0.535824808,0.243136394,-0.075258633,-0.252151901,-0.004949845,0.237943197,0.14122482,-0.150571086,-0.333137501
O60282,-0.48008972,-0.80505798,-0.87500948,-0.7917459,-0.66046879,-1.54935303,-1.14638084,-0.3592579,-0.30163314,-2.01914414,-2.23324473,-2.33847993,0.01676493,-1.1078908,-0.56358655,-0.77669424,-0.68938446,-0.95600749
O60313,-0.29555242,0.52001121,0.27468872,0.07422333,-0.2273091,0.17153547,0.07497824,0.39044786,-0.27637721,0.07474002,0.31168757,-0.53805791,-0.48870835,-0.0260051,-0.09265988,-0.03819905,-0.59287442,0.41997278
O60331,-0.9344505,-1.1510373,-1.6460819,-1.4144819,-1.0537061,-1.3768312,-1.6654814,-0.7011371,-0.9716771,-2.0303255,-1.7000272,-0.9840422,-1.2998144,-0.4603392,-0.9659715,-1.3461539,-1.5158692,-1.5441446
O60641,0.085267664,-0.369985453,-0.690130623,-0.243892642,-0.6330467,-0.209770086,-0.584867733,0.085625843,-0.226535,-0.334138667,-0.777434302,0.014721828,-0.011242251,-0.09188076,0.002303605,-0.004237374,-0.037372979,-0.208283303
O60831,-0.5683991,0.09779098,0.05974618,0.17720958,-0.32888539,0.4037276,0.03960254,-0.4511333,-0.15274805,-0.04413753,0.31566477,-0.25859322,-0.2225034,0.25752583,-0.4234583,-0.5896032,-0.05705045,0.39978188
O75061,-0.2142506,-0.6733417,-0.4623523,-1.0126291,-0.3380685,-0.5346468,-0.750181,-0.5600154,-1.6297181,-0.4829941,-0.5574505,-0.5949362,-0.4945527,-0.6966543,-0.4910684,-0.4641647,-0.9170561,-0.7339852
O75077,-1.07E+00,-1.38E-01,-6.18E-01,-1.39E-01,-6.42E-01,-1.26E+00,-7.36E-01,1.61E-09,-2.20E-01,-7.87E-01,-1.54E-01,-5.16E-01,-5.20E-01,-1.11E+00,-1.42E+00,-6.32E-02,-6.27E-01,-4.19E-03
O75083,0.160337661,-0.804551135,0.686942297,0.015014484,-0.273568462,-1.761877449,0.162651218,0.299383073,0.124440035,0.743933123,-0.271170657,-0.091240679,-0.815054826,0.003656196,0.326417002,-0.689382933,0.141726861,-0.049427924
O75110,-1.1931881,-0.971355,-0.9413515,-1.015661,-1.1284361,-1.0805888,-0.9022633,-1.4315172,-1.0640696,-0.5997795,-1.0700164,-1.1235676,-1.3181179,-0.8248667,-1.1448521,-1.0220977,-1.0163224,-0.8677514
O75116,-0.8066015,-1.6912298,-0.9840321,-0.9599813,-1.1001706,-1.5199665,-1.8334166,-0.981779,-1.4833234,-1.2331039,-1.96545,-1.6271655,-1.56676,-0.7484618,-1.3649687,-0.6572719,-1.6113777,-1.1499571
O75122,-1.2390926,-0.8960683,-0.7766723,-0.6509464,-1.078367,-0.7964827,-1.0826833,-1.0208485,-0.7884588,-1.0282617,-1.175602,-1.1123927,-1.4768486,-1.0386247,-1.1469701,-0.7299717,-1.1618379,-0.9653114
O75131,-1.68337327,-1.1049482,-0.32808097,-0.60230257,-0.10262007,-0.36229097,-0.4084277,-0.83122798,0.22471387,-0.32437883,-1.5614466,-0.04679801,-1.71584605,-0.40235993,-2.27863175,-0.67922421,-0.09652094,-1.1989925
O75251,-1.01961495,-0.52510895,-0.73204493,-0.64200375,-0.7359059,-0.36990221,-0.73932128,-0.37971312,-0.08440534,-0.65895891,0.15675151,0.0563746,-0.93484523,-0.24691382,-0.50630104,-1.0244089,-0.89830148,-0.19247821
O75306,0.27528064,0.41599121,0.39227455,0.21074077,0.20010715,0.12414226,0.78101923,0.25288071,0.76789271,0.5427135,0.85075534,0.61346668,-0.03761594,0.38624199,-0.68346688,-0.23391851,-0.2826066,-0.03408291
O75363,-0.7129571,-1.3492299,-0.7164043,-0.9678112,-0.4099822,-0.6640481,-0.750501,-0.7707448,-0.4505148,-0.6005622,-1.3790162,-0.7300239,-0.9564,-0.7491996,-0.6919061,-1.3575975,-0.8263222,-0.7355262
O75390,-0.16733282,-0.37642547,-0.1736074,0.05243147,0.02169678,-0.55145581,0.34070562,-0.19908724,-0.19167951,0.09494413,0.45961513,0.54377373,0.38251451,0.07612286,0.21073797,-0.82799083,-0.15801309,-1.06025479
O75396,0.16632772,0.41509861,0.45045692,0.37987542,0.39090429,0.52952158,0.39864732,0.1456023,0.4822298,0.54844338,0.5556931,0.43087245,-0.35430977,0.87866236,0.39449899,0.07723132,0.13086325,0.58832729
O75436,-0.3162991,-0.8181736,-0.5222588,-0.6669755,-0.3673455,-0.5137456,-0.73195,-0.8266495,-0.2559314,-0.4246124,-0.9322773,-0.2910623,-0.375102,-1.0605897,-0.1560393,-0.5692692,-0.3530319,-0.5288811
O75489,0.395827827,1.145440847,0.705815304,0.441427341,0.629148894,0.661642137,0.597277124,0.346936829,0.886996825,0.3666791,0.952851217,0.1384197,0.350233022,0.679361701,0.549085075,-0.003871597,-0.228516752,0.218095061
O75508,0.83474794,0.86589506,0.52969258,1.08630796,0.47226437,0.42121109,0.62160114,0.2331778,0.98813233,0.24980661,0.32616148,0.91181886,0.49104275,0.21927456,1.11051839,0.6597265,0.8903019,0.05802067
O75746,1.1331094,1.2673961,1.0720384,1.4131241,1.3302108,1.3950568,1.2516845,1.4892355,1.4643314,1.6505019,1.2173467,1.6257968,1.0362711,1.42798,0.9357528,1.441105,1.1423163,1.7346966
O75781,0.6276304,0.83019883,0.87025333,0.80730061,0.80390673,1.10207455,0.51800357,0.81430838,0.50174044,0.58095855,0.7701359,-0.03715713,0.00857104,0.73038877,0.58985019,-0.39125477,0.3024775,1.15729639
O75828,-0.37561061,0.03164951,-0.10566437,-0.48101365,-0.10061456,-0.208724,0.06581278,-0.87825163,-0.93609062,-0.32059812,-0.46870229,-0.03802265,-0.22353156,-0.33904458,-0.15731509,-0.61866735,-0.93538086,-0.51541209
O75899,-1.1791185,-1.0170538,-0.8833136,-0.8091142,-0.4981,-0.6452318,-1.2562243,-1.0807029,-1.6911093,-0.8441843,-0.9859348,0.2214367,-0.9649904,-0.915073,-1.0640931,-0.5346607,-0.6986635,-0.7561938
O75915,0.40653698,0.16555703,-0.34622176,0.09788742,0.65937609,0.61385828,0.246849,0.31556331,0.3787735,0.3480159,0.49895715,0.70311207,-0.14670204,0.80954015,-0.28850876,-0.03857652,-0.11557538,0.62901695
O75947,1.2687863,1.5063017,1.2943233,1.4423595,1.6011912,1.4984097,1.4086119,1.1300167,1.2899003,1.8070613,1.2754896,1.1759339,1.3613991,1.9273022,1.3520453,1.0773904,0.9023595,1.6347286
O75955,0.90082127,0.40022206,0.93904641,0.97057608,0.54477095,0.59284792,0.18527712,0.99798373,-0.04417882,0.56738842,0.8776985,0.93517544,1.01732393,0.84706722,0.40337224,0.60760833,0.51951831,0.2604159
O75964,0.5098337,0.5977937,0.168078,1.0404324,1.2569971,0.8272002,0.9118575,0.8978987,0.5136168,0.8577585,0.6886663,0.4075049,0.660395,1.1625683,0.5626308,0.4449889,0.3827098,1.0561403
O76070,0.43440339,-1.01864734,-0.47208773,-0.07131061,0.05524659,-1.05637024,-0.07538299,-0.18527744,-0.37511338,-0.11490813,-0.2390343,0.02513097,0.41474968,-1.35897761,0.18475207,-1.10650266,-0.78009004,-0.01152495
O94760,0.68830485,-0.37214649,-0.51026722,-0.26629769,-0.30371653,-1.48352284,0.05112939,-1.39636561,-0.13171414,-0.059509,0.02154289,0.38616281,0.82477994,-0.18452556,0.45966913,0.61237951,-0.3252621,-1.48172021
O94772,-0.670755267,0.29553341,-0.346430429,-0.210626526,-0.098073338,-0.26519936,-0.140919098,0.0518292,-0.505593431,-0.452401915,-0.034411959,-0.235298527,0.005481953,0.001596356,-0.251942834,-0.089978618,0.048212483,0.112813679
O94811,0.6375491,0.4476911,0.501568,0.6060214,0.5503436,0.7899299,0.60823,0.2470385,1.0480142,1.2055137,0.1286327,1.1671468,0.5779199,0.2535864,1.0843123,0.4765554,0.7493195,0.5526428
O94819,-0.226879,-0.8996697,-0.7946784,-1.0144987,-0.7059114,-0.6780388,-1.1512994,-0.533301,-0.4864258,-1.0049791,-0.1495769,-0.3480909,-0.6514892,-0.5742925,-0.5870336,0.1138065,-0.8806722,-0.3766522
O94826,0.3844982,0.7121546,0.3107067,1.2155022,1.0225721,0.9432495,0.4995871,0.9278708,0.8403429,0.7172313,0.9771415,0.7746186,0.6205246,1.1429148,0.2073008,0.6064684,0.1976743,1.0319932
O94856,1.0025691,1.3222893,0.6188892,0.8484128,0.678047,0.9314405,0.7368733,1.2283067,0.6654387,0.8583873,1.198306,1.0587984,0.9065964,0.9580347,1.0904454,0.9171133,0.5498266,1.2785742
O94905,-0.56754432,-0.37138446,0.04797209,-0.71818547,0.42418933,-0.37663714,-0.21122789,-0.31435267,-0.04149238,-0.27747431,0.29920528,0.1513131,-0.62209346,-0.14200077,-0.19716973,-0.19207957,0.10196012,-0.3792855
O94919,-0.34964176,-1.29806029,-0.53850336,-0.2996987,-0.35611758,-0.57985979,0.09494205,-1.12939475,0.45081695,-0.43758651,-0.56174584,-0.36972226,-0.14264597,-0.21697555,0.16495415,0.28511858,0.10553117,-0.48654039
O94925,0.8332422,1.3100618,0.9696351,0.9216014,0.867074,1.3611936,1.2682227,1.5021608,1.12732,1.2822236,1.5470447,1.155862,0.886364,0.4856941,0.8901799,0.8246411,1.0166477,1.0921586
O94967,-0.8424672,-0.8170904,-0.9260192,-0.915857,-0.5312607,-0.1804397,-0.8566008,-0.9388482,-0.6111491,-0.8376602,-1.0686318,-0.3479618,-0.8983076,-0.7371861,-0.6137185,-0.9770149,-0.8339288,-0.3716313
O94973,-0.96150789,0.25827665,0.12701584,0.02818377,-0.69152373,-0.06548002,0.25660864,0.82373607,-0.37871347,-1.16750297,0.36147568,0.30476814,0.56832217,-0.8459022,-0.40347734,0.5378253,0.09518225,-0.26336782
O95139,0.17482889,0.64429417,0.16802693,0.61331491,0.29137602,0.83645771,0.47941609,0.04537302,-0.15725302,0.63770207,0.57715807,0.42199064,0.46455556,0.67559594,-0.4259289,0.27059413,0.19149472,0.90349189
O95167,-0.9299474,-0.1663791,-0.9205868,-0.4247627,-0.4079722,-0.6820427,-0.4759553,-0.8391136,-0.7704048,-0.5100077,-0.7580289,-0.7294835,-0.1774305,0.1924096,-1.2309518,-1.1803699,-0.6480922,-0.3745788
O95168,-0.01925697,0.49149238,0.5609121,0.17491415,0.25301905,0.56809587,0.08552228,0.35961451,0.53077197,0.43617933,0.51761808,0.78109462,0.43032176,0.63401167,0.18531557,0.51312583,0.38451206,0.87674549
O95169,-0.05572865,0.1017687,0.24600631,0.83171367,0.06663796,0.2084256,0.11400372,-0.01089916,0.35210524,0.69259314,0.61878748,0.61321061,0.28571158,0.97253997,0.17252356,0.15937889,0.38224996,1.00110911
O95182,-0.7890387,-0.08077309,-0.94158561,-0.45924809,-0.5467967,-0.77240551,-0.42690397,-1.23438737,-1.05977711,-0.70673334,-0.49559236,-0.62863886,-0.5508769,-0.44157458,-0.64483803,-0.7968975,-0.78418002,-1.12987055
O95197,1.3154414,1.5690212,1.4035474,1.4053888,1.3090331,1.2772536,1.4454467,1.476019,1.0195812,0.9437941,0.7419575,1.1170151,0.8810617,1.5948372,1.3723485,0.6971212,1.0535785,1.423612
O95202,0.09571459,0.73218627,0.77251881,0.9179799,0.32770264,0.12368616,0.51630937,0.6289449,0.72979475,0.70151355,0.70704763,0.22781866,-0.34686644,0.50839063,0.68294805,0.63509801,0.34737484,1.41887941
O95292,0.3976529,0.5626361,0.9098335,0.8613208,0.7667199,0.7169822,0.601467,1.0009597,0.594023,0.7814206,0.6476,0.5822289,0.4232076,0.4768257,0.3036966,0.1176928,0.2329546,0.9551818
O95298,-0.47412594,0.3663764,-0.50624398,0.30817042,0.07428854,0.3762477,0.22215614,0.04568393,0.11825163,-0.06009452,-0.21856967,0.18863707,0.32205623,0.88036613,0.17049342,0.23056324,-0.1712913,0.61990669
O95299,0.09295849,-0.41030443,-0.17571542,0.10249137,-0.40740686,-0.427413,-0.84535108,-0.46090899,-0.21106495,-0.15948396,-0.54511834,-0.12345387,-0.30039739,-0.44169177,-0.12498741,-0.04470457,-1.5386449,-0.28882638
O95433,0.23546586,-0.70696289,-0.96933659,-0.93436733,-0.95494794,-1.01049192,-1.11071198,-0.85225575,-0.73223842,-0.20558502,-0.83665949,-0.91661638,-1.17072443,-0.50489763,-0.51126984,-0.92973928,0.01118169,-1.24423507
O95563,-0.00630804,0.11061835,0.53956777,0.50224184,0.26984156,0.20023935,0.53461042,-0.03767667,0.7280638,0.47752419,0.07872805,-0.03562238,0.53627442,1.32240368,0.41175932,-1.57638464,0.11822626,1.21317719
O95674,-0.08582035,0.38100994,0.04819088,0.28271685,0.34959657,0.17190317,0.00226828,-0.01875893,-0.44724983,0.23059229,0.51869508,0.17066566,-0.249199,0.59999334,0.1559732,-0.18814973,-0.50795765,0.31928996
O95716,-1.06527004,0.78290517,0.48330601,0.79067201,0.02004233,0.35614635,0.14531735,-0.36388287,-0.24313366,0.06731107,0.57480604,-0.67562439,-0.09739477,0.72392417,0.21211667,-0.32756162,-1.92982005,0.18347006
O95757,-1.1606002,-1.1501664,-0.442522,-1.4024859,-1.1284361,-0.8985013,-0.6586517,-1.1763987,-2.1522874,-0.6227054,-1.1780521,-0.5071634,-1.077396,-0.5765176,-0.887679,-0.8197537,-0.9223784,-0.7670722
O95782,0.585945477,0.915503161,0.437161881,0.817456115,0.000389519,0.42153299,0.471787478,0.886683693,0.31026199,0.243056945,0.775668004,0.54807045,0.486641295,0.261329644,0.168390683,0.839932964,0.367506663,0.638662207
O95831,-0.31276616,-0.3764149,-0.37150602,-0.34059495,-0.81323579,-0.38426376,-0.35395183,-0.09743575,-0.03546393,-1.35446944,-0.35761101,-0.16215819,-0.53671411,0.13744528,-0.36050169,-0.60895346,-0.38411568,0.06139158
O96000,0.11310203,1.10530529,0.61245772,0.03342944,0.58272706,0.61229821,0.60158727,0.37971682,0.39731828,0.68446368,0.18312428,0.52048444,0.83611897,0.9300498,0.30725723,0.765149,0.35848763,0.92421819
O96005,-1.1629712,-1.2117252,-1.1589279,-1.2131362,-1.0912432,-1.141545,-1.4528279,-1.2125658,-0.9793562,-1.096447,-1.4242341,-0.6402596,-1.3937603,-0.3273011,-1.4998175,-1.0359922,-1.5437084,-1.5047885
O96011,-1.0523118,-0.2486302,-1.7952116,-0.6685322,-1.6704321,-0.6083769,-0.5666438,-0.6789116,-0.8181057,-0.6247314,-0.6380752,-1.0451179,-1.0502376,-0.4370443,-0.8973222,-0.9646933,-0.8613803,-0.4774699
