Uniprot,Control,Control.1,Control.2,Control.3,Control.4,Control.5,Control.6,Control.7,Control.8,Control.9,Control.10,Control.11,Disease,Disease.1,Disease.2,Disease.3,Disease.4,Disease.5,Disease.6,Disease.7,Disease.8,Disease.9,Disease.10,Disease.11,Disease.12,Disease.13,Disease.14,Disease.15,Disease.16,Disease.17,Disease.18,Disease.19,Disease.20,Disease.21,Disease.22,Fold Change,t_test_p_value
P61163,0.006815023,-0.138117681,-0.08163914,-0.327015466,-0.217514922,-0.381351193,-0.480651486,-0.029577543,-0.360192001,-0.272225194,-0.207189436,-0.06581262,-0.062943384,-0.10029893,-0.195102337,-0.180585499,-0.338211684,-0.429232014,-0.134221055,-0.242218209,-0.297858037,-0.239710196,-0.005338433,0.216086433,0.291878424,-0.443742729,0.192882479,-0.352948814,-0.823644913,-0.099083128,-0.641773894,-0.235281609,0.066774347,-0.688901722,-0.669845947,1.105645977,0.750993867
P61225,0.08451044,0.562400695,0.389861863,0.361408204,0.294717937,-0.252604166,0.360979869,-0.025905899,0.352521192,0.325943726,0.466478259,-0.007692583,0.652247847,0.620119646,0.453536088,-0.21621363,0.218090221,0.453205276,0.57920356,0.157024136,0.240026781,0.140859634,0.423890184,0.252957565,0.684301796,0.431204141,0.760908296,0.62851246,0.909011027,-0.135853262,0.781693488,0.595468442,0.79504225,0.567429402,0.625598586,1.902055425,0.109001536
P61247,-0.289666949,0.269559455,-0.224769424,0.084209303,-0.011698966,0.031846581,0.188997125,0.066787417,-0.00639306,-0.044477129,-0.167773651,-0.408265273,-0.101672732,-0.23544535,0.114069107,-0.389459707,-0.076682789,0.000243191,-0.200657,-0.343149292,0.030439751,0.220556339,0.075305599,-0.353680926,-0.917185188,-0.208536742,-1.126187178,-0.130102,-0.154609164,-0.025535695,-0.318135117,0.102009368,-0.49810332,-0.546179412,-0.10377923,5.288804783,0.026300273
P61266,1.2855163,1.2494594,1.3223908,1.3277273,0.9142373,0.9274359,1.3545507,1.2109933,1.3199797,1.3875265,1.3010465,1.3895177,1.2223733,1.0011522,1.0815731,1.0239179,0.8613245,1.144701,1.4668131,1.2241404,0.9378375,1.2055928,1.0454022,1.3073047,1.2467421,1.2648761,1.3372991,1.3711002,1.5156733,1.1929242,1.4545069,1.2999277,1.4709348,1.2211254,1.6001667,0.991850247,0.947476394
P61313,-0.08794576,-0.08888027,-0.77635429,-0.07523253,-0.2824237,-0.36545653,-0.8227571,-0.3867239,-0.19820319,0.0664885,-0.35188046,-0.21636335,-0.45100122,-0.21119857,-0.3276115,-0.51183977,0.08500163,0.02623118,-0.56434546,-0.33365863,-0.54878314,-0.24012993,-0.04659082,-0.34408344,-0.32897795,-0.204892,-0.45519488,-0.86310867,-0.3696523,0.01950216,-0.15437502,0.02729816,-0.3105215,-0.31156022,-0.48908745,1.005227271,0.700836895
P61353,0.017315088,0.450484088,-0.026946687,0.516566294,0.188347119,-0.241390534,0.065583267,0.035335322,0.007017783,-0.19945101,-0.078775379,-0.350191865,-0.301693791,-0.095162948,0.392153657,-0.179685894,-0.119131685,0.261013462,0.189207883,-0.083119232,0.196628431,-0.255089443,0.440979384,-0.392821027,-0.570419522,-0.209921709,-0.351203971,-0.018956364,-0.267840889,-0.112651379,-0.23464891,0.151958108,-0.589295247,-0.214791846,-0.562309443,-3.977737007,0.229379744
P61421,0.59347244,0.46094699,0.48235923,0.8583639,0.57012555,0.61578602,0.85232931,0.8265603,0.93583812,0.90617291,0.79294877,0.72565088,0.24490078,0.03064171,0.2421768,-0.24314966,0.55090244,0.61484251,0.74871092,0.64036075,0.56702067,0.55206909,0.43616725,0.80700227,0.66002785,0.66415918,0.77021974,0.85884576,0.89597561,0.75454756,0.82889948,0.6785631,0.83353641,0.7744025,0.75480899,0.827080772,0.3641009
P61586,-0.12687444,-0.18953571,-0.08865571,-1.00555064,-0.34556648,-0.11934452,-0.25716508,-0.14393379,-0.52457914,-0.16812177,-0.60530999,-0.4036844,-0.22193327,-0.0404943,-0.71422994,-0.01091878,-0.21001261,-0.81580831,-0.3415647,-0.46067841,-0.66770614,-0.59148134,-0.73058462,-0.3029084,-0.51628599,-0.06291672,-0.25554538,-0.4415822,-0.65710108,-0.44519634,-0.3470965,-0.50535081,-0.44324562,-0.13647642,-0.43716913,1.227035281,0.4153905
P61619,-0.07013374,-0.67548045,-0.21001937,-0.20766769,-0.35101507,-0.20410432,0.19501839,-0.21681566,-0.15971798,-0.25934268,-0.37084365,-0.16964722,-0.47137207,-0.57327566,-0.40195332,-0.46746689,-0.37350125,-0.59520523,-0.35229394,-0.35256244,-0.62890347,-0.25702958,0.07829968,-1.34765191,0.05663952,-0.26319568,-0.33571786,-0.28486862,-0.25901996,-0.17998374,-0.24580479,-0.40595545,-0.35981251,-0.4681333,-0.46778168,1.730882133,0.141701045
P61626,0.63868021,0.46719891,0.56984816,-0.04848828,0.54557784,0.6582024,-0.52710977,-1.38666288,-0.33334311,-0.98960986,-0.97366207,-0.40227931,0.79949625,1.21177051,0.43514846,0.66970885,0.56288127,0.88919315,-0.40826574,0.37893779,0.34145878,0.55876159,0.01788295,-1.12913057,-0.68860957,-0.72071108,-0.83039098,-0.82075132,-0.6794382,-0.49894103,-0.65835573,-0.50572103,-0.59254762,-0.87347443,-0.69761813,0.948428089,0.85373777
P61764,1.3572099,1.1824794,0.7533083,1.6194909,1.3968273,1.2174404,1.6307585,1.650326,1.6541178,1.7391458,1.6698618,1.7597084,1.0778403,1.0600955,1.3300205,0.2822424,1.4154983,1.5813128,1.7034035,1.4571859,1.4336688,1.4096763,1.0567232,1.5694573,1.6489651,1.7145776,1.7428945,1.784178,1.7387882,1.603956,1.7573923,1.6749493,1.8132148,1.6514485,1.7691627,1.014338419,0.598781267
P61803,0.09510477,0.26581742,1.19254423,0.09288706,0.04193225,0.56670629,-0.32837045,-0.05285407,-0.01402817,-0.14117733,-0.206387,-0.68100302,0.16694565,0.17787594,-0.31299582,-0.21412104,-0.01016879,-0.32735984,-0.20135006,-0.48196469,-0.20668783,-0.27459281,0.22228599,-0.44947099,-0.41002895,-0.44724599,-0.29562136,-0.48712764,-0.18038805,-0.20875621,-0.22631524,-0.5528257,-0.29164193,-0.29707707,-0.24091989,-3.483537308,0.034087919
P61923,-0.16852609,-0.41162084,-0.33213531,-0.51130497,-0.32995012,-0.18244072,-0.78051266,-0.29038467,-0.68160432,-0.60042352,-0.2866633,-0.65053276,-0.22360367,-0.24961931,-0.57551664,-0.25206962,-0.483812,-0.96698872,-0.52195812,-0.24546108,-0.33458821,-0.83405549,-0.60000007,-0.07472471,-0.2750152,-0.57236368,-0.62792497,-0.69722652,-0.50547095,-0.58227101,-0.69175575,-0.62017143,-0.32681587,-0.35557182,-0.56336703,1.116172263,0.436998048
P61966,-0.16533852,-0.89497215,-0.13018434,-0.58404609,-0.21674575,-0.16971266,-0.41454579,-0.72840024,-0.25552334,-0.12765603,-0.92967634,-0.35857936,-0.37440142,-0.38001142,-0.2534362,0.48694776,-0.03415193,-0.6027493,-0.33346724,-0.21942497,-0.46755233,-0.18168659,-0.21279043,-0.4513919,-0.52875037,-0.68906066,-0.58765977,-0.51346297,-0.08223958,-0.08891526,-0.51128582,-0.2903975,-0.48975938,-0.77332488,-0.33860862,0.830270493,0.388959671
P61978,1.3615853,1.2756917,0.849865,1.1335094,1.3518278,1.2464294,0.9406898,1.079781,0.8070049,0.8218456,1.236177,0.9808591,1.2866171,0.9487037,1.4431095,0.9520614,1.431838,1.1086758,1.1717832,1.1573821,1.4048383,1.2120997,1.3336043,1.1958123,1.1554411,1.0829759,1.1099217,0.816778,0.8548843,0.9620654,0.8489092,1.0243755,0.8077903,1.1149167,0.6984169,1.001710808,0.992180087
P61981,1.920352,1.830113,1.473731,1.648693,1.81081,1.36397,1.622367,1.432264,1.249447,1.390718,1.475385,1.354046,1.638306,1.406091,1.785528,1.090293,1.627485,1.42568,1.635775,1.686247,1.682113,1.759883,1.536277,1.491104,1.529701,1.54035,1.384,1.530294,1.35963,1.450284,1.376968,1.483473,1.627662,1.498757,1.471824,0.983750792,0.913330964
P62081,0.31190047,0.51292848,-0.18094065,0.37642802,0.57298648,0.56099218,0.03571873,-0.14200799,0.0143238,-0.38121585,-0.3988155,0.03013018,0.01537851,-0.24529017,0.27446796,0.03476008,0.32535199,0.20933832,-0.08109135,0.46728388,0.42706467,0.64161503,0.61119954,-0.42727307,-0.46947072,-0.3168261,-0.40804964,-0.21664284,-0.1137964,-0.47305093,-0.59881986,0.13215892,-0.35535295,-0.31876362,0.06418726,-0.326625131,0.349134139
P62136,-0.4322943,-0.6946072,-0.115593,-0.8726865,-0.7568611,-1.029545,-0.7534113,-0.8783602,-0.9827625,-0.7463258,-0.4977561,-0.9429989,-0.4913292,-1.005684,-0.3415912,1.5475967,-0.616118,-0.7427135,-1.1334258,-1.1215017,-1.0968413,-0.7653772,-1.1256423,-0.7378647,-0.8607911,-0.9329297,-0.6957036,-0.6835186,-0.9539983,-1.0463456,-0.9696803,-1.019442,-0.7324071,-0.5014693,-0.9889159,1.020055991,0.88220865
P62140,-0.32515117,0.50524363,-0.51547136,-0.18499778,-0.94421434,-1.08635696,-0.21058511,-0.31243947,-0.39806004,-0.13795924,-0.2141274,-0.15037447,-0.56402764,-1.31786871,-0.31944978,0.85765032,-0.3776454,-0.12144749,0.02786271,-0.81484049,-0.97250025,-0.16274835,-1.16099697,-0.68452128,-0.13171853,-0.0873976,-0.30161501,-0.11164893,-0.62372073,0.01929742,-0.40513938,-0.09098322,-0.07225733,-0.10943326,-0.15715689,1.008470602,0.860315276
P62191,0.493600905,0.549720549,0.08309694,0.546617556,0.668189231,0.533485025,0.305347142,0.263716218,0.08514714,0.333658669,0.363032639,0.289698162,-0.039721638,0.503116184,0.720876399,-0.521799793,0.440258227,0.455341715,0.461217011,-0.144655445,0.704448491,0.380993883,0.326576062,0.056551705,0.003607333,0.139763614,0.166315077,0.255249305,0.197046594,0.151966087,0.029508745,0.312943455,0.177327818,0.111766156,0.40957288,0.612209262,0.309325023
P62195,0.81052549,0.73104903,-0.39811928,0.54962944,0.79468189,0.34151097,0.58497272,0.52998321,0.39593765,0.69342146,0.41135389,0.26348835,0.14520501,0.05672196,0.74392609,0.14717941,0.42964909,0.54892287,0.33355286,0.35946627,0.37151493,0.44869324,0.37889544,0.56350175,0.47096724,0.46188988,0.47057025,0.49097336,0.40614762,0.54790984,0.2260854,0.50053433,0.37676657,0.36394757,0.5204136,0.855798545,0.990038717
P62241,-0.006659639,-0.012077361,0.047875539,0.359064559,0.069765652,-0.193893195,0.046535214,-0.302775195,0.013909395,0.129012094,-0.169950424,0.240349408,-0.376773768,-0.205418323,-0.132156072,-0.153698557,-0.279698892,0.247331276,-0.69847684,-0.15097815,0.319473003,0.198676096,-0.045170732,-0.040031413,-0.009494648,0.071313505,-0.269140898,0.134980854,-0.352033692,0.250592776,-0.003307183,0.227432261,0.098569616,0.06647572,0.049630327,-2.481593187,0.822389214
P62244,-0.28066842,-0.676127206,0.24594195,-0.065178234,-0.348266015,0.130637568,0.351021027,0.237747017,-0.040312507,-0.197058989,0.151491903,0.067695082,0.181144003,0.069486468,-0.571536606,0.592205949,0.233943431,0.013883311,-0.253515297,-0.007547664,0.140916092,0.087095642,-0.181923233,-0.361638798,-0.331634525,-0.033590278,-0.753850265,-0.104771178,-0.314555599,0.018682611,-0.46191723,-0.439710818,-0.636711031,-0.156106185,-0.076043785,4.128383715,0.141405197
P62249,0.354872241,0.378796816,-0.363259343,0.524835853,0.366539633,0.614176964,0.504005932,0.630805515,0.480294035,0.36685225,0.297133917,0.448833047,-0.181219517,-0.053567686,0.526466103,-0.066624786,0.582664878,0.461422572,0.258034493,0.605653807,0.584017587,0.659073169,0.640506315,0.471293446,0.334727904,0.526320141,-0.923286162,0.303379203,-0.428037722,0.618128484,0.262228919,0.445552677,0.004461378,0.309250828,0.16989318,0.692459038,0.664449997
P62258,1.936353,2.058752,2.030139,1.922186,2.02807,1.834616,1.766091,1.749041,1.710077,1.7294,1.806352,1.715891,2.243429,2.10348,2.042411,1.861842,2.005762,2.110377,2.181571,2.025227,2.035055,2.131872,2.12705,2.050497,2.00448,1.980952,2.078635,1.760645,1.850982,1.774592,1.939316,1.898422,2.04847,2.010979,1.854998,1.079696143,0.061372685
P62263,-0.432281399,0.004735781,-0.543597204,-0.09322856,-0.525949451,-0.562952266,0.098008422,-1.001664214,0.177495938,0.25169091,-0.143152789,-0.007535984,-0.773449677,-0.61866916,-0.410322335,-0.237540731,-0.55807099,-0.885553417,-0.787279374,-0.043395889,0.168369806,-0.580215569,0.29018674,0.073603705,-0.370075472,0.046348557,-1.29586852,-0.092588831,-0.203902081,0.09192159,-0.116261624,0.128775025,-0.276297879,-0.467247388,-0.097739094,1.317341504,0.870398213
P62266,-0.305904986,0.112732634,-0.022950522,-0.126549375,-0.078940998,0.042101218,-0.367549259,-0.155990848,-0.113187674,-0.224561952,-0.349770306,-0.080211817,0.226427698,0.046119404,-0.122324824,1.547596684,-0.007195445,-0.260142417,-0.217401016,-0.211008896,-0.085225638,-0.240992386,-0.101295779,-0.452970489,-0.369384556,-0.277139281,-0.729669927,-0.240746482,-0.443958603,-0.063434355,-0.592077337,-0.39253281,-0.994015798,-0.383193114,-0.384985788,1.483152137,0.245831645
P62269,-0.517837129,-0.487096422,-0.776354292,-0.001475882,-0.504317714,-0.362127404,-0.467616689,-0.453414439,-0.244069996,-0.705439782,-0.451986191,-0.932557451,-0.37603317,-0.511142734,-0.220822382,-0.256571054,-0.389223001,-0.134041188,-0.536385747,-0.066626507,0.166439573,-0.473577452,0.116232884,-0.397621889,-0.510522221,-0.845812174,-0.792622444,-0.765480064,-0.701226433,-0.437356619,-0.791323434,-0.130114549,-0.781893103,-0.822916061,-0.645372235,0.910524919,0.76634964
P62277,-0.36925573,0.04590143,-0.67002622,0.20471102,-0.22327253,-0.12597832,-0.25314183,-0.2730966,-0.01725928,-0.54025118,-0.34310449,-0.16277741,-0.18245586,-0.34549847,-0.02758377,1.54759668,-0.20444392,0.16198684,0.09933418,-0.27096377,0.24630002,-0.28157763,-0.29977565,-0.4810767,-0.62853714,-0.26692878,-0.41277438,-0.06394213,-0.80860778,0.0136634,-0.17162423,-0.30827316,-0.26676891,-0.91947564,-0.79079911,0.891813047,0.94927628
P62280,0.286667433,-0.099489468,0.045758353,0.442387416,0.318073004,0.201490937,0.278942354,0.554310423,0.666707901,0.332898945,0.32936499,0.335529171,-0.444880599,-0.278998888,0.199435725,-0.411162466,-0.004840709,0.313536885,0.1890535,-0.112600489,0.069376148,0.149631529,0.290532118,0.090148109,0.002831388,0.166872721,0.188468781,0.432402995,0.090061503,0.454903078,0.264678283,0.256527641,-0.001008435,0.140136267,-0.018126422,0.286395009,0.182602208
P62318,-0.1547052,-0.386661,-0.6438086,-0.3688086,-0.3935934,-0.2724471,-0.593844,-0.4800869,-0.68104,-0.4543526,-0.7675558,-0.4453581,-0.1669445,-0.1932551,-0.380076,-0.2823185,1.335272,-0.5306087,-0.4847777,-0.2672615,-0.3619965,-0.1808458,-0.347452,-0.9575114,-0.5821039,-0.698424,-0.4897159,-0.5561326,-0.6331547,-0.583336,-0.4178241,-0.4820214,-0.4992034,-0.4430272,-0.3738626,0.793075318,0.394251318
P62330,-0.36166115,-0.167122608,-0.547317304,-0.476848648,-0.230762215,-0.12316815,-0.433369497,-0.426648846,0.009501093,-0.184717204,-0.22293386,-0.114785676,-0.431333112,-0.069510503,-0.264883402,-0.389300376,-0.750081463,-0.726066629,-0.482849492,-0.363037928,-0.312221834,-0.702225044,-0.338508668,-0.482464694,-0.267755021,-0.302798704,-0.382987612,-0.18527927,0.022207962,-0.511595949,-0.354219575,-0.298265637,-0.34026008,-0.345311827,-0.153317127,1.341329679,0.208942163
P62333,0.05420704,0.1494541,0.25274162,0.48450012,0.3939924,0.21755819,-0.09834085,0.27314608,0.11138347,0.32828402,0.24860681,0.06175226,0.15226074,-0.1150683,0.04433908,0.14532873,0.14052724,0.25372929,0.08052624,0.20417517,0.46537117,0.09454186,0.03549782,-0.31337971,0.23645309,0.19414464,0.22141375,0.30219462,0.07944757,0.10044249,0.07985821,0.23811187,-0.16764567,-0.03051095,-0.13494867,0.485835527,0.056019172
P62424,-0.277487878,0.049314837,-0.670026225,0.268435777,-0.843334243,-0.124268951,-0.140814235,-0.317352566,-0.600066422,-0.275898746,-0.521488781,-0.646822944,-0.250890899,-0.283348246,-0.124872286,1.547596684,0.000120858,0.086430951,-0.479675664,-0.166185619,-0.034451369,-0.321477564,-0.226106894,-0.456001278,-0.497503741,-0.189834331,-0.607597071,-0.225240523,-0.405291086,0.001638336,-0.075116215,-0.147159941,-0.615652655,-0.786141317,-0.167447427,0.563021666,0.275009502
P62495,-0.42818812,-0.60601514,-0.45671382,-0.80289826,-0.54818239,-0.03547167,-0.92553252,-0.8560204,-0.62960687,-0.61829821,-0.79419881,-0.7375825,-0.10098064,-0.57858022,-0.06905824,-0.17655938,-0.45134079,-0.37491668,-0.41250982,-0.48481564,-0.62356981,-0.21950848,-0.25496502,-0.52438337,-0.60912964,-0.74495163,-0.83903236,-0.75978615,-0.74866917,-0.3968351,-0.39179273,-0.7920507,-0.61481958,-0.32121096,-0.33253428,0.759037797,0.271448065
P62701,-0.004249948,-0.056872621,0.018065521,0.57724636,0.267124604,0.432156491,0.252719076,0.415405199,0.620254153,0.389434561,0.244528016,0.378449587,-0.276391145,-0.058934138,0.561655996,-0.170385723,0.033965026,0.144410435,0.277440241,0.032115253,0.526565418,0.437427782,0.588678097,0.180532969,0.187053622,0.357521326,-0.153075927,0.349280933,0.168829933,0.597819879,0.257672672,0.458978335,0.12727594,0.099878019,0.216331777,0.729944868,0.706027698
P62714,-0.10209287,-0.47035178,0.65270943,-0.53835012,-0.30525209,0.77545466,-0.35198498,-0.57567798,-0.48382671,-0.68477527,-0.2682491,-0.57072325,0.07334642,0.22983534,-0.22790077,0.26804861,-0.56182957,-0.67673896,-0.44056892,-0.21814865,-0.43510804,-0.22133851,-0.01406404,-0.11920913,-0.07871023,-0.26325429,-0.08481589,-0.41192169,-0.49729675,-0.58774667,-0.66557543,-0.13511212,-0.27451254,-0.40332384,-0.34010974,1.086282189,0.738245412
P62745,-0.44725613,-0.11487404,-0.51547136,-0.31333722,-0.26173727,-0.12913621,-0.36305229,-0.34582946,-0.23871482,-0.23974746,-0.25992991,-0.30603576,-0.50437092,-0.5304772,-0.4941505,-0.27226737,-0.51378308,-0.27813168,-0.26752143,-0.87060647,-0.10114124,-0.56218765,-0.25672832,-0.36044933,-0.34344219,-0.37183088,-0.23660278,-0.15901413,-0.07083577,-0.32242262,-0.12203884,-0.30244302,-0.19721222,-0.31341935,-0.13752947,1.119982002,0.673433154
P62750,-0.409852115,-0.366937634,-0.537643152,-0.029034251,-0.063845811,-0.098057864,-0.953232869,-0.761822204,-0.371981813,-0.601197142,-1.237331928,-0.534962345,-1.235073876,-0.514342802,-0.532130037,-0.467316393,-0.361634258,-0.193213571,-0.438058217,-0.33095984,0.0189654,-0.276485199,-0.009922756,-0.735895433,-0.555935874,-0.691949615,-0.68099162,-0.53429909,-0.84946769,-0.387495455,-0.584453877,-0.474475924,-0.677605376,-0.795536699,-0.664016823,1.047019848,0.559659888
P62753,-0.28072664,0.11838835,-0.41147915,-0.08859898,-0.38991817,-0.2796243,0.1247971,0.12101673,0.30765592,0.01972607,-0.04921337,-0.27278501,-0.44150521,-0.37050771,-0.31167845,-0.40515076,-0.13383284,-0.09570561,-0.18492156,-0.35839051,-0.29973331,-0.08382885,0.28661953,0.12453604,-0.57056286,-0.07783553,-0.54327884,-0.31724941,-0.40525464,0.10993671,-0.16427034,0.02996899,-0.02932179,-0.95819755,-0.26132717,2.636542888,0.190904663
P62760,0.43068221,0.55768892,0.25000337,0.57773829,-0.22409532,-0.31872164,0.32058246,-0.20858219,0.08339039,0.15381216,-0.01016963,0.16515865,-1.55422715,0.29376852,0.58946772,-0.26194826,0.18063288,0.41625312,0.50170864,0.77397429,0.18239854,0.58538495,0.38218649,0.22488529,0.3317376,0.19606811,0.12934666,0.51809495,0.35724345,0.38677167,0.42465638,0.29758594,0.2676362,0.32720709,0.45582139,1.763110222,0.051830901
P62805,-0.04587694,0.8759472,0.04521226,1.35775201,0.69720626,0.85739801,0.30988072,-0.04319691,0.40758067,0.38248092,0.34086995,0.52964413,0.64340785,0.84756904,0.53866534,0.41390651,0.53840893,1.29832575,1.00179639,0.61005327,0.93260068,0.69223874,0.79491741,0.3431314,0.12955218,0.43827036,0.2266053,0.25486232,-0.11502768,0.55979131,0.52053516,0.57035984,0.48436796,0.60756433,0.36616983,1.159264931,0.91345719
P62820,0.04116726,0.20250019,-0.16097936,0.03240583,-0.04277791,0.07970841,-0.26436401,-0.052611,-0.37064097,0.18221291,-0.13088022,-0.42986296,0.17511652,0.10181557,0.02895947,-0.28784032,-0.06278947,-0.16936403,-0.347695,-0.21320158,-0.11386366,-0.37789556,-0.16175577,-0.05804685,-0.22206894,-0.17675395,-0.05774853,-0.03209897,0.04364009,-0.26020528,-0.01628261,0.07318868,0.07208033,-0.12082063,0.32301041,1.061957248,0.702755195
P62826,0.00351006,-0.10829,-0.13895237,-0.52251318,-0.37848768,-0.05684302,-0.38178546,-0.25381412,-0.25998011,-0.29590055,0.04838374,-0.19160374,-0.02598934,0.18960084,-0.1852833,-0.23737372,-0.06310333,-0.06937846,-0.45680638,0.01251102,-0.20653446,0.23804689,-0.03842293,0.52639707,0.59899388,0.2350086,0.51761451,0.09018607,-0.32030181,-0.44582962,-0.08760162,-0.07360527,0.08960288,0.22298295,-0.89801844,0.07967256,0.033864527
P62829,-0.02623257,-0.13448896,-0.11950106,0.24008028,-0.25630955,0.04648955,0.04545727,0.16765311,-0.12226822,-0.10811262,-0.34696529,-0.03257176,-0.16617432,-0.21015381,0.19537898,-0.3405577,-0.08554402,0.22412916,-0.14854488,0.09841139,0.25428019,-0.87742685,0.11861259,0.07792314,-0.08136449,0.12043739,-0.79666563,-0.36178399,-0.30700425,-0.15931321,-0.19682211,-0.19864732,-0.46104432,-1.3603031,-0.41928524,4.099136496,0.114343995
P62873,0.67933014,0.65398346,0.91630899,1.14130146,0.92075621,1.12781624,1.16025338,1.15078044,1.25919021,1.18057624,1.17113916,1.21221286,0.85577966,0.86604044,0.92596061,-0.07399883,1.17184078,1.10908591,1.1010394,1.10748724,0.90589901,0.99275534,0.79834184,1.08116464,1.03906935,1.16537729,1.17748335,1.29028655,1.24729307,1.04805295,1.19053869,1.09746937,1.25194293,1.14474169,1.34872433,0.989330983,0.827713149
P62879,-0.32091585,0.131324603,-0.172864697,0.441079862,0.44831777,-0.009014545,0.226236005,0.475611689,0.361663181,0.426433264,0.39962355,0.406847206,-0.062963825,0.062651578,-0.116365629,-0.042500754,0.313077268,0.483306498,0.354318608,0.41802751,0.310495112,0.585008059,-0.129598034,0.398324344,0.543399059,0.386976305,0.454427584,0.332610869,0.270240192,0.359108915,0.350825463,0.0882914,0.393675607,0.387840714,0.58061212,1.246124416,0.51751575
P62888,0.40277191,0.694391671,-0.510640941,0.430245141,0.084729325,0.191562852,0.254814407,0.071859137,0.377031511,0.363636885,-0.172584893,0.142752406,-0.398926182,-0.460360744,0.149011653,-0.585563293,-0.354431989,0.193429064,-0.380411389,0.361602741,0.10857651,0.245818382,-0.340680135,-0.041985833,-0.001748596,0.082560726,-0.430764289,0.24312259,0.224478429,0.195661637,-0.501281887,0.48695992,-0.270431844,-0.143790679,0.018504563,-0.358333921,0.146310097
P62906,0.0317,0.403,-0.0467,0.303,-0.289,-0.012,0.108,-0.264,0.476,-0.205,0.135,0.345,-0.171,0.244,-0.715,-0.317,-0.0207,0.444,-0.226,0.0712,0.0294,-0.00073,0.506,-0.419,-0.314,0.0414,0.0911,-2.32E-05,-0.405,0.216,0.137,0.338,0.0417,-0.218,0.245,-0.212749433,0.461772861
P62913,0.445169035,0.43168857,0.41740124,0.294266595,0.238046956,-0.079200169,0.223346866,0.091478594,0.123023144,0.308663065,0.085982776,0.048080668,-0.169275616,0.009864197,0.527474428,-0.177517736,-0.241424606,0.075565034,0.139657778,0.084997553,0.245464389,0.337665896,0.275623857,-0.060526018,-0.07502393,-1.009161546,-0.253712986,0.155655563,-0.065077672,0.052534039,0.262375102,-0.01123967,0.090581356,-0.005554864,0.180643323,0.073376072,0.094887095
P62917,0.034597916,-0.592246841,1.363500199,-0.087871153,0.03994893,-0.168492457,-0.272958972,-0.29098964,0.128733633,-0.056562919,-0.214067951,-0.200013366,-0.239939003,-0.484847995,0.178116798,-0.030911628,0.16088759,0.297835973,-0.005182106,-0.287527201,0.218978216,-0.206226279,-0.50973902,-0.22790658,-0.450391406,-0.115129653,-0.623725884,-0.105177534,-0.05738617,-0.207223964,-0.359315313,0.188997113,-0.151931338,-0.033803508,-0.217843971,5.390797232,0.561657752
P62937,1.0908464,0.4531932,0.4708469,0.1275433,0.7676458,0.1069511,0.2739272,0.5030091,-0.2814982,-0.3340754,1.1985888,0.1394165,1.5410948,1.122435,1.3401247,0.9796433,1.4191197,1.408093,1.4544562,1.3744226,1.4506542,1.2497316,1.2979875,1.5050468,1.5018378,1.3476658,1.4714825,0.7576649,0.4296657,0.6355191,0.5927345,0.6203838,1.3384709,1.3847899,0.8745472,3.130342747,0.000604204
P62987,1.35966,1.6326386,1.3450262,0.9430496,1.001057,1.2395917,0.4529174,0.8824955,0.5042967,0.7562442,0.8209825,0.8108087,1.7232344,1.9059846,1.5838815,1.6108771,1.7794183,1.2510995,1.798964,1.793767,1.6396331,1.6790907,1.7255562,1.457044,1.7147651,1.4674515,1.8141905,1.2846599,1.7411621,1.3805323,1.7480256,1.3251581,1.5391422,1.5194263,1.5314173,1.643738571,0.000285382
P63000,0.37313628,0.39762609,0.16634146,0.57345625,-0.14674811,0.35561486,0.74628748,0.48447594,0.6622684,0.77274594,0.57399716,0.72019771,0.10787647,0.09680726,0.13762897,0.29369833,0.35509551,0.19113782,0.49598464,0.49202863,0.55594655,0.69121609,0.52818875,0.70238502,0.53697177,0.43319632,0.52907136,0.67236466,0.58512699,0.47629978,0.35806151,0.69805319,0.54024403,0.64445507,0.71474894,0.995505222,0.695680906
P63010,0.62845514,0.70321424,-0.07228846,1.11090099,0.80257576,0.61344647,1.15605251,1.13575281,1.10422918,1.22295311,1.18839845,1.19822083,0.18554703,0.08211543,0.71495438,0.03099603,0.84240222,1.04186047,1.02006707,0.63129327,0.92299709,0.74131863,0.76352805,1.02719885,1.13044997,1.10230896,0.92866069,1.16269321,1.18226382,1.20774888,0.93124614,0.97956634,1.05116655,1.04895416,0.93046161,0.950460611,0.873648939
P63027,1.2083426,1.2768616,1.4292844,1.1560459,0.9313251,0.8878289,1.2290418,1.1690344,1.3660822,1.308246,1.1650421,1.1063575,1.6379966,1.6174495,1.3463654,1.2647159,1.0279255,0.9191958,1.4865784,1.1796266,1.0239845,1.1133019,1.0113921,1.3408717,1.2786928,1.166001,1.3538513,1.2579806,1.4798934,1.1284039,1.4731093,1.2351509,1.3803287,1.1658727,1.5783001,1.080134128,0.556663493
P63092,-0.116627698,-0.211763883,-0.086483717,-0.181885113,-0.295258094,-0.052957354,-0.164850632,-0.662661031,-0.29941068,-0.179893557,-0.360016548,-0.343879938,0.037990999,-0.02454543,-0.182660299,-0.173742938,-0.169892742,-0.567303161,-0.251122484,0.005009697,-0.396696818,-0.144130823,-0.044836843,-0.900915025,-0.607210454,-0.699451488,-0.649546815,-0.379253684,0.015841644,-0.504218692,-0.686423083,-0.449316768,-0.346228119,-0.475974964,-0.696556963,1.463562942,0.069813088
