Uniprot,Control,Control.1,Control.2,Disease,Disease.1,Disease.2,Disease.3,Disease.4,Disease.5,Disease.6,Disease.7,Disease.8,Disease.9,Disease.10,Disease.11,Disease.12,Disease.13,Disease.14,Disease.15,Disease.16,Disease.17,Disease.18,Disease.19,Disease.20,Fold Change,t_test_p_value
O14672,-0.20252698,-0.26102454,-0.21009746,-0.41360982,0.219824,0.05419137,0.05133029,0.18871337,-0.40172105,0.06011053,0.08746029,0.0880614,0.03255976,0.02283892,-0.05472705,0.34292051,-0.31712222,0.11888531,0.22830172,-0.4119822,0.0377849,-0.63367263,-0.57312534,-0.20985276,0.31445599,0.026029408
O14737,-0.54584302,-0.21476698,-0.42840636,-0.42707361,-0.22400771,-0.29676221,-0.50576793,-0.36528857,0.10371845,-0.19765774,-0.2421372,-0.43122328,0.09041675,0.16986105,-0.26859728,-0.56772582,-0.29665605,-0.30472929,-0.49306223,0.01444215,-0.34354801,-0.35218029,-0.27210013,-0.28543028,0.66027077,0.289185748
O14744,0.11723292,0.18487489,0.04650193,-0.03010605,0.30771391,-0.06444506,0.16760456,-0.27627968,0.06045523,-0.11175187,0.18956791,0.01606822,0.17785054,0.29989479,0.07064718,0.16941174,0.31242158,0.29665938,0.04006852,0.33168858,0.0770372,0.10832727,0.07554841,0.21823815,0.998505218,0.486000587
O14745,0.8424331,0.7052834,1.0158924,0.5823365,0.8627709,0.9678946,0.8250379,0.623946,0.4408515,0.8365665,0.816985,0.8973167,0.8270441,0.7218844,0.6050956,0.7873627,0.7493103,0.6498432,0.8497231,0.7759771,0.6267772,0.7943903,0.6554379,0.8261066,0.876145349,0.941529782
O14773,0.525052,0.3930336,0.5357307,0.7690347,0.8078784,0.855387,0.7142031,0.9907837,0.6328634,0.5059339,0.7153363,0.7824842,0.6431545,0.84861,0.6191651,0.8283108,0.706923,0.4378749,0.7894125,0.3379769,0.6799995,0.7050385,0.9417611,0.6996855,1.47511435,0.311976436
O14775,-0.527097108,0.250265141,0.050562819,-0.043892042,-0.061159244,-0.603503618,0.007003273,-0.030723531,0.02894841,-0.125004079,0.095873559,0.102065488,0.137372205,0.181775541,0.114843983,0.152527312,-0.463574317,0.128473621,-0.198006853,0.226122356,0.12030271,-0.335234946,0.111451504,-0.197914815,0.411806337,0.31950755
O14787,-0.263270578,-0.047172056,-0.08583231,-0.592321862,0.165530289,-0.058412375,-0.10285846,-0.049833736,-0.191368068,0.009002924,-0.067123829,-0.050863398,0.079163621,0.027045555,-0.177496024,-0.254284482,0.033277688,-0.530787882,-0.018476939,0.029092822,-0.340876257,-0.510764637,0.116701693,-0.050557778,0.914304278,0.499627597
O14807,-0.59555384,-0.33990926,0.08196777,0.09911794,-0.54028155,0.19970202,-0.62064773,-0.23434219,-0.57157246,-0.49930077,-0.66306986,-0.6515629,-0.72937906,-0.60848387,-0.54615423,-0.56453686,-0.22801257,-0.55307341,-0.49927805,-0.18351222,0.01733547,-0.48700805,-0.53618557,-0.15031204,1.43118332,0.102044144
O14818,0.2632715,0.5348617,0.6209581,0.6146187,0.8381946,0.2822642,0.73346,0.6970394,0.7022392,0.5369422,0.6892145,0.5184054,0.6937846,0.7558487,0.619251,0.5755431,0.6816056,0.6783252,0.5952445,0.6498069,0.6222519,0.674754,0.7713126,0.7007034,1.372186926,0.157422386
O14828,-0.3834738,-0.1073538,-0.4922184,-0.5013828,-0.3994886,-0.4239831,-0.5803518,-0.5758153,-0.6712512,-0.2686616,-0.5845726,-0.2568169,-0.3771925,-0.5733505,-0.6288089,-0.6282773,-0.5966147,-0.5093285,-0.5090321,-0.290775,-0.2167175,-0.4234099,-0.2058064,-0.608522,1.428527716,0.527511754
O14841,-0.914537455,-0.664258824,-0.590374547,-0.569961277,-0.104092785,-0.51915888,-0.187380374,-0.940062008,-0.645679524,-0.9228581,-0.640144836,-0.43857094,-1.327214855,-0.223416228,-0.616815202,-0.461125444,-0.843097917,-0.25345496,-1.192566656,-0.222001777,-0.645861566,-0.71466431,-0.197730803,0.00019041,0.768276977,0.543615259
O14874,-0.940645,-0.7819249,-1.1331404,-1.4392322,-0.9886669,-1.6848802,-1.2127021,-1.4935112,-1.274783,-1.0710409,-1.1207533,-1.5757987,-1.5661635,-1.3889802,-1.1308995,-1.3787392,-1.1558703,-2.06088,-1.728086,-1.2948429,-1.3328139,-1.8557553,-1.3704749,-1.0541024,1.459680707,0.289401327
O14879,-0.45613204,-0.33807426,-0.84258878,-0.58295577,-0.1867565,-0.16190129,-0.63441485,-0.13055776,0.363495,-0.5382755,-0.2016044,0.34437856,-0.07939283,-0.88964365,-0.14702083,-0.06589736,-0.08457416,0.17686509,-0.858093,-0.23441562,-1.15126083,-0.4489888,-0.66054224,-0.55448557,0.587039391,0.181013077
O14880,0.5971694,0.674091,0.7296873,0.7341187,0.6735932,0.5889485,0.7208432,0.5392439,0.5217031,0.6130459,0.7399058,0.7149396,0.5523693,0.4591797,0.4676082,0.8529681,0.7964038,0.4781929,0.6725381,0.5248912,0.7614161,0.7173786,0.9844423,0.5673526,0.976757364,0.096500311
O14907,-0.1185913,-0.3052002,0.1001648,-0.21018926,0.17361383,0.09846429,-0.46661673,-0.40628236,-0.08493934,-0.39741581,-0.01094918,-0.05703849,-0.16756056,-0.01643784,-0.52554297,-0.13488143,0.05908934,-0.05856667,-0.03889749,0.02197615,-0.35779072,-0.04898701,-0.34602828,-0.16072495,1.384180989,0.956268683
O14910,-0.064692813,0.235116216,-0.227929349,0.320590859,0.161433624,-0.196821144,0.349947172,-0.055376731,0.434462724,-0.099194523,0.002904229,0.152495018,0.286383326,0.314213707,0.329719272,-0.021906082,0.342710117,-0.049303464,0.225481125,0.111113007,-0.115419729,0.242881778,0.028536236,0.080404731,-7.068226232,0.930844664
O14933,-1.2185314,-1.4348427,-1.2159901,-1.3623212,-0.5714844,-0.5862016,-0.8420592,-0.1968793,-0.7462791,-0.5661878,-0.4453001,-0.9122275,-0.6091978,-1.2226105,-0.6456234,-1.0736854,-0.6293264,-0.7555359,-0.8799505,-0.6909147,-0.8370824,-0.8118593,-0.5680781,-0.4238763,0.56770792,0.000487424
O14936,0.315945479,-0.195180919,0.172704679,0.183328324,0.265248559,0.368747128,0.033135911,0.110704231,0.05953427,0.316569314,0.255706827,0.186421138,0.373859917,0.406155864,0.199688942,0.55739105,-0.016450449,0.160295678,0.410268819,-0.006694206,0.184552365,0.146235855,0.221119035,0.330871317,2.310629073,0.293248089
O14949,-0.38538171,0.05291784,-0.39972687,-0.05739702,-0.02276792,-0.49838187,0.12551701,-0.2361527,0.01279015,-0.12468773,0.12310406,-0.11909425,-0.4934925,-0.09021426,0.13619913,0.26421604,-0.39155873,-0.02474609,-0.54005048,-0.37039788,0.02662599,0.07006142,0.28922397,-0.04019832,0.382687553,0.807491339
O14957,-0.3779563,-0.3912092,-0.4821789,-0.2879286,-0.3761551,-0.6074909,-0.4508627,-0.417502,-0.4792631,-0.3581448,-0.4332296,-0.5150536,-0.557353,-0.5301324,-0.2668169,-0.3965365,-0.3965252,-0.4487409,-0.4204567,-0.5090204,-0.3778742,-0.4826735,-0.3608467,-0.4172953,1.037729855,0.448442163
O14964,-1.063735048,0.044849269,0.274268279,-0.187898085,-0.03800886,0.093128216,-0.061429099,-0.274669224,-0.040318391,-0.058190973,-0.140783267,0.120310335,0.173356133,0.122585374,-0.065644496,-0.156620348,0.043653432,-0.030127696,-1.346924292,0.05098722,-0.0348663,0.009983025,0.046163143,0.265754969,0.289613543,0.517226777
O14974,-0.395456724,-0.294689413,-0.459767475,-0.412923593,-0.173090666,-0.627924108,-0.535815388,-0.350828829,-0.080339345,-0.092121516,-0.10703424,-0.215960261,-0.134333329,-0.011385701,0.011947513,-0.002201355,-0.20859142,-1.383410073,-0.669682368,-0.633508092,-0.281756799,-0.691964897,-0.201259672,-0.278487535,0.879652623,0.547021549
O14976,-0.8855724,-0.6877328,-0.3958581,-0.7287965,-1.031025,-0.5398661,-0.5934484,-0.5902559,-0.7186614,-0.4789893,-0.2920969,-0.5531034,-0.4174271,-0.7780039,-0.2339076,-0.7643087,-0.5663314,-1.0485537,-1.0686302,-1.2995695,-0.6806626,-0.7515435,-0.4027193,-1.183636,1.068005192,0.485539055
O14979,-0.27124229,-0.31063616,-0.23086366,-0.25499167,-0.05241688,0.03758904,0.23488853,0.0886426,0.31801285,-0.0315753,0.35605474,0.11638519,-0.03295016,0.212248,0.23906896,0.1539117,-0.22664678,0.02640292,-0.32753411,0.33463991,-0.51364116,0.05667288,0.46808022,0.10393747,-0.229694887,9.47E-06
O14980,0.7389391,0.5456913,0.6767066,0.5366585,0.6438847,0.7906311,0.7278711,0.9724663,0.5410836,0.5771737,0.6097273,0.7148638,0.6560706,0.7271205,0.6388021,0.7616787,0.5700396,0.608671,0.6855108,0.5010651,0.7808539,0.3376834,0.7187617,0.7241422,1.006948664,0.221867217
O14994,-0.69108422,-0.78517476,-0.83584964,-0.02746057,-0.56136664,-0.53328956,-0.15160536,-0.42711207,-0.26925282,-0.22248547,-0.3459065,-0.60962534,-0.87009187,-0.702605,0.07313025,-0.35788886,-0.10017752,-0.0146593,-0.74841129,-0.58696929,0.2232179,-0.64866643,-0.73687332,-0.30075582,0.489278476,0.617735221
O15020,0.9702777,1.0604671,0.7846468,1.0582357,0.6122952,0.5251513,0.8313207,0.7357079,0.8851642,0.853012,0.7657448,0.6501808,0.7986662,0.809579,0.8782701,0.9055558,0.670898,0.8468456,0.7885496,0.8414947,0.9728076,0.9992137,0.8182844,0.8454081,0.86729297,0.204827099
O15031,0.142014764,0.075470716,0.18493439,-0.146050819,0.351079085,0.29126454,0.382448402,0.197232207,0.163326225,-0.144985627,0.399448044,0.489100233,0.435605154,0.449792531,0.071678469,0.446759147,0.57382584,0.20700419,-0.024266666,0.249875268,-0.009225386,0.08057055,0.188768985,0.34769877,1.775313197,0.136356241
O15054,0.19582246,0.14759804,0.31646596,0.22175207,0.35768511,0.74444364,0.30585103,0.24052427,0.25995077,-0.083158,0.30638385,0.45322023,0.38549396,0.24286469,-0.14672517,0.258573,0.09788652,0.3052093,0.37199519,0.10867979,0.25791924,0.51895497,0.26593939,0.02183815,1.189659636,0.61575969
O15061,0.98425362,0.72042822,0.92440706,0.84948718,1.03720793,1.48102673,1.02665148,1.11922436,0.45128199,0.79201709,0.63458072,0.8373564,1.02861667,0.68529963,-0.02026124,0.98887989,0.98787937,0.99262596,0.71936289,0.31343938,0.46469589,0.50687733,0.15941908,0.9565303,0.870056925,0.480967002
O15067,-0.52960706,0.06046706,-0.30569485,-0.11515749,-0.23968,-0.24325794,-0.20265603,-0.51681957,-0.04284628,-0.82076156,-0.56446567,-1.15095596,-0.26612795,-0.06920617,0.05238158,-0.06464764,-0.4577607,-0.29008,-0.37654347,-0.24249436,-0.24358426,-0.38390055,-0.54657916,-0.97426702,1.430610886,0.106662032
O15075,0.8844084,0.9207023,0.883646,0.7374432,0.8991638,0.7504443,0.803628,0.4710823,0.7826852,0.7255216,0.9053224,0.837488,0.7979875,0.7009188,0.7461324,0.8427906,0.9159097,0.7976186,0.9563675,0.8706976,0.6527757,0.8352424,0.8326451,0.7024299,0.88008253,0.431042436
O15083,-0.485062022,-0.1068171,-0.570556751,-0.182286927,0.094509229,-0.50943332,-0.500742103,-0.815020121,0.235530144,-0.620922246,-0.803499557,-0.824788208,-0.670303713,-0.547813432,-0.680432891,-0.917778238,-0.834707691,-0.009329826,-0.352713611,-0.053255293,-0.017171499,-0.395528207,-0.535968491,-0.074976789,1.108095877,0.406954218
O15116,-0.8457407,-0.6591786,-0.8555358,-0.7340385,-0.7626037,-0.819113,-0.837819,-0.8478059,-0.8876204,-1.0302453,-0.8601557,-0.8980898,-0.7533205,-0.9030289,-0.87014,-0.9623787,-0.7455131,-0.8375326,-0.8784068,-1.1281438,-0.9604246,-0.8033174,-0.1733665,-0.6311887,1.048481402,0.315510891
O15126,0.015031691,0.023976351,-0.582229711,-0.035293128,-0.027828276,-0.011179193,-0.646337334,-0.648855061,0.149231786,-0.505920321,0.040356232,-0.088468609,0.036823806,0.033316931,-0.153861845,0.060707659,-0.271005967,0.033565062,-0.317292693,-0.406568178,-0.424090795,0.007870295,0.068058013,-0.725816891,1.007899123,0.971593816
O15143,-0.45498125,-0.21643797,-0.55943592,-0.75371002,-0.41505962,-0.65218253,-0.38041534,-0.03367852,-0.4214155,-0.6816662,-0.29346626,-0.42326729,-0.64094344,-0.41610612,-0.63596066,-0.58908504,-0.25249318,-0.2806464,-0.52497677,-0.15622877,-0.3784736,-0.65941381,-0.40187369,-0.57231107,1.109956986,0.705954471
O15144,0.6112323,0.9004393,0.9997528,0.96941,0.9124202,0.8598094,0.8615591,0.89407,0.978818,1.203991,0.8391863,0.8779764,0.7869003,0.847741,0.7830192,0.8094854,0.8266991,0.8949293,0.8335567,0.7810196,0.9285084,1.0565956,0.8709612,0.9084276,1.065137366,0.123923371
O15145,0.59317,0.6052685,0.5447888,0.620541,0.5825958,0.7202935,0.5749542,0.5357067,0.6001507,0.6027559,0.4384779,0.618867,0.5031224,0.589171,0.4301073,0.593867,0.5638156,0.6052564,0.4594485,0.5007726,0.5774843,0.7355951,0.5545532,0.5856615,0.982840243,0.492233403
O15160,-1.2368913,-0.5047324,-0.3684365,-0.3954726,-0.2670535,-0.1049977,-0.2429122,0.3179933,-0.2417138,-0.3874909,-0.493522,-0.3486505,-0.2669747,-0.402559,-0.3455912,-0.5072796,-1.1422765,-0.2783015,-0.1134858,-0.4394574,-0.1574043,-0.4561511,-0.4924003,-0.1908355,0.470977544,0.217330202
O15173,-0.12378756,-0.047553874,-0.103026429,0.062092635,0.009717837,0.170880217,0.052431072,0.350869967,-0.057705551,-0.351210268,-0.15969359,-0.432084412,0.059479006,0.03724125,-0.23832643,0.075754371,0.022920811,-0.500654887,-0.105189166,-0.144173641,-0.312279128,0.119700611,-0.190558254,0.147057511,0.720476945,0.553336007
O15212,-0.4806979,-0.3929826,-0.273655,-0.4198134,-0.5455645,-0.5738707,-0.616798,-0.6265058,-0.4319924,-1.0039207,-0.521883,-0.6497287,-0.5267269,-0.5696724,-0.6185487,-0.6413478,-0.9523158,-0.5722084,-0.570895,-0.5809574,-0.9654145,-0.5183493,-0.4318067,-0.6456924,1.616666554,0.005255638
O15230,-0.019830331,0.029209363,-0.296918074,0.39662413,-0.334749755,-0.080025491,0.190810385,0.874196882,0.227571814,0.001082028,0.278545701,0.418497392,0.653000921,0.124650241,0.500910671,0.23840194,0.105652722,0.277217174,0.188832623,0.306760953,0.351931762,-0.065885182,-0.038097002,0.534450895,-2.558847943,0.436840515
O15240,-0.56575646,-0.16388354,-0.49247862,-0.07284089,-0.98232665,-0.35431738,-0.81897165,-0.06916594,-0.37369003,-0.01817323,-0.99835395,-0.65701239,-0.51617316,-1.02175798,-0.26355956,-0.54763795,-0.51440445,-0.46334932,-0.54504149,-0.05737633,-0.28383328,-0.53667556,-0.20875498,-0.78132405,1.178835794,0.164870168
O15260,-0.4982296,-0.774045,-0.5712768,-0.4868019,-0.5173048,-1.1361885,-0.6231928,-0.3476244,-0.5320539,-0.3948385,-0.8031095,-0.5465442,-0.5737008,-0.6080803,-0.7013526,-0.4726095,-0.2105839,-0.6699271,-0.4221932,-0.8064597,-0.9900874,-0.9201976,-0.5847945,-0.5560313,0.999908298,0.923843452
O15294,-0.206326164,0.273901909,-0.393286246,0.326506939,-0.75577663,-0.818816656,-0.158346253,-0.164044839,0.033495327,0.020996825,-0.602865833,-0.423236003,-0.107487028,0.148437631,0.146724873,0.00803124,-0.32657661,0.145210432,-0.12609669,0.004553242,0.228035876,0.136060091,0.337831444,0.018346902,0.846069357,0.520073628
O15360,-0.598577557,-0.179360301,-0.549014925,-0.600214626,-0.139865177,-0.464967305,-0.493191677,-0.485707906,-0.605684699,-0.518413472,-0.628972025,-0.641846969,-0.784780347,-0.483198103,-0.479942513,-0.362375127,0.14258699,0.007167057,-0.536925254,0.003805698,-0.177787226,-0.476736273,-0.505234725,-0.546409159,0.945096911,0.829618792
O15371,-0.6634214,-0.3681608,-0.4785501,-0.2547757,-1.1125943,-0.1309543,-0.494573,-0.8787968,-0.1938052,-0.9107333,-0.9085763,-0.9573817,-0.9110168,-0.4628198,-0.5105837,-0.6179899,-0.9506628,-1.1744179,-1.0225542,-0.5854033,-1.1204031,-0.4640865,-0.320539,-0.4010842,1.360689845,0.007084064
O15372,-1.3960521,-1.0523642,-0.6096902,-0.6035087,-1.2501698,-0.5095332,-1.2758882,-0.76779,-0.5542349,-0.9814674,-0.70315,-0.4562187,-1.050729,-0.7296013,-0.8242302,-0.9695127,-0.692395,-0.3278527,-0.4119208,-0.7029295,-0.5228457,-0.5801556,-0.2088458,-0.6569267,0.690432177,0.794306205
O15394,0.83644311,0.995483,0.42361416,0.87952613,0.4943574,0.82216331,0.55957825,0.50302632,0.46683987,0.78232703,0.08028536,0.40899677,0.46020166,0.47299781,0.43175003,0.29332814,0.42257186,0.48118794,0.63681067,0.35250755,0.8456464,0.97620263,0.02453247,0.4653458,0.687841752,0.261221127
O15400,0.22469064,0.4539911,0.13376111,0.25599591,0.49690933,0.37264797,-0.11103043,0.0263429,0.20958658,0.39070227,0.32207869,0.24758427,0.07115715,0.27210265,0.21834717,0.28322683,0.40306061,0.10868235,0.08922015,0.44772453,0.19262228,-0.0447998,0.43224969,0.45538312,0.903763652,0.740605842
O15484,-0.05225764,-0.62472389,-0.35733128,-0.29316631,-0.15384636,0.06794305,-0.03197646,-0.83066978,-0.11357414,-0.26772407,0.20576555,0.12966432,-0.37348577,-0.21874379,-0.46212183,-0.16516872,-0.12548401,-0.13558898,-0.13490514,-0.25959837,-0.74356597,-0.17441541,-0.1425743,-0.31556939,0.626890467,0.153609946
O15488,-0.64993078,-1.09796975,-0.55798227,-0.76922346,-0.65875564,-0.06242916,-0.76046564,-0.76336521,-0.58263774,-0.58952749,-0.5671321,-0.656138,-0.71417096,-0.72003885,-0.67949232,-0.64933634,-0.47393314,-1.08434514,-0.46117123,-0.87905398,-0.74164733,-0.71451945,-0.63197871,-0.84089411,0.867362631,0.451519688
O15498,0.27349761,0.05280416,0.18314537,-0.08408995,0.12051902,0.07514865,0.2352014,0.02825434,0.09848957,0.27392545,0.27111333,0.15340807,0.16692238,0.07848455,-0.03091117,-0.06400511,0.07416857,0.04161937,0.13728819,0.16434143,0.11698632,0.18729125,0.05865811,0.04438793,0.602109769,0.515896241
O15511,-0.006824623,-0.068461549,0.163923589,-0.268232065,-0.087683109,0.451972136,0.015664072,-0.283729197,0.30357484,0.209142268,-0.747411004,0.154898027,0.120313168,-0.102177823,0.145959552,-0.078021278,0.184243126,-0.16170024,0.156542195,-0.346393825,0.176710805,-0.042609565,0.062880017,0.223620097,0.141124208,0.623788833
O15530,-0.4379107,-0.6994338,-0.6484486,-0.1094844,-0.4600537,-0.4233452,-0.7903642,-0.4818755,-0.7526135,-0.8812352,-0.7475932,-0.315969,-0.5118895,-0.5926123,-0.5458691,-0.6339745,-0.6159291,-0.6659495,-0.9459106,-0.7982277,-0.7224057,-0.8316113,-0.746213,-0.7484592,1.065679797,0.453260611
O15540,1.3099078,1.1517709,1.1507144,1.056458,0.9919232,1.2233493,1.1708252,1.0469752,0.9998177,1.0321257,1.1529806,0.9523584,1.0217296,1.1415435,1.1214317,1.0781265,0.9889762,1.0130402,1.0478586,1.1318985,1.1265645,1.2119146,1.2509934,1.4326963,0.917222867,0.765681009
O43143,0.019680698,-0.49440352,-1.433710499,-0.393367903,0.282464969,-0.179975278,-0.049398975,-0.012211949,-0.201188164,-0.159557553,-0.105086135,-0.329427685,0.295137558,0.149341117,-0.015384192,-0.037802361,0.013347784,-0.110513351,-0.090576289,0.12967757,-0.056555094,-0.651668129,0.009093937,0.14479832,0.102466382,0.157510288
O43157,0.48121425,-0.37100728,0.26951029,0.01773643,0.2156142,0.55438057,0.43050854,-0.25673725,0.37128735,0.20405549,0.52170775,0.52547978,0.48162248,0.33521185,-0.03963106,0.46577652,0.42154604,0.24097759,0.31496555,-0.07011423,-0.06528737,0.33658986,0.21141935,0.53011228,2.162218474,0.22815395
O43169,-0.402015801,-0.319602107,0.116902124,0.073182211,-0.048383006,-0.208950533,-0.165798707,0.084483292,-0.354945943,-0.585178729,-0.567273635,-0.004151415,-0.01740863,-0.089187237,-0.193137165,0.000758634,-0.25976801,-0.820927276,-0.409984602,-0.129480734,-0.362532409,-0.345634647,0.140909856,-0.64787664,1.160234622,0.271852387
O43175,1.709051,1.360547,1.745656,1.60614,1.607815,1.927589,1.740927,1.296264,1.554297,1.432264,1.619661,1.744149,1.815239,1.599126,1.509463,1.684519,1.738488,1.604801,1.672222,1.62984,1.533934,1.655135,1.653526,1.664096,1.017287829,0.634788517
O43181,0.32096142,0.35901392,-0.13286624,0.42165253,-0.06925005,-0.09847071,0.06435902,0.11202595,0.32633036,0.33633808,0.07913652,-0.32755816,0.16917311,-0.23016219,0.26950449,0.07987159,-0.04333167,0.08578179,0.03894415,0.21948976,0.01780052,0.01609063,0.30995023,0.0675884,0.481821986,0.498113739
O43236,0.01707077,-0.11105737,0.76414459,-0.02720044,0.06558715,0.32056828,0.04823318,-0.41809795,-0.47223018,0.30551224,-0.2435262,-0.25772059,-0.1722634,0.01093969,0.08430828,-0.19954327,-0.24353534,-0.2296494,0.33865221,-0.19975372,0.02011834,0.07527376,-0.01308345,-0.3705682,-0.336376759,0.413203703
O43237,0.603332,0.7261982,0.9015335,0.5002297,0.6872984,0.8461728,0.6000601,0.3697031,0.5252423,0.573406,0.5074277,0.6419584,0.5888968,0.5604594,0.2251451,0.7086661,0.3495411,0.6496044,0.6349546,0.5338789,0.5973683,0.8880761,0.4667403,0.5148326,0.76642892,0.363036659
O43242,-0.045223533,0.140026679,-0.059853302,-0.202908381,-0.883192412,-0.156042928,-0.387522278,0.040151276,-0.202639238,0.149370929,0.091982116,-0.387568478,-0.175826902,-0.008171554,0.159186541,-0.069880284,0.013626523,-0.392379968,-0.671193374,-0.894008844,-0.583212746,-0.217319356,0.005256515,0.162865352,-18.84098944,0.211409679
O43272,0.01880723,0.07225758,0.35520483,0.02200783,0.27102873,0.29501255,0.30221692,0.32374979,0.24821072,0.3583766,0.5282894,0.36581283,0.41816455,0.33099985,-0.11280354,0.32278278,0.31648379,0.11225273,0.20960544,0.20002118,0.09917348,0.02664895,0.26172134,0.30083951,1.664783211,0.405232786
O43294,-0.92487871,-0.87380034,-0.95043114,-0.85297449,-0.99053902,-1.17358287,-1.07738377,-0.17532803,-0.8207479,-1.09195074,-0.85850785,-0.95536782,0.03180677,-0.9916202,-0.89694447,-0.93287025,-1.2400147,-0.89549677,-1.134551,-0.7519159,-0.87999746,-0.98129578,-0.75212569,-1.20983297,0.968169939,0.963992152
O43295,-0.5347592,-0.35437597,-0.6485517,-0.09649039,-0.43746648,-0.50653072,-0.86766121,-0.39038452,-0.01725654,-0.3878184,-0.78229634,-0.64369012,-0.68146965,-0.69463571,-0.49348757,-0.85936203,-0.84622886,-0.2097888,-0.44359132,-0.33842187,-0.48316557,-0.55165112,-0.52168044,-0.54979421,1.003629178,0.402696678
O43301,1.3833373,1.4315444,1.5061332,1.4666284,0.978974,1.1799596,1.0820008,1.2546627,1.0264169,1.3609758,0.8632803,0.8627236,0.9832148,0.99195,1.1063403,1.1199647,0.9971151,1.0832902,1.2492268,1.0050901,1.4587053,1.4077423,0.9660135,0.9203401,0.772457921,1.77E-07
O43312,-0.17611859,-0.3626786,-0.43136232,-0.47026571,-0.4081794,-0.31037037,-0.66889045,-0.33189131,-0.22962347,-0.45817075,-0.41155242,-0.29554023,-0.43215667,-0.50323439,-0.47860396,-0.41202824,-0.36898387,-0.31098753,-0.06445849,-0.67396219,-0.41606513,-0.16207739,-0.39317285,-0.23568371,1.183295626,0.372991895
O43324,-0.32520263,-0.221185903,-0.44201754,-0.289425585,-0.401006814,-0.590573137,-0.199025047,-0.001111659,-0.301402044,-0.270908348,-0.137229495,-0.125681747,-0.374628709,-0.494675973,-0.025080088,-0.262837335,-0.317693789,-0.087520771,-0.298105623,-0.138913336,-0.261376666,-0.522238946,-0.583637169,-0.491700012,0.892457414,0.777430052
O43390,0.4848458,0.6237931,0.3420405,0.3107438,0.7646521,0.4180313,0.5343387,0.7068128,0.928029,0.3852123,0.5783829,0.6563795,0.7184468,0.6834236,0.6465391,0.7365533,0.6501852,0.8276339,0.4437935,0.8135753,0.4750067,0.5990657,0.5232578,0.7354247,1.293530663,0.151759715
O43396,0.3758318,0.5628178,0.5230835,0.2678647,0.4500103,0.5986131,0.5621696,0.3784649,0.5097381,0.3367659,0.4016889,0.5243636,0.3852762,0.3904975,0.3258049,0.3303484,0.4285386,0.523339,0.2051008,0.3869936,0.3211693,0.5784183,0.2882054,0.1818426,0.818520905,0.673955929
O43399,0.07236958,0.23261854,-0.14785975,-0.3748414,0.13855004,-0.05433687,-0.36545585,0.04097237,-0.1252816,-0.62470301,-0.32150403,-0.14136547,-0.22677731,-0.19914823,-0.29521606,0.18854532,-0.14234072,0.12047121,-0.51967043,-0.34160862,-0.20904175,-0.08206702,0.20041884,-0.03348165,-3.061993415,0.797327511
O43414,0.007998407,0.13597772,-0.147732711,-0.086902817,0.09431586,-0.214421369,-0.120296294,-0.453254728,-0.340101888,-0.24260576,-0.206388032,-0.44283701,-0.011467536,-0.315357673,0.010624504,-0.024551574,-0.011740649,-0.397961296,-0.009292022,-0.24189304,0.059776699,0.032487324,-0.118079169,-0.757386424,144.406761,0.209414738
