Uniprot,Control,Control.1,Control.2,Disease,Disease.1,Disease.2,Disease.3,Disease.4,Disease.5,Disease.6,Disease.7,Disease.8,Disease.9,Disease.10,Disease.11,Disease.12,Disease.13,Disease.14,Disease.15,Disease.16,Disease.17,Disease.18,Disease.19,Disease.20,Fold Change,t_test_p_value
Q15067,-0.75412921,-0.99102024,-0.91446784,-0.29201719,-0.63172723,-0.42594154,-0.43602112,-0.39572279,-0.36424218,-0.49084881,-0.10907983,-0.81214652,-0.4017823,-0.2453814,-0.31324932,-0.03357826,-0.39413663,-0.67566723,-0.27508163,0.12951381,-0.28219123,-0.97033941,-0.11560367,-0.29884155,0.42079556,0.245343013
Q15075,-0.14084009,0.27854633,0.23777516,-0.03806372,-0.01149814,0.06009753,0.36132337,-1.01603456,-0.05080627,-0.01745657,-0.10754474,-0.18852677,0.09717789,-0.21483811,-0.2859305,-0.05637727,-0.16710707,-0.23905407,-0.59387834,0.2810088,-0.60230871,-0.19787093,-0.57057789,-0.12436523,-1.401108512,0.043439493
Q15084,0.491702,0.6217938,0.6558606,0.6869249,0.6072703,0.8617296,0.5851004,1.0049816,0.683697,0.2855203,0.4715129,0.4109105,0.4570007,0.6274859,0.6453844,0.4410289,0.4290283,0.612413,0.4808912,0.4868845,0.6086028,0.4448706,0.6873765,0.6511848,0.982584814,0.066652557
Q15102,0.4377096,0.6132658,0.7262389,0.5730198,0.8580864,0.5433936,0.689318,0.281108,0.7125878,0.6003456,0.812391,0.8646033,0.755865,0.7805579,0.5900501,0.790612,0.8283001,0.8360979,0.5584792,0.8183158,0.6719791,0.6647174,0.8612665,0.8039975,1.19730653,0.228877784
Q15119,-0.43604153,-0.1693605,-0.48905798,-0.17076192,-0.13959636,-0.66550234,-0.41422289,-0.32040587,-0.73390064,-0.43094159,-0.44130055,-0.23456577,-0.62240386,-0.64323385,-0.73309669,-0.70061471,-0.46552948,-0.46532121,-0.30435054,-0.11257939,-0.63835008,-0.02283605,-0.71263245,-0.554892,1.243540605,0.20283742
Q15120,-0.72989406,0.13293179,-0.33903752,0.1614218,-0.63667773,-0.26433853,-0.43107296,0.06101088,-0.53013405,0.01172305,-0.8005102,0.16880336,-0.79453334,-0.63756785,-0.35833319,-0.18048031,-0.36037483,-0.44053982,-0.06415812,-0.42160478,-0.28768049,-0.15037257,-0.32105866,-0.60716328,1.050617089,0.160836386
Q15121,1.1127437,0.869797,1.2697001,1.0748581,1.3508764,1.2553683,1.1816817,0.9900756,0.9923119,1.221976,1.2093791,1.0731586,1.0715759,1.1357911,1.0888749,1.2409781,1.0128296,0.841081,1.1267608,0.7731585,1.302579,1.2974702,1.2155772,1.0714182,1.033475583,0.706208051
Q15124,-1.1222843,-0.5878556,-0.5890571,-0.367359,-0.4266035,-0.4423394,-0.5273781,0.1027258,-0.5997413,-0.6148443,-0.6461973,-0.6663794,-0.5587292,-0.9967695,-0.4149655,-0.5821994,-0.7305704,-0.803932,-0.6483438,-0.6173005,-0.5971419,-0.5730304,-0.645494,-0.5340414,0.738806667,0.520914781
Q15126,0.16238477,0.36121771,0.24030038,0.25225992,0.22927398,0.08142683,0.12362371,-0.26653877,0.08828563,0.37716254,0.29932044,0.27893374,0.32987767,0.1299616,0.29693725,0.22699365,0.34852971,0.25738251,-0.09913974,0.25456719,-0.14676374,0.13357554,-0.08231564,0.29110955,0.636667257,0.053184673
Q15149,2.546761,2.225318,2.556573,2.326936,2.619764,2.798209,2.479022,2.382456,2.411176,2.387684,2.499125,2.631854,2.527759,2.502482,2.246668,2.50986,2.561443,2.402735,2.612175,2.364494,2.308006,2.403991,2.417641,2.503189,1.011619853,0.383133533
Q15165,0.3890667,-0.4871695,0.338848,0.3092635,0.4125087,0.3301054,0.2948562,0.1809947,0.3649923,0.3679891,0.6280392,0.8869203,0.5839811,0.6271669,0.4705325,0.7997674,0.415813,0.2433942,0.4215621,0.3010388,-0.1085942,0.4287742,0.6288422,0.573223,5.436198342,0.285449742
Q15181,0.4578876,0.5335734,0.7172727,0.6237233,1.3792868,0.6395021,1.3007092,0.5765387,1.3642207,0.7617734,1.6274519,1.7364207,0.9885687,1.4391139,0.8837497,1.4393458,1.6018648,1.5792593,0.6533375,1.4752206,0.6541836,0.6856272,1.790872,1.4470818,2.060661454,5.56E-05
Q15185,0.4256501,0.7890198,0.7874785,0.7964636,0.7930715,0.7950132,0.7765112,0.6978583,0.5791326,0.6455191,0.5175357,0.5912331,0.5372249,0.8643855,0.5586446,0.5319121,0.7454523,0.4819194,0.1228744,0.5620093,0.5433458,0.8593064,0.8203991,0.6988862,0.96458515,0.000789108
Q15223,-0.9023342,-0.2521927,-0.13730012,0.03857166,-0.62606166,-0.93911017,-0.34205049,-0.39060773,-0.65091957,-0.70996649,-0.97948084,-0.41171176,-0.67228853,-0.59997649,-0.73383173,-0.5911614,-0.93446934,-0.63449042,-0.66324038,-0.48811286,-0.57183015,-0.26493111,-0.58881458,-0.68436346,1.375554302,0.011584908
Q15233,0.17728605,0.1127104,0.30601549,-0.10140918,0.29548677,0.34978058,0.30108145,0.27366817,0.31486329,0.16669865,0.55112548,0.21990845,0.41220092,0.48745281,0.50473886,0.48147046,0.21734825,0.4284875,0.17295893,0.21061257,-0.02756277,-0.60394553,0.42702941,-0.36981783,1.12945418,0.381671812
Q15257,0.8596436,0.9341808,0.9472777,0.8655288,0.8992866,0.8019571,0.8865011,0.8009011,0.8321935,0.7545953,0.8285917,0.8136241,0.7497479,0.9863214,0.8869925,0.9239489,0.808866,0.8904973,0.8174059,0.7918884,0.7926433,0.9008373,0.7874236,0.8240953,0.919538745,0.068664705
Q15274,0.31581339,-0.155018126,0.303284065,0.188428681,0.547578901,0.647862433,0.427196887,0.112282485,0.101097436,0.195654783,0.527379642,0.220595648,0.298377647,0.305974204,0.214984143,-0.108767617,0.102257884,0.001553376,0.046792368,0.03209577,0.144163019,0.071519727,-0.058813867,0.345950621,1.343416924,0.562916622
Q15276,-0.455183927,0.001324661,-0.538981275,0.150523036,-0.395565418,-0.017839754,-0.675793263,-0.645863839,0.016982856,-0.459407168,-0.374895997,-0.53966883,-0.410585622,-0.538001067,-0.329278866,-0.340249551,-0.384393083,-0.214395213,-0.517651887,-0.297938054,-0.889484143,-0.817857368,-0.559129725,-0.633440181,1.276846262,0.260479899
Q15286,-0.18363849,-0.06422352,0.22462943,-0.17488544,-0.61283834,-0.03937169,-0.36247336,-0.13014141,-0.03824291,0.21920278,-0.21614787,-0.25355947,-0.23875,-0.23442031,-0.14511512,0.05506809,-0.08047722,-0.36801087,-0.12598884,-0.54999861,0.02897968,0.0453634,0.01030786,-0.30331371,21.61258863,0.304613631
Q15293,-0.09827625,-0.05489334,-0.20521034,0.05199991,0.19558963,0.29697377,-0.10717124,-0.06406531,0.21935492,-0.10083991,-0.11661205,0.08422135,0.05772303,0.08791075,-0.09582598,-0.09287582,0.14494697,0.0946145,-0.61421588,-0.02038186,-0.29335245,-0.3265136,0.07915951,-0.20317942,0.288018034,0.747261685
Q15334,0.8236107,0.3700505,0.8868561,0.2474623,0.7575023,0.5964839,0.6766983,0.4746915,0.6574497,0.4886099,0.5740083,0.6207934,0.6078562,0.6198787,0.4684961,0.6949166,0.7650439,0.654062,0.7497019,0.4385925,0.4983869,0.6141776,0.6287866,0.6482753,0.857058407,0.630998398
Q15349,-0.022937432,-0.456678431,-0.299500161,-0.009194068,-0.137327057,-0.012081878,-0.144753936,-0.577013925,-0.18586828,-0.445065771,-0.134963551,-0.650329855,-0.058849025,-0.689195465,-0.231568781,-0.510025996,-0.137871094,-0.891118227,-0.432277653,-0.127262217,-0.115459928,-0.467818318,-0.756162333,-0.353010773,1.295830863,0.546628755
Q15363,-0.5356645,-0.6121564,-0.3604215,-0.7814649,-0.4707835,-0.5836458,-0.5513749,-0.2602908,-0.6282476,-0.4021563,-0.4551056,-0.4995393,-0.5162889,-0.4646365,-0.4571792,-0.6572389,-0.5321366,-0.6779766,-0.3283021,-0.6143301,-0.4727411,-0.4364014,-0.640428,-0.3706129,1.023033831,0.566852289
Q15365,0.9587024,0.9647005,1.0194455,0.7053593,0.9880881,0.9214112,1.0398646,0.7476197,0.9285881,0.887362,0.955081,0.9560575,0.9554474,0.9537184,0.8881221,0.9210198,0.9550815,1.0103842,0.9810088,1.0045969,0.7827891,0.9162657,0.9299069,0.9770856,0.941986192,0.731157935
Q15366,0.78125921,0.78391878,0.69401949,0.67847467,0.5697034,0.44818472,0.81484189,0.62155963,0.82828029,0.61002579,0.76579737,0.08732185,0.80966848,0.79664709,0.65991792,0.79343438,0.78085383,0.81263615,0.81905791,0.83155213,0.67216646,0.62275953,0.91668293,0.74465588,0.928535934,0.731944778
Q15369,0.053697387,0.088823778,0.145264574,0.1956917,-0.23872232,0.333586187,-0.048829493,-0.064318323,0.238298312,0.193721654,-0.049106074,0.017922325,-0.28696017,-0.156196717,0.004691284,-0.135368826,-0.003795506,-0.217627206,0.028651962,-1.646816916,0.029555827,0.030522558,-0.050036559,-0.022513009,-0.917175057,0.015752145
Q15370,0.4257937,0.5543509,0.5776018,0.2420187,0.5076766,0.2629177,0.4803788,0.217337,0.442592,0.4558408,0.294151,0.4935432,0.5554516,0.3159084,0.4618975,0.4802633,0.5733324,0.5130477,0.6124964,0.4673321,0.3548584,0.5073976,0.5171376,0.4271906,0.842129502,0.929521305
Q15382,0.139682498,0.086340189,0.324468345,0.09076683,0.132210697,0.165578062,0.163055153,-0.25769806,-0.011602562,0.042165837,0.094950183,-0.058755982,0.068394946,0.138633469,0.164992637,0.019443434,-0.031432694,0.053691307,-0.059550715,0.107337405,0.082896235,-0.483048127,-0.008960564,-0.005867115,0.105671989,0.181515137
Q15388,-0.1499021,-0.480745,-0.5825375,-0.9645455,-0.716215,-0.3740987,-0.9572401,-0.5712479,-0.8164273,-0.81612,-0.7367201,-0.6759566,-0.8455211,-0.6913514,-0.8866395,-0.6860388,-0.6088074,-0.6243724,-0.8871929,-0.7622226,-0.6780957,-0.3276726,-0.2514574,-0.3583151,1.67637403,0.942248274
Q15393,0.19925701,0.0727284,-0.02660401,0.15178004,0.21727152,0.03395631,0.32764258,0.04735822,0.46917326,0.03572008,0.14145268,0.21444346,0.1777803,0.48541517,0.19679137,0.47205034,0.40772814,0.20469517,0.16854545,0.28781898,-0.09133308,0.01144298,0.20769789,0.43285093,2.678210789,0.062761615
Q15404,0.2796575,0.24613277,0.24474477,-0.13835952,0.49779795,0.3297111,-0.13031641,0.66930288,0.13101251,0.27374238,-0.30204337,0.25035678,0.02957288,0.14597173,-0.05234225,0.17303653,0.38688248,-0.13677321,0.30573904,0.04862585,0.15121265,-0.0779186,0.14664082,0.15923767,0.530445867,0.83066315
Q15417,0.6512334,0.4359895,0.6863809,0.4169543,0.6859887,0.8246779,0.5648356,0.6748553,0.3900886,0.8087625,0.6490819,0.6832157,0.5412788,0.4411929,0.4521295,0.474039,0.5151288,0.403022,0.7391856,0.389251,0.3673553,0.6206141,0.5473721,0.6855241,0.956450823,0.571108441
Q15424,-0.9521684,-0.650565,-0.8253965,-0.5808388,-0.6161536,-0.7336908,-0.7405234,-0.7914673,-0.7627138,-0.9746661,-0.470644,-0.9536877,-0.4706958,-0.502905,-0.7983299,-0.8568457,-0.8515659,-0.6772865,-0.7011034,-0.7685864,-0.6981963,-0.7316395,-0.8249956,-0.86946,0.904634791,0.546716533
Q15435,0.9073635,1.0236117,1.0573921,0.884297,0.831219,0.9358481,0.8478256,0.7264367,0.8954714,0.9576019,0.7822725,0.861085,0.7468651,0.7234062,0.8120825,0.8238574,0.8778863,0.8700772,0.9120106,0.9372969,0.9738281,0.9737596,0.8455686,0.8865283,0.865509595,0.126279086
Q15436,-0.05872479,0.15704929,-0.36615147,-0.03399278,0.10184556,0.31111905,0.24474305,0.11055712,-0.14954402,0.21874578,0.22381505,0.2410379,0.21405803,-0.24780987,0.12361462,0.20725356,0.34990828,0.2118214,0.30166648,0.048389,0.1873925,0.09321712,0.33640349,0.2769899,-1.798192542,0.238385834
Q15459,-0.43599676,-0.38586961,-0.6796325,-0.28290323,-0.23160075,-0.16023939,-0.09768621,0.01660721,-0.46281491,-0.33779952,-0.64645202,-0.43749208,-0.1231935,0.09024376,0.0933652,-0.24769355,-0.69127513,-0.23245821,-0.20501687,-0.12652325,-0.81810349,-0.14471006,-0.73619657,-0.15667399,0.565017937,0.296045983
Q15477,-0.6505906,-0.5547782,-0.6394666,-1.0668255,-0.5414324,-0.7083619,-0.9984828,-1.0854447,-0.8089205,-1.0925887,-0.6166021,-0.3659472,-0.7655224,-0.4848228,-1.2160911,-0.883505,-0.8346796,-1.1470396,-0.6493275,-0.6017114,-0.5042761,-1.1090679,-1.0676679,-0.5373761,1.323052081,0.800541657
Q15493,-0.29315505,-0.12636761,0.21903594,0.18025004,-0.05549105,0.16829444,0.1969752,-0.46083836,-0.57222555,0.01509111,-0.69933428,-0.2711166,0.34632185,0.10952221,-0.13298839,0.26606605,-0.25093119,-0.25248549,-0.01179803,0.376363,-0.05543329,-0.28289147,-0.15548705,-0.56482147,1.501316624,0.190091695
Q15555,0.572718,0.6048222,0.7557119,0.6526803,0.511694,0.772798,0.5922325,0.5286992,0.6471214,0.6828433,0.6362673,0.265564,0.6208283,0.5175515,0.5489512,0.3105494,0.5989373,0.4801025,0.4423851,0.2923905,0.7309701,0.7745175,0.5920875,0.3696766,0.854876868,0.077319772
Q15582,-0.5431805,-0.9192023,-0.5260803,-0.9878046,-0.7126142,-0.7389264,-0.8406818,-0.4944777,-0.3385806,-1.0026386,-0.3172246,-0.1668758,-0.7473876,-0.8937978,-0.5747912,-0.5494865,-0.6378597,-0.626134,-0.8348957,-0.5125835,-0.8964341,-1.0430899,-0.7460153,-0.3711676,1.008206302,0.387790015
Q15599,0.01614989,0.14161104,0.51383738,-0.82775107,0.58234101,0.49171619,-0.3424233,-0.40853724,0.51793569,-0.76638118,0.39863727,-1.09956356,0.48403504,0.45262164,-1.15707075,0.47711441,0.35063458,-1.35583419,0.50443282,0.554392,-0.23898818,0.57532843,0.56443058,0.4414398,0.042225493,0.817740613
Q15631,0.27355585,0.06671441,0.48520252,0.408018,0.43003839,0.48239821,0.62226691,0.36797814,0.25973028,0.43134784,0.57175293,0.43659469,0.36615978,0.50828373,0.54853707,0.54931028,0.43060091,0.11839867,0.36868292,0.42921511,0.40398823,0.3469481,0.60555362,0.55051688,1.598446873,0.445937653
Q15637,-0.6924824,-0.8601662,-0.760606,-0.7871084,-0.7760873,-0.4603637,-0.8258855,-0.3829088,-0.7526341,-0.6710164,-0.6224134,-0.4160078,-0.4566174,-0.8763957,-0.5715549,-1.102522,-0.6588787,-1.2001642,-0.7248845,-0.7125678,-1.4093667,-0.8585216,-1.4472024,-0.746415,1.016472407,0.799750205
Q15691,0.5725279,0.5939716,0.7877549,0.6408494,1.172253,0.8828328,0.8225066,0.416979,0.5323424,0.4792541,0.7905424,0.8321002,0.6095402,0.6874781,0.5953261,0.6324991,0.8409117,0.8614121,0.6171762,0.650893,0.6689989,0.6920067,0.8713589,0.8948469,1.110551991,0.489074916
Q15700,0.169843857,0.640395641,0.355516422,0.526997886,-0.009130246,0.143293588,0.233441604,0.200892351,0.300044415,0.281257944,0.312961343,0.167494237,0.315880747,0.097708852,0.350041231,0.442038669,0.109946991,0.103875726,-0.036974407,0.231102464,0.564900299,0.614049193,0.386012482,0.065398699,0.6618923,0.064129827
Q15717,-0.110562421,-0.296728942,0.043221813,-0.263588712,-0.212783488,0.028064665,0.22198702,0.117200522,0.161545247,-0.116416678,0.178144064,0.193535048,0.38959615,0.229330143,0.17773186,0.21334822,0.140570873,0.190577122,0.367991951,0.347697997,-0.60882356,-0.115894388,-0.006403494,0.238981697,-0.734707444,0.102242042
Q15738,-0.7362902,-0.6306406,-0.9655576,-0.5451945,-0.6363416,-0.8122394,-0.8050786,-0.3657997,-0.4485311,-0.5620153,-0.9403717,-0.6173656,-0.6676877,-0.2916057,-0.9487598,-0.9482342,-0.7349124,-0.7394937,-0.7103566,-0.8873175,-0.9878128,-0.6136005,-0.569392,-0.923953,0.903759717,0.982669288
Q15746,0.1471878,0.21393688,0.26829356,0.23470097,0.37541843,0.09333223,0.14308842,0.48456623,0.2205634,0.19707716,0.24037337,0.10457793,0.11390538,0.06283291,0.26638103,0.35892702,0.19260083,0.20386944,0.16116662,0.39959207,-0.00822376,0.1811575,0.03387249,0.16110787,0.958002002,0.239753511
Q15750,-0.42493387,-0.57759788,-0.03838541,-0.7425597,-0.416839,-0.54117536,-0.53769379,-0.45647834,-0.73240164,-0.62720305,-0.43977669,-0.50440294,-0.58362226,-0.51122843,-0.57013821,-0.41963029,-0.54375464,-0.67409421,-0.55842825,-0.64979193,-0.64922472,-0.52490112,-0.44651973,-0.53540998,1.600960978,0.704214009
Q15773,-0.534334,-0.4663718,-0.5303342,-0.6396333,-0.5318335,-0.4289939,-1.0971266,-0.7019168,-0.6047445,-0.6544075,-0.7581839,-0.4923497,-0.4364888,-0.6617591,-0.7210883,-1.0656579,-0.3224489,-0.769172,-0.9988757,-0.455057,-0.6833934,-1.0003804,-0.5925668,-0.6067318,1.32709137,0.100463258
Q15811,-0.39347705,-0.17813958,-1.17619258,-0.53293699,-0.67744761,-0.45673499,0.29184702,-0.26026663,0.00388398,-0.43569414,-0.48234781,-0.21265385,0.13780882,-0.40116028,-0.43438253,-0.39607653,-0.20963102,-0.20332003,-0.07340656,-0.20430804,-0.62976342,-0.50513717,-0.69187765,-0.28535786,0.544270201,0.384430697
Q15813,-0.575089048,-0.254847305,-0.788362161,-0.647116949,-0.759008913,-0.483674554,-0.762758314,-0.86484592,-0.355805441,-0.457046195,-0.116898001,-0.587792824,-0.830874438,-0.409437997,-0.625492566,-0.352301534,-0.264681456,-0.287105285,-0.431027124,-0.22494801,-0.620846504,-0.478626841,-0.835512122,0.003867841,0.917359724,0.687995297
Q15818,0.31265776,0.49537695,-0.22162516,0.3317653,-0.85022282,-0.5329891,-0.90611264,-0.05791739,-0.65650458,0.13294675,-1.0268871,-1.0274069,-1.03981194,-0.79164905,-0.28384411,-0.57766841,-0.61326915,-0.55785283,-0.25320943,-0.72277452,0.17852402,0.11722122,-0.49819728,-0.78045013,-2.53755127,0.058799271
Q15819,-0.038373207,0.004173898,-0.509172811,-0.596830796,-0.045546078,-0.843378945,-0.469727523,-0.180840394,-0.199914575,-0.251455893,-0.800340687,-0.222288355,0.051755392,-0.155858852,-0.301029976,-0.25180756,-0.319312334,-0.271015313,-0.57484939,0.187878214,-0.234023514,-0.207543065,-0.296019652,-0.142542664,1.610233507,0.681311899
Q15843,-0.067864441,-0.111217675,-0.606054285,-0.048969304,-0.236275774,0.312243068,0.276370941,0.160731759,-0.107862385,-0.057444459,-0.487700934,-0.303793175,-0.108780461,-0.043199246,-0.492020699,-0.427455622,-0.090675,-0.267820237,-0.347597381,-0.085525961,0.000569724,0.383588498,0.375596244,0.209062411,0.252359789,0.399894444
Q15904,0.475654448,0.667699536,-0.156828162,0.440073212,0.257455921,0.006732653,0.378868559,0.194208913,-0.166386837,0.171984904,0.050884053,0.157013794,0.250161641,0.166620634,0.14301326,0.332758572,0.265814109,0.252642549,0.200602548,0.037230587,0.438011006,0.351242817,0.293860956,0.326941993,0.658839585,0.695672106
Q15907,1.0354931,0.8793877,1.0426652,0.9630917,1.0495742,0.9893486,0.9883819,1.0517605,1.1076063,0.9270098,0.9755123,1,1.0022857,0.9539352,0.9526276,0.8972848,0.8093887,1.0151863,1.0155364,1.0280182,0.8171786,1.0484449,1.0185417,1.1330704,1.001978561,0.631144586
Q15942,-0.8416498,-0.6581821,-1.3273991,-0.386059,-0.7198459,-0.7754092,-0.4772062,-0.2173834,-0.8872725,-0.6438441,-0.669618,-1.3630754,-0.9820424,-0.7220949,-1.4327693,-1.2702737,-0.866844,-0.7838285,-1.3433147,-0.5110631,-0.6877258,-1.4113476,-0.5161957,-0.8360703,0.884423346,0.840240071
Q16134,-0.517829917,0.054015163,-0.637040992,-0.04109324,-0.044947772,0.157247226,-0.020239544,0.037234672,0.150368075,0.029787789,0.229932133,0.078413266,-0.205835429,-0.113306541,-0.52422671,-0.098487886,-0.020479263,-0.482695023,-0.055362937,-0.251458046,-0.001961224,0.200748788,-0.287948651,0.083621275,0.153217044,0.559759664
Q16143,0.7676025,0.9095889,0.4994094,0.9353078,0.4401273,0.4497834,0.687012,0.7485773,0.5369204,0.5194327,0.3864479,0.3581702,0.5325022,0.5542423,0.539666,0.4214459,0.195936,0.4388538,0.649795,-0.1767826,0.7848097,0.9307261,0.6610149,0.4022305,0.721716357,0.176432509
Q16181,1.632682,1.61853,1.762244,1.624815,1.628408,1.679088,1.6044,1.511934,1.575601,1.609705,1.624986,1.632065,1.553238,1.58219,1.569062,1.59075,1.587652,1.596579,1.582807,1.525063,1.615892,1.609465,1.635803,1.609892,0.955981406,0.260924432
Q16186,-0.31134055,-0.27228021,-0.51620924,-0.22292244,-0.18254329,-0.79332922,-0.21977615,-0.20596975,-0.18289143,-0.06194291,-0.05281396,-0.42177864,-0.21994902,-0.37165199,-0.56753647,-0.20162763,-0.24556951,-0.09494263,-0.5152809,-0.09287029,-0.25817401,-0.18158337,-0.24268249,-0.05051499,0.699634241,0.488746233
Q16204,-0.2795816,-0.1562981,-0.390431,-0.2446229,-0.9378665,-0.358569,-0.4951527,-0.2730558,-0.1487781,-0.4378897,-0.7786652,-0.9114245,-0.548367,-0.4432643,-0.6578177,-0.1474986,-0.3221729,-0.1927329,-0.4363837,-0.7433744,-0.2910834,-0.4381578,-0.5097037,-0.3511448,1.671409625,0.062203748
Q16348,-0.6297263,-0.6092402,-0.4631262,-0.8239401,-0.300595,-0.3591082,-0.4740211,-0.1401377,-0.4928401,-0.4981684,-1.0178848,-0.3175848,-0.4787732,-0.5981855,-1.0809565,-0.4942194,-0.595719,-0.5259335,-0.263361,-0.4887788,-0.6524262,-1.103028,-0.2897649,-0.3239845,0.950041482,0.430855588
Q16352,1.442216,1.491778,1.828988,1.614246,1.331333,1.858146,1.348986,1.436358,1.422652,1.462531,1.334164,1.203771,1.375586,1.389606,1.471933,1.481118,1.053351,1.446439,1.640975,1.240996,1.555667,1.714696,1.435493,1.207553,0.900564274,0.134704208
Q16363,-0.9010481,-0.4664892,-0.5902909,-0.8538903,-0.6039495,-0.9125954,-0.4544152,-0.6437487,-0.5641984,-0.5726105,-0.4780731,-0.6031552,-0.7414374,-0.5991819,-0.5425039,-1.0829804,-0.6572152,-0.2949042,-0.6096115,-0.7841197,-0.5801601,-0.7796832,-0.5443152,-0.7498487,0.996191137,0.981726288
Q16401,0.04559727,0.27271587,0.32248993,1.29272306,0.29519062,0.39813944,0.35193758,0.33475361,0.25298155,0.24836802,0.34867935,0.01916656,0.17226673,0.30104989,0.34577507,0.32321198,0.30912811,0.33597408,0.27253534,0.30181055,-0.00933782,-0.20339657,1.01995543,0.06624974,1.510863619,0.396975967
Q16531,0.480383,0.4973694,0.5986746,0.3808945,0.5959078,0.5551168,0.6249033,0.6457224,0.6587636,0.5306639,0.5972407,0.6394385,0.6695429,0.7368461,0.4199147,0.7249263,0.471249,0.7131836,0.6457339,0.6094431,0.5717987,0.3832608,0.3664521,0.4270197,1.084552273,0.29862634
Q16537,-0.21231079,-0.04444231,-0.09589599,-0.39603904,-0.29552454,-0.35028317,-0.43505174,-0.79411722,-0.61356512,-0.44244775,-0.40515994,-0.42749023,-0.62815709,-0.28043873,-0.71121863,-0.47013073,-0.37482115,-0.19028778,-0.47258022,-0.63269266,-0.41782431,-0.16554299,-0.07783761,-0.33067771,3.610180615,0.139402152
Q16543,0.20509208,0.50512858,0.410476469,0.342377194,0.009857549,0.137682365,0.353222799,0.145118294,0.262607868,0.211663486,0.144074659,0.025037768,-0.265971816,-0.171581848,-0.223232601,-0.231134041,0.069223456,0.239359005,0.221980368,-0.047087114,0.130656891,0.24848114,-0.119672484,0.161291819,0.20955767,0.001407838
Q16555,2.5576,2.57666,2.765904,2.645613,2.496164,2.635358,2.482929,2.375337,2.445726,2.571482,2.46407,2.489903,2.386914,2.464604,2.425625,2.470914,2.496233,2.387389,2.482124,2.349281,2.591939,2.640197,2.465912,2.459528,0.94441515,0.067323466
Q16563,0.19467155,-0.15169191,0.24212404,0.15096194,0.29967687,0.40599848,0.40625954,0.18748264,0.19272334,-0.08157814,0.19919887,0.45617585,0.17255118,0.18661699,-0.03994435,0.2740002,0.29206574,0.13800998,0.29988197,0.22015494,0.04578171,0.10969697,0.13484233,0.19409723,2.126872522,0.407465223
Q16566,-0.40838134,0.05901251,-1.03495756,-0.62109071,-1.10577919,-0.66277964,-0.7075831,-0.34560082,-0.38473405,-0.39800017,-1.43873993,-0.50025117,-0.83254959,-0.40012339,-0.52109572,-1.30390644,-0.61340405,-0.37125632,-0.4524307,-0.73728158,-0.17926142,-0.50121157,-0.65636915,-0.55249652,1.371058292,0.784357883
Q16595,-0.66968789,-0.52516717,-0.50365352,-0.63505476,-0.52018574,-0.54581389,-0.62397488,-0.27076637,-0.44185399,-0.24288243,-0.63719152,-0.64499781,-0.6427621,-0.54054392,-0.44693936,-0.59141764,-0.17268304,-0.08569404,-0.31110358,-0.28084505,-0.51749376,-0.34388236,-0.45019595,-0.20159515,0.769404191,0.057311083
Q16620,-0.029486455,-0.307228069,-0.004993369,-0.108053681,0.003293586,-0.021969368,-0.121624317,0.20014483,0.023732421,0.040508521,-0.022908475,0.072193356,-0.048831773,-0.070888884,-0.257828447,-0.129063907,-0.020177954,-0.779829843,-0.108643682,-0.36145953,0.023342638,0.113373698,-0.363493769,-0.191296799,0.890268068,0.72254258
Q16623,0.9646087,1.1083973,0.8561007,1.1474382,0.5917208,0.8934179,0.7830268,0.9087102,0.8597454,1.1441706,0.5605293,0.6424696,0.7115011,0.7043348,0.8596598,0.7578322,0.6549206,0.5655196,0.917801,0.4204529,1.1096956,1.0950598,0.7896361,0.6560725,0.818080465,0.085437914
Q16629,-0.286347,-0.28964443,-0.42817064,-0.29180232,-0.09762833,-0.0437309,-0.22393172,-0.19400361,-0.2701552,-0.49321938,-0.27725305,-0.37152078,-0.23320241,-0.06839053,-0.16308996,-0.25185887,-0.29636427,-0.23288074,-0.25478545,-0.03039599,-0.40943122,-0.36178872,-0.21193612,-0.17785245,0.704954789,0.132071234
Q16630,-0.523852054,-0.443184212,-0.387847009,-0.56081373,-0.505933967,-0.349591389,-0.215612419,-0.45621533,-0.78271812,-0.807866225,-0.73334553,-0.458384082,-0.247781214,-0.099688534,-0.839650724,-0.334608241,-0.220536296,-0.454615295,-0.233460639,0.001911415,-0.44139466,-0.855748491,0.016867587,-0.264652378,0.932482886,0.545337123
Q16643,0.76480198,0.71024882,0.55578822,0.70201744,0.6609895,0.6164783,0.52846379,-0.02026484,0.62297835,0.54207607,0.62053501,0.57303591,0.69958304,0.51717685,0.5538998,0.67915674,0.62903358,0.54151774,0.54914299,0.663479,0.56670685,0.76597181,0.79586143,0.36966033,0.856612856,0.250033807
Q16653,0.9179196,0.815395,1.490462,1.0228728,0.859803,1.123667,0.7508364,0.745323,0.7088402,0.9344725,0.6038488,0.4751757,0.4752722,0.7305223,0.636027,0.8406811,0.3877412,0.7011771,1.1304871,0.7517277,0.9849666,1.0417804,0.8046809,0.4998037,0.718310439,0.216824336
Q16658,1.194322,1.135195,1.386179,1.324825,1.27089,1.413826,1.224435,1.198676,1.309014,1.232352,1.229571,1.219481,1.21479,1.242455,1.264131,1.202207,1.018456,1.114879,1.190643,1.21102,1.321358,1.27907,1.296079,1.187593,0.998303683,0.579366934
